Id	team	quality	AddType	buffId	generateFloor	photoId	region	probability	lableId	recCard	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
12177196	1108	2	0	9200182	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20011	3	60	12		1	痛苦累积	痛苦累積	Agony Amass	痛みの蓄積	고통 누적	สะสมความเจ็บปวด	攻击携带【伤害传递】的敌方获得1层10%攻击力提升效果，最多叠加至5层	攻擊攜帶【傷害傳遞】的敵方獲得1層10%攻擊力提升效果，最多疊加至5層	When attacking enemies afflicted with [Transferal], gain 1 stack of an effect that increases ATK by 10%, stacking up to 5 times.	【とばっちり】を持っている敵を攻撃すると、自身に攻撃力10％アップを1スタック付与する(最大5スタックまで)	[대미지 공유]를 보유한 적을 공격하면, 공격력 10% 증가 효과를 1스택 획득하며, 최대 5스택까지 중첩 가능	เมื่อโจมตีศัตรูที่มี ​[ถ่ายทอดดาเมจ] ​จะได้รับ​เอฟเฟกต์​เพิ่ม ​ATK ​10% ​จำนวน ​1 ชั้น ​ซ้อนทับ​ได้​สูงสุด ​5 ชั้น​
12177197	1109	2	0	9200183	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20691	3	60	12		1	痛苦累积	痛苦累積	Agony Amass	痛みの蓄積	고통 누적	สะสมความเจ็บปวด	攻击携带【伤害传递】的敌方获得1层15%暴击伤害提升效果，最多叠加至5层	攻擊攜帶【傷害傳遞】的敵方獲得1層15%爆擊傷害提升效果，最多疊加至5層	When attacking enemies afflicted with [Transferal], gain 1 stack of an effect that increases CRIT DMG by 15%, stacking up to 5 times.	【とばっちり】を持っている敵を攻撃すると、自身に会心ダメージ15％アップを1スタック付与する(最大5スタックまで)	[대미지 공유]를 보유한 적을 공격하면, 크리티컬 대미지 15% 증가 효과를 1스택 획득하며, 최대 5스택까지 중첩 가능	เมื่อโจมตีศัตรูที่มี ​[ถ่ายทอดดาเมจ] ​จะได้รับ​เอฟเฟกต์​เพิ่ม ​ATK ​15% ​จำนวน 1 ชั้น ​ซ้อนทับ​ได้​สูงสุด ​5 ชั้น​
12177198	1110	2	0	9200184	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20431	3	60	12		1	痛苦深渊	痛苦深淵	Torment Abyss	痛みの深淵	심연의 고통	ห้วงลึกความเจ็บปวด	携带【伤害传递】效果的敌方无法使用奥义技能	攜帶【傷害傳遞】效果的敵方無法使用奧義技能	Enemies afflicted with [Transferal] are unable to use their Ultimates.	【とばっちり】効果を持っている敵はSP技を使用できない	[대미지 공유] 효과를 보유한 적이 필살기 스킬을 사용할 수 없다	ฝ่าย​ศัตรู​ที่​มี​เอฟเฟกต์​ [​ถ่ายทอด​ดา​เม​จ​]​ จะ​ไม่​สามารถ​ใช้​สกิลอัล​ติ​เมท​ได้​
12177199	1111	3	0	9200185	4,5,9,10,15,19	30:maze_buff_icon_20401	3	5	12		1	苦痛连接	苦痛連接	Pain Synergy	苦痛の連鎖	고통 링크	เชื่อมความเจ็บปวด	战斗开始时，对敌方生命值最高敌方施加【永恒苦痛】，大量受到的伤害将传递给友军	戰鬥開始時，對敵方生命值最高敵方施加【永恆苦痛】，大量受到的傷害將傳遞給友軍	At the start of battles, inflict [Endless Suffering] on the enemy with the highest HP, transferring a significant portion of the damage taken to their allies.	戦闘開始時、HPが最も高い敵に【永久なる苦痛】を付与し、受けたダメージの大部分は他の敵に転移する。	전투 시작 시, HP가 가장 높은 적에게 [영원한 고통]을 부여하여, 적용받은 대량의 대미지가 적측의 동료에게 공유된다	เมื่อเริ่มการต่อสู้ ​จะเพิ่ม ​[ทรมานชั่วนิรันดร์] ​แก่​ฝ่ายศัตรู​ที่มี ​HP ​สูงที่สุด ​ดาเมจ​จำนวน​มาก​ที่ได้รับ​จะถูก​ถ่ายทอด​ไปยัง​เพื่อน​ร่วมทีม​
12177200	1112	3	0	9200186	4,5,9,10,15,19	30:maze_buff_icon_20761	3	5	12		1	苦痛禁制	苦痛禁制	Pain Constraint	苦痛の禁制	고통 억제	ปิดกั้นความทรมาน	携带【伤害传递】效果的敌方每回合只能行动1次	攜帶【傷害傳遞】效果的敵方每回合只能行動1次	Enemies afflicted with [Transferal] can only act once per turn.	【とばっちり】効果を持っている敵はターンごとに1回のみ行動できる	[대미지 공유] 효과를 보유한 적이 매 턴마다 1회만 행동한다	ฝ่าย​ศัตรู​ที่​มี​เอฟเฟกต์​ [​ถ่ายทอด​ดา​เม​จ​]​ ทุก​เทิร์น​จะ​แอ็ก​ชัน​ได้​เพียง​ 1​ ครั้ง​
12177201	1113	3	0	9200187	4,5,9,10,15,19	30:maze_buff_icon_20251	3	5	12		1	苦痛分享	苦痛分享	Pain Transfer	苦痛の共有	고통 공유	แชร์ความทรมาน	使用奥义技能攻击敌方前，对敌方全体施加2回合【无法逃离】，部分受到的伤害将传递给友军	使用奧義技能攻擊敵方前，對敵方全體施加2回合【無法逃離】，部分受到的傷害將傳遞給友軍	Before using Ultimates on an enemy, inflict [Doomed Capture] on all enemies for 2 turns, transferring a portion of the damage taken to other allies.	敵にSP技攻撃を使用する前に、敵全体に2ターン持続する【逃げ場なし】を付与し、受けたダメージの一部は他の敵に転移する。	적에게 필살기 스킬을 사용하기 전, 전체 적에게 [도망불가]를 2스택 부여한다. 일부 적용받은 대미지가 적측 동료에게 공유된다	ก่อนใช้​สกิลอัลติเมท​โจมตี​ฝ่ายศัตรู ​จะเพิ่ม ​[ไร้หนทางหลบหนี] ​แก่​ฝ่ายศัตรู​ทั้งหมด​เป็นเวลา ​2 เทิร์น ​ดาเมจ​บางส่วน​ที่ได้รับ​จะถูก​ส่งต่อ​ไปยัง​เพื่อน​ร่วมทีม​
12177202	1214	1	0	9200203	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20131	1	60	11		1	破灭	破滅	Devastation	弱体特攻	파멸	ทำลายล้าง	我方全体造成破灭伤害提升15%	我方全體造成破滅傷害提升15%	Increases Dire DMG dealt by all allies by 15%.	味方全員の穿刺ダメージ＋15%	아군 파멸 대미지 +15%	ฝ่าย​เรา​ทั้งหมด​สร้าง​ดา​เม​จ​ทำลายล้าง​เพิ่มขึ้น​ 15%​
12177203	1215	1	0	9100747	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20381	1	60	11		1	蓄力	蓄力	Buildup	蓄力	차력	สะสมพลัง	我方战斗员奥义能量高于3点时，造成破灭伤害提升20%。	我方戰鬥員奧義能量高於3點時，造成破滅傷害提升20%。	When allied Combatants have more than 3 SP, deal 20% more Dire DMG.	味方戦闘員のSPが3点を超えた場合、与える弱体特攻ダメージ＋20％	아군 전투원의 필살기 에너지가 3pt를 초과할 경우, 부여하는 파멸 대미지가 20% 증가한다	เมื่อ​พลังงาน​อัลติเมท​ของ​ตัวละคร​ฝ่ายเรา​มี​มากกว่า ​3 แต้ม ​จะสร้าง​ดาเมจ​ทำลายล้าง​เพิ่มขึ้น ​20%​
12177204	1216	1	0	9100748	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20121	1	60	11		1	渐强	漸強	Steady Growth	激化	점진 강화	แกร่งขึ้นทีละน้อย	我方全体穿透率提升15%，造成破灭伤害后，额外提升自身穿透率2%，持续2回合，可叠加，最高10层。	我方全體穿透率提升15%，造成破滅傷害後，額外提升自身穿透率2%，持續2回合，可疊加，最高10層。	Increases all allies' Armor PEN by 15%. After dealing Dire DMG, this Combatant gains +2% Armor PEN for 2 turns. Stacks up to 10 times.	味方全体の貫通率＋15％。弱体特攻ダメージを与えた後、追加で自身の貫通率＋2％、2ターン持続する(最大10スタックまで)。	전체 아군의 관통률이 15% 증가한다. 파멸 대미지를 부여한 후, 자신의 관통률이 추가로 2% 증가하며, 2턴 동안 지속되고, 최대 10스택 중첩 가능	อัตราเจาะเกราะ​ของ​ฝ่ายเรา​ทั้งหมด​เพิ่มขึ้น ​15% ​หลัง​สร้างดาเมจ​ทำลายล้าง ​อัตราเจาะเกราะ​ของ​ตนเอง​จะ​เพิ่มขึ้น​อีก ​2% ​เป็นเวลา ​2 เทิร์น ​ซ้อนทับ​ได้สูงสุด ​10 ชั้น​
12177205	1217	1	0	9100749	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20011	1	60	11		1	渐强	漸強	Steady Growth	激化	점진 강화	แกร่งขึ้นทีละน้อย	我方全体攻击力提升X15%，造成破灭伤害后，额外提升自身攻击力2%，持续2回合，可叠加，最高10层。	我方全體攻擊力提升X15%，造成破滅傷害後，額外提升自身攻擊力2%，持續2回合，可疊加，最高10層。	Increases all allies' ATK by 15%. After dealing Dire DMG, this Combatant gains +2% ATK for 2 turns. Stacks up to 10 times.	味方全体の攻撃力＋15％。弱体特攻ダメージを与えた後、追加で自身の攻撃力＋2％、2ターン持続する(最大10スタックまで)。	전체 아군의 공격력이 15% 증가한다. 파멸 대미지를 부여한 후, 자신의 공격력이 2% 증가하며, 2턴 동안 지속되고, 최대 10스택 중첩 가능	ATK ของฝ่ายเรา​ทั้งหมด​เพิ่มขึ้น ​X15% ​หลัง​สร้างดาเมจ​ทำลายล้าง ​ATK ​ของตนเอง​จะเพิ่มขึ้น​อีก ​2% ​เป็นเวลา ​2 เทิร์น ​ซ้อนทับ​ได้สูงสุด ​10 ชั้น​
12177206	1218	1	0	9200193	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20771	1	60	11		1	不屈	不屈	Undaunted	不屈	불굴	ความอึด	【反击】技能造成的伤害提高15%	【反擊】技能造成的傷害提高15%	Increases damage dealt by [Counterattack] skills by 15%.	【カウンター】スキルによる与ダメージ＋15％	[카운터] 스킬이 부여하는 대미지가 15% 증가	ดา​เม​จ​ที่​สร้าง​โดย​สกิล​ [​โต้กลับ​]​ จะ​เพิ่มขึ้น​ 15%​
12177207	1219	2	0	9100752	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20032	1	60	11		1	破灭之力	破滅之力	Destruction Force	特攻の力	파멸의 힘	พลังทำลายล้าง	造成的破灭伤害前额外拥有30%暴击率和30%暴击伤害	造成的破滅傷害前額外擁有30%爆擊率和30%爆擊傷害	Gain 30% extra CRIT Rate and CRIT DMG before dealing Dire DMG.	弱体特攻ダメージを与える前に、会心率と会心ダメージ＋30％	파멸 대미지를 부여하기 전에 추가로 크리티컬 확률 30% 및 크리티컬 대미지 30%를 보유한다	ก่อน​สร้าง​ดา​เม​จ​ทำลายล้าง​จะ​มี​อัต​ราค​ริ​ติ​คอ​ล​และ​ดา​เม​จค​ริ​ติ​คอ​ล​เพิ่มเติม​ 30%​
12177208	1220	2	0	9100754	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20551	1	60	11		1	破灭恩赐	破滅恩賜	Calamity's Gift	特攻恩恵	파멸의 은혜	พรแห่งการทำลายล้าง	造成破灭伤害后，自身随机一张技能卡升1星	造成破滅傷害後，自身隨機一張技能卡升1星	After dealing Dire DMG, upgrade a random skill card by 1★.	弱体特攻ダメージを与えた後、自身のランダムなスキルカード1枚★＋1。	파멸 대미지를 부여한 후, 랜덤으로 자신의 스킬 카드 1장 1★ 증가	หลัง​สร้าง​ดา​เม​จ​ทำลายล้าง​ จะ​สุ่ม​อัปเกรด​การ์ด​สกิล​ 1​ ใบ​ของ​ตนเอง​เพิ่มขึ้น​ 1★​
12177209	1221	2	0	9100755	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20431	1	60	11		1	破灭恩赐	破滅恩賜	Calamity's Gift	特攻恩恵	파멸의 은혜	พรแห่งการทำลายล้าง	造成破灭伤害后，额外回复1自身奥义能量	造成破滅傷害後，額外回復1自身奧義能量	After dealing Dire DMG, restore 1 extra SP.	弱体特攻ダメージを与えた後、追加で自身のSP＋1	파멸 대미지를 부여한 후, 추가로 자신의 필살기 에너지 1pt 회복	หลัง​สร้าง​ดา​เม​จ​ทำลายล้าง​ จะ​ฟื้นฟู​พลังงาน​อัล​ติ​เมท​ของ​ตนเอง​เพิ่มเติม​ 1​ แต้ม​
12177210	1222	2	0	9100756	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20562	1	60	11		1	终将破灭	終將破滅	Inevitable Ruin	特攻終末	파멸 강림	จุดจบที่เลี่ยงไม่ได้	造成伤害后，施加1层6%的受到破灭伤害提升效果3回合，可叠加，最高20层	造成傷害後，施加1層6%的受到破滅傷害提升效果3回合，可疊加，最高20層	After dealing damage, inflicts 1 stack of debuff on the target, increasing Dire DMG they receive by 6% for 3 turns. Stacks up to 20 times.	敵にダメージを与えた後、対象に弱体特攻ダメージ6％アップ効果を1スタック付与し、3ターン持続する(最大20スタックまで)。	대미지를 부여한 후, 받는 파멸 대미지 6% 증가 효과를 1스택 부여하며, 3턴 동안 지속된다. 최대 20스택 중첩 가능	หลังสร้างดาเมจ ​จะเพิ่ม​เอฟเฟกต์​ได้รับ​ดาเมจ​ทำลายล้าง​เพิ่มขึ้น ​6% ​จำนวน ​1 ชั้น ​เป็นเวลา ​3 เทิร์น ​ซ้อนทับ​ได้สูงสุด ​20 ชั้น​
12177211	1223	2	0	9200198	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20681	1	60	11		1	反戈一击	反戈一擊	Backlash Attack	裏切りの一撃	뒤통수 일격	พลิกคมสวนกลับ	使用【反击】技能前，对敌方全体施加3层【易伤】	使用【反擊】技能前，對敵方全體施加3層【易傷】	Before using [Counterattack], inflict 3 stacks of [Vulnerability] on all enemies.	【カウンター】スキルを発動する前に、敵全体に【被ダメージ増加】を3スタック付与する。	[카운터] 스킬을 사용하기 전, 전체 적에게 [취약] 3스택을 부여한다	ก่อน​ใช้​สกิล​ [​โต้กลับ​]​ จะ​เพิ่ม​ [​เปราะบาง​]​ จำนวน​ 3​ ชั้น​ แก่​ฝ่าย​ศัตรู​ทั้งหมด​
12177212	1224	2	0	9200199	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20771	1	60	11		1	蓄力反击	蓄力反擊	Reprisal Surge	蓄力カウンター	차력 카운터	สะสมพลังโต้กลับ	受到敌方单体技能伤害后，获得1层【无须再忍】，当【无须再忍】大于3层，受到伤害时会触发【反击】效果	受到敵方單體技能傷害後，獲得1層【無須再忍】，當【無須再忍】大於3層，受到傷害時會觸發【反擊】效果	When taking damage from an enemy single-target skill, gain 1 stack of [Unbound Fury]. If you have more than 3 stacks of [Unbound Fury], trigger [Counterattack] when taking damage.	敵から単体スキルによるダメージを受けた後、自身に【堪忍袋】を1スタック付与。【堪忍袋】が3スタックを超えた状態でダメージを受けると【カウンター】が発動。	적에게 단일 스킬 대미지를 받은 후, [인내 불필요] 1스택을 획득한다. [인내 불필요]가 3스택을 초과하면, 대미지를 받을 때 [카운터] 효과가 발동한다	หลังได้รับ​สกิล​เป้าเดี่ยว​ของ​ฝ่ายศัตรู ​จะได้รับ ​[จะไม่ยอมทน] ​จำนวน ​1 ชั้น ​ขณะมี ​[จะไม่ยอมทน] ​มากกว่า ​3 ชั้น ​เมื่อ​ได้รับ​ดาเมจ​จะปล่อย​เอฟเฟกต์ ​[โต้กลับ]​
12177213	1225	3	0	9200200	4,5,9,10,15,19	30:maze_buff_icon_20311	1	5	11		1	星星之火	星星之火	Single Spark	星火燎原	별의 불씨	ประกายดวงดาว	敌方使用技能时，50%概率获得1层【无须再忍】，当【无须再忍】大于3层，受到伤害时会触发【反击】效果	敵方使用技能時，50%概率獲得1層【無須再忍】，當【無須再忍】大於3層，受到傷害時會觸發【反擊】效果	When an enemy uses a skill, there is a 50% chance to gain 1 stack of [Unbound Fury]. If you have more than 3 stacks of [Unbound Fury], trigger [Counterattack] when taking damage.	敵がスキルを使用した時、50％の確率で自身に【堪忍袋】を1スタック付与する。【堪忍袋】が3スタックを超えた状態でダメージを受けると【カウンター】が発動。	적이 스킬을 사용 시, 50% 확률로 [인내 불필요] 1스택을 획득한다. [인내 불필요]가 3스택을 초과하면, 대미지를 받을 때 [카운터] 효과가 발동한다	เมื่อฝ่ายศัตรู​ใช้สกิล ​จะมี​โอกาส ​50% ​ที่จะ​ได้รับ ​[จะไม่ยอมทน] ​จำนวน ​1 ชั้น ​ขณะมี ​[จะไม่ยอมทน] ​มากกว่า ​3 ชั้น ​เมื่อ​ได้รับ​ดาเมจ​จะปล่อย​เอฟเฟกต์ ​[โต้กลับ]​
12177214	1226	3	0	9200201	4,5,9,10,15,19	30:maze_buff_icon_20421	1	5	11		1	严阵以待	嚴陣以待	Watchful Stand	要塞化	엄중한 대비	เตรียมสู้เต็มอัตรา	回合开始时，获得6层【无须再忍】，当【无须再忍】大于3层，受到伤害时会触发【反击】效果	回合開始時，獲得6層【無須再忍】，當【無須再忍】大於3層，受到傷害時會觸發【反擊】效果	At the beginning of each turn, gain 6 stacks of [Unbound Fury]. If you have more than 3 stacks of [Unbound Fury], trigger [Counterattack] when taking damage.	ターン開始時、自身に【堪忍袋】を6スタック付与する。【堪忍袋】が3スタックを超えた状態でダメージを受けると【カウンター】が発動。	턴이 시작할 때, [인내 불필요] 6스택을 획득한다. [인내 불필요]가 3스택을 초과하면, 대미지를 받을 때 [카운터] 효과가 발동한다	เมื่อเริ่มเทิร์น ​จะได้รับ ​[จะไม่ยอมทน] ​จำนวน ​6 ชั้น ​ขณะมี ​[จะไม่ยอมทน] ​มากกว่า ​3 ชั้น ​เมื่อ​ได้รับ​ดาเมจ​จะปล่อย​เอฟเฟกต์ ​[โต้กลับ]​
12177215	1227	3	0	9200202	4,5,9,10,15,19	30:maze_buff_icon_20541	1	5	11		1	反抗意志	反抗意志	Rebel Spirit	反抗意欲	반항의 의지	เจตจํานงการต่อต้าน	使用【反击】技能后，获得1层【抵抗之志】，【反击】技能造成的伤害，治疗，护盾效果提升10，最多叠加至8层	使用【反擊】技能後，獲得1層【抵抗之志】，【反擊】技能造成的傷害，治療，護盾效果提升10，最多疊加至8層	After using a [Counterattack] skill, gain 1 stack of [Resilient Spirit]. The damage, healing, and shielding effects of [Counterattack] skills are increased by 10, stacking up to 8 times.	【カウンター】スキルを使用した後、自身に【抵抗意志】を1スタック付与する。【カウンター】スキルによる与ダメ、与回復、与シールド耐久＋10％(最大8スタックまで)	[카운터] 스킬을 사용한 후, [저항의 의지] 1스택을 획득한다. [카운터]로 부여한 대미지, 치유, 실드 효과가 10% 증가하며, 최대 8스택까지 중첩 가능	หลังใช้สกิล ​[โต้กลับ] ​จะได้รับ ​[เจตจำนงต่อต้าน] ​จำนวน ​1 ชั้น ​โดย​เอฟเฟกต์​ดาเมจ ​การฟื้นฟู ​และ​โล่ป้องกัน​ที่สกิล ​[โต้กลับ] ​สร้าง​จะ​เพิ่มขึ้น ​10 หน่วย ​ซ้อนทับ​ได้​สูงสุด ​8 ชั้น​
12177216	1301	1	0	9200152	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20011	1,3	60	10		1	强化	強化	Enhance	強化	강화	เสริมพลัง	使用群体攻击技能后，攻击力提升5%，可叠加，最多2层	使用群體攻擊技能後，攻擊力提升5%，可疊加，最多2層	After using an AoE offensive skill, increases ATK by 5%, stacking up to 2 times.	全体攻撃スキルを使用した後、攻撃力＋5％（最大2スタックまで)	광역 공격 스킬 사용 후, 공격력이 5% 증가한다. 최대 2스택 중첩 가능	หลัง​ใช้​สกิล​โจมตี​หมู่​ ATK​ เพิ่มขึ้น​ 5%​ ซ้อนทับ​ได้​สูงสุด​ 4​ ชั้น​
12177217	1302	1	0	9200165	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20381	1,3	60	10		1	渐强	漸強	Steady Growth	激化	점진 강화	แกร่งขึ้นทีละน้อย	每拥有1点奥义能量，暴击率提升5%	每擁有1點奧義能量，爆擊率提升5%	Increases CRIT Rate by 5% for each SP they possess.	SP1点につき、会心率＋5％	필살기 에너지가 1pt 있을 때마다, 크리티컬 확률 5% 증가	พลังงาน​อัล​ติ​เมท​ทุกๆ​ 1​ แต้ม​ที่​มี​ อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​ 5%​
12177218	1303	1	0	9200166	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20381	1,3	60	10		1	渐强	漸強	Steady Growth	激化	점진 강화	แกร่งขึ้นทีละน้อย	每拥有1点奥义能量，攻击力提升5%	每擁有1點奧義能量，攻擊力提升5%	Increases ATK by 5% for each SP they possess.	SP1点につき、攻撃力＋5％	필살기 에너지가 1pt 있을 때마다, 공격력 5% 증가	พลังงาน​อัล​ติ​เมท​ทุกๆ​ 1​ แต้ม​ที่​มี​ ATK​ เพิ่มขึ้น​ 5%​
12177219	1304	1	0	9200167	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20381	1,3	60	10		1	渐强	漸強	Steady Growth	激化	점진 강화	แกร่งขึ้นทีละน้อย	每拥有1点奥义能量，防御力提升5%	每擁有1點奧義能量，防禦力提升5%	Increases DEF by 5% for each SP they possess.	SP1点につき、防御力＋5％	필살기 에너지가 1pt 있을 때마다, 방어력 5% 증가	พลังงาน​อัล​ติ​เมท​ทุกๆ​ 1​ แต้ม​ที่​มี​ DEF​ เพิ่มขึ้น​ 5%​
12177220	1305	1	0	9200168	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20421	1,3	60	10		1	一个不落	一個不落	One for All	一つ残らず	인테그리티	ไม่ตกหล่น	敌方存活人数大于3时，我方造成伤害提升5%	敵方存活人數大於3時，我方造成傷害提升5%	If the number of surviving enemies exceeds 3, allied Combatants deal 5% more damage.	3体以上の敵が生存している場合、味方の与ダメージ＋5％	살아남은 적의 인원이 3명을 초과할 시, 아군이 부여하는 대미지 5% 증가	เมื่อ​มี​จำนวน​ฝ่าย​ศัตรู​มากกว่า​ 3​ ตัว​ ฝ่าย​เรา​จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 5%​
12177221	1306	2	0	9200131	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20691	1,3	60	10		1	奥义掌握	奧義掌握	Ultimate Mastery	SPマスター	피니쉬 마스터	ควบคุมอัลติเมท	获得奥义能量时，暴击伤害提升10%，可叠加，最高5层	獲得奧義能量時，爆擊傷害提升10%，可疊加，最高5層	When gaining SP, increases CRIT DMG by 10%, stacking up to 5 times.	SPを獲得した時、会心ダメージ＋10％（最大5スタックまで）	필살기 에너지 획득 시, 크리티컬 대미지가 10% 증가하며, 최대 5스택 중첩 가능	เมื่อ​ได้รับ​พลังงาน​อัล​ติ​เมท​ ดา​เม​จค​ริ​ติ​คอ​ล​จะ​เพิ่มขึ้น​ 10%​ ซ้อนทับ​ได้​สูงสุด​ 5​ ชั้น​
12177222	1307	2	0	9200157	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20281	1,3	60	10		1	范围强化	範圍強化	Expanded Reach	範囲強化	범위 강화	เสริมพลังวงกว้าง	造成的群体伤害提升30%	造成的群體傷害提升30%	Increases AoE DMG dealt by 30%.	与える全体ダメージ＋30％	부여하는 광역 대미지 30% 증가	สร้าง​ดา​เม​จ​หมู่​เพิ่มขึ้น​ 30%​
12177223	1308	2	0	9200204	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20431	1,3	60	10		1	快速填充	快速填充	Quick Recharge	高速装填	신속 충전	เติมพลังด่วน	使用【蓄势伤害】技能后，随机友方获得1点奥义能量，每回合至多2次	使用【蓄勢傷害】技能後，隨機友方獲得1點奧義能量，每回合至多2次	After using a skill to deal Charged DMG, a random ally gain 1 SP, up to twice per turn.	【蓄勢ダメージ】スキルを使用した後、ランダムな味方のSP＋1点（ターンごとに最大2回まで）。	[차지 대미지] 스킬을 사용 후, 임의 아군이 필살기 게이지 1pt 획득하며 매 터 최대 2회 획득 가능	หลัง​ใช้​สกิล​ [​ดา​เม​จ​สะสม​]​ จะ​สุ่ม​ฝ่าย​เรา​ได้รับ​พลังงาน​อัล​ติ​เมท​ 1​ แต้ม​ สูงสุด​ 2​ ครั้ง​ ต่อ​เทิร์น​
12177224	1309	2	0	9200172	1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19	30:maze_buff_icon_20281	1,3	60	10		1	蓄势待发	蓄勢待發	Primed and Ready	準備万端	축적 발사	สะสมพลังรอปลดปล่อย	造成蓄势伤害提升35%	造成蓄勢傷害提升35%	Increases Charged DMG dealt by 35%.	与える蓄勢ダメージ＋35％	부여하는 차지 대미지 35% 증가	สร้าง​ดา​เม​จ​สะสม​เพิ่มขึ้น​ 35%​
12177225	1310	3	0	9200205	4,5,9,10,15,19	30:maze_buff_icon_20311	1,3	5	10		1	立即开火	立即開火	Quick Launch	即発砲	즉각 발사	เปิดฉากยิง	使用【蓄势伤害】时，伤害提升效果按照拥有最大值奥义能量获得加成	使用【蓄勢傷害】時，傷害提升效果按照擁有最大值奧義能量獲得加成	Dealing [Charged DMG] grants a damage boost as if you had maximum SP.	【蓄勢ダメージ】スキルを使用するとき、自分のSP最大値に応じてダメージアップ効果が上昇する。	[차지 대미지] 스킬을 사용 후, 대미지 증가 효과는 필살기 게이지 보유할 수 있는 최대치에 따라 확득한다	เมื่อ​ใช้​ [​ดา​เม​จ​สะสม​]​ ความเสียหาย​จะ​เพิ่มขึ้น​ตาม​ปริมาณ​พลัง​พลังงาน​อัล​ติ​เมท​สูงสุด​ที่​มี​อยู่​
12177226	1311	3	0	9200174	4,5,9,10,15,19	30:maze_buff_icon_20311	1,3	5	10		1	火力覆盖	火力覆蓋	Wide Barrage	火力圧制	화력 커버	ยิงครอบคลุม	获得奥义能量点后，如果奥义能量点大于4，获得1层【火力支援】，使用群攻技能时，消耗1层【火力支援】，对敌方全体额外造成【蓄势伤害】	獲得奧義能量點後，如果奧義能量點大於4，獲得1層【火力支援】，使用群攻技能時，消耗1層【火力支援】，對敵方全體額外造成【蓄勢傷害】	If you have more than 4 SP after gaining any SP, earn 1 stack of [Offensive Support]. When casting an AoE offensive skill, consume 1 stack of [Offensive Support] to deal extra [Charged DMG] to all enemies.	SP獲得後、SP＞4点、自分に【火力支援】を1スタック付与。全体攻撃スキルを使用する時、【火力支援】を1スタック消費して追加で敵全体に【蓄勢ダメージ】を与える	필살기 에너지를 획득한 후, 만약 필살기 에너지가 4pt를 초과하면, 1스택의 [화력 지원]을 획득한다. 광역 공격 스킬을 사용할 시, 1스택의 [화력 지원]을 소모하여 추가로 전체 적에게 [차지 대미지]를 부여한다	หลังได้รับ​แต้ม​พลังงาน​อัลติเมท ​หากมี​มากกว่า ​4 แต้ม ​จะได้รับ ​[ยิงเสริมกำลัง] ​จำนวน ​1 ชั้น ​เมื่อใช้​การโจมตีหมู่ ​จะใช้ ​[ยิงเสริมกำลัง] ​จำนวน ​1 ชั้น ​เพื่อสร้าง ​[ดาเมจสะสม] ​แก่​ฝ่ายศัตรู​ทั้งหมด​เพิ่มเติม​
