id	storyId	groupId	people	headIcon	jumpId	choiceOneType	choiceOneId	choiceOneJumpId	type1	reward1	rewardNum1	choiceTwoType	choiceTwoId	choiceTwoJumpId	type2	reward2	rewardNum2	choiceThreeType	choiceThreeId	choiceThreeJumpId	type3	reward3	rewardNum3	chapterBg	end	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	choiceOne	choiceOne_zh_TW	choiceOne_en_UK	choiceOne_ja_JP	choiceOne_ko_KR	choiceOne_th_TH	choiceTwo	choiceTwo_zh_TW	choiceTwo_en_UK	choiceTwo_ja_JP	choiceTwo_ko_KR	choiceTwo_th_TH	choiceThree	choiceThree_zh_TW	choiceThree_en_UK	choiceThree_ja_JP	choiceThree_ko_KR	choiceThree_th_TH
71	9	7			8																			57:dialg_bg_320		1							该不会是出来招摇撞骗的吧？！我们拦下他，拉扯间发现了他长褂下的病号服！	該不會是出來招搖撞騙的吧？！我們攔下他，拉扯間發現了他長褂下的病號服！	Is he a fraud?! We confront him and, in the struggle, discover that he's wearing hospital clothes beneath his robe!	もしかして、彼は詐欺師か？！私たちは彼を止め、揉み合っているうちに、長いガウンの下に病院の患者服を着ているのを見つけた。	그가 사기쳐서 나온 건 아닐까?! 우리는 그를 막았고, 실랑이를 하다가 그의 긴 코트 아래에 입은 병원복을 발견했다!	คง​ไม่​ใช่​ว่า​จะ​มา​หลอกลวง​ชาวบ้าน​หรอก​นะ​?!​ พวกเรา​ขวาง​เขา​ไว้​ และ​ใน​ระหว่าง​ที่​ยื้อยุด​ฉุดกระชาก​กัน​อยู่​นั้น​ ก็​พบ​ว่า​ใต้​เสื้อคลุม​ยาว​ของ​เขา​นั้น​เป็น​ชุด​ผู้ป่วย​!​																		
72	9	8																						57:dialg_bg_320	1	1							查验身份，竟是情绪干预中心外逃的患者，我们及时将他送回，收到了护士们的感谢礼。	查驗身份，竟是情緒干預中心外逃的患者，我們及時將他送回，收到了護士們的感謝禮。	We verify his identity and find out that he's an escaped patient from the Emotion Remedy Center. We promptly escort him back and receive thanks from the nurses.	身元を確認したところ、彼は（ERC）から逃げ出した患者であることが判明し、私たちは迅速に彼を送り届け、看護師たちから感謝の品を受け取った。	신분을 확인해 보니 그는 이모션 컨트롤 센터를 탈주한 환자였고, 우리는 그를 즉시 되돌려보냈다. 간호사들에게 감사를 받았다	หลัง​ตรวจสอบ​ยืนยัน​ตัวตน​ พบ​ว่า​เขา​คือ​ผู้ป่วย​ที่​หลบหนี​จาก​ศูนย์​เยียวยา​พา​โธ​ซิ​ส​ พวกเรา​จึง​รีบ​ส่งตัว​เขา​กลับ​ไป​ และ​ได้รับ​ของขวัญ​จาก​พยาบาล​เป็นการ​ขอบคุณ​																		
73	10	1			2																			57:dialg_bg_47		1							我们警惕走近，发现他们正在激烈地争论喝茶应该加糖还是加奶，或者什么都不加。双方都坚持自己的立场，各抒己见……	我們警惕走近，發現他們正在激烈地爭論喝茶應該加糖還是加奶，或者什麼都不加。雙方都堅持自己的立場，各抒己見……	Approaching cautiously, we find them engaged in a heated argument about whether to add sugar, milk, or nothing to their tea. Each side passionately defends their position, expressing their viewpoints.	私たちが慎重に近づくと、彼らは紅茶に砂糖やミルクを入れるべきか、それとも何も入れないべきかについて激しく議論しているのが分った。双方は譲らず熱心に主張し合っているようだった。	우리는 경계하며 가까이 다가갔어. 그들은 차에 설탕이나 우유를 넣어야 할지 아니면 아무것도 넣지 말아야 할지에 대해 격렬하게 토론하고 있었다. 다들 각자 자기 의견이 맞다고 주장했다…	พวกเรา​ก้าว​เข้าไป​อย่าง​ระมัดระวัง​ พบ​ว่า​พวกเขา​กำลัง​โต้เถียง​กัน​อย่าง​ดุเดือด​ว่า​จะ​ใส่​น้ำตาล​หรือ​นม​ลง​ใน​ชา​หรือ​จะ​ไม่​ใส่​อะไร​เลย​ ทั้งสองฝ่าย​ต่าง​ยึดมั่น​ใน​ความคิด​ของ​ตน​ และ​บรรยาย​ความคิด​ของ​ตน​กัน​อย่าง​เต็มที่​...​																		
74	10	2				1		3	2	0	0.3	1		5	4	12177902	1	1		7	5	3000023	500	57:dialg_bg_47		1							我们警惕走近，发现他们正在激烈地争论喝茶应该加糖还是加奶，或者什么都不加。双方都坚持自己的立场，各抒己见……	我們警惕走近，發現他們正在激烈地爭論喝茶應該加糖還是加奶，或者什麼都不加。雙方都堅持自己的立場，各抒己見……	Approaching cautiously, we find them engaged in a heated argument about whether to add sugar, milk, or nothing to their tea. Each side passionately defends their position, expressing their viewpoints.	私たちが慎重に近づくと、彼らは紅茶に砂糖やミルクを入れるべきか、それとも何も入れないべきかについて激しく議論しているのが分った。双方は譲らず熱心に主張し合っているようだった。	우리는 경계하며 가까이 다가갔어. 그들은 차에 설탕이나 우유를 넣어야 할지 아니면 아무것도 넣지 말아야 할지에 대해 격렬하게 토론하고 있었다. 다들 각자 자기 의견이 맞다고 주장했다…	พวกเรา​ก้าว​เข้าไป​อย่าง​ระมัดระวัง​ พบ​ว่า​พวกเขา​กำลัง​โต้เถียง​กัน​อย่าง​ดุเดือด​ว่า​จะ​ใส่​น้ำตาล​หรือ​นม​ลง​ใน​ชา​หรือ​จะ​ไม่​ใส่​อะไร​เลย​ ทั้งสองฝ่าย​ต่าง​ยึดมั่น​ใน​ความคิด​ของ​ตน​ และ​บรรยาย​ความคิด​ของ​ตน​กัน​อย่าง​เต็มที่​...​	加糖加奶派！	加糖加奶派！	I like my tea with sugar and milk!	砂糖＆ミルク派！	달콤한 밀크티	สายเติมนมเติมน้ำตาล!	我喝快乐水……	我喝快樂水……	I prefer Happy Soda...	ハッピーウォーターを…	해피워터	ฉันเอาแฮปปี้โซดา...	纯茶派！	純茶派！	I like my tea plain!	お茶しか勝たん！	가미되지 않은 차!	สายชาเพียวๆ!
75	10	3			4																			57:dialg_bg_47		1							「加糖加奶可以为茶带来更多的层次感和口感体验，更适合现代人的生活方式！」	「加糖加奶可以為茶帶來更多的層次感和口感體驗，更適合現代人的生活方式！」	"Sugar and milk enhance the depth and flavor of tea, better suiting modern lifestyles!"	「砂糖やミルクを入れることで、お茶に新たな深みと味わいが生まれ、現代人のイフスタイルにぴったりな飲み方だと思います！」	「설탕과 우유를 추가하면 차에 더 다양한 맛을 느낄 수 있으니까, 현대인에게 더 적합해!」	"​การ​เติม​นม​เติม​น้ำตาล​สามารถ​ทำให้​ชา​มี​มิติ​และ​รส​สัมผัส​มากขึ้น​ เหมาะกับ​ไลฟ์สไตล์​ของ​ผู้​คนใน​ยุคปัจจุบัน​"​																		
76	10	4																						57:dialg_bg_47	1	1							友方激动地塞来几杯茶奶，深感赞同地握了握我的手。	友方激動地塞來幾杯茶奶，深感贊同地握了握我的手。	A like-minded friend exclaims, handing me a few cups of milk tea and shaking my hand in agreement.	相手は興奮気味にいくつかのミルクティーを私に手渡し、賛同の意を込めて私の手をしっかりと握った。	그는 감격해하며 내 의견에 동의한다는 의미로 내 손을 꼭 붙잡으며 밀크티를 건네줬다	เพื่อน​ฝ่าย​เดียวกัน​ยื่น​ชา​ใส่​นม​มา​หลาย​ถ้วย​ด้วย​ความ​ฮึกเหิม​ และ​จับมือ​ของ​ฉัน​อย่าง​เห็นด้วย​อย่าง​ลึกซึ้ง​																		
77	10	5			6																			57:dialg_bg_47		1							无论如何，深夜来不稳定的边界进行情绪激烈的辩论活动并不明智。	無論如何，深夜來不穩定的邊界進行情緒激烈的辯論活動並不明智。	Regardless, engaging in heated debates at the unstable border late at night would be unwise.	いずれにせよ、不安定な場所で感情が高ぶる討論会に深夜に参加するのは賢明ではない。	어쨌든, 밤늦게 치안이 불안정한 국경 지역에서 그렇게 큰 소리로 떠들면 안된다	อย่างไรก็ตาม​ การ​มา​ทำกิจกรรม​โต้วาที​ที่​มี​อารมณ์​รุนแรง​ใน​เขต​ที่​ไม่​มั่นคง​ใน​ยามดึก​ถือว่า​ไม่​ฉลาด​เอา​ซะ​เลย​																		
78	10	6																						57:dialg_bg_47	1	1							为了维护现场秩序，我劝说众人回家，确保他们安全。看着他们意犹未尽的神情，总觉得有点不是滋味……	為了維護現場秩序，我勸說眾人回家，確保他們安全。看著他們意猶未盡的神情，總覺得有點不是滋味……	To maintain control of the situation, I persuade everyone to return home and ensure their safety. Seeing their dissatisfied expressions, a nagging feeling settles in my gut...	現場の秩序を維持するため、私はみんなに帰宅して安全を確保するよう勧めたが、彼らの物足りなさそうな表情を見ると、なんだか申し訳なさを感じてしまった……	치안을 유지하기 위해서 우리는 사람들을 집으로 돌려보내고 그들의 안전을 보장했다. 그들이 아쉬워하는 표정을 보니까 그다지 마음이 좋지 않았다…	เพื่อ​รักษา​ระเบียบ​ของ​สถานที่​ ฉัน​จึง​พยายาม​ชักชวน​ทุกคน​ให้​กลับบ้าน​เพื่อ​ความปลอดภัย​ของ​พวกเขา​ เมื่อ​เห็น​สี​หน้าที่​ยัง​รู้สึก​ไม่​เต็มอิ่ม​ของ​พวกเขา​ ก็​รู้สึก​ไม่ค่อย​สบายใจ​นัก​...​																		
79	10	7			8																			57:dialg_bg_47		1							「只有纯茶才能品味茶叶的本质味道，带来品茗的满足感！」	「只有純茶才能品味茶葉的本質味道，帶來品茗的滿足感！」	"Only pure tea can capture the essence of the leaves and provide a truly fulfilling tea-tasting experience!"	「茶葉本来の味を感じられ、お茶を飲む満足感を味わえるのはお茶だけ！」	「가미되지 않은 차만이 차의 본질적인 맛을 즐길 수 있게 해주고, 차 마시는 만족감을 줄 거라고!」	"​มี​แต่​ชา​เพียว​ๆ​ เท่านั้น​ถึง​จะ​สามารถ​รับ​รสชาติ​ดั้งเดิม​ของ​ชา​ได้​ นำมาซึ่ง​ความปลื้ม​ปริ่ม​กับ​การ​ดื่ม​ชา​ชั้นเลิศ​!"​																		
80	10	8																						57:dialg_bg_47	1	1							友方激动地塞来几罐茶叶，深感赞同地拍了拍我的肩膀。	友方激動地塞來幾罐茶葉，深感贊同地拍了拍我的肩膀。	A like-minded friend excitedly remarks, handing me a few tins of tea leaves and patting my shoulder in agreement.	相手は興奮して私に缶入りのお茶を数本手渡し、深い賛同を示して私の肩をぽんぽんと叩いた。	그는 흥분하며 몇 개의 차잎을 줬고, 나는 공감하며 어깨를 툭툭 두드렸다	เพื่อน​ฝ่าย​เดียวกัน​ส่ง​ใบชา​หลาย​แก้ว​มา​ให้​ด้วย​ความ​ฮึกเหิม​ พร้อมทั้ง​ตบ​ที่​ไหล่​ของ​ฉัน​ด้วย​ความ​เห็นด้วย​อย่าง​ลึกซึ้ง​																		
81	11	1			2																			57:dialg_bg_79		1							路灯投下昏黄的光线，照亮了这条位于旧城区与新海市交界处的小巷。突然，静谧的空气中传来一声尖锐的惨叫。	路燈投下昏黃的光線，照亮了這條位於舊城區與新海市交界處的小巷。突然，靜謐的空氣中傳來一聲尖銳的慘叫。	The dim yellow light from the street lamp illuminates the alley, located on the border between Oldtown and Catto City. Suddenly, a sharp scream pierces through the silence.	街灯は薄暗い光を放ち、オールド・タウンと新海市の交差点に位置するこの路地を照らしている。突然、静寂の中に鋭い叫び声が響き渡った。	구시가지와 뉴오션 시티 사이의 경계지역에 가로등이 어둡게 비치고 있었다. 갑자기 조용한 공간에서 찌를듯한 소리가 들려왔다	ไฟถนน​ส่องแสง​สีเหลือง​หม่น​ลงมา​ที่​ซอย​เล็ก​ๆ​ แห่ง​นี้​ ซึ่ง​ตั้งอยู่​ที่​บริเวณ​เส้น​แบ่ง​เขตเมือง​โบราณ​และ​แค​ทโตะ​ ซิตี้​ ทันใดนั้น​ ก็​ได้ยิน​เสียง​กรีดร้อง​บาดหู​มาจาก​บรรยากาศ​ที่​เงียบสงัด​																		
82	11	2				1		5	4	12177902	1	1		7	2	0	0.3	1		3	1	12178024	1	57:dialg_bg_79		1							路灯投下昏黄的光线，照亮了这条位于旧城区与新海市交界处的小巷。突然，静谧的空气中传来一声尖锐的惨叫。	路燈投下昏黃的光線，照亮了這條位於舊城區與新海市交界處的小巷。突然，靜謐的空氣中傳來一聲尖銳的慘叫。	The dim yellow light from the street lamp illuminates the alley, located on the border between Oldtown and Catto City. Suddenly, a sharp scream pierces through the silence.	街灯は薄暗い光を放ち、オールド・タウンと新海市の交差点に位置するこの路地を照らしている。突然、静寂の中に鋭い叫び声が響き渡った。	구시가지와 뉴오션 시티 사이의 경계지역에 가로등이 어둡게 비치고 있었다. 갑자기 조용한 공간에서 찌를듯한 소리가 들려왔다	ไฟถนน​ส่องแสง​สีเหลือง​หม่น​ลงมา​ที่​ซอย​เล็ก​ๆ​ แห่ง​นี้​ ซึ่ง​ตั้งอยู่​ที่​บริเวณ​เส้น​แบ่ง​เขตเมือง​โบราณ​และ​แค​ทโตะ​ ซิตี้​ ทันใดนั้น​ ก็​ได้ยิน​เสียง​กรีดร้อง​บาดหู​มาจาก​บรรยากาศ​ที่​เงียบสงัด​	算了吧……	算了吧……	Ignore it...	無視しよう…	됐어…	ช่างมันเถอะ...	悄悄潜入	悄悄潛入	Sneak in.	静かに忍び込む	몰라 잡입해본다	แอบลอบเข้าไปเงียบๆ	过去检查	過去檢查	Go see what's happening	確認してみる	가서 확인해본다	ไปตรวจสอบ
83	11	3			4																			57:dialg_bg_79		1							刚到巷口，便有一人颤巍着走向我。我迅速带她离开。	剛到巷口，便有一人顫巍著走向我。我迅速帶她離開。	As I reach the alley, a trembling figure stumbles towards me. Without hesitation, I quickly guide her away from the danger.	路地の入口に着くとすぐに、一人の男が震えながら私に向かって歩いてきた。私はすぐに彼女を連れてその場を離れた。	골목 끝에 도착하자마자 한 여자가 비틀거리며 내게로 다가왔다. 나는 그녀를 빠르게 다른 곳으로 피신시켰다	พอ​ถึง​ปากซอย​ ก็​มี​คน​หนึ่ง​เดิน​โซซัดโซเซ​มา​ทาง​ฉัน​ ฉัน​จึง​รีบ​พา​เธอ​ออก​ไป​ทันที​																		
84	11	4																						57:dialg_bg_79	1	1							「谢谢……谢谢你，我刚才好像被什么东西追着。」女孩有些支吾，「这是我自己做的，你拿着就当是谢礼吧！」	「謝謝……謝謝你，我剛才好像被什麼東西追著。」女孩有些支吾，「這是我自己做的，你拿著就當是謝禮吧！」	"Thank... thank you so much. I felt like something was chasing me," the girl stammers, "Please accept this as a token of gratitude. I made it myself."	「ありがとうございます。今、何かに追われていたような気がしますけど…これは自分で作ったものですが、ぜひ受け取ってください！」と女性は少し口ごもった。	「고마워요... 정말 고마워요. 방금 뭔가에 쫓겼었나봐요.」 그 여자가 조금 말을 더듬으며 말했어. 「이건 내가 직접 만든 거에요. 선물로 받아주세요!」	"​ขอบคุณ​...​ ขอบคุณ​นะคะ​ เมื่อกี้​เหมือน​จะ​ถูก​อะไร​สัก​อย่าง​ไล่​ตามมา​"​ สาวน้อย​พูด​ตะกุกตะกัก​ "​นี่​ค่ะ​ ฉัน​ทำ​เอง​ รับ​ไป​สิ​ ถือเป็น​คำขอบคุณ​นะคะ​!​																		
85	11	5			6																			57:dialg_bg_79		1							顷刻，更凄厉的尖叫在街道回荡。转角处出现大量傀化物，它们原本是湿漉漉的地毯、花盆、石头……突然向我们冲了过来。	頃刻，更淒厲的尖叫在街道回蕩。轉角處出現大量傀化物，它們原本是濕漉漉的地毯、花盆、石頭……突然向我們沖了過來。	In a matter of moments, more shrill screams reverberate through the street. Numerous Anomalies emerge from around the corner, transforming from ordinary objects like wet carpets, flower pots, and stones... now charging towards us.	瞬間、街中にさらに悲鳴が響き渡った。角を曲がったところに大量の傀が現れた。濡れたカーペット、植木鉢、石…の傀化物が突然私たちに向かって突進してきた。	그 때, 더 찌를듯한 소리가 거리에 울려 퍼졌다. 골목 모퉁이에서 대량의 퍼펫화 개체가 나타났다. 원래는 젖은 카펫, 화분, 돌이었던 것들이... 갑자기 우리 쪽으로 달려오기 시작했다	ทันใดนั้น​ เสียง​กรีดร้อง​ดังก้อง​กว่า​เดิม​บน​ถนน​ บริเวณ​หัวมุม​มี​หุ่นเชิด​ไร้​ร่าง​จำนวนมาก​ปรากฏตัว​ขึ้น​ พวก​มัน​เคย​เป็น​พรม​ที่​เปียกโชก​ กระถางต้นไม้​ และ​ก้อนหิน​...​ พุ่ง​เข้า​มาหา​พวกเรา​อย่าง​รวดเร็ว​																		
86	11	6																						57:dialg_bg_79	1	1							麻烦！巡逻时间又要延长了！	麻煩！巡邏時間又要延長了！	What a nuisance! This will undoubtedly prolong our patrol.	やばい！パトロールの時間がまた長引いちゃった！	짜증난다! 순찰 시간이 또 연장될 것 같다!	น่ารำคาญ​!​ ต้อง​ใช้เวลา​ใน​การ​ลาดตระเวน​นาน​ขึ้น​อีกแล้ว​!​																		
87	11	7			8																			57:dialg_bg_79		1							我们谨慎而敏捷地靠近……看到一个女孩正踉跄着逃离傀化物的纠缠！	我們謹慎而敏捷地靠近……看到一個女孩正踉蹌著逃離傀化物的糾纏！	With caution, we swiftly approach... only to find a girl escaping from the clutches of the Anomalies!	私たちは慎重かつ素早く近づくと、女の子が傀化物からよろよろと逃げているのが見えた。	우리는 신중하고 민첩하게 가까이 다가갔다... 한 여자가 퍼펫의 덫에서 벗어나려고 발걸음을 재촉하는 모습을 봤다!	พวกเรา​ค่อยๆ​ เข้าใกล้​อย่าง​ระมัดระวัง​และ​รวดเร็ว​...​ พบ​ว่า​มี​หญิงสาว​คน​หนึ่ง​กำลัง​วิ่งหนี​หุ่นเชิด​ไร้​ร่าง​อย่าง​กระสับกระส่าย​!​																		
88	11	8																						57:dialg_bg_79	1	1							我们迅速解决傀化物，护送女孩离开，并记录下这里的危险情况。在未来的巡逻中要更加警惕这片区域。	我們迅速解決傀化物，護送女孩離開，並記錄下這裡的危險情況。在未來的巡邏中要更加警惕這片區域。	We quickly handle the Anomalies, escort the girl to safety, and document the hazards here. It's clear that we need to be more vigilant in this district during future patrols.	私たちはすぐに傀を排除し、少女を安全な場所まで移動させ、起きたことを記録した。今後のパトロールでは、このエリアをさらに警戒する必要があるようだ。	우리는 신속하게 퍼펫을 해결하고, 그 여자를 보호하면서 이곳의 위험 상황을 기록했다. 다음에 순찰할 때 이 지역에 대해 더욱 경계해야겠다	พวกเรา​จัดการ​กับ​หุ่นเชิด​ไร้​ร่าง​อย่าง​รวดเร็ว​ และ​พา​หญิงสาว​ออก​ไป​ พร้อมทั้ง​จดบันทึก​สถานการณ์​อันตราย​ใน​พื้นที่​นี้​ ใน​การ​ลาดตระเวน​ครั้ง​ถัดไป​เรา​จะ​ต้อง​ระมัดระวัง​พื้นที่​นี้​ให้​มากขึ้น​																		
89	12	1			2																			57:dialg_bg_59		1							「我的通行证，我忘记放在哪了……」一位女性猫族夹着公文包，如同无头苍蝇般四处走动……	「我的通行證，我忘記放在哪了……」一位女性貓族夾著公事包，如同無頭蒼蠅般四處走動……	"I can't find my pass! I completely forgot where I put it..." a female Felinian with a briefcase exclaims, appearing lost and disoriented as she wanders around.	「パスどこに置いちゃったっけ……」フェリニアンスの女性がブリーフケースを抱え、何かを探しているようだ……	「내 통행증을 어디에 뒀는지 까먹었어요...」한 캣족 여성이 서류 가방을 끼고 정신없이 사방을 돌아다니고 있었다	"​ใบอนุญาต​ของ​ฉัน​...​ ฉัน​วาง​ลืม​ไว้​ที่ไหน​แล้ว​เนี่ย​..."​ หญิงสาว​เผ่า​แมว​ที่​ถือ​กระเป๋าเอกสาร​ เดิน​ไปมา​ด้วย​ความกังวล​...​																		
90	12	2				1		7	4	12177903	1	1		3	1	12178016	1	1		5	2	0	0.3	57:dialg_bg_59		1							「我的通行证，我忘记放在哪了……」一位女性猫族夹着公文包，如同无头苍蝇般四处走动……	「我的通行證，我忘記放在哪了……」一位女性貓族夾著公事包，如同無頭蒼蠅般四處走動……	"I can't find my pass! I completely forgot where I put it..." a female Felinian with a briefcase exclaims, appearing lost and disoriented as she wanders around.	「パスどこに置いちゃったっけ……」フェリニアンスの女性がブリーフケースを抱え、何かを探しているようだ……	「내 통행증을 어디에 뒀는지 까먹었어요...」한 캣족 여성이 서류 가방을 끼고 정신없이 사방을 돌아다니고 있었다	"​ใบอนุญาต​ของ​ฉัน​...​ ฉัน​วาง​ลืม​ไว้​ที่ไหน​แล้ว​เนี่ย​..."​ หญิงสาว​เผ่า​แมว​ที่​ถือ​กระเป๋าเอกสาร​ เดิน​ไปมา​ด้วย​ความกังวล​...​	另寻他法	另尋他法	Find another approach.	別の方法で探す	다른 방법을 찾는다	มองหาวิธีอื่น	耐心询问	耐心詢問	Exercise patience and inquire further.	辛抱強く尋ねる	인내심을 가지고 묻는다	ถามด้วยความใจเย็น	帮忙寻找	幫忙尋找	Assist her in searching.	探すのを手伝う	찾는 걸 도와준다	ช่วยค้นหา
91	12	3			4																			57:dialg_bg_59		1							见有人愿意帮忙，猫族女性投来感激的眼神。只是无论询问什么细节，她都回答不上来。	見有人願意幫忙，貓族女性投來感激的眼神。只是無論詢問什麼細節，她都回答不上來。	The Felinian woman expresses her gratitude with a thankful gaze to us. However, no matter how many questions we ask, she struggles to provide any specific details.	助けてくれる人が現れたことにフェリニアンスの女性は感謝の表情を浮かべた。しかし、探したい物に関してどんなに詳しく聞いても彼女は答えることができなかった。	도와주겠다고 하자, 캣족 여성은 고마운 눈으로 바라봤다. 하지만 아무리 물어봐도 그녀는 대답하지 못했다	เมื่อ​เห็น​ว่า​มี​คน​พร้อม​ที่จะ​ช่วยเหลือ​ หญิงสาว​เผ่า​แมวมอง​มา​ด้วย​สายตา​ที่​เต็มไปด้วย​ความ​ซาบซึ้ง​ แต่​ไม่​ว่า​จะ​ถาม​รายละเอียด​อะไร​ เธอ​ก็​ตอบ​ไม่​ได้​เลย​																		
92	12	4																						57:dialg_bg_59	1	1							她哭丧着脸「抱歉啊，我的记性就是这样，我还是自己解决吧。你们问了那么久了，我请大家喝点水吧……」	她哭喪著臉「抱歉啊，我的記性就是這樣，我還是自己解決吧。你們問了那麼久了，我請大家喝點水吧……」	With a downcast expression, she murmurs, "I apologize for my poor memory. I might try to sort it out on my own. You must be exhausted from all the questioning. Allow me to treat you to some beverages..."	彼女はしかめっ面をして、「記憶力が悪くてすみません。やっぱり自分で何とかします。皆さんにお手数をおかけしていたので、飲み物でも奢りましょうか？」	그녀가 우는 얼굴로 말했다.「미안해요, 제가 건망증이 너무 심해서요. 물어봐줘서 고마워요. 하지만 아무리 오랫동안 물어보셔도 기억이 안 나네요. 제가 여러분께 물 한 잔 사다 드릴게요...」	เธอ​ทำ​หน้า​หม่นหมอง​และ​พูดว่า​ "​ขอโทษ​นะ​ ความจำ​ของ​ฉัน​มัน​เป็น​แบบนี้​น่ะ​ ให้​ฉัน​จัดการ​เอง​ดีกว่า​ พวกคุณ​ถาม​มา​นาน​ขนาด​นี้​แล้ว​ ให้​ฉัน​เลี้ยง​น้ำ​ทุกคน​เถอะ​นะ​..."​																		
93	12	5			6																			57:dialg_bg_59		1							我们毅然加入了寻找通行证的阵营，然而猫族女性并不记得可能遗落的地点，使得我们的搜索如同大海捞针。	我們毅然加入了尋找通行證的陣營，然而貓族女性並不記得可能遺落的地點，使得我們的搜索如同大海撈針。	Without hesitation, we join in the quest to find her pass. Unfortunately, the Felinian woman cannot recall where she might have misplaced it, turning our search into a daunting task akin to finding a needle in a haystack.	私たちは決然とパスを探す手助けをしたが、フェリニアンスの女性はその遺失場所を思い出せず、まるで干し草の山から針を探すような捜索となった。	우리는 통행증을 찾아주기로 했지만, 캣족 여성은 잃어버린 장소를 기억하지 못해서 우리가 찾아준 것도 허사가 되고 말았다	พวกเรา​ได้​ร่วมกัน​ค้นหา​ใบอนุญาต​อย่าง​ไม่​ลังเล​ แต่​หญิงสาว​เผ่า​แมว​กลับ​จำ​ไม่​ได้​ว่า​น่าจะ​ทำ​ตก​ที่ไหน​ ทำ​ให้การ​ค้นหา​ของ​เรา​เป็น​เหมือนกับ​การ​งมเข็มในมหาสมุทร​																		
94	12	6																						57:dialg_bg_59	1	1							经过长时间的搜寻，我们仍然一无所获，疲惫和失望交织在一起，让我们感到身心疲惫……	經過長時間的搜尋，我們仍然一無所獲，疲憊和失望交織在一起，讓我們感到身心疲憊……	After an extensive search, our efforts proved fruitless, leaving us fatigued and disheartened...	長時間の捜索にもかかわらず、何も見つけることができず、疲れと失望が交錯して、身体的にも精神的にもへとへとになってしまった。	긴 시간 동안 수색한 후에도 우리는 얻은 것이 없었고, 피로와 실망이 섞인 감정으로 우리는 몸과 마음이 지친 느낌이었다…	หลัง​ค้นหา​มา​นาน​ เรา​ก็​ยัง​ไม่​ได้​อะไร​เลย​ ความ​เหนื่อยล้า​และ​ความผิดหวัง​ผสม​ปนเป​กัน​ ทำให้​เรา​รู้สึก​เหนื่อยล้า​ทั้ง​ร่างกาย​และ​จิตใจ​...​																		
95	12	7			8																			57:dialg_bg_59		1							在我们的建议下，猫族女性恍然大悟，从公文包中掏出一本如字典般的，备忘录……？	在我們的建議下，貓族女性恍然大悟，從公事包中掏出一本如字典般的，備忘錄……？	Upon hearing our suggestions, the Felinian woman suddenly recollects something and retrieves a thick notebook, resembling a dictionary, from her briefcase...	私たちの提案に、フェリニアンスの女性ははっと気づき、ブリーフケースから辞書のような大きなメモ帳を取り出した。	우리의 제안에 따라 캣족 여성은 갑자기 기억을 되찾았고, 가방에서 사전 같은 무언가를 꺼냈다…?	จาก​คำแนะนำ​ของ​พวกเรา​ หญิงสาว​เผ่า​แมว​ดูเหมือน​จะ​รู้สึก​ถึง​ความจริง​ เธอ​ดึง​สมุด​ที่​ดูเหมือน​พจนานุกรม​เล่ม​หนึ่ง​ออก​มาจาก​กระเป๋าเอกสาร​ของ​เธอ​ บันทึกช่วยจำ​เห​รอ.​..?​																		
96	12	8																						57:dialg_bg_59	1	1							「我都忘记了！我不是今天出发，还有时间可以补办通行证……谢谢你们提醒我！」	「我都忘記了！我不是今天出發，還有時間可以補辦通行證……謝謝你們提醒我！」	"I completely forgot about this! Since I won't be leaving today, there is still time to obtain a new pass... Thank you for reminding me!"	「忘れるところだった！出発は今日じゃなかったんだ。パスを取得するまでにはまだ間に合います…思い出させてくれてありがとうございます！」	「앗 제가 또 잊었네요! 오늘 출발하지 않으니까, 아직 통행증을 다시 신청할 수 있네요... 감사합니다, 알려주셔서!」	"​ฉัน​ลืม​ไป​เลย​!​ ฉัน​ไม่​ได้​จะ​ออกเดินทาง​วันนี้​ ยัง​พอ​มี​เวลา​ให้​ขอ​ใบอนุญาต​ใหม่​ได้​...​ ขอบคุณ​ที่​เตือน​ฉัน​นะ​!"​																		
