id	attackType	oneStarsPosition	oneStarsDirection	twoStarsPosition	twoStarsDirection	threeStarsPosition	threeStartDirection	threeStarsCam	mixTime	ifLook	ifOpenCam	ifLookTarget	endCam	skill3EndCam	status
62802008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63802008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61803008	1	0;2.3;-5	0;1.2;0	0;2.3;-5	0;1.2;0			61100004	0	0	0	0	1	0	1
62803008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63803008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61804008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62804008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63804008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61805008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62805008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63805008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61806008	1	0;2.3;-5	0;1.2;0	0;2.3;-5	0;1.2;0			61100004	0	0	0	0	1	0	1
62806008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63806008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
618003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			8003_skill1_TL	0	0	0	0	1	0	1
628003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			8003_skill2_TL	0	0	0	0	1	0	1
638003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			8003_skill3_TL	0	0	0	0	1	0	1
614014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			4014_skill1_TL	0	0	0	0	1	0	1
624014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			4014_skill2_TL	0	0	0	0	1	0	1
634014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			4014_skill3_TL	0	0	0	0	1	0	1
60904001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904015	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904015	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904015	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904020	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904020	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904020	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904022	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904022	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904022	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904025	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904025	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904025	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904026	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904026	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904026	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904031	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904031	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904031	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904033	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904033	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904033	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904034	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904034	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904034	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904041	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904041	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904041	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60904043	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61904043	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62904043	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
60908002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61908002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62908002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
61151008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62151008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63151008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
