id	sceneId	camera	cameraDirection	battleCamera	battleCameraDirection	superCamera	superCameraDirection	superBattleCamera	superBattleCameraDirection	Switchover	uiWeight	superUiWeight	battleWeight	superBattleWeight	roleDirection	monsterDirection	directionFocus	sky	sceneEffect	sceneCam	enemyAoe	enemyAoeRotation	teamAoe	teamAoeRotation	roleSummon	roleSummonDirection	enemySummon	enemySummonDirection	catPosition	catDirection	rolePosition	enemyPosition	sceneCenter	view	voiceId	blockIndex	surroundingsId	enterCamera	enterSound	whetherBoss	cameraFuse	catEndCam	Limit	teamBg	regionBg	lateUpdateScript	ifRepertory	catEnd	towerScript	enemyLightDirection	status	address1	address1_zh_TW	address1_en_UK	address1_ja_JP	address1_ko_KR	address1_th_TH	address2	address2_zh_TW	address2_en_UK	address2_ja_JP	address2_ko_KR	address2_th_TH
80829	fightmap1057	5.96;3.53;16.3	14.2;210;0	3.9;1.88;15.7	6.73;193.14;0	5.96;3.53;16.3	14.2;210;0	3.9;1.88;15.7	6.73;193.14;0	0.2	0.1	0.1	15	0	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;1	0;0;0	2.59;0;11.19	0;0;0	6.6;0;8.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,10.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,3.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;6	57.219795	bgm_plot_reverse01		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap51	91:BG_fightmap51		1	0,0,0;0,0,0			1												
80830	fightmap1046	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_BF04		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap46	91:BG_fightmap46		1	0,0,0;0,0,0			1												
80831	fightmap32	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	5.6;0;21.54	1	0	600001	3;0;2.46	0;0;0	5.04;0;11.87	0;0;0	8.97;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-1.63,0,11.7;0,12.49,0;10.38,0,1.452093,0;7.79,0,1.82,0;5.36,0,1.85,0;2.73,0,1.46,0	-2.32,0,4.41;0,6.55,0;11.06,0,-1.524945,0;7.1,0,-1.773118,0;3.46,0,-1.184777,0;0.4,0,0.07278576,0	4.23;0;7.05	57.22092	bgm_battle_03		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap32	91:BG_fightmap32		1	0,0,0;0,0,0			1												
80832	fightmap32	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	5.6;0;21.54	1	0	600001	3;0;2.46	0;0;0	5.04;0;11.87	0;0;0	8.97;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-1.63,0,11.7;0,12.49,0;10.38,0,1.452093,0;7.79,0,1.82,0;5.36,0,1.85,0;2.73,0,1.46,0	-2.32,0,4.41;0,6.55,0;11.06,0,-1.524945,0;7.1,0,-1.773118,0;3.46,0,-1.184777,0;0.4,0,0.07278576,0	4.23;0;7.05	57.22092	bgm_battle_02		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap32	91:BG_fightmap32		1	0,0,0;0,0,0			1												
80833	fightmap33	7.2;4.1;16.75	18.46;207;0	5.34;2.2;15.58	9.550007;192.29;0	7.2;4.1;16.75	18.46;207;0	5.34;2.2;15.58	9.550007;192.29;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	5.72;0;19.56	1	0	600001	3;0;2.46	0;0;0	4.22;0;11	0;0;0	8.24;0;8.182093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-2.36,0,10.3;0,7.33,0;10.38,0,1.452093,0;7.79,0,1.82,0;5.22,0,1.93,0;2.73,0,1.73,0	-3.43,0,4.41;0,6.55,0;12.65,0,-1.524945,0;8.64,0,-1.773118,0;3.25,0,-1.184777,0;-1.7,0,0.07278576,0	3.59;0;6.64	57.22092	bgm_battle_BF04		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap33	91:BG_fightmap33		1	0,0,0;0,0,0			1												
80834	fightmap32	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	5.6;0;21.54	1	0	600001	3;0;2.46	0;0;0	5.04;0;11.87	0;0;0	8.97;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-1.63,0,11.7;0,12.49,0;10.38,0,1.452093,0;7.79,0,1.82,0;5.36,0,1.85,0;2.73,0,1.46,0	-2.32,0,4.41;0,6.55,0;11.06,0,-1.524945,0;7.1,0,-1.773118,0;3.46,0,-1.184777,0;0.4,0,0.07278576,0	4.23;0;7.05	57.22092	bgm_universal_confess		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap32	91:BG_fightmap32		1	0,0,0;0,0,0			1												
80835	fightmap32	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	5.6;0;21.54	1	0	600001	3;0;2.46	0;0;0	5.04;0;11.87	0;0;0	8.97;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-1.63,0,11.7;0,12.49,0;10.38,0,1.452093,0;7.79,0,1.82,0;5.36,0,1.85,0;2.73,0,1.46,0	-2.32,0,4.41;0,6.55,0;11.06,0,-1.524945,0;7.1,0,-1.773118,0;3.46,0,-1.184777,0;0.4,0,0.07278576,0	4.23;0;7.05	57.22092	bgm_battle_BF04		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap32	91:BG_fightmap32		1	0,0,0;0,0,0			1												
80836	fightmap32	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	5.6;0;21.54	1	0	600001	3;0;2.46	0;0;0	5.04;0;11.87	0;0;0	8.97;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-1.63,0,11.7;0,12.49,0;10.38,0,1.452093,0;7.79,0,1.82,0;5.36,0,1.85,0;2.73,0,1.46,0	-2.32,0,4.41;0,6.55,0;11.06,0,-1.524945,0;7.1,0,-1.773118,0;3.46,0,-1.184777,0;0.4,0,0.07278576,0	4.23;0;7.05	57.22092	bgm_universal_confess		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap32	91:BG_fightmap32		1	0,0,0;0,0,0			1												
80837	fightmap32	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	5.6;0;21.54	1	0	600001	3;0;2.46	0;0;0	5.04;0;11.87	0;0;0	8.97;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-1.63,0,11.7;0,12.49,0;10.38,0,1.452093,0;7.79,0,1.82,0;5.36,0,1.85,0;2.73,0,1.46,0	-2.32,0,4.41;0,6.55,0;11.06,0,-1.524945,0;7.1,0,-1.773118,0;3.46,0,-1.184777,0;0.4,0,0.07278576,0	4.23;0;7.05	57.22092	bgm_battle_BF04		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap32	91:BG_fightmap32		1	0,0,0;0,0,0			1												
80838	fightmap32	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	5.6;0;21.54	1	0	600001	3;0;2.46	0;0;0	5.04;0;11.87	0;0;0	8.97;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-1.63,0,11.7;0,12.49,0;10.38,0,1.452093,0;7.79,0,1.82,0;5.36,0,1.85,0;2.73,0,1.46,0	-2.32,0,4.41;0,6.55,0;11.06,0,-1.524945,0;7.1,0,-1.773118,0;3.46,0,-1.184777,0;0.4,0,0.07278576,0	4.23;0;7.05	57.22092	bgm_jackroy_justlikeme		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap32	91:BG_fightmap32		1	0,0,0;0,0,0			1												
80839	fightmap32	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	8.22;4;17.7	16.50002;209.17;0	6.4;2.1;16.32	7.800003;194.6;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	5.6;0;21.54	1	0	600001	3;0;2.46	0;0;0	5.04;0;11.87	0;0;0	8.97;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-1.63,0,11.7;0,12.49,0;10.38,0,1.452093,0;7.79,0,1.82,0;5.36,0,1.85,0;2.73,0,1.46,0	-2.32,0,4.41;0,6.55,0;11.06,0,-1.524945,0;7.1,0,-1.773118,0;3.46,0,-1.184777,0;0.4,0,0.07278576,0	4.23;0;7.05	57.22092	bgm_plot_reverse01		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap32	91:BG_fightmap32		1	0,0,0;0,0,0			1												
80840	fightmap1029	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_op_strange		0	0		0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap29	91:BG_fightmap29		1	0,0,0;0,0,0			1												
81101	fightmap63	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;15.48	1	0	600001	0.24;0;0.46	0;0;0	2.59;0;9.87	0;0;0	6.6;0;7.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,9.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,2.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;5.36	57.22092	bgm_battle_02		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap59	91:BG_fightmap59		1	0,0,0;0,0,0			1												
81102	fightmap63	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	5.505251;3.876223;15.26233	18.2;207.6976;0	3.9;1.88;14.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;15.48	1	0	600001	0.24;0;0.46	0;0;0	2.59;0;9.87	0;0;0	6.6;0;7.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,9.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,2.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;5.36	57.22092	bgm_battle_02		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap59	91:BG_fightmap59		1	0,0,0;0,0,0			1												
81103	fightmap08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_08		0	0	0	0	0	0.92;1.59;-1.34,0;-11;0	3;3;6.5;1.2	91:fightmap08	91:BG_fightmap08		1	0,0,0;0,0,0			1												
81104	fightmap08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_08		0	0	0	0	0	0.92;1.59;-1.34,0;-11;0	3;3;6.5;1.2	91:fightmap08	91:BG_fightmap08		1	0,0,0;0,0,0			1												
81105	fightmap08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_08		0	0	0	0	0	0.92;1.59;-1.34,0;-11;0	3;3;6.5;1.2	91:fightmap08	91:BG_fightmap08		1	0,0,0;0,0,0			1												
81106	fightmap72	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;210;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	0	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;10.64,0,-1.524945,0;7.3,0,-1.773118,0;3.01,0,-1.184777,0;-0.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_prologue_battle01		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap59	91:BG_fightmap59		1	0,0,0;0,0,0			1												
81107	fightmap34	6.18;4.1;17.89	18.1;205.8;0	4.63;2.2;16.21	9.600001;193.8;0	6.18;4.1;17.89	18.1;205.8;0	4.63;2.2;16.21	9.600001;193.8;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.77;0;20.74	1	0	600001	1.5;0;2.46	0;0;0	3.4;0;11.87	0;0;0	7.31;0;9.88	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-3.29,0,11.7;0,14.2,0;10.38,0,1.75,0;7.79,0,1.99,0;5.36,0,1.85,0;2.73,0,1.46,0	-4.3,0,4.41;0,6.55,0;12.61,0,-1.524945,0;8.08,0,-1.773118,0;3.56,0,-1.3,0;-0.5,0,-0.16,0	2.2;0;7.19	57.22092	bgm_battle_07		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap34	91:BG_fightmap37		1	0,0,0;0,0,0			1												
81108	BFightmap05	6.8;3.82;9.43	22.34005;208.59;0	5.7;2;9.07	7.04;193.21;0	6.8;3.82;9.43	22.34005;208.59;0	5.7;2;9.07	7.04;193.21;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	5.49;0;11.74	1	0	600001	2.83;0;-5.64	0;0;0	4.5;0;5.8	0;0;0	8.57;0;3.432093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-2.03,0,5.55;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-2.5,0,-4.05;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	3.62;0;-0.05	76.93446	bgm_battle_03		0	0	0	1	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:BFightmap05	91:BG_BFightmap05		1	0,0,0;0,0,0			1												
81109	fightmap08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_08		0	0	0	0	0	0.92;1.59;-1.34,0;-11;0	3;3;6.5;1.2	91:fightmap08	91:BG_fightmap08		1	0,0,0;0,0,0			1												
81110	fightmap01	6.7;3.72;16.37	15.29;209.5;0	4.61;2;15.72	5.09;192.32;0	6.7;3.72;16.37	15.29;209.5;0	4.61;2;15.72	5.09;192.32;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	4.89;0;19.06	1	0	600001	1.52;0;-0.57	0;0;0	3.1;0;10.78	0;0;0	7.3;0;8.412093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-3.3,0,10.53;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,1.71;0,6.55,0;12.57,0,-1.524945,0;8.49,0,-1.773118,0;4.17,0,-1.71,0;0.33,0,-1,0	1.78;0;5.32	57.22092	bgm_battle_01		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap01	91:BG_fightmap01		1	0,0,0;0,0,0			1												
81111	fightmap01	6.7;3.72;16.37	15.29;209.5;0	4.61;2;15.72	5.09;192.32;0	6.7;3.72;16.37	15.29;209.5;0	4.61;2;15.72	5.09;192.32;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	4.89;0;19.06	1	0	600001	1.52;0;-0.57	0;0;0	3.1;0;10.78	0;0;0	7.3;0;8.412093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-3.3,0,10.53;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,1.71;0,6.55,0;12.57,0,-1.524945,0;8.49,0,-1.773118,0;4.17,0,-1.71,0;0.33,0,-1,0	1.78;0;5.32	57.22092	bgm_battle_01		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap01	91:BG_fightmap01		1	0,0,0;0,0,0			1												
81112	fightmap01	6.7;3.72;16.37	15.29;209.5;0	4.61;2;15.72	5.09;192.32;0	6.7;3.72;16.37	15.29;209.5;0	4.61;2;15.72	5.09;192.32;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	4.89;0;19.06	1	0	600001	1.52;0;-0.57	0;0;0	3.1;0;10.78	0;0;0	7.3;0;8.412093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-3.3,0,10.53;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,1.71;0,6.55,0;12.57,0,-1.524945,0;8.49,0,-1.773118,0;4.17,0,-1.71,0;0.33,0,-1,0	1.78;0;5.32	57.22092	bgm_battle_01		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap01	91:BG_fightmap01		1	0,0,0;0,0,0			1												
81113	fightmap08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_08		0	0	0	0	0	0.92;1.59;-1.34,0;-11;0	3;3;6.5;1.2	91:fightmap08	91:BG_fightmap08		1	0,0,0;0,0,0			1												
81114	fightmap01	6.7;3.72;16.37	15.29;209.5;0	4.61;2;15.72	5.09;192.32;0	6.7;3.72;16.37	15.29;209.5;0	4.61;2;15.72	5.09;192.32;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	4.89;0;19.06	1	0	600001	1.52;0;-0.57	0;0;0	3.1;0;10.78	0;0;0	7.3;0;8.412093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-3.3,0,10.53;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,1.71;0,6.55,0;12.57,0,-1.524945,0;8.49,0,-1.773118,0;4.17,0,-1.71,0;0.33,0,-1,0	1.78;0;5.32	57.22092	bgm_battle_05		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap01	91:BG_fightmap01		1	0,0,0;0,0,0			1												
81115	fightmap08	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_battle_08		0	0	0	0	0	0.92;1.59;-1.34,0;-11;0	3;3;6.5;1.2	91:fightmap08	91:BG_fightmap08		1	0,0,0;0,0,0			1												
81116	fightmap1022	5.96;3.53;17.2	16.50001;209.5;0	3.9;1.88;16.31	6.73;193.14;0	5.96;3.53;17.2	14.2;-150;0	3.9;1.88;16.31	6.73;193.14;0	0.2	0.1	0.1	15	15	0;-158.67;0	0;0;0	3.82;0;17.48	1	0	600001	0.24;0;2.46	0;0;0	2.59;0;11.87	0;0;0	6.6;0;9.582093	0;202;0	-3.39;0;6.18	0;20;0	8.16;0;6.1	0;286;0	-4,0,11.7;0,12.05,0;10.38,0,1.452093,0;7.73,0,1.88,0;5.36,0,1.85,0;2.73,0,1.46,0	-5,0,4.41;0,6.55,0;13.4,0,-1.524945,0;8.25,0,-1.773118,0;2.78,0,-1.184777,0;-2.54,0,0.07278576,0	1.56;0;7.36	57.22092	bgm_prologue_battle01		0	0	0	0	0	-0.88;1.53;-2,0;9.46;0	3;3;6.5;1.2	91:fightmap22	91:BG_fightmap22		1	0,0,0;0,0,0			1												
