id	talentId	level	attAddTypeId	param1	param2	param3	attAddNum	buffId	costItem	costNum	combat	status	descrp	descrp_zh_TW	descrp_en_UK	descrp_ja_JP	descrp_ko_KR	descrp_th_TH
199	1020101	4	10101				80		4119001	2		1	所有战斗员攻击力提升_num_	所有戰鬥員攻擊力提升_num_	ATK of all Combatants +_num_	全体戦闘員攻撃力＋_num_	모든 전투원 공격력 +_num_	ATK​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
200	1020101	5	10101				100		4119001	3		1	所有战斗员攻击力提升_num_	所有戰鬥員攻擊力提升_num_	ATK of all Combatants +_num_	全体戦闘員攻撃力＋_num_	모든 전투원 공격력 +_num_	ATK​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
201	1020102	1	10201				10		4119001	1		1	所有战斗员防御力提升_num_	所有戰鬥員防禦力提升_num_	DEF of all Combatants +_num_	全体戦闘員防御力＋_num_	모든 전투원 방어력 +_num_	DEF​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
202	1020102	2	10201				20		4119001	1		1	所有战斗员防御力提升_num_	所有戰鬥員防禦力提升_num_	DEF of all Combatants +_num_	全体戦闘員防御力＋_num_	모든 전투원 방어력 +_num_	DEF​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
203	1020102	3	10201				30		4119001	2		1	所有战斗员防御力提升_num_	所有戰鬥員防禦力提升_num_	DEF of all Combatants +_num_	全体戦闘員防御力＋_num_	모든 전투원 방어력 +_num_	DEF​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
204	1020102	4	10201				40		4119001	2		1	所有战斗员防御力提升_num_	所有戰鬥員防禦力提升_num_	DEF of all Combatants +_num_	全体戦闘員防御力＋_num_	모든 전투원 방어력 +_num_	DEF​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
205	1020102	5	10201				50		4119001	3		1	所有战斗员防御力提升_num_	所有戰鬥員防禦力提升_num_	DEF of all Combatants +_num_	全体戦闘員防御力＋_num_	모든 전투원 방어력 +_num_	DEF​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
206	1020103	1	10301				60		4119001	1		1	所有战斗员生命值提升_num_	所有戰鬥員生命值提升_num_	HP of all Combatants +_num_	全体戦闘員HP＋_num_	모든 전투원 HP +_num_	MaxHP​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
207	1020103	2	10301				120		4119001	1		1	所有战斗员生命值提升_num_	所有戰鬥員生命值提升_num_	HP of all Combatants +_num_	全体戦闘員HP＋_num_	모든 전투원 HP +_num_	MaxHP​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
208	1020103	3	10301				180		4119001	2		1	所有战斗员生命值提升_num_	所有戰鬥員生命值提升_num_	HP of all Combatants +_num_	全体戦闘員HP＋_num_	모든 전투원 HP +_num_	MaxHP​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
209	1020103	4	10301				240		4119001	2		1	所有战斗员生命值提升_num_	所有戰鬥員生命值提升_num_	HP of all Combatants +_num_	全体戦闘員HP＋_num_	모든 전투원 HP +_num_	MaxHP​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
210	1020103	5	10301				300		4119001	3		1	所有战斗员生命值提升_num_	所有戰鬥員生命值提升_num_	HP of all Combatants +_num_	全体戦闘員HP＋_num_	모든 전투원 HP +_num_	MaxHP​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
211	1020201	1	10703				0.01		4119001	4		1	所有战斗员暴击伤害提升_num_	所有戰鬥員爆擊傷害提升_num_	CRIT DMG of all Combatants +_num_	全体戦闘員会心ダメージ＋_num_	모든 전투원 크리티컬 대미지 +_num_	ดา​เม​จค​ริ​ติ​คอ​ล​ของ​ตัวละคร​ทั้งหมด​ +_num_​
212	1020201	2	10703				0.02		4119001	4		1	所有战斗员暴击伤害提升_num_	所有戰鬥員爆擊傷害提升_num_	CRIT DMG of all Combatants +_num_	全体戦闘員会心ダメージ＋_num_	모든 전투원 크리티컬 대미지 +_num_	ดา​เม​จค​ริ​ติ​คอ​ล​ของ​ตัวละคร​ทั้งหมด​ +_num_​
213	1020201	3	10703				0.03		4119001	6		1	所有战斗员暴击伤害提升_num_	所有戰鬥員爆擊傷害提升_num_	CRIT DMG of all Combatants +_num_	全体戦闘員会心ダメージ＋_num_	모든 전투원 크리티컬 대미지 +_num_	ดา​เม​จค​ริ​ติ​คอ​ล​ของ​ตัวละคร​ทั้งหมด​ +_num_​
214	1020201	4	10703				0.04		4119001	6		1	所有战斗员暴击伤害提升_num_	所有戰鬥員爆擊傷害提升_num_	CRIT DMG of all Combatants +_num_	全体戦闘員会心ダメージ＋_num_	모든 전투원 크리티컬 대미지 +_num_	ดา​เม​จค​ริ​ติ​คอ​ล​ของ​ตัวละคร​ทั้งหมด​ +_num_​
215	1020201	5	10703				0.05		4119001	8		1	所有战斗员暴击伤害提升_num_	所有戰鬥員爆擊傷害提升_num_	CRIT DMG of all Combatants +_num_	全体戦闘員会心ダメージ＋_num_	모든 전투원 크리티컬 대미지 +_num_	ดา​เม​จค​ริ​ติ​คอ​ล​ของ​ตัวละคร​ทั้งหมด​ +_num_​
216	1020401	1	10101				30		4119001	4		1	所有战斗员攻击力提升_num_	所有戰鬥員攻擊力提升_num_	ATK of all Combatants +_num_	全体戦闘員攻撃力＋_num_	모든 전투원 공격력 +_num_	ATK​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
217	1020401	2	10101				60		4119001	4		1	所有战斗员攻击力提升_num_	所有戰鬥員攻擊力提升_num_	ATK of all Combatants +_num_	全体戦闘員攻撃力＋_num_	모든 전투원 공격력 +_num_	ATK​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
218	1020401	3	10101				90		4119001	5		1	所有战斗员攻击力提升_num_	所有戰鬥員攻擊力提升_num_	ATK of all Combatants +_num_	全体戦闘員攻撃力＋_num_	모든 전투원 공격력 +_num_	ATK​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
219	1020401	4	10101				120		4119001	5		1	所有战斗员攻击力提升_num_	所有戰鬥員攻擊力提升_num_	ATK of all Combatants +_num_	全体戦闘員攻撃力＋_num_	모든 전투원 공격력 +_num_	ATK​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
220	1020401	5	10101				150		4119001	6		1	所有战斗员攻击力提升_num_	所有戰鬥員攻擊力提升_num_	ATK of all Combatants +_num_	全体戦闘員攻撃力＋_num_	모든 전투원 공격력 +_num_	ATK​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
221	1020402	1	10201				15		4119001	4		1	所有战斗员防御力提升_num_	所有戰鬥員防禦力提升_num_	DEF of all Combatants +_num_	全体戦闘員防御力＋_num_	모든 전투원 방어력 +_num_	DEF​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
222	1020402	2	10201				30		4119001	4		1	所有战斗员防御力提升_num_	所有戰鬥員防禦力提升_num_	DEF of all Combatants +_num_	全体戦闘員防御力＋_num_	모든 전투원 방어력 +_num_	DEF​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
223	1020402	3	10201				45		4119001	5		1	所有战斗员防御力提升_num_	所有戰鬥員防禦力提升_num_	DEF of all Combatants +_num_	全体戦闘員防御力＋_num_	모든 전투원 방어력 +_num_	DEF​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
224	1020402	4	10201				60		4119001	5		1	所有战斗员防御力提升_num_	所有戰鬥員防禦力提升_num_	DEF of all Combatants +_num_	全体戦闘員防御力＋_num_	모든 전투원 방어력 +_num_	DEF​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
225	1020402	5	10201				75		4119001	6		1	所有战斗员防御力提升_num_	所有戰鬥員防禦力提升_num_	DEF of all Combatants +_num_	全体戦闘員防御力＋_num_	모든 전투원 방어력 +_num_	DEF​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
226	1020403	1	10301				90		4119001	4		1	所有战斗员生命值提升_num_	所有戰鬥員生命值提升_num_	HP of all Combatants +_num_	全体戦闘員HP＋_num_	모든 전투원 HP +_num_	MaxHP​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
227	1020403	2	10301				180		4119001	4		1	所有战斗员生命值提升_num_	所有戰鬥員生命值提升_num_	HP of all Combatants +_num_	全体戦闘員HP＋_num_	모든 전투원 HP +_num_	MaxHP​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
228	1020403	3	10301				270		4119001	5		1	所有战斗员生命值提升_num_	所有戰鬥員生命值提升_num_	HP of all Combatants +_num_	全体戦闘員HP＋_num_	모든 전투원 HP +_num_	MaxHP​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
229	1020403	4	10301				360		4119001	5		1	所有战斗员生命值提升_num_	所有戰鬥員生命值提升_num_	HP of all Combatants +_num_	全体戦闘員HP＋_num_	모든 전투원 HP +_num_	MaxHP​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
230	1020403	5	10301				450		4119001	6		1	所有战斗员生命值提升_num_	所有戰鬥員生命值提升_num_	HP of all Combatants +_num_	全体戦闘員HP＋_num_	모든 전투원 HP +_num_	MaxHP​ ของ​ตัวละคร​ทั้งหมด​ +_num_​
231	1020501	1	10703				0.01		4119001	10		1	所有战斗员暴击伤害提升_num_	所有戰鬥員爆擊傷害提升_num_	CRIT DMG of all Combatants +_num_	全体戦闘員会心ダメージ＋_num_	모든 전투원 크리티컬 대미지 +_num_	ดา​เม​จค​ริ​ติ​คอ​ล​ของ​ตัวละคร​ทั้งหมด​ +_num_​
232	1020501	2	10703				0.02		4119001	10		1	所有战斗员暴击伤害提升_num_	所有戰鬥員爆擊傷害提升_num_	CRIT DMG of all Combatants +_num_	全体戦闘員会心ダメージ＋_num_	모든 전투원 크리티컬 대미지 +_num_	ดา​เม​จค​ริ​ติ​คอ​ล​ของ​ตัวละคร​ทั้งหมด​ +_num_​
233	1020501	3	10703				0.03		4119001	12		1	所有战斗员暴击伤害提升_num_	所有戰鬥員爆擊傷害提升_num_	CRIT DMG of all Combatants +_num_	全体戦闘員会心ダメージ＋_num_	모든 전투원 크리티컬 대미지 +_num_	ดา​เม​จค​ริ​ติ​คอ​ล​ของ​ตัวละคร​ทั้งหมด​ +_num_​
234	1020501	4	10703				0.04		4119001	12		1	所有战斗员暴击伤害提升_num_	所有戰鬥員爆擊傷害提升_num_	CRIT DMG of all Combatants +_num_	全体戦闘員会心ダメージ＋_num_	모든 전투원 크리티컬 대미지 +_num_	ดา​เม​จค​ริ​ติ​คอ​ล​ของ​ตัวละคร​ทั้งหมด​ +_num_​
235	1020501	5	10703				0.05		4119001	14		1	所有战斗员暴击伤害提升_num_	所有戰鬥員爆擊傷害提升_num_	CRIT DMG of all Combatants +_num_	全体戦闘員会心ダメージ＋_num_	모든 전투원 크리티컬 대미지 +_num_	ดา​เม​จค​ริ​ติ​คอ​ล​ของ​ตัวละคร​ทั้งหมด​ +_num_​
236	1020601	1	8	2003			0.02	61101001_1	4119001	6	18	1	协力战造成最终伤害提升_num_	協力戰造成最終傷害提升_num_	Final DMG dealt in the Invasion +_num_	協同作戦中与える最終ダメージ＋_num_	협력전에서 모든 전투원이 부여하는 최종 대미지 +_num_	ดาเมจ​สุดท้าย​ใน​ "ผนึกกำลัง"​ +_num_​
237	1020601	2	8	2003			0.04	61101001_2	4119001	6	28	1	协力战造成最终伤害提升_num_	協力戰造成最終傷害提升_num_	Final DMG dealt in the Invasion +_num_	協同作戦中与える最終ダメージ＋_num_	협력전에서 모든 전투원이 부여하는 최종 대미지 +_num_	ดาเมจ​สุดท้าย​ใน​ "ผนึกกำลัง"​ +_num_​
238	1020601	3	8	2003			0.06	61101001_3	4119001	7	35	1	协力战造成最终伤害提升_num_	協力戰造成最終傷害提升_num_	Final DMG dealt in the Invasion +_num_	協同作戦中与える最終ダメージ＋_num_	협력전에서 모든 전투원이 부여하는 최종 대미지 +_num_	ดาเมจ​สุดท้าย​ใน​ "ผนึกกำลัง"​ +_num_​
239	1020601	4	8	2003			0.08	61101001_4	4119001	7	42	1	协力战造成最终伤害提升_num_	協力戰造成最終傷害提升_num_	Final DMG dealt in the Invasion +_num_	協同作戦中与える最終ダメージ＋_num_	협력전에서 모든 전투원이 부여하는 최종 대미지 +_num_	ดาเมจ​สุดท้าย​ใน​ "ผนึกกำลัง"​ +_num_​
240	1020601	5	8	2003			0.1	61101001_5	4119001	8	48	1	协力战造成最终伤害提升_num_	協力戰造成最終傷害提升_num_	Final DMG dealt in the Invasion +_num_	協同作戦中与える最終ダメージ＋_num_	협력전에서 모든 전투원이 부여하는 최종 대미지 +_num_	ดาเมจ​สุดท้าย​ใน​ "ผนึกกำลัง"​ +_num_​
241	1020602	1	9	2003			0.02	61102001_1	4119001	6	18	1	协力战受到最终伤害减少_num_	協力戰受到最終傷害減少_num_	Final DMG taken in the Invasion -_num_.	協同作戦で受ける最終ダメージ−_num_	협력전에서 적용되는 최종 대미지 -_num_	ดาเมจ​สุดท้าย​ที่​ได้รับ​ใน​ "ผนึกกำลัง"​ -_num_​
242	1020602	2	9	2003			0.04	61102001_2	4119001	6	28	1	协力战受到最终伤害减少_num_	協力戰受到最終傷害減少_num_	Final DMG taken in the Invasion -_num_.	協同作戦で受ける最終ダメージ−_num_	협력전에서 적용되는 최종 대미지 -_num_	ดาเมจ​สุดท้าย​ที่​ได้รับ​ใน​ "ผนึกกำลัง"​ -_num_​
243	1020602	3	9	2003			0.06	61102001_3	4119001	7	35	1	协力战受到最终伤害减少_num_	協力戰受到最終傷害減少_num_	Final DMG taken in the Invasion -_num_.	協同作戦で受ける最終ダメージ−_num_	협력전에서 적용되는 최종 대미지 -_num_	ดาเมจ​สุดท้าย​ที่​ได้รับ​ใน​ "ผนึกกำลัง"​ -_num_​
244	1020602	4	9	2003			0.08	61102001_4	4119001	7	42	1	协力战受到最终伤害减少_num_	協力戰受到最終傷害減少_num_	Final DMG taken in the Invasion -_num_.	協同作戦で受ける最終ダメージ−_num_	협력전에서 적용되는 최종 대미지 -_num_	ดาเมจ​สุดท้าย​ที่​ได้รับ​ใน​ "ผนึกกำลัง"​ -_num_​
245	1020602	5	9	2003			0.1	61102001_5	4119001	8	48	1	协力战受到最终伤害减少_num_	協力戰受到最終傷害減少_num_	Final DMG taken in the Invasion -_num_.	協同作戦で受ける最終ダメージ−_num_	협력전에서 적용되는 최종 대미지 -_num_	ดาเมจ​สุดท้าย​ที่​ได้รับ​ใน​ "ผนึกกำลัง"​ -_num_​
246	1020701	1	10				1		4119001	14	20	1	猫猫巴士骰子重置次数增加_num_	貓貓巴士骰子重置次數增加_num_	Dice's reset chances in Urban Whisker Chase +_num_	ニャンコバスサイコロリセット回数＋_num_	냥냥 버스 주사위 초기화 횟수 +_num_	จำนวนครั้งรีเซ็ตลูกเต๋าในรถบัสเหมียว +_num_
247	1020801	1	8	14			0.02	61201001_1	4119001	8	21	1	世界首领战中造成最终伤害提升_num_	世界首領戰中造成最終傷害提升_num_	Final DMG dealt in World Boss fights +_num_	ワールドBOSS戦中与える最終ダメージ＋_num_	월드 보스전에서 부여하는 최종 대미지 +_num_	ดาเมจ​สุดท้าย​ใน​ "เวิลด์บอส"​ +_num_​
248	1020801	2	8	14			0.04	61201001_2	4119001	8	33	1	世界首领战中造成最终伤害提升_num_	世界首領戰中造成最終傷害提升_num_	Final DMG dealt in World Boss fights +_num_	ワールドBOSS戦中与える最終ダメージ＋_num_	월드 보스전에서 부여하는 최종 대미지 +_num_	ดาเมจ​สุดท้าย​ใน​ "เวิลด์บอส"​ +_num_​
249	1020801	3	8	14			0.06	61201001_3	4119001	9	42	1	世界首领战中造成最终伤害提升_num_	世界首領戰中造成最終傷害提升_num_	Final DMG dealt in World Boss fights +_num_	ワールドBOSS戦中与える最終ダメージ＋_num_	월드 보스전에서 부여하는 최종 대미지 +_num_	ดาเมจ​สุดท้าย​ใน​ "เวิลด์บอส"​ +_num_​
250	1020801	4	8	14			0.08	61201001_4	4119001	9	50	1	世界首领战中造成最终伤害提升_num_	世界首領戰中造成最終傷害提升_num_	Final DMG dealt in World Boss fights +_num_	ワールドBOSS戦中与える最終ダメージ＋_num_	월드 보스전에서 부여하는 최종 대미지 +_num_	ดาเมจ​สุดท้าย​ใน​ "เวิลด์บอส"​ +_num_​
251	1020801	5	8	14			0.1	61201001_5	4119001	10	57	1	世界首领战中造成最终伤害提升_num_	世界首領戰中造成最終傷害提升_num_	Final DMG dealt in World Boss fights +_num_	ワールドBOSS戦中与える最終ダメージ＋_num_	월드 보스전에서 부여하는 최종 대미지 +_num_	ดาเมจ​สุดท้าย​ใน​ "เวิลด์บอส"​ +_num_​
252	1020802	1	9	14			0.02	61202001_1	4119001	8	21	1	世界首领战中受到最终伤害降低_num_	世界首領戰中受到最終傷害降低_num_	Final DMG received in World Boss fights -_num_	ワールドBOSS戦中受ける最終ダメージ−_num_	월드 보스전에서 적용되는 최종 대미지 -_num_	ดาเมจ​สุดท้าย​ที่​ได้รับ​ใน​ "เวิลด์บอส"​ -_num_​
253	1020802	2	9	14			0.04	61202001_2	4119001	8	33	1	世界首领战中受到最终伤害降低_num_	世界首領戰中受到最終傷害降低_num_	Final DMG received in World Boss fights -_num_	ワールドBOSS戦中受ける最終ダメージ−_num_	월드 보스전에서 적용되는 최종 대미지 -_num_	ดาเมจ​สุดท้าย​ที่​ได้รับ​ใน​ "เวิลด์บอส"​ -_num_​
254	1020802	3	9	14			0.06	61202001_3	4119001	9	42	1	世界首领战中受到最终伤害降低_num_	世界首領戰中受到最終傷害降低_num_	Final DMG received in World Boss fights -_num_	ワールドBOSS戦中受ける最終ダメージ−_num_	월드 보스전에서 적용되는 최종 대미지 -_num_	ดาเมจ​สุดท้าย​ที่​ได้รับ​ใน​ "เวิลด์บอส"​ -_num_​
255	1020802	4	9	14			0.08	61202001_4	4119001	9	50	1	世界首领战中受到最终伤害降低_num_	世界首領戰中受到最終傷害降低_num_	Final DMG received in World Boss fights -_num_	ワールドBOSS戦中受ける最終ダメージ−_num_	월드 보스전에서 적용되는 최종 대미지 -_num_	ดาเมจ​สุดท้าย​ที่​ได้รับ​ใน​ "เวิลด์บอส"​ -_num_​
256	1020802	5	9	14			0.1	61202001_5	4119001	10	57	1	世界首领战中受到最终伤害降低_num_	世界首領戰中受到最終傷害降低_num_	Final DMG received in World Boss fights -_num_	ワールドBOSS戦中受ける最終ダメージ−_num_	월드 보스전에서 적용되는 최종 대미지 -_num_	ดาเมจ​สุดท้าย​ที่​ได้รับ​ใน​ "เวิลด์บอส"​ -_num_​
257	1020901	1	10				1		4119001	18	23	1	猫猫巴士骰子重置次数增加_num_	貓貓巴士骰子重置次數增加_num_	Dice's reset chances in Urban Whisker Chase +_num_	ニャンコバスサイコロリセット回数＋_num_	냥냥 버스 주사위 초기화 횟수 +_num_	จำนวนครั้งรีเซ็ตลูกเต๋าในรถบัสเหมียว +_num_
258	1021001	1	8	2019			0.01	61301001_1	4119001	10	25	1	噩梦回响中造成最终伤害提升_num_	噩夢迴響中造成最終傷害提升_num_	Final DMG dealt in Nightmare's Call +_num_	悪夢回想中与える最終ダメージ＋_num_	나이트메어에서 부여하는 최종 대미지 +_num_	ดา​เม​จ​สุดท้าย​ใน​ "เสียงสะท้อนฝันร้าย"​ +_num_​
259	1021001	2	8	2019			0.02	61301001_2	4119001	10	38	1	噩梦回响中造成最终伤害提升_num_	噩夢迴響中造成最終傷害提升_num_	Final DMG dealt in Nightmare's Call +_num_	悪夢回想中与える最終ダメージ＋_num_	나이트메어에서 부여하는 최종 대미지 +_num_	ดา​เม​จ​สุดท้าย​ใน​ "เสียงสะท้อนฝันร้าย"​ +_num_​
260	1021001	3	8	2019			0.03	61301001_3	4119001	11	48	1	噩梦回响中造成最终伤害提升_num_	噩夢迴響中造成最終傷害提升_num_	Final DMG dealt in Nightmare's Call +_num_	悪夢回想中与える最終ダメージ＋_num_	나이트메어에서 부여하는 최종 대미지 +_num_	ดา​เม​จ​สุดท้าย​ใน​ "เสียงสะท้อนฝันร้าย"​ +_num_​
261	1021001	4	8	2019			0.04	61301001_4	4119001	11	57	1	噩梦回响中造成最终伤害提升_num_	噩夢迴響中造成最終傷害提升_num_	Final DMG dealt in Nightmare's Call +_num_	悪夢回想中与える最終ダメージ＋_num_	나이트메어에서 부여하는 최종 대미지 +_num_	ดา​เม​จ​สุดท้าย​ใน​ "เสียงสะท้อนฝันร้าย"​ +_num_​
262	1021001	5	8	2019			0.05	61301001_5	4119001	12	65	1	噩梦回响中造成最终伤害提升_num_	噩夢迴響中造成最終傷害提升_num_	Final DMG dealt in Nightmare's Call +_num_	悪夢回想中与える最終ダメージ＋_num_	나이트메어에서 부여하는 최종 대미지 +_num_	ดา​เม​จ​สุดท้าย​ใน​ "เสียงสะท้อนฝันร้าย"​ +_num_​
263	1021002	1	9	2019			0.01	61302001_1	4119001	10	25	1	噩梦回响中受到最终伤害降低_num_	噩夢迴響中受到最終傷害降低_num_	Final DMG received in Nightmare's Call -_num_	悪夢回想中受ける最終ダメージ−_num_	나이트메어에서 적용되는 최종 대미지 -_num_	ดา​เม​จ​สุดท้าย​ที่​ได้รับ​ใน​ "เสียงสะท้อนฝันร้าย"​ -_num_​
264	1021002	2	9	2019			0.02	61302001_2	4119001	10	38	1	噩梦回响中受到最终伤害降低_num_	噩夢迴響中受到最終傷害降低_num_	Final DMG received in Nightmare's Call -_num_	悪夢回想中受ける最終ダメージ−_num_	나이트메어에서 적용되는 최종 대미지 -_num_	ดา​เม​จ​สุดท้าย​ที่​ได้รับ​ใน​ "เสียงสะท้อนฝันร้าย"​ -_num_​
265	1021002	3	9	2019			0.03	61302001_3	4119001	11	48	1	噩梦回响中受到最终伤害降低_num_	噩夢迴響中受到最終傷害降低_num_	Final DMG received in Nightmare's Call -_num_	悪夢回想中受ける最終ダメージ−_num_	나이트메어에서 적용되는 최종 대미지 -_num_	ดา​เม​จ​สุดท้าย​ที่​ได้รับ​ใน​ "เสียงสะท้อนฝันร้าย"​ -_num_​
266	1021002	4	9	2019			0.04	61302001_4	4119001	11	57	1	噩梦回响中受到最终伤害降低_num_	噩夢迴響中受到最終傷害降低_num_	Final DMG received in Nightmare's Call -_num_	悪夢回想中受ける最終ダメージ−_num_	나이트메어에서 적용되는 최종 대미지 -_num_	ดา​เม​จ​สุดท้าย​ที่​ได้รับ​ใน​ "เสียงสะท้อนฝันร้าย"​ -_num_​
267	1021002	5	9	2019			0.05	61302001_5	4119001	12	65	1	噩梦回响中受到最终伤害降低_num_	噩夢迴響中受到最終傷害降低_num_	Final DMG received in Nightmare's Call -_num_	悪夢回想中受ける最終ダメージ−_num_	나이트메어에서 적용되는 최종 대미지 -_num_	ดา​เม​จ​สุดท้าย​ที่​ได้รับ​ใน​ "เสียงสะท้อนฝันร้าย"​ -_num_​
268	1021101	1	8	2019			0.02	61301002_1	4119001	11	26	1	噩梦回响中造成最终伤害提升_num_	噩夢迴響中造成最終傷害提升_num_	Final DMG dealt in Nightmare's Call +_num_	悪夢回想中与える最終ダメージ＋_num_	나이트메어에서 부여하는 최종 대미지 +_num_	ดา​เม​จ​สุดท้าย​ใน​ "เสียงสะท้อนฝันร้าย"​ +_num_​
269	1021101	2	8	2019			0.04	61301002_2	4119001	11	40	1	噩梦回响中造成最终伤害提升_num_	噩夢迴響中造成最終傷害提升_num_	Final DMG dealt in Nightmare's Call +_num_	悪夢回想中与える最終ダメージ＋_num_	나이트메어에서 부여하는 최종 대미지 +_num_	ดา​เม​จ​สุดท้าย​ใน​ "เสียงสะท้อนฝันร้าย"​ +_num_​
270	1021101	3	8	2019			0.06	61301002_3	4119001	12	51	1	噩梦回响中造成最终伤害提升_num_	噩夢迴響中造成最終傷害提升_num_	Final DMG dealt in Nightmare's Call +_num_	悪夢回想中与える最終ダメージ＋_num_	나이트메어에서 부여하는 최종 대미지 +_num_	ดา​เม​จ​สุดท้าย​ใน​ "เสียงสะท้อนฝันร้าย"​ +_num_​
271	1021101	4	8	2019			0.08	61301002_4	4119001	12	61	1	噩梦回响中造成最终伤害提升_num_	噩夢迴響中造成最終傷害提升_num_	Final DMG dealt in Nightmare's Call +_num_	悪夢回想中与える最終ダメージ＋_num_	나이트메어에서 부여하는 최종 대미지 +_num_	ดา​เม​จ​สุดท้าย​ใน​ "เสียงสะท้อนฝันร้าย"​ +_num_​
272	1021101	5	8	2019			0.1	61301002_5	4119001	13	69	1	噩梦回响中造成最终伤害提升_num_	噩夢迴響中造成最終傷害提升_num_	Final DMG dealt in Nightmare's Call +_num_	悪夢回想中与える最終ダメージ＋_num_	나이트메어에서 부여하는 최종 대미지 +_num_	ดา​เม​จ​สุดท้าย​ใน​ "เสียงสะท้อนฝันร้าย"​ +_num_​
273	1021102	1	9	2019			0.02	61302002_1	4119001	11	26	1	噩梦回响中受到最终伤害降低_num_	噩夢迴響中受到最終傷害降低_num_	Final DMG received in Nightmare's Call -_num_	悪夢回想中受ける最終ダメージ−_num_	나이트메어에서 적용되는 최종 대미지 -_num_	ดา​เม​จ​สุดท้าย​ที่​ได้รับ​ใน​ "เสียงสะท้อนฝันร้าย"​ -_num_​
274	1021102	2	9	2019			0.04	61302002_2	4119001	11	40	1	噩梦回响中受到最终伤害降低_num_	噩夢迴響中受到最終傷害降低_num_	Final DMG received in Nightmare's Call -_num_	悪夢回想中受ける最終ダメージ−_num_	나이트메어에서 적용되는 최종 대미지 -_num_	ดา​เม​จ​สุดท้าย​ที่​ได้รับ​ใน​ "เสียงสะท้อนฝันร้าย"​ -_num_​
275	1021102	3	9	2019			0.06	61302002_3	4119001	12	51	1	噩梦回响中受到最终伤害降低_num_	噩夢迴響中受到最終傷害降低_num_	Final DMG received in Nightmare's Call -_num_	悪夢回想中受ける最終ダメージ−_num_	나이트메어에서 적용되는 최종 대미지 -_num_	ดา​เม​จ​สุดท้าย​ที่​ได้รับ​ใน​ "เสียงสะท้อนฝันร้าย"​ -_num_​
276	1021102	4	9	2019			0.08	61302002_4	4119001	12	61	1	噩梦回响中受到最终伤害降低_num_	噩夢迴響中受到最終傷害降低_num_	Final DMG received in Nightmare's Call -_num_	悪夢回想中受ける最終ダメージ−_num_	나이트메어에서 적용되는 최종 대미지 -_num_	ดา​เม​จ​สุดท้าย​ที่​ได้รับ​ใน​ "เสียงสะท้อนฝันร้าย"​ -_num_​
277	1021102	5	9	2019			0.1	61302002_5	4119001	13	69	1	噩梦回响中受到最终伤害降低_num_	噩夢迴響中受到最終傷害降低_num_	Final DMG received in Nightmare's Call -_num_	悪夢回想中受ける最終ダメージ−_num_	나이트메어에서 적용되는 최종 대미지 -_num_	ดา​เม​จ​สุดท้าย​ที่​ได้รับ​ใน​ "เสียงสะท้อนฝันร้าย"​ -_num_​
278	1021201	1	11	2017			1		4119001	24	28	1	幻影特训证每日上限数量提高_num_	幻影特訓證每日上限數量提高_num_	Master Duel Ticket Daily Limit +_num_	ファントム特訓券毎日上限＋_num_	팬텀 특훈장 입장권 매일 획득 상한 +_num_	จำนวน​สูงสุด​ของ​พาส​สนาม​ซ้อม​แฟน​ธอม​ +_num_​
279	1021301	1	8	4004			0.01	61401001_1	4119001	13	29	1	社团特训中造成最终伤害提升_num_	社團特訓中造成最終傷害提升_num_	Final DMG dealt in Clan Campaign +_num_	ギルド特訓中与える最終ダメージ＋_num_	클럽 트레이닝에서 부여하는 최종 대미지 +_num_	ดา​เม​จ​สุดท้าย​ใน​ "​การ​ฝึก​พิเศษ​ของ​ชมรม​"​ +_num_​
280	1021301	2	8	4004			0.02	61401001_2	4119001	13	44	1	社团特训中造成最终伤害提升_num_	社團特訓中造成最終傷害提升_num_	Final DMG dealt in Clan Campaign +_num_	ギルド特訓中与える最終ダメージ＋_num_	클럽 트레이닝에서 부여하는 최종 대미지 +_num_	ดา​เม​จ​สุดท้าย​ใน​ "​การ​ฝึก​พิเศษ​ของ​ชมรม​"​ +_num_​
