id	type	listImageId	listImageB	listImageS	image	desc	head	weather	bgm	music	plotIdGroup1	taskPlotId	taskPlotEndId	plotIdGroup2	plotIdWave1	plotIdEndWave1	plotIdWave2	plotIdEndWave2	plotIdWave3	plotIdEndWave3	plotIdGroup3	plotIdRound	plotIdRounds	status	address1	address1_zh_TW	address1_en_UK	address1_ja_JP	address1_ko_KR	address1_th_TH	address2	address2_zh_TW	address2_en_UK	address2_ja_JP	address2_ko_KR	address2_th_TH
107110	2	09_12	29:story_list_09_12	29:story_list_09_12	57:story_cg_247_1	1009121	1;101008;102008;103008;104008;108008;20019	1			0	0	0	0	1009121	1009123	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107120	3	09_13	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008;20019	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107130	3	09_14	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008;20019	1	bgm_universal_survey01		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107140	2	09_15	29:story_list_09_15	29:story_list_09_15	57:dialg_bg_50	1009151	1;101008;102008;103008;104008;108008;20019	1	bgm_plot_evil01		0	0	0	0	1009151	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107150	2	09_16	29:story_list_09_16	29:story_list_09_16	57:story_cg_251_1	1009161	1;101008;102008;103008;104008;108008;122008;20019;4006	1	bgm_universal_songforyou		0	0	0	0	1009161	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107151	2	09_17	29:story_list_09_17	29:story_list_09_17	57:story_cg_252_1	1009171	1;101008;102008;103008;104008;108008;20019;4006	1	bgm_plot_evil01		0	0	0	0	1009171	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107160	2	09_18	29:story_list_09_18	29:story_list_09_18	57:story_cg_254_1	1009181	1;101008;102008;103008;104008;108008;20019;4006	1			0	0	0	0	1009181	0	0	1009183	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107180	3	09_20	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107190	3	09_21	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107200	3	09_22	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107210	3	09_23	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107220	3	09_24	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1	bgm_plot_trust01		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107230	2	09_25	29:story_list_09_25	29:story_list_09_25	57:story_cg_260_1	1009251	1;101008;102008;103008;104008;108008;20019	1	bgm_bg_gx_tower01		0	0	0	0	1009251	1009253	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107240	2	09_26	29:story_list_09_26	29:story_list_09_26	57:story_cg_257_1	1009261	1;101008;102008;103008;104008;108008;20019	1	bgm_plot_evil01		0	0	0	0	1009261	1009263	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
107250	2	09_27	29:story_list_09_27	29:story_list_09_27	57:story_cg_258_1	1009271	1;101008;102008;103008;104008;108008;20019	1	bgm_universal_survey01		0	0	0	0	1009271	0	0	1009273	0	0	0	1	1009272	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108010	2	10_01	29:story_list_10_01	29:story_list_10_01	57:story_cg_262_1	1010011	1;103008;120008;136008	1	bgm_plot_trust01		0	0	0	0	1010011	1010013	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108011	1	10_02	29:story_list_10_02	29:story_list_10_02	57:story_cg_264_1	1010020	1;104008;121008	1	bgm_bg_gx_tower01		0	0	0	1010020	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108030	2	10_04	29:story_list_10_04	29:story_list_10_04	57:dialg_bg_66	1010041	1;101008;102008;103008;104008;108008	1	bgm_role_doctor_dark		0	0	0	0	1010041	1010043	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108040	2	10_05	29:story_list_10_05	29:story_list_10_05	57:story_cg_268_1	1010051	1;101008;102008;103008;104008;108008;20018	1	bgm_plot_evil01		0	0	0	0	1010051	1010053	0	0	0	0	0	1	1010052	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108050	2	10_06	29:story_list_10_06	29:story_list_10_06	57:story_cg_271_1	1010061	1;101008;102008;103008;104008;108008;20018;20019	1			0	0	0	0	1010061	0	0	1010063	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108060	3	10_07	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108070	3	10_08	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1	bgm_plot_taskstar01		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108080	2	10_09	29:story_list_10_09	29:story_list_10_09	57:story_cg_049_3	1010091	1;101008;102008;103008;104008;108008;20018;20019	1	bgm_bg_gx_tower01		0	0	0	0	1010091	1010093	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108090	2	10_10	29:story_list_10_10	29:story_list_10_10	57:story_cg_051_1	1010101	1;101008;102008;103008;104008;108008;20018	1			0	0	0	0	1010101	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108100	3	10_11	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108110	3	10_12	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1	bgm_universal_survey01		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108140	2	10_15	29:story_list_10_15	29:story_list_10_15	57:dialg_bg_92	1010151	1;101008;102008;103008;104008;108008	1	bgm_bg_gx_tower01		0	0	0	0	1010151	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108150	2	10_16	29:story_list_10_16	29:story_list_10_16	57:story_cg_273_2	1010161	1;101008;102008;103008;104008;108008;121008;20018;20004	1	bgm_bg_gx_tower01		0	0	0	0	1010161	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108190	2	10_20	29:story_list_10_20	29:story_list_10_20	57:story_cg_048_1	1010201	1;102008;103008;20018	1			0	0	0	0	1010201	1010203	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108200	2	10_21	29:story_list_10_21	29:story_list_10_21	57:story_cg_276_1	1010211	1;102008;103008;121008;20018	1			0	0	0	0	1010211	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108210	3	10_22	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;102008;103008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108220	3	10_23	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;102008;103008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108230	2	10_24	29:story_list_10_24	29:story_list_10_24	57:story_cg_087_2	1010241	1;101008;102008;103008;104008;108008;20018	1	bgm_jackroy_justlikeme		0	0	0	0	1010241	1010242;1010243		0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108240	2	10_25	29:story_list_10_25	29:story_list_10_25	57:story_cg_282_1	1010251	1;101008;102008;103008;104008;108008;20018	1	bgm_jackroy_justlikeme		0	0	0	0	1010251	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108241	2	10_26	29:story_list_10_26	29:story_list_10_26	57:story_cg_283_1	1010261	1;101008;102008;103008;104008;108008;121008;20018;20019	1	bgm_role_doctor_dark		0	0	0	0	1010261	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108250	2	10_27	29:story_list_10_27	29:story_list_10_27	57:story_cg_288_1	1010271	1;101008;102008;103008;104008;108008;20019;20004	1	bgm_home_quiet		0	0	0	0	1010271	0	0	1010273	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
108251	1	10_28	29:story_list_10_28	29:story_list_10_28	57:story_cg_290_1	1010280	1;101008;102008;103008;104008;108008;143008	1	bgm_chapter03_bewitch	5400007	0	0	0	1010280	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109010	2	11_01	29:story_list_11_01	29:story_list_11_01	57:story_cg_325_1	1011011	1;101008;102008;103008;104008;108008	1			0	0	0	0	1011011	1011013	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109020	2	11_02	29:story_list_11_02	29:story_list_11_02	57:story_cg_291_1	1011023	1;101008;102008;103008;104008;109008	1			0	0	0	0	0	1011023	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109030	3	11_03	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109040	3	11_04	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;104008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109050	3	11_05	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;104008;108008	1	bgm_bg_gx_tower01		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109060	2	11_06	29:story_list_11_06	29:story_list_11_06	57:story_cg_294_1	1011061	1;101008;102008;104008;108008;131008;20035	1	bgm_home_bigband02		0	0	0	0	1011061	1011063	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109070	2	11_07	29:story_list_11_07	29:story_list_11_07	57:story_cg_295_1	1011071	1;101008;102008;104008;108008;131008	1	bgm_universal_survey01		0	0	0	0	1011071	1011073	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109080	2	11_08	29:story_list_11_08	29:story_list_11_08	57:story_cg_298_1	1011081	1;101008;102008;104008;108008	1			0	0	0	0	1011081	1011083	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109090	3	11_09	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;108008	1	bgm_universal_survey01		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109091	1	11_10	29:story_list_11_10	29:story_list_11_10	57:story_cg_300_1	1011100	1;101008;102008;108008;20033	1	bgm_plot_taskstar01		0	0	0	1011100	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109100	2	11_11	29:story_list_11_11	29:story_list_11_11	57:story_cg_292_1	1011111	1;101008;102008;108008;115008;20033	1			0	0	0	0	1011111	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109110	0	11_12	29:main_attack_story	29:main_attack_story	57:main_attack_bg	0	1;101008;102008;108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109120	3	11_13	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;108008	1	bgm_plot_evil01		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109160	2	11_17	29:story_list_11_17	29:story_list_11_17	57:story_cg_060_1	1011171	1;101008;102008;108008	1	bgm_universal_survey01		0	0	0	0	1011171	1011173	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109161	1	11_18	29:story_list_11_18	29:story_list_11_18	57:dialg_bg_163	1011180	1;101008;102008;108008;114008;143008	1	bgm_prologue_ditu		0	0	0	1011180	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109170	2	11_19	29:story_list_11_19	29:story_list_11_19	57:story_cg_305_1	1011191	1;101008;102008;103008;104008;108008;109008;111008;112008	1	bgm_universal_shadeoflove_A		0	0	0	0	1011191	1011193	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109180	2	11_20	29:story_list_11_20	29:story_list_11_20	57:story_cg_189_1	1011203	1;101008;102008;103008;104008;108008;109008;111008	1	bgm_misssolar_inter_cut		0	0	0	0	0	1011203	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109181	1	11_21	29:story_list_11_21	29:story_list_11_21	57:story_cg_307_1	1011210	1;101008;102008;103008;104008;108008;109008;111008;112008	1			0	0	0	1011210	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109190	0	11_22	29:main_attack_story	29:main_attack_story	57:main_attack_bg	0	1;101008;102008;103008;104008;108008;109008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109200	0	11_23	29:main_attack_story	29:main_attack_story	57:main_attack_bg	0	1;101008;102008;103008;104008;108008;109008;111008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109210	3	11_24	29:main_task_story	29:main_task_story	57:main_task_bg	0	1;101008;102008;103008;104008;108008	1	bgm_chapter03_bewitch		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109240	2	11_27	29:story_list_11_22	29:story_list_11_22	57:story_cg_309_1	1011221	1;101008;102008;103008;104008;108008	1	bgm_universal_survey01		0	0	0	0	1011221	1011223	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
109250	2	11_28	29:story_list_11_23	29:story_list_11_23	57:story_cg_312_1	1011233	1;101008;102008;103008;104008;108008;109008	1	bgm_universal_survey01		0	0	0	0	0	1011233	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
110010	2	12_01	29:story_list_12_01	29:story_list_12_01	57:dialg_bg_166	1012011	1;101008;102008;103008;104008;108008	1	bgm_bg_gx_tower01		0	0	0	0	1012011	1012013	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
110020	2	12_02	29:story_list_12_02	29:story_list_12_02	57:story_cg_070_1	1012021	1;101008;102008;103008;104008;108008;109008;111008;105008;121008;131008	1	bgm_universal_survey01		0	0	0	0	1012021	1012023	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
110030	2	12_03	29:story_list_12_03	29:story_list_12_03	57:story_cg_317_1	1012031	1;101008;102008;103008;104008;109008;20033	1			0	0	0	0	1012031	1012033	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
110040	3	12_04	29:main_task_story	29:main_task_story	57:main_task_bg	0	108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
110050	3	12_05	29:main_task_story	29:main_task_story	57:main_task_bg	0	108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
110060	3	12_06	29:main_task_story	29:main_task_story	57:main_task_bg	0	108008	1			0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
110070	3	12_07	29:main_task_story	29:main_task_story	57:main_task_bg	0	108008	1	bgm_battle_BF04		0	0	0	0	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
110080	2	12_08	29:story_list_12_08	29:story_list_12_08	57:story_cg_318_1	1012081	1;101008;102008;103008;104008;109008;20033	1	bgm_chapter03_Livehouse		0	0	0	0	1012081	1012083	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
110081	1	12_09	29:story_list_12_09	29:story_list_12_09	57:story_cg_074_1	1012090	1;101008;102008;103008;104008;109008;20033	1	bgm_bg_gx_tower01		0	0	0	1012090	0	0	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
110090	2	12_10	29:story_list_12_10	29:story_list_12_10	57:dialg_bg_188	1012101	1;101008;102008;103008;104008;108008	1	bgm_op_strange		0	0	0	0	1012101	1012103	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
110100	2	12_11	29:story_list_12_11	29:story_list_12_11	57:story_cg_320_1	1012111	1;101008;102008;103008;104008;108008	1			0	0	0	0	1012111	1012113	0	0	0	0	0	0	0	1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์	贝克街的猫	貝克街的貓	Baker's Cafe	ベイカーキャット	베이커 가의 고양이	เบเกอร์แคท
