id	task	chapter	monsteType	type	monsterShow	unlockNum	level	teamlevel	costNum	costNumLose	exp	cardExp	battleRules	proposalLevel	costItem	SceneId	rounds	petLineup	roleRestrictions	roleNun	powerMin	powerRatioTeamID	status	label	label_zh_TW	label_en_UK	label_ja_JP	label_ko_KR	label_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
110111	0	116	1	1		110110	0	0	0	0	0		1	160000	3000004	81302	99	0	0	4	0	13	1	16-2	16-2	16-2	16-2	16-2	16-2	意识操控	意識操控	Mind Control	マインドコントロール	조종당한 의식	ควบคุมสติ
110112	0	116	1	1		110111	0	0	0	0	0		1	160000	3000004	81303	99	0	0	4	0	13	1	16-3	16-3	16-3	16-3	16-3	16-3	不可饶恕	不可饒恕	Unforgivable	許せない	용서할 수 없는	อภัยให้ไม่ได้
110113	1006	116	1	3		110112	0	0	0	0	0		1	156000	3000004	81304	99	0	0	4	0	13	1	16-4	16-4	16-4	16-4	16-4	16-4	战力提升	戰力提升	Power Boost	戦闘力を高める	전투력 증가	เพิ่มพลัง
110120	0	116	1	2		110113	0	0	9	1	10	200	1	162000	3000004	81305	99	0	0	4	0	13	1	16-5	16-5	16-5	16-5	16-5	16-5	他人即地狱	他人即地獄	Hell is Other People	他人は地獄	타인은 지옥이다	นรกคือคนอื่น
110121	0	116	1	1		110120	0	0	0	0	0		1	162000	3000004	81306	99	0	0	4	0	13	1	16-6	16-6	16-6	16-6	16-6	16-6	抽丝剥茧	抽絲剝繭	Unraveling the Threads	丹念に探す	풀린 실마리	ค่อยๆ เปิดเผย
110122	0	116	1	0		110121	0	0	9	1	10	200	1	162000	3000004	81307	99	0	0	4	0	13	1	16-7	16-7	16-7	16-7	16-7	16-7	如影随形	如影隨形	Shadows Ever Close	付き纏う影	그림자 같은 존재	เงาตามตัว
110130	0	116	1	2		110122	0	0	9	1	10	200	1	162000	3000004	81308	99	0	0	4	0	13	1	16-8	16-8	16-8	16-8	16-8	16-8	禁闭之门	禁閉之門	The Closed Door	禁断の扉	금지된 문	ประตูต้องห้าม
110170	0	116	1	0		110130	0	0	9	1	10	200	1	162000	3000004	81309	99	0	0	4	0	13	1	16-9	16-9	16-9	16-9	16-9	16-9	封闭之心	封閉之心	Sealed Heart	閉ざされた心	굳게 닫힌 마음	หัวใจที่ปิดกั้น
110180	0	116	3	2		110170	0	0	9	1	10	200	12	162000	3000004	81310	99	0	0	4	0	13	1	16-10	16-10	16-10	16-10	16-10	16-10	旧疾	舊疾	Old Pain	旧病	과거의 질환	โรคเก่า
110210	1007	116	1	3		110180	0	0	0	0	0		1	158000	3000004	81311	99	0	0	4	0	13	1	16-11	16-11	16-11	16-11	16-11	16-11	大召唤师	大召喚師	Master Summoner	大召喚士	대소환사	ซัมมอนเนอร์
110220	1008	116	1	3		110210	0	0	0	0	0		1	158000	3000004	81312	99	0	0	4	0	13	1	16-12	16-12	16-12	16-12	16-12	16-12	餐厅升级	餐廳升級	Cafe Upgrade	レストランレベルアップ	카페테리아 레벨업	อัปเกรดคาเฟ่
110221	0	116	1	0		110220	0	0	9	1	10	200	1	164000	3000004	81313	99	0	0	4	0	13	1	16-13	16-13	16-13	16-13	16-13	16-13	痕迹	痕跡	Traces	跡	흔적	ร่องรอย
110222	0	116	1	0		110221	0	0	9	1	10	200	1	164000	3000004	81314	99	0	0	4	0	13	1	16-14	16-14	16-14	16-14	16-14	16-14	方向	方向	Direction	方向	방향	ทิศทาง
110230	1009	116	1	3		110222	0	0	0	0	0		1	160000	3000004	81315	99	0	0	4	0	13	1	16-15	16-15	16-15	16-15	16-15	16-15	战力提升	戰力提升	Power Boost	戦闘力を高める	전투력 증가	เพิ่มพลัง
110231	1010	116	1	3		110230	0	0	0	0	0		1	160000	3000004	81316	99	0	0	4	0	13	1	16-16	16-16	16-16	16-16	16-16	16-16	训练挑战	訓練挑戰	Training Challenge	訓練挑戦	훈련 도전	ความท้าทายในการฝึก
110240	0	116	1	2		110231	0	0	9	1	10	200	1	164000	3000004	81317	99	0	0	4	0	13	1	16-17	16-17	16-17	16-17	16-17	16-17	宿疴	宿屙	Lingering Illness	宿痾	고질병	โรคเรื้อรัง
110241	0	116	1	0		110240	0	0	9	1	10	200	1	164000	3000004	81318	99	0	0	4	0	13	1	16-18	16-18	16-18	16-18	16-18	16-18	遭遇战	遭遇戰	Sudden Skirmish	遭遇戦	조우전	ศึกเผชิญหน้า
110250	0	116	3	0		110241	0	0	14	1	15	300	12	168000	3000004	81319	99	0	0	4	0	13	1	16-19	16-19	16-19	16-19	16-19	16-19	突围战	突圍戰	Breakout	脱出戦	돌격전	ศึกฝ่าวงล้อม
110251	0	116	1	1		110250	0	0	0	0	0		1	168000	3000004	81320	99	0	0	4	0	13	1	16-20	16-20	16-20	16-20	16-20	16-20	帕拉斯	帕拉斯	Pallas	パラス	파라스	พัลลาส
111001	0	117	1	2		110251	0	0	9	1	10	200	1	170000	3000004	81401	99	0	0	4	0	13	1	17-1	17-1	17-1	17-1	17-1	17-1	雪将军广场	雪將軍廣場	Snowhawk Square	雪将軍広場	제네럴 스노우 프라자	จัตุรัสสโนว์
111010	0	117	1	2		111001	0	0	9	1	10	200	1	10500	3000004	81402	4	11101	0	1	0	13	1	17-2	17-2	17-2	17-2	17-2	17-2	笼中鸟	籠中鳥	Caged Bird	籠の鳥	새장 속 새	นกในกรง
111020	0	117	1	2		111010	0	0	9	1	10	200	1	170000	3000004	81403	99	0	0	4	0	13	1	17-3	17-3	17-3	17-3	17-3	17-3	渊底鱼	淵底魚	Fish in the Abyss	深淵の底にて	우물 안 개구리	ปลาแห่งก้นบึ้ง
111030	1101	117	1	3		111020	0	0	0	0	0		1	162000	3000004	81404	99	0	0	4	0	13	1	17-4	17-4	17-4	17-4	17-4	17-4	餐厅升级	餐廳升級	Cafe Upgrade	レストランレベルアップ	카페테리아 레벨업	อัปเกรดคาเฟ่
111031	1102	117	1	3		111030	0	0	0	0	0		1	162000	3000004	81405	99	0	0	4	0	13	1	17-5	17-5	17-5	17-5	17-5	17-5	装备强化	裝備強化	Gear Enhancement	装備強化	장비 강화	ตีบวกอุปกรณ์
111060	0	117	1	2		111031	0	0	9	1	10	200	1	172000	3000004	81406	99	0	0	4	0	13	1	17-6	17-6	17-6	17-6	17-6	17-6	不被原谅的人	不被原諒的人	The Unforgiven	許されない人	용서받지 못한 자	ผู้​ไม่​ได้รับ​การอภัย​คน​ไม่​ถูก​อภัย​
111070	0	117	3	2		111060	0	0	9	1	10	200	12	174000	3000004	81407	99	0	0	4	0	13	1	17-7	17-7	17-7	17-7	17-7	17-7	会合	會合	Reunion	会合	만남	รวมตัว
111080	0	117	1	2		111070	0	0	9	1	10	200	1	174000	3000004	81408	99	0	0	4	0	13	1	17-8	17-8	17-8	17-8	17-8	17-8	择日疯	擇日瘋	Day of Madness	日を選び狂う	광기의 선택	เลือกวันคลั่ง
111090	1103	117	1	3		111080	0	0	0	0	0		1	164000	3000004	81409	99	0	0	4	0	13	1	17-9	17-9	17-9	17-9	17-9	17-9	战力提升	戰力提升	Power Boost	戦闘力を高める	전투력 증가	เพิ่มพลัง
111091	1104	117	1	3		111090	0	0	0	0	0		1	164000	3000004	81410	99	0	0	4	0	13	1	17-10	17-10	17-10	17-10	17-10	17-10	训练挑战	訓練挑戰	Training Challenge	訓練挑戦	훈련 도전	ความท้าทายในการฝึก
111100	0	117	1	2		111091	0	0	9	1	10	200	1	174000	3000004	81411	99	0	0	4	0	13	1	17-11	17-11	17-11	17-11	17-11	17-11	囚徒	囚徒	The Captive	囚人	죄수	นักโทษ
111110	0	117	3	2		111100	0	0	9	1	10	200	12	174000	3000004	81412	99	0	0	4	0	13	1	17-12	17-12	17-12	17-12	17-12	17-12	撞日死	撞日死	Day of Doom	死期、至る	죽음의 날	อาจจะตายในสักวันหนึ่ง
111160	0	117	1	2		111110	0	0	9	1	10	200	1	178000	3000004	81413	99	0	0	4	0	13	1	17-13	17-13	17-13	17-13	17-13	17-13	视线终点	視線終點	The Gaze's End	視線の終点	시선이 닿는 곳에	สุดสายตา
111170	0	117	1	2		111160	0	0	9	1	10	200	1	178000	3000004	81414	99	0	0	4	0	13	1	17-14	17-14	17-14	17-14	17-14	17-14	新边森林	新邊森林	Edgewoods	新辺の森	뉴엣지 숲	ป่านิวเอดจ์
111171	0	117	1	1		111170	0	0	0	0	0		1	178000	3000004	81415	99	0	0	4	0	13	1	17-15	17-15	17-15	17-15	17-15	17-15	无人缺席	無人缺席	Full Attendance	欠席無し	전원 참석	มากันพร้อมหน้า
111180	0	118	1	2		111171	0	0	9	1	10	200	1	180000	3000004	81701	99	0	0	4	0	13	1	18-1	18-1	18-1	18-1	18-1	18-1	伴手礼	伴手禮	A Token of Gratitude	お土産	기념품	ของฝาก
111181	0	118	1	0		111180	0	0	9	1	10	200	1	180000	3000004	81702	99	0	0	4	0	13	1	18-2	18-2	18-2	18-2	18-2	18-2	日常清理	日常清理	Routine Maintenance	日常清掃	일상적인 청소	เก็บกวาดประจำวัน
111182	0	118	1	0		111181	0	0	9	1	10	200	1	180000	3000004	81703	99	0	0	4	0	13	1	18-3	18-3	18-3	18-3	18-3	18-3	街道维护	街道維護	Street Maintenance	街を守る	거리 수호	การซ่อมบำรุงถนน
111190	1105	118	1	3		111182	0	0	0	0	0		1	180000	3000004	81704	99	0	0	4	0	13	1	18-4	18-4	18-4	18-4	18-4	18-4	训练挑战	訓練挑戰	Training Challenge	訓練挑戦	훈련 도전	ความท้าทายในการฝึก
111191	0	118	1	0		111190	0	0	0	0	10	200	1	180000	3000004	81706	99	0	0	4	0	13	1	18-5	18-5	18-5	18-5	18-5	18-5	追溯	追溯	Trace Back	追跡	추소	สืบย้อนร่องรอย
111200	0	118	1	0		111191	0	0	9	1	10	200	1	180000	3000004	81706	99	0	0	4	0	13	1	18-6	18-6	18-6	18-6	18-6	18-6	电子杀菌	電子殺菌	Digital Sanitization	電子線滅菌	전자 살균	ระบบ​ฆ่าเชื้อ​อิเล็กทรอนิกส์​
111210	0	118	1	0		111200	0	0	9	1	10	200	1	180000	3000004	81707	99	0	0	4	0	13	1	18-7	18-7	18-7	18-7	18-7	18-7	医疗协助	醫療協助	Medical Assistance	医療支援	의료 서포트	การ​สนับสนุน​ทางการแพทย์​
111240	0	118	3	2		111210	0	0	9	1	10	200	12	185000	3000004	81708	99	0	0	4	0	13	1	18-8	18-8	18-8	18-8	18-8	18-8	苦难温床	苦難溫床	Seedbed of Suffering	苦難の温床	고통의 온상	แหล่งเพาะความทุกข์
111241	0	118	1	1		111240	0	0	0	0	0		1	185000	3000004	81709	99	0	0	4	0	13	1	18-9	18-9	18-9	18-9	18-9	18-9	旧事重提	舊事重提	Reliving the Past	過去を振り返る	다시 꺼낸 옛 이야기	พูดเรื่องเก่า
111250	0	118	1	2		111241	0	0	14	1	15	300	1	185000	3000004	81710	99	0	0	4	0	13	1	18-10	18-10	18-10	18-10	18-10	18-10	不真实感	不真實感	Disorientation	非現実	현실감없음	มโนภาพ
111251	0	118	1	1		111250	0	0	0	0	0		1	185000	3000004	81711	99	0	0	4	0	13	1	18-11	18-11	18-11	18-11	18-11	18-11	信任危机	信任危機	Crisis of Trust	信頼の危機	믿음의 위기	วิกฤตศรัทธา
112010	0	118	1	2		111251	0	0	9	1	10	200	1	185000	3000004	81712	99	0	0	4	0	13	1	18-12	18-12	18-12	18-12	18-12	18-12	转移注意	轉移注意	Shifting Focus	注意をそらす	주의 전환	ดึงความสนใจ
112020	0	118	1	2		112010	0	0	9	1	10	200	1	185000	3000004	81713	99	0	0	4	0	13	1	18-13	18-13	18-13	18-13	18-13	18-13	狭路相逢	狹路相逢	Unavoidable Confrontation	鉢合わせ	외나무다리에서의 만남	การเผชิญหน้า
112030	0	118	1	2		112020	0	0	9	1	10	200	1	185000	3000004	81714	99	0	0	4	0	13	1	18-14	18-14	18-14	18-14	18-14	18-14	过曝朱瑾	過曝朱瑾	Hibiscus in the Spotlight	過度な露出	과하게 노출된 부상화	ดอกไม้ที่รับแสงมากเกิน
112050	0	118	3	2		112030	0	0	9	1	10	200	12	190000	3000004	81715	99	0	0	4	0	13	1	18-15	18-15	18-15	18-15	18-15	18-15	金先生	金先生	Mr. King	キムさん	킴	มิสเตอร์จิน
112060	0	119	1	2		112050	0	0	9	1	10	200	1	190000	3000004	81801	99	0	0	4	0	13	1	19-1	19-1	19-1	19-1	19-1	19-1	暴风眼的意志	暴風眼的意志	The Will of StormEye	ストームアイの意志	스톰아이의 의지	เจตจำนงของสตอร์มอาย
112061	0	119	1	0		112060	0	0	9	1	10	200	1	190000	3000004	81802	99	0	0	4	0	13	1	19-2	19-2	19-2	19-2	19-2	19-2	清道夫之夜	清道夫之夜	Purifier's Waltz	スカベンジャーズナイト	스케빈저 나이트	ค่ำคืนกวาดล้าง
112062	0	119	1	0		112061	0	0	9	1	10	200	1	190000	3000004	81803	99	0	0	4	0	13	1	19-3	19-3	19-3	19-3	19-3	19-3	以物换物	以物換物	Barter	物々交換	물물교환	แลกเปลี่ยนสิ่งของ
112070	1201	119	1	3		112062	0	0	0	0	0		1	195000	3000004	81804	99	0	0	4	0	13	1	19-4	19-4	19-4	19-4	19-4	19-4	战力提升	戰力提升	Power Boost	戦闘力を高める	전투력 증가	เพิ่มพลัง
112080	1202	119	1	3		112070	0	0	0	0	0		1	195000	3000004	81805	99	0	0	4	0	13	1	19-5	19-5	19-5	19-5	19-5	19-5	装备强化	裝備強化	Gear Enhancement	装備強化	장비 강화	ตีบวกอุปกรณ์
112090	0	119	1	2		112080	0	0	9	1	10	200	1	195000	3000004	81806	99	0	0	4	0	13	1	19-6	19-6	19-6	19-6	19-6	19-6	十二议员	十二議員	The Twelve Legislators	十二議員	열두 명의 의원	สมาชิกสภาทั้ง 12
112100	0	119	1	2		112090	0	0	9	1	10	200	1	195000	3000004	81807	99	0	0	4	0	13	1	19-7	19-7	19-7	19-7	19-7	19-7	不期而遇	不期而遇	Sudden Encounter	偶然の出会い	우연한 만남	พบโดยบังเอิญ
112101	0	119	1	1		112100	0	0	0	0	0		1	195000	3000004	81808	99	0	0	4	0	13	1	19-8	19-8	19-8	19-8	19-8	19-8	客体凝视	客體凝視	Under Scrutiny	ゲイジング	객관적인 시선	เพ่งเล็งวัตถุ
112110	0	119	1	2		112101	0	0	9	1	10	200	1	200000	3000004	81809	99	0	0	4	0	13	1	19-9	19-9	19-9	19-9	19-9	19-9	冰山之下	冰山之下	Beneath the Ice	氷山の下	설산 아래	ใต้ภูเขาน้ำแข็ง
112111	0	119	1	0		112110	0	0	9	1	10	200	1	200000	3000004	81810	99	0	0	4	0	13	1	19-10	19-10	19-10	19-10	19-10	19-10	火种	火種	Spark	火種	불씨	เชื้อเพลิง
112120	1203	119	1	3		112111	0	0	0	0	0		1	200000	3000004	81811	99	0	0	4	0	13	1	19-11	19-11	19-11	19-11	19-11	19-11	外卖送餐	外賣送餐	Food Delivery	出前	배달	เดลิเวอรี่
112130	1204	119	1	3		112120	0	0	0	0	0		1	200000	3000004	81812	99	0	0	4	0	13	1	19-12	19-12	19-12	19-12	19-12	19-12	战力提升	戰力提升	Power Boost	戦闘力を高める	전투력 증가	เพิ่มพลัง
112140	1205	119	1	3		112130	0	0	0	0	0		1	200000	3000004	81813	99	0	0	4	0	13	1	19-13	19-13	19-13	19-13	19-13	19-13	区域探索	區域探索	District Exploration	エリア探索	지역 탐색	สำรวจพื้นที่
112160	0	119	1	2		112140	0	0	9	1	10	200	1	200000	3000004	81814	99	0	0	4	0	13	1	19-14	19-14	19-14	19-14	19-14	19-14	以杀止戈	以殺止戈	Ending Violence with Violence	殺を以て戦を止める	강력한 조치	ฆ่าเพื่อหยุดสงคราม
112170	0	119	3	2		112160	0	0	9	1	10	200	12	205000	3000004	81815	99	0	0	4	0	13	1	19-15	19-15	19-15	19-15	19-15	19-15	他	他	Him	彼	그 사람	เขา
112180	0	119	1	2		112170	0	0	9	1	10	200	1	205000	3000004	81816	99	0	0	4	0	13	1	19-16	19-16	19-16	19-16	19-16	19-16	新海市	新海市	Catto City	新海市	뉴오션 시티	แคทโตะ ซิตี้
112220	0	119	1	0		112180	0	0	9	1	10	200	1	205000	3000004	81817	99	0	0	4	0	13	1	19-17	19-17	19-17	19-17	19-17	19-17	车轮战	車輪戰	Relay Battle	車懸り	토너먼트	ศึกประลองต่อเนื่อง
112230	0	119	3	2		112220	0	0	9	1	10	200	12	210000	3000004	81818	99	0	0	4	0	13	1	19-18	19-18	19-18	19-18	19-18	19-18	祝福	祝福	Benediction	祝福	축복	อวยพร
112240	0	119	1	2		112230	0	0	14	1	15	300	1	210000	3000004	81819	99	0	0	4	0	13	1	19-19	19-19	19-19	19-19	19-19	19-19	呪福	呪福	The Curse	呪福	저주와 축복	สาปแช่ง
112241	0	119	1	1		112240	0	0	0	0	0		1	210000	3000004	81820	99	0	0	4	0	13	1	19-20	19-20	19-20	19-20	19-20	19-20	长夜终明	長夜終明	Dawn Breaks	夜はいずれ明ける	끝나버린 긴 밤	รุ่งอรุณหลังความมืด
112242	0	119	1	1		112241	0	0	0	0	0		1	210000	3000004	81821	99	0	0	4	0	13	1	19-21	19-21	19-21	19-21	19-21	19-21	K先生	K先生	Mr. K	K様	미스터K	มิสเตอร์เค
120010	0	120	1	1		112242	0	0	0	0	0		1	230000	3000004	81808	99	0	0	4	0	13	1	20-1	20-1	20-1	20-1	20-1	20-1	她的背影	她的背影	Her Silhouette	彼女の背中	그녀의 뒷모습	เงาของเธอ
120020	0	120	1	2		120010	0	0	9	1	10	300	1	230000	3000004	82001	99	0	0	4	0	13	1	20-2	20-2	20-2	20-2	20-2	20-2	消失之人	消失之人	The Vanished	消えた者	사라진 사람	คนที่หายไป
120030	0	120	1	2		120020	0	0	9	1	10	300	1	235000	3000004	82002	99	0	0	4	0	13	1	20-3	20-3	20-3	20-3	20-3	20-3	领袖的品格	領袖的品格	A Leader's Mettle	リーダーの品格	리더의 품격	คุณสมบัติของผู้นำ
120040	0	120	1	2		120030	0	0	9	1	10	300	1	240000	3000004	82003	99	0	0	4	0	13	1	20-4	20-4	20-4	20-4	20-4	20-4	隐忍未发	隱忍未發	Suppressed Outrage	堅忍	인내의 연속	อดกลั้น​ไว้​ยัง​ไม่​แสดงออก​
120050	0	120	1	2		120040	0	0	9	1	10	300	1	245000	3000004	82004	99	0	0	4	0	13	1	20-5	20-5	20-5	20-5	20-5	20-5	各自远扬	各自遠揚	Paths Diverge	それぞれの旅路	각자의 길을 가다	แยกย้ายกันไป
120060	0	120	3	2		120050	0	0	14	1	15	300	12	250000	3000004	82005	99	0	0	4	0	13	1	20-6	20-6	20-6	20-6	20-6	20-6	消失于掌中之物	消失於掌中之物	What Disappears from the Palm	掌から消える物	수중에서 사라진 물건	สิ่งที่หายไปจากฝ่ามือ
120070	0	120	1	1		120060	0	0	0	0	0		1	255000	3000004	81820	99	0	0	4	0	13	1	20-7	20-7	20-7	20-7	20-7	20-7	未曾遗忘之人	未曾遺忘之人	Those Unforgotten	忘るる勿れ	잊은 적 없는 사람	คนที่ไม่เคยถูกลืม
120080	0	120	1	2		120070	0	0	9	1	10	300	1	255000	3000004	82006	99	0	0	4	0	13	1	20-8	20-8	20-8	20-8	20-8	20-8	背叛与辜负	背叛與辜負	Betrayal and Broken Trust	裏切りと失望	배신과 외면	การทรยศและความผิดหวัง
120090	0	120	3	2		120080	0	0	14	1	15	300	12	260000	3000004	82007	99	0	0	4	0	13	1	20-9	20-9	20-9	20-9	20-9	20-9	未熄的心火	未熄的心火	Unquenched Flame	消えぬ心の炎	꺼지지 않는 분노	ไฟในหัวใจ\nที่ไม่มอดดับ
121010	0	121	1	2		120090	0	0	9	1	10	300	1	270000	3000004	82008	99	0	0	4	0	13	1	21-1	21-1	21-1	21-1	21-1	21-1	勇敢的决定	勇敢的決定	A Courageous Decision	勇気ある決断	용감한 결정	การตัดสินใจอันกล้าหาญ
121020	0	121	1	2		121010	0	0	9	1	10	300	1	275000	3000004	82009	99	0	0	4	0	13	1	21-2	21-2	21-2	21-2	21-2	21-2	梦中私会	夢中私會	A Secret Meeting in a Dream	夢の中での邂逅	꿈속에서의 비밀스러운 만남	พบกันในความฝัน
121030	0	121	1	1		121020	0	0	0	0	0		1		3000004	81820	99	0	0	4	0	13	1	21-3	21-3	21-3	21-3	21-3	21-3	深陷泥淖	深陷泥淖	Mired in the Morass	泥濘に沈む	깊은 수렁에 빠지다	จมลึกในหล่มโคลน
121040	0	121	1	2		121030	0	0	9	1	10	300	1	280000	3000004	82010	99	0	0	4	0	13	1	21-4	21-4	21-4	21-4	21-4	21-4	复苏的灵魂	復蘇的靈魂	The Soul Awakened	蘇る魂	다시 살아난 영혼	วิญญาณที่ฟื้นคืน
121050	0	121	3	2		121040	0	0	14	1	15	300	12	285000	3000004	82011	99	0	0	4	0	13	1	21-5	21-5	21-5	21-5	21-5	21-5	离群的羔羊	離群的羔羊	The Lone Lamb	迷える子羊	무리를 떠난 어린 양	ลูกแกะที่\nพลัดฝูง
121060	0	121	1	2		121050	0	0	9	1	10	300	1	290000	3000004	82012	99	0	0	4	0	13	1	21-6	21-6	21-6	21-6	21-6	21-6	融入阴影	融入陰影	Embracing the Shadows	影に溶け込む	그림자에 녹아들다	กลืนหายไปในเงามืด
121070	0	121	3	2		121060	0	0	14	1	15	300	12	295000	3000004	82013	99	0	0	4	0	13	1	21-7	21-7	21-7	21-7	21-7	21-7	幸运的法则	幸運的法則	The Law of Fortune	幸運の法則	행운의 법칙	กฎแห่งโชคชะตา
121080	0	121	1	2		121070	0	0	9	1	10	300	1	305000	3000004	82014	99	0	0	4	0	13	1	21-8	21-8	21-8	21-8	21-8	21-8	往日重现	往日重現	Echoes of the Past	往日の再現	재현되는 지난날	วันวานที่หวนคืน
122010	0	122	1	2		121080	0	0	9	1	10	300	1	310000	3000004	82015	99	0	0	4	0	13	1	22-1	22-1	22-1	22-1	22-1	22-1	死而复生之人	死而復生之人	The Resurrected	一度死んだ男	죽었다가 다시 살아난 자	คนที่ฟื้นคืนชีพ
122020	0	122	1	1		122010	0	0	9	1	10	300	1	315000	3000004	81820	99	0	0	4	0	13	1	22-2	22-2	22-2	22-2	22-2	22-2	无法弥补的遗憾	無法彌補的遺憾	The Irreparable Regret	遺憾の極み	돌이킬 수 없는 아쉬움	ความเสียใจ​ที่​ไม่​อาจ​แก้ไข​
122030	0	122	1	2		122020	0	0	9	1	10	300	1	315000	3000004	82016	99	0	0	4	0	13	1	22-3	22-3	22-3	22-3	22-3	22-3	传说中的三途川	傳說中的三途川	The Legendary Sanzu River	三途の川	전설 속의 삼도천	แม่น้ำซันซุในตำนาน
122040	0	122	1	2		122030	0	0	9	1	10	300	1	320000	3000004	82017	99	0	0	4	0	13	1	22-4	22-4	22-4	22-4	22-4	22-4	三兄弟	三兄弟	Three Brothers	三兄弟	삼형제	สามพี่น้อง
122050	0	122	3	2		122040	0	0	14	1	15	300	12	325000	3000004	82018	99	0	0	4	0	13	1	22-5	22-5	22-5	22-5	22-5	22-5	逢魔之时	逢魔之時	Encountering Devils	逢魔が時	악마를 만나는 시간	ช่วงเวลาอาถรรพ์
122060	0	122	1	1		122050	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1	22-6	22-6	22-6	22-6	22-6	22-6	生命的意义	生命的意義	The Meaning of Life	命の意義	생명의 의미	ความหมายของชีวิต
122070	0	122	1	2		122060	0	0	9	1	10	300	1	330000	3000004	82019	99	0	0	4	0	13	1	22-7	22-7	22-7	22-7	22-7	22-7	最后一个关键点	最後一個關鍵點	The Final Crucial Point	最後のキー・ポイント	마지막 메인 이모션 에너지 스팟	จุดสำคัญจุดสุดท้าย
122080	0	122	1	2		122070	0	0	9	1	10	300	1	335000	3000004	82020	99	0	0	4	0	13	1	22-8	22-8	22-8	22-8	22-8	22-8	不祥的黑猫	不祥的黑貓	The Ominous Black Cat	不吉な黒猫	불길한 검은 고양이	แมวดำ\nอัปมงคล
122090	0	122	3	2		122080	0	0	14	1	15	300	12	340000	3000004	82021	99	0	0	4	0	13	1	22-9	22-9	22-9	22-9	22-9	22-9	清理门户	清理門戶	Cleaning House	身内の粛清	쓰레기 청소	ชำระล้างองค์กร
123010	0	123	1	2		122090	0	0	9	1	10	300	1	335000	3000004	82301	99	0	0	4	0	13	1	23-1	23-1	23-1	23-1	23-1	23-1	罪恶的土地	罪惡的土地	Realm of Wickedness	罪深き土地	죄악의 땅	ดินแดนแห่งบาป
123020	0	123	1	2		123010	0	0	9	1	10	300	1	335000	3000004	82302	99	0	0	4	0	13	1	23-2	23-2	23-2	23-2	23-2	23-2	传承的秘密	傳承的秘密	The Secrets of the Legacy	代々伝わる秘密	전승의 비밀	ความลับที่ถูกสืบทอด
123030	0	123	1	1		123020	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1	22-3	22-3	22-3	22-3	22-3	22-3	暂停与重启	暫停與重啟	Paused and Restarted	ポーズとリセット	멈춤 및 재시작	การหยุดพัก​และ​จุดเริ่มต้น​
123040	0	123	1	2		123030	0	0	9	1	10	300	1	330000	3000004	82303	99	0	0	4	0	13	1	23-4	23-4	23-4	23-4	23-4	23-4	赌局	賭局	The Wager	賭け	도박	การเดิมพัน
123050	0	123	1	1		123040	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1	23-5	23-5	23-5	23-5	23-5	23-5	危险合作	危險合作	Perilous Collaboration	リスキーなパートナーシップ	위험한 협력	ความร่วมมือที่อันตราย
123060	0	123	3	2		123050	0	0	14	1	15	300	12	340000	3000004	82304	99	0	0	4	0	13	1	23-6	23-6	23-6	23-6	23-6	23-6	废弃的车站	廢棄的車站	Forgotten Station	廃れた駅	버려진 정거장	สถานีรกร้าง
123070	0	123	1	2		123060	0	0	9	1	10	300	1	335000	3000004	82305	99	0	0	4	0	13	1	23-7	23-7	23-7	23-7	23-7	23-7	不安的亡魂	不安的亡魂	Uneasy Spirits	そわそわする亡霊	불안한 망령	วิญญาณเร่ร่อน
123080	0	123	3	2		123070	0	0	14	1	15	300	12	340000	3000004	82306	99	0	0	4	0	13	1	23-8	23-8	23-8	23-8	23-8	23-8	禁忌的果实	禁忌的果實	The Forbidden Fruits	禁断の果実	금기의 열매	ผลไม้ ต้องห้าม
124010	0	124	1	1		123080	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1	24-1	24-1	24-1	24-1	24-1	24-1	厄运村	厄運村	Cursed Village	災厄の村	악운의 마을	หมู่บ้านต้องสาป
124020	0	124	1	2		124010	0	0	9	1	10	300	1	335000	3000004	82307	99	0	0	4	0	13	1	24-2	24-2	24-2	24-2	24-2	24-2	混血诅咒	混血詛咒	Hybrid's Curse	ハーフの呪い	혼혈의 저주	คำสาปแห่งสายเลือด
124030	0	124	1	2		124020	0	0	9	1	10	300	1	335000	3000004	82308	99	0	0	4	0	13	1	24-3	24-3	24-3	24-3	24-3	24-3	流浪猫	流浪貓	The Stray	野良猫	길고양이	แมวจรจัด
124040	0	124	1	1		124030	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1	24-4	24-4	24-4	24-4	24-4	24-4	旧事重提	舊事重提	Reliving the Past	過去を振り返る	다시 꺼낸 옛 이야기	พูดเรื่องเก่า
124050	0	124	1	1		124040	0	0	9	1	10	300	1	330000	3000004	81820	99	0	0	4	0	13	1	24-5	24-5	24-5	24-5	24-5	24-5	那个计划	那個計畫	That Scheme	あの企て	그 계획	แผนการนั้น
