id	chapterId	pic	status	title	title_zh_TW	title_en_UK	title_ja_JP	title_ko_KR	title_th_TH	text	text_zh_TW	text_en_UK	text_ja_JP	text_ko_KR	text_th_TH
65	121	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	11月18日 周六 气温：9~12℃ 多云转晴 西南风3~4级	11月18日 週六 氣溫：9~12℃ 多雲轉晴 西南風3~4級	Nov. 18, Saturday: 9-12℃, Partly cloudy clearing to sunny. SW wind at force 3-4.	11月18日（土）　気温：9~12℃　曇りのち曇り　南西の風 3〜4	11월 18일 토요일 기온: 9~12℃ 구름 많다가 맑음 남서풍 3~4급	วัน​เสาร์​ที่​ 28​ ตุลาคม​:​ อุณหภูมิ​ 11​ -​ 16​ ℃​ มี​เมฆมาก​ ฟ้า​โปร่ง​ มี​ลม​ตะวันตกเฉียงใต้​ ระดับ​ 3​ -​ 4​
66	121	41:main_ico_bubble_1	1	新海速报	新海速報	News Flash Catto City	ニューシー・エクスプレス	뉴오션 속보	ข่าวด่วนแคทโตะ	路边摊的情绪食品真的安全么？街头美食大起底！	路邊攤的情緒食品真的安全嗎？街頭美食大起底！	Are the Pathos-infused food offerings from street vendors genuinely safe? Delve into an in-depth exploration of street food!	心惹かれる屋台、提供アウトなパトス料理は？あなたの知らない屋台グルメ！	노점상의 감정 음식은 정말 안전한가? 길거리 음식 대조사!	อาหาร​พา​โธส​ข้างทาง​จะ​ปลอดภัย​จริง​เหรอ​?​ ตรวจสอบ​ความจริง​ของ​สตรีท​ฟู้ด​!​
67	122	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时53天。调查「复活者」的线索。	倒數計時53天。調查「復活者」的線索。	53 days remain. Investigate the clues pertaining to the enigmatic "Revivers."	残り53日。「復活者」の手がかりを探る。	카운트다운 53일. '부활자'의 단서를 조사한다.	นับ​ถอยหลัง​ 53​ วัน​ ตรวจสอบ​เบาะแส​ของ​ [​ผู้​คืนชีพ​]​
68	122	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	11月21日 周日 气温：25~31℃ 晴 无持续风向	11月21日 周日 氣溫：25~31℃ 晴 無持續風向	Nov. 21, Sunday: 25-31℃, Sunny. Variable wind.	11月21日（日）気温：25~31℃　晴れ	11월 21일 일요일 기온: 25~31℃ 맑음 바람 없음	วันอาทิตย์​ที่​ 21​ พฤศจิกายน​:​ อุณหภูมิ​ 25​ -​ 31​ ℃​ ฟ้า​โปร่ง​ ไม่​มี​ลม​
69	122	41:main_ico_bubble_1	1	新海速报	新海速報	News Flash Catto City	ニューシー・エクスプレス	뉴오션 속보	ข่าวด่วนแคทโตะ	探索离岛秋日之美，领略新海明珠的自然风光。	探索離島秋日之美，領略新海明珠的自然風光。	Embark on an autumnal escapade to Castaway Island and immerse yourself in the breathtaking natural beauty that Catto City has to offer.	離島に秋の訪れ、新海に輝く真珠の景色を堪能！	섬의 가을의 아름다움을 탐험하고 신해의 진주의 자연 경관을 감상한다.	สำรวจ​ความงดงาม​แห่ง​ฤดูใบไม้ร่วง​ของ​เกาะ​นอก​ชายฝั่ง​ ดื่มด่ำ​ไป​กับ​บรรยากาศ​ของ​ธรรมชาติ​
70	123	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时51天。带千术回海门村，与菲菲会合取得情报。	倒數計時51天。帶千術回海門村，與菲菲會合取得情報。	51 days remain. Escort Trixie back to Seagate Village and meet with Fifi to gather intelligence.	残り51日。千術を連れて海門村へ戻り、フィフィと合流して情報を得る。	D-51. 트릭시를 데리고 오션게이트로 돌아가 피피와 만나 정보를 얻으세요.	นับ​ถอยหลัง​ 51​ วัน​ พาท​ริก​ซี่​กลับ​หมู่บ้าน​ซี​เก​ต​ เพื่อ​รับ​ข้อมูล​จาก​เฟย์เฟย์​
71	123	41:main_ico_bubble_1	1	离岛瞭望	離島瞭望	Castaway Island Outlook	離島展望	케스터웨이 바라보기	หอ​สัง​เกตุ​การณ์​เกาะ​นอก​ชายฝั่ง​	重磅！离岛区长力推度假村建设，开启离岛璀璨新篇！	重磅！離島區長力推度假村建設，開啟離島璀璨新篇！	Breaking News! The Mayor of Castaway Island is advocating for a resort development, heralding a new era of prosperity for the island.	速報！離島区長、リゾート開発を推進！離島の輝かしい未来へ！	중요 정보! 케스터웨이 관리자가 리조트 건설을 적극 추친 중, 찬란한 새로운 시대를 열려합니다!	ข่าวใหญ่​!​ ผู้ว่า​การเกาะ​นอก​ชายฝั่ง​ดัน​โครงการ​สร้าง​รีสอร์ต​ เปิดฉาก​ใหม่​สู่​ความรุ่งโรจน์​ของ​เกาะ​!​
72	124	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时49天。调查海门村失踪事件。	倒數計時49天。調查海門村失蹤事件。	49 days remain. Investigate the disappearance case in Seagate Village.	残り49日。海門村の失踪事件を調査する。	D-51. 오션게이트의 실종 사건을 조사하세요	นับ​ถอยหลัง​ 49​ วัน​ สืบสวน​คดี​ การ​หายตัว​ไป​ใน​หมู่บ้าน​ซี​เก​ต​
73	124	41:main_ico_bubble_1	1	旧闻网	舊聞網	Chronicle Web	旧聞オンライン	뉴스 웹사이트(구)	เครือข่ายข่าวเก่า	历史专栏丨新海市衰败的起点，罗素家族天才科万·罗素的野望。	歷史專欄丨新海市衰敗的起點，羅素家族天才科萬·羅素的野望。	History Column 丨 Tracing Catto City's Decline to Its Source. The Aspirations of Genius Scientist Cauvin Russell, Heir to the Russell Family	歴史コラム丨新海市の衰退の始まり：ラッセル家の天才、コーワン・ラッセルの野望。	역사 칼럼丨뉴오션 시티의 쇠퇴, 러셀 가문의 천채 코완의 야망	คอลัมน์​ประวัติศาสตร์​丨​จุดเริ่มต้น​แห่ง​ความ​เสื่อมถอย​ของ​แค​ทโตะ​ ซิตี้​ และ​ความทะเยอทะยาน​ของ​อัจฉริยะ​จาก​ตระกูล​รัสเซลล์​ โค​วาน​ รัสเซลล์​
74	125	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时48天。阻止冥卡在海门车站的图谋。	倒數計時48天。阻止冥卡在海門車站的圖謀。	48 days remain. Foil Mink's plot at Seagate Station.	残り49日。ミンカの海門駅での陰謀を阻止する。	카운트다운: 48일. 밍크가 오션게이트 정거장에서 꾸미는 음모를 저지하라.	นับถอยหลัง 48 วัน ​ขัด​ขวาง​แผน​ร้าย​ของ​มิกะ​ที่​สถานี​ซีเกท​ให้​ได้​
75	125	41:main_ico_bubble_1	1	世界奇闻	世界奇聞	World Oddities	世界奇聞	세계 기이한 소식	เรื่องลี้ลับรอบโลก	祥瑞还是祸端？起底耀州神秘物种——玄猫。	祥瑞還是禍端？起底耀州神秘物種——玄貓。	Blessing or Curse? Unveiling Yaozhou's Mysterious Black Cat.	吉兆か、それとも災いか？耀州に現れた謎の存在――「黒猫」を追え。	길조인가, 재앙의 전조인가? 요주 신비 생물——현묘의 실체를 파헤친다.	มงคลหรือลางร้าย? ​เปิด​เผย​ตัว​ตน​ของ​สิ่ง​มี​ชีวิต​ลึก​ลับ​แห่ง​เหยาโจว ​—​แมวขนดำ​
76	126	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时48天。会见雾非，探索世界真相。	倒數計時48天。會見霧非，探索世界真相。	Countdown: 48 days. Meet Fata and uncover the world's hidden truth.	残り48日。霧非と会い、世界の真実を探る。	카운트다운 48일. 무히를 만나, 세계의 진실을 탐색하라.	นับถอยหลัง 48 วัน พบกับเฟต้า ออกเดินทางเพื่อสืบค้นความจริงของโลก
77	126	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	11月26日 周日 气温：9~15℃ 阴转多云 北风4~5级	11月26日 周日 氣溫：9~15℃ 陰轉多雲 北風4~5級	Nov 26, Sunday: 9-15℃, Overcast, NW at force 4-5	11月26日（日） 気温：9〜15℃　曇りのち晴れ　北風4〜5級	11월 26일 일요일 기온: 9~15℃ 흐림 뒤 구름 많음 북풍 4~5급	วันอาทิตย์ที่ 26 พฤศจิกายน อุณหภูมิ: 9~15℃ ท้องฟ้ามืดครึ้ม → มีเมฆมาก มีลมเหนือความเร็วระดับ 4~5 
78	126	41:main_ico_bubble_1	1	新海速报	新海速報	News Flash Catto City	ニューシー・エクスプレス	뉴오션 속보	ข่าวด่วนแคทโตะ	绪晶技术之谜：能源奇迹还是危险的潘多拉魔盒？	緒晶技術之謎：能源奇跡還是危險的潘朵拉魔盒？	The Pathite Mystery: Miracle energy or Pandora's peril?	緒晶テクノロジーの秘密：エネルギーの奇跡、あるいはパンドラの箱？	이모션 크리스털 기술의 수수께끼: 에너지의 기적인가, 아니면 위험한 판도라의 상자인가?	ความลับของนวัตกรรมพาไธต์: เป็นปาฏิหาริย์ด้านพลังงาน หรือกล่องแพนโดราที่เต็มไปด้วยอันตรายกันแน่?
79	127	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时36天。与军方达成共识。	倒數計時36天。與軍方達成共識。	Countdown: 36 days. Agreement reached with the military.	残り36日。軍と合意に達する。	카운트다운 36일. 군과 합의에 도달하다.	นับถอยหลัง 36 วัน บรรลุข้อตกลงกับฝ่ายทหาร
80	127	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	12月8日 周五 气温：8~13℃ 晴 西南风1~2级	12月8日 週五 氣溫：8~13℃ 晴 西南風1~2級	Dec 8, Friday: 8-13℃, Clear skies, SW wind at force 1-2	12月8日（金） 気温：8〜13℃　晴れ　南西の風1〜2級	12월 8일 금요일 기온: 8~13℃ 맑음 남서풍 1~2급	วันศุกร์ที่ 8 ธันวาคม อุณหภูมิ: 8~13℃ อากาศแจ่มใส มีลมตะวันตกเฉียงใต้ความเร็วระดับ 1~2
81	127	41:main_ico_bubble_1	1	旧城新闻	舊城新聞	Old Town Daily	旧城のニュース	구시가지 뉴스	เมืองเก่าเรื่องราวใหม่	世纪婚礼背后的真相。荣光之戒最后的归属之争。	世紀婚禮背後的真相。榮光之戒最後的歸屬之爭。	The hidden truth of the century's wedding. The final fight for the Ring of Glory.	世紀の結婚式に隠された真実。「栄光の指輪」をめぐる最終決戦。	세기의 결혼식 뒤에 숨겨진 진실. 영광의 반지 최종 귀속을 둘러싼 다툼.	ความจริงเบื้องหลังงานแต่งแห่งศตวรรษ การชิงชัยเพื่อครอบครองแหวนแห่งเกียรติยศครั้งสุดท้าย
