index	id	desc	wave	wave1NpcId	wave1Level	wave1NpcType	classId	classUpDate	intiSp	maxSp	ai	skinId	attribute	hpCount	equipId	summonPool	summonLevel	enemyNum	summonPoolSpecial	summonLevelSpecial	halo	behavior	SceneList	wavefront	waveafter	waveInitAction	waveLoopAction	script	scriptState	MonsterDialogue	PlayerDialogue	victory	defeat	tips	bubble	status
96218_2	96218	噩梦回响泰国第3期冥卡-09	2	31046052;34041051	476;527	1;3	1111;3111	1,1.1;3,1.82	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96219_1	96219	噩梦回响泰国第3期冥卡-10	1	34026051;34043051	553;553	1;1	2111;2111	1,1.15;3,1.22	1;2				2;2					3			8010207	0										0	-1	900109		1
96219_2	96219	噩梦回响泰国第3期冥卡-10	2	34026051;34031053;34043051	456;504;456	1;3;1	2111;3111;2111	1,1.15;3,1.87	1;2;1				2;2;2	5				5			8010207	0										0	-1	900109		1
96220_1	96220	噩梦回响泰国第3期冥卡-10	1	34004051	1115	1	2111	1,1.15;3,1.22	2				1					3			8010130	0										0	-1	900036		1
96220_2	96220	噩梦回响泰国第3期冥卡-10	2	34031053;34010051	453;500	1;3	2111;3111	1,1.15;3,1.87	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96231_1	96231	困难·噩梦回响泰国第3期冥卡-01	1	31104051;34025051;31004051	503;556;503	1;2;1	1111;3111;1111	1,1;3,1.82	1;1;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96232_1	96232	困难·噩梦回响泰国第3期冥卡-01	1	31046051;34026051;31046052	503;556;503	1;2;1	1111;3111;1111	1,1;3,1.82	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96233_1	96233	困难·噩梦回响泰国第3期冥卡-02	1	31023051;34043051;31005051	528;583;528	1;2;1	.	1,1;3,1.87	1;1;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96234_1	96234	困难·噩梦回响泰国第3期冥卡-02	1	31012051;34006051;31012051	528;583;528	1;2;1	1111;3111;1111	1,1;3,1.87	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96235_1	96235	困难·噩梦回响泰国第3期冥卡-03	1	31103051;34002051;31103051	553;612;553	1;2;1	1111;3111;1111	1,1;3,1.91	1;1;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96236_1	96236	困难·噩梦回响泰国第3期冥卡-03	1	31014051;34004051;31014051	553;612;553	1;2;1	1111;3111;1111	1,1;3,1.91	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96237_1	96237	困难·噩梦回响泰国第3期冥卡-04	1	31013051;34043051;31004051	578;639;578	1;2;1	1111;3111;1111	1,1;3,1.96	1;1;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96238_1	96238	困难·噩梦回响泰国第3期冥卡-04	1	31016051;34003051;31016051	578;639;578	1;2;1	1111;3111;1111	1,1;3,1.96	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96239_1	96239	困难·噩梦回响泰国第3期冥卡-05	1	31004051;34021051;31041051	604;667;604	1;2;1	1111;3111;1111	1,1;3,2.56	1;1;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96240_1	96240	困难·噩梦回响泰国第3期冥卡-05	1	31046051;34026051	571;632	1;2	1111;3111	1,1;3,2.56	1;1				1;1	5				3			8010130	0										0	-1	900036		1
96241_1	96241	困难·噩梦回响泰国第3期冥卡-06	1	31022051;34025051;31019051	628;695;628	1;3;1	1111;3111;1111	1,1;3,2.81	1;2;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96242_1	96242	困难·噩梦回响泰国第3期冥卡-06	1	31059051;34006051	595;658	1;3	1111;3111	1,1;3,2.81	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96243_1	96243	困难·噩梦回响泰国第3期冥卡-07	1	31013051;34008051;31046052	653;722;653	1;3;1	1111;3111;1111	1,1;3,3.06	1;2;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96244_1	96244	困难·噩梦回响泰国第3期冥卡-07	1	31046052;34001051	619;684	1;3	1111;3111	1,1;3,3.06	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96245_1	96245	困难·噩梦回响泰国第3期冥卡-08	1	31031051;34016051;31005051	679;750;679	1;3;1	1111;3111;1111	1,1;3,3.3	1;2;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96246_1	96246	困难·噩梦回响泰国第3期冥卡-08	1	31022051;34016051	643;710	1;3	1111;3111	1,1;3,3.3	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96247_1	96247	困难·噩梦回响泰国第3期冥卡-09	1	31041051;31022051;31041051	716;791;716	1;1;1	1111;3111;1111	1,1.1;3,2.38	1;2;1				2;2;2					3			8010207	0										0	-1	900109		1
96247_2	96247	困难·噩梦回响泰国第3期冥卡-09	2	31022051;34025051;31019051	716;791;716	1;3;1	1111;3111;1111	1,1.1;3,3.67	1;2;1				2;2;2	5				5			8010207	0										0	-1	900109		1
96248_1	96248	困难·噩梦回响泰国第3期冥卡-09	1	31019051	1507	1	2111	1,1.1;3,2.38	2				1					3			8010130	0										0	-1	900036		1
96248_2	96248	困难·噩梦回响泰国第3期冥卡-09	2	31046052;34041051	678;749	1;3	1111;3111	1,1.1;3,3.67	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96249_1	96249	困难·噩梦回响泰国第3期冥卡-10	1	34026051;34043051	789;789	1;1	2111;2111	1,1.15;3,2.62	1;2				2;2					3			8010207	0										0	-1	900109		1
96249_2	96249	困难·噩梦回响泰国第3期冥卡-10	2	34026051;34031053;34043051	651;720;651	1;3;1	2111;3111;2111	1,1.15;3,4.41	1;2;1				2;2;2	5				5			8010207	0										0	-1	900109		1
96250_1	96250	困难·噩梦回响泰国第3期冥卡-10	1	34004051	1585	1	2111	1,1.15;3,2.62	2				1					3			8010130	0										0	-1	900036		1
96250_2	96250	困难·噩梦回响泰国第3期冥卡-10	2	34031053;34010051	645;712	1;3	2111;3111	1,1.15;3,4.41	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96261_1	96261	绝境·噩梦回响泰国第3期冥卡-01	1	31104051;34025051;31004051	791;874;791	1;2;1	1111;3111;1111	1,1;3,4.44	1;1;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96262_1	96262	绝境·噩梦回响泰国第3期冥卡-01	1	31046051;34026051;31046052	791;874;791	1;2;1	1111;3111;1111	1,1.1;3,4.44	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96263_1	96263	绝境·噩梦回响泰国第3期冥卡-02	1	31023051;34043051;31005051	841;930;841	1;2;1	1111;3111;1111	1,1.1;3,4.94	1;1;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96264_1	96264	绝境·噩梦回响泰国第3期冥卡-02	1	31012051;34006051;31012051	841;930;841	1;2;1	1111;3111;1111	1,1.1;3,4.94	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96265_1	96265	绝境·噩梦回响泰国第3期冥卡-03	1	31103051;34002051;31103051	892;985;892	1;2;1	1111;3111;1111	1,1.1;3,5.43	1;1;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96266_1	96266	绝境·噩梦回响泰国第3期冥卡-03	1	31014051;34004051;31014051	892;985;892	1;2;1	1111;3111;1111	1,1.1;3,5.43	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96267_1	96267	绝境·噩梦回响泰国第3期冥卡-04	1	31013051;34043051;31004051	942;1041;942	1;2;1	1111;3111;1111	1,1.15;3,5.93	1;1;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96268_1	96268	绝境·噩梦回响泰国第3期冥卡-04	1	31016051;34003051;31016051	942;1041;942	1;2;1	1111;3111;1111	1,1.15;3,5.93	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96269_1	96269	绝境·噩梦回响泰国第3期冥卡-05	1	31004051;34021051;31041051	992;1097;992	1;2;1	1111;3111;1111	1,1.15;3,6.42	1;1;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96270_1	96270	绝境·噩梦回响泰国第3期冥卡-05	1	31046051;34026051	938;1037	1;2	1111;3111	1,1.15;3,6.42	1;1				1;1	5				3			8010130	0										0	-1	900036		1
96271_1	96271	绝境·噩梦回响泰国第3期冥卡-06	1	31022051;34025051;31019051	1042;1151;1042	1;3;1	1111;3111;1111	1,1.15;3,6.92	1;2;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96272_1	96272	绝境·噩梦回响泰国第3期冥卡-06	1	31059051;34006051	986;1089	1;3	1111;3111	1,1.15;3,6.92	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96273_1	96273	绝境·噩梦回响泰国第3期冥卡-07	1	31013051;34008051;31046052	1092;1207;1092	1;3;1	1111;3111;1111	1,1.15;3,7.41	1;2;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96274_1	96274	绝境·噩梦回响泰国第3期冥卡-07	1	31046052;34001051	1033;1142	1;3	1111;3111	1,1.15;3,7.41	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96275_1	96275	绝境·噩梦回响泰国第3期冥卡-08	1	31031051;34016051;31005051	1142;1263;1142	1;3;1	1111;3111;1111	1,1.15;3,7.91	1;2;0				2;2;2	5				5			8010207	0										0	-1	900109		1
96276_1	96276	绝境·噩梦回响泰国第3期冥卡-08	1	31022051;34016051	1080;1193	1;3	1111;3111	1,1.15;3,7.91	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96277_1	96277	绝境·噩梦回响泰国第3期冥卡-09	1	31041051;31022051;31041051	1193;1318;1193	1;1;1	1111;3111;1111	1,1.15;3,4.89	1;2;1				2;2;2					3			8010207	0										0	-1	900109		1
96277_2	96277	绝境·噩梦回响泰国第3期冥卡-09	2	31022051;34025051;31019051	1193;1318;1193	1;3;1	1111;3111;1111	1,1.15;3,8.4	1;2;1				2;2;2	5				5			8010207	0										0	-1	900109		1
96278_1	96278	绝境·噩梦回响泰国第3期冥卡-09	1	31019051	2500	1	2111	1,1.15;3,4.89	2				1					3			8010130	0										0	-1	900036		1
96278_2	96278	绝境·噩梦回响泰国第3期冥卡-09	2	31046052;34041051	1127;1246	1;3	1111;3111	1,1.15;3,8.4	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96279_1	96279	绝境·噩梦回响泰国第3期冥卡-10	1	34026051;34043051	1298;1298	1;1	2111;2111	1,1.15;3,5.18	1;2				2;2					3			8010207	0										0	-1	900109		1
96279_2	96279	绝境·噩梦回响泰国第3期冥卡-10	2	34026051;34031053;34043051	1074;1187;1074	1;3;1	2111;3111;2111	1,1.15;3,8.9	1;2;1				2;2;2	5				5			8010207	0										0	-1	900109		1
96280_1	96280	绝境·噩梦回响泰国第3期冥卡-10	1	34004051	2604	1	2111	1,1.15;3,5.18	2				1					3			8010130	0										0	-1	900036		1
96280_2	96280	绝境·噩梦回响泰国第3期冥卡-10	2	34031053;34010051	1063;1174	1;3	2111;3111	1,1.15;3,8.9	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96301_1	96301	噩梦回响泰国第4期猫娘乐园-01	1	31059051;34018051;31009051	312;344;312	1;2;1	1111;3111;1111	1,1;3,1.5	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96302_1	96302	噩梦回响泰国第4期猫娘乐园-01	1	31046051;34026051;31046052	312;344;312	1;2;1	1111;3111;1111	1,1.1;3,1.5	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96303_1	96303	噩梦回响泰国第4期猫娘乐园-02	1	31006051;34010051;31041051	338;372;338	1;2;1	1111;3111;1111	1,1.1;3,1.56	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96304_1	96304	噩梦回响泰国第4期猫娘乐园-02	1	31012051;34006051;31012051	338;372;338	1;2;1	1111;3111;1111	1,1.1;3,1.56	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96305_1	96305	噩梦回响泰国第4期猫娘乐园-03	1	31018051;34043051;31012051	364;401;364	1;2;1	1111;3111;1111	1,1.1;3,1.6	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96306_1	96306	噩梦回响泰国第4期猫娘乐园-03	1	31014051;34004051;31014051	364;401;364	1;2;1	1111;3111;1111	1,1.1;3,1.6	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96307_1	96307	噩梦回响泰国第4期猫娘乐园-04	1	31031051;34002051;31042051	390;429;390	1;2;1	1111;3111;1111	1,1.1;3,1.65	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96308_1	96308	噩梦回响泰国第4期猫娘乐园-04	1	31016051;34003051;31016051	390;429;390	1;2;1	1111;3111;1111	1,1.1;3,1.65	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96309_1	96309	噩梦回响泰国第4期猫娘乐园-05	1	31031051;34001051;31004051	415;457;415	1;2;1	1111;3111;1111	1,1.1;3,1.72	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96310_1	96310	噩梦回响泰国第4期猫娘乐园-05	1	31046051;34026051	394;435	1;2	1111;3111	1,1.1;3,1.72	1;1				1;1	5				3			8010130	0										0	-1	900036		1
96311_1	96311	噩梦回响泰国第4期猫娘乐园-06	1	31104051;34033051;31104051	441;487;441	1;3;1	1111;3111;1111	1,1.1;3,1.77	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96312_1	96312	噩梦回响泰国第4期猫娘乐园-06	1	31059051;34006051	419;462	1;3	1111;3111	1,1.1;3,1.77	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96313_1	96313	噩梦回响泰国第4期猫娘乐园-07	1	31059051;34036051;31042051	467;515;467	1;3;1	1111;3111;1111	1,1.1;3,1.82	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96314_1	96314	噩梦回响泰国第4期猫娘乐园-07	1	31046052;34001051	443;489	1;3	1111;3111	1,1.1;3,1.82	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96315_1	96315	噩梦回响泰国第4期猫娘乐园-08	1	31005051;34001051;31022051	493;544;493	1;3;1	1111;3111;1111	1,1.1;3,1.89	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96316_1	96316	噩梦回响泰国第4期猫娘乐园-08	1	31022051;34016051	468;516	1;3	1111;3111	1,1.1;3,1.89	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96317_1	96317	噩梦回响泰国第4期猫娘乐园-09	1	31042051;31024051;31024051	519;572;519	1;1;1	1111;3111;1111	1,1.1;3,1.18	1;2;0				1;1;1					3			8010133	0										0	-1	900039		1
96317_2	96317	噩梦回响泰国第4期猫娘乐园-09	2	31042051;34003051;31024051	519;572;519	1;3;1	1111;3111;1111	1,1.1;3,2.12	0;2;1				1;1;1	5				3			8010133	0										0	-1	900039		1
96318_1	96318	噩梦回响泰国第4期猫娘乐园-09	1	31019051	1163	1	2111	1,1.1;3,1.18	2				1					3			8010130	0										0	-1	900036		1
96318_2	96318	噩梦回响泰国第4期猫娘乐园-09	2	31046052;34041051	491;542	1;3	1111;3111	1,1.1;3,2.12	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96319_1	96319	噩梦回响泰国第4期猫娘乐园-10	1	34026051;34001051	606;606	1;1	2111;2111	1,1.1;3,1.22	1;2				1;1					3			8010133	0										0	-1	900039		1
96319_2	96319	噩梦回响泰国第4期猫娘乐园-10	2	34026051;34033051;34001051	499;518;499	1;3;1	2111;3111;2111	1,1.1;3,2.34	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96320_1	96320	噩梦回响泰国第4期猫娘乐园-10	1	34004051	1220	1	2111	1,1.1;3,1.22	2				1					3			8010130	0										0	-1	900036		1
96320_2	96320	噩梦回响泰国第4期猫娘乐园-10	2	34031053;34010051	496;515	1;3	2111;3111	1,1.1;3,2.34	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96331_1	96331	困难·噩梦回响泰国第4期猫娘乐园-01	1	31059051;34018051;31009051	519;572;519	1;2;1	1111;3111;1111	1,1;3,2.28	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96332_1	96332	困难·噩梦回响泰国第4期猫娘乐园-01	1	31046051;34026051;31046052	519;572;519	1;2;1	1111;3111;1111	1,1.1;3,2.04	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96333_1	96333	困难·噩梦回响泰国第4期猫娘乐园-02	1	31006051;34010051;31041051	544;600;544	1;2;1	1111;3111;1111	1,1.1;3,2.34	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96334_1	96334	困难·噩梦回响泰国第4期猫娘乐园-02	1	31012051;34006051;31012051	544;600;544	1;2;1	1111;3111;1111	1,1.1;3,2.09	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96335_1	96335	困难·噩梦回响泰国第4期猫娘乐园-03	1	31018051;34043051;31012051	571;629;571	1;2;1	1111;3111;1111	1,1.1;3,2.39	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96336_1	96336	困难·噩梦回响泰国第4期猫娘乐园-03	1	31014051;34004051;31014051	571;629;571	1;2;1	1111;3111;1111	1,1.1;3,2.13	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96337_1	96337	困难·噩梦回响泰国第4期猫娘乐园-04	1	31031051;34002051;31042051	596;657;596	1;2;1	1111;3111;1111	1,1.15;3,2.45	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96338_1	96338	困难·噩梦回响泰国第4期猫娘乐园-04	1	31016051;34003051;31016051	596;657;596	1;2;1	1111;3111;1111	1,1.15;3,2.19	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96339_1	96339	困难·噩梦回响泰国第4期猫娘乐园-05	1	31031051;34001051;31004051	623;686;623	1;2;1	1111;3111;1111	1,1.15;3,3.2	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96340_1	96340	困难·噩梦回响泰国第4期猫娘乐园-05	1	31046051;34026051	589;650	1;2	1111;3111	1,1.15;3,2.86	1;1				1;1	5				3			8010130	0										0	-1	900036		1
96341_1	96341	困难·噩梦回响泰国第4期猫娘乐园-06	1	31104051;34033051;31104051	648;714;648	1;3;1	1111;3111;1111	1,1.15;3,3.51	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96342_1	96342	困难·噩梦回响泰国第4期猫娘乐园-06	1	31059051;34006051	614;677	1;3	1111;3111	1,1.15;3,3.14	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96343_1	96343	困难·噩梦回响泰国第4期猫娘乐园-07	1	31059051;34036051;31042051	674;743;674	1;3;1	1111;3111;1111	1,1.15;3,3.82	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96344_1	96344	困难·噩梦回响泰国第4期猫娘乐园-07	1	31046052;34001051	638;704	1;3	1111;3111	1,1.15;3,3.41	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96345_1	96345	困难·噩梦回响泰国第4期猫娘乐园-08	1	31005051;34001051;31022051	700;772;700	1;3;1	1111;3111;1111	1,1.15;3,4.13	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96346_1	96346	困难·噩梦回响泰国第4期猫娘乐园-08	1	31022051;34016051	663;731	1;3	1111;3111	1,1.15;3,3.69	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96347_1	96347	困难·噩梦回响泰国第4期猫娘乐园-09	1	31042051;31024051;31024051	738;814;738	1;1;1	1111;3111;1111	1,1.15;3,2.98	1;2;0				1;1;1					3			8010133	0										0	-1	900039		1
96347_2	96347	困难·噩梦回响泰国第4期猫娘乐园-09	2	31042051;34003051;31024051	738;814;738	1;3;1	1111;3111;1111	1,1.15;3,4.92	0;2;1				1;1;1	5				3			8010133	0										0	-1	900039		1
96348_1	96348	困难·噩梦回响泰国第4期猫娘乐园-09	1	31019051	1650	1	2111	1,1.15;3,2.98	2				1					3			8010130	0										0	-1	900036		1
96348_2	96348	困难·噩梦回响泰国第4期猫娘乐园-09	2	31046052;34041051	699;771	1;3	1111;3111	1,1.15;3,4.92	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96349_1	96349	困难·噩梦回响泰国第4期猫娘乐园-10	1	34026051;34001051	864;864	1;1	2111;2111	1,1.15;3,3.28	1;2				1;1					3			8010133	0										0	-1	900039		1
96349_2	96349	困难·噩梦回响泰国第4期猫娘乐园-10	2	34026051;34033051;34001051	713;740;713	1;3;1	2111;3111;2111	1,1.15;3,5.41	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96350_1	96350	困难·噩梦回响泰国第4期猫娘乐园-10	1	34004051	1735	1	2111	1,1.15;3,3.28	2				1					3			8010130	0										0	-1	900036		1
96350_2	96350	困难·噩梦回响泰国第4期猫娘乐园-10	2	34031053;34010051	706;733	1;3	2111;3111	1,1.15;3,5.41	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96361_1	96361	绝境·噩梦回响泰国第4期猫娘乐园-01	1	31059051;34018051;31009051	816;899;816	1;2;1	1111;3111;1111	1,1;3,5.33	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96362_1	96362	绝境·噩梦回响泰国第4期猫娘乐园-01	1	31046051;34026051;31046052	816;899;816	1;2;1	1111;3111;1111	1,1.1;3,4.44	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96363_1	96363	绝境·噩梦回响泰国第4期猫娘乐园-02	1	31006051;34010051;31041051	868;956;868	1;2;1	1111;3111;1111	1,1.1;3,5.92	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96364_1	96364	绝境·噩梦回响泰国第4期猫娘乐园-02	1	31012051;34006051;31012051	868;956;868	1;2;1	1111;3111;1111	1,1.1;3,4.94	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96365_1	96365	绝境·噩梦回响泰国第4期猫娘乐园-03	1	31018051;34043051;31012051	920;1014;920	1;2;1	1111;3111;1111	1,1.1;3,6.52	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96366_1	96366	绝境·噩梦回响泰国第4期猫娘乐园-03	1	31014051;34004051;31014051	920;1014;920	1;2;1	1111;3111;1111	1,1.1;3,5.43	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96367_1	96367	绝境·噩梦回响泰国第4期猫娘乐园-04	1	31031051;34002051;31042051	972;1071;972	1;2;1	1111;3111;1111	1,1.15;3,7.11	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96368_1	96368	绝境·噩梦回响泰国第4期猫娘乐园-04	1	31016051;34003051;31016051	972;1071;972	1;2;1	1111;3111;1111	1,1.15;3,5.93	1;1;0				1;1;1	5				3			8010130	0										0	-1	900036		1
96369_1	96369	绝境·噩梦回响泰国第4期猫娘乐园-05	1	31031051;34001051;31004051	1024;1128;1024	1;2;1	1111;3111;1111	1,1.15;3,7.71	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96370_1	96370	绝境·噩梦回响泰国第4期猫娘乐园-05	1	31046051;34026051	968;1067	1;2	1111;3111	1,1.15;3,6.42	1;1				1;1	5				3			8010130	0										0	-1	900036		1
96371_1	96371	绝境·噩梦回响泰国第4期猫娘乐园-06	1	31104051;34033051;31104051	1075;1184;1075	1;3;1	1111;3111;1111	1,1.15;3,8.3	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96372_1	96372	绝境·噩梦回响泰国第4期猫娘乐园-06	1	31059051;34006051	1017;1121	1;3	1111;3111	1,1.15;3,6.92	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96373_1	96373	绝境·噩梦回响泰国第4期猫娘乐园-07	1	31059051;34036051;31042051	1127;1242;1127	1;3;1	1111;3111;1111	1,1.15;3,8.89	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96374_1	96374	绝境·噩梦回响泰国第4期猫娘乐园-07	1	31046052;34001051	1066;1175	1;3	1111;3111	1,1.15;3,7.41	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96375_1	96375	绝境·噩梦回响泰国第4期猫娘乐园-08	1	31005051;34001051;31022051	1178;1299;1178	1;3;1	1111;3111;1111	1,1.15;3,9.49	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96376_1	96376	绝境·噩梦回响泰国第4期猫娘乐园-08	1	31022051;34016051	1114;1227	1;3	1111;3111	1,1.15;3,7.91	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96377_1	96377	绝境·噩梦回响泰国第4期猫娘乐园-09	1	31042051;31024051;31024051	1230;1356;1230	1;1;1	1111;3111;1111	1,1.15;3,6.11	1;2;0				1;1;1					3			8010133	0										0	-1	900039		1
96377_2	96377	绝境·噩梦回响泰国第4期猫娘乐园-09	2	31042051;34003051;31024051	1230;1356;1230	1;3;1	1111;3111;1111	1,1.15;3,10.42	0;2;1				1;1;1	5				3			8010133	0										0	-1	900039		1
96378_1	96378	绝境·噩梦回响泰国第4期猫娘乐园-09	1	31019051	2737	1	2111	1,1.15;3,6.11	2				1					3			8010130	0										0	-1	900036		1
96378_2	96378	绝境·噩梦回响泰国第4期猫娘乐园-09	2	31046052;34041051	1163;1281	1;3	1111;3111	1,1.15;3,8.74	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96379_1	96379	绝境·噩梦回响泰国第4期猫娘乐园-10	1	34026051;34001051	1421;1421	1;1	2111;2111	1,1.15;3,6.47	1;2				1;1					3			8010133	0										0	-1	900039		1
96379_2	96379	绝境·噩梦回响泰国第4期猫娘乐园-10	2	34026051;34033051;34001051	1176;1221;1176	1;3;1	2111;3111;2111	1,1.15;3,11.03	1;2;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96380_1	96380	绝境·噩梦回响泰国第4期猫娘乐园-10	1	34004051	2851	1	2111	1,1.15;3,6.47	2				1					3			8010130	0										0	-1	900036		1
96380_2	96380	绝境·噩梦回响泰国第4期猫娘乐园-10	2	34031053;34010051	1163;1208	1;3	2111;3111	1,1.15;3,11.03	1;2				1;1	5				3			8010130	0										0	-1	900036		1
96381_1	96381	挑战·噩梦回响泰国第4期猫娘乐园-01	1	31059051;34036051	1267;1396	1;3	2111;3111	1,1.4;3,16.17	0;1				1;1	5				3			8010210	0										0	-1	900111		1
96382_1	96382	挑战·噩梦回响泰国第4期猫娘乐园-01	1	31046052;34001051	1267;1396	1;3	2111;3111	1,1.4;3,16.17	0;1				1;1	5				3			8010209	0										0	-1	900112		1
96383_1	96383	挑战·噩梦回响泰国第4期猫娘乐园-02	1	31005051;34001051	1543;1701	1;3	2111;3111	1,1.5;3,24.39	0;1				1;1	5				3			8010210	0										0	-1	900111		1
96384_1	96384	挑战·噩梦回响泰国第4期猫娘乐园-02	1	31022051;34016051	1543;1701	1;3	2111;3111	1,1.5;3,24.39	0;1				1;1	5				3			8010209	0										0	-1	900112		1
96385_1	96385	挑战·噩梦回响泰国第4期猫娘乐园-03	1	34026051;34033051	1543;1701	1;3	2111;3111	1,1.8;3,10000	0;1				1;1	100				3			8010210	0										10022	10023	900111		1
96386_1	96386	挑战·噩梦回响泰国第4期猫娘乐园-03	1	34031053;34010051	1543;1701	1;3	2111;3111	1,1.8;3,10000	0;1				1;1	100				3			8010209	0										10022	10023	900112		1
96401_1	96401	噩梦回响泰国第5期小曼-01	1	31059051;34018051;31009051	312;344;312	1;2;1	1111;3111;1111	1,1;3,1.5	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
96402_1	96402	噩梦回响泰国第5期小曼-01	1	31024051;34025051;31006051	312;344;312	1;2;1	1111;3111;1111	1,1.1;3,1.5	1;1;0				3;3;3	5				3			8010116	0										0	-1	900025		1
96403_1	96403	噩梦回响泰国第5期小曼-02	1	31006051;34010051;31041051	338;372;338	1;2;1	1111;3111;1111	1,1.1;3,1.56	1;1;0				1;1;1	5				3			8010133	0										0	-1	900039		1
