id	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	skillDesc	skillDesc_zh_TW	skillDesc_en_UK	skillDesc_ja_JP	skillDesc_ko_KR	skillDesc_th_TH
320050	1	逆刃	逆刃	Reversed Blade	逆刃	역날	ย้อนศร	当场上不存在友方单位时，清除孤独绅士当前所有增益并无法再获得增益效果，且受到伤害提升30%。	當場上不存在友方單位時，清除孤獨紳士當前所有增益並無法再獲得增益效果，且受到傷害提升30%。	If there are no allies on the battlefield, all buffs on Lonely Gentleman are removed. He will not receive any buffs and will take 30% more damage.	フィールドに味方がいない場合、ロンリージェントルマンにある全てのバフ効果が解除される上に、バフが得られなくなり、被ダメージ＋30%。	전장에 아군이 없으면 미스터래빗은 버프 효과를 획득할 수 없으며 적용되는 대미지가 30% 증가한다.	เมื่อ​ไม่​มี​พันธมิตร​ใน​สนาม​ จะ​ลบ​บัฟ​ทั้งหมด​ของ​ยอด​สุภาพบุรุษ​ และ​ไม่​สามารถ​ได้รับ​บัฟ​ได้​อีก​ พร้อมทั้ง​เพิ่ม​ดา​เม​จ​ที่​ได้รับ​ขึ้น​ 30%​
320051	1	蓄势	蓄勢	Energy Build-up	蓄勢	차지	สะสมพลัง	回合开始时，获得攻击力提升30%，受到暴击后消失	回合開始時，獲得攻擊力提升30%，受到爆擊後消失	At the beginning of the turn, increases ATK by 30%, but this bonus is removed upon receiving a critical hit.	ターン開始時、攻撃力＋30%、	턴 시작 시, 공격력 30% 상승을 획득하고 크리티컬 타격을 받은 후 해제된다.	เมื่อ​เริ่ม​เทิร์น​ จะ​ได้รับ​ ATK​ เพิ่มขึ้น​ 30%​ และ​จะ​หาย​ไป​เมื่อ​โดน​ดา​เม​จค​ริ​ติ​คอ​ล​
110401601	1	竹影·强袭	竹影·強襲	Bamboo Shadow - Blitz	竹影·強襲	죽영·강습	เงาไผ่·จู่โจม	暴击率提升_#num_percent_0_1_1_，可叠加3层，攻击后清除	爆擊率提升_#num_percent_0_1_1_，可疊加3層，攻擊後清除	Increases CRIT Rate by _#num_percent_0_1_1_, stacking up to 3 times, but this bonus is removed after attacking.	会心率＋_#num_percent_0_1_1_（最大3スタックまで、攻撃後解除）。	크리티컬률 +_#num_percent_0_1_1_, 3스택까지 중첩 가능, 공격 후 해재된다.	อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​ _#num_percent_0_1_1_​ ซ้อนทับ​ได้​ 3​ ชั้น​ และ​จะ​หาย​ไป​เมื่อ​โจมตี​
110401602	1	竹影	竹影	Bamboo Shadow	竹影	죽영	เงาไผ่	有其他友方在场时无法被选中，行动后清除。回合结束时获得1层「竹影·强袭」和1点奥义能量	有其他友方在場時無法被選中，行動後清除。回合結束時獲得1層「竹影·強襲」和1點奧義能量	If there are other allies on the battlefield, this Combatant cannot be targeted. This effect is removed after an action. Gains 1 stack of Bamboo Shadow - Blitz and 1 SP at the end of the turn.	他の味方がフィールドにいる場合、自身は選択されない（行動後解除）。ターン終了時、<color="#FF7F50">「竹影·強襲」</color>を1スタック獲得し、SP＋1。	필드에 다른 아군이 있을 때 선택 불가, 행동 후 해제된다. 턴 종료 시 「죽영·강습」 1스택과 필살기 게이지 1pt를 획득한다.	เมื่อ​มี​เพื่อน​คนอื่น​อยู่​ใน​สนาม​ จะ​ไม่​ตกเป็น​เป้าหมาย​ เอฟเฟกต์​นี้​จะ​ถู​กลบ​หลังจาก​ใช้​สกิล​ และ​เมื่อ​จบ​เทิร์น​จะ​ได้รับ​ [​เงา​ไผ่​·​จู่โจม​]​ 1​ ชั้น​ และ​พลังงาน​อัล​ติ​เมท​ 1​ แต้ม​
110201201	1	护盾	護盾	Shield	シールド	실드	โล่ป้องกัน	吸收伤害的护盾，新获得护盾会覆盖已存在的护盾，生命相关能力提升15%	吸收傷害的護盾，新獲得護盾會覆蓋已存在的護盾，生命相關能力提升15%	A shield that absorbs damage; newly acquired shields will replace existing ones, and HP abilities are increased by 15%.	ダメージを吸収するシールド。新しいシールドは既存のシールドを取り替える。HPに関連する能力＋15%	대미지를 흡수하는 실드. 새로 획득한 실드는 기존 실드를 덮어쓴다. HP 관련 능력치가 15% 상승한다.	โล่​ที่​ดูดซับ​ดา​เม​จ​ เมื่อ​ได้รับ​โล่​ป้องกัน​ให้​จะ​แทนที่​โล่​เดิม​ และ​เพิ่ม​ทักษะ​ที่​เกี่ยวกับ​ HP​ ขึ้น​ 15%​
110101803	1	余音	餘音	Aftersound	余韻	여운	เสียงสะท้อน	受到下一次攻击技能的伤害不超过_#num_percent_0_1_1_最大生命值，生效后清除	受到下一次攻擊技能的傷害不超過_#num_percent_0_1_1_最大生命值，生效後清除	Damage from the next offensive skill will not exceed _#num_percent_0_1_1_ of max HP. This effect is removed after activation.	次に受けたダメージは最大HPの_#num_percent_0_1_1_を超えない。発動後に解除される。	다음 공격 스킬로 받는 대미지가 최대 HP의 _#num_percent_0_1_1_를 초과하지 않으며, 발동 후 해제된다.	ดา​เม​จ​จาก​สกิล​โจมตี​ครั้ง​ถัดไป​ที่​ได้รับ​จะ​ไม่​เกิน​ _#num_percent_0_1_1_​ ของ​ MaxHP​ เอฟเฟกต์​นี้​จะ​ถู​กลบ​เมื่อ​ทำงาน​
110101804	1	暴击率提升	爆擊率提升	CRIT Rate UP	会心率アップ	크리티컬 확률 증가	อัตราคริติคอลเพิ่มขึ้น	按“茂林余音”暴击率的_#num_percent_0_1_1_，提升暴击率	按“茂林餘音”爆擊率的_#num_percent_0_1_1_，提升爆擊率	Increases CRIT Rate based on _#num_percent_0_1_1_ of Emerald Tune's CRIT Rate.	「茂林余韻」の_#num_percent_0_1_1_会心率に基づき、会心率をアップさせる。	‘무림의 여운’의 크리티컬률의 _#num_percent_0_1_1_만큼 크리티컬률이 증가한다.	เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​ขึ้น​ _#num_percent_0_1_1_​ ตาม​อัต​ราค​ริ​ติ​คอ​ล​ของ​ "​บทเพลง​พฤกษา​"​
110101805	1	攻击力提升	攻擊力提升	ATK Boost	攻撃力アップ	공격력 증가	ATK เพิ่มขึ้น	按“茂林余音”攻击力的_#num_percent_0_1_1_，提升攻击力	按“茂林餘音”攻擊力的_#num_percent_0_1_1_，提升攻擊力	Increases ATK based on _#num_percent_0_1_1_ of Emerald Tune's ATK.	「茂林余韻」の_#num_percent_0_1_1_攻撃力に基づき、攻撃力をアップさせる。	‘무림의 여운’의 공격력의 _#num_percent_0_1_1_만큼 공격력이 증가한다.	เพิ่ม​ ATK​ ขึ้น​ _#num_percent_0_1_1_​ ตาม​ ATK​ ของ​ "​บทเพลง​พฤกษา​"​
110101806	1	暴击伤害提升	爆擊傷害提升	CRIT DMG Boost	会心ダメージアップ	크리티컬 대미지 증가	ดาเมจคริติคอลเพิ่มขึ้น	暴击伤害提_#num_percent_0_1_1_，行动后清除	爆擊傷害提_#num_percent_0_1_1_，行動後清除	Increases CRIT DMG by _#num_percent_0_1_1_. This effect is removed after an action.	会心ダメージ＋_#num_percent_0_1_1_。行動後に解除される。	크리티컬 대미지 _#num_percent_0_1_1_ 증가하며, 행동 후 해제된다.	ดา​เม​จค​ริ​ติ​คอ​ล​เพิ่มขึ้น​ _#num_percent_0_1_1_​ เอฟเฟกต์​นี้​จะ​ถู​กลบ​เมื่อ​ใช้​สกิล​แล้ว​
110101807	1	伤害传递	傷害傳遞	Transferal	とばっちり	대미지 공유	ถ่ายทอดดาเมจ	将受到伤害的_#num_percent_0_1_4_传递给其他拥有伤害传递的单位	將受到傷害的_#num_percent_0_1_4_傳遞給其他擁有傷害傳遞的單位	Transfers _#num_percent_0_1_4_ of the DMG taken to other units afflicted with the Transferal.	被ダメージの_#num_percent_0_1_4_をフィールド上の他の味方に共有する。	받는 대미지의 _#num_percent_0_1_4_를 다른 대미지 공유 효과를 가진 유닛에게 전가한다.	จะ​ถ่ายทอด​ดา​เม​จ​ _#num_percent_0_1_4_​ ที่​ได้รับ​ให้​กับ​ยูนิต​ที่​มี​เอฟเฟกต์​ถ่ายทอด​ดา​เม​จอ​ยู่​
320052	1	专属加成	專屬加成	Exclusive Bonus	専属ボーナス	전용 버프	โบนัสพิเศษ	攻击力提升_#num_percent_0_1_1_	攻擊力提升_#num_percent_0_1_1_	Increases ATK by _#num_percent_0_1_1_.	攻撃力＋_#num_percent_0_1_1_	공격력 +_#num_percent_0_1_1_ 	ATK​ เพิ่มขึ้น​ _#num_percent_0_1_1_​
320053	1	专属加成	專屬加成	Exclusive Bonus	専属ボーナス	전용 버프	โบนัสพิเศษ	暴击伤害提升_#num_percent_0_1_1_	爆擊傷害提升_#num_percent_0_1_1_	Increases CRIT DMG by _#num_percent_0_1_1_.	会心ダメージ＋_#num_percent_0_1_1_	크리티컬 대미지 +_#num_percent_0_1_1_	ดา​เม​จค​ริ​ติ​คอ​ล​เพิ่มขึ้น​ _#num_percent_0_1_1_​
320054	1	赌运	賭運	Bet	ギャンブル運	운 시험	เสี่ยงโชค	每回合开始时随机获得1个增益/减益效果，持续2回合	每回合開始時隨機獲得1個增益/減益效果，持續2回合	Gains a random buff or debuff at the beginning of each turn, lasting for 2 turns.	毎ターン開始時ランダムでバフ/デバフを1つ付与する、2ターン持続。	매 턴 시작 시 랜덤으로 버프 효과 또는 디버프 효과를 획득한다.(2턴 동안 지속)	เมื่อ​เริ่ม​เทิร์น​จะ​สุ่ม​รับ​เอฟเฟกต์​บัฟ​/​ดี​บัฟ​ 1​ อย่าง​ ต่อเนื่อง​ 2​ เทิร์น​
320055	1	专属加成	專屬加成	Exclusive Bonus	専属ボーナス	전용 버프	โบนัสพิเศษ	暴击率提升_#num_percent_0_1_1_	爆擊率提升_#num_percent_0_1_1_	Increases CRIT Rate by _#num_percent_0_1_1_.	会心率＋_#num_percent_0_1_1_	크리티컬율 +_#num_percent_0_1_1_	อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​ _#num_percent_0_1_1_​
320056	1	梦魇涌动	夢魘湧動	Nightmare Surge	ステージ効果	나이트메어 침식	กระแสฝันร้าย	防御力提升_#num_percent_0_1_1_，受到【真实伤害】提升_#num_percent_0_2_1_	防禦力提升_#num_percent_0_1_1_，受到【真實傷害】提升_#num_percent_0_2_1_	Increases DEF by _#num_percent_0_1_1_ but takes _#num_percent_0_2_1_ more [True DMG].	防御力＋_#num_percent_0_1_1_、受ける直撃ダメージ＋_#num_percent_0_2_1_	방어력 +_#num_percent_0_1_1_, 적용되는 [고정 대미지] +_#num_percent_0_2_1_	DEF​ เพิ่มขึ้น​ _#num_percent_0_1_1_​ ได้รับ​ [​ดา​เม​จ​จริง​]​ เพิ่มขึ้น​ _#num_percent_0_2_1_​
114400101	1	边池	邊池	Side Pot	池のほとり	연못가	ไซด์พอต	受到群体伤害降低_#num_percent_0_1_1_；受击时，对攻击者施加1回合「诅咒」	受到群體傷害降低_#num_percent_0_1_1_；受擊時，對攻擊者施加1回合「詛咒」	Reduces AoE DMG taken by _#num_percent_0_1_1_; when attacked, inflicts Curse on the attacker for 1 turn.	受ける全体ダメージ－_#num_percent_0_1_1_。被ダメージ時、攻撃者に1ターンの「呪詛」を付与する	적용되는 광역 대미지 -_#num_percent_0_1_1_, 피격 시 공격자에게 1턴 동안 「저주」 적용	ได้รับ​ดา​เม​จ​หมู่​ลดลง​ _#num_percent_0_1_1_​ เมื่อ​โดน​โจมตี​ จะ​ติด​ [​คำสาป​]​ ใส่​ผู้​ที่​โจมตี​ 1​ เทิร์น​
320057	1	苦痛	苦痛	Pain	苦痛	고통	ทรมาน	每次受到攻击时，获得一层造成伤害提高15%，上限5层	每次受到攻擊時，獲得一層造成傷害提高15%，上限5層	Gains 1 stack of an effect that increases their DMG dealt by 15% each time they are attacked, stacking up to 5 times.	被ダメージ時に、1スタックの与ダメージ+15%を獲得する（最大5スタック）	매번 피격 시, 1 스택의 부여하는 대미지 +15%, 최대 5스택 중첩 가능	ทุกครั้งที่​โดน​โจมตี​ จะ​ได้รับ​สถานะ​เพิ่ม​ดา​เม​จ​ 15%​ 1​ ชั้น​ สูงสุด​ 5​ ชั้น​
320058	1	气急败坏	氣急敗壞	Fury	周章狼狽	극한의 분노	เดือดดาล	每回合获得1层防御力降低10%，攻击力提升10%，上限5层	每回合獲得1層防禦力降低10%，攻擊力提升10%，上限5層	Gains 1 stack of an effect that reduces their DEF by 10% and increases their ATK by 10% each turn, stacking up to 5 times.	ターンごとに1スタックの防御力－10%・攻撃力＋10%を獲得する（最大5スタック）	턴당 1스택의 방어력 -10%, 공격력 +10%, 최대 5스택 중첩 가능	ใน​แต่ละ​เทิร์น​ จะ​ได้รับ​สถานะ​ลด​ DEF​ ลง​ 10%​ และ​เพิ่ม​ ATK​ ขึ้น​ 10%​ สูงสุด​ 5​ ชั้น​
320059	1	满盘皆输	滿盤皆輸	Total Defeat	ぼろ負け	신중한 플레이	แพ้ราบคาบ	每回合开始时，都有10%的概率失去90%的当前生命值	每回合開始時，都有10%的機率失去90%的當前生命值	At the beginning of each turn, there is a 10% chance of losing 90% of their current HP.	毎ターン開始時に10%の確率で90%の残りHPを失う	매턴 시작 시, 10%의 확률로 현재 HP의 90%를 잃는다.	เมื่อ​เริ่ม​เทิร์น​ มีโอกาส​ 10%​ ที่จะ​สูญเสีย​ 90%​ ของ​ MaxHP​
320060	1	梦魇涌动	夢魘湧動	Nightmare Surge	ステージ効果	나이트메어 침식	กระแสฝันร้าย	防御力降低_#num_percent_0_1_1_	防禦力降低_#num_percent_0_1_1_	Reduces DEF by _#num_percent_0_1_1_.	防御力−_#num_percent_0_1_1_	방어력 -_#num_percent_0_1_1_ 	DEF​ ลดลง​ _#num_percent_0_1_1_​
320061	1	梦魇涌动	夢魘湧動	Nightmare Surge	ステージ効果	나이트메어 침식	กระแสฝันร้าย	攻击力降低_#num_percent_0_1_1_	攻擊力降低_#num_percent_0_1_1_	Reduces ATK by _#num_percent_0_1_1_.	攻撃力−_#num_percent_0_1_1_	공격력 -_#num_percent_0_1_1_ 	ATK​ ลดลง​ _#num_percent_0_1_1_​
320062	1	梦魇涌动	夢魘湧動	Nightmare Surge	ステージ効果	나이트메어 침식	กระแสฝันร้าย	忍耐率降低_#num_percent_0_1_1_	忍耐率降低_#num_percent_0_1_1_	Reduces Endurance by _#num_percent_0_1_1_.	忍耐率−_#num_percent_0_1_1_	인내율 -_#num_percent_0_1_1_ 	อัตรา​อดทน​ลดลง​ _#num_percent_0_1_1_​
320063	1	梦魇涌动	夢魘湧動	Nightmare Surge	ステージ効果	나이트메어 침식	กระแสฝันร้าย	暴击率降低_#num_percent_0_1_1_	爆擊率降低_#num_percent_0_1_1_	Reduces CRIT Rate by _#num_percent_0_1_1_.	会心率−_#num_percent_0_1_1_	크리티컬율 -_#num_percent_0_1_1_ 	อัต​ราค​ริ​ติ​คอ​ล​ลดลง​ _#num_percent_0_1_1_​
320064	1	梦魇涌动	夢魘湧動	Nightmare Surge	ステージ効果	나이트메어 침식	กระแสฝันร้าย	造成【间接伤害】提升_#num_percent_0_1_1_	造成【間接傷害】提升_#num_percent_0_1_1_	Increases [Indirect DMG] dealt by _#num_percent_0_1_1_.	与える間接ダメージ＋_#num_percent_0_1_1_	부여하는 [간접 대미지] +_#num_percent_0_1_1_	สร้าง​ [​ดา​เม​จ​ต่อเนื่อง​]​ เพิ่มขึ้น​ _#num_percent_0_1_1_​
114100801	1	幸运福袋	幸運福袋	Lucky Lootbag	強運の福袋	행운주머니	ถุงนำโชค	该状态下，友方全体幸运值提升150%	該狀態下，友方全體幸運值提升150%	While under this state, increases all allies' Luck by 150%.	効果発動中、味方全体幸運値＋150%	해당 상태에서 아군 전체의 행운 +150%	เมื่อ​อยู่​ใน​สถานะ​นี้​ จะ​เพิ่ม​ โชค​ ให้​เพื่อน​ร่วม​ทีม​ทุกคน​ 150%​
114100802	1	直播保镖	直播保鏢	Livestream Bodyguard	配信ガードマン	스트리밍 가드	บอดี้การ์ดสตรีมเมอร์	铃铃弥音的专属标记	鈴鈴彌音的專屬標記	Vibrant Melinndy's exclusive mark	嫋々たる鈴の音の専用バフ	경쾌한 멜로디 전용	ตรา​เฉพาะ​ของ​ทำนอง​คลอง​ใจ​
114100803	1	人气加成	人氣加成	Popularity Bonus	人気補正	인기 버프	โบนัสความนิยม	铃铃弥音的专属护盾，可与其他护盾效果叠加	鈴鈴彌音的專屬護盾，可與其他護盾效果疊加	Vibrant Melinndy's exclusive shield, which can stack with other shields.	嫋々たる鈴の音が付与する特殊シールド、他のシールドと重ねがけ可能	경쾌한 종소리의 전용 실드, 다른 실드와 중첩된다.	โล่​พิเศษ​ของ​ทำนอง​คลอง​ใจ​ สามารถ​ใช้​ซ้อนทับ​กับ​โล่​ป้องกัน​อื่น​ได้​
114100804	1	幸运福袋	幸運福袋	Lucky Lootbag	強運の福袋	행운주머니	ถุงนำโชค	该状态下，友方全体幸运值提升180%	該狀態下，友方全體幸運值提升180%	While under this state, increases all allies' Luck by 180%.	効果発動中、味方全体幸運値＋180%	해당 상태에서 아군 전체의 행운 +180%	เมื่อ​อยู่​ใน​สถานะ​นี้​ จะ​เพิ่ม​ โชค​ ให้​เพื่อน​ร่วม​ทีม​ทุกคน​ 180%​
320065	1	被动愈合	被動癒合	Passive Healing	自己治癒力	패시브 치유	ฟื้นฟูแบบพาสซีฟ	回合开始时恢复自身20%最大生命值	回合開始時恢復自身20%最大生命值	At the beginning of the turn, this Combatant restores 20% of max HP.	毎ターン開始時、自身のHPを20%回復する	턴 시작 시 자체 최대 HP 20%를 회복합니다	เมื่อ​เริ่ม​เทิร์น​ จะ​ฟื้นฟู​ HP​ ให้​ตนเอง​ 20%​ ของ​ MaxHP​
141403706	1	骰子戏法：点数1	骰子戲法：點數1	Dice Trick: Roll 1	ダイストリック：1の目	주사위 놀이 방법: 눈금1	ทอย​ลูกเต๋า​:​ แต้ม​เท่ากับ​ 1​	【奖励】：BOSS受到我方攻击力最高战斗员300%攻击力的【纯粹伤害】	【獎勵】：BOSS受到我方攻擊力最高戰鬥員300%攻擊力的【純粹傷害】	[Bonus]: The BOSS takes 300% of the ATK of the allied Combatant with the highest ATK as Pure Damage.	【ボーナス】攻撃力の最も高い味方が敵ボスに攻撃力300%の純ダメージを与える	[보상]: 보스 몬스터에게 아군 중 공격력이 가장 강한 전투원의 공격력의 300%에 해당하는 [고정 대미지]를 적용한다.	[​รางวัล​]:​ บอส​ได้รับ​ [​ดา​เม​จ​เพียว​]​ เท่ากับ​ 300%​ ของ​ ATK​ ของ​ตัวละคร​ที่​มี​ ATK​ สูง​ที่สุด​ใน​ทีม​
141403707	1	骰子戏法：点数2	骰子戲法：點數2	Dice Trick: Roll 2	ダイストリック：2の目	주사위 놀이 방법: 눈금2	ทอย​ลูกเต๋า​:​ แต้ม​เท่ากับ​ 2​	【奖励】：BOSS受到我方攻击力最高战斗员300%攻击力的【纯粹伤害】，并恢复我方全体30%最大生命值	【獎勵】：BOSS受到我方攻擊力最高戰鬥員300%攻擊力的【純粹傷害】，並恢復我方全體30%最大生命值	[Bonus]: The BOSS takes 300% of the ATK of the allied Combatant with the highest ATK as Pure Damage, and all allied units restore 30% of their max HP.	【ボーナス】攻撃力の最も高い味方が敵ボスに攻撃力300%の純ダメージを与え、さらに味方全体のHPを30%回復する	[보상]: 보스 몬스터에게 아군 중 공격력이 가장 강한 전투원의 공격력의 300%에 해당하는 [고정 대미지]를 적용하고, 아군 전체는 최대 HP의 30%를 회복한다.	[​รางวัล​]:​ บอส​ได้รับ​ [​ดา​เม​จ​เพียว​]​ เท่ากับ​ 300%​ ของ​ ATK​ ของ​ตัวละคร​ที่​มี​ ATK​ สูง​ที่สุด​ใน​ทีม​ และ​ฟื้นฟู​ HP​ ให้​เพื่อน​ร่วม​ทีม​ทุกคน​ 30%​ ของ​ MaxHP​
141403708	1	骰子戏法：点数3	骰子戲法：點數3	Dice Trick: Roll 3	ダイストリック：3の目	주사위 놀이 방법: 눈금3	ทอย​ลูกเต๋า​:​ แต้ม​เท่ากับ​ 3​	【奖励】：BOSS受到我方攻击力最高战斗员300%攻击力的【纯粹伤害】，并使我方全体获得20%攻击力提升效果，可叠加，最高2层	【獎勵】：BOSS受到我方攻擊力最高戰鬥員300%攻擊力的【純粹傷害】，並使我方全體獲得20%攻擊力提升效果，可疊加，最高2層	[Bonus]: The BOSS takes 300% of the ATK of the allied Combatant with the highest ATK as Pure Damage, and all allied units gain a 20% ATK Boost, stacking up to 2 times.	【ボーナス】攻撃力の最も高い味方が敵ボスに攻撃力300%の純ダメージを与え、さらに味方全体に「攻撃力＋20%」を付与する（最大2スタック）	[보상]: 보스 몬스터에게 아군 중 공격력이 가장 강한 전투원의 공격력의 300%에 해당하는 [고정 대미지]를 적용하고, 아군 전체는 공격력 20%가 증가한다.(2스택 중첩 가능)	[​รางวัล​]:​ บอส​ได้รับ​ [​ดา​เม​จ​เพียว​]​ เท่ากับ​ 300%​ ของ​ ATK​ ของ​ตัวละคร​ที่​มี​ ATK​ สูง​ที่สุด​ใน​ทีม​ และ​ได้รับ​เอฟเฟกต์​เพิ่ม​ ATK​ 20%​ ให้​กับ​เพื่อน​ร่วม​ทีม​ทุกคน​ ซ้อนทับ​ได้​ 2​ ชั้น​
141403709	1	骰子戏法：点数4	骰子戲法：點數4	Dice Trick: Roll 4	ダイストリック：4の目	주사위 놀이 방법: 눈금4	ทอย​ลูกเต๋า​:​ แต้ม​เท่ากับ​ 4​	【奖励】：BOSS受到我方攻击力最高战斗员300%攻击力的【纯粹伤害】，并使牌库中所有卡牌升1星	【獎勵】：BOSS受到我方攻擊力最高戰鬥員300%攻擊力的【純粹傷害】，並使牌庫中所有卡牌升1星	[Bonus]: The BOSS takes 300% of the ATK of the allied Combatant with the highest ATK as Pure Damage, and all Combatants in the deck upgrade by 1 star level.	【ボーナス】攻撃力の最も高い味方が敵ボスに攻撃力300%の純ダメージを与え、さらに所持中の全スキルカードの★数を1つ上げる	[보상]: 보스 몬스터에게 아군 중 공격력이 가장 강한 전투원의 공격력의 300%에 해당하는 [고정 대미지]를 적용하고, 카드 선택 슬롯 내의 모든 스킬 카드의 별 등급이 1개 상승한다.	[​รางวัล​]:​ บอส​ได้รับ​ [​ดา​เม​จ​เพียว​]​ เท่ากับ​ 300%​ ของ​ ATK​ ของ​ตัวละคร​ที่​มี​ ATK​ สูง​ที่สุด​ใน​ทีม​ และ​เพิ่ม​ระดับ​ให้​กับ​การ์ด​ใน​คลัง​ทุก​ใบ​ 1​ ดาว​
141403710	1	骰子戏法：点数5	骰子戲法：點數5	Dice Trick: Roll 5	ダイストリック：5の目	주사위 놀이 방법: 눈금5	ทอย​ลูกเต๋า​:​ แต้ม​เท่ากับ​ 5​	【奖励】：BOSS受到我方攻击力最高战斗员300%攻击力的【纯粹伤害】，并使我方全体获得5点奥义能量	【獎勵】：BOSS受到我方攻擊力最高戰鬥員300%攻擊力的【純粹傷害】，並使我方全體獲得5點奧義能量	[Bonus]: The BOSS takes 300% of the ATK of the allied Combatant with the highest ATK as Pure Damage, and all allied units gain 5 SP.	【ボーナス】攻撃力の最も高い味方が敵ボスに攻撃力300%の純ダメージを与える。さらに味方全体SP＋5	[보상]: 보스 몬스터에게 아군 중 공격력이 가장 강한 전투원의 공격력의 300%에 해당하는 [고정 대미지]를 적용하고, 아군 전체는 필살기 게이지 5pt를 회복한다.	[​รางวัล​]:​ บอส​ได้รับ​ [​ดา​เม​จ​เพียว​]​ เท่ากับ​ 300%​ ของ​ ATK​ ของ​ตัวละคร​ที่​มี​ ATK​ สูง​ที่สุด​ใน​ทีม​ และ​เพิ่ม​พลังงาน​อัล​ติ​เมท​ 5​ แต้ม​ ให้​ฝ่าย​เรา​ทุกคน​
141403711	1	骰子戏法：点数6	骰子戲法：點數6	Dice Trick: Roll 6	ダイストリック：6の目	주사위 놀이 방법: 눈금6	ทอย​ลูกเต๋า​:​ แต้ม​เท่ากับ​ 6​	【奖励】：BOSS受到我方攻击力最高战斗员300%攻击力的【纯粹伤害】，并使牌库中所有卡牌升2星	【獎勵】：BOSS受到我方攻擊力最高戰鬥員300%攻擊力的【純粹傷害】，並使牌庫中所有卡牌升2星	[Bonus]: The BOSS takes 300% of the ATK of the allied Combatant with the highest ATK as Pure Damage, and all Combatants in the deck upgrade by 2 star levels.	【ボーナス】攻撃力の最も高い味方が敵ボスに攻撃力300%の純ダメージを与え、さらに所持中の全スキルカードの★数を2つ上げる	[보상]: 보스 몬스터에게 아군 중 공격력이 가장 강한 전투원의 공격력의 300%에 해당하는 [고정 대미지]를 적용하고, 카드 선택 슬롯 내의 모든 스킬 카드의 별 등급이 2개 상승한다.	[​รางวัล​]:​ บอส​ได้รับ​ [​ดา​เม​จ​เพียว​]​ เท่ากับ​ 300%​ ของ​ ATK​ ของ​ตัวละคร​ที่​มี​ ATK​ สูง​ที่สุด​ใน​ทีม​ และ​เพิ่ม​ระดับ​ให้​กับ​การ์ด​ใน​คลัง​ทุก​ใบ​ 2​ ดาว​
7100144	1	抽星	抽星	Star Surge	蔑視	별 뽑기	ดึงดูดดาว	敌方使用1星技能牌时，提升自身暴击率	敵方使用1星技能牌時，提升自身爆擊率	Increases this unit's CRIT Rate when an enemy uses a 1★ skill card.	敵が★1スキルを発動するとき自身の会心率アップ	적이 1★ 스킬 카드 사용 시, 자체 크리티컬율이 증가된다.	เมื่อ​ศัตรู​ใช้​การ์ด​สกิล​ 1★​ จะ​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​ให้​ตนเอง​
114100805	1	幸运提升	幸運提升	LUCK Boost	幸運値アップ	행운 증가	โชค เพิ่มขึ้น	幸运提升_#num_per_0_1_1_	幸運提升_#num_per_0_1_1_	Increases Luck by _#num_per_0_1_1_.	幸運値＋_#num_per_0_1_1_	행운 +_#num_per_0_1_1_	โชค​ เพิ่มขึ้น​_#num_per_0_1_1_​
9100823	1	【折磨】	【折磨】	[Torment]	「蹂躙」	[좌절]	[ทรมาน]	被施加持续伤害时获得，达到指定层数后会触发额外效果	被施加持續傷害時獲得，達到指定層數後會觸發額外效果	When inflicted with continuous damage, triggers additional effects after reaching a specific number of stacks.	持続ダメージ効果がヒットすると付与され、一定スタックに達すると追加効果が発動する。	지속 대미지 적용 시에 획득하며, 지정 스택까지 중첩된 후 추가 효과가 발동된다.	ได้รับ​เมื่อ​โดน​ดา​เม​จ​ต่อเนื่อง​ เมื่อ​สะสม​ถึง​ค่าที่​กำหนด​จะ​เกิด​เอฟเฟกต์​เพิ่มเติม​
180500801	1	治愈猫爪	治癒貓爪	Healing Scratch	モフモフ	치유의 발톱	อุ้งเท้าฟื้นฟู	受到攻击时，攻击者获得等同于伤害量5%的治疗效果	受到攻擊時，攻擊者獲得等同於傷害量5%的治療效果	When attacked, the attacker gains a Healing Effect equal to 5% of the DMG dealt.	攻撃を受けると、攻撃を発動した者がダメージの5％に相当するHPを回復する	공격 적용 시, 공격자는 대미지의 5%에 해당하는 치유 효과를 획득한다.	เมื่อ​โดน​โจมตี​ ผู้​โจมตี​จะ​ได้รับ​เอฟเฟกต์​ฟื้นฟู​ 5%​ ของ​ดา​เม​จ​ที่​สร้าง​ได้​
