index	buffId	star	crowdControl	buffConditionPara	stackTime	buffEndPara	triggerCdNum	round	stackingMax	status
110101802_1	110101802	1				0;2;0		999	1	1
110101802_2	110101802	2				0;2;0		999	1	1
110101802_3	110101802	3				0;2;0		999	1	1
110101803_1	110101803	1						999	1	1
110101803_2	110101803	2						999	1	1
110101803_3	110101803	3						999	1	1
110101804_1	110101804	1						2	1	1
110101805_1	110101805	1						2	1	1
110101806_1	110101806	1					1	1	1	1
110101806_2	110101806	2					1	1	1	1
110101806_3	110101806	3					1	1	1	1
110101806_4	110101806	4					1	1	1	1
110101807_1	110101807	1		2			1	999	1	1
110101807_2	110101807	2		2			1	999	1	1
110101807_3	110101807	3		2			1	999	1	1
110101807_4	110101807	4		2			1	999	1	1
110101808_1	110101808	1						1	1	1
110101808_2	110101808	2						1	1	1
110101808_3	110101808	3						1	1	1
110101808_4	110101808	4						1	1	1
110101809_1	110101809	1					1	1	1	1
110101810_1	110101810	1						999	1	1
110101811_1	110101811	1		110101818,0			1	999	1	1
110101812_1	110101812	1			6		1	1	1	1
110101813_1	110101813	1					1	999	1	1
110101814_1	110101814	1					1	1	1	1
110101815_1	110101815	1		0.35;110101819,0			1	999	1	1
110101816_1	110101816	1						999	1	1
110101817_1	110101817	1					1	999	1	1
110101818_1	110101818	1						999	6	1
110101819_1	110101819	1						999	1	1
9000001_1	9000001	1						999	1	1
9000002_1	9000002	1						999	1	1
9000003_1	9000003	1						999	1	1
9000004_1	9000004	1						999	1	1
8100172_1	8100172	1		0;2	1			999	1	1
8100173_1	8100173	1						999	5	1
8100174_1	8100174	1		111502102				999	2	1
8100175_1	8100175	1				111502102	1	999	2	1
1010083_1	1010083	1						999	1	1
1010084_1	1010084	1						999	1	1
101067001_1	101067001	1						3	1	1
101067002_1	101067002	1						3	1	1
101067003_1	101067003	1	0.5					3	1	1
101067004_1	101067004	1						3	1	1
101067005_1	101067005	1						3	1	1
101068001_1	101068001	1						3	1	1
101068002_1	101068002	1	0.5					3	1	1
191040161_1	191040161	1						999	1	1
9100621_1	9100621	1		0.8			99	999	1	1
9100622_1	9100622	1				0.8	99	999	1	1
9100631_1	9100631	1					1	99	99	1
9100632_1	9100632	1						99	99	1
9100641_1	9100641	1					1	1	1	1
9100642_1	9100642	1						3	1	1
9100651_1	9100651	1		0.001			1	999	1	1
9100661_1	9100661	1		2,3,21,2,0			1	99	1	1
9100662_1	9100662	1						1	1	1
9100671_1	9100671	1					1	999	1	1
9100672_1	9100672	1		2,3,21,2,0			1	999	1	1
9100681_1	9100681	1		1;21;2			99	999	1	1
9100691_1	9100691	1		2,3,21,2,0			1	999	1	1
9100692_1	9100692	1						1	1	1
9100701_1	9100701	1		1;9;2			99	999	1	1
9100702_1	9100702	1		1;10;2			99	999	1	1
9100703_1	9100703	1						2	1	1
9100711_1	9100711	1		0.8			99	999	1	1
9100712_1	9100712	1				0.8	99	999	1	1
9100721_1	9100721	1						999	1	1
9100731_1	9100731	1		1;10;2			1	999	1	1
9100741_1	9100741	1					1	1	1	1
9100742_1	9100742	1						2	1	1
9100751_1	9100751	1		1;10;2			99	999	1	1
9100752_1	9100752	1						2	2	1
9100761_1	9100761	1		0.3;10;2			99	999	1	1
9100762_1	9100762	1						1	1	1
9100771_1	9100771	1		1;1;2				999	1	1
9100781_1	9100781	1		1;9;2				999	1	1
9100791_1	9100791	1					99	999	1	1
9100792_1	9100792	1					99	999	1	1
9100793_1	9100793	1		4,1,1,2,0;1			99	999	1	1
9100794_1	9100794	1				4,1,1,2,0	99	999	1	1
9100801_1	9100801	1		2;1			99	999	1	1
9100802_1	9100802	1		4,1,1,2,0;2			99	999	1	1
9100811_1	9100811	1						999	1	1
9100812_1	9100812	1						2	3	1
9100821_1	9100821	1						999	1	1
9100831_1	9100831	1		2,1,21,2,0;1			99	999	1	1
9100832_1	9100832	1				2,1,21,2,0	99	999	1	1
9100841_1	9100841	1						2	1	1
9100851_1	9100851	1		1;5;2			99	999	1	1
9100852_1	9100852	1					99	999	1	1
9100853_1	9100853	1		1;5;2			99	999	1	1
9100854_1	9100854	1					99	999	1	1
9100861_1	9100861	1		2,1,21,2,0;1			99	999	1	1
9100862_1	9100862	1				2,1,21,2,0	99	999	1	1
9100871_1	9100871	1					99	999	1	1
9100881_1	9100881	1		2,1,21,2,0;1			99	999	1	1
9100882_1	9100882	1				2,1,21,2,0	99	999	1	1
9100883_1	9100883	1		2,1,21,2,0;1			99	999	1	1
9100884_1	9100884	1				2,1,21,2,0	99	999	1	1
101069001_1	101069001	1	0.5					3	1	1
101070001_1	101070001	1	0.5					3	1	1
101070002_1	101070002	1						3	1	1
101070003_1	101070003	1						3	1	1
104048001_1	104048001	1			4			3	999	1
7100521_1	7100521	1						999	1	1
7100522_1	7100522	1		7100527,10			6	999	1	1
7100523_1	7100523	1						999	1	1
7100524_1	7100524	1						999	1	1
7100525_1	7100525	1			2			999	1	1
7100526_1	7100526	1						999	10	1
7100527_1	7100527	1						1	1	1
104048002_1	104048002	1						2	1	1
104048003_1	104048003	1						2	1	1
104048004_1	104048004	1						2	1	1
104048005_1	104048005	1						2	1	1
104048006_1	104048006	1						3	1	1
104048007_1	104048007	1						2	1	1
101067051_1	101067051	1						999	1	1
101068051_1	101068051	1						999	1	1
101069051_1	101069051	1						999	1	1
101070051_1	101070051	1						999	1	1
104048051_1	104048051	1						999	1	1
110201208_1	110201208	1						1	1	1
110201208_2	110201208	2						1	1	1
110201208_3	110201208	3						2	1	1
60101001_1	60101001	1						999	1	1
60101001_2	60101001	2						999	1	1
60101001_3	60101001	3						999	1	1
60101001_4	60101001	4						999	1	1
60101001_5	60101001	5						999	1	1
60201001_1	60201001	1						999	1	1
60201001_2	60201001	2						999	1	1
60201001_3	60201001	3						999	1	1
60201001_4	60201001	4						999	1	1
60201001_5	60201001	5						999	1	1
60301001_1	60301001	1						999	1	1
60301001_2	60301001	2						999	1	1
60301001_3	60301001	3						999	1	1
60301001_4	60301001	4						999	1	1
60301001_5	60301001	5						999	1	1
60102001_1	60102001	1						999	1	1
60102001_2	60102001	2						999	1	1
60102001_3	60102001	3						999	1	1
60102001_4	60102001	4						999	1	1
60102001_5	60102001	5						999	1	1
60202001_1	60202001	1						999	1	1
60202001_2	60202001	2						999	1	1
60202001_3	60202001	3						999	1	1
60202001_4	60202001	4						999	1	1
60202001_5	60202001	5						999	1	1
60302001_1	60302001	1						999	1	1
60302001_2	60302001	2						999	1	1
60302001_3	60302001	3						999	1	1
60302001_4	60302001	4						999	1	1
60302001_5	60302001	5						999	1	1
60101002_1	60101002	1						999	1	1
60101002_2	60101002	2						999	1	1
60101002_3	60101002	3						999	1	1
60101002_4	60101002	4						999	1	1
60101002_5	60101002	5						999	1	1
60201002_1	60201002	1						999	1	1
60201002_2	60201002	2						999	1	1
60201002_3	60201002	3						999	1	1
60201002_4	60201002	4						999	1	1
60201002_5	60201002	5						999	1	1
60301002_1	60301002	1						999	1	1
60301002_2	60301002	2						999	1	1
60301002_3	60301002	3						999	1	1
60301002_4	60301002	4						999	1	1
60301002_5	60301002	5						999	1	1
60102002_1	60102002	1						999	1	1
60102002_2	60102002	2						999	1	1
60102002_3	60102002	3						999	1	1
60102002_4	60102002	4						999	1	1
60102002_5	60102002	5						999	1	1
60202002_1	60202002	1						999	1	1
60202002_2	60202002	2						999	1	1
60202002_3	60202002	3						999	1	1
60202002_4	60202002	4						999	1	1
60202002_5	60202002	5						999	1	1
60302002_1	60302002	1						999	1	1
60302002_2	60302002	2						999	1	1
60302002_3	60302002	3						999	1	1
60302002_4	60302002	4						999	1	1
60302002_5	60302002	5						999	1	1
60101003_1	60101003	1						999	1	1
60101003_2	60101003	2						999	1	1
60101003_3	60101003	3						999	1	1
60101003_4	60101003	4						999	1	1
60101003_5	60101003	5						999	1	1
60201003_1	60201003	1						999	1	1
60201003_2	60201003	2						999	1	1
60201003_3	60201003	3						999	1	1
60201003_4	60201003	4						999	1	1
60201003_5	60201003	5						999	1	1
60301003_1	60301003	1						999	1	1
60301003_2	60301003	2						999	1	1
60301003_3	60301003	3						999	1	1
60301003_4	60301003	4						999	1	1
60301003_5	60301003	5						999	1	1
60102003_1	60102003	1						999	1	1
60102003_2	60102003	2						999	1	1
60102003_3	60102003	3						999	1	1
60102003_4	60102003	4						999	1	1
60102003_5	60102003	5						999	1	1
60202003_1	60202003	1						999	1	1
60202003_2	60202003	2						999	1	1
60202003_3	60202003	3						999	1	1
60202003_4	60202003	4						999	1	1
60202003_5	60202003	5						999	1	1
60302003_1	60302003	1						999	1	1
60302003_2	60302003	2						999	1	1
60302003_3	60302003	3						999	1	1
60302003_4	60302003	4						999	1	1
60302003_5	60302003	5						999	1	1
60101004_1	60101004	1						999	1	1
60101004_2	60101004	2						999	1	1
60101004_3	60101004	3						999	1	1
60101004_4	60101004	4						999	1	1
60101004_5	60101004	5						999	1	1
60201004_1	60201004	1						999	1	1
60201004_2	60201004	2						999	1	1
60201004_3	60201004	3						999	1	1
60201004_4	60201004	4						999	1	1
60201004_5	60201004	5						999	1	1
60301004_1	60301004	1						999	1	1
60301004_2	60301004	2						999	1	1
60301004_3	60301004	3						999	1	1
60301004_4	60301004	4						999	1	1
60301004_5	60301004	5						999	1	1
60102004_1	60102004	1						999	1	1
60102004_2	60102004	2						999	1	1
60102004_3	60102004	3						999	1	1
60102004_4	60102004	4						999	1	1
60102004_5	60102004	5						999	1	1
60202004_1	60202004	1						999	1	1
60202004_2	60202004	2						999	1	1
60202004_3	60202004	3						999	1	1
60202004_4	60202004	4						999	1	1
60202004_5	60202004	5						999	1	1
60302004_1	60302004	1						999	1	1
60302004_2	60302004	2						999	1	1
60302004_3	60302004	3						999	1	1
60302004_4	60302004	4						999	1	1
60302004_5	60302004	5						999	1	1
60101005_1	60101005	1						999	1	1
60101005_2	60101005	2						999	1	1
60101005_3	60101005	3						999	1	1
60101005_4	60101005	4						999	1	1
60101005_5	60101005	5						999	1	1
60201005_1	60201005	1						999	1	1
60201005_2	60201005	2						999	1	1
60201005_3	60201005	3						999	1	1
60201005_4	60201005	4						999	1	1
60201005_5	60201005	5						999	1	1
60301005_1	60301005	1						999	1	1
60301005_2	60301005	2						999	1	1
60301005_3	60301005	3						999	1	1
60301005_4	60301005	4						999	1	1
60301005_5	60301005	5						999	1	1
60102005_1	60102005	1						999	1	1
60102005_2	60102005	2						999	1	1
60102005_3	60102005	3						999	1	1
60102005_4	60102005	4						999	1	1
60102005_5	60102005	5						999	1	1
60202005_1	60202005	1						999	1	1
60202005_2	60202005	2						999	1	1
60202005_3	60202005	3						999	1	1
60202005_4	60202005	4						999	1	1
60202005_5	60202005	5						999	1	1
60302005_1	60302005	1						999	1	1
60302005_2	60302005	2						999	1	1
60302005_3	60302005	3						999	1	1
60302005_4	60302005	4						999	1	1
60302005_5	60302005	5						999	1	1
60101006_1	60101006	1						999	1	1
60101006_2	60101006	2						999	1	1
60101006_3	60101006	3						999	1	1
60101006_4	60101006	4						999	1	1
60101006_5	60101006	5						999	1	1
60201006_1	60201006	1						999	1	1
60201006_2	60201006	2						999	1	1
60201006_3	60201006	3						999	1	1
60201006_4	60201006	4						999	1	1
60201006_5	60201006	5						999	1	1
60301006_1	60301006	1						999	1	1
60301006_2	60301006	2						999	1	1
60301006_3	60301006	3						999	1	1
60301006_4	60301006	4						999	1	1
60301006_5	60301006	5						999	1	1
60102006_1	60102006	1						999	1	1
60102006_2	60102006	2						999	1	1
60102006_3	60102006	3						999	1	1
60102006_4	60102006	4						999	1	1
60102006_5	60102006	5						999	1	1
60202006_1	60202006	1						999	1	1
60202006_2	60202006	2						999	1	1
60202006_3	60202006	3						999	1	1
60202006_4	60202006	4						999	1	1
60202006_5	60202006	5						999	1	1
60302006_1	60302006	1						999	1	1
60302006_2	60302006	2						999	1	1
60302006_3	60302006	3						999	1	1
60302006_4	60302006	4						999	1	1
60302006_5	60302006	5						999	1	1
8100176_1	8100176	1						999	1	1
8100177_1	8100177	1						999	1	1
8100178_1	8100178	1						999	1	1
8100179_1	8100179	1						999	1	1
8100180_1	8100180	1		0;2;0				999	1	1
8100181_1	8100181	1						999	5	1
8100182_1	8100182	1		6,4,1	1			999	1	1
8100183_1	8100183	1		0;2;0	1	8100184		999	1	1
8100184_1	8100184	1			1	0;2;0		999	1	1
1010085_1	1010085	1						999	1	1
7100139_1	7100139	1						999	1	1
7100140_1	7100140	1						999	1	1
7100141_1	7100141	1						999	1	1
7100142_1	7100142	1						999	1	1
7100143_1	7100143	1		2			1	999	1	1
7100144_1	7100144	1						2	1	1
61101001_1	61101001	1						999	1	1
61101001_2	61101001	2						999	1	1
61101001_3	61101001	3						999	1	1
61101001_4	61101001	4						999	1	1
61101001_5	61101001	5						999	1	1
61102001_1	61102001	1						999	1	1
61102001_2	61102001	2						999	1	1
61102001_3	61102001	3						999	1	1
61102001_4	61102001	4						999	1	1
61102001_5	61102001	5						999	1	1
61201001_1	61201001	1						999	1	1
61201001_2	61201001	2						999	1	1
61201001_3	61201001	3						999	1	1
61201001_4	61201001	4						999	1	1
61201001_5	61201001	5						999	1	1
61202001_1	61202001	1						999	1	1
61202001_2	61202001	2						999	1	1
61202001_3	61202001	3						999	1	1
61202001_4	61202001	4						999	1	1
61202001_5	61202001	5						999	1	1
61301001_1	61301001	1						999	1	1
61301001_2	61301001	2						999	1	1
61301001_3	61301001	3						999	1	1
61301001_4	61301001	4						999	1	1
61301001_5	61301001	5						999	1	1
61302001_1	61302001	1						999	1	1
61302001_2	61302001	2						999	1	1
61302001_3	61302001	3						999	1	1
61302001_4	61302001	4						999	1	1
61302001_5	61302001	5						999	1	1
61301002_1	61301002	1						999	1	1
61301002_2	61301002	2						999	1	1
61301002_3	61301002	3						999	1	1
61301002_4	61301002	4						999	1	1
61301002_5	61301002	5						999	1	1
61302002_1	61302002	1						999	1	1
61302002_2	61302002	2						999	1	1
61302002_3	61302002	3						999	1	1
61302002_4	61302002	4						999	1	1
61302002_5	61302002	5						999	1	1
61401001_1	61401001	1						999	1	1
61401001_2	61401001	2						999	1	1
61401001_3	61401001	3						999	1	1
61401001_4	61401001	4						999	1	1
61401001_5	61401001	5						999	1	1
61402001_1	61402001	1						999	1	1
61402001_2	61402001	2						999	1	1
61402001_3	61402001	3						999	1	1
61402001_4	61402001	4						999	1	1
61402001_5	61402001	5						999	1	1
61401002_1	61401002	1						999	1	1
61401002_2	61401002	2						999	1	1
61401002_3	61401002	3						999	1	1
61401002_4	61401002	4						999	1	1
61401002_5	61401002	5						999	1	1
61402002_1	61402002	1						999	1	1
61402002_2	61402002	2						999	1	1
61402002_3	61402002	3						999	1	1
61402002_4	61402002	4						999	1	1
61402002_5	61402002	5						999	1	1
114400101_1	114400101	1						3	1	1
114400101_2	114400101	2						3	1	1
114400101_3	114400101	3						3	1	1
114400102_1	114400102	1						2	1	1
114400102_2	114400102	2						3	1	1
114400102_3	114400102	3						3	1	1
114400103_1	114400103	1						1	1	1
114400103_2	114400103	2						1	1	1
114400103_3	114400103	3						1	1	1
114400104_1	114400104	1					1	1	1	1
114400105_1	114400105	1		114400102,0				999	1	1
114400106_1	114400106	1		1,1			1	1	1	1
114400106_2	114400106	2		1,1			1	1	1	1
114400106_3	114400106	3		1,1			1	1	1	1
114400106_4	114400106	4		1,1			1	1	1	1
114400107_1	114400107	1						999	1	1
114400107_2	114400107	2						999	1	1
114400107_3	114400107	3						999	1	1
114400107_4	114400107	4						999	1	1
114400108_1	114400108	1					1	999	1	1
114400109_1	114400109	1					1	1	1	1
114400110_1	114400110	1					1	1	1	1
114400111_1	114400111	1						999	4	1
114400112_1	114400112	1					1	999	1	1
114400113_1	114400113	1					5	1	1	1
114400801_1	114400801	1						1	1	1
114400801_2	114400801	2						2	1	1
114400801_3	114400801	3						2	1	1
114400802_1	114400802	1		4,1			1	1	1	1
114400802_2	114400802	2		4,1			1	1	1	1
114400802_3	114400802	3		4,1			1	1	1	1
114400802_4	114400802	4		4,1			1	1	1	1
114400803_1	114400803	1						999	1	1
114400803_2	114400803	2						999	1	1
114400803_3	114400803	3						999	1	1
114400803_4	114400803	4						999	1	1
114400804_1	114400804	1					1	1	1	1
114400805_1	114400805	1						999	1	1
114400806_1	114400806	1					1	1	1	1
114400807_1	114400807	1						999	1	1
8100185_1	8100185	1						999	1	1
8100186_1	8100186	1						999	1	1
8100187_1	8100187	1		102030101;8100186,0	1			999	1	1
8100188_1	8100188	1						999	3	1
8100189_1	8100189	1						999	1	1
114400114_1	114400114	1					5	1	1	1
114400115_1	114400115	1						3	3	1
314400101_1	314400101	1		41144001			1	999	1	1
314400102_1	314400102	1						1	1	1
314400103_1	314400103	1		1,1			1	1	1	1
314400104_1	314400104	1						999	1	1
314400105_1	314400105	1		41144001			1	999	1	1
314400106_1	314400106	1						1	1	1
314400107_1	314400107	1		1,1			1	1	1	1
314400108_1	314400108	1						999	1	1
114400116_1	114400116	1						999	1	1
114400117_1	114400117	1		114400118,0			1	999	1	1
114400118_1	114400118	1		114400102,0			1	999	1	1
114400119_1	114400119	1		114400102			1	999	1	1
114400120_1	114400120	1					999	1	1	1
191040162_1	191040162	1						999	99	1
1010086_1	1010086	1		0;2;0	1			999	1	1
1010087_1	1010087	1						999	5	1
1010088_1	1010088	1			1			999	1	1
1010089_1	1010089	1						999	5	1
1010090_1	1010090	1						999	5	1
1010091_1	1010091	1						999	1	1
1010092_1	1010092	1						1	1	1
1010093_1	1010093	1		1010093	1			1	1	1
8100190_1	8100190	1		6	1			999	1	1
8100191_1	8100191	1						999	15	1
8100196_1	8100196	1						999	1	1
8100197_1	8100197	1						999	5	1
8100198_1	8100198	1						999	5	1
8100199_1	8100199	1						999	5	1
8100200_1	8100200	1						999	5	1
8100201_1	8100201	1		2;0;0	1			999	1	1
8100202_1	8100202	1						999	1	1
1010094_1	1010094	1						999	1	1
12900201_1	12900201	1						999	3	1
12900201_2	12900201	2						999	3	1
12900201_3	12900201	3						999	3	1
12900201_4	12900201	4						999	3	1
12900201_5	12900201	5						999	3	1
12900201_6	12900201	6						999	3	1
12900201_7	12900201	7						999	3	1
12900202_1	12900202	1					1	999	1	1
12900202_2	12900202	2					1	999	1	1
12900202_3	12900202	3					1	999	1	1
12900202_4	12900202	4					1	999	1	1
12900202_5	12900202	5					1	999	1	1
12900202_6	12900202	6					1	999	1	1
12900202_7	12900202	7					1	999	1	1
12900203_1	12900203	1						999	1	1
114100801_1	114100801	1						1	1	1
114100801_2	114100801	2						2	1	1
114100801_3	114100801	3						3	1	1
114100802_1	114100802	1						1	1	1
114100802_2	114100802	2						2	1	1
114100802_3	114100802	3						2	1	1
114100803_1	114100803	1						3	1	1
114100803_2	114100803	2						3	1	1
114100803_3	114100803	3						3	1	1
114100803_4	114100803	4						3	1	1
114100804_1	114100804	1					1	3	1	1
114100805_1	114100805	1						999	1	1
114100806_1	114100806	1					1	999	1	1
114100807_1	114100807	1					1	1	1	1
114100807_2	114100807	2					1	1	1	1
114100807_3	114100807	3					1	1	1	1
114100807_4	114100807	4					1	1	1	1
114100808_1	114100808	1						999	1	1
114100808_2	114100808	2						999	1	1
114100808_3	114100808	3						999	1	1
114100808_4	114100808	4						999	1	1
114100809_1	114100809	1					1	1	1	1
114100810_1	114100810	1		114100804			1	999	1	1
114100811_1	114100811	1		1;0;0;0;0	1	114100804	1	999	1	1
114100812_1	114100812	1		2;0;0;0;0	2	114100804	1	999	1	1
114100813_1	114100813	1		4;0;0;0;0	5	114100804	1	999	1	1
114100814_1	114100814	1		114100814;114100814,5			1	999	9	1
114100815_1	114100815	1					1	1	1	1
114100816_1	114100816	1						2	1	1
114100817_1	114100817	1		114100815			1	999	1	1
114100818_1	114100818	1						999	1	1
114100819_1	114100819	1						999	4	1
114100820_1	114100820	1						999	1	1
114100820_2	114100820	2						999	1	1
114100820_3	114100820	3						999	1	1
114100820_4	114100820	4						999	1	1
114100821_1	114100821	1						3	1	1
114100822_1	114100822	1						2	1	1
114100823_1	114100823	1					1	999	1	1
314100801_1	314100801	1		41141008			1	999	1	1
314100802_1	314100802	1						1	1	1
314100803_1	314100803	1					1	1	1	1
314100804_1	314100804	1						999	1	1
314100805_1	314100805	1		41141008			1	999	1	1
314100806_1	314100806	1						1	1	1
314100807_1	314100807	1					1	1	1	1
314100808_1	314100808	1						999	1	1
141403701_1	141403701	1		2;7			1	999	1	1
141403702_1	141403702	1		2;6			1	999	1	1
141403703_1	141403703	1		2;4			1	999	1	1
141403704_1	141403704	1		2			1	999	1	1
141403705_1	141403705	1						1	6	1
141403706_1	141403706	1		141403705,0			1	999	1	1
141403707_1	141403707	1		141403705,1			1	999	1	1
141403708_1	141403708	1		141403705,2			1	999	1	1
141403709_1	141403709	1		141403705,3			1	999	1	1
141403710_1	141403710	1		141403705,4			1	999	1	1
141403711_1	141403711	1		141403705,5			1	999	1	1
141403712_1	141403712	1					1	2	1	1
141403713_1	141403713	1					1	2	1	1
141403714_1	141403714	1					1	2	1	1
141403715_1	141403715	1					1	2	1	1
141403716_1	141403716	1					1	2	1	1
141403717_1	141403717	1					1	2	1	1
141403718_1	141403718	1		141403712,0;141403713,0;141403714,0;141403715,0			1	6	1	1
141403719_1	141403719	1		6			1	999	1	1
141403720_1	141403720	1		141403714,0;141403715,0;141403716,0;141403717,0			1	999	1	1
141403721_1	141403721	1					1	1	1	1
141403722_1	141403722	1					1	1	1	1
141403723_1	141403723	1					1	1	1	1
141403724_1	141403724	1					1	1	1	1
141403725_1	141403725	1					1	1	1	1
141403726_1	141403726	1					1	1	1	1
141403727_1	141403727	1						999	2	1
141403728_1	141403728	1						1	1	1
141403729_1	141403729	1						1	1	1
141403730_1	141403730	1		1				1	1	1
141403731_1	141403731	1		5;6;7;8;9				999	1	1
141403732_1	141403732	1		1;2;3;4;10				999	1	1
7100146_1	7100146	1		1				99	1	1
7100145_1	7100145	1						2	4	1
7100147_1	7100147	1						3	1	1
1010095_1	1010095	1						999	1	1
1010096_1	1010096	1						999	10	1
9100018_1	9100018	1						999	1	1
9100028_1	9100028	1						999	1	1
9100038_1	9100038	1						999	1	1
9100048_1	9100048	1						999	1	1
9100068_1	9100068	1						999	1	1
9110001_1	9110001	1						999	1	1
9100217_1	9100217	1						999	1	1
9100218_1	9100218	1						999	1	1
9100219_1	9100219	1					2	999	1	1
9100743_1	9100743	1						2	1	1
9100744_1	9100744	1		1;2				999	1	1
9100745_1	9100745	1						1	1	1
9100746_1	9100746	1						999	1	1
9100747_1	9100747	1		10				999	1	1
9100748_1	9100748	1						999	1	1
9100749_1	9100749	1						2	10	1
9100750_1	9100750	1		10				999	1	1
9100753_1	9100753	1						999	1	1
9100754_1	9100754	1						2	10	1
9100755_1	9100755	1		0.8				999	1	1
9100756_1	9100756	1				0.8		999	1	1
9100757_1	9100757	1		3				999	1	1
9100758_1	9100758	1						1	1	1
9100759_1	9100759	1		10				999	1	1
9100760_1	9100760	1						2	10	1
9100763_1	9100763	1		10				999	1	1
9100764_1	9100764	1						2	10	1
9100765_1	9100765	1						999	1	1
9100766_1	9100766	1		10				999	1	1
9100767_1	9100767	1						1	1	1
9100768_1	9100768	1		10				999	1	1
9100769_1	9100769	1		10				999	1	1
9100770_1	9100770	1		10				999	1	1
9100772_1	9100772	1		2				999	1	1
9100773_1	9100773	1		2				999	1	1
9100774_1	9100774	1						3	20	1
9100775_1	9100775	1		2				999	1	1
9100776_1	9100776	1						1	1	1
9100777_1	9100777	1						999	1	1
9100778_1	9100778	1		2				999	1	1
9100779_1	9100779	1						999	99	1
9100780_1	9100780	1		10				999	1	1
9100782_1	9100782	1		10				999	1	1
9100783_1	9100783	1		10;0.1				999	5	1
9100784_1	9100784	1						1	1	1
9100785_1	9100785	1		10;0,0,0,2,4,4				999	1	1
9100786_1	9100786	1		10				999	1	1
9100787_1	9100787	1		0,0,0,2,4,3				1	1	1
9100788_1	9100788	1						1	1	1
9100789_1	9100789	1						999	1	1
9100790_1	9100790	1						999	1	1
9100795_1	9100795	1		0.8				999	1	1
9100796_1	9100796	1				0.8		999	1	1
9100797_1	9100797	1						3	1	1
9100798_1	9100798	1		2,3,21,2,0				999	1	1
9100799_1	9100799	1				2,3,21,2,0		999	1	1
9100800_1	9100800	1		21				999	1	1
9100803_1	9100803	1						2	1	1
9100804_1	9100804	1		21				999	1	1
9100805_1	9100805	1						3	99	1
9100806_1	9100806	1						999	1	1
9100807_1	9100807	1						999	1	1
9100808_1	9100808	1						3	99	1
9100809_1	9100809	1		21				999	1	1
9100810_1	9100810	1						1	1	1
9100813_1	9100813	1		21				999	1	1
9100814_1	9100814	1		21				999	1	1
9100815_1	9100815	1						999	1	1
9100816_1	9100816	1						1	4	1
9100817_1	9100817	1		9100906,0				999	1	1
9100818_1	9100818	1						999	1	1
9100819_1	9100819	1						999	999	1
9100820_1	9100820	1		2				999	1	1
9100822_1	9100822	1		2,3,0				999	1	1
9100823_1	9100823	1						999	99	1
9100824_1	9100824	1		9100823,9;9100823,10				999	1	1
9100825_1	9100825	1		9100823,19				999	1	1
9100826_1	9100826	1						2	1	1
9100827_1	9100827	1		9100798,0				999	1	1
9100828_1	9100828	1		9100809,0				999	1	1
9100829_1	9100829	1		9100822,0				999	1	1
9100830_1	9100830	1		9100831,0				999	1	1
9100833_1	9100833	1		2,3,0				999	1	1
9100834_1	9100834	1						999	1	1
9100835_1	9100835	1						999	1	1
9100836_1	9100836	1		9100837,0				1	1	1
9100837_1	9100837	1		2,0,0,2,0				999	1	1
9100838_1	9100838	1						2	1	1
9100839_1	9100839	1		9100838,0				999	1	1
9100840_1	9100840	1						999	1	1
9100846_1	9100846	1		21				999	1	1
9100842_1	9100842	1						2	1	1
9100843_1	9100843	1						999	1	1
9100844_1	9100844	1		9100845,0				999	1	1
9100845_1	9100845	1		2,3,0				999	1	1
104025058_1	104025058	1	-1					3	1	1
180400801_1	180400801	1						3	1	1
180400802_1	180400802	1					1	1	1	1
180400803_1	180400803	1					1	1	1	1
180400804_1	180400804	1						1	4	1
180400805_1	180400805	1		180400804			4	1	1	1
180400805_2	180400805	2		180400804			4	1	1	1
180400805_3	180400805	3		180400804			4	1	1	1
180400805_4	180400805	4		180400804			4	1	1	1
180400806_1	180400806	1						999	4	1
180400806_2	180400806	2						999	4	1
180400806_3	180400806	3						999	4	1
180400806_4	180400806	4						999	4	1
180400807_1	180400807	1					1	1	1	1
180400808_1	180400808	1		180400808;180400815,0;180400816,0			1	1	1	1
180400809_1	180400809	1					1	1	2	1
180400810_1	180400810	1					1	999	1	1
180400811_1	180400811	1						999	2	1
180400812_1	180400812	1					1	999	1	1
180400813_1	180400813	1					1	1	1	1
180400814_1	180400814	1		72804008;4			1	999	1	1
180400814_2	180400814	2		72804008;4			1	999	1	1
180400815_1	180400815	1						999	1	1
180400816_1	180400816	1						999	1	1
180400817_1	180400817	1						1	2	1
180400818_1	180400818	1		72804008;4			1	999	1	1
180400818_2	180400818	2		72804008;4			1	999	1	1
9100847_1	9100847	1		0.1				999	5	1
9100848_1	9100848	1		2,1,0,0,0				999	1	1
9100849_1	9100849	1				2,1,0,2,0		999	1	1
9100850_1	9100850	1		9100855,0				999	1	1
9100855_1	9100855	1		2,1,0				999	1	1
9100856_1	9100856	1		9100857,0				999	1	1
9100857_1	9100857	1		2,1,0				999	1	1
9100858_1	9100858	1						999	30	1
9100859_1	9100859	1		2,1,0,2,0				999	1	1
9100860_1	9100860	1				2,1,0,2,0		999	1	1
9100863_1	9100863	1		2,1,0,2,0				999	1	1
9100864_1	9100864	1						1	1	1
9100865_1	9100865	1		9;0.4				999	1	1
9100866_1	9100866	1		10;0.4				999	1	1
9100867_1	9100867	1		4;0.4				999	1	1
9100868_1	9100868	1		3;0.4				999	1	1
9100869_1	9100869	1						999	1	1
