index	skillId	star	effectConditionPara1	effectConditionPara2	effectConditionPara3	effectConditionPara4	effectConditionPara5	effectConditionPara6	effectConditionPara7	stackTime1	stackTime2	stackTime3	stackTime4	stackTime5	stackTime6	stackTime7	cd	disAtkNum	status
424009_1	424009	1								1	1	1	1	1	1	1			1
424009_2	424009	2								1	1	1	1	1	1	1			1
424009_3	424009	3								1	1	1	1	1	1	1			1
434009_1	434009	1								1	1	1	1	1	1	1			1
434009_2	434009	2								1	1	1	1	1	1	1			1
434009_3	434009	3								1	1	1	1	1	1	1			1
434009_4	434009	4								1	1	1	1	1	1	1			1
434009_5	434009	5								1	1	1	1	1	1	1			1
434009_6	434009	6								1	1	1	1	1	1	1			1
414010_1	414010	1								1	1	1	1	1	1	1			1
414010_2	414010	2								1	1	1	1	1	1	1			1
414010_3	414010	3								1	1	1	1	1	1	1			1
424010_1	424010	1								1	1	1	1	1	1	1			1
424010_2	424010	2								1	1	1	1	1	1	1			1
424010_3	424010	3								1	1	1	1	1	1	1			1
434010_1	434010	1								1	1	1	1	1	1	1			1
434010_2	434010	2								1	1	1	1	1	1	1			1
434010_3	434010	3								1	1	1	1	1	1	1			1
434010_4	434010	4								1	1	1	1	1	1	1			1
434010_5	434010	5								1	1	1	1	1	1	1			1
434010_6	434010	6								1	1	1	1	1	1	1			1
414014_1	414014	1								1	1	1	1	1	1	1			1
414014_2	414014	2								1	1	1	1	1	1	1			1
414014_3	414014	3								1	1	1	1	1	1	1			1
424014_1	424014	1								1	1	1	1	1	1	1			1
424014_2	424014	2								1	1	1	1	1	1	1			1
424014_3	424014	3								1	1	1	1	1	1	1			1
434014_1	434014	1								1	1	1	1	1	1	1			1
434014_2	434014	2								1	1	1	1	1	1	1			1
434014_3	434014	3								1	1	1	1	1	1	1			1
434014_4	434014	4								1	1	1	1	1	1	1			1
434014_5	434014	5								1	1	1	1	1	1	1			1
434014_6	434014	6								1	1	1	1	1	1	1			1
414015_1	414015	1								1	1	1	1	1	1	1			1
414015_2	414015	2								1	1	1	1	1	1	1			1
414015_3	414015	3								1	1	1	1	1	1	1			1
424015_1	424015	1								1	1	1	1	1	1	1			1
424015_2	424015	2								1	1	1	1	1	1	1			1
424015_3	424015	3								1	1	1	1	1	1	1			1
434015_1	434015	1								1	1	1	1	1	1	1			1
434015_2	434015	2								1	1	1	1	1	1	1			1
434015_3	434015	3								1	1	1	1	1	1	1			1
434015_4	434015	4								1	1	1	1	1	1	1			1
434015_5	434015	5								1	1	1	1	1	1	1			1
434015_6	434015	6								1	1	1	1	1	1	1			1
414020_1	414020	1								1	1	1	1	1	1	1			1
414020_2	414020	2								1	1	1	1	1	1	1			1
414020_3	414020	3								1	1	1	1	1	1	1			1
424020_1	424020	1								1	1	1	1	1	1	1			1
424020_2	424020	2								1	1	1	1	1	1	1			1
424020_3	424020	3								1	1	1	1	1	1	1			1
434020_1	434020	1								1	1	1	1	1	1	1			1
434020_2	434020	2								1	1	1	1	1	1	1			1
434020_3	434020	3								1	1	1	1	1	1	1			1
434020_4	434020	4								1	1	1	1	1	1	1			1
434020_5	434020	5								1	1	1	1	1	1	1			1
434020_6	434020	6								1	1	1	1	1	1	1			1
414022_1	414022	1								1	1	1	1	1	1	1			1
414022_2	414022	2								1	1	1	1	1	1	1			1
414022_3	414022	3								1	1	1	1	1	1	1			1
424022_1	424022	1								1	1	1	1	1	1	1			1
424022_2	424022	2								1	1	1	1	1	1	1			1
424022_3	424022	3								1	1	1	1	1	1	1			1
434022_1	434022	1								1	1	1	1	1	1	1			1
434022_2	434022	2								1	1	1	1	1	1	1			1
434022_3	434022	3								1	1	1	1	1	1	1			1
434022_4	434022	4								1	1	1	1	1	1	1			1
434022_5	434022	5								1	1	1	1	1	1	1			1
434022_6	434022	6								1	1	1	1	1	1	1			1
414025_1	414025	1								1	1	1	1	1	1	1			1
414025_2	414025	2								1	1	1	1	1	1	1			1
414025_3	414025	3								1	1	1	1	1	1	1			1
424025_1	424025	1								1	1	1	1	1	1	1			1
424025_2	424025	2								1	1	1	1	1	1	1			1
424025_3	424025	3								1	1	1	1	1	1	1			1
434025_1	434025	1								1	1	1	1	1	1	1			1
434025_2	434025	2								1	1	1	1	1	1	1			1
434025_3	434025	3								1	1	1	1	1	1	1			1
434025_4	434025	4								1	1	1	1	1	1	1			1
434025_5	434025	5								1	1	1	1	1	1	1			1
434025_6	434025	6								1	1	1	1	1	1	1			1
414026_1	414026	1								1	1	1	1	1	1	1			1
414026_2	414026	2								1	1	1	1	1	1	1			1
414026_3	414026	3								1	1	1	1	1	1	1			1
424026_1	424026	1								1	1	1	1	1	1	1			1
424026_2	424026	2								1	1	1	1	1	1	1			1
424026_3	424026	3								1	1	1	1	1	1	1			1
434026_1	434026	1								1	1	1	1	1	1	1			1
434026_2	434026	2								1	1	1	1	1	1	1			1
434026_3	434026	3								1	1	1	1	1	1	1			1
434026_4	434026	4								1	1	1	1	1	1	1			1
434026_5	434026	5								1	1	1	1	1	1	1			1
434026_6	434026	6								1	1	1	1	1	1	1			1
414031_1	414031	1								1	1	1	1	1	1	1			1
414031_2	414031	2								1	1	1	1	1	1	1			1
414031_3	414031	3								1	1	1	1	1	1	1			1
424031_1	424031	1								1	1	1	1	1	1	1			1
424031_2	424031	2								1	1	1	1	1	1	1			1
424031_3	424031	3								1	1	1	1	1	1	1			1
434031_1	434031	1								1	1	1	1	1	1	1			1
434031_2	434031	2								1	1	1	1	1	1	1			1
434031_3	434031	3								1	1	1	1	1	1	1			1
434031_4	434031	4								1	1	1	1	1	1	1			1
434031_5	434031	5								1	1	1	1	1	1	1			1
434031_6	434031	6								1	1	1	1	1	1	1			1
414033_1	414033	1								1	1	1	1	1	1	1			1
414033_2	414033	2								1	1	1	1	1	1	1			1
414033_3	414033	3								1	1	1	1	1	1	1			1
424033_1	424033	1								1	1	1	1	1	1	1			1
424033_2	424033	2								1	1	1	1	1	1	1			1
424033_3	424033	3								1	1	1	1	1	1	1			1
434033_1	434033	1								1	1	1	1	1	1	1			1
434033_2	434033	2								1	1	1	1	1	1	1			1
434033_3	434033	3								1	1	1	1	1	1	1			1
434033_4	434033	4								1	1	1	1	1	1	1			1
434033_5	434033	5								1	1	1	1	1	1	1			1
434033_6	434033	6								1	1	1	1	1	1	1			1
414034_1	414034	1								1	1	1	1	1	1	1			1
414034_2	414034	2								1	1	1	1	1	1	1			1
414034_3	414034	3								1	1	1	1	1	1	1			1
424034_1	424034	1								1	1	1	1	1	1	1			1
424034_2	424034	2								1	1	1	1	1	1	1			1
424034_3	424034	3								1	1	1	1	1	1	1			1
434034_1	434034	1								1	1	1	1	1	1	1			1
434034_2	434034	2								1	1	1	1	1	1	1			1
434034_3	434034	3								1	1	1	1	1	1	1			1
434034_4	434034	4								1	1	1	1	1	1	1			1
434034_5	434034	5								1	1	1	1	1	1	1			1
434034_6	434034	6								1	1	1	1	1	1	1			1
414041_1	414041	1								1	1	1	1	1	1	1			1
414041_2	414041	2								1	1	1	1	1	1	1			1
414041_3	414041	3								1	1	1	1	1	1	1			1
424041_1	424041	1								1	1	1	1	1	1	1			1
424041_2	424041	2								1	1	1	1	1	1	1			1
424041_3	424041	3								1	1	1	1	1	1	1			1
434041_1	434041	1								1	1	1	1	1	1	1			1
434041_2	434041	2								1	1	1	1	1	1	1			1
434041_3	434041	3								1	1	1	1	1	1	1			1
434041_4	434041	4								1	1	1	1	1	1	1			1
434041_5	434041	5								1	1	1	1	1	1	1			1
434041_6	434041	6								1	1	1	1	1	1	1			1
414043_1	414043	1								1	1	1	1	1	1	1			1
414043_2	414043	2								1	1	1	1	1	1	1			1
414043_3	414043	3								1	1	2	1	1	1	1			1
424043_1	424043	1								1	1	1	1	1	1	1			1
424043_2	424043	2								1	1	1	1	1	1	1			1
424043_3	424043	3								1	1	1	1	1	1	1			1
434043_1	434043	1								1	1	2	1	1	1	1			1
434043_2	434043	2								1	1	2	1	1	1	1			1
434043_3	434043	3								1	1	2	1	1	1	1			1
434043_4	434043	4								1	1	2	1	1	1	1			1
434043_5	434043	5								1	1	2	1	1	1	1			1
434043_6	434043	6								1	1	2	1	1	1	1			1
418002_1	418002	1								1	1	1	1	1	1	1			1
418002_2	418002	2								1	1	1	1	1	1	1			1
418002_3	418002	3								1	1	1	1	1	1	1			1
428002_1	428002	1								1	1	1	1	1	1	1			1
428002_2	428002	2								1	1	1	1	1	1	1			1
428002_3	428002	3								1	1	1	1	1	1	1			1
438002_1	438002	1								1	1	1	1	1	1	1			1
438002_2	438002	2								1	1	1	1	1	1	1			1
438002_3	438002	3								1	1	1	1	1	1	1			1
438002_4	438002	4								1	1	1	1	1	1	1			1
438002_5	438002	5								1	1	1	1	1	1	1			1
438002_6	438002	6								1	1	1	1	1	1	1			1
41115008_1	41115008	1								1	1	1	1	1	1	1			1
41115008_2	41115008	2								1	1	1	1	1	1	1			1
41115008_3	41115008	3								1	1	1	1	1	1	1			1
42115008_1	42115008	1								1	1	1	1	1	1	1			1
42115008_2	42115008	2								1	1	1	1	1	1	1			1
42115008_3	42115008	3								1	1	1	1	1	1	1			1
43115008_1	43115008	1								1	1	1	1	1	1	1			1
43115008_2	43115008	2								1	1	1	1	1	1	1			1
43115008_3	43115008	3								1	1	1	1	1	1	1			1
43115008_4	43115008	4								1	1	1	1	1	1	1			1
43115008_5	43115008	5								1	1	1	1	1	1	1			1
43115008_6	43115008	6								1	1	1	1	1	1	1			1
44115008_1	44115008	1								1	1	1	1	1	1	1			1
44115008_2	44115008	2								1	1	1	1	1	1	1			1
44115008_3	44115008	3								1	1	1	1	1	1	1			1
44115008_4	44115008	4								1	1	1	1	1	1	1			1
44115008_5	44115008	5								1	1	1	1	1	1	1			1
44115008_6	44115008	6								1	1	1	1	1	1	1			1
41127008_1	41127008	1								1	1	1	1	1	1	1			1
41127008_2	41127008	2								1	1	1	1	1	1	1			1
41127008_3	41127008	3								1	1	1	1	1	1	1			1
42127008_1	42127008	1								1	1	1	1	1	1	1			1
42127008_2	42127008	2								1	1	1	1	1	1	1			1
42127008_3	42127008	3								1	1	1	1	1	1	1			1
43127008_1	43127008	1								1	1	1	1	1	1	1			1
43127008_2	43127008	2								1	1	1	1	1	1	1			1
43127008_3	43127008	3								1	1	1	1	1	1	1			1
43127008_4	43127008	4								1	1	1	1	1	1	1			1
43127008_5	43127008	5								1	1	1	1	1	1	1			1
43127008_6	43127008	6								1	1	1	1	1	1	1			1
41130008_1	41130008	1								1	1	1	1	1	1	1			1
41130008_2	41130008	2								1	1	1	1	1	1	1			1
41130008_3	41130008	3								1	1	1	1	1	1	1			1
42130008_1	42130008	1								1	1	1	1	1	1	1			1
42130008_2	42130008	2								1	1	1	1	1	1	1			1
42130008_3	42130008	3								1	1	1	1	1	1	1			1
43130008_1	43130008	1								1	1	1	1	1	1	1			1
43130008_2	43130008	2								1	1	1	1	1	1	1			1
43130008_3	43130008	3								1	1	1	1	1	1	1			1
43130008_4	43130008	4								1	1	1	1	1	1	1			1
43130008_5	43130008	5								1	1	1	1	1	1	1			1
43130008_6	43130008	6								1	1	1	1	1	1	1			1
44130008_1	44130008	1								1	1	1	1	1	1	1			1
44130008_2	44130008	2								1	1	1	1	1	1	1			1
44130008_3	44130008	3								1	1	1	1	1	1	1			1
41131008_1	41131008	1								1	1	1	1	1	1	1			1
41131008_2	41131008	2								1	1	1	1	1	1	1			1
41131008_3	41131008	3								1	1	1	1	1	1	1			1
42131008_1	42131008	1								1	1	1	1	1	1	1			1
42131008_2	42131008	2								1	1	1	1	1	1	1			1
42131008_3	42131008	3								1	1	1	1	1	1	1			1
43131008_1	43131008	1								1	1	1	1	1	1	1			1
43131008_2	43131008	2								1	1	1	1	1	1	1			1
43131008_3	43131008	3								1	1	1	1	1	1	1			1
43131008_4	43131008	4								1	1	1	1	1	1	1			1
43131008_5	43131008	5								1	1	1	1	1	1	1			1
43131008_6	43131008	6								1	1	1	1	1	1	1			1
41117008_1	41117008	1								1	1	1	1	1	1	1			1
41117008_2	41117008	2								1	1	1	1	1	1	1			1
41117008_3	41117008	3								1	1	1	1	1	1	1			1
42117008_1	42117008	1								1	1	1	1	1	1	1			1
42117008_2	42117008	2								1	1	1	1	1	1	1			1
42117008_3	42117008	3								1	1	1	1	1	1	1			1
43117008_1	43117008	1								1	1	1	1	1	1	1			1
43117008_2	43117008	2								1	1	1	1	1	1	1			1
43117008_3	43117008	3								1	1	1	1	1	1	1			1
43117008_4	43117008	4								1	1	1	1	1	1	1			1
43117008_5	43117008	5								1	1	1	1	1	1	1			1
43117008_6	43117008	6								1	1	1	1	1	1	1			1
44117008_1	44117008	1								1	1	1	1	1	1	1			1
44117008_2	44117008	2								1	1	1	1	1	1	1			1
44117008_3	44117008	3								1	1	1	1	1	1	1			1
44117008_4	44117008	4								1	1	1	1	1	1	1			1
44117008_5	44117008	5								1	1	1	1	1	1	1			1
44117008_6	44117008	6								1	1	1	1	1	1	1			1
41103006_1	41103006	1								1	1	1	1	1	1	1			1
41103006_2	41103006	2								1	1	1	1	1	1	1			1
41103006_3	41103006	3								1	1	1	1	1	1	1			1
42103006_1	42103006	1								1	1	1	1	1	1	1			1
42103006_2	42103006	2								1	1	1	1	1	1	1			1
42103006_3	42103006	3								1	1	1	1	1	1	1			1
43103006_1	43103006	1								1	1	1	1	1	1	1			1
43103006_2	43103006	2								1	1	1	1	1	1	1			1
43103006_3	43103006	3								1	1	1	1	1	1	1			1
43103006_4	43103006	4								1	1	1	1	1	1	1			1
43103006_5	43103006	5								1	1	1	1	1	1	1			1
43103006_6	43103006	6								1	1	1	1	1	1	1			1
41105004_1	41105004	1								1	1	1	1	1	1	1			1
41105004_2	41105004	2								1	1	1	1	1	1	1			1
41105004_3	41105004	3								1	1	1	1	1	1	1			1
42105004_1	42105004	1								1	1	1	1	1	1	1			1
42105004_2	42105004	2								1	1	1	1	1	1	1			1
42105004_3	42105004	3								1	1	1	1	1	1	1			1
43105004_1	43105004	1								1	1	1	1	1	1	1			1
43105004_2	43105004	2								1	1	1	1	1	1	1			1
43105004_3	43105004	3								1	1	1	1	1	1	1			1
43105004_4	43105004	4								1	1	1	1	1	1	1			1
43105004_5	43105004	5								1	1	1	1	1	1	1			1
43105004_6	43105004	6								1	1	1	1	1	1	1			1
41106009_1	41106009	1								1	1	1	1	1	1	1			1
41106009_2	41106009	2								1	1	1	1	1	1	1			1
41106009_3	41106009	3								1	1	1	1	1	1	1			1
42106009_1	42106009	1			310600903,0	310600907,0				1	1	1	1	1	1	1			1
42106009_2	42106009	2			310600903,0	310600907,0				1	1	1	1	1	1	1			1
42106009_3	42106009	3			310600903,0	310600907,0				1	1	1	1	1	1	1			1
43106009_1	43106009	1								1	1	1	1	1	1	1			1
43106009_2	43106009	2								1	1	1	1	1	1	1			1
43106009_3	43106009	3								1	1	1	1	1	1	1			1
43106009_4	43106009	4								1	1	1	1	1	1	1			1
43106009_5	43106009	5								1	1	1	1	1	1	1			1
43106009_6	43106009	6								1	1	1	1	1	1	1			1
44106009_1	44106009	1								1	1	1	1	1	1	1			1
44106009_2	44106009	2								1	1	1	1	1	1	1			1
44106009_3	44106009	3								1	1	1	1	1	1	1			1
44106009_4	44106009	4								1	1	1	1	1	1	1			1
41107010_1	41107010	1								1	1	1	1	1	1	1			1
41107010_2	41107010	2								1	1	1	1	1	1	1			1
41107010_3	41107010	3								1	1	1	1	1	1	1			1
42107010_1	42107010	1								1	1	1	1	1	1	1			1
42107010_2	42107010	2								1	1	1	1	1	1	1			1
42107010_3	42107010	3								1	1	1	1	1	1	1			1
43107010_1	43107010	1								1	1	1	1	1	1	1			1
43107010_2	43107010	2								1	1	1	1	1	1	1			1
43107010_3	43107010	3								1	1	1	1	1	1	1			1
43107010_4	43107010	4								1	1	1	1	1	1	1			1
43107010_5	43107010	5								1	1	1	1	1	1	1			1
43107010_6	43107010	6								1	1	1	1	1	1	1			1
44107010_1	44107010	1								1	1	1	1	1	1	1			1
44107010_2	44107010	2								1	1	1	1	1	1	1			1
44107010_3	44107010	3								1	1	1	1	1	1	1			1
45107010_1	45107010	1		10701015,0						1	1	1	1	1	1	1			1
45107010_2	45107010	2		10701015,0						1	1	1	1	1	1	1			1
45107010_3	45107010	3		10701015,0						1	1	1	1	1	1	1			1
46107010_1	46107010	1								1	1	1	1	1	1	1			1
46107010_2	46107010	2								1	1	1	1	1	1	1			1
46107010_3	46107010	3								1	1	1	1	1	1	1			1
41129008_1	41129008	1								1	1	1	1	1	1	1			1
41129008_2	41129008	2								1	1	1	1	1	1	1			1
41129008_3	41129008	3								1	1	1	1	1	1	1			1
42129008_1	42129008	1								1	1	1	1	1	1	1			1
42129008_2	42129008	2								1	1	1	1	1	1	1			1
42129008_3	42129008	3								1	1	1	1	1	1	1			1
43129008_1	43129008	1								1	1	1	1	1	1	1			1
43129008_2	43129008	2								1	1	1	1	1	1	1			1
43129008_3	43129008	3								1	1	1	1	1	1	1			1
43129008_4	43129008	4								1	1	1	1	1	1	1			1
43129008_5	43129008	5								1	1	1	1	1	1	1			1
43129008_6	43129008	6								1	1	1	1	1	1	1			1
41123008_1	41123008	1								1	1	1	1	1	1	1			1
41123008_2	41123008	2								1	1	1	1	1	1	1			1
41123008_3	41123008	3								1	1	1	1	1	1	1			1
42123008_1	42123008	1								1	1	1	1	1	1	1			1
42123008_2	42123008	2								1	1	2	1	1	1	1			1
42123008_3	42123008	3								1	1	2	1	1	1	1			1
43123008_1	43123008	1			112300801,0					1	1	1	1	1	1	1			1
43123008_2	43123008	2			112300801,0					1	1	1	1	1	1	1			1
43123008_3	43123008	3			112300801,0					1	1	1	1	1	1	1			1
43123008_4	43123008	4			112300801,0					1	1	1	1	1	1	1			1
43123008_5	43123008	5								1	1	1	1	1	1	1			1
43123008_6	43123008	6								1	1	1	1	1	1	1			1
41116001_1	41116001	1								1	1	1	1	1	1	1			1
41116001_2	41116001	2								1	1	1	1	1	1	1			1
41116001_3	41116001	3								1	1	1	1	1	1	1			1
42116001_1	42116001	1				311600103,0	311600107,0			1	1	1	1	1	1	1			1
42116001_2	42116001	2				311600103,0	311600107,0			1	1	1	1	1	1	1			1
42116001_3	42116001	3				311600103,0	311600107,0			1	1	1	1	1	1	1			1
43116001_1	43116001	1								1	1	1	1	1	1	1			1
43116001_2	43116001	2								1	1	1	1	1	1	1			1
43116001_3	43116001	3								1	1	1	1	1	1	1			1
43116001_4	43116001	4								1	1	1	1	1	1	1			1
41137008_1	41137008	1								1	1	1	1	1	1	1			1
41137008_2	41137008	2								1	1	1	1	1	1	1			1
41137008_3	41137008	3								1	1	1	1	1	1	1			1
42137008_1	42137008	1								1	1	1	1	1	1	1			1
42137008_2	42137008	2								1	1	1	1	1	1	1			1
42137008_3	42137008	3								1	1	1	1	1	1	1			1
43137008_1	43137008	1								1	1	1	1	1	1	1			1
43137008_2	43137008	2								1	1	1	1	1	1	1			1
43137008_3	43137008	3								1	1	1	1	1	1	1			1
43137008_4	43137008	4								1	1	1	1	1	1	1			1
44137008_1	44137008	1								1	1	1	1	1	1	1			1
44137008_2	44137008	2								1	1	1	1	1	1	1			1
44137008_3	44137008	3								1	1	1	1	1	1	1			1
41129001_1	41129001	1								1	1	1	1	1	1	1			1
41129001_2	41129001	2								1	1	1	1	1	1	1			1
41129001_3	41129001	3								1	1	1	1	1	1	1			1
42129001_1	42129001	1			1,2202,1,2,0					1	1	1	1	1	1	1			1
42129001_2	42129001	2			1,2202,1,2,0					1	1	1	1	1	1	1			1
42129001_3	42129001	3			1,2202,1,2,0					1	1	1	1	1	1	1			1
43129001_1	43129001	1			0	1	2	3		1	1	1	1	1	1	1			1
43129001_2	43129001	2			0	1	2	3		1	1	1	1	1	1	1			1
43129001_3	43129001	3			0	1	2	3		1	1	1	1	1	1	1			1
43129001_4	43129001	4			0	1	2	3		1	1	1	1	1	1	1			1
44129001_1	44129001	1			0	1	2	3		1	1	1	1	1	1	1			1
44129001_2	44129001	2			0	1	2	3		1	1	1	1	1	1	1			1
44129001_3	44129001	3			0	1	2	3		1	1	1	1	1	1	1			1
44129001_4	44129001	4			0	1	2	3		1	1	1	1	1	1	1			1
41140008_1	41140008	1								1	1	1	1	1	1	1			1
41140008_2	41140008	2								1	1	1	1	1	1	1			1
41140008_3	41140008	3								1	1	1	1	1	1	1			1
42140008_1	42140008	1								1	1	1	1	1	1	1			1
42140008_2	42140008	2								1	1	1	1	1	1	1			1
42140008_3	42140008	3								1	1	1	1	1	1	1			1
43140008_1	43140008	1								1	1	1	1	1	1	1			1
43140008_2	43140008	2								1	1	1	1	1	1	1			1
43140008_3	43140008	3								1	1	1	1	1	1	1			1
43140008_4	43140008	4								1	1	1	1	1	1	1			1
44140008_1	44140008	1								1	1	1	1	1	1	1			1
44140008_2	44140008	2								1	1	1	1	1	1	1			1
44140008_3	44140008	3								1	1	1	1	1	1	1			1
44140008_4	44140008	4								1	1	1	1	1	1	1			1
41109002_1	41109002	1								1	1	1	1	1	1	1			1
41109002_2	41109002	2								1	1	1	1	1	1	1			1
41109002_3	41109002	3								1	1	1	1	1	1	1			1
42109002_1	42109002	1								1	1	1	1	1	1	1			1
42109002_2	42109002	2								1	1	1	1	1	1	1			1
42109002_3	42109002	3								1	1	1	1	1	1	1			1
43109002_1	43109002	1								1	1	1	1	1	1	1			1
43109002_2	43109002	2								1	1	1	1	1	1	1			1
43109002_3	43109002	3								1	1	1	1	1	1	1			1
43109002_4	43109002	4								1	1	1	1	1	1	1			1
44109002_1	44109002	1						110900215		1	1	1	1	1	1	1			1
44109002_2	44109002	2						110900215		1	1	1	1	1	1	1			1
44109002_3	44109002	3						110900215		1	1	1	1	1	1	1			1
44109002_4	44109002	4						110900215		1	1	1	1	1	1	1			1
45109002_1	45109002	1								1	1	1	1	1	1	1			1
45109002_2	45109002	2								1	1	1	1	1	1	1			1
45109002_3	45109002	3								1	1	1	1	1	1	1			1
514030001_1	514030001	1								1	1	1	1	1	1	1			1
524030001_1	524030001	1								1	1	1	1	1	1	1			1
534030001_1	534030001	1								1	1	1	1	1	1	1			1
544030001_1	544030001	1								1	1	1	1	1	1	1			1
554030001_1	554030001	1								1	1	1	1	1	1	1			1
564030001_1	564030001	1								1	1	1	1	1	1	1			1
574030001_1	574030001	1								1	1	1	1	1	1	1			1
514031001_1	514031001	1								1	1	1	1	1	1	1			1
524031001_1	524031001	1								1	1	1	1	1	1	1			1
534031001_1	534031001	1								1	1	1	1	1	1	1			1
534031003_1	534031003	1								1	1	1	1	1	1	1			1
544031001_1	544031001	1								1	1	1	1	1	1	1			1
554031001_1	554031001	1								1	1	1	1	1	1	1			1
564031001_1	564031001	1								1	1	1	1	1	1	1			1
574031001_1	574031001	1								1	1	1	1	1	1	1			1
514034001_1	514034001	1								1	1	1	1	1	1	1			1
524034001_1	524034001	1								1	1	1	1	1	1	1			1
534034001_1	534034001	1								1	1	1	1	1	1	1			1
574034001_1	574034001	1								1	1	1	1	1	1	1			1
574034002_1	574034002	1								1	1	1	1	1	1	1			1
524034002_1	524034002	1								1	1	1	1	1	1	1			1
514035001_1	514035001	1								1	1	1	1	1	1	1			1
524035001_1	524035001	1								1	1	1	1	1	1	1			1
534035001_1	534035001	1								1	1	1	1	1	1	1			1
534035002_1	534035002	1								1	1	1	1	1	1	1			1
534035003_1	534035003	1								1	1	1	1	1	1	1			1
574035001_1	574035001	1								1	1	1	1	1	1	1			1
514036001_1	514036001	1								1	1	1	1	1	1	1			1
524036001_1	524036001	1								1	1	1	1	1	1	1			1
534036001_1	534036001	1								1	1	1	1	1	1	1			1
574036001_1	574036001	1								1	1	1	1	1	1	1			1
514037001_1	514037001	1								1	1	1	1	1	1	1			1
524037001_1	524037001	1								1	1	1	1	1	1	1			1
534037001_1	534037001	1								1	1	1	1	1	1	1			1
574037001_1	574037001	1								1	1	1	1	1	1	1			1
524037002_1	524037002	1								1	1	1	1	1	1	1			1
514040001_1	514040001	1								1	1	1	1	1	1	1			1
524040001_1	524040001	1								1	1	1	1	1	1	1			1
534040001_1	534040001	1								1	1	1	1	1	1	1			1
574040001_1	574040001	1								1	1	1	1	1	1	1			1
514041001_1	514041001	1								1	1	1	1	1	1	1			1
524041001_1	524041001	1								1	1	1	1	1	1	1			1
534041001_1	534041001	1								1	1	1	1	1	1	1			1
544041001_1	544041001	1								1	1	1	1	1	1	1			1
574041001_1	574041001	1								1	1	1	1	1	1	1			1
514043001_1	514043001	1								1	1	1	1	1	1	1			1
524043001_1	524043001	1								1	1	1	1	1	1	1			1
524043002_1	524043002	1								1	1	1	1	1	1	1			1
574043001_1	574043001	1								1	1	1	1	1	1	1			1
574043002_1	574043002	1								1	1	1	1	1	1	1			1
518001001_1	518001001	1								1	1	1	1	1	1	1			1
528001001_1	528001001	1								1	1	1	1	1	1	1			1
538001001_1	538001001	1								1	1	1	1	1	1	1			1
548001001_1	548001001	1								1	1	1	1	1	1	1			1
558001001_1	558001001	1								1	1	1	1	1	1	1			1
568001001_1	568001001	1								1	1	1	1	1	1	1			1
578001001_1	578001001	1								1	1	1	1	1	1	1			1
518002001_1	518002001	1								1	1	1	1	1	1	1			1
528002001_1	528002001	1								1	1	1	1	1	1	1			1
538002001_1	538002001	1								1	1	1	1	1	1	1			1
548002001_1	548002001	1								1	1	1	1	1	1	1			1
558002001_1	558002001	1								1	1	1	1	1	1	1			1
568002001_1	568002001	1								1	1	1	1	1	1	1			1
578002001_1	578002001	1								1	1	1	1	1	1	1			1
518004001_1	518004001	1								1	1	1	1	1	1	1			1
528004001_1	528004001	1								1	1	1	1	1	1	1			1
538004001_1	538004001	1								1	1	1	1	1	1	1			1
548004001_1	548004001	1								1	1	1	1	1	1	1			1
578004001_1	578004001	1								1	1	1	1	1	1	1			1
518003001_1	518003001	1								1	1	1	1	1	1	1			1
528003001_1	528003001	1								1	1	1	1	1	1	1			1
538003001_1	538003001	1								1	1	1	1	1	1	1			1
548003001_1	548003001	1								1	1	1	1	1	1	1			1
578003001_1	578003001	1								1	1	1	1	1	1	1			1
578003002_1	578003002	1								1	1	1	1	1	1	1			1
514022001_1	514022001	1								1	1	1	1	1	1	1			1
524022001_1	524022001	1								1	1	1	1	1	1	1			1
534022001_1	534022001	1								1	1	1	1	1	1	1			1
544022001_1	544022001	1								1	1	1	1	1	1	1			1
574022001_1	574022001	1								1	1	1	1	1	1	1			1
514020002_1	514020002	1								1	1	1	1	1	1	1			1
524020002_1	524020002	1								1	1	1	1	1	1	1			1
534020002_1	534020002	1								1	1	1	1	1	1	1			1
574020002_1	574020002	1								1	1	1	1	1	1	1			1
514021002_1	514021002	1								1	1	1	1	1	1	1			1
524021002_1	524021002	1								1	1	1	1	1	1	1			1
534021002_1	534021002	1								1	1	1	1	1	1	1			1
544021002_1	544021002	1								1	1	1	1	1	1	1			1
554021002_1	554021002	1								1	1	1	1	1	1	1			1
574021002_1	574021002	1								1	1	1	1	1	1	1			1
514031002_1	514031002	1								1	1	1	1	1	1	1			1
524031002_1	524031002	1								1	1	1	1	1	1	1			1
534031002_1	534031002	1								1	1	1	1	1	1	1			1
544031002_1	544031002	1								1	1	1	1	1	1	1			1
574031002_1	574031002	1								1	1	1	1	1	1	1			1
1010001_1	1010001	1								1	1	1	1	1	1	1			1
1010002_1	1010002	1								1	1	1	1	1	1	1			1
1010003_1	1010003	1								1	1	1	1	1	1	1			1
1010006_1	1010006	1								1	1	1	1	1	1	1			1
1010007_1	1010007	1								1	1	1	1	1	1	1			1
1010008_1	1010008	1								1	1	1	1	1	1	1			1
511040002_1	511040002	1								1	1	1	1	1	1	1			1
521040002_1	521040002	1								1	1	1	1	1	1	1			1
571040002_1	571040002	1								1	1	1	1	1	1	1			1
511110021_1	511110021	1								1	1	1	1	1	1	1			1
521110021_1	521110021	1								1	1	1	1	1	1	1			1
