id	skillId	starSkill	skillClass	triggerRule	skillType	label	skillStarMax	skillLvMax	isAoe	starEffect1	effectCondition1	effectTarget1	effect1	effectType1	starEffect2	effectCondition2	effectTarget2	effect2	effectType2	damageTarget	damageEffect	scriptType	scriptNum	damageEffectType	starEffect3	effectCondition3	effectTarget3	effect3	effectType3	starEffect4	effectCondition4	effectTarget4	effect4	effectType4	starEffect5	effectCondition5	effectTarget5	effect5	effectType5	starEffect6	effectCondition6	effectTarget6	effect6	effectType6	starEffect7	effectCondition7	effectTarget7	effect7	effectType7	hitRatio	skillTags	action	intensive	status
5500304	5500304	1	1		1	2	1	1	0											301	201210351			2																										1		9	0	1
5500305	5500305	1	1		1	2	1	1	0											301	201210352			2																										1		9	0	1
5500306	5500306	1	1		1	2	1	1	0											301	201210352			2																										1		0	0	1
514018101	514018101	1	1		1	2	1	1	0											101	514018101			2	1	1	-1	54018002	1																					0.5;0.5		1	0	1
524018101	524018101	1	1		3	2	1	1	1											102	524018101			2	1	1	-1	54018002	1																					1		0	0	1
534018101	534018101	1	2		4	1	1	1	0											102	54018103			1																										1		0	0	1
544018101	544018101	1	1		1	2	1	1	0											101	534018101			2																										1		3	0	1
514005101	514005101	1	1		1	2	1	1	0											101	514005101			2																										1		1	0	1
524005101	524005101	1	1		2	2	1	1	0											301	206030105			2	1	1	301	54005101	1																					1		3	0	1
534005101	534005101	1	1		2	2	1	1	1											102	534005101			2																										0.25;0.25;0.25;0.25		2	0	1
544005101	544005101	1	1		3	2	1	1	1											102	544005101			2	1	1	-1	54005102	1																					1		0	0	1
514004101	514004101	1	1		1	2	1	1	1											102	514004101			2	1	1	-1	54004101	1																					1		1	0	1
524004101	524004101	1	1		3	1	1	1	0											102	524004101			2	1	1	301	54004102	1	1	1	301	54004103	1																1		0	0	1
534004101	534004101	1	2		4	1	1	1	0											301	54004104			1																										1		0	0	1
518006101	518006101	1	1		1	2	1	1	1											102	518006101			2																										0.5;0.5		1	0	1
528006101	528006101	1	1		3	2	1	1	1						1	1	-1	58006108	1	102	528006101			2	1	2022	-1	58006102	1																					1		0	0	1
538006101	538006101	1	2		4	1	1	1	0											102	58006103			1																										1		0	0	1
548006101	548006101	1	2		4	1	1	1	0											301	58006105			1																										1		0	0	1
558006101	558006101	1	2		4	1	1	1	0											301	58006107			1																										1		0	0	1
568006101	568006101	1	1		1	2	1	1	1											102	568006101			2																										0.25;0.25;0.25;0.25		3	0	1
511009101	511009101	1	1		1	2	1	1	0											101	201060101			2																										0.3;0.3;0.4		1	0	1
521009101	521009101	1	1		1	2	1	1	1											102	201060102			2																										1		2	0	1
531009101	531009101	1	1		3	2	1	1	1											102	301060102			2	1	1	-1	51009101	1																					1		0	0	1
514008101	514008101	1	1		1	2	1	1	0											101	201180101			2																										0.5;0.5		1	0	1
524008101	524008101	1	1		1	2	1	1	1											101	201090101			2																										0.25;0.25;0.25;0.25		2	0	1
534008101	534008101	1	1		3	2	1	1	0											101	301090103			2																										1		0	0	1
511041101	511041101	1	1		1	2	1	1	1											102	201010102			2																										1		1	0	1
521041101	521041101	1	1		1	2	1	1	1											102	521041101			2	1	1	-1	51041101	1																					1		2	0	1
531041101	531041101	1	1		3	2	1	1	1											102	301020202			2	1	1	-1	51041101	1																					1		0	0	1
514021101	514021101	1	1		1	2	1	1	0											101	201130101			2																										0.5;0.5		1	0	1
524021101	524021101	1	1		1	2	1	1	1											102	201010102			2	1	1	-1	54021105	1																					1		2	0	1
534021101	534021101	1	1		3	2	1	1	1											102	301130102			2																										1		0	0	1
8010001	8010001	1	2		4	1	1	1	1											102	8100101			1																										1		2	1	1
8010002	8010002	1	2		4	1	1	1	1											102	8100102			1																										1		2	1	1
8010003	8010003	1	2		4	1	1	1	1											102	8100103			1																										1		2	1	1
8010004	8010004	1	2		4	1	1	1	1											102	8100104			1																										1		2	1	1
8010005	8010005	1	2		4	1	1	1	1											102	8100105			1																										1		2	1	1
8010006	8010006	1	2		4	1	1	1	1											102	8100106			1																										1		2	1	1
8010007	8010007	1	2		4	1	1	1	1											102	8100107			1																										1		2	1	1
8010008	8010008	1	2		4	1	1	1	1											102	8100107			1																										1		2	1	1
8010009	8010009	1	2		4	1	1	1	1											102	8100108			1																										1		2	1	1
8010010	8010010	1	2		4	1	1	1	1											102	8100108			1																										1		2	1	1
8010011	8010011	1	2		4	1	1	1	1											102	8100109			1																										1		2	1	1
8010012	8010012	1	2		4	1	1	1	1											102	8100110			1																										1		2	1	1
8010013	8010013	1	2		4	1	1	1	1											102	8100110			1																										1		2	1	1
8010014	8010014	1	2		4	1	1	1	1											102	8100112			1																										1		2	1	1
8010015	8010015	1	2		4	1	1	1	1											102	8100112			1																										1		2	1	1
8010101	8010101	1	2		4	1	1	1	1											102	8100114			1																										1		2	1	1
8010102	8010102	1	2		4	1	1	1	1											102	8100115			1																										1		2	1	1
8010103	8010103	1	2		4	1	1	1	1											102	8100116			1																										1		2	1	1
8010104	8010104	1	2		4	1	1	1	1											102	8100117			1																										1		2	1	1
8010105	8010105	1	2		4	1	1	1	1											102	8100118			1																										1		2	1	1
8010106	8010106	1	2		4	1	1	1	1											301	8100128			1																										1		2	1	1
8010107	8010107	1	2		4	1	1	1	1											102	8100129			1	1	1	-1	8100130	1	1	1	-1	8100131	1	1	1	-1	8100132	1	1	1	-1	8100136	1						1		2	1	1
8010108	8010108	1	2		4	1	1	1	1											102	8100142			1																										1		2	1	1
8010109	8010109	1	2		4	1	1	1	1											102	8100141			1																										1		2	1	1
8010110	8010110	1	2		4	1	1	1	1											102	8100142			1	1	1	-1	8100141	1																					1		2	1	1
8010111	8010111	1	2		4	1	1	1	1											102	8100137			1	1	1	-1	8100139	1																					1		2	1	1
518011001	518011001	1	1		2	2	1	1	0											101	201010135			2	1	1	-1	204050152	2																					0.3;0.3;0.4		1	0	1
528011001	528011001	1	1		2	2	1	1	1											102	201010136			2	1	1	-1	204050152	2																					1		2	0	1
538011001	538011001	1	1		2	2	1	1	1											102	201110102			2																										1		3	0	1
548011001	548011001	1	1		3	2	1	1	1											102	301020202			2	1	1	-1	301210105	2	1	1	-1	206030108	2																1		0	0	1
514046001	514046001	1	1		2	2	1	1	1											102	201010136			2	1	1	-1	211010102	2																					1		1	0	1
524046001	524046001	1	1		2	1	1	1	1											202	104046001			1																										1		2	0	1
534046001	534046001	1	1		3	1	1	1	1											301	104046002			1	1	1	252	104046002	1	1	1	252	1010080	1																1		0	0	1
514047001	514047001	1	1		2	2	1	1	0											101	201010131			2	1	1	-1	204050151	2																					1		1	0	1
524047001	524047001	1	1		2	2	1	1	0											101	201100101			2																										1		2	0	1
534047001	534047001	1	1		3	2	1	1	0	1	1	-1	104047001	1						101	301020201			2																										1		0	0	1
511063001	511063001	1	1		2	2	1	1	0											101	201010101			2																										1		1	0	1
521063001	521063001	1	1		2	1	1	1	1											102	211010102			2																										1		2	0	1
531063002	531063002	1	1		3	1	1	1	1											301				1	1	9300	102	201211053	2	1	9266	202	101063001	1																1		0	0	1
511064001	511064001	1	1		2	2	1	1	0											101	201010101			2																										1		1	0	1
521064001	521064001	1	1		2	1	1	1	1											301	202010101			2	1	1	259	202010101	2																					1		2	0	1
531064002	531064002	1	1		3	1	1	1	1											301				1	1	9300	102	201211053	2	1	9266	202	210010101	2																1		0	0	1
511065001	511065001	1	1		2	2	1	1	0											101	201010101			2																										1		1	0	1
521065001	521065001	1	1		2	2	1	1	0											101	201010135			2	1	1	-1	204050152	2																					1		2	0	1
531065002	531065002	1	1		3	1	1	1	1											301				1	1	9300	102	201211053	2	1	9266	102	101065001	1																1		0	0	1
511066001	511066001	1	1		2	2	1	1	0											101	201010101			2																										1		1	0	1
521066001	521066001	1	1		2	2	1	1	0											101	201010135			2	1	1	-1	204050151	2																					1		2	0	1
531066002	531066002	1	1		3	1	1	1	1											301				1	1	9300	102	201211053	2	1	9266	202	101066001	1																1		0	0	1
41113002	41113002	7	1		1	2	3	3	0	7	2014	301	411300204	2						101	411300201			2																										0.3;0.3;0.4		1	1	1
42113002	42113002	7	1		2	2	3	3	1											102	411300202			2																										0.3;0.3;0.4		2	1	1
43113002	43113002	33554431	1		3	2	25	25	1	335544311	1	301	411300205	2						102	411300203			2																										1		0	1	1
41114002	41114002	7	1		1	2	3	3	1											102	411400201			2																										1		1	1	1
42114002	42114002	7	1		2	1	3	3	1	7	1	202	411400202	2						202	111400201			1																										1		2	1	1
43114002	43114002	33554431	1		3	1	25	25	1											202	111400206			1																										1		0	1	1
41138008	41138008	7	1		1	1	3	3	0	7	1	301	113800816	1						301	113800808			1	7	1	251	113800809	1	4	1	301	113800808	1																1		1	1	1
42138008	42138008	7	1		2	2	3	3	1											102	413800801			2																										1		2	1	1
43138008	43138008	33554431	1		3	2	25	25	1											102	413800802			2																										1		0	1	1
1010036	1010036	1	2		4	1	1	1	0											102	1010049			1																										1		0	0	1
524037003	524037003	1	1		2	2	1	1	1											102	201010102			2	1	1	301	206030105	2																					0.3;0.3;0.4		2	0	1
534037002	534037002	1	1		2	2	1	1	0											101	201010115			2	1	1	-1	206020105	2																					1		3	0	1
540372101	540372101	1	2		4	1	1	1	0											202	54037104			1	1	1	102	54037101	1	1	1	102	54037105	1																1		0	0	1
10800201	10800201	1	2		4	1	1	1	0											202	108002102			1																										1		0	0	1
540372102	540372102	1	2		4	1	1	1	0											301	54037103			1	1	1	-1	54037101	1	1	1	-1	54037102	1																1		0	0	1
8010112	8010112	1	2		4	1	1	1	1											202	8100143			1	1	1	-1	8100144	1																					1		2	1	1
8010113	8010113	1	2		4	1	1	1	1											202	8100149			1	1	1	-1	8100150	1	1	1	-1	8100154	1																1		2	1	1
8010114	8010114	1	2		4	1	1	1	1											202	8100145			1	1	1	-1	8100146	1																					1		2	1	1
8010115	8010115	1	2		4	1	1	1	1											202	8100151			1	1	1	-1	8100152	1	1	1	-1	8100156	1																1		2	1	1
1010037	1010037	1	2		4	1	1	1	1											134	1010050			1																										1		2	1	1
1010038	1010038	1	2		4	1	1	1	1											134	1010052			1	1	1	-1	1010053	1																					1		2	1	1
1010039	1010039	1	2		4	1	1	1	1											301	1010055			1																										1		2	1	1
1010040	1010040	1	2		4	1	1	1	1											134	1010056			1																										1		2	1	1
1010041	1010041	1	2		4	1	1	1	1											102	1010058			1																										1		2	1	1
1010048	1010048	1	1		4	1	1	1	1											301	1010072			1	1	1	301	1010077	1																					1		0	0	1
1010049	1010049	1	1		4	1	1	1	1											301				1	1	9300	102	201211053	2																					1		0	0	1
1010050	1010050	1	1		4	1	1	1	1											134	1010073			1	1	1	-1	1010074	1	1	1	-1	1010075	1	1	1	202	1010100	1	1	1	301	1010137	1						1		0	0	1
9001	9001	1	2		4	1	1	1	1											102	7100130			1	1	1	-1	7100131	1	1	1	202	7100138	1																1		2	1	1
9002	9002	1	2		4	1	1	1	1											102	7100130			1	1	1	-1	7100131	1	1	1	202	7100138	1																1		2	1	1
9003	9003	1	2		4	1	1	1	1											102	7100132			1						1	1	202	7100138	1																1		2	1	1
9004	9004	1	2		4	1	1	1	1											102	7100133			1						1	1	202	7100138	1																1		2	1	1
9005	9005	1	2		4	1	1	1	1											102	7100134			1	1	1	-1	7100135	1	1	1	202	7100138	1																1		2	1	1
9006	9006	1	2		4	1	1	1	1											102	7100135			1						1	1	202	7100138	1																1		2	1	1
9007	9007	1	2		4	1	1	1	1											102	7100136			1						1	1	202	7100138	1																1		2	1	1
41135008	41135008	7	1		1	3	3	3	1											102	213500801			2	7	1	-1	113500801	1																					1		1	1	1
42135008	42135008	7	1		2	1	3	3	1											202	113500802			1																										1		2	1	1
43135008	43135008	33554431	1		3	2	25	25	0											101	213500802			2	33554431	1	-1	113500803	1																					1		0	1	1
1010044	1010044	1	2		4	1	1	1	0											301	206040106			2	1	1	-1	206040107	2	1	1	-1	1010064	1	1	1	-1	1010065	1											1		0	0	1
1010045	1010045	1	2		4	1	1	1	0											102	1010060			1	1	1	-1	1010061	1	1	1	-1	1010062	1																1		0	0	1
1010046	1010046	1	2		4	1	1	1	0											102	1010066			1	1	1	-1	1010068	1	1	1	-1	1010070	1																1		0	0	1
1010047	1010047	1	2		4	1	1	1	0											102	1010071			1																										1		0	0	1
44138008	44138008	33554431	1		3	2	25	25	1	335544311	2044	301	113800815	1	335544311	2044	301	113800815	1	102	413800802			2																										1		0	1	1
514022002	514022002	1	1		1	2	1	1	1						1	1	301	110700103	1	102	201010106			2																										1		1	0	1
524022002	524022002	1	1		2	2	1	1	1											102	201010106			2																										1		2	0	1
534022002	534022002	1	1		2	2	1	1	0											101	201100103			2																										1		3	0	1
574022002	574022002	1	1		3	2	1	1	0											101	301130104			2	1	1	301	201211051	2	1	1	301	406040199	2																1		0	0	1
514022003	514022003	1	1		1	2	1	1	1											102	201020102			2																										1		1	0	1
524022003	524022003	1	1		2	2	1	1	1											102	201010124			2	1	1	-1	102321101	1																					1		2	0	1
534022003	534022003	1	1		2	2	1	1	0											101	201110103			2																										1		3	0	1
574022003	574022003	1	1		3	2	1	1	0											101	301110101			2	1	1	301	201211051	2	1	1	301	406040199	2																1		0	0	1
514022004	514022004	1	1		1	2	1	1	1											102	201030102			2																										1		1	0	1
524022004	524022004	1	1		2	2	1	1	1											102	201010124			2	1	1	-1	44022153	1																					1		2	0	1
534022004	534022004	1	1		2	2	1	1	0											101	401221151			2																										1		3	0	1
571023005	571023005	1	1		3	2	1	1	0											101	301010161			2	1	1	-1	102321101	1																					1		0	0	1
571023006	571023006	1	1		3	2	1	1	0											101	301130101			2																										1		0	0	1
511024004	511024004	1	1		2	1	1	1	1											202	202010208			2																										1		2	0	1
571024006	571024006	1	1		3	2	1	1	0											101	401221152			2																										1		0	0	1
518006001	518006001	1	1		1	2	1	1	1											102	201010124			2	1	1	301	48006051	1																					1		1	0	1
528006001	528006001	1	1		2	2	1	1	1											102	201130102			2																										1		3	0	1
578006001	578006001	1	1		3	2	1	1	0											101	301020201			2	1	1	202	48006052	1																					1		0	0	1
511059004	511059004	1	1		1	4	1	1	0											201	41105051			1																										1		1	0	1
521059002	521059002	1	1		2	2	1	1	0											101	201010101			2	1	9325	-1	6111002	1																					1		2	0	1
571059002	571059002	1	1		3	2	1	1	0											101	301010103			2																										1		0	0	1
598010001	598010001	1	2		4	1	1	1	0											202	48010054			1																										1		0	0	1
598006001	598006001	1	2		4	1	1	1	0											202	48006053			1																										1		0	0	1
41103009	41103009	7	1		1	2	3	3	0											101	210300901			2	7	1	-1	110300901	1																					0.3;0.3;0.4		1	1	1
42103009	42103009	7	1		2	2	3	3	1											102	210300902			2																										1		2	1	1
43103009	43103009	33554431	1		3	2	25	25	1											102	210300903			2																										1		0	1	1
44103009	44103009	7	1		2	2	3	3	1											102	210300902			2																										1	1	2	1	1
41104016	41104016	7	1		1	2	3	3	0											101	210401601			2																										1		1	1	1
42104016	42104016	7	1		2	1	3	3	0						7	2019	301	110401603	1	301	110401602			1	7	1	-1	110401601	1																					1		2	1	1
43104016	43104016	33554431	1		3	2	25	25	0											101	210401602			2																										1		0	1	1
41101018	41101018	7	1		1	2	3	3	0											101	210101801			2	7	1	102	110101801	1																					0.3;0.3;0.4		1	1	1
42101018	42101018	7	1		2	4	3	3	1											202	210101802			2	7	1	-1	110101802	1																					1		2	1	1
43101018	43101018	33554431	1		3	2	25	25	0											101	210101803			2	33554431	1	202	110101804	1	33554431	1	202	110101805	1																1		0	1	1
41102012	41102012	7	1		1	1	3	3	1											202	110201201			1	7	1	-1	110201208	1																					1		1	1	1
42102012	42102012	7	1		2	2	3	3	0											101	210201201			2																										1		2	1	1
43102012	43102012	33554431	1		3	2	25	25	0											101	210201202			2																										1		0	1	1
41803008	41803008	7	1		1	2	3	3	0											101	280300801			2	7	1	105	180300801	1																					1		1	1	1
42803008	42803008	7	1		2	4	3	3	0						7	1	-1	280300803	2	201	280300802			2																										1		2	1	1
43803008	43803008	33554431	1		3	1	25	25	1											202	180300802			1	33554431	1	-1	180300803	1																					1		0	1	1
41802008	41802008	7	1		1	2	3	3	0											101	280200801			2	7	1	301	180200804	1																					0.3;0.3;0.4		1	1	1
42802008	42802008	7	1		2	2	3	3	0											101	280200802			2																										0.3;0.3;0.4		2	1	1
43802008	43802008	33554431	1		3	2	25	25	0											101	280200803			2	33554431	1	301	180200804	1	33554431	1	147	280200806	2	33554431	1	147	280200810	2											1		0	1	1
41801008	41801008	7	1		1	2	3	3	0											101	280100801			2																										0.3;0.3;0.4		1	1	1
42801008	42801008	7	1		2	2	3	3	1											102	280100802			2	7	1	-1	180100801	1																					0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125		2	1	1
43801008	43801008	33554431	1		3	2	25	25	0											101	280100803			2	33554431	1	-1	180100802	1																					1		0	1	1
521015002	521015002	1	1		2	2	1	1	1											202	101015052			1																										1		2	0	1
571015002	571015002	1	1		3	2	1	1	0						1	1	-1	101015054	1	301	201211054			2	1	1	251	101015055	1	1	1	251	101015053	1	1	1	251	101015059	1	1	1	251	101015058	1						1		0	0	1
591055001	591055001	1	2		4	1	1	1	0						1	1	202	101055057	1	301	101055067			1	1	1	202	101055058	1	1	1	202	101055059	1	1	1	202	101055060	1	1	1	202	101055061	1	1	1	-1	101055068	1	1		0	0	1
8010116	8010116	1	2		4	1	1	1	1											102	8100157			1																										1		2	1	1
8010117	8010117	1	2		4	1	1	1	1											102	8100159			1																										1		2	1	1
521042003	521042003	1	1		2	1	1	1	0											301	111042051			1																										1		2	0	1
514017003	514017003	1	1		1	2	1	1	0											101	201010101			2																										0.167;0.166;0.167;0.167;0.166;0.167		1	0	1
524017003	524017003	1	1		2	2	1	1	1											102	201010102			2																										0.3;0.3;0.4		2	0	1
534017004	534017004	1	1		2	1	1	1	0											301	210010102			2																										1		3	0	1
574017003	574017003	1	1		3	1	1	1	0						1	1	-1	101015054	1	301	201211057			2						1	1	251	101015053	1	1	1	251	101015059	1											1		0	0	1
521053003	521053003	1	1		2	2	1	1	0											264	210010102			2																										1		2	0	1
571053003	571053003	1	1		3	2	1	1	0											101	301010103			2																										1		0	0	1
591015001	591015001	1	2		4	1	1	1	0											102	210010105			2																										1		0	0	1
41127001	41127001	7	1		1	2	3	3	0											101	212700101			2	7	1	-1	210010111	2																					1		1	1	1
42127001	42127001	7	1		2	2	3	3	0											101	212700102			2	7	1	-1	112700126	1																					1		2	1	1
43127001	43127001	33554431	1		3	2	25	25	1											102	212700103			2	33554431	1	101	112700102	1	33554431	9551	101	112700132	1																1		0	1	1
44127001	44127001	33554431	1		3	2	25	25	1											102	212700103			2	33554431	1	101	112700102	1	33554431	1	101	112700134	1																1		0	1	1
44802008	44802008	7	1		1	2	3	3	0	7	1	-1	180200801	1	7	1	103	180200802	1	101	280200804			2	7	1	301	280200809	2																					0.3;0.3;0.4		1	1	1
45802008	45802008	7	1		2	2	3	3	0											101	280200805			2	7	1	-1	180200803	1	7	1	301	280200809	2																0.3;0.3;0.4		2	1	1
46802008	46802008	33554431	1		3	2	25	25	0											101	280200803			2	33554431	1	301	180200804	1	33554431	1	147	280200807	2	33554431	1	147	280200810	2											1		0	1	1
8010118	8010118	1	2		4	1	1	1	1											102	8100161			1																										1		2	1	1
8010119	8010119	1	2		4	1	1	1	1											102	8100163			1																										1		2	1	1
521020004	521020004	1	1		2	2	1	1	0											101	201010102			2	1	1	-1	7100509	1																					1		2	0	1
534020003	534020003	1	1		2	2	1	1	1											102	201070102			2																										0.3;0.3;0.4		3	0	1
524043003	524043003	1	1		2	2	1	1	0											101	201010131			2	1	1	-1	7100512	1																					1		2	0	1
521009002	521009002	1	1		2	1	1	1	0											101	201010101			2	1	1	301	7100514	1	1	1	301	101009053	1																0.5;0.5		1	0	1
8010120	8010120	1	2		4	1	1	1	0											202	1010049			1	1	1	-1	7100515	1																					1		0	0	1
524020003	524020003	1	1		2	1	1	1	0											301	101102152			1																										1		2	0	1
574020003	574020003	1	1		3	2	1	1	0											101	301020201			2																										1		0	0	1
514043002	514043002	1	1		2	2	1	1	0											101	201010131			2	1	1	-1	111502102	1																					1		2	0	1
8010121	8010121	1	2		4	1	1	1	0											202	1010049			1	1	1	-1	7100512	1																					1		0	0	1
41136008	41136008	7	1		1	2	3	3	0											101	213600801			2	7	1	-1	113600801	1																					1		1	1	1
42136008	42136008	7	1		2	4	3	3	1											202	213600805			2	7	1	-1	113600803	1	7	2018	-1	313600802	1	7	2018	-1	313600806	1											1		2	1	1
43136008	43136008	33554431	1		3	4	25	25	1											202	213600802			2	33554431	1	202	113600804	1																					1		0	1	1
44136008	44136008	33554431	1		3	4	25	25	1											202	213600802			2	33554431	1	202	113600811	1																					1		0	1	1
8010122	8010122	1	2		4	1	1	1	1											202	8100165			1	1	1	-1	8100166	1																					1		2	1	1
8010123	8010123	1	2		4	1	1	1	1											102	8100168			1																										1		2	1	1
544003002	544003002	1	1		2	2	1	1	0											101	201100103			2																										1		4	0	1
514003002	514003002	1	1		1	2	1	1	0											101	201100101			2																										1		1	0	1
521004002	521004002	1	1		2	1	1	1												202	101102152			1	1	1	301	311010101	2																					1		2	0	1
521003002	521003002	1	1		1	2	1	1												202	311010102			2																										1		2	0	1
521016003	521016003	1	1		2	1	1	1	0											202	101016051			1																										1		2	0	1
8010124	8010124	1	2		4	1	1	1	1											102	8100170			1																										1		2	1	1
1010042	1010042	1	2		4	1	1	1	1											102	1010082			1																										1		2	1	1
44104016	44104016	7	1		1	2	3	3	0	7	1	301	110401603	1						101	210401601			2																										1	1	1	1	1
521015003	521015003	1	1		2	2	1	1	1											301	7100520			1																										1		2	0	1
8010125	8010125	1	2		4	1	1	1	1											102	8100172			1																										1		2	1	1
8010126	8010126	1	2		4	1	1	1	1											102	8100174			1																										1		2	1	1
91010017	91010017	1	2		4	4	1	1	1											202	191040161			1																										1		0	0	1
511067001	511067001	1	1		1	1	1	1	0											223	101067001			1	1	1	-1	101067002	1																					1		1	0	1
521067001	521067001	1	1		1	2	1	1	0											101	201010101			2	1	1	-1	101067003	1																					0.2;0.2;0.3;0.3		2	0	1
531067001	531067001	1	1		3	1	1	1	1											202	101067004			1	1	1	-1	101067005	1																					1		0	0	1
511068001	511068001	1	1		1	3	1	1	0											102	101068001			1																										1		1	0	1
521068001	521068001	1	1		1	2	1	1	0											101	201100101			2	1	1	-1	101068002	1																					1		2	0	1
531068001	531068001	1	1		3	3	1	1	1											102	210010107			2																										1		0	0	1
511069001	511069001	1	1		1	2	1	1	0											101	201060101			2	1	1	-1	101069001	1																					0.4;0.6		1	0	1
521069001	521069001	1	1		1	4	1	1	0											202	202010102			2	1	1	-1	206030102	2																					1		2	0	1
531069001	531069001	1	1		3	2	1	1	1	1	1	-1	206020105	2						101	301010101			2																										1		0	0	1
511070001	511070001	1	1		1	1	1	1	0											301	101070002			1	1	1	-1	101070003	1																					1		1	0	1
521070001	521070001	1	1		1	2	1	1	0											101	201010101			2	1	1	-1	101070001	1																					0.2;0.2;0.3;0.3		2	0	1
531070001	531070001	1	1		3	2	1	1	1											102	301060102			2																										1		0	0	1
514048001	514048001	1	1		1	3	1	1	1											202	104048001			1	1	1	202	104048001	1																					1		1	0	1
524048001	524048001	1	1		1	2	1	1	1											102	201010102			2	1	1	-1	104048007	1																					1		2	0	1
534048001	534048001	1	1		1	2	1	1	0	1	1	301	104048006	1						101	201010101			2																										1		3	0	1
544048001	544048001	1	1		3	2	1	1	1											102	301060104			2																										1		0	0	1
8010127	8010127	1	2		4	1	1	1	1											102	8100182			1																										1		2	1	1
8010128	8010128	1	2		4	1	1	1	1											202	8100176			1	1	1	-1	8100179	1	1	1	-1	8100180	1																1		2	1	1
9008	9008	1	2		4	1	1	1	1											102	7100139			1																										1		2	1	1
9009	9009	1	2		4	1	1	1	1											102	7100140			1	1	1	-1	7100141	1	1	1	-1	7100142	1																1		2	1	1
9010	9010	1	2		4	1	1	1	1											102	7100143			1																										1		2	1	1
41144001	41144001	7	1		1	2	3	3	0											101	214400101			2	7	1	-1	214400104	2																					0.3;0.3;0.4		1	1	1
42144001	42144001	7	1		2	3	3	3	1											102	114400101			1	7	1	202	114400102	1																					1		2	1	1
43144001	43144001	33554431	1		3	2	25	25	1	33554431	1	301	114400113	1	33554431	2018	301	114400114	1	102	214400102	1	1;0	2																										0.2;0.2;0.2;0.2;0.2		0	1	1
44144001	44144001	7	1		2	3	3	3	1											102	114400101			1																										1		2	1	1
45144001	45144001	7	1		2	1	3	3	1											202	114400102			1																										1		4	1	1
41144008	41144008	7	1		1	2	3	3	1											102	214400801			2	7	1	-1	114400801	1																					1		1	1	1
42144008	42144008	7	1		2	2	3	3	1											102	214400802			2																										1		2	1	1
43144008	43144008	33554431	1		3	2	25	25	1											102	214400803			2	33554431	1	-1	204020101	2																					1		0	1	1
8010129	8010129	1	2		4	1	1	1	1											102	8100185			1	1	1	-1	8100187	1																					1		2	1	1
8010130	8010130	1	2		4	1	1	1	1											102	8100189			1																										1		2	1	1
41804008	41804008	7	1		1	2	3	3	0											101	280400801			2	6	1	301	210010114	2																					1		1	1	1
42804008	42804008	7	1		2	2	3	3	0											101	280400802			2																										0.1;0.1;0.2;0.2;0.4		2	1	1
43804008	43804008	33554431	1		3	2	25	25	0											101	280400803			2	33554431	1	301	180400801	1																					1		0	1	1
44804008	44804008	7	1		2	2	3	3	0											101	280400802			2																										0.1;0.1;0.2;0.2;0.4	1	2	1	1
41805008	41805008	7	1		1	2	3	3	0											101	280500801			2	7	1	-1	180500801	1																					0.5;0.5		1	1	1
42805008	42805008	7	1		2	1	3	3	0											201	280500802			2																										1		2	1	1
43805008	43805008	33554431	1		3	1	25	25	1											202	180500810			1	33554431	1	202	206030103	2																					1		0	1	1
41806008	41806008	7	1		1	2	3	3	0											101	280600801			2	7	1	-1	111502102	1																					1		1	1	1
42806008	42806008	7	1		2	2	3	3	0											101	280600802			2																										0.5;0.5		2	1	1
43806008	43806008	33554431	1		3	2	25	25	0											101	280600803			2	33554431	1	-1	111502102	1																					1		0	1	1
514037002	514037002	1	1		1	2	1	1	1											102	201160102			2																										1		7	0	1
524037004	524037004	1	1		2	2	1	1	1											102	201170102			2																										0.3;0.3;0.4		2	0	1
534037003	534037003	1	1		2	2	1	1	0											301	205020151			2																										1		4	0	1
574037002	574037002	1	1		3	2	1	1	1											102	301060104			2																										1		0	0	1
1010051	1010051	1	2		4	1	1	1	1											102	1010086			1																										1		2	1	1
1010052	1010052	1	2		4	1	1	1	1											102	1010088			1																										1		2	1	1
1010053	1010053	1	2		4	1	1	1	1											202	1010091			1	1	1	133	1010091	1																					1		2	1	1
8010131	8010131	1	2		4	1	1	1	1											202	8100190			1																										1		2	1	1
8010132	8010132	1	2		4	1	1	1	1											102	8100196			1	1	1	202	8100201	1																					1		2	1	1
41129002	41129002	7	1		1	2	3	3	0											101	201010165			2	6	1	301	210010114	2																					0.16;0.16;0.16;0.16;0.16;0.2		1	1	1
42129002	42129002	7	1		2	2	3	3	0											101	201170101			2																										0.16;0.16;0.16;0.16;0.16;0.2		2	1	1
43129002	43129002	33554431	1		3	2	25	25	0						33554431	1	301	214010401	2	101	201010167			2																										0.16;0.16;0.16;0.16;0.16;0.2		0	1	1
41141008	41141008	7	1		1	2	3	3	0											101	214100801			2	6	1	-1	114100801	1																					0.5;0.5		1	1	1
42141008	42141008	7	1		2	1	3	3	1											202	114100802			1																										1		2	1	1
43141008	43141008	33554431	1		3	1	25	25	0											301	114100803			1	33554431	1	301	114100804	1	2184	1	205	114100821	1																1		0	1	1
41403701	41403701	1	2		4	1	1	1	1											102	201220151			2																										1		2	1	1
41403702	41403702	1	2		4	1	1	1	1											102	201220151			2	1	1	202	202010351	2																					1		2	1	1
41403703	41403703	1	2		4	1	1	1	1											102	201220151			2	1	1	202	141403727	1																					1		2	1	1
