groupId	prechangeId	postchangeId	hour	status	hash	location	location_zh_TW	location_en_UK	location_ja_JP	location_ko_KR	location_th_TH	day	day_zh_TW	day_en_UK	day_ja_JP	day_ko_KR	day_th_TH
countdown_169			15:48	1	10bf509332abe555bba3fd7a17ce015a	耀州区 福斯府邸	耀州區 福斯府邸	The Faust Mansion, Yaozhou	耀州区　フォース家	요주 타운 파우스 저택	คฤหาสน์ฟอสส์ เขตเหยาโจว	2217/9/28	2217/9/28	September 28, 2217	2217/9/28	2217년 9월 28일	28/09/2217  
countdown_170			23:06	1	358ae755861d56769c60f63f7dcd8f78	昆士区 贝克猫餐厅 天台	昆士區 貝克貓餐廳 天台	Rooftop, Baker's Cafe	コンシ区　ベイカーキャットレストラン　屋上	퀸즈 타운 베이커캣 카페테리아 발코니	ดาดฟ้า เบเกอร์คาเฟ่ เขตควินซ์	2217/9/28	2217/9/28	September 28, 2217	2217/9/28	2217년 9월 28일	28/09/2217  
countdown_171	107	106		1	16ce6897845b07d6d75b4c44837f47ba												
countdown_172			9:58	1	481bc98bda29b4932c638bb0113584a8	耀州区 文物修复所	耀州區 文物修復所	Relic Restoration Institute, Yaozhou	耀州区　文物修復所	요주 타운 유물 복원소	สถานที่ซ่อมแซมโบราณวัตถุ เขตเหยาโจว	2217/9/29	2217/9/29	September 29, 2217	2217/9/29	2217년 9월 29일	29/09/2217  
countdown_173			11:12	1	eba627b4ad54e6618e99be23eba8ef83	耀州区 文物修复所	耀州區 文物修復所	Relic Restoration Institute, Yaozhou	耀州区　文物修復所	요주 타운 유물 복원소	สถานที่ซ่อมแซมโบราณวัตถุ เขตเหยาโจว	2217/9/29	2217/9/29	September 29, 2217	2217/9/29	2217년 9월 29일	29/09/2217  
countdown_174			14:32	1	6415dfe8a53fc40b7af249b509b7b5e4	昆士区 贝克街	昆士區 貝克街	Baker Street, Quince	コンシ区　ベイカーストリート	퀸즈 타운 베이커 가	ถนนเบเกอร์ เขตควินซ์	2217/9/29	2217/9/29	September 29, 2217	2217/9/29	2217년 9월 29일	29/09/2217  
countdown_175	106	105		1	8699ae3129881c31452321d7727b76b5												
countdown_176			7:31	1	03b21e41aa1892d718299db4aa68e1e6	昆士区 贝克街	昆士區 貝克街	Baker Street, Quince	コンシ区　ベイカーストリート	퀸즈 타운 베이커 가	ถนนเบเกอร์ เขตควินซ์	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_177			8:56	1	03ce0a8a3faa5a1ce2cde4a2ae3fae93	耀州区 摩罗古道	耀州區 摩羅古道	Morrow Street, Yaozhou	耀州区　モロ古道	요주 타운 마라고도	ถนนโบราณโมโร่ เขตเหยาโจว	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_178			10:11	1	ebad2473c132ab98c9bf38e33390a3f5	耀州区 摩罗古道	耀州區 摩羅古道	Morrow Street, Yaozhou	耀州区　モロ古道	요주 타운 마라고도	ถนนโบราณโมโร่ เขตเหยาโจว	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_179			10:37	1	3cc27c14b18c7f10fdb74082b8199ab7	耀州区 摩罗古道 私宅	耀州區 摩羅古道 私宅	Private House, Morrow Street, Yaozhou	耀州区　モロ古道　私宅	요주 타운 마라고도 사택	คฤหาสน์ส่วนตัว ถนนโบราณโมโร่ เขตเหยาโจว	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_180	106	105		1	a9ff070b2663ebce06952cdd9e5b4a08												
countdown_181			10:40	1	fb5e27827f12c93064eaa7e5661d5f49	耀州区 摩罗古道 私宅	耀州區 摩羅古道 私宅	Private House, Morrow Street, Yaozhou	耀州区　モロ古道　私宅	요주 타운 마라고도 사택	คฤหาสน์ส่วนตัว ถนนโบราณโมโร่ เขตเหยาโจว	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_182			10:57	1	29b0da2b137f63ffe307a6bf2ed5585c	耀州区 摩罗古道	耀州區 摩羅古道	Morrow Street, Yaozhou	耀州区　モロ古道	요주 타운 마라고도	ถนนโบราณโมโร่ เขตเหยาโจว	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_183			12:01	1	92f2880802ab9f94f7c8f90ec6309ff0	耀州区 摩罗古道 私宅	耀州區 摩羅古道 私宅	Private House, Morrow Street, Yaozhou	耀州区　モロ古道　私宅	요주 타운 마라고도 사택	คฤหาสน์ส่วนตัว ถนนโบราณโมโร่ เขตเหยาโจว	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_184			13:30	1	4c043400bf6beeff17127988b5f7361f	耀州区 摩罗古道附近	耀州區 摩羅古道附近	Near Morrow Street, Yaozhou	耀州区　モロ古道付近	요주 타운 마라고도 근처	บริเวณถนนโบราณโมโร่ เขตเหยาโจว	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_185			14:30	1	04930551dc3f9ec1c184304b264699e0	耀州区 摩罗古道附近	耀州區 摩羅古道附近	Near Morrow Street, Yaozhou	耀州区　モロ古道付近	요주 타운 마라고도 근처	บริเวณถนนโบราณโมโร่ เขตเหยาโจว	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_186			14:52	1	c17f56c04624d860fb761ea4727039f5	耀州区 摩罗古道附近	耀州區 摩羅古道附近	Near Morrow Street, Yaozhou	耀州区　モロ古道付近	요주 타운 마라고도 근처	บริเวณถนนโบราณโมโร่ เขตเหยาโจว	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_187			15:00	1	32d6eeee35e18ebfb25c8aedf5513e3a	耀州区 摩罗古道附近	耀州區 摩羅古道附近	Near Morrow Street, Yaozhou	耀州区　モロ古道付近	요주 타운 마라고도 근처	บริเวณถนนโบราณโมโร่ เขตเหยาโจว	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_188			15:20	1	36eb205e20a7b83775677dd25a4d7dc0	耀州区 通天街	耀州區 通天街	Celestial Street, Yaozhou	耀州区　通天街	요주 타운 통천가	ถนนเทียมฟ้า เขตเหยาโจว	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_189			16:00	1	8f02ad3b4675dd35553796ce260c8092	耀州区 揽月楼	耀州區 攬月樓	Moon Pavilion, Yaozhou	耀州区　覧月楼	요주 타운 남월루	หอชมจันทร์ เขตเหยาโจว	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_190			16:30	1	9e73ee2fce8fc3dd2279fd65526b0b9d	耀州区 揽月楼	耀州區 攬月樓	Moon Pavilion, Yaozhou	耀州区　覧月楼	요주 타운 남월루	หอชมจันทร์ เขตเหยาโจว	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_191			17:30	1	f0e88a6c460b27fa9c88c430a7f0b07c	地道	地道	The Tunnels	地下道	길	อุโมงค์ลับ	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_192			17:45	1	011f53ac987a4f12090a924c88ef43ff	地道	地道	The Tunnels	地下道	길	อุโมงค์ลับ	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_193			18:00	1	21251a17f85d68ce53ddeaa0094efd0f	地道	地道	The Tunnels	地下道	길	อุโมงค์ลับ	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_194			18:20	1	4e5423345b9210a7a042c89cf2b79df2	地道	地道	The Tunnels	地下道	길	อุโมงค์ลับ	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_195			18:30	1	dc5c01cc6bf221bcd660637ca8462ba7	地道	地道	The Tunnels	地下道	길	อุโมงค์ลับ	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_196			19:20	1	6296224b267b8a8b59733aa3ef7ada9e	地道	地道	The Tunnels	地下道	길	อุโมงค์ลับ	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_197			19:20	1	87a81d8b9900750e2cec46648bb33cf4	地道	地道	The Tunnels	地下道	길	อุโมงค์ลับ	2217/9/30	2217/9/30	September 30, 2217	2217/9/30	2217년 9월 30일	30/09/2217  
countdown_198	105	104		1	74b655bbe2a9e4941e4956981f660b64												
countdown_199			11:00	1	7792889da8f084c41babd93aabdd8764	昆士区 贝克街	昆士區 貝克街	Baker Street, Quince	コンシ区　ベイカーストリート	퀸즈 타운 베이커 가	ถนนเบเกอร์ เขตควินซ์	2217/10/1	2217/10/1	October 1, 2217	2217/10/1	2217년 10월 1일	01-10-17
countdown_200			13:00	1	80d7f383bf19be0813fe22f1e8747a0d	光幕之下	光幕之下	Behind the Curtain	光幕の下	빛의 장막 아래	ใต้ม่านแสง	2217/10/1	2217/10/1	October 1, 2217	2217/10/1	2217년 10월 1일	01-10-17
countdown_201			13:10	1	df3e92b992c96adbfdb5ed22f8eb7f02	旧城区 光幕的另一边	舊城區 光幕的另一邊	The Other Side of The Curtain, Oldtown	オールドタウン　光幕の向こう側	구시가지 은막의 한 부분	อีกฟากของม่านแสง เขตเมืองโบราณ	2217/10/1	2217/10/1	October 1, 2217	2217/10/1	2217년 10월 1일	01-10-17
countdown_202			14:00	1	70088f275ab507a196f3371ed8ae9597	旧城区 某处小巷	舊城區 某處小巷	Random Alley, Oldtown	オールドタウン　裏路地	구시가지 한 골목	ตรอกแห่งหนึ่ง เขตเมืองโบราณ	2217/10/1	2217/10/1	October 1, 2217	2217/10/1	2217년 10월 1일	01-10-17
countdown_203			15:30	1	088a070aaaf15c0b475417c1a645775b	旧城区 利兹大道	舊城區 利茲大道	Leids Avenue, Oldtown	オールドタウン　リーズストリート	구시가지 리즈 에비뉴	ถนนสายหลักลิซ เขตเมืองโบราณ	2217/10/1	2217/10/1	October 1, 2217	2217/10/1	2217년 10월 1일	01-10-17
countdown_204			16:30	1	0c985c8b4f2aec5ff2906a4ecc4a4bdd	旧城区 利兹大道	舊城區 利茲大道	Leids Avenue, Oldtown	オールドタウン　リーズストリート	구시가지 리즈 에비뉴	ถนนสายหลักลิซ เขตเมืองโบราณ	2217/10/1	2217/10/1	October 1, 2217	2217/10/1	2217년 10월 1일	01-10-17
countdown_205	104	103		1	367d0d4e68fef89c2b309427d9400deb												
countdown_206			10:00	1	e010091fed706c54ba5afaf256e2dd54	旧城区 云灿的家	舊城區 雲燦的家	Yuncan's House, Oldtown	オールドタウン　雲燦の家	구시가지 운찬의 집	บ้านของหยุนซาน เขตเมืองโบราณ	2217/10/2	2217/10/2	October 2, 2217	2217/10/2	2217년 10월 2일	02-10-17
countdown_207			11:00	1	60161982898fc1d51650d65ec80e7fba	旧城区 利兹大道附近	舊城區 利茲大道附近	Near Leids Avenue, Oldtown	オールドタウン　リーズストリート付近	구시가지 리즈 에비뉴 근처	บริเวณถนนสายหลักลิซ เขตเมืองโบราณ	2217/10/2	2217/10/2	October 2, 2217	2217/10/2	2217년 10월 2일	02-10-17
countdown_208			15:00	1	aae896c96ac6bc1a08b6468867c3e4ad	旧城区 猩红庄园周边	舊城區 猩紅莊園周邊	Near Crimson Manor, Oldtown	オールドタウン　緋色荘園周辺	구시가지 크림슨 농장 근처	บริเวณรอบคฤหาสน์คริมสัน เขตเมืองโบราณ	2217/10/2	2217/10/2	October 2, 2217	2217/10/2	2217년 10월 2일	02-10-17
countdown_209			15:31	1	9a843e3c6437c9db57d3192b9336eda0	旧城区 古老遗迹	舊城區 古老遺跡	Ancient Ruins, Oldtown	オールドタウン　遺跡	구시가지 고대 유적	ซากโบราณสถาน เขตเมืองโบราณ	2217/10/2	2217/10/2	October 2, 2217	2217/10/2	2217년 10월 2일	02-10-17
countdown_210			16:00	1	6a8b4bd40d20c10fade6127672218ebb	旧城区 古老遗迹	舊城區 古老遺跡	Ancient Ruins, Oldtown	オールドタウン　遺跡	구시가지 고대 유적	ซากโบราณสถาน เขตเมืองโบราณ	2217/10/2	2217/10/2	October 2, 2217	2217/10/2	2217년 10월 2일	02-10-17
countdown_211			16:30	1	3407784046be67ce5b7624ec1e73ac65	旧城区 古老遗迹	舊城區 古老遺跡	Ancient Ruins, Oldtown	オールドタウン　遺跡	구시가지 고대 유적	ซากโบราณสถาน เขตเมืองโบราณ	2217/10/2	2217/10/2	October 2, 2217	2217/10/2	2217년 10월 2일	02-10-17
countdown_212			18:30	1	3213531f4cba9c616b824b1cdd266255	旧城区 古老遗迹	舊城區 古老遺跡	Ancient Ruins, Oldtown	オールドタウン　遺跡	구시가지 고대 유적	ซากโบราณสถาน เขตเมืองโบราณ	2217/10/2	2217/10/2	October 2, 2217	2217/10/2	2217년 10월 2일	02-10-17
countdown_213			19:00	1	0155cccfdd3c6e5bc45356a58b6113e6	旧城区 古老遗迹边缘	舊城區 古老遺跡邊緣	Outskirts of Ancient Ruins, Oldtown	オールドタウン　遺跡の端	구시가지 고대 유적 근처	ขอบซากโบราณสถาน เขตเมืองโบราณ	2217/10/2	2217/10/2	October 2, 2217	2217/10/2	2217년 10월 2일	02-10-17
countdown_214			22:00	1	2aabf247b1402fa07f84c15552a0ff83	南港区 废弃工厂	南港區 廢棄工廠	Derelict Factory, Southport	南港区　廃棄工場	사우스포트 버려진 공장	โรงงานร้าง เขตทะเลใต้	2217/9/28	2217/9/28	September 28, 2217	2217/9/28	2217년 9월 28일	28/09/2217  
countdown_215	103	102		1	459a6e537240155a078b35e0467ac24a												
countdown_216			9:30	1	d0718eaf8426b33bf0e585279e0ea005	旧城区 利兹大道	舊城區 利茲大道	Leids Avenue, Oldtown	オールドタウン　リーズストリート	구시가지 리즈 에비뉴	ถนนสายหลักลิซ เขตเมืองโบราณ	2217/10/3	2217/10/3	October 3, 2217	2217/10/3	2217년 10월 3일	03-10-17
countdown_217			10:17	1	052f3f6002266848c6cbb385141baf18	旧城区 利兹大道	舊城區 利茲大道	Leids Avenue, Oldtown	オールドタウン　リーズストリート	구시가지 리즈 에비뉴	ถนนสายหลักลิซ เขตเมืองโบราณ	2217/10/3	2217/10/3	October 3, 2217	2217/10/3	2217년 10월 3일	03-10-17
countdown_218			10:30	1	84952e9245d116748287732ffb72cec3	旧城区 利兹大道	舊城區 利茲大道	Leids Avenue, Oldtown	オールドタウン　リーズストリート	구시가지 리즈 에비뉴	ถนนสายหลักลิซ เขตเมืองโบราณ	2217/10/3	2217/10/3	October 3, 2217	2217/10/3	2217년 10월 3일	03-10-17
countdown_219			13:12	1	30648898e76b3d2646ec52af00008e11	中心区  情绪干预中心	中心區  情緒干預中心	ERC, Central District	中央区　ERC	센트럴 타운 이모션 컨트롤 센터	ศูนย์เยียวยาพาโธซิส เขตศูนย์กลาง	2217/10/3	2217/10/3	October 3, 2217	2217/10/3	2217년 10월 3일	03-10-17
countdown_220	102	102		1	95855fcf92f4840299873d4aa02e2fa7												
countdown_221			13:30	1	13bcacb29d6103061b570ae7030664d1	中心区  情绪干预中心会诊室	中心區  情緒干預中心會診室	ERC Consultation Room, Central District	中央区　ERC　治療室	센트럴 타운 이모션 컨트롤 센터 진찰실	ห้องตรวจ ศูนย์เยียวยาพาโธซิส เขตศูนย์กลาง	2217/10/3	2217/10/3	October 3, 2217	2217/10/3	2217년 10월 3일	03-10-17
countdown_222			15:30	1	da30044a635fb1d466d2bcf25443a2b0	昆士区 贝克街	昆士區 貝克街	Baker Street, Quince	コンシ区　ベイカーストリート	퀸즈 타운 베이커 가	ถนนเบเกอร์ เขตควินซ์	2217/10/3	2217/10/3	October 3, 2217	2217/10/3	2217년 10월 3일	03-10-17
countdown_223	102	101		1	b6fe7eff24940d0c9d55f4fe0c5161cd												
countdown_224			0:08	1	93d9f7c38044046bf7707f832bea208b	昆士区 贝克街	昆士區 貝克街	Baker Street, Quince	コンシ区　ベイカーストリート	퀸즈 타운 베이커 가	ถนนเบเกอร์ เขตควินซ์	2217/10/4	2217/10/4	October 4, 2217	2217/10/4	2217년 10월 4일	04-10-17
countdown_225			10:30	1	2fe16a328da889c7bcb87b4b230ca78a	昆士区 贝克街	昆士區 貝克街	Baker Street, Quince	コンシ区　ベイカーストリート	퀸즈 타운 베이커 가	ถนนเบเกอร์ เขตควินซ์	2217/10/4	2217/10/4	October 4, 2217	2217/10/4	2217년 10월 4일	04-10-17
countdown_226			13:30	1	8a524756e4c37c03a4ebbc374149280f	耀州区 东岸艺术中心	耀州區 東岸藝術中心	East Coast Art Center, Yaozhou	耀州区　イーストコーストアートセンター	요주 타운 동부 아트센터	ศูนย์ศิลปะฝั่งตะวันออก เขตเหยาโจว	2217/10/4	2217/10/4	October 4, 2217	2217/10/4	2217년 10월 4일	04-10-17
countdown_227			19:00	1	5035ac64032e8b91855a922893760797	耀州区 云霞群岛	耀州區 雲霞群島	Twilight Isles, Yaozhou	耀州区　雲霞諸島	요주 타운 운하섬	หมู่เกาะเมฆารุ้ง เขตเหยาโจว	2217/10/4	2217/10/4	October 4, 2217	2217/10/4	2217년 10월 4일	04-10-17
countdown_228			20:30	1	c1f495c30fa39fa2708a328dbf9b0b1c	耀州区 云霞群岛	耀州區 雲霞群島	Twilight Isles, Yaozhou	耀州区　雲霞諸島	요주 타운 운하섬	หมู่เกาะเมฆารุ้ง เขตเหยาโจว	2217/10/4	2217/10/4	October 4, 2217	2217/10/4	2217년 10월 4일	04-10-17
countdown_229	101	100		1	fd262a6365fd5a5d0fc282034035da3b												
countdown_230			14:00	1	766edde98bae268d7e699b7692b1dcc8	耀州区 杰克贸易公司	耀州區 傑克貿易公司	Jack Trading Company, Yaozhou	耀州区　ジャックカンパニー	요주 타운 잭 트레이드 컴퍼니	บริษัทการค้าแจ็ค เขตเหยาโจว	2217/10/5	2217/10/5	October 5, 2217	2217/10/5	2217년 10월 5일	05-10-17
countdown_231			18:00	1	e53e2d4b981515604dce9b4a85479ca7	昆士区 贝克猫餐厅	昆士區 貝克貓餐廳	Baker's Cafe, Quince	コンシ区　ベイカーキャットレストラン	퀸즈 타운 베이커캣 카페테리아	เบเกอร์คาเฟ่ เขตควินซ์	2217/10/5	2217/10/5	October 5, 2217	2217/10/5	2217년 10월 5일	05-10-17
countdown_232	100	98		1	0c5510c5f6b2ecb6b8b1043f0efb574a												
countdown_233			16:00	1	31b30f8fba90dfc55e2c63673edae170	耀州区 珍宝拍卖会	耀州區 珍寶拍賣會	Treasure Auction, Yaozhou	耀州区　宝物オークション	요주 타운 보석 경매장	งานประมูลของล้ำค่า เขตเหยาโจว	2217/10/7	2217/10/7	October 7, 2217	2217/10/7	2217년 10월 7일	07-10-17
countdown_234			18:00	1	252414818b8ed7b345b819061109e3c0	旧城区 珍宝拍卖会通道	舊城區 珍寶拍賣會通道	Passage of Treasure Auction, Oldtown	オールドタウン　宝物オークション　通路	구시가지 보석 경매장 통로	ทางเดินหอประมูลของล้ำค่า เขตเมืองโบราณ	2217/10/7	2217/10/7	October 7, 2217	2217/10/7	2217년 10월 7일	07-10-17
countdown_235			19:30	1	037bae459155f96aa85fb3215ee98acc	旧城区 绪能点乌鸦巷	舊城區 緒能點烏鴉巷	Ravens Alley, Oldtown	オールドタウン　緋色荘園周辺	구시가지 이모션 에너지 스팟 크로우로드	จุดพาโธสรั่วไหลตรอกเรเวน เขตเมืองโบราณ	2217/10/7	2217/10/7	October 7, 2217	2217/10/7	2217년 10월 7일	07-10-17
countdown_236			20:00	1	2b6f0625a4555724844e0885e591efde	旧城区 绪能点乌鸦巷	舊城區 緒能點烏鴉巷	Ravens Alley, Oldtown	オールドタウン　緋色荘園周辺	구시가지 이모션 에너지 스팟 크로우로드	จุดพาโธสรั่วไหลตรอกเรเวน เขตเมืองโบราณ	2217/10/7	2217/10/7	October 7, 2217	2217/10/7	2217년 10월 7일	07-10-17
countdown_237			20:30	1	1146c24983e1de3356b15942434b1d76	旧城区 绪能点乌鸦巷	舊城區 緒能點烏鴉巷	Ravens Alley, Oldtown	オールドタウン　緋色荘園周辺	구시가지 이모션 에너지 스팟 크로우로드	จุดพาโธสรั่วไหลตรอกเรเวน เขตเมืองโบราณ	2217/10/7	2217/10/7	October 7, 2217	2217/10/7	2217년 10월 7일	07-10-17
countdown_238			21:00	1	ecab99f6f99b10e7670cfebe0533ffe8	旧城区 绪能点乌鸦巷	舊城區 緒能點烏鴉巷	Ravens Alley, Oldtown	オールドタウン　緋色荘園周辺	구시가지 이모션 에너지 스팟 크로우로드	จุดพาโธสรั่วไหลตรอกเรเวน เขตเมืองโบราณ	2217/10/7	2217/10/7	October 7, 2217	2217/10/7	2217년 10월 7일	07-10-17
countdown_239			21:30	1	04833108ddc2e78e8254a5f6b6cf2f5e	旧城区 关键绪能点古老遗迹	舊城區 關鍵緒能點古老遺跡	Ancient Ruins, Oldtown	オールドタウン　遺跡　ドロップポイント	구시가지 메인 이모션 에너지 스팟 고대 유적	จุดพาโธสรั่วไหลหลักซากโบราณสถาน เขตเมืองโบราณ	2217/10/7	2217/10/7	October 7, 2217	2217/10/7	2217년 10월 7일	07-10-17
countdown_240			??:??	1	97b5402e992a782f12572c0a1fe43d3d	？？？，？？？	？？？，？？？	???,???	？？？、？？？	???,???	???, ???	2217年??月?日	2217年??月?日	??, 2017	2217年??月?日	2217년 ??월 ??일	??/??/2217
countdown_241	98	97		1	c7f2cae99d2643a9a3110ded99937767												
countdown_242			10:30	1	3c9d0433405db7e594ac0b85ac4ef3de	昆士区 特莉丝入职发布会	昆士區 特莉絲入職發佈會	Triss's Press Conference, Quince	コンシ区　トリス入社発表会	퀸즈 타운 트리스 입관 발표회	งานแถลงข่าวการเข้างานของทริส เขตควินซ์	2217/10/8	2217/10/8	October 8, 2217	2217/10/8	2217년 10월 8일	08-10-17
countdown_243			??:??	1	f092b08acf254e99772eb76c44a70785	？？？	？？？	???	？？？	???	???	？？？？年？？月？？日	？？？？年？？月？？日	??????	????	????년 ??월 ??일	??/??/????
countdown_244			11:20	1	389ae4905e3dcf42597a989c11e6a1b2	昆士区 五城广场	昆士區 五城廣場	Quintupolis Plaza, Quince	コンシ区　五城広場	퀸즈 타운 펜타폴리스	จัตุรัสควินซ์ เขตควินซ์	2217/10/9	2217/10/9	October 9, 2217	2217/10/9	2217년 10월 9일	09-10-17
countdown_245			12:00	1	b5f1279127f9033b459b0c37ac33021c	昆士区 五城广场	昆士區 五城廣場	Quintupolis Plaza, Quince	コンシ区　五城広場	퀸즈 타운 펜타폴리스	จัตุรัสควินซ์ เขตควินซ์	2217/10/9	2217/10/9	October 9, 2217	2217/10/9	2217년 10월 9일	09-10-17
countdown_246			15:10	1	e25c0e7d94cb84abf7ea5fd6f3e7643a	中心区 暴风眼调查署	中心區 暴風眼調查署	SEBI, Central District	中央区　ストームアイ調査署	센트럴 타운 스톰아이 조사국	สำนักงานสืบสวนสตอร์มอาย เขตศูนย์กลาง	2217/10/9	2217/10/9	October 9, 2217	2217/10/9	2217년 10월 9일	09-10-17
countdown_247			17:20	1	0696a89eda9429b6d8381592cb46b8a4	中心区 暴风眼调查署	中心區 暴風眼調查署	SEBI, Central District	中央区　ストームアイ調査署	센트럴 타운 스톰아이 조사국	สำนักงานสืบสวนสตอร์มอาย เขตศูนย์กลาง	2217/10/9	2217/10/9	October 9, 2217	2217/10/9	2217년 10월 9일	09-10-17
countdown_248			18:12	1	7a76aa4ccf98cc0cdb53f4665a8bc379	南港区 音乐之声	南港區 音樂之聲	Sound of Music, Southport	南港区　サウンド・オブ・ミュージック	사우스포트 음악의 집	เสียงแห่งดนตรี เขตทะเลใต้	2217/10/9	2217/10/9	October 9, 2217	2217/10/9	2217년 10월 9일	09-10-17
countdown_249			18:40	1	1e52e921b13582e7f20f036c86b2da4d	南港区 弗雷泽尔家中	南港區 弗雷澤爾家中	Frazier's House, Southport	南港区　フレイジャーの家	사우스포트 프레비아 집	บ้านเฟรเซอร์ เขตทะเลใต้	2217/10/9	2217/10/9	October 9, 2217	2217/10/9	2217년 10월 9일	09-10-17
countdown_250			10:00	1	438e2a1bf31ed92c8792f505d3afdb5c	中心区 百货大楼	中心區 百貨大樓	The Mall, Central District	中央区　デパート	센트럴 타운 백화점	ห้างสรรพสินค้า เขตศูนย์กลาง	2217/10/10	2217/10/10	October 10, 2217	2217/10/10	2217년 10월 10일	10-10-17
countdown_251			10:22	1	92e45558c0c035e5b4c13128d0562972	中心区 百货大楼	中心區 百貨大樓	The Mall, Central District	中央区　デパート	센트럴 타운 백화점	ห้างสรรพสินค้า เขตศูนย์กลาง	2217/10/10	2217/10/10	October 10, 2217	2217/10/10	2217년 10월 10일	10-10-17
countdown_252			11:30	1	2f02c6ba540841f0ee6a23f750d03f5f	中心区 百货大楼	中心區 百貨大樓	The Mall, Central District	中央区　デパート	센트럴 타운 백화점	ห้างสรรพสินค้า เขตศูนย์กลาง	2217/10/10	2217/10/10	October 10, 2217	2217/10/10	2217년 10월 10일	10-10-17
countdown_253			14:09	1	872077348a0cee0239b2b7c9c9504391	中心区 市政厅走廊 	中心區 市政廳走廊	City Hall's Corridor, Central District	中心区　市庁廊下	센트럴타운 시정부 복도	ระเบียงซิตี้ฮอลล์ เขตศูนย์กลาง	2217/10/10	2217/10/10	October 10, 2217	2217/10/10	2217년 10월 10일	10-10-17
countdown_254			17:12	1	ecaa856491d6f951f5e07326cf11e910	昆士区 贝克街 	昆士區 貝克街	Baker Street, Quince	コンシ区　ベイカーストリート	퀸즈 타운 베이커가	ถนนเบเกอร์ เขตควินซ์	2217/10/10	2217/10/10	October 10, 2217	2217/10/10	2217년 10월 10일	10-10-17
countdown_255			17:20	1	d1a50e1bc3d26a5f352ef8858e577c0e	贝克猫餐厅 一楼	貝克貓餐廳 一樓	1st Floor, Baker's Cafe	ベイカーキャットレストラン　1階	베이커캣 카페테리아 1층	เบเกอร์คาเฟ่ ชั้น 1	2217/10/10	2217/10/10	October 10, 2217	2217/10/10	2217년 10월 10일	10-10-17
countdown_256			17:50	1	4b8b1994dd92ccace2fce06acf571395	中心区 宴会馆	中心區 宴會館	Banquet Hall, Central District	中央区　宴会館	센트럴 타운 파티홀	สถานจัดเลี้ยง เขตศูนย์กลาง	2217/10/12	2217/10/12	October 12, 2217	2217/10/12	2217년 10월 12일	12-10-17
countdown_257			19:21	1	4ee9a5274d37b76912d33524faf88780	中心区 音乐节后台	中心區 音樂節後台	Music Festival Backstage, Central District	中央区　音楽祭バックステージ	센트럴 타운 음악 축제 백스테이지	หลังเวทีเทศกาลดนตรี เขตศูนย์กลาง	2217/10/12	2217/10/12	October 12, 2217	2217/10/12	2217년 10월 12일	12-10-17
countdown_258			20:15	1	6e0a70cfc7a77d4a3d4777c1079096d5	中心区 音乐节 	中心區 音樂節	Music Festival, Central District	中央区　音楽祭	센트럴 타운 음악 행사	เทศกาลดนตรี เขตศูนย์กลาง	2217/10/12	2217/10/12	October 12, 2217	2217/10/12	2217년 10월 12일	12-10-17
countdown_259			22:03	1	b95b06d89bcf76695ac5c4aa831477e7	中心区 音乐节 	中心區 音樂節	Music Festival, Central District	中央区　音楽祭	센트럴 타운 음악 행사	เทศกาลดนตรี เขตศูนย์กลาง	2217/10/12	2217/10/12	October 12, 2217	2217/10/12	2217년 10월 12일	12-10-17
