relationId	cardId	cardname	relationCard	cardname2	buff	effectId	property	status	relationName	relationName_zh_TW	relationName_en_UK	relationName_ja_JP	relationName_ko_KR	relationName_th_TH
12100807	121008	清道夫之夜	904025	孤独绅士	19000017	10000014	101;50	1	清障酬金	清障酬金	Cleanup Payment	清掃料金	장애물 제거 보상	ค่าตอบแทนเคลียร์ทาง
12100808	121008	清道夫之夜	904026	落寞淑女	19000018	10000015	201;60	1	受雇逐秽	受雇逐穢	Paid Purification	受雇逐秽	고용된 추적자	ขจัดสิ่งสกปรก
12700801	127008	碧魂灯	113008	银钩墨舞	19000017	10000014	101;50	1	墨舞魅影	墨舞魅影	Ink Dance	墨のファントム	묵의 유령	แฟนธอมระบำมืด
12700802	127008	碧魂灯	113001	火树流光	19000030	10000027	102;0.06	1	情热似火	情熱似火	Passion as Fire	火の如き情熱	뜨거운 정열	อารมณ์ร้อนดั่งไฟ
12700803	127008	碧魂灯	114008	墨蕴寻真	19000018	10000015	201;60	1	真情流露	真情流露	Feelings Outpour	本当の気持ち	드러나는 진심	เผยความรู้สึกแท้จริง
12700804	127008	碧魂灯	114001	夕雪晚照	19000031	10000028	202;0.09	1	暮色魅影	暮色魅影	Twilight Phantom	黄昏のファントム	황혼의 유령	แฟนธอมสีสันยามเย็น
13000801	130008	暗巷星火	121008	清道夫之夜	19000033	10000030	603;0.07	1	黑暗双生	黑暗雙生	Dark Twins	闇の双子	다크 트윈	แฝดชั่วร้าย
13000802	130008	暗巷星火	101005	涂鸦战争	19000004	10000001	101;20	1	炫彩爆弹	炫彩爆彈	Chroma Explosive	カラフル爆弾	컬러풀 봄버	ระเบิดหลากสี
13000803	130008	暗巷星火	101013	森林守护者	19000030	10000027	102;0.06	1	一枪两段	一槍兩段	Splitshot	断ち切る	일발양단	สองท่อนในนัดเดียว
13000804	130008	暗巷星火	103007	浮世谣	19000030	10000027	102;0.06	1	音律打击	音律打擊	Rhythmic Strike	ビートミュージック	리듬 어택	โจมตีจังหวะดนตรี
13000805	130008	暗巷星火	103019	枕边童话	19000004	10000001	101;20	1	暗夜童话	暗夜童話	Fable of the Dark	闇夜の童話	밤의 동화	นิทานเด็กราตรี
13100805	131008	粉红风暴	110008	秘密调查	19000033	10000030	603;0.07	1	特工密训	特工密訓	Agent Training	スパイ特訓	에이전트 훈련	การฝึกฝนของสายลับ
13100806	131008	粉红风暴	108001	战略潜艇	19000030	10000027	102;0.06	1	模拟实战	模擬實戰	Simulated Combat	模擬実戦	모의 실전	จำลองการต่อสู้จริง
13100807	131008	粉红风暴	108004	棋盘游戏	19000017	10000014	101;50	1	游戏特训	遊戲特訓	Pro Gamer Training	ゲーム特訓	게임 특훈	การฝึกฝนพิเศษของเกม
13100808	131008	粉红风暴	108006	涤荡者	19000030	10000027	102;0.06	1	高效清场	高效清場	Fast Field Control	高速掃除	클리어 아웃	การ​เคลียร์​ประสิทธิภาพ​สูง​
13100809	131008	粉红风暴	108008	AI助理	19000004	10000001	101;20	1	助理培训	助理培訓	Assistant Training	アシスタント特訓	보조 훈련	อบรมฝึกฝนผู้ช่วย
13100810	131008	粉红风暴	127008	碧魂灯	19000033	10000030	603;0.07	1	暴风灯塔	暴風燈塔	Gale Beacon	嵐の中の灯台	폭풍 속 등대	ประภาคารสตอร์ม
90400101	904001	憎恶斗者	904002	守夜人	19000004	10000001	101;20	1	复仇共鸣	復仇共鳴	Vengeance Resonance	復習共鳴	복수의 공명	เสียงสะท้อน​แห่ง​การแก้แค้น​
90400102	904001	憎恶斗者	904033	恶念残响	19000018	10000015	201;60	1	恶意共鸣	惡意共鳴	Malice Resonance	悪意共鳴	악의 공명	เสียงสะท้อนเจตนาร้าย
90400201	904002	恐怖游荡者	904001	憎恶斗者	19000004	10000001	101;20	1	恨意注入	恨意注入	Infused Hatred	憎悪注入	원한 주입	ใส่ความเกลียดชัง
90400202	904002	恐怖游荡者	904033	恶念残响	19000018	10000015	201;60	1	邪念注入	邪念注入	Infused Malice	邪念注入	사념 주입	ใส่ความคิดชั่วร้าย
90400501	904005	孤傲剑客	904009	欺诈小丑	19000024	10000021	1203;0.05	1	狂笑之刃	狂笑之刃	Blade of Insanity	狂笑の刃	광기의 칼날	คมดาบอันคุ้มคลั่ง
90400502	904005	孤傲剑客	904022	夺魂之镰	19000017	10000014	101;50	1	亡影利刃	亡影利刃	Wraith Blade	亡霊の刃	망자의 예리한 칼날	คมมีดเงาอาสัญ
90400601	904006	电玩怪客	904001	憎恶斗者	19000004	10000001	101;20	1	恶念回响	惡念迴響	Echo of Wickedness	悪念回響	악의 메아리	เสียงสะท้อน​ความ​ชั่วร้าย​
90400602	904006	电玩怪客	904002	守夜人	19000005	10000002	201;30	1	恨意回响	恨意迴響	Echo of Hatred	憎悪回響	원한의 메아리	เสียงสะท้อน​ความเกลียดชัง​
90400901	904009	欺诈小丑	904014	苍白舞者	19000038	10000035	1303;0.11	1	绝望舞者	絕望舞者	Dancer of Despair	絶望ダンサー	절망의 댄서	นักเต้นผู้สิ้นหวัง
90400902	904009	欺诈小丑	904022	夺魂之镰	19000017	10000014	101;50	1	绝望终结	絕望終結	Termination of Despair	絶望の終焉	절망의 끝	จุดจบของความสิ้นหวัง
90401001	904010	爆裂火山	904033	恶念残响	19000018	10000015	201;60	1	恶意爆裂	惡意爆裂	Malicious Burst	悪意爆裂	악의 폭발	เจตนาร้ายปะทุ
90401002	904010	爆裂火山	904005	修习者	19000021	10000018	703;0.1	1	炸裂之刃	炸裂之刃	Explosive Blade	爆裂の刃	작열의 칼날	คมดาบแห่งการระเบิด
90401401	904014	苍白舞者	101008	自由轮滑	19000018	10000015	201;60	1	滑行舞步	滑行舞步	Smooth Glide	フライングダンス	슬라이딩 스텝	ท่วงท่า​การเต้นรำ​ที่​สง่า​
90401402	904014	苍白舞者	101013	森林守护者	19000031	10000028	202;0.09	1	森林舞步	森林舞步	Woodland Waltz	森林ダンス	포레스트 스텝	ท่วงท่า​การเต้นรำ​ป่าไม้​
90401403	904014	苍白舞者	101011	棒球龙魂	19000018	10000015	201;60	1	龙魂舞步	龍魂舞步	Draconic Dance	ドラゴンダンス	드래곤 소울 스텝	ท่วงท่า​การเต้นรำ​โซล​มังกร​
90401404	904014	苍白舞者	103007	浮世谣	19000032	10000029	302;0.09	1	温馨童谣	溫馨童謠	Warm Lullabies	心温まる童謡	따뜻한 동요	เพลงเด็กที่อบอุ่น
90401405	904014	苍白舞者	103008	恬静时刻	19000019	10000016	301;200	1	优雅舞步	優雅舞步	Dance of Elegance	エレガントステップ	우아한 스텝	ก้าวระบำสง่างาม
90401406	904014	苍白舞者	103019	枕边童话	19000006	10000003	301;150	1	催眠舞步	催眠舞步	Hypnotic Dance	催眠ダンス	최면 스텝	จังหวะเต้นรำสะกดจิต
90401501	904015	怪力巨兔	904014	苍白舞者	19000033	10000030	603;0.07	1	温馨相拥	溫馨相擁	Warm Embrace	心温まる抱擁	따뜻한 포옹	อ้อมกอดอันอบอุ่น
90401502	904015	怪力巨兔	904025	孤独绅士	19000019	10000016	301;200	1	绅士兔偶	紳士兔偶	Gentleman Hare	ぬいぐるみ紳士	신사 토끼 인형	สุภาพบุรุษตุ๊กตากระต่าย
90402001	904020	时运失衡	121008	清道夫之夜	19000030	10000027	102;0.06	1	黑金伙伴	黑金夥伴	Black Gold Ally	黒金の仲間	흑금 파트너	สหายแบล็กโกลด์
90402002	904020	时运失衡	103007	浮世谣	19000031	10000028	202;0.09	1	纸醉金迷	紙醉金迷	High Life	贅沢三昧	지취금미	ฟุ่มเฟือยไร้สติ
90402003	904020	时运失衡	103008	恬静时刻	19000018	10000015	201;60	1	优雅富商	優雅富商	Graceful Magnate	優雅なる商人	우아한 사업가	นักธุรกิจผู้ร่ำรวย
90402004	904020	时运失衡	103019	枕边童话	19000005	10000002	201;30	1	金钱童话	金錢童話	Wealth's Fable	金銭の童話	재물 동화	นิทานเงินทอง
90402201	904022	夺魂之镰	904001	憎恶斗者	19000004	10000001	101;20	1	双重死亡	雙重死亡	Dual Demise	ダブルデース	이중 사망	การตายซ้ำสอง
90402202	904022	夺魂之镰	904002	守夜人	19000005	10000002	201;30	1	死亡憎恶	死亡憎惡	Death's Abomination	死亡憎悪	죽음의 증오	เกลียดชังความตาย
90402501	904025	孤独绅士	904015	怪力巨兔	19000017	10000014	101;50	1	绅士兔偶	紳士兔偶	Gentleman Hare	ぬいぐるみ紳士	신사 토끼 인형	สุภาพบุรุษตุ๊กตากระต่าย
90402502	904025	孤独绅士	904026	落寞淑女	19000018	10000015	201;60	1	玩具配偶	玩具配偶	Toy Partner	ぬいぐるみカップル	장난감 배우자	คู่สมรสของเล่น
90402601	904026	落寞淑女	904015	怪力巨兔	19000018	10000015	201;60	1	红粉兔偶	紅粉兔偶	Pink Bunny	ぬいぐるみ淑女	분홍 토끼 인형	ตุ๊กตากระต่ายสีชมพู
90402602	904026	落寞淑女	904025	孤独绅士	19000019	10000016	301;200	1	玩具配偶	玩具配偶	Toy Partner	ぬいぐるみカップル	장난감 배우자	คู่สมรสของเล่น
90403101	904031	钢铁傀儡	904022	夺魂之镰	19000019	10000016	301;200	1	钢铁之镰	鋼鐵之鐮	Iron Scythe	鋼鉄の鎌	아이언 사이드	เคียวเหล็กกล้า
90403102	904031	钢铁傀儡	904005	修习者	19000023	10000020	903;0.1	1	钢铁刀锋	鋼鐵刀鋒	Steel Edge	鋼鉄の刃	아이언 블레이드	คมมีดเหล็กกล้า
90403301	904033	恶念残响	904001	憎恶斗者	19000004	10000001	101;20	1	邪念共鸣	邪念共鳴	Wicked Resonance	邪念共鳴	악의 공명	เสียงสะท้อน​ความคิด​ชั่วร้าย​
90403302	904033	恶念残响	904002	守夜人	19000005	10000002	201;30	1	恨意共鸣	恨意共鳴	Spite Resonance	憎悪共鳴	원한의 공명	เสียงสะท้อน​ความเกลียดชัง​
90403401	904034	癔症粉丝	103021	心动疗愈	19000030	10000027	102;0.06	1	愈疗应援	愈療應援	Healing Cheer	癒し応援	힐링 서포트	กองกำลัง​สนับสนุน​การรักษา​
90403402	904034	癔症粉丝	103008	恬静时刻	19000017	10000014	101;50	1	优雅应援	優雅應援	Elegant Support	優雅なる応援	엘레강스 서포트	กองกำลัง​สนับสนุน​ผู้​สง่างาม​
90403403	904034	癔症粉丝	103019	枕边童话	19000004	10000001	101;20	1	眠音应援	眠音應援	Support of Lullaby	眠音応援	럴러바이 서포트	กองกำลัง​สนับสนุน​เสียง​นอน​
90403404	904034	癔症粉丝	103007	浮世谣	19000030	10000027	102;0.06	1	古曲应援	古曲應援	Support of Classics	古曲応援	에이션트 뮤직 서포트	กองกำลัง​สนับสนุน​เพลง​โบราณ​
90403405	904034	癔症粉丝	103002	纯真拜访者	19000017	10000014	101;50	1	童话应援	童話應援	Support of Fairy Tale	童話応援	동화 지원	กองกำลัง​สนับสนุน​นิทาน​เด็ก​
90403406	904034	癔症粉丝	109008	致命音符	19000031	10000028	202;0.09	1	摇滚应援	搖滾應援	Rock 'n' Roll Support	ロックな応援	록 지원	กองกำลังสนับสนุนร็อก
90404101	904041	噬血魔女	904043	命运审判	19000004	10000001	101;20	1	异变血液	異變血液	Mutated Blood	異変ブラッド	돌연변이의 피	โลหิตกลายพันธุ์
90404102	904041	噬血魔女	908002	濒死血液	19000018	10000015	201;60	1	躁动血液	躁動血液	Agitated Blood	躁狂ブラッド	불안정한 피	โลหิตกระสับกระส่าย
90404301	904043	命运审判	904041	噬血魔女	19000004	10000001	101;20	1	异变血液	異變血液	Mutated Blood	異変ブラッド	돌연변이의 피	โลหิตกลายพันธุ์
90404302	904043	命运审判	908002	濒死血液	19000018	10000015	201;60	1	沸腾血液	沸騰血液	Boiling Blood	沸騰ブラッド	들끓는 피	โลหิตเดือดพล่าน
90800201	908002	濒死血液	904041	噬血魔女	19000014	10000011	1602;0.08	1	沸腾血液	沸騰血液	Boiling Blood	沸騰ブラッド	들끓는 피	โลหิตเดือดพล่าน
90800202	908002	濒死血液	904043	命运审判	19000011	10000008	1203;0.045	1	躁动血液	躁動血液	Agitated Blood	躁狂ブラッド	불안정한 피	โลหิตกระสับกระส่าย
10101301	101013	森林守护者	102008	机械助理	19000017	10000014	101;50	1	森林助手	森林助手	Sylvan Helper	森のアシスタント	숲의 도움	ผู้ช่วยแห่งป่า
10101302	101013	森林守护者	102021	完美效劳	19000030	10000027	102;0.06	1	完美守护	完美守護	Perfect Guard	完璧なガーディアン	완전한 보호	การคุ้มกันสมบูรณ์แบบ
10101303	101013	森林守护者	102001	星之愿	19000004	10000001	101;20	1	星空森林	星空森林	Starry Forest	星の降る森	스타 포레스트	ป่าคืนดาวเต็มฟ้า
10101304	101013	森林守护者	103008	恬静时刻	19000021	10000018	703;0.1	1	时光守护者	時光守護者	Guardian of Time	時間守護者	시간의 수호자	ผู้พิทักษ์กาลเวลา
10101305	101013	森林守护者	103002	纯真拜访者	19000021	10000018	703;0.1	1	纯真守护者	純真守護者	Innocent Guardian	純真なる守護者	결백의 수호자	ผู้พิทักษ์ที่จริงใจ
10101306	101013	森林守护者	103021	心动疗愈	19000034	10000031	703;0.15	1	心动守护者	心動守護者	Guardian of Hearts	ときめく守護者	하트비트 가디언	ผู้พิทักษ์หัวใจ
10500401	105004	碎夜疾霆	106001	搬运工	19000005	10000002	201;30	1	暗夜行动	暗夜行動	Midnight Operation	闇夜の作戦	암야행동	ปฏิบัติการคืนมืด
10500402	105004	碎夜疾霆	106002	耀夜之星	19000031	10000028	202;0.09	1	耀夜疾霆	耀夜疾霆	Nightfall Thunder	モーニングサンダー	밤 중의 번개	ฟ้าผ่าคืนสดใส
10500403	105004	碎夜疾霆	106008	橘色纯真	19000018	10000015	201;60	1	橘色雷霆	橘色雷霆	Tangerine Thunder	オレンジサンダー	오렌지색 번개	สายฟ้าสีส้ม
10500404	105004	碎夜疾霆	107001	诡夜雾行	19000030	10000027	102;0.06	1	破雾疾霆	破霧疾霆	Fog-Piercing Thunder	霧破りサンダー	안개 속 번개	ฟ้าผ่าทลายหมอก
10500405	105004	碎夜疾霆	107005	雪地飞驰	19000017	10000014	101;50	1	碎夜疾驰	碎夜疾馳	Night Speed	シャタードナイトフライング	썬더 브레이크	ข้ามผ่านคืนที่แตกสลาย
10500406	105004	碎夜疾霆	107008	继承者	19000017	10000014	101;50	1	夜之冠冕	夜之冠冕	Crown of the Night	ナイトクラウン	밤의 왕관	มงกุฎรัตติกาล
10600901	106009	耀夜之星	105008	英雄憧憬	19000031	10000028	202;0.09	1	暗夜英雄	暗夜英雄	Nocturnal Hero	闇夜のヒーロー	다크 히어로	วีรบุรุษราตรี
10600902	106009	耀夜之星	105002	纪律监督	19000005	10000002	201;30	1	夜幕铁律	夜幕鐵律	Night's Iron Law	夜の鉄則	밤의 철칙	กฎเหล็กม่านราตรี
10600903	106009	耀夜之星	105001	碎夜疾霆	19000018	10000015	201;60	1	耀夜疾霆	耀夜疾霆	Nightfall Thunder	モーニングサンダー	밤 중의 번개	ฟ้าผ่าคืนสดใส
10600904	106009	耀夜之星	107001	烈火战线	19000032	10000029	302;0.09	1	星夜战线	星夜戰線	Starry Battlefront	星夜戦線	성야 전선	แนวรบยามราตรี
10600905	106009	耀夜之星	107005	雪地飞驰	19000019	10000016	301;200	1	星光飞驰	星光飛馳	Stellar Velocity	スターフライング	별빛 질주	แสงดาวติดสปีด
10600906	106009	耀夜之星	107010	诡夜雾行	19000032	10000029	302;0.09	1	星夜迷雾	星夜迷霧	Starry Veil	星夜の霧	별의 안개	หมอกหนายามราตรี
10600907	106009	耀夜之星	117008	秘域访客	19000031	10000028	202;0.09	1	后夜访客	後夜訪客	Nightly Visitor	夜明け前の訪問者	늦은 밤 방문자	ผู้เยี่ยมเยียนหลังค่ำคืน
10600908	106009	耀夜之星	108001	战略潜艇	19000005	10000002	302;0.09	1	夜潜体验	夜潛體驗	Nocturnal Dive	夜の潜航体験	야간 잠수 체험	ลอบเร้นยามค่ำคืน
10600909	106009	耀夜之星	904026	落寞淑女	19000018	10000015	201;60	1	落寞星辰	落寞星辰	Desolate Celestials	失われし星々	쓸쓸한 별	ดวงดาวที่โดดเดี่ยว
10600910	106009	耀夜之星	904015	怪力巨兔	19000032	10000029	201;60	1	夜色危机	夜色危機	Twilight Peril	夜に潜む危険	밤의 위기	วิกฤตแห่งความมืด
10600911	106009	耀夜之星	103002	纯真拜访者	19000019	10000016	201;30	1	星夜童话	星夜童話	Starry Fable	星夜のお伽	별빛 동화	นิทานยามราตรี
10600912	106009	耀夜之星	904001	憎恶斗者	19000032	10000029	302;0.09	1	夜游者	夜遊者	Nocturnal Explorer	夜をゆく者	야간 여행자	นักท่องราตรี
10701001	107010	诡夜雾行	105008	英雄憧憬	19000033	10000030	603;0.07	1	烈火英雄	烈火英雄	Flame Hero	烈火のヒーロー	불타는 영웅	วีรบุรุษไฟแรง
10701002	107010	诡夜雾行	105001	碎夜疾霆	19000020	10000017	603;0.05	1	破雾疾霆	破霧疾霆	Fog-Piercing Thunder	霧破りサンダー	안개 속 번개	ฟ้าผ่าทลายหมอก
10701003	107010	诡夜雾行	105002	纪律监督	19000007	10000004	603;0.045	1	雾行监察	霧行監察	Mistwatch	監査ウォーカー	안개 속 순찰	ตรวจตราหมอกขจาย
10701004	107010	诡夜雾行	106002	耀夜之星	19000040	10000037	1602;0.11	1	星夜迷雾	星夜迷霧	Starry Veil	星夜の霧	별의 안개	หมอกหนายามราตรี
10701005	107010	诡夜雾行	106001	搬运工	19000014	10000011	1602;0.08	1	诡雾搬运	詭霧搬運	Mystic Transport	ウォーカー搬送	수상한 운송	ขนย้ายหมอกประหลาด
10701006	107010	诡夜雾行	106010	不思议鸭鸭	19000027	10000024	1602;0.09	1	雾行诡鸭	霧行詭鴨	Misty Phantom	ダックウォーカー	안개를 걷는 오리	เป็ดประหลาดม่านหมอก
11600101	116001	极寒朔风	115008	除障者	19000037	10000034	1203;0.07	1	同袍同泽	同袍同澤	Fellow Combatants	仲間同士	동포동택	มิตรสหายร่วมรบ
11600102	116001	极寒朔风	117008	秘域访客	19000030	10000027	102;0.06	1	猫鼠游戏	貓鼠遊戲	Cat and Mouse	キャットアンドマウス	고양이 쥐 게임	เกมแมวจับหนู
13700801	137008	青之回旋	103021	心动疗愈	19000032	10000029	302;0.09	1	体能恢复	體能恢復	Rejuvenation	スタミナ回復	에너지 회복	ฟื้นฟูพลังกาย
13700802	137008	青之回旋	103008	恬静时刻	19000019	10000016	301;200	1	中场休息	中場休息	Intermission	ハーフタイム	하프 타임	พักผ่อนกลางสนาม
13700803	137008	青之回旋	103019	枕边童话	19000006	10000003	301;150	1	夺冠之梦	奪冠之夢	Dream of Victory	優勝の夢	우승의 꿈	ความฝันสู่ชัยชนะ
13700804	137008	青之回旋	103007	浮世谣	19000032	10000029	302;0.09	1	青春之声	青春之聲	Voice of Youth	青春の声	청춘의 소리	เสียงแห่งวัยเยาว์
13700805	137008	青之回旋	115008	除障者	19000037	10000034	1203;0.07	1	障碍物特训	障礙物特訓	Obstacle Mastery	障害物特訓	장애물 특훈	ฝึกพิเศษข้ามสิ่งกีดขวาง
12900801	129008	狂想花骸	140008	囚鸟绮愿	19000030	10000027	102;0.06	1	未知之缘	未知之緣	Enigmatic Bond	未知なる縁	미지의 인연	ชะตาที่ไม่อาจรู้
12900802	129008	狂想花骸	904014	苍白舞者	19000033	10000030	603;0.07	1	白瑕花骸	白瑕花骸	Pale Petals	純白の花葬	백하화해	กระดูกขาวบริสุทธิ์
12900101	129001	致圣雪夜	140008	囚鸟绮愿	19000030	10000027	102;0.06	1	命定的邂逅	命定的邂逅	Fated Encounter	運命の邂逅	운명적인 만남	การพบพานแห่งโชคชะตา
12900102	129001	致圣雪夜	107001	烈火战线	19000024	10000021	1203;0.05	1	引火棋局	引火棋局	Blazing Chess Game	燃え上がる一局	불의 바둑	หมากรุกติดไฟ
12900103	129001	致圣雪夜	140008	囚鸟绮愿	19000030	10000027	102;0.06	1	雪夜绮愿	雪夜綺願	Snowy Night Wish	雪夜の冀求	눈 덮인 밤의 소원	คำอธิษฐานในคืนหิมะ
12900104	129001	致圣雪夜	101013	森林守护者	19000024	10000021	1203;0.05	1	林间残雪	林間殘雪	Woodland Snowfall	林間の残雪	숲속의 남은 눈	หิมะที่หลงเหลือในป่า
14000801	140008	囚鸟绮愿	129008	狂想花骸	19000017	10000014	101;50	1	花鸟乐章	花鳥樂章	Nature's Duet	花鳥ムーブメント	화조악장	บทเพลงแห่งบุปผา
14000802	140008	囚鸟绮愿	129001	致圣雪夜	19000030	10000027	102;0.06	1	雪夜飞翔	雪夜飛翔	Snowfall Soar	雪夜フライング	설야비익	เหินเวหาในคืนหิมะโปรย
14000803	140008	囚鸟绮愿	111008	镜光旖梦	19000019	10000016	301;200	1	光影鸣歌	光影鳴歌	Light Echo	光と影の歌	광영명가	บทขับขานแสงเงา
14000804	140008	囚鸟绮愿	111002	长夜冰冕	19000032	10000029	302;0.09	1	夜莺长吟	夜鶯長吟	Nightingale's Longing	ナイチンゲールの歌声	밤꾀꼬리의 읊조림	เสียงของนกไนติงเกล
10900201	109002	白瑰绮晶	111008	镜光旖梦	19000024	10000021	1203;0.05	1	绮光交辉	綺光交輝	Radiant Splendor	綺麗な光の中で	서로를 비추는 빛	แสงงามประสานแสง
10900202	109002	白瑰绮晶	111002	长夜冰冕	19000037	10000034	1203;0.07	1	白晶冰护	白晶冰護	Crystalline Shield	結晶の加護	얼음 방패	การปกป้องจากผลึกขาว
10900203	109002	白瑰绮晶	103019	枕边童话	19000004	10000001	101;20	1	星夜梦语	星夜夢語	Starry Whispers	星降る夜の夢物語	별의 속삭임	ละเมอยามราตรี
10900204	109002	白瑰绮晶	103002	纯真拜访者	19000017	10000014	101;50	1	晶莹心语	晶瑩心語	Glistening Heart	きらめく心	수정의 속삭임	ภาษาใจพร่างพราว
10900205	109002	白瑰绮晶	103008	恬静时刻	19000017	10000014	101;50	1	绮梦时刻	綺夢時刻	Enchanted Hour	ドリームタイム	꿈의 시간	ช่วงเวลาฝันรื่นรมย์
10900206	109002	白瑰绮晶	103021	心动疗愈	19000030	10000027	102;0.06	1	心动白瑰	心動白瑰	Ivory Rose	ときめく白薔薇	흰 장미의 설레임	กุหลาบขาวหวั่นไหว
11300201	113002	菡萏曲	114002	并蒂莲	19000037	10000034	1203;0.07	1	菡萏同心	菡萏同心	Together We Stand	菡萏同心	연꽃의 마음	สายใยเคียงใจ
11300202	113002	菡萏曲	114008	墨蕴寻真	19000024	10000021	1203;0.05	1	墨菡静雅	墨菡靜雅	Serene Lotus	墨の蓮	묵한정아	ภาพหมึกจีนอันงดงาม
11300203	113002	菡萏曲	114001	夕雪晚照	19000037	10000034	1203;0.07	1	夏荷知雪	夏荷知雪	Summer Lotus	夏の蓮が雪を知る	하하지설	ดอกบัวฤดูร้อนในหิมะ
11300204	113002	菡萏曲	101005	涂鸦战争	19000004	10000001	101;20	1	夏日涂鸦	夏日塗鴉	Summer Graffiti	サマーグラフィティ	여름 낙서	กราฟฟิตี้ฤดูร้อน
11300205	113002	菡萏曲	101008	自由轮滑	19000017	10000014	101;50	1	风中荷韵	風中荷韻	Swaying Lotus	風の中の蓮	바람 속의 연운	ดอกบัวกลางกระแสลม
11300206	113002	菡萏曲	101013	森林守护者	19000030	10000027	102;0.06	1	绿野荷音	綠野荷音	Lotus Chimes	緑野の蓮	녹야하음	เสียงดอกบัวในทุ่งหญ้า
11400201	114002	并蒂莲	113002	菡萏曲	19000041	10000038	2101;0.11	1	菡萏同心	菡萏同心	Together We Stand	菡萏同心	연꽃의 마음	สายใยเคียงใจ
11400202	114002	并蒂莲	113001	火树流光	19000041	10000038	2101;0.11	1	莲光漫舞	蓮光漫舞	Lotus Waltz	蓮の光が舞う	연광 만무	ระบำแสงบัว
11400203	114002	并蒂莲	113008	银钩墨舞	19000028	10000025	2101;0.09	1	妙笔生花	妙筆生花	Masterstroke	妙筆生花	묘필생화	งานประพันธ์ชั้นยอด
11400204	114002	并蒂莲	101005	涂鸦战争	19000006	10000003	301;150	1	幻彩莲影	幻彩蓮影	Lotus Silhouette	彩る蓮の影	환채연영	เงาดอกบัวสีรุ้ง
11400205	114002	并蒂莲	101008	自由轮滑	19000019	10000016	301;200	1	风之莲华	風之蓮華	Breezy Lotus	風の蓮華	바람의 연화	สายลมแห่งบุปผาโลตัส
11400206	114002	并蒂莲	101013	森林守护者	19000032	10000029	302;0.09	1	森语莲心	森語蓮心	Whispering Lotus	森が語る蓮の心	삼어연심	เสียงใจกลางดอกบัว
13800801	138008	月胧吟	113008	银钩墨舞	19000017	10000014	101;50	1	墨影月胧	墨影月朧	Moon Haze	墨影と月光	묵영월롱	เงามืดและแสงจันทร์
13800802	138008	月胧吟	113002	菡萏曲	19000030	10000027	102;0.06	1	月下菡萏	月下菡萏	Moonflower	月下の菡萏	월하한담	บัวงามใต้แสงจันทร์
13800803	138008	月胧吟	113001	火树流光	19000030	10000027	102;0.06	1	流光月吟	流光月吟	Flowing Moonlight	流るる月光	유광월음	แสงขับขานใต้แสงจันทร์
13800804	138008	月胧吟	114008	墨蕴寻真	19000019	10000016	301;200	1	墨语梦月	墨語夢月	Dream of the Moon	墨が語る夢の月	묵어몽월	ภาษาหมึกฝันจันทรา
13800805	138008	月胧吟	114002	并蒂莲	19000032	10000029	302;0.09	1	水中莲月	水中蓮月	Lotus Moon	水中の蓮	수중연월	ดอกบัวบนธารา
13800806	138008	月胧吟	114001	夕雪晚照	19000032	10000029	302;0.09	1	夕雪待月	夕雪待月	Moonlit Vigil	夕雪を待つ月	석설대월	หิมะยามเย็น
13500801	135008	心动季节	102001	星之愿	19000015	10000012	2101;0.08	1	心语星愿	心語星願	Whispers of the Heart	心の言葉、星の願い	심어성원	ความปรารถนาจากใจ
13500802	135008	心动季节	102008	机械助理	19000028	10000025	2101;0.09	1	心动算法	心動演算法	Algorithm of Affect	ときめくアルゴリズム	심동 알고리즘	สูตรคำนวณสุดประทับใจ
13500803	135008	心动季节	102021	完美效劳	19000041	10000038	2101;0.11	1	心动服务	心動服務	Heartfelt Service	ときめくサービス	심동 서비스	บริการสุดประทับใจ
13500804	135008	心动季节	103019	枕边童话	19000006	10000003	301;150	1	童心稚梦	童心稚夢	Dreams of Innocent Youth	幼い夢	동심지몽	ฝันอันบริสุทธิ์
13500805	135008	心动季节	103008	恬静时刻	19000019	10000016	301;200	1	心湖微澜	心湖微瀾	Ripple of the Heart	心の湖に微かな波紋	심호미란	คลื่นที่แผ่วเบา
13500806	135008	心动季节	103021	心动疗愈	19000032	10000029	302;0.09	1	愈心时节	愈心時節	Season of Blessing	癒しの季節	유심시절	ฤดูกาลเยียวยาจิตใจ
13500101	135001	心动季节	102001	星之愿	19000015	10000012	2101;0.08	1	心语星愿	心語星願	Whispers of the Heart	心の言葉、星の願い	심어성원	ความปรารถนาจากใจ
13500102	135001	心动季节	102008	机械助理	19000028	10000025	2101;0.09	1	心动算法	心動演算法	Algorithm of Affect	ときめくアルゴリズム	심동 알고리즘	สูตรคำนวณสุดประทับใจ
13500103	135001	心动季节	102021	完美效劳	19000041	10000038	2101;0.11	1	心动服务	心動服務	Heartfelt Service	ときめくサービス	심동 서비스	บริการสุดประทับใจ
13500104	135001	心动季节	103019	枕边童话	19000006	10000003	301;150	1	童心稚梦	童心稚夢	Dreams of Innocent Youth	幼い夢	동심지몽	ฝันอันบริสุทธิ์
13500105	135001	心动季节	103008	恬静时刻	19000019	10000016	301;200	1	心湖微澜	心湖微瀾	Ripple of the Heart	心の湖に微かな波紋	심호미란	คลื่นที่แผ่วเบา
