mainId	roleId	level	cardLevel	upProperty	upqualityItem	upqualityItemNum	breakProperty	status
12600807	126008	7	55	101:28.4;201:11;301:66	4102031;4102104;4102105;4102901;3000003	10;5;1;9;400000	101:110;201:45;301:250	1
12600808	126008	8	60	101:30.6;201:11.8;301:71.1	4102031;4102105;4102901;4102902;3000003	15;3;9;3;500000	101:121;201:44;301:280.5	1
12600809	126008	9	65	101:32.8;201:12.7;301:76.3	4102031;4102105;4102901;4102902;3000003	15;3;3;9;500000	101:132;201:53.9;301:312	1
12600810	126008	10	70	101:35.2;201:13.6;301:81.8	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:156;201:58.5;301:357.5	1
12600811	126008	11	75	101:37.6;201:14.5;301:87.4	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:168;201:63;301:392	1
12600812	126008	12	80	101:40.1;201:15.5;301:93.2	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:187.5;201:75;301:435	1
12600813	126008	13	85	101:42.6;201:16.5;301:99.1	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:200;201:80;301:471.9	1
12600814	126008	14	90	101:45.2;201:17.5;301:105.2	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:221;201:85;301:518.5	1
12600815	126008	15	95	101:47.9;201:18.5;301:111.5	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:243;201:90;301:567	1
13700801	137008	1	15	101:15.2;201:6.3;301:46.6				1
13700802	137008	2	25	101:17.3;201:7.2;301:52.9	4102101;3000003	1;30000	101:31.5;201:13.5;301:94.5	1
13700803	137008	3	35	101:19.4;201:8;301:59.3	4102011;4102101;4102102;3000003	5;3;3;50000	101:52.5;201:20;301:160	1
13700804	137008	4	40	101:21.4;201:8.9;301:65.6	4102021;4102102;4102103;4102901;3000003	10;1;3;1;100000	101:70;201:31.5;301:220.5	1
13700805	137008	5	45	101:23.5;201:9.7;301:72	4102021;4102103;4102104;4102901;3000003	10;5;3;3;200000	101:84;201:32;301:256	1
13700806	137008	6	50	101:25.6;201:10.6;301:78.3	4102031;4102103;4102104;4102901;3000003	5;3;5;6;300000	101:94.6;201:40.5;301:283.5	1
13700807	137008	7	55	101:27.6;201:11.4;301:84.6	4102031;4102104;4102105;4102901;3000003	10;5;1;9;400000	101:100;201:40;301:315	1
13700808	137008	8	60	101:29.8;201:12.3;301:91.2	4102031;4102105;4102901;4102902;3000003	15;3;9;3;500000	101:121;201:49.5;301:363	1
13700809	137008	9	65	101:32;201:13.2;301:98	4102031;4102105;4102901;4102902;3000003	15;3;3;9;500000	101:132;201:54;301:408.1	1
13700810	137008	10	70	101:34.3;201:14.2;301:105	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:149.5;201:65;301:455	1
13700811	137008	11	75	101:36.6;201:15.2;301:112.1	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:161;201:70;301:497	1
13700812	137008	12	80	101:39;201:16.2;301:119.5	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:180;201:75.1;301:555	1
13700813	137008	13	85	101:41.5;201:17.2;301:127.2	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:200;201:80;301:616	1
13700814	137008	14	90	101:44.1;201:18.2;301:135	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:221;201:85;301:663.1	1
13700815	137008	15	95	101:46.7;201:19.3;301:143	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:234;201:99;301:720	1
13500801	135008	1	15	101:12.8;201:7.3;301:50.5				1
13500802	135008	2	25	101:14.5;201:8.3;301:57.4	4102201;3000003	1;30000	101:25.5;201:15;301:103.5	1
13500803	135008	3	35	101:16.3;201:9.3;301:64.3	4102011;4102201;4102202;3000003	5;3;3;50000	101:45;201:25;301:172.5	1
13500804	135008	4	40	101:18;201:10.3;301:71.2	4102021;4102202;4102203;4102901;3000003	10;1;3;1;100000	101:59.5;201:35;301:241.5	1
13500805	135008	5	45	101:19.8;201:11.3;301:78.1	4102021;4102203;4102204;4102901;3000003	10;5;3;3;200000	101:72;201:40;301:276	1
13500806	135008	6	50	101:21.5;201:12.3;301:85	4102031;4102203;4102204;4102901;3000003	5;3;5;6;300000	101:76.5;201:45;301:310.5	1
13500807	135008	7	55	101:23.2;201:13.2;301:91.8	4102031;4102204;4102205;4102901;3000003	10;5;1;9;400000	101:85;201:45;301:340	1
13500808	135008	8	60	101:25;201:14.3;301:99	4102031;4102205;4102901;4102902;3000003	15;3;9;3;500000	101:99;201:60.5;301:396	1
13500809	135008	9	65	101:26.9;201:15.3;301:106.3	4102031;4102205;4102901;4102902;3000003	15;3;3;9;500000	101:114;201:60;301:438	1
13500810	135008	10	70	101:28.8;201:16.4;301:113.9	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:123.5;201:71.6;301:494	1
13500811	135008	11	75	101:30.8;201:17.5;301:121.7	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:140;201:77;301:546	1
13500812	135008	12	80	101:32.8;201:18.7;301:129.7	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:150;201:90.1;301:600	1
13500813	135008	13	85	101:34.9;201:19.9;301:138	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:168;201:96;301:664.1	1
13500814	135008	14	90	101:37.1;201:21.1;301:146.5	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:187;201:102;301:722.5	1
13500815	135008	15	95	101:39.3;201:22.4;301:155.2	4102031;4102205;4102902;4102903;3000003	15;3;9;3;500000	101:198;201:117;301:783	1
11600101	116001	1	15	101:11.6;201:7.3;301:51.5				1
11600102	116001	2	25	101:13.2;201:8.3;301:58.5	4102301;3000003	1;30000	101:24;201:15;301:105	1
11600103	116001	3	35	101:14.7;201:9.3;301:65.6	4102011;4102301;4102302;3000003	5;3;3;50000	101:37.5;201:25;301:177.5	1
11600104	116001	4	40	101:16.3;201:10.3;301:72.6	4102021;4102302;4102303;4102901;3000003	10;1;3;1;100000	101:56;201:35;301:245	1
11600105	116001	5	45	101:17.9;201:11.3;301:79.6	4102021;4102303;4102304;4102901;3000003	10;5;3;3;200000	101:64.1;201:40;301:280	1
11600106	116001	6	50	101:19.5;201:12.3;301:86.6	4102031;4102303;4102304;4102901;3000003	5;3;5;6;300000	101:72;201:45;301:315	1
11600107	116001	7	55	101:21;201:13.2;301:93.6	4102031;4102304;4102305;4102901;3000003	10;5;1;9;400000	101:75;201:45;301:350	1
11600108	116001	8	60	101:22.7;201:14.3;301:100.9	4102031;4102305;4102901;4102902;3000003	15;3;9;3;500000	101:93.6;201:60.5;301:401.5	1
11600109	116001	9	65	101:24.4;201:15.3;301:108.4	4102031;4102305;4102901;4102902;3000003	15;3;3;9;500000	101:102;201:60;301:450	1
11600110	116001	10	70	101:26.1;201:16.4;301:116.1	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:110.5;201:71.6;301:500.5	1
11600111	116001	11	75	101:27.9;201:17.5;301:124.1	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:126;201:77;301:560	1
11600112	116001	12	80	101:29.7;201:18.7;301:132.3	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:135;201:90.1;301:615	1
11600113	116001	13	85	101:31.6;201:19.9;301:140.7	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:152;201:96;301:672	1
11600114	116001	14	90	101:33.5;201:21.1;301:149.3	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:161.5;201:102;301:731	1
11600115	116001	15	95	101:35.5;201:22.4;301:158.2	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:180;201:117;301:801	1
14000801	140008	1	15	101:14.8;201:6.2;301:42.8				1
14000802	140008	2	25	101:16.8;201:7;301:48.7	4102101;3000003	1;30000	101:30;201:12;301:88.5	1
14000803	140008	3	35	101:18.8;201:7.9;301:54.5	4102011;4102101;4102102;3000003	5;3;3;50000	101:50;201:22.5;301:145	1
14000804	140008	4	40	101:20.8;201:8.7;301:60.3	4102021;4102102;4102103;4102901;3000003	10;1;3;1;100000	101:70;201:28;301:203	1
14000805	140008	5	45	101:22.8;201:9.6;301:66.2	4102021;4102103;4102104;4102901;3000003	10;5;3;3;200000	101:80;201:36;301:236	1
14000806	140008	6	50	101:24.8;201:10.4;301:72	4102031;4102103;4102104;4102901;3000003	5;3;5;6;300000	101:90;201:36;301:261.1	1
14000807	140008	7	55	101:26.8;201:11.2;301:77.8	4102031;4102104;4102105;4102901;3000003	10;5;1;9;400000	101:100;201:40;301:290	1
14000808	140008	8	60	101:28.9;201:12.1;301:83.9	4102031;4102105;4102901;4102902;3000003	15;3;9;3;500000	101:115.5;201:49.5;301:335.5	1
14000809	140008	9	65	101:31.1;201:13;301:90.1	4102031;4102105;4102901;4102902;3000003	15;3;3;9;500000	101:132;201:54;301:372	1
14000810	140008	10	70	101:33.3;201:13.9;301:96.5	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:143;201:58.5;301:416	1
14000811	140008	11	75	101:35.6;201:14.9;301:103.1	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:161;201:70;301:462	1
14000812	140008	12	80	101:37.9;201:15.9;301:109.9	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:172.5;201:75;301:510	1
14000813	140008	13	85	101:40.3;201:16.9;301:116.9	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:192;201:80.1;301:560	1
14000814	140008	14	90	101:42.8;201:17.9;301:124.1	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:212.5;201:85;301:612	1
14000815	140008	15	95	101:45.3;201:19;301:131.5	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:225;201:99;301:666	1
12900101	129001	1	15	101:16;201:5.8;301:38.4				1
12900102	129001	2	25	101:18.2;201:6.5;301:43.7	4102101;3000003	1;30000	101:33;201:10.5;301:79.6	1
12900103	129001	3	35	101:20.3;201:7.3;301:48.9	4102011;4102101;4102102;3000003	5;3;3;50000	101:52.5;201:20;301:130	1
12900104	129001	4	40	101:22.5;201:8.1;301:54.1	4102021;4102102;4102103;4102901;3000003	10;1;3;1;100000	101:77;201:28;301:182	1
12900105	129001	5	45	101:24.7;201:8.9;301:59.4	4102021;4102103;4102104;4102901;3000003	10;5;3;3;200000	101:88.1;201:32;301:212	1
12900106	129001	6	50	101:26.9;201:9.7;301:64.6	4102031;4102103;4102104;4102901;3000003	5;3;5;6;300000	101:99;201:36;301:234	1
12900107	129001	7	55	101:29;201:10.4;301:69.8	4102031;4102104;4102105;4102901;3000003	10;5;1;9;400000	101:105;201:35.1;301:260	1
12900108	129001	8	60	101:31.3;201:11.3;301:75.3	4102031;4102105;4102901;4102902;3000003	15;3;9;3;500000	101:126.5;201:49.5;301:302.5	1
12900109	129001	9	65	101:33.6;201:12.1;301:80.8	4102031;4102105;4102901;4102902;3000003	15;3;3;9;500000	101:138;201:48;301:330	1
12900110	129001	10	70	101:36;201:12.9;301:86.6	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:156;201:52;301:377	1
12900111	129001	11	75	101:38.5;201:13.8;301:92.5	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:175;201:63;301:413	1
12900112	129001	12	80	101:41;201:14.7;301:98.6	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:187.5;201:67.5;301:457.5	1
12900113	129001	13	85	101:43.6;201:15.7;301:104.9	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:208;201:80;301:504	1
12900114	129001	14	90	101:46.3;201:16.6;301:111.4	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:229.5;201:76.6;301:552.5	1
12900115	129001	15	95	101:49.1;201:17.6;301:118	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:252;201:90;301:594.1	1
10900201	109002	1	15	101:13;201:6.6;301:45.3				1
10900202	109002	2	25	101:14.8;201:7.5;301:51.4	4102401;3000003	1;30000	101:27;201:13.5;301:91.5	1
10900203	109002	3	35	101:16.6;201:8.4;301:57.6	4102011;4102401;4102402;3000003	5;3;3;50000	101:45.1;201:22.5;301:155	1
10900204	109002	4	40	101:18.3;201:9.3;301:63.8	4102021;4102402;4102403;4102901;3000003	10;1;3;1;100000	101:59.5;201:31.5;301:217	1
10900205	109002	5	45	101:20.1;201:10.2;301:69.9	4102021;4102403;4102404;4102901;3000003	10;5;3;3;200000	101:72;201:36;301:244	1
10900206	109002	6	50	101:21.9;201:11.1;301:76.1	4102031;4102403;4102404;4102901;3000003	5;3;5;6;300000	101:81;201:40.5;301:279	1
10900207	109002	7	55	101:23.6;201:12;301:82.2	4102031;4102404;4102405;4102901;3000003	10;5;1;9;400000	101:85;201:45;301:305	1
10900208	109002	8	60	101:25.5;201:13;301:88.6	4102031;4102405;4102901;4102902;3000003	15;3;9;3;500000	101:104.5;201:55;301:352	1
10900209	109002	9	65	101:27.4;201:13.9;301:95.2	4102031;4102405;4102901;4102902;3000003	15;3;3;9;500000	101:114;201:54;301:396	1
10900210	109002	10	70	101:29.3;201:14.9;301:102	4102031;4102405;4102902;4102903;3000003	15;3;9;3;500000	101:123.5;201:65;301:442.1	1
10900211	109002	11	75	101:31.3;201:15.9;301:109	4102031;4102405;4102902;4102903;3000003	15;3;9;3;500000	101:140;201:70;301:490	1
10900212	109002	12	80	101:33.4;201:17;301:116.2	4102031;4102405;4102902;4102903;3000003	15;3;9;3;500000	101:157.5;201:82.5;301:540	1
10900213	109002	13	85	101:35.5;201:18.1;301:123.6	4102031;4102405;4102902;4102903;3000003	15;3;9;3;500000	101:168;201:88.1;301:592	1
10900214	109002	14	90	101:37.7;201:19.2;301:131.2	4102031;4102405;4102902;4102903;3000003	15;3;9;3;500000	101:187;201:93.6;301:646	1
10900215	109002	15	95	101:39.9;201:20.3;301:139	4102031;4102405;4102902;4102903;3000003	15;3;9;3;500000	101:198;201:99;301:702.1	1
11300201	113002	1	15	101:15.8;201:5.8;301:37.4				1
11300202	113002	2	25	101:17.9;201:6.5;301:42.5	4102301;3000003	1;30000	101:31.5;201:10.5;301:76.5	1
11300203	113002	3	35	101:20.1;201:7.3;301:47.6	4102011;4102301;4102302;3000003	5;3;3;50000	101:55;201:20;301:127.5	1
11300204	113002	4	40	101:22.2;201:8.1;301:52.7	4102021;4102302;4102303;4102901;3000003	10;1;3;1;100000	101:73.6;201:28;301:178.5	1
11300205	113002	5	45	101:24.4;201:8.9;301:57.8	4102021;4102303;4102304;4102901;3000003	10;5;3;3;200000	101:88;201:32;301:204	1
11300206	113002	6	50	101:26.5;201:9.7;301:62.9	4102031;4102303;4102304;4102901;3000003	5;3;5;6;300000	101:94.5;201:36;301:229.5	1
11300207	113002	7	55	101:28.6;201:10.4;301:68	4102031;4102304;4102305;4102901;3000003	10;5;1;9;400000	101:105;201:35.1;301:255	1
11300208	113002	8	60	101:30.9;201:11.3;301:73.3	4102031;4102305;4102901;4102902;3000003	15;3;9;3;500000	101:126.5;201:49.5;301:291.5	1
11300209	113002	9	65	101:33.2;201:12.1;301:78.8	4102031;4102305;4102901;4102902;3000003	15;3;3;9;500000	101:138;201:48;301:330	1
11300210	113002	10	70	101:35.5;201:12.9;301:84.4	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:149.5;201:52;301:364	1
11300211	113002	11	75	101:37.9;201:13.8;301:90.1	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:168;201:63;301:399	1
11300212	113002	12	80	101:40.4;201:14.7;301:96.1	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:187.5;201:67.5;301:450	1
11300213	113002	13	85	101:43;201:15.7;301:102.2	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:208;201:80;301:488	1
11300214	113002	14	90	101:45.7;201:16.6;301:108.5	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:229.5;201:76.6;301:535.6	1
11300215	113002	15	95	101:48.4;201:17.6;301:115	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:243;201:90;301:585	1
11400201	114002	1	15	101:12.8;201:7.3;301:50.5				1
11400202	114002	2	25	101:14.5;201:8.3;301:57.4	4102301;3000003	1;30000	101:25.5;201:15;301:103.5	1
11400203	114002	3	35	101:16.3;201:9.3;301:64.3	4102011;4102301;4102302;3000003	5;3;3;50000	101:45;201:25;301:172.5	1
11400204	114002	4	40	101:18;201:10.3;301:71.2	4102021;4102302;4102303;4102901;3000003	10;1;3;1;100000	101:59.5;201:35;301:241.5	1
11400205	114002	5	45	101:19.8;201:11.3;301:78.1	4102021;4102303;4102304;4102901;3000003	10;5;3;3;200000	101:72;201:40;301:276	1
11400206	114002	6	50	101:21.5;201:12.3;301:85	4102031;4102303;4102304;4102901;3000003	5;3;5;6;300000	101:76.5;201:45;301:310.5	1
11400207	114002	7	55	101:23.2;201:13.2;301:91.8	4102031;4102304;4102305;4102901;3000003	10;5;1;9;400000	101:85;201:45;301:340	1
11400208	114002	8	60	101:25;201:14.3;301:99	4102031;4102305;4102901;4102902;3000003	15;3;9;3;500000	101:99;201:60.5;301:396	1
11400209	114002	9	65	101:26.9;201:15.3;301:106.3	4102031;4102305;4102901;4102902;3000003	15;3;3;9;500000	101:114;201:60;301:438	1
11400210	114002	10	70	101:28.8;201:16.4;301:113.9	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:123.5;201:71.6;301:494	1
11400211	114002	11	75	101:30.8;201:17.5;301:121.7	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:140;201:77;301:546	1
11400212	114002	12	80	101:32.8;201:18.7;301:129.7	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:150;201:90.1;301:600	1
11400213	114002	13	85	101:34.9;201:19.9;301:138	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:168;201:96;301:664.1	1
11400214	114002	14	90	101:37.1;201:21.1;301:146.5	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:187;201:102;301:722.5	1
11400215	114002	15	95	101:39.3;201:22.4;301:155.2	4102031;4102305;4102902;4102903;3000003	15;3;9;3;500000	101:198;201:117;301:783	1
13800101	138001	1	15	101:11.6;201:8.5;301:51.4				1
13800102	138001	2	25	101:13.2;201:9.7;301:58.5	4102101;3000003	1;30000	101:19.5;201:12;301:76.5	1
13800103	138001	3	35	101:14.8;201:10.9;301:65.5	4102011;4102101;4102102;3000003	5;3;3;50000	101:32.5;201:17.5;301:130	1
13800104	138001	4	40	101:16.4;201:12;301:72.5	4102021;4102102;4102103;4102901;3000003	10;1;3;1;100000	101:45.5;201:24.5;301:182	1
13800105	138001	5	45	101:18;201:13.2;301:79.5	4102021;4102103;4102104;4102901;3000003	10;5;3;3;200000	101:52;201:32;301:204	1
13800106	138001	6	50	101:19.6;201:14.4;301:86.5	4102031;4102103;4102104;4102901;3000003	5;3;5;6;300000	101:58.6;201:31.5;301:234	1
13800107	138001	7	55	101:21.2;201:15.6;301:93.6	4102031;4102104;4102105;4102901;3000003	10;5;1;9;400000	101:65;201:35.1;301:255	1
13800108	138001	8	60	101:22.8;201:16.8;301:100.8	4102031;4102105;4102901;4102902;3000003	15;3;9;3;500000	101:77.1;201:44;301:297	1
13800109	138001	9	65	101:24.5;201:18;301:108.3	4102031;4102105;4102901;4102902;3000003	15;3;3;9;500000	101:84.1;201:48;301:330	1
13800110	138001	10	70	101:26.2;201:19.3;301:116	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:91;201:52;301:370.5	1
13800111	138001	11	75	101:28;201:20.6;301:124	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:105;201:56;301:406	1
13800112	138001	12	80	101:29.9;201:22;301:132.2	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:112.5;201:67.5;301:450	1
13800113	138001	13	85	101:31.8;201:23.4;301:140.6	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:128;201:72;301:496	1
13800114	138001	14	90	101:33.8;201:24.8;301:149.2	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:136;201:76.5;301:544	1
13800115	138001	15	95	101:35.8;201:26.3;301:158.1	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:153;201:81.1;301:585	1
13800801	138008	1	15	101:16.8;201:6.3;301:45.7				1
13800802	138008	2	25	101:19;201:7.2;301:51.9	4102501;3000003	1;30000	101:33;201:13.5;301:93	1
13800803	138008	3	35	101:21.3;201:8;301:58.1	4102011;4102501;4102502;3000003	5;3;3;50000	101:57.5;201:20;301:155	1
13800804	138008	4	40	101:23.6;201:8.9;301:64.4	4102021;4102502;4102503;4102901;3000003	10;1;3;1;100000	101:80.5;201:31.5;301:220.5	1
13800805	138008	5	45	101:25.9;201:9.7;301:70.6	4102021;4102503;4102504;4102901;3000003	10;5;3;3;200000	101:92;201:32;301:248	1
13800806	138008	6	50	101:28.2;201:10.6;301:76.8	4102031;4102503;4102504;4102901;3000003	5;3;5;6;300000	101:103.5;201:40.5;301:279	1
13800807	138008	7	55	101:30.4;201:11.4;301:83	4102031;4102504;4102505;4102901;3000003	10;5;1;9;400000	101:110;201:40;301:310	1
13800808	138008	8	60	101:32.8;201:12.3;301:89.5	4102031;4102505;4102901;4102902;3000003	15;3;9;3;500000	101:132;201:49.5;301:357.5	1
13800809	138008	9	65	101:35.2;201:13.2;301:96.1	4102031;4102505;4102901;4102902;3000003	15;3;3;9;500000	101:144;201:54;301:396	1
13800810	138008	10	70	101:37.7;201:14.2;301:103	4102031;4102505;4102902;4102903;3000003	15;3;9;3;500000	101:162.5;201:65;301:448.5	1
13800811	138008	11	75	101:40.3;201:15.2;301:110	4102031;4102505;4102902;4102903;3000003	15;3;9;3;500000	101:182;201:70;301:490	1
13800812	138008	12	80	101:43;201:16.2;301:117.3	4102031;4102505;4102902;4102903;3000003	15;3;9;3;500000	101:202.5;201:75.1;301:547.5	1
13800813	138008	13	85	101:45.7;201:17.2;301:124.8	4102031;4102505;4102902;4102903;3000003	15;3;9;3;500000	101:216;201:80;301:600	1
13800814	138008	14	90	101:48.5;201:18.2;301:132.4	4102031;4102505;4102902;4102903;3000003	15;3;9;3;500000	101:238;201:85;301:646.1	1
13800815	138008	15	95	101:51.4;201:19.3;301:140.3	4102031;4102505;4102902;4102903;3000003	15;3;9;3;500000	101:261;201:99;301:711	1
80200801	802008	1	15	101:15.7;201:6;301:38.4				1
80200802	802008	2	25	101:17.8;201:6.8;301:43.7	4102101;3000003	1;30000	101:31.5;201:12;301:79.6	1
80200803	802008	3	35	101:19.9;201:7.6;301:48.9	4102011;4102101;4102102;3000003	5;3;3;50000	101:52.5;201:20;301:130	1
80200804	802008	4	40	101:22.1;201:8.4;301:54.1	4102021;4102102;4102103;4102901;3000003	10;1;3;1;100000	101:77;201:28;301:182	1
80200805	802008	5	45	101:24.2;201:9.2;301:59.4	4102021;4102103;4102104;4102901;3000003	10;5;3;3;200000	101:84.1;201:32;301:212	1
80200806	802008	6	50	101:26.3;201:10;301:64.6	4102031;4102103;4102104;4102901;3000003	5;3;5;6;300000	101:94.5;201:36;301:234	1
80200807	802008	7	55	101:28.4;201:10.8;301:69.8	4102031;4102104;4102105;4102901;3000003	10;5;1;9;400000	101:105;201:40;301:260	1
80200808	802008	8	60	101:30.7;201:11.7;301:75.3	4102031;4102105;4102901;4102902;3000003	15;3;9;3;500000	101:126.5;201:49.5;301:302.5	1
80200809	802008	9	65	101:32.9;201:12.6;301:80.8	4102031;4102105;4102901;4102902;3000003	15;3;3;9;500000	101:132;201:54;301:330	1
80200810	802008	10	70	101:35.3;201:13.4;301:86.6	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:156;201:52;301:377	1
80200811	802008	11	75	101:37.7;201:14.4;301:92.5	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:168;201:70;301:413	1
80200812	802008	12	80	101:40.2;201:15.3;301:98.6	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:187.5;201:67.5;301:457.5	1
80200813	802008	13	85	101:42.7;201:16.3;301:104.9	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:200;201:80.1;301:504	1
80200814	802008	14	90	101:45.3;201:17.3;301:111.4	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:221;201:85;301:552.5	1
80200815	802008	15	95	101:48;201:18.3;301:118	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:243;201:90;301:594.1	1
80300801	803008	1	15	101:11.9;201:7.7;301:47				1
80300802	803008	2	25	101:13.5;201:8.8;301:53.4	4102101;3000003	1;30000	101:24;201:16.5;301:96	1
80300803	803008	3	35	101:15.2;201:9.8;301:59.8	4102011;4102101;4102102;3000003	5;3;3;50000	101:42.5;201:25;301:160	1
80300804	803008	4	40	101:16.8;201:10.9;301:66.2	4102021;4102102;4102103;4102901;3000003	10;1;3;1;100000	101:56;201:38.5;301:224	1
80300805	803008	5	45	101:18.4;201:11.9;301:72.6	4102021;4102103;4102104;4102901;3000003	10;5;3;3;200000	101:64.1;201:40;301:256	1
80300806	803008	6	50	101:20;201:13;301:79	4102031;4102103;4102104;4102901;3000003	5;3;5;6;300000	101:72;201:49.5;301:288	1
80300807	803008	7	55	101:21.6;201:14;301:85.4	4102031;4102104;4102105;4102901;3000003	10;5;1;9;400000	101:80.1;201:50;301:320	1
80300808	803008	8	60	101:23.3;201:15.1;301:92.1	4102031;4102105;4102901;4102902;3000003	15;3;9;3;500000	101:93.5;201:60.5;301:368.5	1
80300809	803008	9	65	101:25.1;201:16.3;301:98.9	4102031;4102105;4102901;4102902;3000003	15;3;3;9;500000	101:108;201:72.1;301:408	1
80300810	803008	10	70	101:26.8;201:17.4;301:105.9	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:110.5;201:71.6;301:455	1
80300811	803008	11	75	101:28.7;201:18.6;301:113.2	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:133;201:84;301:511	1
80300812	803008	12	80	101:30.6;201:19.8;301:120.7	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:142.5;201:90;301:562.5	1
80300813	803008	13	85	101:32.5;201:21.1;301:128.4	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:152;201:104;301:616.1	1
80300814	803008	14	90	101:34.5;201:22.4;301:136.3	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:170;201:110.5;301:671.5	1
80300815	803008	15	95	101:36.6;201:23.7;301:144.4	4102031;4102105;4102902;4102903;3000003	15;3;9;3;500000	101:189;201:117;301:729.1	1
80100801	801008	1	15	101:8.7;201:6.1;301:37.1				1
80100802	801008	2	25	101:9.9;201:6.9;301:42.2	4102101;3000003	1;30000	101:18;201:12;301:76.5	1
80100803	801008	3	35	101:11.1;201:7.7;301:47.2	4102011;4102101;4102102;3000003	5;3;3;50000	101:30;201:20;301:125	1
80100804	801008	4	40	101:12.3;201:8.6;301:52.3	4102021;4102102;4102103;4102901;3000003	10;1;3;1;100000	101:42;201:31.5;301:178.5	1
80100805	801008	5	45	101:13.5;201:9.4;301:57.3	4102021;4102103;4102104;4102901;3000003	10;5;3;3;200000	101:48;201:32;301:200	1
80100806	801008	6	50	101:14.7;201:10.2;301:62.4	4102031;4102103;4102104;4102901;3000003	5;3;5;6;300000	101:54;201:36;301:229.5	1
80100807	801008	7	55	101:15.8;201:11;301:67.4	4102031;4102104;4102105;4102901;3000003	10;5;1;9;400000	101:55.1;201:40;301:250	1
80100808	801008	8	60	101:17.1;201:11.9;301:72.7	4102031;4102105;4102901;4102902;3000003	15;3;9;3;500000	101:71.5;201:49.5;301:291.5	1
