id	pos	type	roleId	attAddTypeId	attAddNum	exId	addBuffId	star	exBuffId	exStar	icon	groupId	costItem	costNum	status
10400213	13	1	104002	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400214	14	1	104002	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400215	15	1	104002	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400216	16	3	104002			10400212	91032	2	91032	1	88:talent_ico_72104002	1	417300;300022;300003	20;15000;150000	1
10400217	17	1	104002	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10400218	18	1	104002	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10400219	19	1	104002	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10400220	20	3	104002				93001	1			88:talent_ico_81104002	1	417200;300022;300003	20;9000;90000	1
10400221	21	1	104002	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400222	22	1	104002	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400223	23	1	104002	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400224	24	2	104002	301;201;101;603	3270;189;264;0.03						88:talent_ico_730003	1	417200;300022;300003	20;9000;90000	1
10400225	25	1	104002	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400226	26	1	104002	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400227	27	1	104002	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10400228	28	3	104002			10400220	93002	1	93001	1	88:talent_ico_82104002	1	417300;300022;300003	20;15000;150000	1
10100101	1	1	101001	301;201	882;44						88:talent_ico_720001	1	300022;300003	1200;12000	1
10100102	2	1	101001	201;101	44;102						88:talent_ico_720001	1	300022;300003	1500;15000	1
10100103	3	1	101001	101;301	102;882						88:talent_ico_720001	1	300022;300003	1500;15000	1
10100104	4	2	101001	301;201;101;703	1763;88;102;0.03						88:talent_ico_720001	1	417100;300022;300003	12;3000;30000	1
10100105	5	1	101001	301;201	1469;73						88:talent_ico_720002	1	300022;300003	1800;18000	1
10100106	6	1	101001	201;101	73;171						88:talent_ico_720002	1	300022;300003	2400;24000	1
10100107	7	1	101001	101;301	171;1469						88:talent_ico_720002	1	300022;300003	2400;24000	1
10100108	8	2	101001	301;201;101;703	2939;147;171;0.05						88:talent_ico_720002	1	417100;300022;300003	18;3600;36000	1
10100109	9	1	101001	201;101	73;171						88:talent_ico_720002	1	300022;300003	2400;24000	1
10100110	10	1	101001	101;301	171;1469						88:talent_ico_720002	1	300022;300003	2400;24000	1
10100111	11	1	101001	301;201	1469;73						88:talent_ico_720002	1	300022;300003	1800;18000	1
10100112	12	3	101001				91015	1			88:talent_ico_71101001	1	417200;300022;300003	12;5400;54000	1
10100113	13	1	101001	301;201	2351;118						88:talent_ico_720003	1	300022;300003	3600;36000	1
10100114	14	1	101001	201;101	118;273						88:talent_ico_720003	1	300022;300003	3600;36000	1
10100115	15	1	101001	101;301	273;2351						88:talent_ico_720003	1	300022;300003	3600;36000	1
10100116	16	3	101001			10100112	92015	1	91015	1	88:talent_ico_72101001	1	417300;300022;300003	12;9000;90000	1
10100117	17	1	101001	101;301	171;1469						88:talent_ico_720002	1	300022;300003	2400;24000	1
10100118	18	1	101001	301;201	1469;73						88:talent_ico_720002	1	300022;300003	1800;18000	1
10100119	19	1	101001	201;101	73;171						88:talent_ico_720002	1	300022;300003	2400;24000	1
10100120	20	3	101001				93001	1			88:talent_ico_81101001	1	417200;300022;300003	12;5400;54000	1
10100121	21	1	101001	201;101	118;273						88:talent_ico_720003	1	300022;300003	3600;36000	1
10100122	22	1	101001	101;301	273;2351						88:talent_ico_720003	1	300022;300003	3600;36000	1
10100123	23	1	101001	301;201	2351;118						88:talent_ico_720003	1	300022;300003	3600;36000	1
10100124	24	2	101001	301;201;101;703	3527;176;205;0.08						88:talent_ico_720003	1	417200;300022;300003	12;5400;54000	1
10100125	25	1	101001	101;301	273;2351						88:talent_ico_720003	1	300022;300003	3600;36000	1
10100126	26	1	101001	301;201	2351;118						88:talent_ico_720003	1	300022;300003	3600;36000	1
10100127	27	1	101001	201;101	118;273						88:talent_ico_720003	1	300022;300003	3600;36000	1
10100128	28	3	101001			10100120	93002	1	93001	1	88:talent_ico_82101001	1	417300;300022;300003	12;9000;90000	1
10100601	1	1	101006	301;201	739;43						88:talent_ico_730001	1	300022;300003	1200;12000	1
10100602	2	1	101006	201;101	43;119						88:talent_ico_730001	1	300022;300003	1500;15000	1
10100603	3	1	101006	101;301	119;739						88:talent_ico_730001	1	300022;300003	1500;15000	1
10100604	4	2	101006	301;201;101;603	1479;85;119;0.02						88:talent_ico_730001	1	417100;300022;300003	12;3000;30000	1
10100605	5	1	101006	301;201	1232;71						88:talent_ico_730002	1	300022;300003	1800;18000	1
10100606	6	1	101006	201;101	71;199						88:talent_ico_730002	1	300022;300003	2400;24000	1
10100607	7	1	101006	101;301	199;1232						88:talent_ico_730002	1	300022;300003	2400;24000	1
10100608	8	2	101006	301;201;101;603	2465;142;199;0.03						88:talent_ico_730002	1	417100;300022;300003	18;3600;36000	1
10100609	9	1	101006	201;101	71;199						88:talent_ico_730002	1	300022;300003	2400;24000	1
10100610	10	1	101006	101;301	199;1232						88:talent_ico_730002	1	300022;300003	2400;24000	1
10100611	11	1	101006	301;201	1232;71						88:talent_ico_730002	1	300022;300003	1800;18000	1
10100612	12	3	101006				91015	1			88:talent_ico_71101006	1	417200;300022;300003	12;5400;54000	1
10100613	13	1	101006	301;201	1972;114						88:talent_ico_730003	1	300022;300003	3600;36000	1
10100614	14	1	101006	201;101	114;319						88:talent_ico_730003	1	300022;300003	3600;36000	1
10100615	15	1	101006	101;301	319;1972						88:talent_ico_730003	1	300022;300003	3600;36000	1
10100616	16	3	101006			10100612	92015	1	91015	1	88:talent_ico_72101006	1	417300;300022;300003	12;9000;90000	1
10100617	17	1	101006	101;301	199;1232						88:talent_ico_730002	1	300022;300003	2400;24000	1
10100618	18	1	101006	301;201	1232;71						88:talent_ico_730002	1	300022;300003	1800;18000	1
10100619	19	1	101006	201;101	71;199						88:talent_ico_730002	1	300022;300003	2400;24000	1
10100620	20	3	101006				91019	1			88:talent_ico_81101006	1	417200;300022;300003	12;5400;54000	1
10100621	21	1	101006	201;101	114;319						88:talent_ico_730003	1	300022;300003	3600;36000	1
10100622	22	1	101006	101;301	319;1972						88:talent_ico_730003	1	300022;300003	3600;36000	1
10100623	23	1	101006	301;201	1972;114						88:talent_ico_730003	1	300022;300003	3600;36000	1
10100624	24	2	101006	301;201;101;603	2958;171;239;0.03						88:talent_ico_730003	1	417200;300022;300003	12;5400;54000	1
10100625	25	1	101006	101;301	319;1972						88:talent_ico_730003	1	300022;300003	3600;36000	1
10100626	26	1	101006	301;201	1972;114						88:talent_ico_730003	1	300022;300003	3600;36000	1
10100627	27	1	101006	201;101	114;319						88:talent_ico_730003	1	300022;300003	3600;36000	1
10100628	28	3	101006			10100620	92019	1	91019	1	88:talent_ico_82101006	1	417300;300022;300003	12;9000;90000	1
10200601	1	1	102006	301;201	778;45						88:talent_ico_730001	1	300022;300003	1600;16000	1
10200602	2	1	102006	201;101	45;135						88:talent_ico_730001	1	300022;300003	2000;20000	1
10200603	3	1	102006	101;301	135;778						88:talent_ico_730001	1	300022;300003	2000;20000	1
10200604	4	2	102006	301;201;101;1501	1557;90;135;0.04						88:talent_ico_730001	1	417100;300022;300003	16;4000;40000	1
10200605	5	1	102006	301;201	1297;75						88:talent_ico_730002	1	300022;300003	2400;24000	1
10200606	6	1	102006	201;101	75;225						88:talent_ico_730002	1	300022;300003	3200;32000	1
10200607	7	1	102006	101;301	225;1297						88:talent_ico_730002	1	300022;300003	3200;32000	1
10200608	8	2	102006	301;201;101;2502	2595;150;225;0.03						88:talent_ico_730002	1	417100;300022;300003	24;4800;48000	1
10200609	9	1	102006	201;101	75;225						88:talent_ico_730002	1	300022;300003	3200;32000	1
10200610	10	1	102006	101;301	225;1297						88:talent_ico_730002	1	300022;300003	3200;32000	1
10200611	11	1	102006	301;201	1297;75						88:talent_ico_730002	1	300022;300003	2400;24000	1
10200612	12	3	102006				91023	1			88:talent_ico_71102006	1	417200;300022;300003	16;7200;72000	1
10200613	13	1	102006	301;201	2076;120						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200614	14	1	102006	201;101	120;359						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200615	15	1	102006	101;301	359;2076						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200616	16	3	102006			10200612	92023	1	91023	1	88:talent_ico_72102006	1	417300;300022;300003	16;12000;120000	1
10200617	17	1	102006	101;301	225;1297						88:talent_ico_730002	1	300022;300003	3200;32000	1
10200618	18	1	102006	301;201	1297;75						88:talent_ico_730002	1	300022;300003	2400;24000	1
10200619	19	1	102006	201;101	75;225						88:talent_ico_730002	1	300022;300003	3200;32000	1
10200620	20	3	102006				91006	1			88:talent_ico_81102006	1	417200;300022;300003	16;7200;72000	1
10200621	21	1	102006	201;101	120;359						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200622	22	1	102006	101;301	359;2076						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200623	23	1	102006	301;201	2076;120						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200624	24	2	102006	301;201;101;401	3114;180;269;200						88:talent_ico_730003	1	417200;300022;300003	16;7200;72000	1
10200625	25	1	102006	101;301	359;2076						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200626	26	1	102006	301;201	2076;120						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200627	27	1	102006	201;101	120;359						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200628	28	3	102006			10200620	92006	1	91006	1	88:talent_ico_82102006	1	417300;300022;300003	16;12000;120000	1
10300401	1	1	103004	301;201	882;44						88:talent_ico_720001	1	300022;300003	1200;12000	1
10300402	2	1	103004	201;101	44;102						88:talent_ico_720001	1	300022;300003	1500;15000	1
10300403	3	1	103004	101;301	102;882						88:talent_ico_720001	1	300022;300003	1500;15000	1
10300404	4	2	103004	301;201;101;703	1763;88;102;0.03						88:talent_ico_720001	1	417100;300022;300003	12;3000;30000	1
10300405	5	1	103004	301;201	1469;73						88:talent_ico_720002	1	300022;300003	1800;18000	1
10300406	6	1	103004	201;101	73;171						88:talent_ico_720002	1	300022;300003	2400;24000	1
10300407	7	1	103004	101;301	171;1469						88:talent_ico_720002	1	300022;300003	2400;24000	1
10300408	8	2	103004	301;201;101;703	2939;147;171;0.05						88:talent_ico_720002	1	417100;300022;300003	18;3600;36000	1
10300409	9	1	103004	201;101	73;171						88:talent_ico_720002	1	300022;300003	2400;24000	1
10300410	10	1	103004	101;301	171;1469						88:talent_ico_720002	1	300022;300003	2400;24000	1
10300411	11	1	103004	301;201	1469;73						88:talent_ico_720002	1	300022;300003	1800;18000	1
10300412	12	3	103004				91015	1			88:talent_ico_71103004	1	417200;300022;300003	12;5400;54000	1
10300413	13	1	103004	301;201	2351;118						88:talent_ico_720003	1	300022;300003	3600;36000	1
10300414	14	1	103004	201;101	118;273						88:talent_ico_720003	1	300022;300003	3600;36000	1
10300415	15	1	103004	101;301	273;2351						88:talent_ico_720003	1	300022;300003	3600;36000	1
10300416	16	3	103004			10300412	92015	1	91015	1	88:talent_ico_72103004	1	417300;300022;300003	12;9000;90000	1
10300417	17	1	103004	101;301	171;1469						88:talent_ico_720002	1	300022;300003	2400;24000	1
10300418	18	1	103004	301;201	1469;73						88:talent_ico_720002	1	300022;300003	1800;18000	1
10300419	19	1	103004	201;101	73;171						88:talent_ico_720002	1	300022;300003	2400;24000	1
10300420	20	3	103004				93001	1			88:talent_ico_81103004	1	417200;300022;300003	12;5400;54000	1
10300421	21	1	103004	201;101	118;273						88:talent_ico_720003	1	300022;300003	3600;36000	1
10300422	22	1	103004	101;301	273;2351						88:talent_ico_720003	1	300022;300003	3600;36000	1
10300423	23	1	103004	301;201	2351;118						88:talent_ico_720003	1	300022;300003	3600;36000	1
10300424	24	2	103004	301;201;101;703	3527;176;205;0.08						88:talent_ico_720003	1	417200;300022;300003	12;5400;54000	1
10300425	25	1	103004	101;301	273;2351						88:talent_ico_720003	1	300022;300003	3600;36000	1
10300426	26	1	103004	301;201	2351;118						88:talent_ico_720003	1	300022;300003	3600;36000	1
10300427	27	1	103004	201;101	118;273						88:talent_ico_720003	1	300022;300003	3600;36000	1
10300428	28	3	103004			10300420	93002	1	93001	1	88:talent_ico_82103004	1	417300;300022;300003	12;9000;90000	1
10400501	1	1	104005	301;201	739;43						88:talent_ico_730001	1	300022;300003	1200;12000	1
10400502	2	1	104005	201;101	43;119						88:talent_ico_730001	1	300022;300003	1500;15000	1
10400503	3	1	104005	101;301	119;739						88:talent_ico_730001	1	300022;300003	1500;15000	1
10400504	4	2	104005	301;201;101;603	1479;85;119;0.02						88:talent_ico_730001	1	417100;300022;300003	12;3000;30000	1
10400505	5	1	104005	301;201	1232;71						88:talent_ico_730002	1	300022;300003	1800;18000	1
10400506	6	1	104005	201;101	71;199						88:talent_ico_730002	1	300022;300003	2400;24000	1
10400507	7	1	104005	101;301	199;1232						88:talent_ico_730002	1	300022;300003	2400;24000	1
10400508	8	2	104005	301;201;101;603	2465;142;199;0.03						88:talent_ico_730002	1	417100;300022;300003	18;3600;36000	1
10400509	9	1	104005	201;101	71;199						88:talent_ico_730002	1	300022;300003	2400;24000	1
10400510	10	1	104005	101;301	199;1232						88:talent_ico_730002	1	300022;300003	2400;24000	1
10400511	11	1	104005	301;201	1232;71						88:talent_ico_730002	1	300022;300003	1800;18000	1
10400512	12	3	104005				91015	1			88:talent_ico_71104005	1	417200;300022;300003	12;5400;54000	1
10400513	13	1	104005	301;201	1972;114						88:talent_ico_730003	1	300022;300003	3600;36000	1
10400514	14	1	104005	201;101	114;319						88:talent_ico_730003	1	300022;300003	3600;36000	1
10400515	15	1	104005	101;301	319;1972						88:talent_ico_730003	1	300022;300003	3600;36000	1
10400516	16	3	104005			10400512	92015	1	91015	1	88:talent_ico_72104005	1	417300;300022;300003	12;9000;90000	1
10400517	17	1	104005	101;301	199;1232						88:talent_ico_730002	1	300022;300003	2400;24000	1
10400518	18	1	104005	301;201	1232;71						88:talent_ico_730002	1	300022;300003	1800;18000	1
10400519	19	1	104005	201;101	71;199						88:talent_ico_730002	1	300022;300003	2400;24000	1
10400520	20	3	104005				93001	1			88:talent_ico_81104005	1	417200;300022;300003	12;5400;54000	1
10400521	21	1	104005	201;101	114;319						88:talent_ico_730003	1	300022;300003	3600;36000	1
10400522	22	1	104005	101;301	319;1972						88:talent_ico_730003	1	300022;300003	3600;36000	1
10400523	23	1	104005	301;201	1972;114						88:talent_ico_730003	1	300022;300003	3600;36000	1
10400524	24	2	104005	301;201;101;603	2958;171;239;0.03						88:talent_ico_730003	1	417200;300022;300003	12;5400;54000	1
10400525	25	1	104005	101;301	319;1972						88:talent_ico_730003	1	300022;300003	3600;36000	1
10400526	26	1	104005	301;201	1972;114						88:talent_ico_730003	1	300022;300003	3600;36000	1
10400527	27	1	104005	201;101	114;319						88:talent_ico_730003	1	300022;300003	3600;36000	1
10400528	28	3	104005			10400520	93002	1	93001	1	88:talent_ico_82104005	1	417300;300022;300003	12;9000;90000	1
10200301	1	1	102003	301;201	778;45						88:talent_ico_730001	1	300022;300003	1600;16000	1
10200302	2	1	102003	201;101	45;135						88:talent_ico_730001	1	300022;300003	2000;20000	1
10200303	3	1	102003	101;301	135;778						88:talent_ico_730001	1	300022;300003	2000;20000	1
10200304	4	2	102003	301;201;101;1501	1557;90;135;0.04						88:talent_ico_730001	1	417100;300022;300003	16;4000;40000	1
10200305	5	1	102003	301;201	1297;75						88:talent_ico_730002	1	300022;300003	2400;24000	1
10200306	6	1	102003	201;101	75;225						88:talent_ico_730002	1	300022;300003	3200;32000	1
10200307	7	1	102003	101;301	225;1297						88:talent_ico_730002	1	300022;300003	3200;32000	1
10200308	8	2	102003	301;201;101;2502	2595;150;225;0.03						88:talent_ico_730002	1	417100;300022;300003	24;4800;48000	1
10200309	9	1	102003	201;101	75;225						88:talent_ico_730002	1	300022;300003	3200;32000	1
10200310	10	1	102003	101;301	225;1297						88:talent_ico_730002	1	300022;300003	3200;32000	1
10200311	11	1	102003	301;201	1297;75						88:talent_ico_730002	1	300022;300003	2400;24000	1
10200312	12	3	102003				91015	1			88:talent_ico_71102003	1	417200;300022;300003	16;7200;72000	1
10200313	13	1	102003	301;201	2076;120						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200314	14	1	102003	201;101	120;359						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200315	15	1	102003	101;301	359;2076						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200316	16	3	102003			10200312	92015	1	91015	1	88:talent_ico_72102003	1	417300;300022;300003	16;12000;120000	1
10200317	17	1	102003	101;301	225;1297						88:talent_ico_730002	1	300022;300003	3200;32000	1
10200318	18	1	102003	301;201	1297;75						88:talent_ico_730002	1	300022;300003	2400;24000	1
10200319	19	1	102003	201;101	75;225						88:talent_ico_730002	1	300022;300003	3200;32000	1
10200320	20	3	102003				93001	1			88:talent_ico_81102003	1	417200;300022;300003	16;7200;72000	1
10200321	21	1	102003	201;101	120;359						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200322	22	1	102003	101;301	359;2076						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200323	23	1	102003	301;201	2076;120						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200324	24	2	102003	301;201;101;401	3114;180;269;200						88:talent_ico_730003	1	417200;300022;300003	16;7200;72000	1
10200325	25	1	102003	101;301	359;2076						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200326	26	1	102003	301;201	2076;120						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200327	27	1	102003	201;101	120;359						88:talent_ico_730003	1	300022;300003	4800;48000	1
10200328	28	3	102003			10200320	93002	1	93001	1	88:talent_ico_82102003	1	417300;300022;300003	16;12000;120000	1
10201701	1	1	102017	301;201	817;47						88:talent_ico_730001	1	300022;300003	2000;20000	1
10201702	2	1	102017	201;101	47;132						88:talent_ico_730001	1	300022;300003	2500;25000	1
10201703	3	1	102017	101;301	132;817						88:talent_ico_730001	1	300022;300003	2500;25000	1
10201704	4	2	102017	301;201;101;703	1635;94;132;0.03						88:talent_ico_730001	1	417100;300022;300003	20;5000;50000	1
10201705	5	1	102017	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10201706	6	1	102017	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10201707	7	1	102017	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10201708	8	2	102017	301;201;101;703	2725;157;220;0.05						88:talent_ico_730002	1	417100;300022;300003	30;6000;60000	1
10201709	9	1	102017	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10201710	10	1	102017	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10201711	11	1	102017	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10201712	12	3	102017				91102017	1			88:talent_ico_71102017	1	417200;300022;300003	20;9000;90000	1
10201713	13	1	102017	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10201714	14	1	102017	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10201715	15	1	102017	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10201716	16	3	102017			10201712	92102017	1	91102017	1	88:talent_ico_72102017	1	417300;300022;300003	20;15000;150000	1
10201717	17	1	102017	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10201718	18	1	102017	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10201719	19	1	102017	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10201720	20	3	102017				91015	1			88:talent_ico_81102017	1	417200;300022;300003	20;9000;90000	1
10201721	21	1	102017	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10201722	22	1	102017	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10201723	23	1	102017	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10201724	24	2	102017	301;201;101;703	3270;189;264;0.08						88:talent_ico_730003	1	417200;300022;300003	20;9000;90000	1
10201725	25	1	102017	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10201726	26	1	102017	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10201727	27	1	102017	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10201728	28	3	102017			10201720	92015	1	91015	1	88:talent_ico_82102017	1	417300;300022;300003	20;15000;150000	1
10301201	1	1	103012	301;201	817;47						88:talent_ico_730001	1	300022;300003	2000;20000	1
10301202	2	1	103012	201;101	47;132						88:talent_ico_730001	1	300022;300003	2500;25000	1
10301203	3	1	103012	101;301	132;817						88:talent_ico_730001	1	300022;300003	2500;25000	1
10301204	4	2	103012	301;201;101;603	1635;94;132;0.02						88:talent_ico_730001	1	417100;300022;300003	20;5000;50000	1
10301205	5	1	103012	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10301206	6	1	103012	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10301207	7	1	103012	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10301208	8	2	103012	301;201;101;603	2725;157;220;0.03						88:talent_ico_730002	1	417100;300022;300003	30;6000;60000	1
10301209	9	1	103012	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10301210	10	1	103012	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10301211	11	1	103012	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10301212	12	3	103012				93001	1			88:talent_ico_71103012	1	417200;300022;300003	20;9000;90000	1
10301213	13	1	103012	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10301214	14	1	103012	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10301215	15	1	103012	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10301216	16	3	103012			10301212	93002	1	93001	1	88:talent_ico_72103012	1	417300;300022;300003	20;15000;150000	1
10301217	17	1	103012	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10301218	18	1	103012	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10301219	19	1	103012	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10301220	20	3	103012				91107008	1			88:talent_ico_81103012	1	417200;300022;300003	20;9000;90000	1
10301221	21	1	103012	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10301222	22	1	103012	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10301223	23	1	103012	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10301224	24	2	103012	301;201;101;603	3270;189;264;0.03						88:talent_ico_730003	1	417200;300022;300003	20;9000;90000	1
10301225	25	1	103012	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10301226	26	1	103012	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10301227	27	1	103012	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10301228	28	3	103012			10301220	92107008	1	91107008	1	88:talent_ico_82103012	1	417300;300022;300003	20;15000;150000	1
10301401	1	1	103014	201;101	45;90						88:talent_ico_710001	1	300022;300003	1600;16000	1
10301402	2	1	103014	101;301	90;1347						88:talent_ico_710001	1	300022;300003	2000;20000	1
10301403	3	1	103014	301;201	1347;45						88:talent_ico_710001	1	300022;300003	2000;20000	1
10301404	4	2	103014	201;101;301;2502	90;180;2695;0.04						88:talent_ico_710001	1	417100;300022;300003	16;4000;40000	1
10301405	5	1	103014	201;101	75;150						88:talent_ico_710002	1	300022;300003	2400;24000	1
10301406	6	1	103014	101;301	150;2246						88:talent_ico_710002	1	300022;300003	3200;32000	1
10301407	7	1	103014	301;201	2246;75						88:talent_ico_710002	1	300022;300003	3200;32000	1
10301408	8	2	103014	201;101;301;401	150;299;4491;200						88:talent_ico_710002	1	417100;300022;300003	24;4800;48000	1
10301409	9	1	103014	101;301	150;2246						88:talent_ico_710002	1	300022;300003	3200;32000	1
10301410	10	1	103014	301;201	2246;75						88:talent_ico_710002	1	300022;300003	3200;32000	1
10301411	11	1	103014	201;101	75;150						88:talent_ico_710002	1	300022;300003	2400;24000	1
10301412	12	3	103014				93103012	1			88:talent_ico_71103014	1	417200;300022;300003	16;7200;72000	1
10301413	13	1	103014	201;101	120;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10301414	14	1	103014	101;301	240;3593						88:talent_ico_710003	1	300022;300003	4800;48000	1
10301415	15	1	103014	301;201	3593;120						88:talent_ico_710003	1	300022;300003	4800;48000	1
10301416	16	3	103014			10301412	94103012	1	93103012	1	88:talent_ico_72103014	1	417300;300022;300003	16;12000;120000	1
10301417	17	1	103014	301;201	2246;75						88:talent_ico_710002	1	300022;300003	3200;32000	1
10301418	18	1	103014	201;101	75;150						88:talent_ico_710002	1	300022;300003	2400;24000	1
10301419	19	1	103014	101;301	150;2246						88:talent_ico_710002	1	300022;300003	3200;32000	1
10301420	20	3	103014				91016	1			88:talent_ico_81103014	1	417200;300022;300003	16;7200;72000	1
10301421	21	1	103014	101;301	240;3593						88:talent_ico_710003	1	300022;300003	4800;48000	1
10301422	22	1	103014	301;201	3593;120						88:talent_ico_710003	1	300022;300003	4800;48000	1
10301423	23	1	103014	201;101	120;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10301424	24	2	103014	201;101;301;2502	180;359;5389;0.06						88:talent_ico_710003	1	417200;300022;300003	16;7200;72000	1
10301425	25	1	103014	301;201	3593;120						88:talent_ico_710003	1	300022;300003	4800;48000	1
10301426	26	1	103014	201;101	120;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10301427	27	1	103014	101;301	240;3593						88:talent_ico_710003	1	300022;300003	4800;48000	1
10301428	28	3	103014			10301420	92016	1	91016	1	88:talent_ico_82103014	1	417300;300022;300003	16;12000;120000	1
10400701	1	1	104007	301;201	975;49						88:talent_ico_720001	1	300022;300003	2000;20000	1
10400702	2	1	104007	201;101	49;107						88:talent_ico_720001	1	300022;300003	2500;25000	1
10400703	3	1	104007	101;301	107;975						88:talent_ico_720001	1	300022;300003	2500;25000	1
10400704	4	2	104007	301;201;101;2502	1949;97;107;0.04						88:talent_ico_720001	1	417100;300022;300003	20;5000;50000	1
10400705	5	1	104007	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10400706	6	1	104007	201;101	81;178						88:talent_ico_720002	1	300022;300003	4000;40000	1
10400707	7	1	104007	101;301	178;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10400708	8	2	104007	301;201;101;401	3249;162;178;200						88:talent_ico_720002	1	417100;300022;300003	30;6000;60000	1
10400709	9	1	104007	201;101	81;178						88:talent_ico_720002	1	300022;300003	4000;40000	1
10400710	10	1	104007	101;301	178;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10400711	11	1	104007	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10400712	12	3	104007				91104007	1			88:talent_ico_71104007	1	417200;300022;300003	20;9000;90000	1
10400713	13	1	104007	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10400714	14	1	104007	201;101	130;285						88:talent_ico_720003	1	300022;300003	6000;60000	1
10400715	15	1	104007	101;301	285;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
