id	roleId	Type	level	consumeItem	consumeNum	status
103006102	103006	1	2	4104011;3000003	10;40000	1
103006103	103006	1	3	4104011;3000003	10;70000	1
103006104	103006	1	4	4104011;3000003	20;100000	1
103006105	103006	1	5	4104011;3000003	20;140000	1
103006106	103006	1	6	4104011;3000003	30;180000	1
103006107	103006	1	7	4104011;3000003	30;220000	1
103006108	103006	1	8	4104011;3000003	40;260000	1
103006109	103006	1	9	4104011;3000003	50;300000	1
103006110	103006	1	10			1
103006201	103006	2	1	4104011;3000003	10;10000	1
103006202	103006	2	2	4104011;3000003	20;40000	1
103006203	103006	2	3	4104011;3000003	30;90000	1
103006204	103006	2	4	4104011;3000003	40;160000	1
103006205	103006	2	5	4104011;3000003	50;250000	1
103006206	103006	2	6	4104011;3000003	60;360000	1
103006207	103006	2	7			1
105004101	105004	1	1	4104011;3000003	5;20000	1
105004102	105004	1	2	4104011;3000003	10;40000	1
105004103	105004	1	3	4104011;3000003	10;70000	1
105004104	105004	1	4	4104011;3000003	20;100000	1
105004105	105004	1	5	4104011;3000003	20;140000	1
105004106	105004	1	6	4104011;3000003	30;180000	1
105004107	105004	1	7	4104011;3000003	30;220000	1
105004108	105004	1	8	4104011;3000003	40;260000	1
105004109	105004	1	9	4104011;3000003	50;300000	1
105004110	105004	1	10			1
105004201	105004	2	1	4104011;3000003	10;10000	1
105004202	105004	2	2	4104011;3000003	20;40000	1
105004203	105004	2	3	4104011;3000003	30;90000	1
105004204	105004	2	4	4104011;3000003	40;160000	1
105004205	105004	2	5	4104011;3000003	50;250000	1
105004206	105004	2	6	4104011;3000003	60;360000	1
105004207	105004	2	7			1
106009101	106009	1	1	4104011;3000003	5;20000	1
106009102	106009	1	2	4104011;3000003	10;40000	1
106009103	106009	1	3	4104011;3000003	10;70000	1
106009104	106009	1	4	4104011;3000003	20;100000	1
106009105	106009	1	5	4104011;3000003	20;140000	1
106009106	106009	1	6	4104011;3000003	30;180000	1
106009107	106009	1	7	4104011;3000003	30;220000	1
106009108	106009	1	8	4104011;3000003	40;260000	1
106009109	106009	1	9	4104011;3000003	50;300000	1
106009110	106009	1	10			1
106009201	106009	2	1	4104011;3000003	10;10000	1
106009202	106009	2	2	4104011;3000003	20;40000	1
106009203	106009	2	3	4104011;3000003	30;90000	1
106009204	106009	2	4	4104011;3000003	40;160000	1
106009205	106009	2	5	4104011;3000003	50;250000	1
106009206	106009	2	6	4104011;3000003	60;360000	1
106009207	106009	2	7			1
107010101	107010	1	1	4104011;3000003	5;20000	1
107010102	107010	1	2	4104011;3000003	10;40000	1
107010103	107010	1	3	4104011;3000003	10;70000	1
107010104	107010	1	4	4104011;3000003	20;100000	1
107010105	107010	1	5	4104011;3000003	20;140000	1
107010106	107010	1	6	4104011;3000003	30;180000	1
107010107	107010	1	7	4104011;3000003	30;220000	1
107010108	107010	1	8	4104011;3000003	40;260000	1
107010109	107010	1	9	4104011;3000003	50;300000	1
107010110	107010	1	10			1
107010201	107010	2	1	4104011;3000003	10;10000	1
107010202	107010	2	2	4104011;3000003	20;40000	1
107010203	107010	2	3	4104011;3000003	30;90000	1
107010204	107010	2	4	4104011;3000003	40;160000	1
107010205	107010	2	5	4104011;3000003	50;250000	1
107010206	107010	2	6	4104011;3000003	60;360000	1
107010207	107010	2	7			1
123008101	123008	1	1	4104011;3000003	5;20000	1
123008102	123008	1	2	4104011;3000003	10;40000	1
123008103	123008	1	3	4104011;3000003	10;70000	1
123008104	123008	1	4	4104011;3000003	20;100000	1
123008105	123008	1	5	4104011;3000003	20;140000	1
123008106	123008	1	6	4104011;3000003	30;180000	1
123008107	123008	1	7	4104011;3000003	30;220000	1
123008108	123008	1	8	4104011;3000003	40;260000	1
123008109	123008	1	9	4104011;3000003	50;300000	1
123008110	123008	1	10			1
123008201	123008	2	1	4104011;3000003	10;10000	1
123008202	123008	2	2	4104011;3000003	20;40000	1
123008203	123008	2	3	4104011;3000003	30;90000	1
123008204	123008	2	4	4104011;3000003	40;160000	1
123008205	123008	2	5	4104011;3000003	50;250000	1
123008206	123008	2	6	4104011;3000003	60;360000	1
123008207	123008	2	7			1
125008101	125008	1	1	4104011;3000003	5;20000	1
125008102	125008	1	2	4104011;3000003	10;40000	1
125008103	125008	1	3	4104011;3000003	10;70000	1
125008104	125008	1	4	4104011;3000003	20;100000	1
125008105	125008	1	5	4104011;3000003	20;140000	1
125008106	125008	1	6	4104011;3000003	30;180000	1
125008107	125008	1	7	4104011;3000003	30;220000	1
125008108	125008	1	8	4104011;3000003	40;260000	1
125008109	125008	1	9	4104011;3000003	50;300000	1
125008110	125008	1	10			1
125008201	125008	2	1	4104011;3000003	10;10000	1
125008202	125008	2	2	4104011;3000003	20;40000	1
125008203	125008	2	3	4104011;3000003	30;90000	1
125008204	125008	2	4	4104011;3000003	40;160000	1
125008205	125008	2	5	4104011;3000003	50;250000	1
125008206	125008	2	6	4104011;3000003	60;360000	1
125008207	125008	2	7			1
137008101	137008	1	1	4104011;3000003	5;20000	1
137008102	137008	1	2	4104011;3000003	10;40000	1
137008103	137008	1	3	4104011;3000003	10;70000	1
137008104	137008	1	4	4104011;3000003	20;100000	1
137008105	137008	1	5	4104011;3000003	20;140000	1
137008106	137008	1	6	4104011;3000003	30;180000	1
137008107	137008	1	7	4104011;3000003	30;220000	1
137008108	137008	1	8	4104011;3000003	40;260000	1
137008109	137008	1	9	4104011;3000003	50;300000	1
137008110	137008	1	10			1
137008201	137008	2	1	4104011;3000003	10;10000	1
137008202	137008	2	2	4104011;3000003	20;40000	1
137008203	137008	2	3	4104011;3000003	30;90000	1
137008204	137008	2	4	4104011;3000003	40;160000	1
137008205	137008	2	5	4104011;3000003	50;250000	1
137008206	137008	2	6	4104011;3000003	60;360000	1
137008207	137008	2	7			1
116001101	116001	1	1	4104011;3000003	5;20000	1
116001102	116001	1	2	4104011;3000003	10;40000	1
116001103	116001	1	3	4104011;3000003	10;70000	1
116001104	116001	1	4	4104011;3000003	20;100000	1
116001105	116001	1	5	4104011;3000003	20;140000	1
116001106	116001	1	6	4104011;3000003	30;180000	1
116001107	116001	1	7	4104011;3000003	30;220000	1
116001108	116001	1	8	4104011;3000003	40;260000	1
116001109	116001	1	9	4104011;3000003	50;300000	1
116001110	116001	1	10			1
116001201	116001	2	1	4104011;3000003	10;10000	1
116001202	116001	2	2	4104011;3000003	20;40000	1
116001203	116001	2	3	4104011;3000003	30;90000	1
116001204	116001	2	4	4104011;3000003	40;160000	1
116001205	116001	2	5	4104011;3000003	50;250000	1
116001206	116001	2	6	4104011;3000003	60;360000	1
116001207	116001	2	7			1
140008101	140008	1	1	4104011;3000003	5;20000	1
140008102	140008	1	2	4104011;3000003	10;40000	1
140008103	140008	1	3	4104011;3000003	10;70000	1
140008104	140008	1	4	4104011;3000003	20;100000	1
140008105	140008	1	5	4104011;3000003	20;140000	1
140008106	140008	1	6	4104011;3000003	30;180000	1
140008107	140008	1	7	4104011;3000003	30;220000	1
140008108	140008	1	8	4104011;3000003	40;260000	1
140008109	140008	1	9	4104011;3000003	50;300000	1
140008110	140008	1	10			1
140008201	140008	2	1	4104011;3000003	10;10000	1
140008202	140008	2	2	4104011;3000003	20;40000	1
140008203	140008	2	3	4104011;3000003	30;90000	1
140008204	140008	2	4	4104011;3000003	40;160000	1
140008205	140008	2	5	4104011;3000003	50;250000	1
140008206	140008	2	6	4104011;3000003	60;360000	1
140008207	140008	2	7			1
129001101	129001	1	1	4104011;3000003	5;20000	1
129001102	129001	1	2	4104011;3000003	10;40000	1
129001103	129001	1	3	4104011;3000003	10;70000	1
129001104	129001	1	4	4104011;3000003	20;100000	1
129001105	129001	1	5	4104011;3000003	20;140000	1
129001106	129001	1	6	4104011;3000003	30;180000	1
129001107	129001	1	7	4104011;3000003	30;220000	1
129001108	129001	1	8	4104011;3000003	40;260000	1
129001109	129001	1	9	4104011;3000003	50;300000	1
129001110	129001	1	10			1
129001201	129001	2	1	4104011;3000003	10;10000	1
129001202	129001	2	2	4104011;3000003	20;40000	1
129001203	129001	2	3	4104011;3000003	30;90000	1
129001204	129001	2	4	4104011;3000003	40;160000	1
129001205	129001	2	5	4104011;3000003	50;250000	1
129001206	129001	2	6	4104011;3000003	60;360000	1
129001207	129001	2	7			1
129008101	129008	1	1	4104011;3000003	5;20000	1
129008102	129008	1	2	4104011;3000003	10;40000	1
129008103	129008	1	3	4104011;3000003	10;70000	1
129008104	129008	1	4	4104011;3000003	20;100000	1
129008105	129008	1	5	4104011;3000003	20;140000	1
129008106	129008	1	6	4104011;3000003	30;180000	1
129008107	129008	1	7	4104011;3000003	30;220000	1
129008108	129008	1	8	4104011;3000003	40;260000	1
129008109	129008	1	9	4104011;3000003	50;300000	1
129008110	129008	1	10			1
129008201	129008	2	1	4104011;3000003	10;10000	1
129008202	129008	2	2	4104011;3000003	20;40000	1
129008203	129008	2	3	4104011;3000003	30;90000	1
129008204	129008	2	4	4104011;3000003	40;160000	1
129008205	129008	2	5	4104011;3000003	50;250000	1
129008206	129008	2	6	4104011;3000003	60;360000	1
129008207	129008	2	7			1
109002101	109002	1	1	4104011;3000003	5;20000	1
109002102	109002	1	2	4104011;3000003	10;40000	1
109002103	109002	1	3	4104011;3000003	10;70000	1
109002104	109002	1	4	4104011;3000003	20;100000	1
109002105	109002	1	5	4104011;3000003	20;140000	1
109002106	109002	1	6	4104011;3000003	30;180000	1
109002107	109002	1	7	4104011;3000003	30;220000	1
109002108	109002	1	8	4104011;3000003	40;260000	1
109002109	109002	1	9	4104011;3000003	50;300000	1
109002110	109002	1	10			1
109002201	109002	2	1	4104011;3000003	10;10000	1
109002202	109002	2	2	4104011;3000003	20;40000	1
109002203	109002	2	3	4104011;3000003	30;90000	1
109002204	109002	2	4	4104011;3000003	40;160000	1
109002205	109002	2	5	4104011;3000003	50;250000	1
109002206	109002	2	6	4104011;3000003	60;360000	1
109002207	109002	2	7			1
113002101	113002	1	1	4104011;3000003	5;20000	1
113002102	113002	1	2	4104011;3000003	10;40000	1
113002103	113002	1	3	4104011;3000003	10;70000	1
113002104	113002	1	4	4104011;3000003	20;100000	1
113002105	113002	1	5	4104011;3000003	20;140000	1
113002106	113002	1	6	4104011;3000003	30;180000	1
113002107	113002	1	7	4104011;3000003	30;220000	1
113002108	113002	1	8	4104011;3000003	40;260000	1
113002109	113002	1	9	4104011;3000003	50;300000	1
113002110	113002	1	10			1
113002201	113002	2	1	4104011;3000003	10;10000	1
113002202	113002	2	2	4104011;3000003	20;40000	1
113002203	113002	2	3	4104011;3000003	30;90000	1
113002204	113002	2	4	4104011;3000003	40;160000	1
113002205	113002	2	5	4104011;3000003	50;250000	1
113002206	113002	2	6	4104011;3000003	60;360000	1
113002207	113002	2	7			1
114002101	114002	1	1	4104011;3000003	5;20000	1
114002102	114002	1	2	4104011;3000003	10;40000	1
114002103	114002	1	3	4104011;3000003	10;70000	1
114002104	114002	1	4	4104011;3000003	20;100000	1
114002105	114002	1	5	4104011;3000003	20;140000	1
114002106	114002	1	6	4104011;3000003	30;180000	1
114002107	114002	1	7	4104011;3000003	30;220000	1
114002108	114002	1	8	4104011;3000003	40;260000	1
114002109	114002	1	9	4104011;3000003	50;300000	1
114002110	114002	1	10			1
114002201	114002	2	1	4104011;3000003	10;10000	1
114002202	114002	2	2	4104011;3000003	20;40000	1
114002203	114002	2	3	4104011;3000003	30;90000	1
114002204	114002	2	4	4104011;3000003	40;160000	1
114002205	114002	2	5	4104011;3000003	50;250000	1
114002206	114002	2	6	4104011;3000003	60;360000	1
114002207	114002	2	7			1
138001101	138001	1	1	4104011;3000003	5;20000	1
138001102	138001	1	2	4104011;3000003	10;40000	1
138001103	138001	1	3	4104011;3000003	10;70000	1
138001104	138001	1	4	4104011;3000003	20;100000	1
138001105	138001	1	5	4104011;3000003	20;140000	1
138001106	138001	1	6	4104011;3000003	30;180000	1
138001107	138001	1	7	4104011;3000003	30;220000	1
138001108	138001	1	8	4104011;3000003	40;260000	1
138001109	138001	1	9	4104011;3000003	50;300000	1
138001110	138001	1	10			1
138001201	138001	2	1	4104011;3000003	10;10000	1
138001202	138001	2	2	4104011;3000003	20;40000	1
138001203	138001	2	3	4104011;3000003	30;90000	1
138001204	138001	2	4	4104011;3000003	40;160000	1
138001205	138001	2	5	4104011;3000003	50;250000	1
138001206	138001	2	6	4104011;3000003	60;360000	1
138001207	138001	2	7			1
138008101	138008	1	1	4104011;3000003	5;20000	1
138008102	138008	1	2	4104011;3000003	10;40000	1
138008103	138008	1	3	4104011;3000003	10;70000	1
138008104	138008	1	4	4104011;3000003	20;100000	1
138008105	138008	1	5	4104011;3000003	20;140000	1
138008106	138008	1	6	4104011;3000003	30;180000	1
138008107	138008	1	7	4104011;3000003	30;220000	1
138008108	138008	1	8	4104011;3000003	40;260000	1
138008109	138008	1	9	4104011;3000003	50;300000	1
138008110	138008	1	10			1
138008201	138008	2	1	4104011;3000003	10;10000	1
138008202	138008	2	2	4104011;3000003	20;40000	1
138008203	138008	2	3	4104011;3000003	30;90000	1
138008204	138008	2	4	4104011;3000003	40;160000	1
138008205	138008	2	5	4104011;3000003	50;250000	1
138008206	138008	2	6	4104011;3000003	60;360000	1
138008207	138008	2	7			1
135008101	135008	1	1	4104011;3000003	5;20000	1
135008102	135008	1	2	4104011;3000003	10;40000	1
135008103	135008	1	3	4104011;3000003	10;70000	1
135008104	135008	1	4	4104011;3000003	20;100000	1
135008105	135008	1	5	4104011;3000003	20;140000	1
135008106	135008	1	6	4104011;3000003	30;180000	1
135008107	135008	1	7	4104011;3000003	30;220000	1
135008108	135008	1	8	4104011;3000003	40;260000	1
135008109	135008	1	9	4104011;3000003	50;300000	1
135008110	135008	1	10			1
135008201	135008	2	1	4104011;3000003	10;10000	1
135008202	135008	2	2	4104011;3000003	20;40000	1
135008203	135008	2	3	4104011;3000003	30;90000	1
135008204	135008	2	4	4104011;3000003	40;160000	1
135008205	135008	2	5	4104011;3000003	50;250000	1
135008206	135008	2	6	4104011;3000003	60;360000	1
135008207	135008	2	7			1
802008101	802008	1	1	4104011;3000003	5;20000	1
802008102	802008	1	2	4104011;3000003	10;40000	1
802008103	802008	1	3	4104011;3000003	10;70000	1
802008104	802008	1	4	4104011;3000003	20;100000	1
802008105	802008	1	5	4104011;3000003	20;140000	1
802008106	802008	1	6	4104011;3000003	30;180000	1
802008107	802008	1	7	4104011;3000003	30;220000	1
802008108	802008	1	8	4104011;3000003	40;260000	1
802008109	802008	1	9	4104011;3000003	50;300000	1
802008110	802008	1	10			1
802008201	802008	2	1	4104011;3000003	10;10000	1
802008202	802008	2	2	4104011;3000003	20;40000	1
802008203	802008	2	3	4104011;3000003	30;90000	1
802008204	802008	2	4	4104011;3000003	40;160000	1
802008205	802008	2	5	4104011;3000003	50;250000	1
802008206	802008	2	6	4104011;3000003	60;360000	1
802008207	802008	2	7			1
803008101	803008	1	1	4104011;3000003	5;20000	1
803008102	803008	1	2	4104011;3000003	10;40000	1
803008103	803008	1	3	4104011;3000003	10;70000	1
803008104	803008	1	4	4104011;3000003	20;100000	1
803008105	803008	1	5	4104011;3000003	20;140000	1
803008106	803008	1	6	4104011;3000003	30;180000	1
803008107	803008	1	7	4104011;3000003	30;220000	1
803008108	803008	1	8	4104011;3000003	40;260000	1
803008109	803008	1	9	4104011;3000003	50;300000	1
803008110	803008	1	10			1
803008201	803008	2	1	4104011;3000003	10;10000	1
803008202	803008	2	2	4104011;3000003	20;40000	1
803008203	803008	2	3	4104011;3000003	30;90000	1
803008204	803008	2	4	4104011;3000003	40;160000	1
803008205	803008	2	5	4104011;3000003	50;250000	1
803008206	803008	2	6	4104011;3000003	60;360000	1
803008207	803008	2	7			1
801008101	801008	1	1	4104011;3000003	5;20000	1
801008102	801008	1	2	4104011;3000003	10;40000	1
801008103	801008	1	3	4104011;3000003	10;70000	1
801008104	801008	1	4	4104011;3000003	20;100000	1
801008105	801008	1	5	4104011;3000003	20;140000	1
801008106	801008	1	6	4104011;3000003	30;180000	1
801008107	801008	1	7	4104011;3000003	30;220000	1
801008108	801008	1	8	4104011;3000003	40;260000	1
801008109	801008	1	9	4104011;3000003	50;300000	1
801008110	801008	1	10			1
801008201	801008	2	1	4104011;3000003	10;10000	1
801008202	801008	2	2	4104011;3000003	20;40000	1
801008203	801008	2	3	4104011;3000003	30;90000	1
801008204	801008	2	4	4104011;3000003	40;160000	1
801008205	801008	2	5	4104011;3000003	50;250000	1
801008206	801008	2	6	4104011;3000003	60;360000	1
801008207	801008	2	7			1
127001101	127001	1	1	4104011;3000003	5;20000	1
127001102	127001	1	2	4104011;3000003	10;40000	1
127001103	127001	1	3	4104011;3000003	10;70000	1
127001104	127001	1	4	4104011;3000003	20;100000	1
127001105	127001	1	5	4104011;3000003	20;140000	1
127001106	127001	1	6	4104011;3000003	30;180000	1
127001107	127001	1	7	4104011;3000003	30;220000	1
127001108	127001	1	8	4104011;3000003	40;260000	1
127001109	127001	1	9	4104011;3000003	50;300000	1
127001110	127001	1	10			1
127001201	127001	2	1	4104011;3000003	10;10000	1
127001202	127001	2	2	4104011;3000003	20;40000	1
127001203	127001	2	3	4104011;3000003	30;90000	1
127001204	127001	2	4	4104011;3000003	40;160000	1
127001205	127001	2	5	4104011;3000003	50;250000	1
127001206	127001	2	6	4104011;3000003	60;360000	1
127001207	127001	2	7			1
136008101	136008	1	1	4104011;3000003	5;20000	1
136008102	136008	1	2	4104011;3000003	10;40000	1
136008103	136008	1	3	4104011;3000003	10;70000	1
136008104	136008	1	4	4104011;3000003	20;100000	1
136008105	136008	1	5	4104011;3000003	20;140000	1
136008106	136008	1	6	4104011;3000003	30;180000	1
136008107	136008	1	7	4104011;3000003	30;220000	1
136008108	136008	1	8	4104011;3000003	40;260000	1
136008109	136008	1	9	4104011;3000003	50;300000	1
136008110	136008	1	10			1
136008201	136008	2	1	4104011;3000003	10;10000	1
136008202	136008	2	2	4104011;3000003	20;40000	1
136008203	136008	2	3	4104011;3000003	30;90000	1
136008204	136008	2	4	4104011;3000003	40;160000	1
136008205	136008	2	5	4104011;3000003	50;250000	1
136008206	136008	2	6	4104011;3000003	60;360000	1
136008207	136008	2	7			1
104016101	104016	1	1	4104011;3000003	5;20000	1
104016102	104016	1	2	4104011;3000003	10;40000	1
104016103	104016	1	3	4104011;3000003	10;70000	1
104016104	104016	1	4	4104011;3000003	20;100000	1
104016105	104016	1	5	4104011;3000003	20;140000	1
104016106	104016	1	6	4104011;3000003	30;180000	1
104016107	104016	1	7	4104011;3000003	30;220000	1
104016108	104016	1	8	4104011;3000003	40;260000	1
104016109	104016	1	9	4104011;3000003	50;300000	1
104016110	104016	1	10			1
104016201	104016	2	1	4104011;3000003	10;10000	1
104016202	104016	2	2	4104011;3000003	20;40000	1
104016203	104016	2	3	4104011;3000003	30;90000	1
104016204	104016	2	4	4104011;3000003	40;160000	1
104016205	104016	2	5	4104011;3000003	50;250000	1
104016206	104016	2	6	4104011;3000003	60;360000	1
104016207	104016	2	7			1
103009101	103009	1	1	4104011;3000003	5;20000	1
103009102	103009	1	2	4104011;3000003	10;40000	1
103009103	103009	1	3	4104011;3000003	10;70000	1
103009104	103009	1	4	4104011;3000003	20;100000	1
103009105	103009	1	5	4104011;3000003	20;140000	1
103009106	103009	1	6	4104011;3000003	30;180000	1
103009107	103009	1	7	4104011;3000003	30;220000	1
103009108	103009	1	8	4104011;3000003	40;260000	1
103009109	103009	1	9	4104011;3000003	50;300000	1
103009110	103009	1	10			1
103009201	103009	2	1	4104011;3000003	10;10000	1
103009202	103009	2	2	4104011;3000003	20;40000	1
103009203	103009	2	3	4104011;3000003	30;90000	1
103009204	103009	2	4	4104011;3000003	40;160000	1
103009205	103009	2	5	4104011;3000003	50;250000	1
103009206	103009	2	6	4104011;3000003	60;360000	1
103009207	103009	2	7			1
102012101	102012	1	1	4104011;3000003	5;20000	1
102012102	102012	1	2	4104011;3000003	10;40000	1
102012103	102012	1	3	4104011;3000003	10;70000	1
102012104	102012	1	4	4104011;3000003	20;100000	1
102012105	102012	1	5	4104011;3000003	20;140000	1
102012106	102012	1	6	4104011;3000003	30;180000	1
102012107	102012	1	7	4104011;3000003	30;220000	1
102012108	102012	1	8	4104011;3000003	40;260000	1
102012109	102012	1	9	4104011;3000003	50;300000	1
102012110	102012	1	10			1
102012201	102012	2	1	4104011;3000003	10;10000	1
102012202	102012	2	2	4104011;3000003	20;40000	1
102012203	102012	2	3	4104011;3000003	30;90000	1
102012204	102012	2	4	4104011;3000003	40;160000	1
102012205	102012	2	5	4104011;3000003	50;250000	1
102012206	102012	2	6	4104011;3000003	60;360000	1
102012207	102012	2	7			1
101018101	101018	1	1	4104011;3000003	5;20000	1
101018102	101018	1	2	4104011;3000003	10;40000	1
101018103	101018	1	3	4104011;3000003	10;70000	1
101018104	101018	1	4	4104011;3000003	20;100000	1
101018105	101018	1	5	4104011;3000003	20;140000	1
101018106	101018	1	6	4104011;3000003	30;180000	1
101018107	101018	1	7	4104011;3000003	30;220000	1
101018108	101018	1	8	4104011;3000003	40;260000	1
101018109	101018	1	9	4104011;3000003	50;300000	1
101018110	101018	1	10			1
101018201	101018	2	1	4104011;3000003	10;10000	1
101018202	101018	2	2	4104011;3000003	20;40000	1
101018203	101018	2	3	4104011;3000003	30;90000	1
101018204	101018	2	4	4104011;3000003	40;160000	1
101018205	101018	2	5	4104011;3000003	50;250000	1
101018206	101018	2	6	4104011;3000003	60;360000	1
101018207	101018	2	7			1
144001101	144001	1	1	4104011;3000003	5;20000	1
144001102	144001	1	2	4104011;3000003	10;40000	1
144001103	144001	1	3	4104011;3000003	10;70000	1
144001104	144001	1	4	4104011;3000003	20;100000	1
144001105	144001	1	5	4104011;3000003	20;140000	1
144001106	144001	1	6	4104011;3000003	30;180000	1
144001107	144001	1	7	4104011;3000003	30;220000	1
144001108	144001	1	8	4104011;3000003	40;260000	1
144001109	144001	1	9	4104011;3000003	50;300000	1
144001110	144001	1	10			1
144001201	144001	2	1	4104011;3000003	10;10000	1
144001202	144001	2	2	4104011;3000003	20;40000	1
144001203	144001	2	3	4104011;3000003	30;90000	1
144001204	144001	2	4	4104011;3000003	40;160000	1
144001205	144001	2	5	4104011;3000003	50;250000	1
144001206	144001	2	6	4104011;3000003	60;360000	1
144001207	144001	2	7			1
144008101	144008	1	1	4104011;3000003	5;20000	1
144008102	144008	1	2	4104011;3000003	10;40000	1
144008103	144008	1	3	4104011;3000003	10;70000	1
144008104	144008	1	4	4104011;3000003	20;100000	1
144008105	144008	1	5	4104011;3000003	20;140000	1
144008106	144008	1	6	4104011;3000003	30;180000	1
144008107	144008	1	7	4104011;3000003	30;220000	1
144008108	144008	1	8	4104011;3000003	40;260000	1
144008109	144008	1	9	4104011;3000003	50;300000	1
144008110	144008	1	10			1
144008201	144008	2	1	4104011;3000003	10;10000	1
144008202	144008	2	2	4104011;3000003	20;40000	1
144008203	144008	2	3	4104011;3000003	30;90000	1
144008204	144008	2	4	4104011;3000003	40;160000	1
144008205	144008	2	5	4104011;3000003	50;250000	1
144008206	144008	2	6	4104011;3000003	60;360000	1
144008207	144008	2	7			1
141008101	141008	1	1	4104011;3000003	5;20000	1
141008102	141008	1	2	4104011;3000003	10;40000	1
141008103	141008	1	3	4104011;3000003	10;70000	1
141008104	141008	1	4	4104011;3000003	20;100000	1
141008105	141008	1	5	4104011;3000003	20;140000	1
141008106	141008	1	6	4104011;3000003	30;180000	1
141008107	141008	1	7	4104011;3000003	30;220000	1
141008108	141008	1	8	4104011;3000003	40;260000	1
141008109	141008	1	9	4104011;3000003	50;300000	1
141008110	141008	1	10			1
141008201	141008	2	1	4104011;3000003	10;10000	1
141008202	141008	2	2	4104011;3000003	20;40000	1
141008203	141008	2	3	4104011;3000003	30;90000	1
141008204	141008	2	4	4104011;3000003	40;160000	1
141008205	141008	2	5	4104011;3000003	50;250000	1
141008206	141008	2	6	4104011;3000003	60;360000	1
141008207	141008	2	7			1
129002101	129002	1	1	4104011;3000003	5;20000	1
129002102	129002	1	2	4104011;3000003	10;40000	1
129002103	129002	1	3	4104011;3000003	10;70000	1
129002104	129002	1	4	4104011;3000003	20;100000	1
129002105	129002	1	5	4104011;3000003	20;140000	1
129002106	129002	1	6	4104011;3000003	30;180000	1
129002107	129002	1	7	4104011;3000003	30;220000	1
129002108	129002	1	8	4104011;3000003	40;260000	1
129002109	129002	1	9	4104011;3000003	50;300000	1
129002110	129002	1	10			1
129002201	129002	2	1	4104011;3000003	10;10000	1
129002202	129002	2	2	4104011;3000003	20;40000	1
129002203	129002	2	3	4104011;3000003	30;90000	1
129002204	129002	2	4	4104011;3000003	40;160000	1
129002205	129002	2	5	4104011;3000003	50;250000	1
129002206	129002	2	6	4104011;3000003	60;360000	1
129002207	129002	2	7			1
804008101	804008	1	1	4104011;3000003	5;20000	1
804008102	804008	1	2	4104011;3000003	10;40000	1
804008103	804008	1	3	4104011;3000003	10;70000	1
804008104	804008	1	4	4104011;3000003	20;100000	1
804008105	804008	1	5	4104011;3000003	20;140000	1
804008106	804008	1	6	4104011;3000003	30;180000	1
804008107	804008	1	7	4104011;3000003	30;220000	1
804008108	804008	1	8	4104011;3000003	40;260000	1
804008109	804008	1	9	4104011;3000003	50;300000	1
804008110	804008	1	10			1
804008201	804008	2	1	4104011;3000003	10;10000	1
804008202	804008	2	2	4104011;3000003	20;40000	1
804008203	804008	2	3	4104011;3000003	30;90000	1
804008204	804008	2	4	4104011;3000003	40;160000	1
804008205	804008	2	5	4104011;3000003	50;250000	1
804008206	804008	2	6	4104011;3000003	60;360000	1
804008207	804008	2	7			1
805008101	805008	1	1	4104011;3000003	5;20000	1
805008102	805008	1	2	4104011;3000003	10;40000	1
805008103	805008	1	3	4104011;3000003	10;70000	1
805008104	805008	1	4	4104011;3000003	20;100000	1
805008105	805008	1	5	4104011;3000003	20;140000	1
805008106	805008	1	6	4104011;3000003	30;180000	1
805008107	805008	1	7	4104011;3000003	30;220000	1
805008108	805008	1	8	4104011;3000003	40;260000	1
805008109	805008	1	9	4104011;3000003	50;300000	1
805008110	805008	1	10			1
805008201	805008	2	1	4104011;3000003	10;10000	1
805008202	805008	2	2	4104011;3000003	20;40000	1
805008203	805008	2	3	4104011;3000003	30;90000	1
805008204	805008	2	4	4104011;3000003	40;160000	1
805008205	805008	2	5	4104011;3000003	50;250000	1
805008206	805008	2	6	4104011;3000003	60;360000	1
805008207	805008	2	7			1
806008101	806008	1	1	4104011;3000003	5;20000	1
806008102	806008	1	2	4104011;3000003	10;40000	1
806008103	806008	1	3	4104011;3000003	10;70000	1
806008104	806008	1	4	4104011;3000003	20;100000	1
806008105	806008	1	5	4104011;3000003	20;140000	1
806008106	806008	1	6	4104011;3000003	30;180000	1
806008107	806008	1	7	4104011;3000003	30;220000	1
806008108	806008	1	8	4104011;3000003	40;260000	1
806008109	806008	1	9	4104011;3000003	50;300000	1
806008110	806008	1	10			1
806008201	806008	2	1	4104011;3000003	10;10000	1
806008202	806008	2	2	4104011;3000003	20;40000	1
806008203	806008	2	3	4104011;3000003	30;90000	1
806008204	806008	2	4	4104011;3000003	40;160000	1
806008205	806008	2	5	4104011;3000003	50;250000	1
806008206	806008	2	6	4104011;3000003	60;360000	1
806008207	806008	2	7			1
120008101	120008	1	1	4104011;3000003	5;20000	1
120008102	120008	1	2	4104011;3000003	10;40000	1
120008103	120008	1	3	4104011;3000003	10;70000	1
120008104	120008	1	4	4104011;3000003	20;100000	1
120008105	120008	1	5	4104011;3000003	20;140000	1
120008106	120008	1	6	4104011;3000003	30;180000	1
120008107	120008	1	7	4104011;3000003	30;220000	1
120008108	120008	1	8	4104011;3000003	40;260000	1
120008109	120008	1	9	4104011;3000003	50;300000	1
120008110	120008	1	10			1
120008201	120008	2	1	4104011;3000003	10;10000	1
