weaponmainId	roleId	weaponLV	card	desc	effectMode	property	weaponskill	weaponunlock	weaponItem	weaponItemNum	capabilityValue	status	upgrade	upgrade_zh_TW	upgrade_en_UK	upgrade_ja_JP	upgrade_ko_KR	upgrade_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
103009013	103009	13	幽篁月韵			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	120	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	明月光	明月光	Lunar Grace	月の光	밝은 달빛	จันทร์พิสุทธิ์
103009014	103009	14	幽篁月韵			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	140	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	明月光	明月光	Lunar Grace	月の光	밝은 달빛	จันทร์พิสุทธิ์
103009015	103009	15	幽篁月韵				310300904		4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	1090	1	[被动:月华流照]若友方全是绿色情绪，自身暴击伤害增加12%	[被動:月華流照]若友方全是綠色情緒，自身爆擊傷害增加12%	[Passive: Moonlit Flow]: If all allies possess Green Pathos, increases this Combatant's CRIT DMG by 12%.	[パッシブ:月華流照]味方全体の属性カラーがグリーンの場合、自身の会心ダメージ＋12％	[패시브:흐르는 달빛] 아군이 모두 그린 이모션 전투원일 때, 자체 크리티컬 대미지 +12%	[​พาส​ซี​ฟ​:​ประกาย​จันทรา​]​ หาก​เพื่อน​ร่วม​ทีม​ทุกคน​มี​พา​โธส​สี​เขียว​ จะ​เพิ่ม​ดา​เม​จค​ริ​ติ​คอ​ล​ให้​ตนเอง​ 12%​	明月光	明月光	Lunar Grace	月の光	밝은 달빛	จันทร์พิสุทธิ์
103009016	103009	16	幽篁月韵			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	190	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	明月光	明月光	Lunar Grace	月の光	밝은 달빛	จันทร์พิสุทธิ์
103009017	103009	17	幽篁月韵			1203@0.05			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	1060	1	穿透率+5%	穿透率+5%	Armor PEN +5%	貫通率＋5%	관통률 +5%	อัตราเจาะเกราะ +5%	明月光	明月光	Lunar Grace	月の光	밝은 달빛	จันทร์พิสุทธิ์
103009018	103009	18	幽篁月韵			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	230	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	明月光	明月光	Lunar Grace	月の光	밝은 달빛	จันทร์พิสุทธิ์
103009019	103009	19	幽篁月韵			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	250	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	明月光	明月光	Lunar Grace	月の光	밝은 달빛	จันทร์พิสุทธิ์
103009020	103009	20	幽篁月韵			703@0.1		1	4105011;4105012;4105013;4105031;3000003	60;100;60;1;50000	1140	1	暴击伤害+10%	爆擊傷害+10%	CRIT DMG +10%	会心ダメージ＋10%	크리티컬 대미지 +10%	ดาเมจคริติคอล+10%	明月光	明月光	Lunar Grace	月の光	밝은 달빛	จันทร์พิสุทธิ์
104016001	104016	1	灵棰惊竹				310401601		4105011;4105012;4105013;4105023;3000003	5;10;5;5;50000	800	1	[竹影鞭]造成最终伤害提升8%	[竹影鞭]造成最終傷害提升8%	[Bamboo Whip]: Increases Final DMG dealt by 8%.	[竹影鞭]最終ダメージ＋8％	[대나무 채찍] 가하는 최종 대미지 +8%	[​แส้​เงา​ไผ่​]​ สร้าง​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​ 8%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016002	104016	2	灵棰惊竹			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	6;12;6;6;50000	160	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016003	104016	3	灵棰惊竹			703@0.14			4105011;4105012;4105013;4105023;3000003	7;14;7;7;50000	760	1	暴击伤害+14%	爆擊傷害+14%	CRIT DMG +14%	会心ダメージ＋14%	크리티컬 대미지 +14%	ดาเมจคริติคอล +14%	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016004	104016	4	灵棰惊竹			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	8;16;8;8;50000	200	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016005	104016	5	灵棰惊竹				310401602		4105011;4105012;4105013;4105023;3000003	9;18;9;9;50000	880	1	[被动:同根生]若友方全是绿色情绪，自身攻击力增加6%	[被動:同根生]若友方全是綠色情緒，自身攻擊力增加6%	[Passive: Rooted Bonds]: If all allies possess Green Pathos, increases this Combatant's ATK by 6%.	[パッシブ:同根]味方全体の属性カラーがグリーンの場合、自身の攻撃力＋6％	[패시브:같은 뿌리] 아군이 모두 그린 이모션 전투원일 때, 자체 공격력 +6%	[​พาส​ซี​ฟ​:​สัมพันธ์​ต้นกำเนิด​]​ หาก​เพื่อน​ร่วม​ทีม​ทุกคน​มี​พา​โธส​สี​เขียว​ จะ​เพิ่ม​ ATK​ ให้​ตนเอง​ 6%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016006	104016	6	灵棰惊竹			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	10;20;10;10;50000	250	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016007	104016	7	灵棰惊竹			603@0.07			4105011;4105012;4105013;4105023;3000003	11;21;11;11;50000	850	1	暴击率+7%	爆擊率+7%	CRIT Rate +7%	会心率＋7%	크리티컬 확률 +7%	อัตราคริติคอล+7%	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016008	104016	8	灵棰惊竹			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	12;22;12;13;50000	290	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016009	104016	9	灵棰惊竹			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	13;23;13;15;50000	310	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016010	104016	10	灵棰惊竹				310401603		4105011;4105012;4105013;4105023;3000003	14;24;14;15;50000	990	1	[竹影鞭]造成最终伤害提升8%	[竹影鞭]造成最終傷害提升8%	[Bamboo Whip]: Increases Final DMG dealt by 8%.	[竹影鞭]最終ダメージ＋8％	[대나무 채찍] 가하는 최종 대미지 +8%	[​แส้​เงา​ไผ่​]​ สร้าง​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​ 8%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016011	104016	11	灵棰惊竹			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	80	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016012	104016	12	灵棰惊竹			703@0.14			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	950	1	暴击伤害+14%	爆擊傷害+14%	CRIT DMG +14%	会心ダメージ＋14%	크리티컬 대미지 +14%	ดาเมจคริติคอล +14%	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016013	104016	13	灵棰惊竹			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	120	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016014	104016	14	灵棰惊竹			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	140	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016015	104016	15	灵棰惊竹				310401604		4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	1090	1	[被动:同根生]若友方全是绿色情绪，自身攻击力增加6%	[被動:同根生]若友方全是綠色情緒，自身攻擊力增加6%	[Passive: Rooted Bonds]: If all allies possess Green Pathos, increases this Combatant's ATK by 6%.	[パッシブ:同根]味方全体の属性カラーがグリーンの場合、自身の攻撃力＋6％	[패시브:같은 뿌리] 아군이 모두 그린 이모션 전투원일 때, 자체 공격력 +6%	[​พาส​ซี​ฟ​:​สัมพันธ์​ต้นกำเนิด​]​ หาก​เพื่อน​ร่วม​ทีม​ทุกคน​มี​พา​โธส​สี​เขียว​ จะ​เพิ่ม​ ATK​ ให้​ตนเอง​ 6%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016016	104016	16	灵棰惊竹			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	190	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016017	104016	17	灵棰惊竹			603@0.07			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	1060	1	暴击率+7%	爆擊率+7%	CRIT Rate +7%	会心率＋7%	크리티컬 확률 +7%	อัตราคริติคอล+7%	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016018	104016	18	灵棰惊竹			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	230	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016019	104016	19	灵棰惊竹			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	250	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
104016020	104016	20	灵棰惊竹			1203@0.05		1	4105011;4105012;4105013;4105031;3000003	60;100;60;1;50000	1120	1	穿透率+5%	穿透率+5%	Armor PEN +5%	貫通率＋5%	관통률 +5%	อัตราเจาะเกราะ +5%	不折	不折	Unbender	不折	굳센	แสงเจตจำนง
101018001	101018	1	茂林余音				310101801		4105011;4105012;4105013;4105023;3000003	5;10;5;5;50000	800	1	[涤尘]造成最终伤害提升8%	[滌塵]造成最終傷害提升8%	[Worldly Cleansing]: Increases Final DMG dealt by 8%.	[洗塵]最終ダメージ＋8％	[먼지 씻기] 가하는 최종 대미지 +8%	[​ชำระล้าง​ธุลี​]​ สร้าง​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​ 8%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018002	101018	2	茂林余音			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	6;12;6;6;50000	160	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018003	101018	3	茂林余音			803@0.07			4105011;4105012;4105013;4105023;3000003	7;14;7;7;50000	760	1	暴击抵抗+7%	爆擊抵抗+7%	CRIT RES +7%	会心回避率＋7%	크리티컬 저항 +7%	ต้านทานคริติคอล +7%	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018004	101018	4	茂林余音			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	8;16;8;8;50000	200	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018005	101018	5	茂林余音				310101802		4105011;4105012;4105013;4105023;3000003	9;18;9;9;50000	880	1	[被动:天音破]增加额外效果:所有绿色情绪友方忍耐率增加10%	[被動:天音破]增加額外效果:所有綠色情緒友方忍耐率增加10%	[Passive: Echo of the Heavens]: Bonus Effect: Increases the Endurance of all allies with Green Pathos by 10%.	[パッシブ:天音破]追加効果:すべてのグリーン属性の味方忍耐率＋10％	[패시브:하늘의 소리] 추가 효과: 모든 그린 이모션 전투원의 인내율 +10% 	[​พาส​ซี​ฟ​:​คลื่นเสียง​พิฆาต​]​ เอฟเฟกต์​เพิ่มขึ้น​:​ เพิ่ม​อัตรา​อดทน​ให้​ตัวละคร​พา​โธส​สี​เขียว​ขึ้น​ 10%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018006	101018	6	茂林余音			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	10;20;10;10;50000	250	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018007	101018	7	茂林余音			1303@0.1			4105011;4105012;4105013;4105023;3000003	11;21;11;11;50000	850	1	忍耐率+10%	忍耐率+10%	Endurance +10%	忍耐率＋10%	인내율 +10%	อัตราอดทน +10%	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018008	101018	8	茂林余音			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	12;22;12;13;50000	290	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018009	101018	9	茂林余音			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	13;23;13;15;50000	310	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018010	101018	10	茂林余音				310101803		4105011;4105012;4105013;4105023;3000003	14;24;14;15;50000	990	1	[涤尘]造成最终伤害提升8%	[滌塵]造成最終傷害提升8%	[Worldly Cleansing]: Increases Final DMG dealt by 8%.	[洗塵]最終ダメージ＋8％	[먼지 씻기] 가하는 최종 대미지 +8%	[​ชำระล้าง​ธุลี​]​ สร้าง​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​ 8%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018011	101018	11	茂林余音			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	80	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018012	101018	12	茂林余音			803@0.07			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	950	1	暴击抵抗+7%	爆擊抵抗+7%	CRIT RES +7%	会心回避率＋7%	크리티컬 저항 +7%	ต้านทานคริติคอล +7%	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018013	101018	13	茂林余音			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	120	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018014	101018	14	茂林余音			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	140	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018015	101018	15	茂林余音				310101804		4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	1090	1	[被动:天音破]增加额外效果:所有绿色情绪友方忍耐率增加10%	[被動:天音破]增加額外效果:所有綠色情緒友方忍耐率增加10%	[Passive: Echo of the Heavens]: Bonus Effect: Increases the Endurance of all allies with Green Pathos by 10%.	[パッシブ:天音破]追加効果:すべてのグリーン属性の味方忍耐率＋10％	[패시브:하늘의 소리] 추가 효과: 모든 그린 이모션 전투원의 인내율 +10% 	[​พาส​ซี​ฟ​:​คลื่นเสียง​พิฆาต​]​ เอฟเฟกต์​เพิ่มขึ้น​:​ เพิ่ม​อัตรา​อดทน​ให้​ตัวละคร​พา​โธส​สี​เขียว​ขึ้น​ 10%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018016	101018	16	茂林余音			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	190	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018017	101018	17	茂林余音			1303@0.1			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	1060	1	忍耐率+10%	忍耐率+10%	Endurance +10%	忍耐率＋10%	인내율 +10%	อัตราอดทน +10%	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018018	101018	18	茂林余音			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	230	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018019	101018	19	茂林余音			102@0.02;202@0.02;302@0.03			4105011;4105012;4105013;4105023;3000003	15;25;15;15;50000	250	1	攻击力+2%,防御力+2%\n生命值+3%	攻擊力+2%,防禦力+2%\n生命值+3%	ATK +2%, DEF +2%\nHP +3%	攻撃力＋2%,防御力＋2%\n最大HP＋3%	공격력 +2%, 방어력 +2%\nHP +3%	ATK​ +2%​ DEF​ +2%\nHP​ +3%​	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
101018020	101018	20	茂林余音			903@0.1		1	4105011;4105012;4105013;4105031;3000003	60;100;60;1;50000	1140	1	暴伤抵抗+10%	爆傷抵抗+10%	CRIT DMG RES +10%	会心ダメージ抵抗率＋10%	크리티컬 대미지 저항 +10%	ต้านทานดาเมจคริ +10%	竹韵	竹韻	Bamboozling Melody	竹韻	죽운	ป่าไผ่ขับขาน
144001001	144001	1	千王之王				314400101		4105011;4105012;4105013;4105023;3000003	10;5;5;5;50000	0	1	[疯狂下注]造成最终伤害提升8%	[瘋狂下注]造成最終傷害提升8%	[Mad Gamble]: Increases Final DMG dealt by 8%.	[オールベット]敵に与える最終ダメージ＋8%	[광적인 베팅]의 부여하는 최종 대미지 8% 증가	[​เดิมพัน​สุด​คลั่ง​]​ สร้าง​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​ 8%​	移花	移花	Switcheroo	移花	플라워 블링크	บุปผาสะบัดเงา
144001002	144001	2	千王之王			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	12;6;6;6;50000	665	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	移花	移花	Switcheroo	移花	플라워 블링크	บุปผาสะบัดเงา
144001003	144001	3	千王之王			803@0.07			4105011;4105012;4105013;4105023;3000003	14;7;7;7;50000	84	1	暴击抵抗+7%	爆擊抵抗+7%	CRIT RES +7%	会心回避率＋7%	크리티컬 저항 +7%	ต้านทานคริติคอล +7%	移花	移花	Switcheroo	移花	플라워 블링크	บุปผาสะบัดเงา
144001004	144001	4	千王之王			102@0.015;202@0.015;302@0.02			4105011;4105012;4105013;4105023;3000003	16;8;8;8;50000	665	1	攻击力+1.5%,防御力+1.5%\n生命值+2%	攻擊力+1.5%,防禦力+1.5%\n生命值+2%	ATK +1.5%, DEF +1.5%\nHP +2%	攻撃力＋1.5%,防御力＋1.5%\n最大HP＋2%	공격력 +1.5%, 방어력 +1.5%\nHP +2%	ATK​ +1.5%​ DEF​ +1.5%\nHP​ +2%​	移花	移花	Switcheroo	移花	플라워 블링크	บุปผาสะบัดเงา
144001005	144001	5	千王之王				314400102		4105011;4105012;4105013;4105023;3000003	18;9;9;9;50000	0	1	[被动:连胜记录]若友方全是红色情绪，则友方全体防御力提升6%	[被動:連勝記錄]若友方全是紅色情緒，則友方全體防禦力提升6%	[Passive: Streak of Glory]: If all allies possess Red Pathos, increases the DEF of all allies by 6%.	[パッシブ:連勝記録]すべての味方がレッドエモーションである場合、味方全体の防御力＋6%	[패시브: 연승 기록]: 만약 아군 전체가 레드 이모션이면, 아군 전체의 방어력 6% 증가	[​พาส​ซี​ฟ​:​สถิติ​ชัยชนะ​]​ หาก​เพื่อน​ร่วม​ทีม​ทุกคน​มี​พา​โธส​สีแดง​ จะ​เพิ่ม​ DEF​ ให้​เพื่อน​ร่วม​ทีม​ทุกคน​ 6%​	移花	移花	Switcheroo	移花	플라워 블링크	บุปผาสะบัดเงา
