roleId	mainRoleStance	mainRoleDirection	mainKanbanStance	mainKanbanDirection	mainCatStance	mainCatDirection	heartStreamPosition	mainChangeCatStance	mainChangeCatDirection	startEnterCamPosition	startEnterCamRotation	startRoleStance	startRoleDirection	enterCamPosition	enterCamRotation	roleStance	roleDirection	halfRoleStance	catCamPosition	catCamRotation	catPosition	catRotation	cardRoleStance	cardRoleDirection	homePosition	CameraExclusiveWeapon	enlargeRoleCam	UpDownRole	aboutRole	camLockPosition	roleRotationLimit	catRotationLimit	BattleEndrole	scale	status
143008	-2.37;1.45;8.197	3.77;157.78;0	-2.05;0.87;10.71	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4;1.25;9.95	3.77;153;0	-3;1.48;8.4					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	143008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.1;0.25;-0.1	1	1
144001	-2.6;1.5;8.29	3.77;153;0	-2.05;0.87;10.71	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-4.1;1.14;10	0;162.91;0			-4.2;1.32;10.12	3.77;153;0	-4.2;1.32;10.12					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	144001_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.1;0.2;-0.1	1	1
144008	-2.6;1.48;8.29	3.77;153;0	-2.05;0.87;10.71	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.2;1.32;10.12	3.77;153;0	-2.9;1.59;8.29					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		7:2;3:1	0:-1;0:0	0.2;0.54				-0.1;0.2;-0.1	1	1
144002	-2.6;1.48;8.29	3.77;153;0	-2.05;0.87;10.71	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.2;1.32;10.12	3.77;153;0	-2.9;1.59;8.29					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	144002_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.1;0.2;-0.1	1	1
145008	-2.58;1.23;7.71	3.64;144.25;0	-2.05;0.87;10.71	-1;-175;0	-1.95;0.39;7.06	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;152;0			-4;1;10	-1.2;153;0	-2.5;1.1;7.8	-2.3;0.25;7.51	-1.7;155;-0.23			-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	145008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.21;0.32;0.37	1	1
146008	-1.9;1.76;7.8	13;165;0	-1.98;0.87;10.71	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-4.53;0.98;8.9	0;150;0			-3.82;1.32;9.51	3.77;153;0	-2.47;1.4;7.69					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	146008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54	-2.27;1.53;7.79			-0.1;0.2;-0.1	1	1
147008	-2.78;2.02;8.33	13;151.47;0	-1.98;0.87;10.71	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-3.28;1.19;9.65	0;168.1;0			-3.82;1.32;9.51	3.77;153;0	-2.65;1.53;8.04					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	147008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54	-2.27;1.53;7.79			-0.1;0.2;-0.1	1	1
148008	-2.75;1.24;7.74	-1.8;141;0	-2.05;0.87;10.71	-1;-175;0	-1.9;0.322;6.98	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-3.54;1.24;8.03	0;150;0			-3.2;1.4;8.6	3.77;153;0	-2.46;1.4;7.61	-2.055;0.2;7.104	-1.7;155;-0.23			-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	148008_lobby_equip	7:2;2.2:1.5	0:-1;0.2:0.2	0.2;0.54				-0.1;0.2;-0.1	1	1
149008	-1.88;1.64;6.69	3.77;143;0	-2.05;0.87;10.71	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-2.87;1.55;7.41	0;150;0			-2.1;1.6;7.1	3.77;153;0	-1.8;1.65;6.67	-2.055;0.1;7.104	-1.7;155;-0.23			-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	149008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.1;0.2;-0.1	1	1
14900850	-1.42;0.136;6.218	18.16;171.29;1.85	-1.42;0.136;6.218	18.16;178.04;1.85	-2.37;-0.12;7.28	3.28;-174;1.85		-2.37;-0.12;7.28	3.28;-165.98;1.85			-1.463;0.103;6.344	3.335;-174.33;1.76			-1.441;0.137;6.222	18.16;171.29;1.85	-1.43;0.135;6.199	-2.42;-0.16;7.157	-1.31;-170.74;0	-0.684;-0.284;0.867	0;34.63;0	-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		0.3:0.15;1:0.5	-0.018:-0.018;0.12:0.12	0.2;0.54		0;-40;0:0;50;0		-0.1;0.2;-0.1	1	1
150008	-2.8;1.33;7.48	7;136.8;0	-2.05;0.87;10.71	-1;-175;0	-2.044;0.5;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-4;0.9;8.5	0;150;0			-3.8;1.15;9.6	3.77;153;0	-2.2;1.27;7.37			0;0.15;0		-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	150008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.1;0.3;-0.2	1	1
151008	-2.44;1.73;7.71	10.35;150.5;0	-2.05;0.87;10.71	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-4.62;1.14;8.94	0;150;0			-3.3;1.27;8.87	3.77;153;0	-2.3;1.53;7.3					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	151008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.1;0.3;-0.2	1	1
15100850	-0.051;0.95;6.381	3.77;-111.5;0	-1.555;0.87;7.758	-1;-175;0	-0.727;0.8;7.896	3.77;153;0		-0.914;0.825;7.796	3.77;153;0			1.26;1.06;8.38	4;-118;0			0.68;0.87;7.25	0;-115.12;0	0.03;0.87;6.54	-0.793;0.703;7.875	0;154;0	1.5;0.5;0.15		-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		2:1.5;1:0.8	0:-0.1;0.2:0.2	0.2;0.54		0;-28;0:0;90;0		-0.1;0.3;-0.2	1	1
152008	-2.62;1.42;8.76	3.77;157.78;0	-2.05;0.87;10.71	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.15;9.6	3.77;153;0	-2.72;1.48;8.02					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	152008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.1;0.3;-0.2	1	1
15200850	-2.18;1.912;7.403	27.43;150.7;0	-1.262;1.656;6.828	31;-160.82;0	-2.223;0.994;7.551	3.77;153;0		-2.356;1.012;7.38	3.77;153;0			-3.7;2.6;8.2	29;153;0			-2.5;1.2;7.5	3.8;150;0	-2;1.2;6.9	-2.32;0.88;7.53	0;153;-0.2	0.04;0.64;0.34		-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		5:2;3:1.2	0:-1;0.2:0.2	0.2;0.54		0;-40;0:0;50;0		-0.1;0.3;-0.2	1	1
153008	-2.18;1.9;7.76	15.9;162.1;0	-2.05;0.87;10.71	-1;-175;0	-2.21;0.51;7.52	6.73;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.58;0.9;9.28	-1.2;153;0	-2.15;1.47;7.19	-2.3;0.25;7.51	-1.7;155;-0.23			-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	153008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.1;0.3;-0.2	1	1
154008	-3.137;1.631;7.512	2.989;132.3876;-2.24	-2.05;0.87;10.71	-1;-175;0	-1.95;0.39;7.06	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;152;0			-4;1;10	-1.2;153;0	-2.5;1.47;7.8	-2.3;0.25;7.51	-1.7;155;-0.23			-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	154008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.21;-0.01;0.37	1	1
155008	-3.137;1.631;7.512	2.989;132.3876;-2.24	-2.05;0.87;10.71	-1;-175;0	-1.95;0.39;7.06	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;152;0			-4;1;10	-1.2;153;0	-2.39;1.36;7.64					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	155008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.21;-0.01;0.37	1	1
15400850	-2.39;-0.23;7.8	-22.28;153.91;0	-2.35;0.23;8.18	-9.69;167.1;0	-2.37;0.1;7.21	-5.21;140.81;0		-2.27;0.12;7.14	-6.58;153;0			-3.11;0;8	-15.2;155.7;0			-2.43;-0.1;7.53	-21.16;153.7;0	-2.18;0.13;7.11	-2.3;0.18;7.51	-1.7;155;-0.23			-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		1.6:1;3:1.2	0:-0.15;0:0	0.2;0.54				-0.1;0.3;-0.2	1	1
156008	-2.56;1.33;7.68	6.59;145.27;0	-3.7;0.87;9.39	-1;156.95;0	-2.01;0.33;7.18	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.51;0.97;9.19	4.4;153;0	-2.51;1.24;7.73					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	156008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.1;0.3;-0.2	1	1
157008	-2.82;1.59;7.84	6.51;144.69;0	-3.7;0.87;9.39	-1;156.95;0	-2.01;0.33;7.18	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.88;1.24;9.73	4.4;153;0	-2.51;1.52;7.73					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	157008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.1;0.3;-0.2	1	1
15700850	-2.44;1.66;7.43	14.62;149.88;0	-3.14;0.87;8.51	-1;156.95;0	-1.59;1.49;5.96	8.05;150.2;0		-2.336;0.323;7.165	3.77;153;0			-3.29;1.21;7.69	0;150;0			-3.22;1.1;8.6	4.4;153;0	-2.51;1.52;7.73	-1.68;1.49;5.96	8.05;151.4;0	-0.204;1.158;-1.12		-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		1.6:1;2:1	0.33:-0.8;0.2:0.2	0.2;0.54	-3.22;1.1;8.6	0;-21;0:0;36;0		-0.1;0.3;-0.2	1	1
158008	-3.17;1.23;8.25	6.59;145.27;0	-3.7;0.87;9.39	-1;156.95;0	-2.01;0.33;7.18	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.06;1.24;9.73	4.4;153;0	-2.51;1.07;7.73					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	158008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.1;0.3;-0.2	1	1
159008	-3.1;1.6;7.43	9.26;130.35;0	-3.7;0.87;9.39	-1;156.95;0	-2.01;0.33;7.18	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-4.82;1.01;9.27	0;150;0			-3.88;1.24;9.73	4.4;153;0	-2.42;1.47;7.57					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	159008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.1;0.3;-0.2	1	1
160008	-3.1;1.6;7.43	9.26;130.35;0	-3.7;0.87;9.39	-1;156.95;0	-2.01;0.33;7.18	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.88;1.24;9.73	4.4;153;0	-2.42;1.47;7.57					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	160008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.1;0.3;-0.2	1	1
161008	-3.1;1.6;7.43	9.26;130.35;0	-3.7;0.87;9.39	-1;156.95;0	-2.01;0.33;7.18	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.88;1.24;9.73	4.4;153;0	-2.51;1.52;7.73					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	161008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.1;0.3;-0.2	1	1
162008	-2.4;1.49;7.75	11.29;152.5;0	-3.7;0.87;9.39	-1;156.95;0	-2.01;0.33;7.18	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.88;1.24;9.73	4.4;153;0	-2.35;1.22;7.44					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	162008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.1;0.3;-0.2	1	1
163008	-2.47;0.89;7.15	-18.77;138.4;0	-3.7;0.87;9.39	-1;156.95;0	-2.01;0.33;7.18	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.88;1.24;9.73	4.4;153;0	-2.51;1.52;7.73					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	163008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.1;0.3;-0.2	1	1
164008	-2.87;1.31;7.53	6.46;139.2;0	-2.05;0.87;10.71	-1;-175;0	-1.95;0.39;7.06	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-4.58;1;9.29	0;152;0			-4;1;10	-1.2;153;0	-2.31;1.12;7.45					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	164008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.27;0.35;0.37	1	1
165008	-2.96;1.79;8.01	13.54;143.71;0	-2.05;0.87;10.71	-1;-175;0	-1.95;0.39;7.06	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5.17;1.16;9.99	0;152;0			-4;1;10	-1.2;153;0	-2.56;1.3;7.84					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	165008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				0;0.1;0	1	1
166008	-3.61;2.13;9.01	11.06;146.4;0	-2.6;1.33;10.09	-1;-183;0	-1.95;0.3;7.06	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5.2;1.3;9.67	0;150;0			-4;1.4;9.5	-1.2;153;0	-2.56;1.65;7.84					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	166008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.13;0.06;-0.67	1	1
167008	-3.26;0.81;8.56	3.2;146.4;0	-2.6;0.67;10.09	-1;-183;0	-1.95;0.3;7.06	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-3.28;0.7;7.8	0;150;0			-2.88;0.8;8.25	-1.2;153;0	-2.54;0.7;7.72					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	167008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.13;0.7;0.31	1	1
170008	-3.5;1;9	3.2;146.4;0	-2.6;0.67;10.09	-1;-183;0	-2.2;0.4;7.53	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5.2;1;9.5	0;150;0			-3.8;2.2;9.65	17;153;0	-2.5;1.6;7.8	-2.355;0.205;7.53				-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	170008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.2;0.65;-0.22	1	1
171008	-4.2;1.2;9.9	2;146.4;0	-2.6;0.67;10.09	-1;-183;0	-2.2;0.4;7.53	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5.2;1;9.5	0;150;0			-3.8;2.2;9.65	17;153;0	-2.5;1.9;7.8	-2.355;0.205;7.53				-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	171008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.4;0.42;-0.7	1	1
172008	-4.2;1.2;9.9	2;146.4;0	-2.6;0.67;10.09	-1;-183;0	-1.9;0.3;6.99	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5.2;1;9.5	0;150;0			-3.8;2.4;9.65	17;153;0	-2.5;2.1;7.8	-1.95;0.18;6.91				-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	166008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.49;0.07;-0.7	1	1
173008	-2.59;1.47;7.89	2.67;146.4;0.28	-2.39;0.85;9.89	-1;-183;0	-2.22;0.34;7.58	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5.2;1;9.5	0;150;0			-3.8;2.4;9.65	17;153;0	-2.5;2.1;7.8	-2.39;0.26;7.6				-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	173008_lobby_equip	7:2;3:1.2	0:-1;0:0	0.2;0.54				-0.49;0.07;-0.7	1	1
169008	-3.61;1.6;9.01	11.06;146.4;0	-2.6;1;10.09	-1;-183;0	-1.95;0.3;7.06	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5.2;1;9.67	0;150;0			-3.7;1;9.5	-1.2;153;0	-2.79;1;8.08	-2.2;0.26;7.3				-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	169008_lobby_equip	7:2;3:1.2	0:-1;0.2:0.2	0.2;0.54				-0.13;0.44;-0.67	1	1
801008	-2.77;1.43;8.57	3.77;153;0	-1.88;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0	-1.262;0.352;5.936	-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.99;1.25;9.86	3.77;153;0	-3.18;1.4;8.72	-2.41;0.18;7.6				-0.11;-1.05;2.081	0;-178.9;0	0,0,0;0,0,0;1	801008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.2;0.4;-0.8	1	1
802008	-2.51;1.5;8.1	3.77;153;0	-1.88;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0	-1.39;0.259;5.986	-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.04;1.25;9.97	3.77;153;0	-2.77;1.5;8.1	-2.4;0.18;7.6				-0.11;-1.05;2.081	0;-178.9;0	0,0,0;0,0,0;1	802008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.35;0.2;0	1	1
803008	-2.8;1.2;8.65	3.77;153;0	-1.82;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0	-1.334;0.268;5.954	-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.7;1.23;8.1	-2.35;0.18;7.5				-0.11;-1.05;2.081	0;-178.9;0	0,0,0;0,0,0;1	803008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.2;0.4;0	1	1
803001	-2.8;1.2;8.65	3.77;153;0	-1.82;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0	-1.334;0.268;5.954	-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.7;1.23;8.1	-2.35;0.18;7.5				-0.11;-1.05;2.081	0;-178.9;0	0,0,0;0,0,0;1	803008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.2;0.4;0	1	1
804008	-2.56;1.28;8.2	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;0.95;9.5	0;150;0			-3.82;1.12;9.61	3.77;153;0	-2.65;1.28;7.9					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	804008_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				-0.1;0.5;-0.1	1	1
805008	-2.56;1.28;8.2	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;0.95;9.5	0;150;0			-3.77;1.12;9.61	3.77;153;0	-2.59;1.28;7.9					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1	805008_lobby_equip	7:2;3:1	0:-1;0:0	0.2;0.54				-0.1;0.5;-0.1	1	1
806008	-2.56;1.28;8.2	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;0.95;9.5	0;150;0			-3.82;1.12;9.61	3.77;153;0	-2.65;1.28;7.9					-0.36;-1.33;2.76	4.2;170;0	0,0,0;0,0,0;1		7:2;3:1	0:-1;0:0	0.2;0.54				-0.1;0.5;-0.1	1	1
904001	-2.62;1.5;7.94	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4;1.297;10.07	3.77;153;0	-2.62;1.5;7.94					0;154.7;0	-2.84;1.48;7.68		904001_lobby_equip	7:2;3:1	-0.2:-1.2;0.2:0.2	0.2;0.54				0;0.15;0	1	1
904002	-2.62;1.5;7.94	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.62;1.5;7.94					0;154.7;0	-2.84;1.48;7.68		904002_lobby_equip	7:2;3:1	0.5:-0.75;0.2:0.2	0.2;0.54				0;0.2;0	1	1
904005	-3.3;1.69;8.87	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.26;1.3;10.3	3.77;153;0	-3.3;1.69;8.87					0;154.7;0	-2.84;1.48;7.68		904005_lobby_equip	7:2;3:1	0:-1.2;0.2:0.2	0.2;0.54				0;-0.1;0	1	1
904006	-2.83;1.4;8.29	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.83;1.4;8.29					0;154.7;0	-2.84;1.48;7.68		904006_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				0;0.2;0	1	1
904007	-2.62;1.69;7.782	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.62;1.69;7.782					0;154.7;0	-2.84;1.48;7.68			7:2;3:1	0:-1;0.2:0.2	0.2;0.54				0;0.2;0	1	1
904009	-2.9;1.69;8.29	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.9;1.69;8.29					0;154.7;0	-2.84;1.48;7.68		904009_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				0;0.15;0	1	1
904010	-2.9;1.8;8.29	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.26;1.35;10.3	3.77;153;0	-2.9;1.8;8.29					0;154.7;0	-2.84;1.48;7.68		904010_lobby_equip	7:2;3:1	0.5:-1;0.2:0.2	0.2;0.54				0;-0.1;-0.3	1	1
904014	-2.62;1.06;7.782	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-2.77;1.08;8.13					0;154.7;0	-2.84;1.48;7.68		904014_lobby_equip	7:2;3:1	0:-1;0.2:0.2	0.2;0.54				0;0.6;0	1	1
904015	-3.57;1.39;9.32	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-3.57;1.39;9.32					0;154.7;0	-2.84;1.48;7.68		904015_lobby_equip	7:3;3:1	0.75:-0.5;0.2:0.2	0.2;0.54				0;0.4;-1.5	0.1	1
904020	-3.08;1.9;8.68	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.2;1.39;10.3	3.77;153;0	-3.08;1.9;8.68					0;154.7;0	-2.84;1.48;7.68		904020_lobby_equip	7:3;3:1	-0.2:-1.25;0.2:0.2	0.2;0.54				-0.2;0;-1.2	1	1
904022	-3.32;1.69;8.85	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-4.26;1.48;10.3	3.77;153;0	-3.32;1.69;8.85					0;154.7;0	-2.84;1.48;7.68		904022_lobby_equip	7:2;3:1	0.5:-1;0.2:0.2	0.2;0.54				0;0;-1.5	0.6	1
904025	-3.42;1.69;9.19	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-3.42;1.43;9.19					0;154.7;0	-2.84;1.48;7.68		904025_lobby_equip	7:3;3:1	0.5:-0.5;0.2:0.2	0.2;0.54				0;0.3;-1	0.6	1
904026	-3.26;1.41;8.88	3.77;153;0	-2.05;0.87;10.48	-1;-175;0	-2.044;0.322;7.23	3.77;153;0		-2.336;0.323;7.165	3.77;153;0			-5;1.1;9.5	0;150;0			-3.8;1.12;9.61	3.77;153;0	-3.26;1.41;8.88					0;154.7;0	-2.84;1.48;7.68		904026_lobby_equip	7:3;3:1	1.2:0;0.2:0.2	0.2;0.54				-0.1;0.3;-1	0.6	1
