ID	skinID	levelID	upProperty	upqualityItem	upqualityItemNum	status
80500802006	80500802	6	101@18.7	4104041;3000003	20;1520	1
80500802007	80500802	7	201@10.7	4104041;3000003	20;1600	1
80500802008	80500802	8	301@73.5	4104041;3000003	20;1680	1
80500802009	80500802	9	1303@0.037	4104041;3000003	20;1760	1
80500802010	80500802	10	101@18.7	4104041;3000003	20;1840	1
80500802011	80500802	11	201@10.7	4104041;3000003	40;1920	1
80500802012	80500802	12	301@73.5	4104041;3000003	40;2000	1
80500802013	80500802	13	1602@0.017	4104041;3000003	40;2080	1
80500802014	80500802	14	101@18.7	4104041;3000003	40;2160	1
80500802015	80500802	15	201@10.7	4104041;3000003	40;2240	1
80500802016	80500802	16	301@73.5	4104041;3000003	40;2320	1
80500802017	80500802	17	2102@0.017	4104041;3000003	40;2400	1
80500802018	80500802	18	101@18.7	4104041;3000003	40;2480	1
80500802019	80500802	19	201@10.7	4104041;3000003	40;2560	1
80500802020	80500802	20	301@73.5	4104041;3000003	40;2640	1
80500802021	80500802	21	903@0.033	4104041;4104042;3000003	55;55;2720	1
80500802022	80500802	22	101@18.7	4104041;4104042;3000003	55;55;2800	1
80500802023	80500802	23	201@10.7	4104041;4104042;3000003	55;55;2880	1
80500802024	80500802	24	301@73.5	4104041;4104042;3000003	55;55;2960	1
80500802025	80500802	25	1303@0.037	4104041;4104042;3000003	55;55;3040	1
80500802026	80500802	26	101@18.7	4104041;4104042;3000003	55;55;3120	1
80500802027	80500802	27	201@10.7	4104041;4104042;3000003	55;55;3200	1
80500802028	80500802	28	301@73.5	4104041;4104042;3000003	55;55;3280	1
80500802029	80500802	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1
80500802030	80500802	30	101@18.7	4104041;4104042;3000003	55;55;3440	1
80500802031	80500802	31	201@10.7	4104041;4104042;3000003	70;70;3520	1
80500802032	80500802	32	301@73.5	4104041;4104042;3000003	70;70;3600	1
80500802033	80500802	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1
80500802034	80500802	34	101@18.7	4104041;4104042;3000003	70;70;3760	1
80500802035	80500802	35	201@10.7	4104041;4104042;3000003	70;70;3840	1
80500802036	80500802	36	301@73.5	4104041;4104042;3000003	70;70;3920	1
80500802037	80500802	37	903@0.033	4104041;4104042;3000003	70;70;4000	1
80500802038	80500802	38	101@18.7	4104041;4104042;3000003	70;70;4080	1
80500802039	80500802	39	201@10.7	4104041;4104042;3000003	70;70;4160	1
80500802040	80500802	40	301@73.5	4104041;4104042;3000003	70;70;4240	1
80500802041	80500802	41	1303@0.037	4104041;4104042;4104043;3000003	70;70;70;4320	1
80500802042	80500802	42	101@18.7	4104041;4104042;4104043;3000003	70;70;70;4400	1
80500802043	80500802	43	201@10.7	4104041;4104042;4104043;3000003	70;70;70;4480	1
80500802044	80500802	44	301@73.5	4104041;4104042;4104043;3000003	70;70;70;4560	1
80500802045	80500802	45	1602@0.017	4104041;4104042;4104043;3000003	70;70;70;4640	1
80500802046	80500802	46	101@18.7	4104041;4104042;4104043;3000003	70;70;70;4720	1
80500802047	80500802	47	201@10.7	4104041;4104042;4104043;3000003	70;70;70;4800	1
80500802048	80500802	48	301@73.5	4104041;4104042;4104043;3000003	70;70;70;4880	1
80500802049	80500802	49	2102@0.017	4104041;4104042;4104043;3000003	70;70;70;4960	1
80500802050	80500802	50	101@18.7	4104041;4104042;4104043;3000003	70;70;70;5040	1
80500802051	80500802	51	201@10.7	4104041;4104042;4104043;3000003	90;90;90;5120	1
80500802052	80500802	52	301@73.5	4104041;4104042;4104043;3000003	90;90;90;5200	1
80500802053	80500802	53	903@0.033	4104041;4104042;4104043;3000003	90;90;90;5280	1
80500802054	80500802	54	101@18.7	4104041;4104042;4104043;3000003	90;90;90;5360	1
80500802055	80500802	55	201@10.7	4104041;4104042;4104043;3000003	90;90;90;5440	1
80500802056	80500802	56	301@73.5	4104041;4104042;4104043;3000003	90;90;90;5520	1
80500802057	80500802	57	1303@0.037	4104041;4104042;4104043;3000003	90;90;90;5600	1
80500802058	80500802	58	101@18.7	4104041;4104042;4104043;3000003	90;90;90;5680	1
80500802059	80500802	59	201@10.7	4104041;4104042;4104043;3000003	90;90;90;5760	1
80500802060	80500802	60	301@73.5	4104041;4104042;4104043;3000003	90;90;90;5840	1
80600802001	80600802	1	101@81;201@31;301@203;603@0.025;1203@0.012;1602@0.017;2102@0.017			1
80600802002	80600802	2	101@17.1	4104041;3000003	20;1200	1
80600802003	80600802	3	201@6.5	4104041;3000003	20;1280	1
80600802004	80600802	4	301@42.7	4104041;3000003	20;1360	1
80600802005	80600802	5	603@0.025	4104041;3000003	20;1440	1
80600802006	80600802	6	101@17.1	4104041;3000003	20;1520	1
80600802007	80600802	7	201@6.5	4104041;3000003	20;1600	1
80600802008	80600802	8	301@42.7	4104041;3000003	20;1680	1
80600802009	80600802	9	1203@0.012	4104041;3000003	20;1760	1
80600802010	80600802	10	101@17.1	4104041;3000003	20;1840	1
80600802011	80600802	11	201@6.5	4104041;3000003	40;1920	1
80600802012	80600802	12	301@42.7	4104041;3000003	40;2000	1
80600802013	80600802	13	1602@0.017	4104041;3000003	40;2080	1
80600802014	80600802	14	101@17.1	4104041;3000003	40;2160	1
80600802015	80600802	15	201@6.5	4104041;3000003	40;2240	1
80600802016	80600802	16	301@42.7	4104041;3000003	40;2320	1
80600802017	80600802	17	2102@0.017	4104041;3000003	40;2400	1
80600802018	80600802	18	101@17.1	4104041;3000003	40;2480	1
80600802019	80600802	19	201@6.5	4104041;3000003	40;2560	1
80600802020	80600802	20	301@42.7	4104041;3000003	40;2640	1
80600802021	80600802	21	603@0.025	4104041;4104042;3000003	55;55;2720	1
80600802022	80600802	22	101@17.1	4104041;4104042;3000003	55;55;2800	1
80600802023	80600802	23	201@6.5	4104041;4104042;3000003	55;55;2880	1
80600802024	80600802	24	301@42.7	4104041;4104042;3000003	55;55;2960	1
80600802025	80600802	25	1203@0.012	4104041;4104042;3000003	55;55;3040	1
80600802026	80600802	26	101@17.1	4104041;4104042;3000003	55;55;3120	1
80600802027	80600802	27	201@6.5	4104041;4104042;3000003	55;55;3200	1
80600802028	80600802	28	301@42.7	4104041;4104042;3000003	55;55;3280	1
80600802029	80600802	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1
80600802030	80600802	30	101@17.1	4104041;4104042;3000003	55;55;3440	1
80600802031	80600802	31	201@6.5	4104041;4104042;3000003	70;70;3520	1
80600802032	80600802	32	301@42.7	4104041;4104042;3000003	70;70;3600	1
80600802033	80600802	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1
80600802034	80600802	34	101@17.1	4104041;4104042;3000003	70;70;3760	1
80600802035	80600802	35	201@6.5	4104041;4104042;3000003	70;70;3840	1
80600802036	80600802	36	301@42.7	4104041;4104042;3000003	70;70;3920	1
80600802037	80600802	37	603@0.025	4104041;4104042;3000003	70;70;4000	1
80600802038	80600802	38	101@17.1	4104041;4104042;3000003	70;70;4080	1
80600802039	80600802	39	201@6.5	4104041;4104042;3000003	70;70;4160	1
80600802040	80600802	40	301@42.7	4104041;4104042;3000003	70;70;4240	1
80600802041	80600802	41	1203@0.012	4104041;4104042;4104043;3000003	70;70;70;4320	1
80600802042	80600802	42	101@17.1	4104041;4104042;4104043;3000003	70;70;70;4400	1
80600802043	80600802	43	201@6.5	4104041;4104042;4104043;3000003	70;70;70;4480	1
80600802044	80600802	44	301@42.7	4104041;4104042;4104043;3000003	70;70;70;4560	1
80600802045	80600802	45	1602@0.017	4104041;4104042;4104043;3000003	70;70;70;4640	1
80600802046	80600802	46	101@17.1	4104041;4104042;4104043;3000003	70;70;70;4720	1
80600802047	80600802	47	201@6.5	4104041;4104042;4104043;3000003	70;70;70;4800	1
80600802048	80600802	48	301@42.7	4104041;4104042;4104043;3000003	70;70;70;4880	1
80600802049	80600802	49	2102@0.017	4104041;4104042;4104043;3000003	70;70;70;4960	1
80600802050	80600802	50	101@17.1	4104041;4104042;4104043;3000003	70;70;70;5040	1
80600802051	80600802	51	201@6.5	4104041;4104042;4104043;3000003	90;90;90;5120	1
80600802052	80600802	52	301@42.7	4104041;4104042;4104043;3000003	90;90;90;5200	1
80600802053	80600802	53	603@0.025	4104041;4104042;4104043;3000003	90;90;90;5280	1
80600802054	80600802	54	101@17.1	4104041;4104042;4104043;3000003	90;90;90;5360	1
80600802055	80600802	55	201@6.5	4104041;4104042;4104043;3000003	90;90;90;5440	1
80600802056	80600802	56	301@42.7	4104041;4104042;4104043;3000003	90;90;90;5520	1
80600802057	80600802	57	1203@0.012	4104041;4104042;4104043;3000003	90;90;90;5600	1
80600802058	80600802	58	101@17.1	4104041;4104042;4104043;3000003	90;90;90;5680	1
80600802059	80600802	59	201@6.5	4104041;4104042;4104043;3000003	90;90;90;5760	1
80600802060	80600802	60	301@42.7	4104041;4104042;4104043;3000003	90;90;90;5840	1
12000801001	12000801	1	101@40;201@22;301@155;401@0.01;903@0.033;1602@0.011;2102@0.011			1
12000801002	12000801	2	101@15	4104041;3000003	15;900	1
12000801003	12000801	3	201@8.3	4104041;3000003	15;960	1
12000801004	12000801	4	301@58.1	4104041;3000003	15;1020	1
12000801005	12000801	5	903@0.033	4104041;3000003	15;1080	1
12000801006	12000801	6	101@15	4104041;3000003	15;1140	1
12000801007	12000801	7	201@8.3	4104041;3000003	15;1200	1
12000801008	12000801	8	301@58.1	4104041;3000003	15;1260	1
12000801009	12000801	9	401@0.01	4104041;3000003	15;1320	1
12000801010	12000801	10	101@15	4104041;3000003	15;1380	1
12000801011	12000801	11	201@8.3	4104041;3000003	30;1440	1
12000801012	12000801	12	301@58.1	4104041;3000003	30;1500	1
12000801013	12000801	13	1602@0.011	4104041;3000003	30;1560	1
12000801014	12000801	14	101@15	4104041;3000003	30;1620	1
12000801015	12000801	15	201@8.3	4104041;3000003	30;1680	1
12000801016	12000801	16	301@58.1	4104041;3000003	30;1740	1
12000801017	12000801	17	2102@0.011	4104041;3000003	30;1800	1
12000801018	12000801	18	101@15	4104041;3000003	30;1860	1
12000801019	12000801	19	201@8.3	4104041;3000003	30;1920	1
12000801020	12000801	20	301@58.1	4104041;3000003	30;1980	1
12000801021	12000801	21	903@0.033	4104041;4104042;3000003	40;40;2040	1
12000801022	12000801	22	101@15	4104041;4104042;3000003	40;40;2100	1
12000801023	12000801	23	201@8.3	4104041;4104042;3000003	40;40;2160	1
12000801024	12000801	24	301@58.1	4104041;4104042;3000003	40;40;2220	1
12000801025	12000801	25	401@0.01	4104041;4104042;3000003	40;40;2280	1
12000801026	12000801	26	101@15	4104041;4104042;3000003	40;40;2340	1
12000801027	12000801	27	201@8.3	4104041;4104042;3000003	40;40;2400	1
12000801028	12000801	28	301@58.1	4104041;4104042;3000003	40;40;2460	1
12000801029	12000801	29	1602@0.011	4104041;4104042;3000003	40;40;2520	1
12000801030	12000801	30	101@15	4104041;4104042;3000003	40;40;2580	1
12000801031	12000801	31	201@8.3	4104041;4104042;3000003	50;50;2640	1
12000801032	12000801	32	301@58.1	4104041;4104042;3000003	50;50;2700	1
12000801033	12000801	33	2102@0.011	4104041;4104042;3000003	50;50;2760	1
12000801034	12000801	34	101@15	4104041;4104042;3000003	50;50;2820	1
12000801035	12000801	35	201@8.3	4104041;4104042;3000003	50;50;2880	1
12000801036	12000801	36	301@58.1	4104041;4104042;3000003	50;50;2940	1
12000801037	12000801	37	903@0.033	4104041;4104042;3000003	50;50;3000	1
12000801038	12000801	38	101@15	4104041;4104042;3000003	50;50;3060	1
12000801039	12000801	39	201@8.3	4104041;4104042;3000003	50;50;3120	1
12000801040	12000801	40	301@58.1	4104041;4104042;3000003	50;50;3180	1
12000801041	12000801	41	401@0.01	4104041;4104042;3000003	50;50;50;3240	1
12000801042	12000801	42	101@15	4104041;4104042;4104043;3000003	50;50;50;3300	1
12000801043	12000801	43	201@8.3	4104041;4104042;4104043;3000003	50;50;50;3360	1
12000801044	12000801	44	301@58.1	4104041;4104042;4104043;3000003	50;50;50;3420	1
12000801045	12000801	45	1602@0.011	4104041;4104042;4104043;3000003	50;50;50;3480	1
12000801046	12000801	46	101@15	4104041;4104042;4104043;3000003	50;50;50;3540	1
12000801047	12000801	47	201@8.3	4104041;4104042;4104043;3000003	50;50;50;3600	1
12000801048	12000801	48	301@58.1	4104041;4104042;4104043;3000003	50;50;50;3660	1
12000801049	12000801	49	2102@0.011	4104041;4104042;4104043;3000003	50;50;50;3720	1
12000801050	12000801	50	101@15	4104041;4104042;4104043;3000003	50;50;50;3780	1
12000801051	12000801	51	201@8.3	4104041;4104042;4104043;3000003	70;70;70;3840	1
12000801052	12000801	52	301@58.1	4104041;4104042;4104043;3000003	70;70;70;3900	1
12000801053	12000801	53	903@0.033	4104041;4104042;4104043;3000003	70;70;70;3960	1
12000801054	12000801	54	101@15	4104041;4104042;4104043;3000003	70;70;70;4020	1
12000801055	12000801	55	201@8.3	4104041;4104042;4104043;3000003	70;70;70;4080	1
12000801056	12000801	56	301@58.1	4104041;4104042;4104043;3000003	70;70;70;4140	1
12000801057	12000801	57	401@0.01	4104041;4104042;4104043;3000003	70;70;70;4200	1
12000801058	12000801	58	101@15	4104041;4104042;4104043;3000003	70;70;70;4260	1
12000801059	12000801	59	201@8.3	4104041;4104042;4104043;3000003	70;70;70;4320	1
12000801060	12000801	60	301@58.1	4104041;4104042;4104043;3000003	70;70;70;4380	1
12000899001	12000899	1	101@93;201@51;301@367;903@0.05;1303@0.025;1602@0.017;2102@0.017			1
12000899002	12000899	2	101@19.6	4104041;3000003	20;1200	1
12000899003	12000899	3	201@10.7	4104041;3000003	20;1280	1
12000899004	12000899	4	301@77.3	4104041;3000003	20;1360	1
12000899005	12000899	5	1303@0.025	4104041;3000003	20;1440	1
12000899006	12000899	6	101@19.6	4104041;3000003	20;1520	1
12000899007	12000899	7	201@10.7	4104041;3000003	20;1600	1
12000899008	12000899	8	301@77.3	4104041;3000003	20;1680	1
12000899009	12000899	9	903@0.05	4104041;3000003	20;1760	1
12000899010	12000899	10	101@19.6	4104041;3000003	20;1840	1
12000899011	12000899	11	201@10.7	4104041;3000003	40;1920	1
12000899012	12000899	12	301@77.3	4104041;3000003	40;2000	1
12000899013	12000899	13	1602@0.017	4104041;3000003	40;2080	1
12000899014	12000899	14	101@19.6	4104041;3000003	40;2160	1
12000899015	12000899	15	201@10.7	4104041;3000003	40;2240	1
12000899016	12000899	16	301@77.3	4104041;3000003	40;2320	1
12000899017	12000899	17	2102@0.017	4104041;3000003	40;2400	1
12000899018	12000899	18	101@19.6	4104041;3000003	40;2480	1
12000899019	12000899	19	201@10.7	4104041;3000003	40;2560	1
12000899020	12000899	20	301@77.3	4104041;3000003	40;2640	1
12000899021	12000899	21	1303@0.025	4104041;4104042;3000003	55;55;2720	1
12000899022	12000899	22	101@19.6	4104041;4104042;3000003	55;55;2800	1
12000899023	12000899	23	201@10.7	4104041;4104042;3000003	55;55;2880	1
12000899024	12000899	24	301@77.3	4104041;4104042;3000003	55;55;2960	1
12000899025	12000899	25	903@0.05	4104041;4104042;3000003	55;55;3040	1
12000899026	12000899	26	101@19.6	4104041;4104042;3000003	55;55;3120	1
12000899027	12000899	27	201@10.7	4104041;4104042;3000003	55;55;3200	1
12000899028	12000899	28	301@77.3	4104041;4104042;3000003	55;55;3280	1
12000899029	12000899	29	1602@0.017	4104041;4104042;3000003	55;55;3360	1
12000899030	12000899	30	101@19.6	4104041;4104042;3000003	55;55;3440	1
12000899031	12000899	31	201@10.7	4104041;4104042;3000003	70;70;3520	1
12000899032	12000899	32	301@77.3	4104041;4104042;3000003	70;70;3600	1
12000899033	12000899	33	2102@0.017	4104041;4104042;3000003	70;70;3680	1
12000899034	12000899	34	101@19.6	4104041;4104042;3000003	70;70;3760	1
12000899035	12000899	35	201@10.7	4104041;4104042;3000003	70;70;3840	1
12000899036	12000899	36	301@77.3	4104041;4104042;3000003	70;70;3920	1
12000899037	12000899	37	1303@0.025	4104041;4104042;3000003	70;70;4000	1
12000899038	12000899	38	101@19.6	4104041;4104042;3000003	70;70;4080	1
12000899039	12000899	39	201@10.7	4104041;4104042;3000003	70;70;4160	1
12000899040	12000899	40	301@77.3	4104041;4104042;3000003	70;70;4240	1
12000899041	12000899	41	903@0.05	4104041;4104042;4104043;3000003	70;70;70;4320	1
12000899042	12000899	42	101@19.6	4104041;4104042;4104043;3000003	70;70;70;4400	1
12000899043	12000899	43	201@10.7	4104041;4104042;4104043;3000003	70;70;70;4480	1
12000899044	12000899	44	301@77.3	4104041;4104042;4104043;3000003	70;70;70;4560	1
12000899045	12000899	45	1602@0.017	4104041;4104042;4104043;3000003	70;70;70;4640	1
12000899046	12000899	46	101@19.6	4104041;4104042;4104043;3000003	70;70;70;4720	1
12000899047	12000899	47	201@10.7	4104041;4104042;4104043;3000003	70;70;70;4800	1
12000899048	12000899	48	301@77.3	4104041;4104042;4104043;3000003	70;70;70;4880	1
12000899049	12000899	49	2102@0.017	4104041;4104042;4104043;3000003	70;70;70;4960	1
12000899050	12000899	50	101@19.6	4104041;4104042;4104043;3000003	70;70;70;5040	1
12000899051	12000899	51	201@10.7	4104041;4104042;4104043;3000003	90;90;90;5120	1
12000899052	12000899	52	301@77.3	4104041;4104042;4104043;3000003	90;90;90;5200	1
12000899053	12000899	53	1303@0.025	4104041;4104042;4104043;3000003	90;90;90;5280	1
12000899054	12000899	54	101@19.6	4104041;4104042;4104043;3000003	90;90;90;5360	1
12000899055	12000899	55	201@10.7	4104041;4104042;4104043;3000003	90;90;90;5440	1
12000899056	12000899	56	301@77.3	4104041;4104042;4104043;3000003	90;90;90;5520	1
12000899057	12000899	57	903@0.05	4104041;4104042;4104043;3000003	90;90;90;5600	1
12000899058	12000899	58	101@19.6	4104041;4104042;4104043;3000003	90;90;90;5680	1
12000899059	12000899	59	201@10.7	4104041;4104042;4104043;3000003	90;90;90;5760	1
12000899060	12000899	60	301@77.3	4104041;4104042;4104043;3000003	90;90;90;5840	1
10302103001	10302103	1	101@99;201@44;301@327;401@0.01;1601@0.015;1602@0.011;2102@0.011			1
10302103002	10302103	2	101@20.8	4104041;3000003	20;1200	1
10302103003	10302103	3	201@9.3	4104041;3000003	20;1280	1
10302103004	10302103	4	301@68.8	4104041;3000003	20;1360	1
10302103005	10302103	5	1601@0.015	4104041;3000003	20;1440	1
10302103006	10302103	6	101@20.8	4104041;3000003	20;1520	1
10302103007	10302103	7	201@9.3	4104041;3000003	20;1600	1
10302103008	10302103	8	301@68.8	4104041;3000003	20;1680	1
10302103009	10302103	9	401@0.01	4104041;3000003	20;1760	1
10302103010	10302103	10	101@20.8	4104041;3000003	20;1840	1
10302103011	10302103	11	201@9.3	4104041;3000003	40;1920	1
10302103012	10302103	12	301@68.8	4104041;3000003	40;2000	1
10302103013	10302103	13	1602@0.011	4104041;3000003	40;2080	1
10302103014	10302103	14	101@20.8	4104041;3000003	40;2160	1
10302103015	10302103	15	201@9.3	4104041;3000003	40;2240	1
10302103016	10302103	16	301@68.8	4104041;3000003	40;2320	1
10302103017	10302103	17	2102@0.011	4104041;3000003	40;2400	1
10302103018	10302103	18	101@20.8	4104041;3000003	40;2480	1
10302103019	10302103	19	201@9.3	4104041;3000003	40;2560	1
10302103020	10302103	20	301@68.8	4104041;3000003	40;2640	1
10302103021	10302103	21	1601@0.015	4104041;4104042;3000003	55;55;2720	1
10302103022	10302103	22	101@20.8	4104041;4104042;3000003	55;55;2800	1
10302103023	10302103	23	201@9.3	4104041;4104042;3000003	55;55;2880	1
10302103024	10302103	24	301@68.8	4104041;4104042;3000003	55;55;2960	1
10302103025	10302103	25	401@0.01	4104041;4104042;3000003	55;55;3040	1
10302103026	10302103	26	101@20.8	4104041;4104042;3000003	55;55;3120	1
10302103027	10302103	27	201@9.3	4104041;4104042;3000003	55;55;3200	1
10302103028	10302103	28	301@68.8	4104041;4104042;3000003	55;55;3280	1
10302103029	10302103	29	1602@0.011	4104041;4104042;3000003	55;55;3360	1
10302103030	10302103	30	101@20.8	4104041;4104042;3000003	55;55;3440	1
10302103031	10302103	31	201@9.3	4104041;4104042;3000003	70;70;3520	1
10302103032	10302103	32	301@68.8	4104041;4104042;3000003	70;70;3600	1
10302103033	10302103	33	2102@0.011	4104041;4104042;3000003	70;70;3680	1
10302103034	10302103	34	101@20.8	4104041;4104042;3000003	70;70;3760	1
10302103035	10302103	35	201@9.3	4104041;4104042;3000003	70;70;3840	1
10302103036	10302103	36	301@68.8	4104041;4104042;3000003	70;70;3920	1
10302103037	10302103	37	1601@0.015	4104041;4104042;3000003	70;70;4000	1
10302103038	10302103	38	101@20.8	4104041;4104042;3000003	70;70;4080	1
10302103039	10302103	39	201@9.3	4104041;4104042;3000003	70;70;4160	1
10302103040	10302103	40	301@68.8	4104041;4104042;3000003	70;70;4240	1
10302103041	10302103	41	401@0.01	4104041;4104042;4104043;3000003	70;70;70;4320	1
10302103042	10302103	42	101@20.8	4104041;4104042;4104043;3000003	70;70;70;4400	1
10302103043	10302103	43	201@9.3	4104041;4104042;4104043;3000003	70;70;70;4480	1
10302103044	10302103	44	301@68.8	4104041;4104042;4104043;3000003	70;70;70;4560	1
10302103045	10302103	45	1602@0.011	4104041;4104042;4104043;3000003	70;70;70;4640	1
10302103046	10302103	46	101@20.8	4104041;4104042;4104043;3000003	70;70;70;4720	1
10302103047	10302103	47	201@9.3	4104041;4104042;4104043;3000003	70;70;70;4800	1
10302103048	10302103	48	301@68.8	4104041;4104042;4104043;3000003	70;70;70;4880	1
10302103049	10302103	49	2102@0.011	4104041;4104042;4104043;3000003	70;70;70;4960	1
10302103050	10302103	50	101@20.8	4104041;4104042;4104043;3000003	70;70;70;5040	1
10302103051	10302103	51	201@9.3	4104041;4104042;4104043;3000003	90;90;90;5120	1
10302103052	10302103	52	301@68.8	4104041;4104042;4104043;3000003	90;90;90;5200	1
10302103053	10302103	53	1601@0.015	4104041;4104042;4104043;3000003	90;90;90;5280	1
10302103054	10302103	54	101@20.8	4104041;4104042;4104043;3000003	90;90;90;5360	1
10302103055	10302103	55	201@9.3	4104041;4104042;4104043;3000003	90;90;90;5440	1
10302103056	10302103	56	301@68.8	4104041;4104042;4104043;3000003	90;90;90;5520	1
10302103057	10302103	57	401@0.01	4104041;4104042;4104043;3000003	90;90;90;5600	1
10302103058	10302103	58	101@20.8	4104041;4104042;4104043;3000003	90;90;90;5680	1
10302103059	10302103	59	201@9.3	4104041;4104042;4104043;3000003	90;90;90;5760	1
10302103060	10302103	60	301@68.8	4104041;4104042;4104043;3000003	90;90;90;5840	1
11900801001	11900801	1	101@46;201@18;301@108;401@0.01;703@0.033;1602@0.011;2102@0.011			1
11900801002	11900801	2	101@17.3	4104041;3000003	15;900	1
11900801003	11900801	3	201@6.8	4104041;3000003	15;960	1
11900801004	11900801	4	301@40.5	4104041;3000003	15;1020	1
11900801005	11900801	5	703@0.033	4104041;3000003	15;1080	1
11900801006	11900801	6	101@17.3	4104041;3000003	15;1140	1
11900801007	11900801	7	201@6.8	4104041;3000003	15;1200	1
11900801008	11900801	8	301@40.5	4104041;3000003	15;1260	1
11900801009	11900801	9	401@0.01	4104041;3000003	15;1320	1
11900801010	11900801	10	101@17.3	4104041;3000003	15;1380	1
11900801011	11900801	11	201@6.8	4104041;3000003	30;1440	1
11900801012	11900801	12	301@40.5	4104041;3000003	30;1500	1
11900801013	11900801	13	1602@0.011	4104041;3000003	30;1560	1
11900801014	11900801	14	101@17.3	4104041;3000003	30;1620	1
11900801015	11900801	15	201@6.8	4104041;3000003	30;1680	1
11900801016	11900801	16	301@40.5	4104041;3000003	30;1740	1
11900801017	11900801	17	2102@0.011	4104041;3000003	30;1800	1
11900801018	11900801	18	101@17.3	4104041;3000003	30;1860	1
11900801019	11900801	19	201@6.8	4104041;3000003	30;1920	1
11900801020	11900801	20	301@40.5	4104041;3000003	30;1980	1
11900801021	11900801	21	703@0.033	4104041;4104042;3000003	40;40;2040	1
11900801022	11900801	22	101@17.3	4104041;4104042;3000003	40;40;2100	1
11900801023	11900801	23	201@6.8	4104041;4104042;3000003	40;40;2160	1
11900801024	11900801	24	301@40.5	4104041;4104042;3000003	40;40;2220	1
11900801025	11900801	25	401@0.01	4104041;4104042;3000003	40;40;2280	1
11900801026	11900801	26	101@17.3	4104041;4104042;3000003	40;40;2340	1
11900801027	11900801	27	201@6.8	4104041;4104042;3000003	40;40;2400	1
11900801028	11900801	28	301@40.5	4104041;4104042;3000003	40;40;2460	1
11900801029	11900801	29	1602@0.011	4104041;4104042;3000003	40;40;2520	1
11900801030	11900801	30	101@17.3	4104041;4104042;3000003	40;40;2580	1
11900801031	11900801	31	201@6.8	4104041;4104042;3000003	50;50;2640	1
11900801032	11900801	32	301@40.5	4104041;4104042;3000003	50;50;2700	1
11900801033	11900801	33	2102@0.011	4104041;4104042;3000003	50;50;2760	1
11900801034	11900801	34	101@17.3	4104041;4104042;3000003	50;50;2820	1
11900801035	11900801	35	201@6.8	4104041;4104042;3000003	50;50;2880	1
11900801036	11900801	36	301@40.5	4104041;4104042;3000003	50;50;2940	1
11900801037	11900801	37	703@0.033	4104041;4104042;3000003	50;50;3000	1
11900801038	11900801	38	101@17.3	4104041;4104042;3000003	50;50;3060	1
11900801039	11900801	39	201@6.8	4104041;4104042;3000003	50;50;3120	1
11900801040	11900801	40	301@40.5	4104041;4104042;3000003	50;50;3180	1
11900801041	11900801	41	401@0.01	4104041;4104042;3000003	50;50;50;3240	1
11900801042	11900801	42	101@17.3	4104041;4104042;4104043;3000003	50;50;50;3300	1
11900801043	11900801	43	201@6.8	4104041;4104042;4104043;3000003	50;50;50;3360	1
11900801044	11900801	44	301@40.5	4104041;4104042;4104043;3000003	50;50;50;3420	1
11900801045	11900801	45	1602@0.011	4104041;4104042;4104043;3000003	50;50;50;3480	1
11900801046	11900801	46	101@17.3	4104041;4104042;4104043;3000003	50;50;50;3540	1
11900801047	11900801	47	201@6.8	4104041;4104042;4104043;3000003	50;50;50;3600	1
11900801048	11900801	48	301@40.5	4104041;4104042;4104043;3000003	50;50;50;3660	1
11900801049	11900801	49	2102@0.011	4104041;4104042;4104043;3000003	50;50;50;3720	1
11900801050	11900801	50	101@17.3	4104041;4104042;4104043;3000003	50;50;50;3780	1
11900801051	11900801	51	201@6.8	4104041;4104042;4104043;3000003	70;70;70;3840	1
11900801052	11900801	52	301@40.5	4104041;4104042;4104043;3000003	70;70;70;3900	1
11900801053	11900801	53	703@0.033	4104041;4104042;4104043;3000003	70;70;70;3960	1
11900801054	11900801	54	101@17.3	4104041;4104042;4104043;3000003	70;70;70;4020	1
11900801055	11900801	55	201@6.8	4104041;4104042;4104043;3000003	70;70;70;4080	1
11900801056	11900801	56	301@40.5	4104041;4104042;4104043;3000003	70;70;70;4140	1
11900801057	11900801	57	401@0.01	4104041;4104042;4104043;3000003	70;70;70;4200	1
11900801058	11900801	58	101@17.3	4104041;4104042;4104043;3000003	70;70;70;4260	1
11900801059	11900801	59	201@6.8	4104041;4104042;4104043;3000003	70;70;70;4320	1
11900801060	11900801	60	301@40.5	4104041;4104042;4104043;3000003	70;70;70;4380	1
11900899001	11900899	1	101@108;201@42;301@256;603@0.025;1203@0.012;1602@0.017;2102@0.017			1
11900899002	11900899	2	101@22.7	4104041;3000003	20;1200	1
11900899003	11900899	3	201@8.8	4104041;3000003	20;1280	1
11900899004	11900899	4	301@53.9	4104041;3000003	20;1360	1
11900899005	11900899	5	603@0.025	4104041;3000003	20;1440	1
11900899006	11900899	6	101@22.7	4104041;3000003	20;1520	1
11900899007	11900899	7	201@8.8	4104041;3000003	20;1600	1
11900899008	11900899	8	301@53.9	4104041;3000003	20;1680	1
11900899009	11900899	9	1203@0.012	4104041;3000003	20;1760	1
