mainId	roleId	star	upStarType	condition	type	initOpenAbility	SpLevel	SpDescId	PassiveLevel	capabilityValue	property	upstarIteam	upstarIteamNum	superUpStarExp	status	levelLimit	upProperty
13500810	135008	0	1		2	61135008	9		1	0					1		
13500811	135008	1	1		3	71135008	10	7313500801		120	101:81;201:49.5;301:297	7135008;3000003	100;50000		1		
13500812	135008	2	1						2	120	101:81;201:49.5;301:297	7135008;3000003	100;100000		1		
13500813	135008	3	1		3	73135008	11	7313500803		180	101:121.5;201:74.3;301:445.5	7135008;3000003	100;150000		1		
13500814	135008	4	1						3	180	101:121.5;201:74.3;301:445.5	7135008;3000003	200;200000		1		
13500815	135008	5	1		3	75135008	12	7313500805		250	101:162;201:99;301:594	7135008;3000003	200;250000		1		
13500816	135008	6	1						4	250	101:243;201:148.5;301:891	7135008;3000003	200;300000		1		
11600110	116001	0	1		2	61116001	9		1	0					1		
11600111	116001	1	1				10	7311600101		120	101:79.4;201:49.5;301:302.9	7116001;3000003	100;50000		1		
11600112	116001	2	1						2	120	101:79.4;201:49.5;301:302.9	7116001;3000003	100;100000		1		
11600113	116001	3	1		3	73116001	11	7311600103		180	101:119.1;201:74.3;301:454.4	7116001;3000003	100;150000		1		
11600114	116001	4	1						3	180	101:119.1;201:74.3;301:454.4	7116001;3000003	200;200000		1		
11600115	116001	5	1		3	75116001	12	7311600105		250	101:158.8;201:99;301:605.9	7116001;3000003	200;250000		1		
11600116	116001	6	1						4	250	101:238.1;201:148.5;301:908.8	7116001;3000003	200;300000		1		
14000810	140008	0	1		2	61140008	9		1	0					1		
14000811	140008	1	1		3	71140008	10	7314000801		120	101:95.4;201:42.3;301:280.7	7140008;3000003	100;50000		1		
14000812	140008	2	1						2	120	101:95.4;201:42.3;301:280.7	7140008;3000003	100;100000		1		
14000813	140008	3	1		3	73140008	11	7314000803		180	101:143.1;201:63.5;301:421	7140008;3000003	100;150000		1		
14000814	140008	4	1						3	180	101:143.1;201:63.5;301:421	7140008;3000003	200;200000		1		
14000815	140008	5	1				12	7314000805		250	101:190.8;201:84.6;301:561.3	7140008;3000003	200;250000		1		
14000816	140008	6	1		3	76140008			4	250	101:286.2;201:127;301:842	7140008;3000003	200;300000		1		
12900110	129001	0	1		2	61129001	9		1	0					1		
12900111	129001	1	1		3	71129001	10	7312900101		120	101:101;201:39.7;301:243	7129001;3000003	100;50000		1		
12900112	129001	2	1						2	120	101:101;201:39.7;301:243	7129001;3000003	100;100000		1		
12900113	129001	3	1				11	7312900103		180	101:151.5;201:59.5;301:364.5	7129001;3000003	100;150000		1		
12900114	129001	4	1		3	74129001			3	180	101:151.5;201:59.5;301:364.5	7129001;3000003	200;200000		1		
12900115	129001	5	1				12	7312900105		250	101:202;201:79.4;301:486	7129001;3000003	200;250000		1		
12900116	129001	6	1		3	76129001			4	250	101:302.9;201:119.1;301:729	7129001;3000003	200;300000		1		
10900210	109002	0	1		2	61109002	9		1	0					1		
10900211	109002	1	1		3	71109002	10	7310900201		120	101:89.1;201:45;301:297	7109002;3000003	100;50000		1		
10900212	109002	2	1						2	120	101:89.1;201:45;301:297	7109002;3000003	100;100000		1		
10900213	109002	3	1				11	7310900203		180	101:133.7;201:67.5;301:445.5	7109002;3000003	100;150000		1		
10900214	109002	4	1		3	74109002			3	180	101:133.7;201:67.5;301:445.5	7109002;3000003	200;200000		1		
10900215	109002	5	1				12	7310900205		250	101:178.2;201:90;301:594	7109002;3000003	200;250000		1		
10900216	109002	6	1		3	76109002			4	250	101:267.3;201:135;301:891	7109002;3000003	200;300000		1		
11300210	113002	0	1		2	61113002	9		1	0		7113002;3000003			1		
11300211	113002	1	1		3	71113002	10	7311300201		120	101:100;201:39.7;301:245.4	7113002;3000003	100;50000		1		
11300212	113002	2	1						2	120	101:100;201:39.7;301:245.4	7113002;3000003	100;100000		1		
11300213	113002	3	1				11	7311300203		180	101:150;201:59.5;301:368.1	7113002;3000003	100;150000		1		
11300214	113002	4	1		3	74113002			3	180	101:150;201:59.5;301:368.1	7113002;3000003	200;200000		1		
11300215	113002	5	1				12	7311300205		250	101:200;201:79.4;301:490.9	7113002;3000003	200;250000		1		
11300216	113002	6	1		3	76113002			4	250	101:300;201:119.1;301:736.3	7113002;3000003	200;300000		1		
11400210	114002	0	1		2	61114002	9		1	0		7114002;3000003			1		
11400211	114002	1	1		3	71114002	10	7311400201		120	101:81;201:49.5;301:297	7114002;3000003	100;50000		1		
11400212	114002	2	1						2	120	101:81;201:49.5;301:297	7114002;3000003	100;100000		1		
11400213	114002	3	1				11	7311400203		180	101:121.5;201:74.3;301:445.5	7114002;3000003	100;150000		1		
11400214	114002	4	1		3	74114002			3	180	101:121.5;201:74.3;301:445.5	7114002;3000003	200;200000		1		
11400215	114002	5	1				12	7311400205		250	101:162;201:99;301:594	7114002;3000003	200;250000		1		
11400216	114002	6	1		3	76114002			4	250	101:243;201:148.5;301:891	7114002;3000003	200;300000		1		
13800810	138008	0	1		2	61138008	9		1	0		7138008;3000003			1		
13800811	138008	1	1		3	71138008	10	7313800801		120	101:104;201:42.8;301:311.9	7138008;3000003	100;50000		1		
13800812	138008	2	1						2	120	101:104;201:42.8;301:311.9	7138008;3000003	100;100000		1		
13800813	138008	3	1				11	7313800803		180	101:155.9;201:64.1;301:467.8	7138008;3000003	100;150000		1		
13800814	138008	4	1		3	74138008			3	180	101:155.9;201:64.1;301:467.8	7138008;3000003	200;200000		1		
13800815	138008	5	1				12	7313800805		250	101:207.9;201:85.5;301:623.7	7138008;3000003	200;250000		1		
13800816	138008	6	1		3	76138008			4	250	101:311.9;201:128.3;301:935.6	7138008;3000003	200;300000		1		
80200810	802008	0	1		2	61802008	9		1	0					1		
80200811	802008	1	1		3	71802008	10	7380200801		120	101:99;201:40.5;301:243	7802008;3000003	100;50000		1		
80200812	802008	2	1						2	120	101:99;201:40.5;301:243	7802008;3000003	100;100000		1		
80200813	802008	3	1				11	7380200803		180	101:148.5;201:60.8;301:364.5	7802008;3000003	100;150000		1		
80200814	802008	4	1		3	74802008			3	180	101:148.5;201:60.8;301:364.5	7802008;3000003	200;200000		1		
80200815	802008	5	1				12	7380200805		250	101:198;201:81;301:486	7802008;3000003	200;250000		1		
80200816	802008	6	1		3	76802008			4	250	101:297;201:121.5;301:729	7802008;3000003	200;300000		1		
80300810	803008	0	1		2	61803008	9		1	0					1		
80300811	803008	1	1		3	71803008	10	7380300801		120	101:72.9;201:49.5;301:326.7	7803008;3000003	100;50000		1		
80300812	803008	2	1						2	120	101:72.9;201:49.5;301:326.7	7803008;3000003	100;100000		1		
80300813	803008	3	1				11	7380300803		180	101:109.4;201:74.3;301:490.1	7803008;3000003	100;150000		1		
80300814	803008	4	1		3	74803008			3	180	101:109.4;201:74.3;301:490.1	7803008;3000003	200;200000		1		
80300815	803008	5	1				12	7380300805		250	101:145.8;201:99;301:653.4	7803008;3000003	200;250000		1		
80300816	803008	6	1		3	76803008			4	250	101:218.7;201:148.5;301:980.1	7803008;3000003	200;300000		1		
80100810	801008	0	1		2	61801008	5		1	0					1		
80100811	801008	1	1				6	7380200801		120	101:55;201:34;301:201.8	7801008;3000003	100;50000		1		
80100812	801008	2	1						2	120	101:55;201:34;301:201.8	7801008;3000003	100;100000		1		
80100813	801008	3	1		3	73801008	7	7380200803		180	101:82.6;201:51;301:302.7	7801008;3000003	100;150000		1		
80100814	801008	4	1						3	180	101:82.6;201:51;301:302.7	7801008;3000003	200;200000		1		
80100815	801008	5	1		3	75801008	8	7380200805		250	101:105.8;201:65.3;301:388.1	7801008;3000003	200;250000		1		
80100816	801008	6	1						4	250	101:158.8;201:98;301:582.1	7801008;3000003	200;300000		1		
12700110	127001	0	1		2	61127001	9		1	0					1		
12700111	127001	1	1		3	71127001	10	7312700101		120	101:82.6;201:49.5;301:291.1	7127001;3000003	100;50000		1		
12700112	127001	2	1						2	120	101:82.6;201:49.5;301:291.1	7127001;3000003	100;100000		1		
12700113	127001	3	1		3	73127001	11	7312700103		180	101:123.9;201:74.3;301:436.6	7127001;3000003	100;150000		1		
12700114	127001	4	1		3	74127001			3	180	101:123.9;201:74.3;301:436.6	7127001;3000003	200;200000		1		
12700115	127001	5	1		3	75127001	12	7312700105		250	101:165.2;201:99;301:582.1	7127001;3000003	200;250000		1		
12700116	127001	6	1		3	76127001			4	250	101:247.9;201:148.5;301:873.2	7127001;3000003	200;300000		1		
13600810	136008	0	1		2	61136008	9		1	0					1		
13600811	136008	1	1		3	71136008	10	7313600801		120	101:82.6;201:49.5;301:291.1	7136008;3000003	100;50000		1		
13600812	136008	2	1						2	120	101:82.6;201:49.5;301:291.1	7136008;3000003	100;100000		1		
13600813	136008	3	1		3	73136008	11	7313600803		180	101:123.9;201:74.3;301:436.6	7136008;3000003	100;150000		1		
13600814	136008	4	1						3	180	101:123.9;201:74.3;301:436.6	7136008;3000003	200;200000		1		
13600815	136008	5	1		3	75136008	12	7313600805		250	101:165.2;201:99;301:582.1	7136008;3000003	200;250000		1		
13600816	136008	6	1						4	250	101:247.9;201:148.5;301:873.2	7136008;3000003	200;300000		1		
10401610	104016	0	1		2	61104016	9		1	0					1		
10401611	104016	1	1		3	71104016	10	7310401601		120	101:101;201:40.5;301:238.1	7104016;3000003	100;50000		1		
10401612	104016	2	1						2	120	101:101;201:40.5;301:238.1	7104016;3000003	100;100000		1		
10401613	104016	3	1				11	7310401603		180	101:151.5;201:60.8;301:357.2	7104016;3000003	100;150000		1		
10401614	104016	4	1		3	74104016			3	180	101:151.5;201:60.8;301:357.2	7104016;3000003	200;200000		1		
10401615	104016	5	1				12	7310401605		250	101:202;201:81;301:476.3	7104016;3000003	200;250000		1		
10401616	104016	6	1		3	76104016			4	250	101:302.9;201:121.5;301:714.4	7104016;3000003	200;300000		1		
10300910	103009	0	1		2	61103009	9		1	0					1		
10300911	103009	1	1		3	71103009	10	7310300901		120	101:99;201:40.5;301:243	7103009;3000003	100;50000		1		
10300912	103009	2	1						2	120	101:99;201:40.5;301:243	7103009;3000003	100;100000		1		
10300913	103009	3	1				11	7310300903		180	101:148.5;201:60.8;301:364.5	7103009;3000003	100;150000		1		
10300914	103009	4	1		3	74103009			3	180	101:148.5;201:60.8;301:364.5	7103009;3000003	200;200000		1		
10300915	103009	5	1				12	7310300905		250	101:198;201:81;301:486	7103009;3000003	200;250000		1		
10300916	103009	6	1		3	76103009			4	250	101:297;201:121.5;301:729	7103009;3000003	200;300000		1		
10201210	102012	0	1		2	61102012	5		1	0					1		
10201211	102012	1	1				6	7310201201		90	101:53.9;201:34.3;301:203.9	7102012;3000003	100;50000		1		
10201212	102012	2	1						2	90	101:53.9;201:34.3;301:203.9	7102012;3000003	100;100000		1		
10201213	102012	3	1		3	73102012	7	7310201203		130	101:80.9;201:51.5;301:305.8	7102012;3000003	100;150000		1		
10201214	102012	4	1						3	130	101:80.9;201:51.5;301:305.8	7102012;3000003	200;200000		1		
10201215	102012	5	1		3	75102012	8	7310201205		180	101:103.7;201:66;301:392	7102012;3000003	200;250000		1		
10201216	102012	6	1						4	180	101:155.5;201:99;301:588.1	7102012;3000003	200;300000		1		
10101810	101018	0	1		2	61101018	9		1	0					1		
10101811	101018	1	1		3	71101018	10	7380200801		120	101:82.6;201:49.5;301:291.1	7101018;3000003	100;50000		1		
10101812	101018	2	1						2	120	101:82.6;201:49.5;301:291.1	7101018;3000003	100;100000		1		
10101813	101018	3	1		3	73101018	11	7380200803		180	101:123.9;201:74.3;301:436.6	7101018;3000003	100;150000		1		
10101814	101018	4	1						3	180	101:123.9;201:74.3;301:436.6	7101018;3000003	200;200000		1		
10101815	101018	5	1		3	75101018	12	7380200805		250	101:165.2;201:99;301:582.1	7101018;3000003	200;250000		1		
10101816	101018	6	1						4	250	101:247.9;201:148.5;301:873.2	7101018;3000003	200;300000		1		
14400110	144001	0	1		2	61144001	9		1	0					1		
14400111	144001	1	1		3	71144001	10	7314400101		120	101:101;201:40.5;301:238.1	7144001;3000003	100;50000		1		
14400112	144001	2	1						2	120	101:101;201:40.5;301:238.1	7144001;3000003	100;100000		1		
14400113	144001	3	1				11	7314400103		180	101:151.5;201:60.8;301:357.2	7144001;3000003	100;150000		1		
14400114	144001	4	1		3	74144001			3	180	101:151.5;201:60.8;301:357.2	7144001;3000003	200;200000		1		
14400115	144001	5	1				12	7314400105		250	101:202;201:81;301:476.3	7144001;3000003	200;250000		1		
14400116	144001	6	1		3	76144001			4	250	101:302.9;201:121.5;301:714.4	7144001;3000003	200;300000		1		
14400810	144008	0	1		2	61144008	5		1	0					1		
14400811	144008	1	1				6	7314400801		90	101:65.9;201:28.1;301:166.8	7144008;3000003	100;50000		1		
14400812	144008	2	1						2	90	101:65.9;201:28.1;301:166.8	7144008;3000003	100;100000		1		
14400813	144008	3	1		3	73144008	7	7314400803		130	101:98.8;201:42.1;301:250.2	7144008;3000003	100;150000		1		
14400814	144008	4	1						3	130	101:98.8;201:42.1;301:250.2	7144008;3000003	200;200000		1		
14400815	144008	5	1		3	75144008	8	7314400805		180	101:126.7;201:54;301:320.8	7144008;3000003	200;250000		1		
14400816	144008	6	1						4	180	101:190.1;201:81;301:481.1	7144008;3000003	200;300000		1		
80400810	804008	0	1		2	61804008	9		1						1		
80400811	804008	1	1		3	71804008	10	7314400801		120	101:99;201:40.5;301:243	7804008;3000003	100;50000		1		
80400812	804008	2	1						2	120	101:99;201:40.5;301:243	7804008;3000003	100;100000		1		
80400813	804008	3	1				11	7314400803		180	101:148.5;201:60.8;301:364.5	7804008;3000003	100;150000		1		
80400814	804008	4	1		3	74804008			3	180	101:148.5;201:60.8;301:364.5	7804008;3000003	200;200000		1		
80400815	804008	5	1				12	7314400805		250	101:198;201:81;301:486	7804008;3000003	200;250000		1		
80400816	804008	6	1		3	76804008			4	250	101:297;201:121.5;301:729	7804008;3000003	200;300000		1		
80500810	805008	0	1		2	61805008	9		1						1		
80500811	805008	1	1		3	71805008	10	7314400801		120	101:81;201:49.5;301:297	7805008;3000003	100;50000		1		
80500812	805008	2	1						2	120	101:81;201:49.5;301:297	7805008;3000003	100;100000		1		
80500813	805008	3	1				11	7314400803		180	101:121.5;201:74.3;301:445.5	7805008;3000003	100;150000		1		
80500814	805008	4	1		3	74805008			3	180	101:121.5;201:74.3;301:445.5	7805008;3000003	200;200000		1		
80500815	805008	5	1				12	7314400805		250	101:162;201:99;301:594	7805008;3000003	200;250000		1		
80500816	805008	6	1		3	76805008			4	250	101:243;201:148.5;301:891	7805008;3000003	200;300000		1		
80600810	806008	0	1		2	61806008	5		1						1		
80600811	806008	1	1				6	7380600801		90	101:67.3;201:27.8;301:165.1	7806008;3000003	100;50000		1		
80600812	806008	2	1						2	90	101:67.3;201:27.8;301:165.1	7806008;3000003	100;100000		1		
80600813	806008	3	1		3	73806008	7	7380600803		130	101:100.9;201:41.7;301:247.7	7806008;3000003	100;150000		1		
80600814	806008	4	1						3	130	101:100.9;201:41.7;301:247.7	7806008;3000003	200;200000		1		
80600815	806008	5	1		3	75806008	8	7380600805		180	101:129.4;201:53.5;301:317.5	7806008;3000003	200;250000		1		
80600816	806008	6	1						4	180	101:194;201:80.2;301:476.3	7806008;3000003	200;300000		1		
14100810	141008	0	1		2	61141008	9		1						1		
14100811	141008	1	1		3	71141008	10	7314100801		120	101:81;201:49.5;301:297	7141008;3000003	100;50000		1		
14100812	141008	2	1						2	120	101:81;201:49.5;301:297	7141008;3000003	100;100000		1		
14100813	141008	3	1		3	73141008	11	7314100803		180	101:121.5;201:74.3;301:445.5	7141008;3000003	100;150000		1		
14100814	141008	4	1						3	180	101:121.5;201:74.3;301:445.5	7141008;3000003	200;200000		1		
14100815	141008	5	1		3	75141008	12	7314100805		250	101:162;201:99;301:594	7141008;3000003	200;250000		1		
14100816	141008	6	1						4	250	101:243;201:148.5;301:891	7141008;3000003	200;300000		1		
12900210	129002	0	1		2	61129002	9		1	0					1		
12900211	129002	1	1				10	7312900201		120	101:98;201:40.9;301:243	7129002;3000003	100;50000		1		
12900212	129002	2	1						2	120	101:98;201:40.9;301:243	7129002;3000003	100;100000		1		
12900213	129002	3	1		3	73129002	11	7312900203		180	101:147;201:61.4;301:364.5	7129002;3000003	100;150000		1		
12900214	129002	4	1						3	180	101:147;201:61.4;301:364.5	7129002;3000003	200;200000		1		
12900215	129002	5	1		3	75129002	12	7312900205		250	101:196;201:81.8;301:486	7129002;3000003	200;250000		1		
12900216	129002	6	1						4	250	101:294;201:122.7;301:729	7129002;3000003	200;300000		1		
12000810	120008	0	1		2	61120008	9		1						1		
12000811	120008	1	1		3	71120008	10	7312000801		120	101:85.1;201:49.5;301:311.9	7120008;3000003	100;50000		1		
12000812	120008	2	1						2	120	101:85.1;201:49.5;301:311.9	7120008;3000003	100;100000		1		
12000813	120008	3	1				11	7312000803		180	101:127.6;201:74.3;301:467.8	7120008;3000003	100;150000		1		
12000814	120008	4	1		3	74120008			3	180	101:127.6;201:74.3;301:467.8	7120008;3000003	200;200000		1		
12000815	120008	5	1				12	7312000805		250	101:170.1;201:99;301:623.7	7120008;3000003	200;250000		1		
12000816	120008	6	1		3	76120008			4	250	101:255.2;201:148.5;301:935.6	7120008;3000003	200;300000		1		
11900810	119008	0	1		2	61119008	9		1						1		
11900811	119008	1	1		3	71119008	10	7311900801		120	101:99;201:40.5;301:243	7119008;3000003	100;50000		1		
11900812	119008	2	1						2	120	101:99;201:40.5;301:243	7119008;3000003	100;100000		1		
11900813	119008	3	1				11	7311900803		180	101:148.5;201:60.8;301:364.5	7119008;3000003	100;150000		1		
11900814	119008	4	1		3	74119008			3	180	101:148.5;201:60.8;301:364.5	7119008;3000003	200;200000		1		
11900815	119008	5	1				12	7311900805		250	101:198;201:81;301:486	7119008;3000003	200;250000		1		
11900816	119008	6	1		3	76119008			4	250	101:297;201:121.5;301:729	7119008;3000003	200;300000		1		
13300810	133008	0	1		2	61133008	9		1						1		
13300811	133008	1	1		3	71133008	10	7313300801		120	101:77;201:49.5;301:311.9	7133008;3000003	100;50000		1		
13300812	133008	2	1						2	120	101:77;201:49.5;301:311.9	7133008;3000003	100;100000		1		
13300813	133008	3	1				11	7313300803		180	101:115.4;201:74.3;301:467.8	7133008;3000003	100;150000		1		
13300814	133008	4	1		3	74133008			3	180	101:115.4;201:74.3;301:467.8	7133008;3000003	200;200000		1		
13300815	133008	5	1				12	7313300805		250	101:153.9;201:99;301:623.7	7133008;3000003	200;250000		1		
13300816	133008	6	1		3	76133008			4	250	101:230.9;201:148.5;301:935.6	7133008;3000003	200;300000		1		
10400710	104007	0	1		2	61104007	9		1						1		
10400711	104007	1	1		3	71104007	10	7310400701		120	101:81;201:49.5;301:297	7104007;3000003	100;50000		1		
10400712	104007	2	1						2	120	101:81;201:49.5;301:297	7104007;3000003	100;100000		1		
10400713	104007	3	1		3	73104007	11	7310400703		180	101:121.5;201:74.3;301:445.5	7104007;3000003	100;150000		1		
10400714	104007	4	1						3	180	101:121.5;201:74.3;301:445.5	7104007;3000003	200;200000		1		
10400715	104007	5	1		3	75104007	12	7310400705		250	101:162;201:99;301:594	7104007;3000003	200;250000		1		
10400716	104007	6	1						4	250	101:243;201:148.5;301:891	7104007;3000003	200;300000		1		
10300310	103003	0	1		2	61103003	9		1						1		
10300311	103003	1	1		3	71103003	10	7310300301		120	101:81;201:49.5;301:297	7103003;3000003	100;50000		1		
10300312	103003	2	1						2	120	101:81;201:49.5;301:297	7103003;3000003	100;100000		1		
10300313	103003	3	1		3	73103003	11	7310300303		180	101:121.5;201:74.3;301:445.5	7103003;3000003	100;150000		1		
10300314	103003	4	1						3	180	101:121.5;201:74.3;301:445.5	7103003;3000003	200;200000		1		
10300315	103003	5	1		3	75103003	12	7310300305		250	101:162;201:99;301:594	7103003;3000003	200;250000		1		
10300316	103003	6	1						4	250	101:243;201:148.5;301:891	7103003;3000003	200;300000		1		
10301710	103017	0	1		2	61103017	9		1						1		
10301711	103017	1	1		3	71103017	10	7310301701		120	101:104;201:40.5;301:230.9	7103017;3000003	100;50000		1		
10301712	103017	2	1						2	120	101:104;201:40.5;301:230.9	7103017;3000003	100;100000		1		
10301713	103017	3	1				11	7310301703		180	101:155.9;201:60.8;301:346.3	7103017;3000003	100;150000		1		
10301714	103017	4	1		3	74103017			3	180	101:155.9;201:60.8;301:346.3	7103017;3000003	200;200000		1		
10301715	103017	5	1				12	7310301705		250	101:207.9;201:81;301:461.7	7103017;3000003	200;250000		1		
10301716	103017	6	1		3	76103017			4	250	101:311.9;201:121.5;301:692.6	7103017;3000003	200;300000		1		
10201810	102018	0	1		2	61102018	9		1						1		
10201811	102018	1	1		3	71102018	10	7310201801		120	101:99;201:40.5;301:243	7102018;3000003	100;50000		1		
10201812	102018	2	1						2	120	101:99;201:40.5;301:243	7102018;3000003	100;100000		1		
10201813	102018	3	1				11	7310201803		180	101:148.5;201:60.8;301:364.5	7102018;3000003	100;150000		1		
10201814	102018	4	1		3	74102018			3	180	101:148.5;201:60.8;301:364.5	7102018;3000003	200;200000		1		
10201815	102018	5	1				12	7310201805		250	101:198;201:81;301:486	7102018;3000003	200;250000		1		
10201816	102018	6	1		3	76102018			4	250	101:297;201:121.5;301:729	7102018;3000003	200;300000		1		
10101210	101012	0	1		2	61101012	9		1						1		
10101211	101012	1	1		3	71101012	10	7310101201		120	101:99;201:40.5;301:243	7101012;3000003	100;50000		1		
10101212	101012	2	1						2	120	101:99;201:40.5;301:243	7101012;3000003	100;100000		1		
10101213	101012	3	1		3	73101012	11	7310101203		180	101:148.5;201:60.8;301:364.5	7101012;3000003	100;150000		1		
10101214	101012	4	1						3	180	101:148.5;201:60.8;301:364.5	7101012;3000003	200;200000		1		
10101215	101012	5	1		3	75101012	12	7310101205		250	101:198;201:81;301:486	7101012;3000003	200;250000		1		
10101216	101012	6	1						4	250	101:297;201:121.5;301:729	7101012;3000003	200;300000		1		
10400910	104009	0	1		2	61104009	5		1						1		
10400911	104009	1	1				6	7310400901		120	101:55;201:34;301:201.8	7104009;3000003	100;50000		1		
10400912	104009	2	1						2	120	101:55;201:34;301:201.8	7104009;3000003	100;100000		1		
10400913	104009	3	1		3	73104009	7	7310400903		180	101:82.6;201:51;301:302.7	7104009;3000003	100;150000		1		
10400914	104009	4	1						3	180	101:82.6;201:51;301:302.7	7104009;3000003	200;200000		1		
10400915	104009	5	1		3	75104009	8	7310400905		250	101:105.8;201:65.3;301:388.1	7104009;3000003	200;250000		1		
10400916	104009	6	1						4	250	101:158.8;201:98;301:582.1	7104009;3000003	200;300000		1		
13900810	139008	0	1		2	61139008	9		1	0					1		
13900811	139008	1	1		3	71139008	10	7313900801		120	101:104;201:40.5;301:230.9	7139008;3000003	100;50000		1		
13900812	139008	2	1						2	120	101:104;201:40.5;301:230.9	7139008;3000003	100;100000		1		
13900813	139008	3	1				11	7313900803		180	101:155.9;201:60.8;301:346.3	7139008;3000003	100;150000		1		
13900814	139008	4	1		3	74139008			3	180	101:155.9;201:60.8;301:346.3	7139008;3000003	200;200000		1		
13900815	139008	5	1				12	7313900805		250	101:207.9;201:81;301:461.7	7139008;3000003	200;250000		1		
13900816	139008	6	1		3	76139008			4	250	101:311.9;201:121.5;301:692.6	7139008;3000003	200;300000		1		
14900810	149008	0	1		2	61149008	9		1						1		
14900811	149008	1	1		3	71149008	10	7314900801		120	101:101;201:40.5;301:238.1	7149008;3000003	100;50000		1		
14900812	149008	2	1						2	120	101:101;201:40.5;301:238.1	7149008;3000003	100;100000		1		
14900813	149008	3	1				11	7314900803		180	101:151.5;201:60.8;301:357.2	7149008;3000003	100;150000		1		
14900814	149008	4	1		3	74149008			3	180	101:151.5;201:60.8;301:357.2	7149008;3000003	200;200000		1		
14900815	149008	5	1				12	7314900805		250	101:202;201:81;301:476.3	7149008;3000003	200;250000		1		
14900816	149008	6	1		3	76149008			4	250	101:302.9;201:121.5;301:714.4	7149008;3000003	200;300000		1		
14300810	143008	0	1		2	61143008	9		1						1		
14300811	143008	1	1		3	71143008	10	7314300801		120	101:97;201:40.9;301:245.4	7143008;3000003	100;50000		1		
14300812	143008	2	1						2	120	101:97;201:40.9;301:245.4	7143008;3000003	100;100000		1		
14300813	143008	3	1				11	7314300803		180	101:145.5;201:61.4;301:368.1	7143008;3000003	100;150000		1		
14300814	143008	4	1		3	74143008			3	180	101:145.5;201:61.4;301:368.1	7143008;3000003	200;200000		1		
14300815	143008	5	1				12	7314300805		250	101:194;201:81.8;301:490.9	7143008;3000003	200;250000		1		
14300816	143008	6	1		3	76143008			4	250	101:291.1;201:122.7;301:736.3	7143008;3000003	200;300000		1		
12200810	122008	0	1		2	61122008	9		1						1		
12200811	122008	1	1		3	71122008	10	7312200801		120	101:77;201:51;301:302.9	7122008;3000003	100;50000		1		
12200812	122008	2	1						2	120	101:77;201:51;301:302.9	7122008;3000003	100;100000		1		
12200813	122008	3	1				11	7312200803		180	101:115.4;201:76.5;301:454.4	7122008;3000003	100;150000		1		
12200814	122008	4	1		3	74122008			3	180	101:115.4;201:76.5;301:454.4	7122008;3000003	200;200000		1		
12200815	122008	5	1				12	7312200805		250	101:153.9;201:102;301:605.9	7122008;3000003	200;250000		1		
12200816	122008	6	1		3	76122008			4	250	101:230.9;201:153;301:908.8	7122008;3000003	200;300000		1		
15200810	152008	0	1		2	61152008	9		1						1		
15200811	152008	1	1		3	71152008	10	7315200801		120	101:92.6;201:43.6;301:283.5	7152008;3000003	100;50000		1		
15200812	152008	2	1						2	120	101:92.6;201:43.6;301:283.5	7152008;3000003	100;100000		1		
15200813	152008	3	1		3	74152008	11	7315200803		180	101:138.9;201:65.4;301:425.3	7152008;3000003	100;150000		1		
15200814	152008	4	1						3	180	101:138.9;201:65.4;301:425.3	7152008;3000003	200;200000		1		
15200815	152008	5	1		3	76152008	12	7315200805		250	101:185.2;201:87.2;301:567	7152008;3000003	200;250000		1		
15200816	152008	6	1						4	250	101:277.8;201:130.8;301:850.5	7152008;3000003	200;300000		1		
13500110	135001	0	1		2	61135001	9		1	0					1		
13500111	135001	1	1		3	71135001	10	7313500101		120	101:81;201:49.5;301:297	7135001;3000003	100;50000		1		
13500112	135001	2	1						2	120	101:81;201:49.5;301:297	7135001;3000003	100;100000		1		
13500113	135001	3	1		3	73135001	11	7313500103		180	101:121.5;201:74.3;301:445.5	7135001;3000003	100;150000		1		
13500114	135001	4	1						3	180	101:121.5;201:74.3;301:445.5	7135001;3000003	200;200000		1		
13500115	135001	5	1		3	75135001	12	7313500105		250	101:162;201:99;301:594	7135001;3000003	200;250000		1		
13500116	135001	6	1						4	250	101:243;201:148.5;301:891	7135001;3000003	200;300000		1		
10401310	104013	0	1		2	61104013	9		1						1		
10401311	104013	1	1		3	71104013	10	7310401301		120	101:100;201:39.7;301:245.4	7104013;3000003	100;50000		1		
10401312	104013	2	1						2	120	101:100;201:39.7;301:245.4	7104013;3000003	100;100000		1		
10401313	104013	3	1				11	7310401303		180	101:150;201:59.5;301:368.1	7104013;3000003	100;150000		1		
10401314	104013	4	1		3	74104013			3	180	101:150;201:59.5;301:368.1	7104013;3000003	200;200000		1		
10401315	104013	5	1				12	7310401305		250	101:200;201:79.4;301:490.9	7104013;3000003	200;250000		1		
10401316	104013	6	1		3	76104013			4	250	101:300;201:119.1;301:736.3	7104013;3000003	200;300000		1		
10601110	106011	0	1		2	61106011	5		1						1		
10601111	106011	1	1				6	7310601101		90	101:67.3;201:27.8;301:165.1	7106011;3000003	100;50000		1		
10601112	106011	2	1						2	90	101:67.3;201:27.8;301:165.1	7106011;3000003	100;100000		1		
10601113	106011	3	1		3	73106011	7	7310601103		130	101:100.9;201:41.7;301:247.7	7106011;3000003	100;150000		1		
10601114	106011	4	1						3	130	101:100.9;201:41.7;301:247.7	7106011;3000003	200;200000		1		
