roleId	characterId	defaultSkin	urSkin	starSkin	colorSkin	mainCat	playboard	canBattle	catType	location	race	rare	startRareLevel	starMin	attribute	starMax	autoEquip	starLevelType	isHarmonious	mode	lobbyMode	sound	atkSkill1	atkSkill2	atkSkill3	atkSkill4	atkSkill5	atkSkill0	passiveSkill	maxSp	reward	rewardNum	animation	cueName	summonPool	summonData	summonPriority	inChallengPool	inHandBook	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	jp_CV	jp_CV_zh_TW	jp_CV_en_UK	jp_CV_ja_JP	jp_CV_ko_KR	jp_CV_th_TH	cn_CV	cn_CV_zh_TW	cn_CV_en_UK	cn_CV_ja_JP	cn_CV_ko_KR	cn_CV_th_TH
103017	103	10301701	10301799	10301799		2	1	1	5	5	2	3	1	0	3	6	104;106;110;109;111;112;107;108	1	0	103017	103017_lobby	103017	71103017	72103017				73103017	110301719;110301713	5			1	sfx_card_ssr_103017					1	1	鲸语海鸣	鯨語海鳴	Cetacean Echoes	青水無月の鯨の声	고래의 노래	ซิมโฟนีแห่งท้องทะเล	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	鬼头明里	鬼頭明里	Akari Kito	鬼頭明里	키토 아이리	คิโตะ อาคาริ						
101012	101	10101201	10101299	10101299		2	1	1	3	4	3	3	1	0	3	6	104;106;110;109;111;112;107;108	1	0	101012	101012_lobby	101012	71101012	72101012				73101012		5			1	sfx_card_ssr_101012					1	1	企鹅冰山	企鵝冰山	Frosty Flippers	ペンギン氷山	펭귄 아이스버그	เพนกวินขั้วโลก	非天	非天	Asura	アスラ	아수라	อาสึระ	加藤英美里	加藤英美里	Emiri Kato	加藤英美里	카토 에미리	คาโต้ เอมิริ						
104009	104	10400901	10400999	10400999		2	1	1	6	4	4	2	1	0	3	6	104;106;110;109;111;112;107;108	1	0	104009	104009_lobby	104009	71104009	72104009				73104009		5			1	sfx_card_ssr_104009					1	1	破浪逐潮	破浪逐潮	Tide Chaser	波を逐う​	해변의 파도	ท้าทายคลื่นยักษ์	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	加藤英美里	加藤英美里	Emiri Kato	加藤英美里	카토 에미리	คาโต้ เอมิริ						
102018	102	10201801	10201899	10201899		2	1	1	4	2	2	3	1	0	3	6	111;104;106;110;109;112;107;108	1	0	102018	102018_lobby	102018	71102018	72102018				73102018		5			1	sfx_card_ssr_102018					1	1	激潮之夏	激潮之夏	Riptide Summers	潮衝サマーデイズ	격랑과 여름	ซัมเมอร์คลื่นเดือด	艾可	艾可	Echo	アイコ	에코	เอคโค	内田彩	內田彩	Aya Uchida	內田彩	우치다 아야	อุจิดะ อายะ						
139008	139	13900801	13900899	13900899		2	1	1	52	4	4	3	1	0	3	6	104;106;110;109;111;112;107;108	1	0	139008	139008_lobby	139008	71139008	72139008				73139008	120601250	5			1	sfx_card_ssr_139008					1	1	力比多之证	力比多之證	Eros's Blessing	リビドーの証	리비도	ตัวตนแห่งราคะ	冥卡	冥卡	Mink	ミンカ	밍크	มิกะ	汐崎帆南	汐崎帆南	Honami Shiozaki	汐崎帆南	바다의 돛	ชิโอซากิ โฮนามิ						
122008	122	12200801	12200899	12200899		2	1	1	47	6	1	3	1	0	2	6	112;108;109;107;110;104;106;111	1	0	122008	122008_lobby	122008	71122008	72122008				73122008	112200811	5			1	sfx_card_ssr_122008					1	1	愈者疗心	愈者療心	Spiritual Healing	心癒しの杏林	마인드 힐러	วิญญาอารักษ์	塞琪	塞琪	Sage	セージ	세이지	เซกิ	鈴木千景	鈴木千景	Tikage Suzuki	鈴木千景	스즈키 치카게	ซูซูกิ จิคาเงะ						
143008	143	14300801	14300899	14300899		2	1	1	48	3	1	3	1	0	2	6	104;106;110;109;111;112;107;108	1	0	143008	143008_lobby	143008	71143008	72143008				73143008	114300804	5			1	sfx_card_ssr_143008					1	1	理性边界	理性邊界	Edge of Reason	理性の縁	이성의 경계	ตรรกะไร้ขอบเขต	埃尔芙	埃爾芙	Eleanor	エレノア	엘리노어	เอเลนอร์	幕田有里	幕田有里	Yuri Makuta	幕田有里	마쿠타 유리	มากุดะ ยูริ						
149008	149	14900801	14900899	14900899		2	1	1	49	5	1	3	1	0	2	6	104;106;110;109;111;112;107;108	1	0	149008	149008_lobby	149008	71149008	72149008				73149008	114900816	5			1	sfx_card_ssr_149008					1	1	掌上淑女	掌上淑女	Pocket Maiden	ポケットメイデン	포켓 레이디	เจ้าหญิงตัวน้อย	阿芙萝	阿芙蘿	Aphros	アフロス	아프로	อาฟรอส	阿部恵里子	阿部恵裡子	Eriko Abe	あべ えりこ	아베 에리코	อาเบะ เอริโกะ						
152008	152	15200801	15200899	15200899		2	1	1	50	2	1	3	1	0	2	6	106;104;108;109;110;112;107;111	1	0	152008	152008_lobby	152008	71152008	72152008				73152008	115200815	5			1	sfx_card_ssr_152008					1	1	十二夜中人	十二夜中人	Twelfth Night	十二夜をゆく者	열두 번째 밤	เงาแห่งราตรี	薇奥拉	薇奧拉	Viola	ヴィオラ	비올라	วิโอลา	水崎汐美	水崎汐美	Shiomi Mizusaki	水崎汐美	미즈사키 시오미	มิซาซากิ ชิโอมิ						
104013	104	10401301	10401399	10401399		2	1	1	6	5	2	3	1	0	2	6	104;106;110;109;111;112;107;108	1	0	104013	104013_lobby	104013	71104013	72104013				73104013		5			1	sfx_card_ssr_104013					1	1	奥秘花舞者	奧秘花舞者	Ghoulish Prancer	アーケインウィッチ	신비한 플라워 댄서	ภูตร่ายรำเร้นลับ	南弥生	南彌生	Minami	南 弥生	미나미	มินามิ	加藤英美里	加藤英美里	Emiri Kato	加藤英美里	카토 에미리	คาโต้ เอมิริ						
106011	106	10601101	10601199	10601199		2	1	1	8	4	2	2	1	0	2	6	104;106;110;109;111;112;107;108	1	0	106011	106011_lobby	106011	71106011	72106011				73106011		5			0	sfx_card_ssr_106011					1	1	午夜寻幽	午夜尋幽	Dusk Hunter	真夜中のスピリット	미드나이트 고스트	เงียบสงัดยามรัตติกาล	小音	小音	Poppy	イナ	이나	อินะ	三森铃子	三森鈴子	Suzuko Mimori	三森すずこ	미모리 스즈코	มิโมริ สุซึโกะ						
153008	153	15300801	15300899	15300899		2	1	1	53	4	2	3	1	0	5	6	104;106;110;109;111;112;107;108	1	0	153008	153008_lobby	153008	71153008	72153008				73153008	115300804;115300812;115300815	5			1	sfx_card_ssr_153008					1	1	衍罪之渊	衍罪之淵	Depths of Guilt	ハマルティアの淵	죄의 심연	ห้วงลึกตราบาป	梅娜塔	梅娜塔	Minotara	ミノタ	미노타	มิโนทาร่า	風村綾乃	風村綾乃	Ayano Kazamura	風村綾乃	카자무라 아야노	คาซามูระ อายาโนะ						
151008	151	15100801	15100899	15100899		2	1	1	54	2	2	3	1	0	2	6	106;104;108;109;110;112;107;111	1	0	151008	151008_lobby	151008	71151008	72151008				73151008		5			1	sfx_card_ssr_151008					1	1	多情演绎	多情演繹	Love in Full Bloom	多情デダクション	멀티 이모션	ความรักผลิบาน	黛蕾拉	黛蕾拉	Delilah	デリラ	딜라일라	ไดเลล่า	鶴巻知笑	鶴巻知笑	Chiemi Tsurumaki	鶴巻知笑	츠루마키 치에미	ซึรุมากิ ชิเอมิ						
150008	150	15000801	15000899	15000899		2	1	1	55	1	2	3	1	0	2	6	104;112;108;109;107;110;106;111	1	0	150008	150008_lobby	150008	71150008	72150008				73150008		5			1	sfx_card_ssr_150008					1	1	天使心	天使心	Seraphic Soul	エンジェルハート	엔젤하트	ทูตสวรรค์	莉莉	莉莉	Lily	リリー	릴리	ลิลี่	上原栞音	上原栞音	Uehara Kanon	​上原栞音	우에하라 카논	คาน่อน อุเอฮาระ						
148008	148	14800801	14800899	14800899		2	1	1	56	5	2	3	1	0	2	6	104;106;110;109;111;112;107;108	1	0	148008	148008_lobby	148008	71148008	72148008				73148008		5			1	sfx_card_ssr_148008					1	1	爆破艺术	爆破藝術	Art of Blast	爆発の大作	폭발은 예술	ศิลปะกัมปนาท	凯菲尔	凱菲爾	Garfire	ガーフィール	가르피엘	คาเฟียร์	丸山なき紗	丸山なき紗	Nagisa Maruyama	丸山なぎ沙	마루야 마나기사	มารุยามะ นากิสะ						
154008	154	15400801	15400899	15400899		2	1	1	57	4	4	3	1	0	1	6	104;106;110;109;111;112;107;108	1	0	154008	154008_lobby	154008	71154008	72154008				73154008	115400802;115400803	5			1	sfx_card_ssr_154008					1	1	恶兆之影	惡兆之影	Eclipse of Omen	悪兆の影	불길의 징조	ผู้ส่งสารแห่งความมืด	罗寇	羅寇	Loco	ロコ	로코	โลโค่	鹤卷知笑	鶴卷知笑	Chie Tsurumaki	鶴巻知笑	츠루마키 치에미	ซึรุมากิ ชิเอมิ						
146008	146	14600801	14600899	14600899		2	1	1	58	4	4	3	1	0	1	6	104;106;110;109;111;112;107;108	1	0	146008	146008_lobby	146008	71146008	72146008				73146008	114600807;114600808	5			1	sfx_card_ssr_146008					1	1	森屿渔歌	森嶼漁歌	Ballad of Isles	森の島に響く漁歌	숲과 어부의 노래	บทกวีแห่งคาบสมุทร	菲菲	菲菲	Fifi	フィフィ	피피	เฟย์เฟย์	中元瞳	中元瞳	Hitomi Nakamoto	中元瞳	나카모토 히토미	นะกะโมโตะ ฮิโตมิ						
126008	126	12600801	12600899	12600899		2	1	1	61	5	3	3	1	0	1	6	104;106;110;109;111;112;107;108	1	0	126008	126008_lobby	126008	71126008	72126008				73126008		5			1	sfx_card_ssr_126008					1	1	金雀台	金雀台	Bound Wings	金雀台	금빛참새	วิหคทองคำ	金阙	金闕	Jinque	金闕	금궐	จินเชน	铃木千景	鈴木千景	Tikage Suzuki	鈴木千景	스즈키 치카게	ซูซุกิ ไทคาเกะ						
147008	147	14700801	14700899	14700899		2	1	1	59	2	3	3	1	0	1	6	104;106;110;109;111;112;107;108	1	0	147008	147008_lobby	147008	71147008	72147008				73147008	114700804;114700805;114700812;114700813	5			1	sfx_card_ssr_147008					1	1	云天外	雲天外	Beyond Skies	雲天外	스카이윙	เทพีหมู่ดาว	雾非	霧非	Fata	霧非	무히	เฟต้า	小美濃 麻衣	小美濃 麻衣	Omino Mai	小美濃 麻衣	오미노 마이	โอมิโนะ มาอิ						
159008	159	15900801	15900899	15900899		2	1	1	60	4	3	3	1	0	1	6	104;106;110;109;111;112;107;108	1	0	159008	159008_lobby	159008	71159008	72159008				73159008		5			1	sfx_card_ssr_159008					1	1	破阵曲	破陣曲	Fury Unleashed	破陣楽	파진곡	ทำนองสังหาร	辞青	辭青	Savanna	辞青	지세이	ซาวันน่า	内田りりこ	內田りりこ	Ririko Uchida	内田りりこ	우치다 리리코	อุชิดะ ริริโกะ						
103012	103	10301201	10301299	10301299		2	1	1	5	4	3	3	1	0	4	6	104;106;110;109;111;112;107;108	1	0	103012	103012_lobby	103012	71103012	72103012				73103012	110301205	5			1	sfx_card_ssr_103012					1	1	双生侠影	雙生俠影	Twin Shadows	双生の侠客	트윈스 섀도우	สองเงาเร้นกาย	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	鬼头明里	鬼頭明里	Akari Kito	鬼頭明里	키토 아이리	คิโตะ อาคาริ						
138001	138	13800101	13800199	13800199		2	1	1	37	6	3	3	1	0	1	6	111;104;106;110;109;112;107;108	1	0	138001	138001_lobby	138001	71138001	72138001				73138001		5			1	sfx_card_ssr_138001					1	1	守月歌	守月歌	Lunarsong	月守りの歌	달의 노래	ทำนองพิทักษ์จันทรา	望舒	望舒	Celena	望舒	망서	เซเลน่า	近藤真衣	近藤真衣	Mai Kondo	近藤真衣	콘도 마이	คอนโดะ ไม						
128008	128	12800801	12800899	12800899		2	1	1	62	2	2	3	1	0	3	6	104;106;110;109;111;112;107;108	1	0	128008	128008_lobby	128008	71128008	72128008				73128008	112800803;112800804;112800805;112800806;112800817	5			1	sfx_card_ssr_128008					1	1	幸福时光	幸福時光	Moments of Joy	至福のひと時	블리스	โมเมนต์ความสุข	拉斐尔	拉斐爾	Raphaella	ラファエル	라파엘	ราฟาเอล	阿部恵里子	阿部恵裡子	Eriko Abe	あべ えりこ	아베 에리코	อาเบะ เอริโกะ						
131001	131	13100101	13100199	13100199		2	1	1	19	4	2	3	1	0	3	6	104;106;110;109;111;112;107;108	1	0	131001	131001_lobby	131001	71131001	72131001				73131001	113100109;113100111	5			1	sfx_card_ssr_131001					1	1	糖果甜心	糖果甜心	Candy Sweetheart	キャンディー・スイーティ	스위트하트	แคนดี้หวานใจ	依莲娜	依蓮娜	Evelina	イブリーナ	에블리나	เอเวลินา	小磯里奈	小磯裡奈	Rina Koiso	小磯里奈	코이소 리나	โคอิโสะ รินะ						
160008	160	16000801	16000899	16000899		2	1	1	64	3	4	3	1	0	1	6	104;106;110;109;111;112;107;108	1	0	160008	160008_lobby	160008	71160008	72160008				73160008	116000805;116000814	5			1	sfx_card_ssr_160008					1	1	涤尽凡尘	滌盡凡塵	The Unburdened	俗塵浄化	세속 씻는 자	วารีพิสุทธิ์	塔拉	塔拉	Tara	ターラ	타라	ทาร่า	桑田あいか	桑田あいか	Kuwata Aika	桑田あいか	쿠와타 아이카	คุวาตะ ไอกะ						
161008	161	16100801	16100899	16100899		2	1	1	63	2	4	3	1	0	4	6	112;108;109;107;110;106;111;104	1	0	161008	161008_lobby	161008	71161008	72161008				73161008	116100806;116100822	5			1	sfx_card_ssr_161008					1	1	绚烂之雨	絢爛之雨	Drizzle of Splendor	雨のち虹	화려한 비	พิรุณนำโชค	斐恩	斐恩	Fon	フォン	페이언	ฝน	桑田あいか	桑田あいか	Kuwata Aika	桑田あいか	쿠와타 아이카	คุวาตะ ไอกะ						
156008	156	15600801	15600899	15600899		2	1	1	65	2	4	3	1	0	3	6	112;108;109;107;110;106;111;104	1	0	156008	156008_lobby	156008	71156008	72156008				73156008	115600813;115600809	5			1	sfx_card_ssr_156008					1	1	闲暇时刻	閒暇時刻	Purrfect Pastime	ゴロゴロ日和	한가한 시간	วัยฝันวันสบาย	露露	露露	Lulu	ルルー	루루	ลูลู่	平野有紗	平野有紗	Arisa Hirano	平野有紗	히라노 아리사	ฮิราโนะ อาริสะ						
157008	157	15700801	15700899	15700899		2	1	1	67	4	4	3	1	0	5	6	112;108;109;107;110;106;111;104	1	0	157008	157008_lobby	157008	71157008	72157008				73157008	115700806	5			1	sfx_card_ssr_157008					1	1	暗夜玫瑰	暗夜玫瑰	Thorned Embrace	ダークネスローゼ	다크나이트 로즈	กุหลาบราตรี	罗莎曼德	羅莎曼德	Rosamund	ロサムンド	로자먼드	โรซามันด์	黒崎茉子	黒崎茉子	Mako Kurosaki	黒崎茉子	쿠로사키 마코	คุโรซากิ มาโกะ						
158008	158	15800801	15800899	15800899		2	1	1	66	1	4	3	1	0	3	6	112;108;109;107;110;106;111;104	1	0	158008	158008_lobby	158008	71158008	72158008				73158008	115800801;115800802;115800815;115800825	5			1	sfx_card_ssr_158008					1	1	沉沦永夜	沉淪永夜	Lulled into Night	永久なる夜の底へ	윤회칠야	หลับใหลไร้ฝัน	佐伊	佐伊	Zoe	ゾイ	조이	โซอี้	海地唯子	海地唯子	Yuiko Kaichi	海地唯子	카이치 유이코	ไคจิ ยูอิโกะ						
102005	102	10200501	10200599	10200599		2	1	1	4	3	4	3	1	0	3	6	112;108;109;107;110;106;111;104	1	0	102005	102005_lobby	102005	71102005	72102005				73102005	110200503;110200505	5			1	sfx_card_ssr_102005					1	1	晚安故事	晚安故事	Bedtime Tale	スリープストーリー	굿 나잇 스토리	นิทานฝันหวาน	艾可	艾可	Echo	アイコ	에코	เอคโค	内田彩	內田彩	Aya Uchida	內田彩	우치다 아야	อุจิดะ อายะ						
132008	132	13200801	13200899	13200899		2	1	1	68	6	2	3	1	0	2	6	112;108;109;107;110;106;111;104	1	0	132008	132008_lobby	132008	71132008	72132008				73132008	113200816	5			1	sfx_card_ssr_132008					1	1	数理星辉	數理星輝	Scholar's Beacon	ラプラスの孤星	별빛의 공식	ตรรกะเจิดจรัส	赫德嘉	赫德嘉	Hildegard	ヒルデガルド	힐데가르드	ฮิลเดการ์ด	伊吹文	伊吹文	Ibuki Aya	伊吹 文	이부키 아야	อายะ อิบูกิ						
162008	162	16200801	16200899	16200899		2	1	1	69	5	2	3	1	0	4	6	112;108;109;107;110;106;111;104	1	0	162008	162008_lobby	162008	71162008	72162008				73162008		5			1	sfx_card_ssr_162008					1	1	暗巷深宵	暗巷深宵	Haven's Claw	路地裏トワイライト	골목 위의 밤하늘	คมเขี้ยวรัตติกาล	安娜	安娜	Anna	アンナ	안나	แอนนา	齋藤奈央	齋藤奈央	Nao Saito	齋藤奈央	사이토 나오	ไซโต้ นาโอะ						
163008	163	16300801	16300899	16300899		2	1	1	70	5	2	3	1	0	2	6	112;108;109;107;110;106;111;104	1	0	163008	163008_lobby	163008	71163008	72163008				73163008		5			1	sfx_card_ssr_163008					1	1	报丧女妖	報喪女妖	Banshee of Sorrow	葬送のバンシー	밴시의 화신	ถ้อยคำยมทูต	玛丽	瑪麗	Marie	マレイド	마리	มะลิ	齋藤奈央	齋藤奈央	Nao Saito	齋藤奈央	사이토 나오	ไซโต้ นาโอะ						
101002	101	10100201	10100299	10100299		2	1	1	3	2	2	3	1	0	2	6	112;108;109;107;110;106;111;104	1	0	101002	101002_lobby	101002	71101002	72101002				73101002		5			1	sfx_card_ssr_101002					1	1	深蓝执法者	深藍執法者	Deep Blue Enforcer	群青のエンフォーサー	검푸른 법무관	ผู้พิทักษ์ท้องทะเล	非天	非天	Asura	アスラ	아수라	อาสึระ	加藤英美里	加藤英美里	Emiri Kato	加藤英美里	카토 에미리	คาโต้ เอมิริ						
145008	145	14500801	14500899	14500899		2	1	1	73	4	2	3	1	0	1	6	112;108;109;107;110;106;111;104	1	0	145008	145008_lobby	145008	71145008	72145008	74145008	75145008		73145008	114500803;114500804;114500810;114500806	5			1	sfx_card_ssr_145008					1	1	失序狂澜	失序狂瀾	Riptide of Disorder	秩序無き海にて	질서 삼킨 파도	คลื่นลมผันผวน	希尔达	希爾達	Hilda	ヒルダ	힐다	ฮิลดา	中元瞳	中元瞳	Hitomi Nakamoto	中元瞳	나카모토 히토미	นะกะโมโตะ ฮิโตมิ						
155008	155	15500801	15500899	15500899		2	1	1	71	1	2	3	1	0	1	6	112;108;109;107;110;106;111;104	1	0	155008	155008_lobby	155008	71155008	72155008				73155008		5			1	sfx_card_ssr_155008					1	1	独家报道	獨家報導	Scoop Seeker	独占スクープ	단독 보도	นักล่าสกูปเด็ด	克莱尔	克雷爾	Claire	クレア	클레어	แคลร์	中元瞳	中元瞳	Hitomi Nakamoto	中元瞳	나카모토 히토미	นะกะโมโตะ ฮิโตมิ						
164008	164	16400801	16400899	16400899		2	1	1	72	3	2	3	1	0	5	6	112;108;109;107;110;106;111;104	1	0	164008	164008_lobby	164008	71164008	72164008				73164008	116400812	5			1	sfx_card_ssr_164008	34053001	1	1		1	1	恶魔主宰	惡魔主宰	Demon Overlord	デビルルーラー	악마의 지배자	จอมราชันอสูร	爱洛雯	愛洛雯	Erowyn	エルム	엘름	เอโรวิน	中元瞳	中元瞳	Hitomi Nakamoto	中元瞳	나카모토 히토미	นะกะโมโตะ ฮิโตมิ						
103005	103	10300501	10300599	10300599		2	1	1	5	4	2	3	1	0	1	6	112;108;109;107;110;106;111;104	1	0	103005	103005_lobby	103005	71103005	72103005				73103005		5			1	sfx_card_ssr_103005					1	1	甜食守卫	甜食守衛	Dessert Guardian	スイーツガーディアン	디저트 가디언	ผู้พิทักษ์ขนมหวาน	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	鬼头明里	鬼頭明里	Akari Kito	鬼頭明里	키토 아이리	คิโตะ อาคาริ						
165008	165	16500801	16500899	16500899		2	1	1	74	4	3	3	1	0	4	6	112;108;109;107;110;106;111;104	1	0	165008	165008_lobby	165008	71165008	72165008				73165008		5			1	sfx_card_ssr_165008					1	1	良宵如梦	良宵如夢	Mirage Bloom	良宵は夢の如し	별밤처럼 꿈결처럼	คืนพิรามดุจความฝัน	碧翠丝	碧翠絲	Beatrice	ベアトリーチェ	베아트리체	เบียทริซ	白灯	白燈	Hakutou	白灯	하쿠토우	ฮาคุโตะ						
135002	135	13500201	13500299	13500299		2	1	1	38	2	3	3	1	0	3	6	112;108;109;107;110;106;111;104	1	0	135002	135002_lobby	135002	71135002	72135002				73135002	113500213	4			1	sfx_card_ssr_135002					1	1	清凉夏日	清涼夏日	Splash Delight	ひとくち夏気分	청량한 여름날	เย็นฉ่ำคลายร้อน	小曼	小曼	Mandy	マンディー	맨디	แมนดี้	村雨	村雨	Murasame	村雨	무라사메	มุราซาเมะ						
144002	144	14400201	14400299	14400299		2	1	1	40	5	3	3	1	0	3	6	112;108;109;107;110;106;111;104	1	0	144002	144002_lobby	144002	71144002	72144002				73144002		5			1	sfx_card_ssr_144002					1	1	夏夜风情	夏夜風情	Midsummer Veil	ミラクルサマーナイト	썸머 이브	เสน่ห์ค่ำซัมเมอร์	千术	千術	Trixie	千術	트릭시	ทริกซี่	白灯	白燈	Hakutou	白灯	하쿠토우	ฮาคุโตะ						
166008	166	16600801	16600899	16600899		2	1	1	5	5	4	3	1	0	5	6	112;108;109;107;110;106;111;104	1	0	166008	166008_lobby	166008	71166008	72166008				73166008		5			1	sfx_card_ssr_166008					1	1	超维解构	超維解構	Post-Mortal Architect	次元リファクタ	초차원 붕괴	ตักกะเหนือมิติ	娜卡	娜卡	Naka	ナカ	나카	นากะ	RL	RL	RL	RL	RL	RL						
103010	103	10301001	10301099	10301099		2	1	1	5	3	4	3	1	0	2	6	112;108;109;107;110;106;111;104	1	0	103010	103010_lobby	103010	71103010	72103010				73103010	110301004	5			1	sfx_card_ssr_103010					1	1	电音风暴	電音風暴	Electro Storm	エレクトロストーム	일렉트로닉 스톰	อิเล็กโทรสตอร์ม	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	鬼头明里	鬼頭明里	Akari Kito	鬼頭明里	키토 아이리	คิโตะ อาคาริ						
167008	167	16700801	16700899	16700899		2	1	1	3	2	3	3	1	0	4	6	112;108;109;107;110;106;111;104	1	0	167008	167008_lobby	167008	71167008	72167008				73167008	116700804	5			1	sfx_card_ssr_167008					1	1	猫猫特工队	貓貓特工隊	Resilient Paws	ニャンコ特攻隊	냥냥 특공대	หน่วยเหมียวพิเศษ	非天（幼年）	非天（幼年）	Little Asura	アスラ（幼時）	아수라 (어린 시절)	อาสึระ (วัยเยาว์)	rylnn	rylnn	rylnn	rylnn	rylnn	rylnn						
102017	102	10201701	10201799	10201799		2	1	1	4	4	2	3	1	0	2	6	112;108;109;107;110;106;111;104	1	0	102017	102017_lobby	102017	71102017	72102017				73102017	110201707;110201702	5			1	sfx_card_ssr_102017	31101001	1	1		1	1	闪亮捕猎者	閃亮捕獵者	Sparkle Hunter	シャイニングハンター	샤이닝 헌터	นักล่าประกายแสง	艾可	艾可	Echo	アイコ	에코	เอคโค	内田彩	內田彩	Aya Uchida	內田彩	우치다 아야	อุจิดะ อายะ						
170008	170	17000801	17000899	17000899		2	1	1	75	3	4	3	1	0	5	6	112;108;109;107;110;106;111;104	1	0	170008	170008_lobby	170008	71170008	72170008				73170008		5			1	sfx_card_ssr_170008					1	1	纯洁者	純潔者	The Innocent	純潔者	순백자 	ผู้บริสุทธิ์	乌撒	烏撒	Ulthar	ウルタール	우사	ยูธ่า	rylnn	rylnn	rylnn	rylnn	rylnn	rylnn						
102013	102	10201301	10201399	10201399		2	1	1	4	2	4	3	1	0	1	6	108;107;112;110;109;104;106;111	1	0	102013	102013_lobby	102013	71102013	72102013				73102013	0	5			1	sfx_card_ssr_102013				0	1	1	暴走炮手	暴走炮手	Berserk Gunner	クレイジーシューター	폭주 거너	พลปืนกระสุนคลั่ง	艾可	艾可	Echo	アイコ	에코	เอคโค	内田彩	內田彩	Aya Uchida	內田彩	우치다 아야	อุจิดะ อายะ						
169008	169	16900801	16900899	16900899		2	1	1	76	5	1	3	1	0	4	6	108;107;112;110;109;104;106;111	1	0	169008	169008_lobby	169008	71169008	72169008				73169008	0	5			1	sfx_card_ssr_169008					1	1	初之纯白	初之純白	Pristine Genesis	始まりの純白	처음의 순백색	ปฐมกาลไร้มลทิน	小白	小白	Shiro	シロ	화이트	ชิโระ												
103011	103	10301101	10301199	10301199		2	1	1	5	3	2	3	1	0	3	6	104;106;110;109;111;112;107;108	1	0	103011	103011_lobby	103011	71103011	72103011				73103011	110301120	5			1	sfx_card_ssr_103011				0	1	1	小小意外	小小意外	A Minor Mishap	小さなハプニング	사소한 사고	ว้าวุ่น​จิ๊บจ๊อย​	特莉丝	特莉絲	Triss	トリス	트리스	ทริส	鬼头明里	鬼頭明里	Akari Kito	鬼頭明里	키토 아이리	คิโตะ อาคาริ						
171008	171	17100801	17100899	17100899		2	1	1	77	5	3	3	1	0	5	6	108;107;112;110;109;104;106;111	1	0	171008	171008_lobby	171008	71171008	72171008				73171008	117100845;117100837;117100838	5			1	sfx_card_ssr_171008					1	1	潮汐之羽	潮汐之羽	Plume of the Tide	潮汐の羽	조석의 깃	ปีกแห่งห้วงสมุทร	温格拉克	溫格拉克	Vingrakka	ヴィングラック	빙라크	วิงแร็กก์	茉莉	茉莉	Matsuri	茉莉	자스민	มัตสึริ						
106005	106	10600501	10600599	10600599		2	1	1	8	2	4	3	1	0	2	6	112;107;109;110;104;106;111;108	1	0	106005	106005_lobby	106005	71106005	72106005				73106005	0	5			1	sfx_card_ssr_106005					1	1	逆行冲锋	逆行衝鋒	Against the Flow	逆行ダッシュ	역돌격	บุกฝ่าทะลวงภัย	小音	小音	Poppy	イナ	이나	อินะ	茉莉	茉莉	Matsuri	茉莉	자스민	มัตสึริ						
172008	172	17200801	17200899	17200899		2	1	1	78	4	2	3	1	0	5	6	108;107;112;110;109;104;106;111	1	0	172008	172008_lobby	172008	71172008	72172008				73172008	117200835;117200809;117200811;117200815;117200818;117200839;117200841;117200842;117200849	5			1	sfx_card_ssr_172008	31178001	1	1		1	1	无恶之罪	無惡之罪	The Sinless Guilt	無悪ノ罪	악의 없는 죄		绮华唯	綺華唯	Ayaka	綺華 唯	아야카 유이		茉莉	茉莉	Matsuri	茉莉	자스민	มัตสึริ						
173008	173	17300801	17300899	17300899		2	1	1	79	3	2	3	1	0	2	6	108;107;112;110;109;104;106;111	1	0	173008	173008_lobby	173008	71173008	72173008				73173008	117300802;117300805;117300817;117300819;117300833;117300829;117300830;117300839;117300840;117300841;117300842	5			1	sfx_card_ssr_173008					1	1	怪诞其身	怪誕其身	Bizarre Incarnate	怪談宿りし者	기괴한 존재		艾瑞丝	艾瑞絲	Iris	アイリス	에리스		茉莉	茉莉	Matsuri	茉莉	자스민	มัตสึริ						
