id	type	target	attTypeId	num	status	dec	dec_zh_TW	dec_en_UK	dec_ja_JP	dec_ko_KR	dec_th_TH
4022	4	220	301	176	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4023	4	230	301	184	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4024	4	240	301	192	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4025	4	250	301	200	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4026	4	260	301	208	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4027	4	270	301	216	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4028	4	280	301	224	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4029	4	290	301	232	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4030	4	300	301	240	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4031	4	310	301	248	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4032	4	320	301	256	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4033	4	330	301	264	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4034	4	340	301	272	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4035	4	350	301	280	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4036	4	360	301	288	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4037	4	370	301	296	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4038	4	380	301	304	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4039	4	390	301	312	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4040	4	400	301	320	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4041	4	410	301	328	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4042	4	420	301	336	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4043	4	430	301	344	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4044	4	440	301	352	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4045	4	450	301	360	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4046	4	460	301	368	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4047	4	470	301	376	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4048	4	480	301	384	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4049	4	490	301	392	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4050	4	500	301	400	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4051	4	510	301	408	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4052	4	520	301	416	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4053	4	530	301	424	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4054	4	540	301	432	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4055	4	550	301	440	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4056	4	560	301	448	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4057	4	570	301	456	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4058	4	580	301	464	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4059	4	590	301	472	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4060	4	600	301	480	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4061	4	610	301	488	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4062	4	620	301	496	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4063	4	630	301	504	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4064	4	640	301	512	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4065	4	650	301	520	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4066	4	660	301	528	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4067	4	670	301	536	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4068	4	680	301	544	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4069	4	690	301	552	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4070	4	700	301	560	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4071	4	710	301	568	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4072	4	720	301	576	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4073	4	730	301	584	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4074	4	740	301	592	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4075	4	750	301	600	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4076	4	760	301	608	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4077	4	770	301	616	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4078	4	780	301	624	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4079	4	790	301	632	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4080	4	800	301	640	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4081	4	810	301	648	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4082	4	820	301	656	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4083	4	830	301	664	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4084	4	840	301	672	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4085	4	850	301	680	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4086	4	860	301	688	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4087	4	870	301	696	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4088	4	880	301	704	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4089	4	890	301	712	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4090	4	900	301	720	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4091	4	910	301	728	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4092	4	920	301	736	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4093	4	930	301	744	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4094	4	940	301	752	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4095	4	950	301	760	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4096	4	960	301	768	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4097	4	970	301	776	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4098	4	980	301	784	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4099	4	990	301	792	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4100	4	1000	301	800	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4101	4	1010	301	808	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4102	4	1020	301	816	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4103	4	1030	301	824	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4104	4	1040	301	832	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4105	4	1050	301	840	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4106	4	1060	301	848	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4107	4	1070	301	856	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4108	4	1080	301	864	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4109	4	1090	301	872	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4110	4	1100	301	880	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4111	4	1110	301	888	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4112	4	1120	301	896	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4113	4	1130	301	904	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4114	4	1140	301	912	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4115	4	1150	301	920	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4116	4	1160	301	928	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4117	4	1170	301	936	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4118	4	1180	301	944	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4119	4	1190	301	952	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4120	4	1200	301	960	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4121	4	1210	301	968	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4122	4	1220	301	976	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4123	4	1230	301	984	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4124	4	1240	301	992	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4125	4	1250	301	1000	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4126	4	1260	301	1008	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4127	4	1270	301	1016	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4128	4	1280	301	1024	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4129	4	1290	301	1032	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4130	4	1300	301	1040	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4131	4	1310	301	1048	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4132	4	1320	301	1056	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4133	4	1330	301	1064	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4134	4	1340	301	1072	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4135	4	1350	301	1080	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4136	4	1360	301	1088	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4137	4	1370	301	1096	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4138	4	1380	301	1104	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4139	4	1390	301	1112	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4140	4	1400	301	1120	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4141	4	1410	301	1128	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4142	4	1420	301	1136	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4143	4	1430	301	1144	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4144	4	1440	301	1152	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4145	4	1450	301	1160	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4146	4	1460	301	1168	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4147	4	1470	301	1176	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4148	4	1480	301	1184	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4149	4	1490	301	1192	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4150	4	1500	301	1200	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4151	4	1510	301	1208	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4152	4	1520	301	1216	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4153	4	1530	301	1224	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4154	4	1540	301	1232	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4155	4	1550	301	1240	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4156	4	1560	301	1248	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4157	4	1570	301	1256	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4158	4	1580	301	1264	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4159	4	1590	301	1272	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4160	4	1600	301	1280	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4161	4	1610	301	1288	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4162	4	1620	301	1296	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4163	4	1630	301	1304	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4164	4	1640	301	1312	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4165	4	1650	301	1320	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4166	4	1660	301	1328	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4167	4	1670	301	1336	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4168	4	1680	301	1344	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4169	4	1690	301	1352	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4170	4	1700	301	1360	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4171	4	1710	301	1368	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4172	4	1720	301	1376	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4173	4	1730	301	1384	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4174	4	1740	301	1392	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4175	4	1750	301	1400	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4176	4	1760	301	1408	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4177	4	1770	301	1416	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4178	4	1780	301	1424	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4179	4	1790	301	1432	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4180	4	1800	301	1440	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4181	4	1810	301	1448	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4182	4	1820	301	1456	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4183	4	1830	301	1464	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4184	4	1840	301	1472	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
4185	4	1850	301	1480	1	时装升级总次数	時裝升級總次數	Outfits Upgraded	外観LvUP回数	스킨 레벨업 총 횟수	จำนวนการอัปเกรดคอสตูม
