id	activityId	taskContentType	taskContentId	taskContenNum	rewardId	rewardNum	openType	openParameter	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
218	23	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
219	23	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
220	23	2101	23	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
221	23	2101	23	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
222	101	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
223	101	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
224	101	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
225	101	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
226	101	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
227	101	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
228	101	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
229	101	2101	101	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
230	101	2101	101	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
231	101	2101	101	150	9000033	10			1	在本期精品展柜活动中抽取达到150次	在本期精品展櫃活動中抽取達到150次	Make 150 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を150回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 150회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 150​ ครั้ง​
232	101	2101	101	200	9000034	1			1	在本期精品展柜活动中抽取达到200次	在本期精品展櫃活動中抽取達到200次	Make 200 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を200回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 200회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 200​ ครั้ง​
233	24	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
234	24	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
235	24	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
236	24	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
237	24	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
238	24	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
239	24	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
240	24	2101	24	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
241	24	2101	24	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
242	24	2101	24	150	9000033	10			1	在本期精品展柜活动中抽取达到150次	在本期精品展櫃活動中抽取達到150次	Make 150 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を150回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 150회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 150​ ครั้ง​
243	24	2101	24	200	9000034	1			1	在本期精品展柜活动中抽取达到200次	在本期精品展櫃活動中抽取達到200次	Make 200 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を200回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 200회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 200​ ครั้ง​
244	25	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
245	25	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
246	25	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
247	25	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
248	25	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
249	25	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
250	25	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
251	25	2101	25	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
252	25	2101	25	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
253	26	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
254	26	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
255	26	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
256	26	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
257	26	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
258	26	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
259	26	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
260	26	2101	26	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
261	26	2101	26	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
262	26	2101	26	150	9000033	10			1	在本期精品展柜活动中抽取达到150次	在本期精品展櫃活動中抽取達到150次	Make 150 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を150回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 150회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 150​ ครั้ง​
263	26	2101	26	200	9000034	1			1	在本期精品展柜活动中抽取达到200次	在本期精品展櫃活動中抽取達到200次	Make 200 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を200回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 200회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 200​ ครั้ง​
264	27	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
265	27	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
266	27	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
267	27	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
268	27	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
269	27	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
270	27	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
271	27	2101	27	50	9000033	10			1	在本期精品展柜活动中抽取达到50次	在本期精品展櫃活動中抽取達到50次	Make 50 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を50回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 50회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 50​ ครั้ง​
272	27	2101	27	100	9000033	10			1	在本期精品展柜活动中抽取达到100次	在本期精品展櫃活動中抽取達到100次	Make 100 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を100回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 100회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 100​ ครั้ง​
273	27	2101	27	150	9000033	10			1	在本期精品展柜活动中抽取达到150次	在本期精品展櫃活動中抽取達到150次	Make 150 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を150回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 150회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 150​ ครั้ง​
274	27	2101	27	200	9000034	1			1	在本期精品展柜活动中抽取达到200次	在本期精品展櫃活動中抽取達到200次	Make 200 summons in the Glamour Galore event.	今回の＜新海コレクション＞イベントで抽選を200回行う	이번 시즌 뉴오션 컬렉션 이벤트에서 누적 200회 소환	ทำการ​สุ่ม​ใน​กิจกรรม​ตู้​โชว์​คอสตูม​พรีเมียม​นี้​ถึง​ 200​ ครั้ง​
275	28	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
276	28	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
277	28	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
278	28	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
279	28	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
280	28	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
281	28	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
282	28	2101	28	50	9000033	10			1	在本期活动中抽取达到50次	在本期活動中抽取達到50次	Make 50 summons in the current event.	今期の外観ガチャを50回引く	이번 이벤트 소환 50회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 50​ ครั้ง​
283	28	2101	28	100	9000033	10			1	在本期活动中抽取达到100次	在本期活動中抽取達到100次	Make 100 summons in the current event.	今期の外観ガチャを100回引く	이번 이벤트 소환 100회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 100​ ครั้ง​
284	29	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
285	29	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
286	29	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
287	29	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
288	29	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
289	29	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
290	29	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
291	29	2101	29	50	9000033	10			1	在本期活动中抽取达到50次	在本期活動中抽取達到50次	Make 50 summons in the current event.	今期の外観ガチャを50回引く	이번 이벤트 소환 50회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 50​ ครั้ง​
292	29	2101	29	100	9000033	10			1	在本期活动中抽取达到100次	在本期活動中抽取達到100次	Make 100 summons in the current event.	今期の外観ガチャを100回引く	이번 이벤트 소환 100회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 100​ ครั้ง​
293	30	2102	0	1	9000033	1			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
294	30	2102	0	3	9000033	1			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
295	30	2102	0	7	9000033	2			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
296	30	601	1	10	9000033	2			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
297	30	7	3000004	200	9000033	2			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
298	30	1101	6	1	9000033	2			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
299	30	1101	4	1	9000033	2			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
300	30	2101	30	50	9000033	10			1	在本期活动中抽取达到50次	在本期活動中抽取達到50次	Make 50 summons in the current event.	今期の外観ガチャを50回引く	이번 이벤트 소환 50회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 50​ ครั้ง​
301	30	2101	30	100	9000033	10			1	在本期活动中抽取达到100次	在本期活動中抽取達到100次	Make 100 summons in the current event.	今期の外観ガチャを100回引く	이번 이벤트 소환 100회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 100​ ครั้ง​
302	31	2102	0	1	5200011	4			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
303	31	2102	0	3	5200011	4			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
304	31	2102	0	7	5200011	8			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
305	31	601	1	10	5200011	8			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
306	31	7	3000004	200	5200011	8			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
307	31	1101	6	1	5200011	8			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
308	31	1101	4	1	5200011	8			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
309	31	2101	31	50	5200011	40			1	在本期活动中抽取达到50次	在本期活動中抽取達到50次	Make 50 summons in the current event.	今期の外観ガチャを50回引く	이번 이벤트 소환 50회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 50​ ครั้ง​
310	31	2101	31	100	5200011	40			1	在本期活动中抽取达到100次	在本期活動中抽取達到100次	Make 100 summons in the current event.	今期の外観ガチャを100回引く	이번 이벤트 소환 100회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 100​ ครั้ง​
311	32	2102	0	1	5200011	4			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
312	32	2102	0	3	5200011	4			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
313	32	2102	0	7	5200011	8			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
314	32	601	1	10	5200011	8			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
315	32	7	3000004	200	5200011	8			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
316	32	1101	6	1	5200011	8			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
317	32	1101	4	1	5200011	8			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
318	32	2101	32	50	5200011	40			1	在本期活动中抽取达到50次	在本期活動中抽取達到50次	Make 50 summons in the current event.	今期の外観ガチャを50回引く	이번 이벤트 소환 50회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 50​ ครั้ง​
319	32	2101	32	100	5200011	40			1	在本期活动中抽取达到100次	在本期活動中抽取達到100次	Make 100 summons in the current event.	今期の外観ガチャを100回引く	이번 이벤트 소환 100회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 100​ ครั้ง​
320	33	2102	0	1	5200011	4			1	登陆即送	登入即送	Log into the game.	ログインする	로그인 시 증정	ล็อกอินรับทันที
321	33	2102	0	3	5200011	4			1	累计登录达到3天	累計登入達到3天	Log in 3 days in total.	3日ログインする	누적 로그인 3일	สะสมล็อกอินถึง 3 วัน
322	33	2102	0	7	5200011	8			1	累计登录达到7天	累計登入達到7天	Log in 7 days in total.	7日ログインする	누적 로그인 7일	สะสมล็อกอินถึง 7 วัน
323	33	601	1	10	5200011	8			1	进行10次召唤	進行10次召喚	Make 10 summons.	10回召喚する	10회 소환 진행	รับสมัคร 10 ครั้ง
324	33	7	3000004	200	5200011	8			1	消耗200点情绪	消耗200點情緒	Spend 200 Pathos.	エモーションを200消費する	이모션 200 소모	ใช้พาโธส 200 แต้ม
325	33	1101	6	1	5200011	8			1	通关任意难度经验副本1次	通關任意難度經驗副本1次	Complete any EXP Stage 1 time.	EXPステージを1回クリアする	임의의 난이도 경험치 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ EXP​ ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
326	33	1101	4	1	5200011	8			1	通关任意难度晶片副本1次	通關任意難度晶片副本1次	Complete any Chip Stage 1 time.	チップステージを1回クリアする	임의의 난이도 크리스털 던전 1회 클리어	ผ่าน​ดัน​เจี้ยน​ชิป​ความ​ยาก​ใด​ก็ได้​ 1​ ครั้ง​
327	33	2101	33	50	5200011	40			1	在本期活动中抽取达到50次	在本期活動中抽取達到50次	Make 50 summons in the current event.	今期の外観ガチャを50回引く	이번 이벤트 소환 50회 진행	ทำการ​สุ่ม​ใน​กิจกรรม​นี้​ถึง​ 50​ ครั้ง​
