id	storyId	groupId	people	headIcon	jumpId	choiceOneType	choiceOneId	choiceOneJumpId	choiceOneReward	choiceTwoType	choiceTwoId	choiceTwoJumpId	choiceTwoReward	choiceThreeType	choiceThreeId	choiceThreeJumpId	choiceThreeReward	rewardGroupId	end	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	choiceOne	choiceOne_zh_TW	choiceOne_en_UK	choiceOne_ja_JP	choiceOne_ko_KR	choiceOne_th_TH	choiceTwo	choiceTwo_zh_TW	choiceTwo_en_UK	choiceTwo_ja_JP	choiceTwo_ko_KR	choiceTwo_th_TH	choiceThree	choiceThree_zh_TW	choiceThree_en_UK	choiceThree_ja_JP	choiceThree_ko_KR	choiceThree_th_TH
1045	96	9	1	18:guest_icon_09	10															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	会长的亲儿子都成了上议员了，居然还不知足，那么多手下又在众议院作威作福……	會長的親兒子都成了上議員了，居然還不知足，那麼多手下又在眾議院作威作福……	Even the chairman's own son has become a Senator, and yet they are not satisfied. Many of their subordinates also act recklessly in the House of Representatives... 	会長の実子を上議員にしただけでは飽き足らず、さらに手下たちを大衆院にものさばらせて……	상공회장의 친아들이 상원의원이 되었음에도 불구하고 아직 만족을 모르며, 그의 많은 부하들이 하원에서 권세를 부리고 있습니다...	ลูกชาย​แท้ๆ​ ของ​ประธาน​ก็​เป็น​สมาชิกวุฒิสภา​แล้ว​ ยัง​ไม่​พอใจ​อีก​ ลูกน้อง​อีก​ตั้ง​เยอะ​ก็​อาละวาด​ใน​สภา​ผู้แทน​...​																		
1046	96	10	1	18:guest_icon_09														1	1	1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	唉，有时候也会觉得无可奈何啊。	唉，有時候也會覺得無可奈何啊。	Sigh, sometimes I feel helpless.	はぁ……時々、どうしようもない無力感を覚えるよ。	에휴, 가끔은 어쩔 수 없다고 느낄 때도 있어요	เฮ้อ​ บางที​ก็​รู้สึก​หมดปัญญา​เหมือนกัน​นะ​																		
1047	97	1	1	18:guest_icon_09		3	5710007	2	2											1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	唔嗯	嗯嗯	Hmm.	クンクン	음음	อืมม	一杯悠然绿茶	一杯悠然綠茶	A cup of Carefree Green Tea.	寛ぎの緑茶を	여유의 녹차 한 잔	ขอ​ชาเขียว​ผ่อนคลาย​หนึ่ง​แก้ว​ครับ​												
1048	97	2	1	18:guest_icon_09	3															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	唔嗯——就是这个味道！	嗯嗯——就是這個味道！	Hmm, yes, that's the taste!	うーん、まさしくこの匂いだ！	음음—바로 그 맛이에요!	อืมม—นี่แหละรสชาตินี้!																		
1049	97	3	1	18:guest_icon_09	4															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	让我想起了外婆……她老人家在的时候最爱沏绿茶了。	讓我想起了外婆……她老人家在的時候最愛沏綠茶了。	It reminds me of my grandma. She loved making green tea when she was alive.	思い出すよ……祖母は生前、緑茶を淹れるのが大好きだった。	할머니를 생각나게 해요... 할머니가 살아계실 때 녹차를 가장 좋아하셨어요	ทำให้​นึกถึง​คุณย่า​...​ แก​ชอบ​ชง​ชาเขียว​มาก​เลย​																		
1050	97	4	2		5															1	我	我	Me	私	나	ฉัน	看到远桥先生这么想念她，她应该也会觉得欣慰吧。	看到遠橋先生這麼想念她，她應該也會覺得欣慰吧。	Seeing Mr. Bridger miss her like this, she would probably feel comforted.	遠橋さんにそうやって懐かしく思いだしてもらえたら、おばあさんもきっと嬉しいでしょうね。	연교 씨가 그렇게 그리워하니, 할머니도 분명 위로를 받으셨을 거예요	เห็น​คุณ​เอน​เคียว​คิดถึง​เธอ​ขนาด​นี้​ เธอ​คงจะ​รู้สึก​ดีใจ​มาก​เลย​นะ​																		
1051	97	5	1	18:guest_icon_09	6															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	希望是这样……她到暮年的时候已经无法辨认出我是谁了，经常问我「小桥怎么还不回家」……	希望是這樣……她到暮年的時候已經無法辨認出我是誰了，經常問我「小橋怎麼還不回家」……	I hope so... In her later years, she couldn't recognize me anymore and would often ask, "Why hasn't my little Bridger come home?"	だといいな……晩年は私のことも誰だか分からなくなっていてね。「橋ちゃんはまだ帰ってこないの？」とよく口にしていたから……	그랬으면 좋겠어요... 할머니께서 말년에는 저를 알아보지 못하셨어요, 자주 저에게 '연교는 언제 집에 돌아오나'라고 물으셨죠…	หวัง​ว่า​จะ​เป็น​แบบ​นั้น​...​ แก​แก่​มาก​แล้ว​ จำ​ไม่​ได้​ด้วยซ้ำ​ว่า​ผม​เป็น​ใคร​ มักจะ​ถาม​ผม​ว่า​ "​อา​เคียว​ทำไม​ยัง​ไม่​กลับบ้าน​"...​																		
1052	97	6	1	18:guest_icon_09	7															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	其实我只有中学读书去了昆士区，之前从来没有离过家，没想到外婆的时间却被定格在了那一天。	其實我只有中學讀書去了昆士區，之前從來沒有離過家，沒想到外婆的時間卻被定格在了那一天。	I went to Quince District for high school, and I had never left home before. I never expected her memories to fix on that day.	実際、私がコンシ区に行ったのは中学高校の時だけ。それまでこっちの家を空けたことはなかったけど、まさか祖母の時間がそこで止まっていたとはね。	사실 저는 중학교 때만 퀸즈 타운으로 공부하러 갔을 뿐, 그 전까지는 집을 떠난 적이 없는데, 할머니의 시간은 그날에 멈춰 있었던 것 같아요	จริงๆ​ ผม​แค่​ไป​เรียน​มัธยม​ที่​เขต​ควินซ์​ ก่อนหน้า​นั้น​ไม่​เคย​ออกจาก​บ้าน​เลย​ ไม่​คิด​ว่า​เวลา​ของ​คุณย่า​จะ​หยุด​อยู่​ที่​วันนั้น​																		
1053	97	7	1	18:guest_icon_09	8															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	所以啊店长，一开始我就在想，如果能够通过情绪能量让她辨认出我就好了。	所以啊店長，一開始我就在想，如果能夠通過情緒能量讓她辨認出我就好了。	So, Manager, from the beginning, I was thinking if I could use emotional energy to help her recognize me.	それでね、最初はエモーションエネルギーで私のことを認識させられるんじゃないかって思ったんだ。	그래서 점장님, 처음부터 제가 생각했던 것은, 이모션 에너지를 통해 할머니가 저를 알아볼 수 있으면 좋겠다는 거였어요.	เพราะ​งั้น​นะ​ครับ​ผู้จัดการ​ ตั้งแต่แรก​ผม​ก็​คิด​ว่า​ ถ้า​ใช้​พลังงาน​พา​โธส​ทำให้​แก​จำ​ผม​ได้​ก็​คง​ดี​																		
1054	97	8	1	18:guest_icon_09	9															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	人的五感都不是绝对可靠的，心和情绪记忆至少是真的吧……	人的五感都不是絕對可靠的，心和情緒記憶至少是真的吧……	Human senses aren't entirely reliable, but emotions and memories should be real, right?	人間の五感はどれも絶対的に信頼できるものではない。でも、心と感情の記憶は少なくとも本物だろうってね……	사람의 다섯 가지 감각은 절대적으로 신뢰할 수 있는 것이 아니지만, 마음과 감정은 진실하니까요…	ประสาทสัมผัส​ทั้ง​ห้า​ของ​มนุษย์​ไม่​มี​อะไร​ที่เชื่อถือได้​แน่นอน​ แต่​อย่าง​น้อย​หัวใจ​กับ​ความทรงจำ​ทาง​อารมณ์​ก็​คง​เป็น​ของจริง​...​																		
1055	97	9	1	18:guest_icon_09	10															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	总之后来我一度想要考进高塔来研究这种方法，但高塔的要求太严格了。	總之後來我一度想要考進高塔來研究這種方法，但高塔的要求太嚴格了。	Anyway, I briefly considered trying to study this method by entering the Tower, but the Tower's requirements are too strict.	この考えを実行するために、高塔で研究しようと思ったこともあった。ただ、高塔に入るには厳しい条件があったんだ。	그래서 제가 한때는 첨탑에 들어가 이런 방법을 연구하고 싶었지만, 첨탑에서 요구하는 인재상이 너무 엄격하더라고요	สุดท้าย​ตอนนั้น​ผม​เลย​อยาก​สอบ​เข้า​ไฮ​ทาวเวอร์​เพื่อ​วิจัย​วิธี​นี้​ แต่​ข้อกำหนด​ของ​ไฮ​ทาวเวอร์​เข้มงวด​เกินไป​																		
1056	97	10	1	18:guest_icon_09	11															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	严格到……我发现自己没有那个天赋，我完全不是那个世界的人。	嚴格到……我發現自己沒有那個天賦，我完全不是那個世界的人。	Strict to such a point... I realized I didn't have that talent, and I wasn't really from that world, anyway.	それを見て……自分の才能のなさを思い知ったよ。私は、あの世界の住人ではなかったんだ。	엄격해서... 저는 그런 재능이 없다는 것을 깨달았고, 전혀 그쪽 계통의 사람도 아니었죠	เข้มงวด​ถึงขนาด​...​ ผม​พบ​ว่า​ตัวเอง​ไม่​มีพรสวรรค์​ ผม​ไม่​ใช่​คนใน​โลก​นั้น​เลย​																		
1057	97	11	2		12															1	我	我	Me	私	나	ฉัน	虽然这么说……但现在的你从政治上推动研究案的进展，也是实现理想的一条路径呢。	雖然這麼說……但現在的你從政治上推動研究案的進展，也是實現理想的一條路徑呢。	Although I say that now... you, advancing the progress of research through political means, are also on a path to realizing these ideals.	とは言っても……今、遠橋さんは政治の面から研究を推し進めているわけで、まだ夢までの道を離れてはいない、と言えるじゃないですか。	그렇게 말하긴 하지만... 지금 당신이 정치적으로 연구 안건의 진행을 추진하는 것도 이상을 실현하는 한 방법이잖아요	ถึง​จะ​พูด​แบบ​นั้น​...​ แต่​ตอนนี้​คุณ​ก็​กำลัง​ผลักดัน​ความคืบหน้า​ผ่าน​ทางการเมือง​ ซึ่ง​ก็​เป็น​อีก​หนทาง​หนึ่ง​นี่​นา​																		
1058	97	12	1	18:guest_icon_09															1	1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	……好，店长！这是我与外婆……还有你的约定，我一定会尽力而为的。	……好，店長！這是我與外婆……還有你的約定，我一定會盡力而為的。	Alright, Manager! This is my promise to my grandma... and to you. I will do my best.	……嬉しいこと言ってくれるね！祖母に……それから店長に誓おう。私はこの夢に、全力を尽くすと。	...그래요, 점장님! 이것은 저와 할머니... 그리고 당신과의 약속입니다. 제가 최선을 다할게요	...​ได้​ครับ​ ผู้จัดการ​!​ นี่​คือ​สัญญา​ระหว่าง​ผม​กับ​คุณย่า​...​ และ​คุณ​ ผม​จะ​พยายาม​อย่าง​สุดความสามารถ​																		
1059	98	1	1	18:guest_icon_09	2															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	那是——幸福碎玉？	那是——幸福碎玉？	Is that…Joyshard Jade?	それは……幸福を呼ぶという翡翠の破片か？	그건——행복의 깨진옥이군요?	นั่น​คือ​—​เศษ​หยก​แห่ง​ความสุข​?​																		
1060	98	2	2		3															1	我	我	Me	私	나	ฉัน	不愧是耀州区的人，一眼就看出来了。	不愧是耀州區的人，一眼就看出來了。	Not bad, you're from Yaozhou, after all. 	一目で見抜くなんて、さすがは耀州人ですね。	요주 타운 사람답게 한눈에 알아보셨네요.	สม​แล้ว​ที่​เป็น​คน​เขต​เหยา​โจว​ มองออก​ได้​ทันที​เลย​นะ​																		
1061	98	3	1	18:guest_icon_09	4															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	除此之外也有别的因素……实不相瞒，我有一位友人很喜欢它的完整形态。	除此之外也有別的因素……實不相瞞，我有一位友人很喜歡它的完整形態。	Besides that, there are other factors... To be honest, I have a friend who really likes its complete form.	耀州人だからってだけじゃない……実を言うと、その翡翠の完成形をこよなく愛する友人がいるんだ。	그 외에도 다른 이유가 있습니다... 솔직히 말씀드리자면, 저의 친구 한 명이 그것의 완전한 형태를 매우 좋아하거든요	นอกจากนี้​ก็​มี​ปัจจัย​อื่น​...​ ขอ​พูด​ตามตรง​ ผม​มี​เพื่อน​คน​หนึ่ง​ที่​ชอบ​มัน​ตอนที่​สมบูรณ์​มาก​																		
1062	98	4	2		5															1	我	我	Me	私	나	ฉัน	你说的这个友人……	你說的這個友人……	This friend you're talking about... ?	その友人というのは……	당신이 말한 친구는...	เพื่อนที่คุณพูดถึงนี่...																		
1063	98	5	1	18:guest_icon_09	6															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	不、真的不是我自己！是一位因漂流瓶而结识的友人。	不、真的不是我自己！是一位因漂流瓶而結識的友人。	No, it's not me, I swear! It's someone I met through an anonymous message in a bottle.	いや、本当に私のことじゃないぞ！ボトルメッセージで知り合った友人だ。	아니요, 정말 저는 아니구요! 유리병 편지를 통해 알게 된 친구예요.	ไม่​...​ ไม่​ใช่​ตัว​ผม​เอง​จริงๆ​ นะ​!​ เป็นเพื่อน​ที่​รู้จัก​ผ่าน​ขวด​ลอยน้ำ​																		
1064	98	6	1	18:guest_icon_09	7															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	这位友人的伴侣患有情绪病，到了傀化的边缘，所以她常常通过漂流瓶来祈愿，希望神明可以收到她的信。	這位友人的伴侶患有情緒病，到了傀化的邊緣，所以她常常通過漂流瓶來祈願，希望神明可以收到她的信。	Her partner suffers from Pathosis, on the brink of becoming Affliction, so she often sends wishes through messages in bottles, hoping the gods can receive them.	この友人のパートナーは情緒病を患っていてね。傀化の一歩手前まで進んでいる。だから手紙をボトルに託して流しているんだよ。神様がその祈りを受け取ってくれるように。	이 친구의 배우자가 이모션리스에 걸려 퍼펫화의 끝자락에 있어서, 그녀는 종종 유리병 편지를 통해 기도하며, 신들이 그녀의 편지를 받아주기를 바란다고 해요	คู่ชีวิต​ของ​เพื่อน​คน​นี้​เป็น​พา​โธ​ซิ​ส​ จน​เกือบ​กลายเป็น​หุ่นเชิด​ เธอ​เลย​มักจะ​อธิษฐาน​ผ่าน​ขวด​ลอยน้ำ​ หวัง​ว่า​เทพเจ้า​จะ​ได้รับ​จดหมาย​ของ​เธอ​																		
1065	98	7	1	18:guest_icon_09	8															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	但……我并不是什么神明，也因为她的地址不详而无法回信，只能就这样担心着。	但……我並不是什麼神明，也因為她的地址不詳而無法回信，只能就這樣擔心著。	But... I'm no god, and without a specific address, I can't reply. I can only worry.	でも……私は神様じゃないし、相手の住所も分からないから返事もできない。できることは、心配することだけ。	하지만... 저는 어떤 신도 아니고, 그녀의 주소가 불분명하여 답장도 제대로 할 수없어서 걱정만하고 있어요	แต่​...​ ผม​ไม่​ใช่​เทพเจ้า​ และ​ไม่​รู้​ที่อยู่​ของ​เธอ​ด้วย​ เลย​ตอบ​จดหมาย​ไม่​ได้​ ได้​แต่​เป็นห่วง​																		
1066	98	8	2		9															1	我	我	Me	私	나	ฉัน	漂流瓶是从云霞湖岛来的吗？	漂流瓶是從雲霞湖島來的嗎？	Was the message from Eventide Islands?	そのメッセージは、雲霞湖の島から漂着しているものですか？	유리병 편지는 운하 호수에서 주웠나요?	ขวด​ลอยน้ำ​มาจาก​เกาะ​เมฆา​รุ้ง​เหรอ​?​																		
1067	98	9	1	18:guest_icon_09	10															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	不，是从西海岸来的。所以我也在想，她大概不是新海市的人。	不，是從西海岸來的。所以我也在想，她大概不是新海市的人。	No, it came from the West Coast. So, I assume she's probably not from Catto City.	いや、西海岸からだな。だから私も、差出人はおそらく新海市の人間ではないと思っている。	아니요, 서쪽 해안에서 왔어요. 그래서 저도 생각했어요, 그녀는 뉴오션 시티 사람이 아닌 것 같아요	ไม่​ครับ​ มาจาก​ชายฝั่ง​ตะวันตก​ ผม​เลย​คิด​ว่า​เธอ​คง​ไม่​ใช่​คน​แค​ทโตะ​ ซิตี้​																		
1068	98	10	1	18:guest_icon_09														1	1	1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	达则兼济天下……如果新海市有余裕去帮助更多饱受情绪病折磨的人，应该就能真正无愧于「理想之城 」的美誉了。	達則兼濟天下……如果新海市有餘裕去幫助更多飽受情緒病折磨的人，應該就能真正無愧於「理想之城 」的美譽了。	Help others while benefitting oneself. If Catto City has the capacity to help more people suffering from Pathosis, it would truly live up to the reputation of the “Ideal City."	栄達したなら天下を救済する……新海市で情緒病に苦しむ患者を助ける余地を拡大できれば、また一歩「理想の街」という評判に応えられるはずなのに。	널리 세상을 이롭게한다... 뉴오션 시티가 이모션리스로 고통받는 더 많은 사람들을 도울 여유가 있다면, '이상적인 도시'라는 명성에 걸맞게 될 것입니다	ผู้​ที่​ประสบความสำเร็จ​ก็​ต้อง​ช่วยเหลือ​โล​ก.​..​ ถ้า​แค​ทโตะ​ ซิตี้​มี​กำลัง​พอ​จะ​ช่วยเหลือ​คน​ที่​ทุกข์ทรมาน​จาก​พา​โธ​ซิ​ส​ได้​มากขึ้น​ ก็​คง​สม​กับ​ฉายา​ "​เมือง​ใน​อุดมคติ​"​ อย่าง​แท้จริง​																		
1069	99	1	1	18:guest_icon_09	2															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	店长，你去过司法庭审区吗？最近有不少案件开始审理了。	店長，你去過司法庭審區嗎？最近有不少案件開始審理了。	Manager, have you been to the Judicial Zone? There have been quite a few cases undergoing trial recently.	店長は司法裁判区の方に行ったことはあるかい？最近、あそこで裁判される事案が増えていてね。	점장님, 사법 구역에 가본 적 있나요? 최근에 많은 사건들이 심문을 시작했어요	ผู้จัดการ​เคย​ไป​เขต​พิพากษา​ไหม​ครับ​?​ ช่วงนี้​มีคดี​เริ่ม​พิจารณา​เยอะ​เลย​																		
1070	99	2	2		3															1	我	我	Me	私	나	ฉัน	最近？那之前……	最近？那之前……	Recently? What about in the past...	最近というと？前までは……	최근에? 그 전에는...	เมื่อ​เร็ว​ๆ​ นี้​เหรอ​?​ แล้ว​ก่อนหน้า​นั้น​...​																		
1071	99	3	1	18:guest_icon_09	4															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	之前也在照常运转着，只是有些案件，在等待一位检察官的回归。	之前也在照常運轉著，只是有些案件，在等待一位檢察官的回歸。	It has been operating as usual, just that some cases are waiting on a prosecutor to return.	前までは平常運転だったよ。チラホラ事案があっただけで、ずっと、ある検察官の帰りを待っていたんだ。	그 전에도 평소처럼 운영되고 있었지만, 몇몇 사건에서 한 검사의 복귀를 기다리고 있었습니다	ก่อนหน้านี้​ก็​ดำเนินการ​ตามปกติ​ แค่​มีคดี​บาง​คดี​ที่​รอ​การ​กลับมา​ของ​อัยการ​คน​หนึ่ง​																		
1072	99	4	1	18:guest_icon_09	5															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	你可能会觉得有点夸张，但确实是这样……	你可能會覺得有點誇張，但確實是這樣……	You might find it a bit exaggerated, but it's actually true.	誇張していると思うかな？でも実際にそうなんだ……	다소 과장된 것처럼 들릴 수 있지만, 정말 그랬어요...	คุณ​อาจจะ​คิด​ว่า​เกิน​จริง​ไป​ แต่​มัน​เป็น​แบบ​นั้น​จริงๆ​...​																		
1073	99	5	1	18:guest_icon_09	6															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	我在成为议员之前的职业是律师，当时和这位检察官站在对立的两边。	我在成為議員之前的職業是律師，當時和這位檢察官站在對立的兩邊。	I used to be a lawyer before becoming a Legislator in the House, and back then, the prosecutor and I stood on opposite sides in court.	私は議員になる前は弁護士だったんだ。この検察官とは正反対の立場だ。	저는 의원이 되기 전에 변호사였고, 그때 그 검사와 대립했었죠	ก่อน​เป็น​สมาชิกสภา​ ผม​เป็น​ทนาย​ ตอนนั้น​ยืน​อยู่​คนละ​ฝั่ง​กับ​อัยการ​คน​นี้​																		
1074	99	6	1	18:guest_icon_09	7	3	5720007	7	2											1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	庭审结束，我们一起去吃了附近的情绪餐饮……他对乐观馒头大为赞赏。	庭審結束，我們一起去吃了附近的情緒餐飲……他對樂觀饅頭大為讚賞。	After the trial, we went to a nearby Pathos Cuisine together... he really appreciated the Sunny Side Bun.	裁判が終わると、私たちは近くでパトス料理を食べた……彼は楽観饅頭が特に気に入っていたよ。	재판이 끝난 후, 우리는 함께 근처에서 이모션 푸드를 같이 먹었답니다... 그는 낙관의 찐빵을 매우 좋아했어요	หลัง​ศาล​เลิก​ เรา​ไป​กิน​ร้านอาหาร​พา​โธส​แถว​นั้น​ด้วยกัน​...​ เขา​ชื่นชม​ซาลาเปา​โอ​ปติ​มิสต์​มาก​	不知道贝克街的乐观馒头味道如何	不知道貝克街的樂觀饅頭味道如何	I wonder how the Sunny Side Buns here taste.	ベイカーストリートの楽観饅頭のお味は？	베이커캣의 낙관의 찐빵 맛이 어떨지 모르겠네	ไม่​รู้​ว่า​หมา​น​โถ​วสุ​ข​ใจ​จาก​ถนน​เบเกอร์​จะ​รสชาติ​เป็น​ยังไง​นะ​									After the trial, we went to a nearby Pathos Cuisine together... he really appreciated Optimistic Buns.			After​ the​ trial,​ we​ went​ to​ a​ nearby​ Pathos​ Cuisine​ together...​ he​ really​ appreciated​ Optimistic​ Buns.​
1075	99	7	2		8															1	我	我	Me	私	나	ฉัน	……是因为乐观的情绪与馒头的搭配吗？	……是因為樂觀的情緒與饅頭的搭配嗎？	Is it because the combination of optimistic Pathos and buns is excellent?	それは……楽観的なエモーションと饅頭のセットだから？	...그것은 낙천적인 감정과 만두의 조합 때문입니까?	...​เป็น​เพราะ​อารมณ์​ที่​มองโลกในแง่ดี​เข้ากันได้ดี​กับ​ซาลาเปา​หรือเปล่า​?​																		
1076	99	8	1	18:guest_icon_09	9															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	没错，还是店长最理解食客的心情啊……	沒錯，還是店長最理解食客的心情啊……	Exactly. Manager understands the feelings of diners so perfectly...	そのとおり。やっぱり店長はグルメたちの気持ちがよく分かっている……	맞아요, 역시 점장님이 손님의 마음을 가장 잘 이해하시네요...	ใช่​ครับ​ สม​แล้ว​ที่​ผู้จัดการ​เข้าใจ​จิตใจ​ลูกค้า​ที่สุด​...​																		
1077	99	9	1	18:guest_icon_09	10															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	他的身体非常虚弱，似乎是种族基因问题，所以时常需要休息。	他的身體非常虛弱，似乎是種族基因問題，所以時常需要休息。	His body is very weak, apparently due to a genetic issue, so he often needs to take breaks.	彼はとても体が弱かった。種族の遺伝的な問題だったようだ。それで時折休養が必要でね。	그의 건강이 매우 약해 보였고, 종족의 유전적 문제로 보여서 자주 휴식이 필요했습니다.	ร่างกาย​เขา​อ่อนแอ​มาก​ ดูเหมือน​จะ​เป็นปัญหา​พันธุกรรม​ของ​เผ่าพันธุ์​ เลย​ต้อง​พัก​บ่อยๆ​																		
1078	99	10	1	18:guest_icon_09	11															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	他说，如果人们都能在一饭一蔬中体验到生命的可贵，那就没有什么是过不去的了。	他說，如果人們都能在一飯一蔬中體驗到生命的可貴，那就沒有什麼是過不去的了。	He mentioned that if people could experience the splendor of life in every meal, there would be nothing they couldn't do.	一汁一菜の食事で命の大切さを知ることができれば、耐えられないものなどない、といつも言っていたよ。	그가 말했습니다, 사람들이 밥을 먹을 때마다 삶의 소중함을 경험할 수 있다면, 극복할 수 없는 것은 아무것도 없다고	เขา​บอ​กว่า​ ถ้า​ผู้คน​สามารถ​รู้สึก​ถึง​คุณค่า​ของ​ชีวิต​ได้​จาก​อาหาร​ทุก​คำ​ ก็​คง​ไม่​มี​อะไร​ที่​ฝ่าฟัน​ไม่​ได้​																		
1079	99	11	2																1	1	我	我	Me	私	나	ฉัน	是个很乐观而且坚毅的人啊……	是個很樂觀而且堅毅的人啊……	He's quite an optimistic and resilient person.	楽観的で、でも気概はある人だったみたいですね……	그는 매우 낙천적이면서도 강인한 사람이네요...	เป็น​คน​ที่​มองโลกในแง่ดี​และ​เข้มแข็ง​จริงๆ​ นะ​...​																		
1080	100	1	1	18:guest_icon_09	2	3	5730018	2	2											1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	早上好啊店长！	早上好啊店長！	Good morning, Manager!	おはよう、店長！	좋은 아침이에요, 점장님!	สวัสดี​ตอนเช้า​ครับ​ ผู้จัดการ​!​	【雀鳝沙拉】吧！	【雀鱔沙拉】吧！	Alligator Gar Salad	【ガーサラダ】にしよう！	[동갈치 샐러드]로 할게요!	เอา​ [​สลัด​ปลา​การ์​]​ ละ​กัน​!​												
1081	100	2	1	18:guest_icon_09	3															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	店长，你们做鱼的手艺越来越好了，就算是沙拉都这么好吃啊。	店長，你們做魚的手藝越來越好了，就算是沙拉都這麼好吃啊。	Your skills in preparing fish dishes are getting better. Even the salad tastes delicious.	魚料理がどんどん上手くなっているね。サラダまで美味しいよ。	점장님, 여러분이 만드는 생선 요리 솜씨가 점점 더 좋아지고 있어요, 샐러드조차도 이렇게 맛있네요.	ผู้จัดการ​ครับ​ ฝีมือ​ทำปลา​ของ​พวกคุณ​ดีขึ้น​เรื่อยๆ​ แม้แต่​สลัด​ก็​อร่อย​ขนาด​นี้​																		
1082	100	3	2		4															1	我	我	Me	私	나	ฉัน	过奖了，也可能是远桥先生今天的心情本来就很好呢。	過獎了，也可能是遠橋先生今天的心情本來就很好呢。	You're too kind. Maybe Mr. Bridger is just in a good mood today.	そう言ってもらえて嬉しいです。それに、今日は遠橋さんの機嫌もよさそうですね。	과찬이세요, 아마도 연교 씨가 오늘 기분이 좋으셔서 그런 걸 수도 있어요.	ชม​เกินไป​แล้ว​ อาจจะ​เป็น​เพราะ​อารมณ์​ของ​คุณ​เอน​เคียว​ดี​อยู่แล้ว​ก็ได้​นะ​																		
1083	100	4	1	18:guest_icon_09	5															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	……还真的被你看出来了，哈哈哈。	……還真的被你看出來了，哈哈哈。	You really noticed, hahaha.	……ハハハ、やっぱり店長には分かるかい？	...정말로 당신이 알아차렸군요, 하하하.	...​คุณ​ดูออก​จริงๆ​ ด้วย​ ฮ่า​ๆๆ​																		
1084	100	5	1	18:guest_icon_09	6															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	今天我登上了白塔研究院的顶端——！	今天我登上了白塔研究院的頂端——！	Today, I ascended to the top of the Ivorus Institute!	今日、私はホワイトタワー研究院の一番上に立ったんだ！	오늘 저는 브라이트 타워 연구소의 가장 높은 곳까지 올라가봤답니다——!	วันนี้​ผม​ขึ้นไป​ถึง​ยอด​สถาบันวิจัย​ไวท์​ทาวเวอร์​—!​																		
1085	100	6	1	18:guest_icon_09	7															1	远桥	遠橋	Bridger	遠橋	연교	เอนเคียว	……虽然是工作的关系，在考察时经过而已，但有机会登上的那一刻还是觉得很感动啊。	……雖然是工作的關係，在考察時經過而已，但有機會登上的那一刻還是覺得很感動啊。	Although it was just part of my work to inspect the area, the moment I stood on the top was still very touching.	……仕事上の付き合いとはいえ、視察では通り過ぎただけだったけれど、あそこに登る機会をもらえて、やはり感慨深いものがあったよ。	...일 때문에, 조사 중에 우연히 지나가게 되었지만, 올라간 그 순간에도 매우 감동적이었어요	...​ถึง​จะ​เป็น​เพราะ​งาน​ แค่​ผ่าน​ไป​ระหว่าง​ตรวจสอบ​ แต่​พอ​มีโอกาส​ได้​ขึ้นไป​ ก็​รู้สึก​ประทับใจ​จริงๆ​																		
