id	setMeal	seat	type	skill	maxSkill	group	status	name1	name1_zh_TW	name1_en_UK	name1_ja_JP	name1_ko_KR	name1_th_TH	name2	name2_zh_TW	name2_en_UK	name2_ja_JP	name2_ko_KR	name2_th_TH
170	3	2	2	5001	5001	19	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
171	3	3	4	5003	5004	19	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
172	1	1	1	5002	5002	20	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
173	1	2	2	5001	5001	20	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
174	1	3	4	5003	5004	20	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
175	2	1	1	5002	5002	20	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
176	2	2	3	5001	5001	20	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
177	2	3	4	5003	5004	20	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
178	3	1	1	5002	5002	20	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
179	3	2	3	5001	5001	20	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
180	3	3	4	5003	5004	20	1	贝克街定制套餐	貝克街定制套餐	Custom Set Meal	ベイカーストリート特製セット	베이커 가 특제 세트	เซ็ตเมนูที่ถนนเบเกอร์	店长随心套餐	店長隨心套餐	Manager's Pick Set	店長おまかせセット	점장 추천 세트	เช็ตเมนูตามใจผู้จัดการ
