equipId	quality	equipPart	poolMain	poolsub	equipRefiningItem	equipRefiningNum	equipRefiningItemWay2	equipRefiningItemWay2Num	suitId	equipICon	equipIBigCon	isRandom	status	levelupType	type	equipName	equipName_zh_TW	equipName_en_UK	equipName_ja_JP	equipName_ko_KR	equipName_th_TH	equipDesc	equipDesc_zh_TW	equipDesc_en_UK	equipDesc_ja_JP	equipDesc_ko_KR	equipDesc_th_TH
4010845	4	5	5	1004	4100032;3000003	1;15000			108	7:goods_icon_4010845	7:goods_icon_4010845	1	1			援护套-嘴套	援護套-嘴套	Support Set - Mouthpiece	援護装飾・顔	엄호 세트 - 마스크	เซ็ต​ซัพพอร์ต​ -​ ส่วน​ปาก​	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010846	4	6	6	1004	4100032;3000003	1;15000			108	7:goods_icon_4010846	7:goods_icon_4010846	1	1			援护套-爪饰	援護套-爪飾	Support Set - Claws	援護装飾・爪	엄호 세트 - 장갑	เซ็ตซัพพอร์ต - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010851	5	1	1	1005	4100032;3000003	1;20000			108	7:goods_icon_4010851	7:goods_icon_4010851	1	1			援护套-头饰	援護套-頭飾	Support Set - Headpiece	援護装飾・頭部	엄호 세트 - 머리 장식	เซ็ต​ซัพพอร์ต​ -​ ประดับ​หัว​	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010852	5	2	2	1005	4100032;3000003	1;20000			108	7:goods_icon_4010852	7:goods_icon_4010852	1	1			援护套-耳饰	援護套-耳飾	Support Set - Earrings	援護装飾・耳	엄호 세트 - 귀 장식	เซ็ตซัพพอร์ต - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010853	5	3	3	1005	4100032;3000003	1;20000			108	7:goods_icon_4010853	7:goods_icon_4010853	1	1			援护套-颈环	援護套-頸環	Support Set - Necklace	援護装飾・首	엄호 세트 - 목걸이	เซ็ตซัพพอร์ต - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010854	5	4	4	1005	4100032;3000003	1;20000			108	7:goods_icon_4010854	7:goods_icon_4010854	1	1			援护套-尾饰	援護套-尾飾	Support Set - Tailpiece	援護装飾・尻尾	엄호 세트 - 꼬리 장식	เซ็ต​ซัพพอร์ต​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010855	5	5	5	1005	4100032;3000003	1;20000			108	7:goods_icon_4010855	7:goods_icon_4010855	1	1			援护套-嘴套	援護套-嘴套	Support Set - Mouthpiece	援護装飾・顔	엄호 세트 - 마스크	เซ็ต​ซัพพอร์ต​ -​ ส่วน​ปาก​	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010856	5	6	6	1005	4100032;3000003	1;20000			108	7:goods_icon_4010856	7:goods_icon_4010856	1	1			援护套-爪饰	援護套-爪飾	Support Set - Claws	援護装飾・爪	엄호 세트 - 장갑	เซ็ตซัพพอร์ต - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010861	6	1	1	1006	4100032;3000003	1;20000			108	7:goods_icon_4010861	7:goods_icon_4010861	1	1			援护套-头饰	援護套-頭飾	Support Set - Headpiece	援護装飾・頭部	엄호 세트 - 머리 장식	เซ็ต​ซัพพอร์ต​ -​ ประดับ​หัว​	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010862	6	2	2	1006	4100032;3000003	1;20000			108	7:goods_icon_4010862	7:goods_icon_4010862	1	1			援护套-耳饰	援護套-耳飾	Support Set - Earrings	援護装飾・耳	엄호 세트 - 귀 장식	เซ็ตซัพพอร์ต - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010863	6	3	3	1006	4100032;3000003	1;20000			108	7:goods_icon_4010863	7:goods_icon_4010863	1	1			援护套-颈环	援護套-頸環	Support Set - Necklace	援護装飾・首	엄호 세트 - 목걸이	เซ็ตซัพพอร์ต - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010864	6	4	4	1006	4100032;3000003	1;20000			108	7:goods_icon_4010864	7:goods_icon_4010864	1	1			援护套-尾饰	援護套-尾飾	Support Set - Tailpiece	援護装飾・尻尾	엄호 세트 - 꼬리 장식	เซ็ต​ซัพพอร์ต​ -​ ประดับ​หาง​	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010865	6	5	5	1006	4100032;3000003	1;20000			108	7:goods_icon_4010865	7:goods_icon_4010865	1	1			援护套-嘴套	援護套-嘴套	Support Set - Mouthpiece	援護装飾・顔	엄호 세트 - 마스크	เซ็ต​ซัพพอร์ต​ -​ ส่วน​ปาก​	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010866	6	6	6	1006	4100032;3000003	1;20000			108	7:goods_icon_4010866	7:goods_icon_4010866	1	1			援护套-爪饰	援護套-爪飾	Support Set - Claws	援護装飾・爪	엄호 세트 - 장갑	เซ็ตซัพพอร์ต - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010911	1	1	1	1001	4100032;3000003	1;2000			109	7:goods_icon_4010911	7:goods_icon_4010911	1	1			精通套-头饰	精通套-頭飾	Mastery Set - Headpiece	精通装飾・頭部	마스터 세트 - 머리 장식	เซ็ตชำนาญ - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010912	1	2	2	1001	4100032;3000003	1;2000			109	7:goods_icon_4010912	7:goods_icon_4010912	1	1			精通套-耳饰	精通套-耳飾	Mastery Set - Earrings	精通装飾・耳	마스터 세트 - 귀 장식	เซ็ตชำนาญ - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010913	1	3	3	1001	4100032;3000003	1;2000			109	7:goods_icon_4010913	7:goods_icon_4010913	1	1			精通套-颈环	精通套-頸環	Mastery Set - Necklace	精通装飾・首	마스터 세트 - 목걸이	เซ็ตชำนาญ - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010914	1	4	4	1001	4100032;3000003	1;2000			109	7:goods_icon_4010914	7:goods_icon_4010914	1	1			精通套-尾饰	精通套-尾飾	Mastery Set - Tailpiece	精通装飾・尻尾	마스터 세트 - 꼬리 장식	เซ็ตชำนาญ - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010915	1	5	5	1001	4100032;3000003	1;2000			109	7:goods_icon_4010915	7:goods_icon_4010915	1	1			精通套-嘴套	精通套-嘴套	Mastery Set - Mouthpiece	精通装飾・顔	마스터 세트 - 마스크	เซ็ตชำนาญ - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010916	1	6	6	1001	4100032;3000003	1;2000			109	7:goods_icon_4010916	7:goods_icon_4010916	1	1			精通套-爪饰	精通套-爪飾	Mastery Set - Claws	精通装飾・爪	마스터 세트 - 장갑	เซ็ตชำนาญ - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010921	2	1	1	1002	4100032;3000003	1;5000			109	7:goods_icon_4010921	7:goods_icon_4010921	1	1			精通套-头饰	精通套-頭飾	Mastery Set - Headpiece	精通装飾・頭部	마스터 세트 - 머리 장식	เซ็ตชำนาญ - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010922	2	2	2	1002	4100032;3000003	1;5000			109	7:goods_icon_4010922	7:goods_icon_4010922	1	1			精通套-耳饰	精通套-耳飾	Mastery Set - Earrings	精通装飾・耳	마스터 세트 - 귀 장식	เซ็ตชำนาญ - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010923	2	3	3	1002	4100032;3000003	1;5000			109	7:goods_icon_4010923	7:goods_icon_4010923	1	1			精通套-颈环	精通套-頸環	Mastery Set - Necklace	精通装飾・首	마스터 세트 - 목걸이	เซ็ตชำนาญ - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010924	2	4	4	1002	4100032;3000003	1;5000			109	7:goods_icon_4010924	7:goods_icon_4010924	1	1			精通套-尾饰	精通套-尾飾	Mastery Set - Tailpiece	精通装飾・尻尾	마스터 세트 - 꼬리 장식	เซ็ตชำนาญ - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010925	2	5	5	1002	4100032;3000003	1;5000			109	7:goods_icon_4010925	7:goods_icon_4010925	1	1			精通套-嘴套	精通套-嘴套	Mastery Set - Mouthpiece	精通装飾・顔	마스터 세트 - 마스크	เซ็ตชำนาญ - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010926	2	6	6	1002	4100032;3000003	1;5000			109	7:goods_icon_4010926	7:goods_icon_4010926	1	1			精通套-爪饰	精通套-爪飾	Mastery Set - Claws	精通装飾・爪	마스터 세트 - 장갑	เซ็ตชำนาญ - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010931	3	1	1	1003	4100032;3000003	1;10000			109	7:goods_icon_4010931	7:goods_icon_4010931	1	1			精通套-头饰	精通套-頭飾	Mastery Set - Headpiece	精通装飾・頭部	마스터 세트 - 머리 장식	เซ็ตชำนาญ - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010932	3	2	2	1003	4100032;3000003	1;10000			109	7:goods_icon_4010932	7:goods_icon_4010932	1	1			精通套-耳饰	精通套-耳飾	Mastery Set - Earrings	精通装飾・耳	마스터 세트 - 귀 장식	เซ็ตชำนาญ - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010933	3	3	3	1003	4100032;3000003	1;10000			109	7:goods_icon_4010933	7:goods_icon_4010933	1	1			精通套-颈环	精通套-頸環	Mastery Set - Necklace	精通装飾・首	마스터 세트 - 목걸이	เซ็ตชำนาญ - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010934	3	4	4	1003	4100032;3000003	1;10000			109	7:goods_icon_4010934	7:goods_icon_4010934	1	1			精通套-尾饰	精通套-尾飾	Mastery Set - Tailpiece	精通装飾・尻尾	마스터 세트 - 꼬리 장식	เซ็ตชำนาญ - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010935	3	5	5	1003	4100032;3000003	1;10000			109	7:goods_icon_4010935	7:goods_icon_4010935	1	1			精通套-嘴套	精通套-嘴套	Mastery Set - Mouthpiece	精通装飾・顔	마스터 세트 - 마스크	เซ็ตชำนาญ - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010936	3	6	6	1003	4100032;3000003	1;10000			109	7:goods_icon_4010936	7:goods_icon_4010936	1	1			精通套-爪饰	精通套-爪飾	Mastery Set - Claws	精通装飾・爪	마스터 세트 - 장갑	เซ็ตชำนาญ - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010941	4	1	1	1004	4100032;3000003	1;15000			109	7:goods_icon_4010941	7:goods_icon_4010941	1	1			精通套-头饰	精通套-頭飾	Mastery Set - Headpiece	精通装飾・頭部	마스터 세트 - 머리 장식	เซ็ตชำนาญ - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010942	4	2	2	1004	4100032;3000003	1;15000			109	7:goods_icon_4010942	7:goods_icon_4010942	1	1			精通套-耳饰	精通套-耳飾	Mastery Set - Earrings	精通装飾・耳	마스터 세트 - 귀 장식	เซ็ตชำนาญ - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010943	4	3	3	1004	4100032;3000003	1;15000			109	7:goods_icon_4010943	7:goods_icon_4010943	1	1			精通套-颈环	精通套-頸環	Mastery Set - Necklace	精通装飾・首	마스터 세트 - 목걸이	เซ็ตชำนาญ - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010944	4	4	4	1004	4100032;3000003	1;15000			109	7:goods_icon_4010944	7:goods_icon_4010944	1	1			精通套-尾饰	精通套-尾飾	Mastery Set - Tailpiece	精通装飾・尻尾	마스터 세트 - 꼬리 장식	เซ็ตชำนาญ - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010945	4	5	5	1004	4100032;3000003	1;15000			109	7:goods_icon_4010945	7:goods_icon_4010945	1	1			精通套-嘴套	精通套-嘴套	Mastery Set - Mouthpiece	精通装飾・顔	마스터 세트 - 마스크	เซ็ตชำนาญ - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010946	4	6	6	1004	4100032;3000003	1;15000			109	7:goods_icon_4010946	7:goods_icon_4010946	1	1			精通套-爪饰	精通套-爪飾	Mastery Set - Claws	精通装飾・爪	마스터 세트 - 장갑	เซ็ตชำนาญ - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010951	5	1	1	1005	4100032;3000003	1;20000			109	7:goods_icon_4010951	7:goods_icon_4010951	1	1			精通套-头饰	精通套-頭飾	Mastery Set - Headpiece	精通装飾・頭部	마스터 세트 - 머리 장식	เซ็ตชำนาญ - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010952	5	2	2	1005	4100032;3000003	1;20000			109	7:goods_icon_4010952	7:goods_icon_4010952	1	1			精通套-耳饰	精通套-耳飾	Mastery Set - Earrings	精通装飾・耳	마스터 세트 - 귀 장식	เซ็ตชำนาญ - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010953	5	3	3	1005	4100032;3000003	1;20000			109	7:goods_icon_4010953	7:goods_icon_4010953	1	1			精通套-颈环	精通套-頸環	Mastery Set - Necklace	精通装飾・首	마스터 세트 - 목걸이	เซ็ตชำนาญ - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010954	5	4	4	1005	4100032;3000003	1;20000			109	7:goods_icon_4010954	7:goods_icon_4010954	1	1			精通套-尾饰	精通套-尾飾	Mastery Set - Tailpiece	精通装飾・尻尾	마스터 세트 - 꼬리 장식	เซ็ตชำนาญ - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010955	5	5	5	1005	4100032;3000003	1;20000			109	7:goods_icon_4010955	7:goods_icon_4010955	1	1			精通套-嘴套	精通套-嘴套	Mastery Set - Mouthpiece	精通装飾・顔	마스터 세트 - 마스크	เซ็ตชำนาญ - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010956	5	6	6	1005	4100032;3000003	1;20000			109	7:goods_icon_4010956	7:goods_icon_4010956	1	1			精通套-爪饰	精通套-爪飾	Mastery Set - Claws	精通装飾・爪	마스터 세트 - 장갑	เซ็ตชำนาญ - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010961	6	1	1	1006	4100032;3000003	1;20000			109	7:goods_icon_4010961	7:goods_icon_4010961	1	1			精通套-头饰	精通套-頭飾	Mastery Set - Headpiece	精通装飾・頭部	마스터 세트 - 머리 장식	เซ็ตชำนาญ - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010962	6	2	2	1006	4100032;3000003	1;20000			109	7:goods_icon_4010962	7:goods_icon_4010962	1	1			精通套-耳饰	精通套-耳飾	Mastery Set - Earrings	精通装飾・耳	마스터 세트 - 귀 장식	เซ็ตชำนาญ - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4010963	6	3	3	1006	4100032;3000003	1;20000			109	7:goods_icon_4010963	7:goods_icon_4010963	1	1			精通套-颈环	精通套-頸環	Mastery Set - Necklace	精通装飾・首	마스터 세트 - 목걸이	เซ็ตชำนาญ - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010964	6	4	4	1006	4100032;3000003	1;20000			109	7:goods_icon_4010964	7:goods_icon_4010964	1	1			精通套-尾饰	精通套-尾飾	Mastery Set - Tailpiece	精通装飾・尻尾	마스터 세트 - 꼬리 장식	เซ็ตชำนาญ - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4010965	6	5	5	1006	4100032;3000003	1;20000			109	7:goods_icon_4010965	7:goods_icon_4010965	1	1			精通套-嘴套	精通套-嘴套	Mastery Set - Mouthpiece	精通装飾・顔	마스터 세트 - 마스크	เซ็ตชำนาญ - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4010966	6	6	6	1006	4100032;3000003	1;20000			109	7:goods_icon_4010966	7:goods_icon_4010966	1	1			精通套-爪饰	精通套-爪飾	Mastery Set - Claws	精通装飾・爪	마스터 세트 - 장갑	เซ็ตชำนาญ - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011011	1	1	1	1001	4100032;3000003	1;2000			110	7:goods_icon_4010111	7:goods_icon_4010111	1	1			幸运套-头饰	幸運套-頭飾	Lucky Set - Headpiece	幸運装飾・頭部	행운 세트 - 머리 장식	เซ็ตนำโชค - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4011012	1	2	2	1001	4100032;3000003	1;2000			110	7:goods_icon_4010112	7:goods_icon_4010112	1	1			幸运套-耳饰	幸運套-耳飾	Lucky Set - Earrings	幸運装飾・耳	행운 세트 - 귀 장식	เซ็ตนำโชค - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4011013	1	3	3	1001	4100032;3000003	1;2000			110	7:goods_icon_4010113	7:goods_icon_4010113	1	1			幸运套-颈环	幸運套-頸環	Lucky Set - Necklace	幸運装飾・首	행운 세트 - 목걸이	เซ็ตนำโชค - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011014	1	4	4	1001	4100032;3000003	1;2000			110	7:goods_icon_4010114	7:goods_icon_4010114	1	1			幸运套-尾饰	幸運套-尾飾	Lucky Set - Tailpiece	幸運装飾・尻尾	행운 세트 - 꼬리 장식	เซ็ตนำโชค - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011015	1	5	5	1001	4100032;3000003	1;2000			110	7:goods_icon_4010115	7:goods_icon_4010115	1	1			幸运套-嘴套	幸運套-嘴套	Lucky Set - Mouthpiece	幸運装飾・顔	행운 세트 - 마스크	เซ็ตนำโชค - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011016	1	6	6	1001	4100032;3000003	1;2000			110	7:goods_icon_4010116	7:goods_icon_4010116	1	1			幸运套-爪饰	幸運套-爪飾	Lucky Set - Claws	幸運装飾・爪	행운 세트 - 장갑	เซ็ตนำโชค - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011021	2	1	1	1002	4100032;3000003	1;5000			110	7:goods_icon_4010121	7:goods_icon_4010121	1	1			幸运套-头饰	幸運套-頭飾	Lucky Set - Headpiece	幸運装飾・頭部	행운 세트 - 머리 장식	เซ็ตนำโชค - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4011022	2	2	2	1002	4100032;3000003	1;5000			110	7:goods_icon_4010122	7:goods_icon_4010122	1	1			幸运套-耳饰	幸運套-耳飾	Lucky Set - Earrings	幸運装飾・耳	행운 세트 - 귀 장식	เซ็ตนำโชค - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4011023	2	3	3	1002	4100032;3000003	1;5000			110	7:goods_icon_4010123	7:goods_icon_4010123	1	1			幸运套-颈环	幸運套-頸環	Lucky Set - Necklace	幸運装飾・首	행운 세트 - 목걸이	เซ็ตนำโชค - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011024	2	4	4	1002	4100032;3000003	1;5000			110	7:goods_icon_4010124	7:goods_icon_4010124	1	1			幸运套-尾饰	幸運套-尾飾	Lucky Set - Tailpiece	幸運装飾・尻尾	행운 세트 - 꼬리 장식	เซ็ตนำโชค - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011025	2	5	5	1002	4100032;3000003	1;5000			110	7:goods_icon_4010125	7:goods_icon_4010125	1	1			幸运套-嘴套	幸運套-嘴套	Lucky Set - Mouthpiece	幸運装飾・顔	행운 세트 - 마스크	เซ็ตนำโชค - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011026	2	6	6	1002	4100032;3000003	1;5000			110	7:goods_icon_4010126	7:goods_icon_4010126	1	1			幸运套-爪饰	幸運套-爪飾	Lucky Set - Claws	幸運装飾・爪	행운 세트 - 장갑	เซ็ตนำโชค - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011031	3	1	1	1003	4100032;3000003	1;10000			110	7:goods_icon_4010131	7:goods_icon_4010131	1	1			幸运套-头饰	幸運套-頭飾	Lucky Set - Headpiece	幸運装飾・頭部	행운 세트 - 머리 장식	เซ็ตนำโชค - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4011032	3	2	2	1003	4100032;3000003	1;10000			110	7:goods_icon_4010132	7:goods_icon_4010132	1	1			幸运套-耳饰	幸運套-耳飾	Lucky Set - Earrings	幸運装飾・耳	행운 세트 - 귀 장식	เซ็ตนำโชค - ต่างหู	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
4011033	3	3	3	1003	4100032;3000003	1;10000			110	7:goods_icon_4010133	7:goods_icon_4010133	1	1			幸运套-颈环	幸運套-頸環	Lucky Set - Necklace	幸運装飾・首	행운 세트 - 목걸이	เซ็ตนำโชค - ปลอกคอ	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011034	3	4	4	1003	4100032;3000003	1;10000			110	7:goods_icon_4010134	7:goods_icon_4010134	1	1			幸运套-尾饰	幸運套-尾飾	Lucky Set - Tailpiece	幸運装飾・尻尾	행운 세트 - 꼬리 장식	เซ็ตนำโชค - ประดับหาง	主属性为防御	主屬性為防禦	Primary Stat: DEF	メインステータス:防御力	메인 속성은 방어	คุณสมบัติหลักคือป้องกัน
4011035	3	5	5	1003	4100032;3000003	1;10000			110	7:goods_icon_4010135	7:goods_icon_4010135	1	1			幸运套-嘴套	幸運套-嘴套	Lucky Set - Mouthpiece	幸運装飾・顔	행운 세트 - 마스크	เซ็ตนำโชค - ส่วนปาก	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011036	3	6	6	1003	4100032;3000003	1;10000			110	7:goods_icon_4010136	7:goods_icon_4010136	1	1			幸运套-爪饰	幸運套-爪飾	Lucky Set - Claws	幸運装飾・爪	행운 세트 - 장갑	เซ็ตนำโชค - กรงเล็บ	主属性为攻击	主屬性為攻擊	Primary Stat: ATK	メインステータス:攻撃力	메인 속성은 공격	คุณสมบัติหลักคือโจมตี
4011041	4	1	1	1004	4100032;3000003	1;15000			110	7:goods_icon_4010141	7:goods_icon_4010141	1	1			幸运套-头饰	幸運套-頭飾	Lucky Set - Headpiece	幸運装飾・頭部	행운 세트 - 머리 장식	เซ็ตนำโชค - ประดับหัว	主属性为生命	主屬性為生命	Primary Stat: HP	メインステータス:最大HP	메인 속성은 HP	คุณสมบัติหลักคือ HP
