id	activityId	groupId	tagOr	tagClash	unlockTask	unlockTag	nextTag	tagScore	iconId	status	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
31204118	2	2120402			0	0	31204119;31204120	10	183:astrict_prop_dur_11	1	敌方忍耐率提高20%	敵方忍耐率提高20%	Increases enemies' Endurance by 20%.	敵の忍耐率＋20%	적 인내율 +20%	อัตรา​อดทน​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 20%​
31204119	2	2120402	120406	120402	0	0	31204121;31204122	20	183:astrict_levl_color_01	1	敌方情绪颜色变为红色	敵方情緒顏色變為紅色	Changes enemies' Pathos color to Red.	敵がレッド属性になる	적 이모션 컬러 레드로 변경	สี​พา​โธส​ของ​ฝ่าย​ศัตรู​เปลี่ยนเป็น​สีแดง​
31204120	2	2120402	120406		0	0	31204121;31204122	20	183:astrict_prop_shi_22	1	我方战斗员造成护盾降低40%	我方戰鬥員造成護盾降低40%	Reduces allied Combatants' Shield Effect by 40%.	味方戦闘員の与シールド－40%	아군 전투원에게 적용되는 실드 -40%	โล่​ป้อง​กันที่​ตัวละคร​ฝ่าย​เรา​สร้าง​ขึ้น​ลดลง​ 40%​
31204121	2	2120402			0	0	31204123	10	183:astrict_prop_criRate_11	1	敌方暴击率提高20%	敵方爆擊率提高20%	Increases enemies' CRIT Rate by 20%.	敵の会心率＋20%	적 크리티컬율 +20%	อัต​ราค​ริ​ติ​คอ​ล​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 20%​
31204122	2	2120402			0	0	31204124	10	183:astrict_prop_atk_11	1	敌方攻击力提高15%	敵方攻擊力提高15%	Increases enemies' ATK by 15%.	敵の攻撃力＋15%	적 공격력 +15%	ATK​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 15%​
31204123	2	2120402		120403	0	0	0	30	183:astrict_levl_round_01	1	回合数上限减到6回合	回合數上限減到6回合	Reduces the turn limit to 6 turns.	戦闘ターン数が5ターンに制限される	전투 시 턴 6턴 이내로 제한	จำกัด​จำนวน​เทิร์น​สูงสุด​ลดลง​เหลือ​ 6​ เทิร์น​
31204124	2	2120402			0	0	0	30	183:astrict_bufcha_bufim_01	1	我方战斗员造成治疗降低100%	我方戰鬥員造成治療降低100%	Reduces allied Combatants' healing effect by 100%.	味方戦闘員の与回復効果－100%	아군 전투원이 부여하는 치유 효과 -100%	การฟื้นฟู​ที่​ตัวละคร​ฝ่าย​เรา​สร้าง​ขึ้น​ลดลง​ 100%​
31204125	2	2120403			0	-1	31204128;31204127	20	183:astrict_prop_shi_22	1	我方战斗员造成护盾降低40%	我方戰鬥員造成護盾降低40%	Reduces allied Combatants' Shield Effect by 40%.	味方戦闘員の与シールド－40%	아군 전투원에게 적용되는 실드 -40%	โล่​ป้อง​กันที่​ตัวละคร​ฝ่าย​เรา​สร้าง​ขึ้น​ลดลง​ 40%​
31204126	2	2120403			0	-1	31204129	20	183:astrict_prop_heal_22	1	我方战斗员造成治疗降低40%	我方戰鬥員造成治療降低40%	Reduces allied Combatants' Healing Effect by 40%.	味方戦闘員の与回復効果－40%	아군 전투원이 부여하는 치유 효과 -40%	การฟื้นฟู​ที่​ตัวละคร​ฝ่าย​เรา​สร้าง​ขึ้น​ลดลง​ 40%​
31204127	2	2120403	120405		0	0	31204130	10	183:astrict_prop_atk_11	1	敌方首领攻击力提高17%	敵方首領攻擊力提高17%	Increases the boss's ATK by 17%.	ボスの攻撃力＋17%	적 보스 몬스터 공격력 +17%	ATK​ ของ​บอส​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 17%​
31204128	2	2120403	120405		0	0	31204130	10	183:astrict_prop_atk_11	1	敌方普通敌人攻击力提高17%	敵方普通敵人攻擊力提高17%	Increases normal enemies' ATK by 17%.	ザコ敵の攻撃力＋17%	적 일반 몬스터 공격력 +17%	ATK​ ของ​ศัตรู​ทั่วไป​เพิ่มขึ้น​ 17%​
31204129	2	2120403			0	0	31204131	10	183:astrict_prop_dur_02	1	我方每回合开始时获得忍耐率降低20%	我方每回合開始時獲得忍耐率降低20%	At the beginning of each turn, reduces allies' Endurance by 20%.	ターン開始時、忍耐率－20%	매턴 시작 시 아군에게 적용되는 인내율 -20%	เมื่อ​เริ่ม​แต่ละ​เทิร์น​ ฝ่าย​เรา​จะ​ได้รับ​อัตรา​อดทน​ลดลง​ 20%​
31204130	2	2120403			0	0	31204132	10	183:astrict_prop_def_02	1	我方每回合开始时获得防御力降低30%	我方每回合開始時獲得防禦力降低30%	At the beginning of each turn, reduces allies' DEF by 30%.	ターン開始時、防御力－30%	매턴 시작 시 아군에게 적용되는 방어력 -30%	เมื่อ​เริ่ม​แต่ละ​เทิร์น​ ฝ่าย​เรา​จะ​ได้รับ​ DEF​ ลดลง​ 20%​
31204131	2	2120403		120402	0	0	0	20	183:astrict_levl_color_01	1	敌方普通敌人情绪颜色变成绿色	敵方普通敵人情緒顏色變成綠色	Changes normal enemies' Pathos color to Green.	ザコ敵がグリーン属性になる	적 일반 몬스터 이모션 컬러 그린으로 변경	สี​พา​โธส​ของ​ศัตรู​ทั่วไป​เปลี่ยนเป็น​สี​เขียว​
31204132	2	2120403			0	0	31204133;31204134	10	183:astrict_prop_atk_02	1	我方每回合获得1层攻击力降低15%	我方每回合獲得1層攻擊力降低15%	Allies gain 1 stack of 15% ATK Decrease each turn.	毎ターン、味方に「攻撃力－15%」が1スタック付与される	아군이 턴당 획득하는 1스택의 공격력 -15%	ทุกๆ​ เทิร์น​ฝ่าย​เรา​ได้รับ​ ATK​ ลดลง​ 15%​
31204133	2	2120403	120407		0	0	31204135;31204136	20	183:astrict_dmtp_bas_01	1	敌方攻击会为目标附加1层受到伤害提升10%，上限3层	敵方攻擊會為目標附加1層受到傷害提升10%，上限3層	Enemies' attacks inflict 1 stack of an effect that increases the target's DMG taken by 10%, stacking up to 3 times.	敵攻撃時、対象に「被ダメージ＋10%」を1スタック付与する(最大3スタックまで)	적 공격 시 1스택의 목표에게 적용되는 대미지 +10%, 최대 3스택 적용 가능	การ​โจมตี​ของ​ศัตรู​จะ​เพิ่ม​สถานะ​ให้​แก่​เป้าหมาย​ 1​ ชั้น​  เพิ่ม​ดา​เม​จ​ที่​ได้รับ​ 10%​ สูงสุด​ 3​ ชั้น​
31204134	2	2120403	120407		0	0	31204135;31204136	20	183:astrict_prop_shi_21	1	我方战斗员造成护盾降低40%	我方戰鬥員造成護盾降低40%	Reduces allied Combatants' Shield Effect by 40%.	味方戦闘員の与シールド－40%	아군 전투원에게 적용되는 실드 -40%	โล่​ป้อง​กันที่​ตัวละคร​ฝ่าย​เรา​สร้าง​ขึ้น​ลดลง​ 40%​
31204135	2	2120403			0	0	0	30	183:astrict_prop_reShi_01	1	敌方开场获得3回合生命值200%护盾	敵方開場獲得3回合生命值200%護盾	Enemies gain a shield equal to 200% of their HP for 3 turns at the start of the battle.	戦闘開始時、敵はHPの200%分のシールドを獲得する。3ターン持続	전투 시작 시 3턴 동안 적에게 HP에 200%에 해당하는 실드 획득	เมื่อ​เริ่ม​ต่อสู้​ศัตรู​จะ​ได้รับ​โล่​ป้อง​กันที่​มี​ HP​ 200%​ เป็นเวลา​ 3​ เทิร์น​
31204136	2	2120403		120403	0	0	0	30	183:astrict_levl_round_01	1	回合数上限减到6回合	回合數上限減到6回合	Reduces the turn limit to 6 turns.	戦闘ターン数が5ターンに制限される	전투 시 턴 6턴 이내로 제한	จำกัด​จำนวน​เทิร์น​สูงสุด​ลดลง​เหลือ​ 6​ เทิร์น​
31205101	2	2120501			0	-1	31205102;31205103	20	183:astrict_prop_dur_21	1	敌方忍耐率提升25%	敵方忍耐率提升25%	Increases enemies' Endurance by 25%.	敵の忍耐率＋25%	적 인내율 +25%	อัตรา​อดทน​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 25%​
31205102	2	2120501	120501		0	0	31205104	20	183:astrict_dmtp_tru_02	1	受到真实伤害降低45%	受到真實傷害降低45%	Reduces True DMG taken by 45%.	受ける直撃ダメージ－45%	적용되는 고정 대미지 -45%	ได้รับ​ดา​เม​จ​จริง​ลดลง​ 45%​
31205103	2	2120501	120501		0	0	31205104	20	183:astrict_dmtp_sha_02	1	受到破碎伤害降低45%	受到破碎傷害降低45%	Reduces Sunder DMG taken by 45%.	受ける超会心ダメージ－45%	적용되는 파쇄 대미지 -45%	ได้รับ​ดา​เม​จบ​ด​ขยี้​ลดลง​ 45%​
31205104	2	2120501			0	0	31205105	10	183:astrict_prop_atk_11	1	敌方攻击力提升15%	敵方攻擊力提升15%	Increases enemies' ATK by 15%.	敵の攻撃力＋15%	적 공격력 +15%	ATK​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 15%​
31205105	2	2120501			0	0	31205111	10	183:astrict_prop_hp_21	1	敌方生命值提升30%	敵方生命值提升30%	Increases enemies' HP by 30%.	敵のHP＋30%	적 HP +30%	HP​ ของ​ศัตรู​เพิ่มขึ้น​ 30%​
31205106	2	2120501			0	-1	31205107	20	183:astrict_prop_reHeal_02	1	降低我方治疗量40%	降低我方治療量40%	Reduces allies' healing by 40%.	味方の与回復効果－40%	아군에게 적용되는 치유량 -40%	ลด​ปริมาณ​การฟื้นฟู​ของ​ฝ่าย​เรา​ลง​ 40%​
31205107	2	2120501		120501	0	0	31205108;31205109	20	183:astrict_levl_summon_01	1	增加两名<深渊转盘>敌人	增加兩名<深淵轉盤>敵人	Adds 2 <Abyssal Wheel> enemies.	敵側に「ルーレット道化師」が2体追加する	<심연의 룰렛> 적 2마리 증가	เพิ่ม​ศัตรู​ <​กงล้อ​ความมืด​>​ 2​ ตัว​
31205108	2	2120501	120502		0	0	31205110	10	183:astrict_prop_dur_11	1	敌方忍耐率提升20%	敵方忍耐率提升20%	Increases enemies' Endurance by 20%.	敵の忍耐率＋20%	적 인내율 +20%	อัตรา​อดทน​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 20%​
31205109	2	2120501	120502		0	0	31205110	10	183:astrict_prop_criRateRes_11	1	敌方暴击抵抗提升20%	敵方爆擊抵抗提升20%	Increases enemies' CRIT RES by 20%.	敵の会心ダメージ回避率＋20%	적 크리티컬 저항 +20%	ศัตรู​ต้าน​ทา​นค​ริ​ติ​คอ​ล​เพิ่มขึ้น​ 20%​
31205110	2	2120501			0	0	31205111	20	183:astrict_dmtp_per_02	1	敌方受到间接伤害降低45%	敵方受到間接傷害降低45%	Enemies take 45% reduced Indirect DMG.	敵が受ける間接ダメージ－45%	적에게 적용되는 간접 대미지 -45%	ฝ่าย​ศัตรู​ได้รับ​ดา​เม​จ​ต่อเนื่อง​ลดลง​ 45%​
31205111	2	2120501			0	0	31205112	30	183:astrict_comb_comb_02	1	敌方攻击时带有恐惧效果	敵方攻擊時帶有恐懼效果	Enemies' attacks inflict Fear.	敵攻撃時、対象に「恐怖」を付与する	적 공격 시 공포 효과 적용	เมื่อ​ศัตรู​โจมตี​จะ​ติด​เอฟเฟกต์​หวาดกลัว​
31205112	2	2120501			0	0	0	30	183:astrict_prop_criRate_31	1	敌方首领敌人暴击率提升30%	敵方首領敵人爆擊率提升30%	Increases the boss's CRIT Rate by 30%.	ボスの会心率＋30%	적 보스 몬스터 크리티컬율 +30%	อัต​ราค​ริ​ติ​คอ​ล​ของ​ศัตรู​ระดับ​บอส​เพิ่มขึ้น​ 30%​
31205113	2	2120502	120503		0	-1	31205115;31205119	20	183:astrict_prop_reHeal_01	1	释放3星技能，敌方获得最大生命值30%的治疗效果	釋放3星技能，敵方獲得最大生命值30%的治療效果	When using a 3★ skill, enemies heal for 30% of their max HP.	★3スキル発動すると、敵は最大HPの30%分回復する	3★ 스킬 시전 시, 적은 최대 HP 30에 해당하는 치유 효과 획득	เมื่อ​ใช้​สกิล​ 3★​ ศัตรู​จะ​ได้รับ​เอฟเฟกต์​ฟื้นฟู​ 30%​ ของ​ MaxHP​
31205114	2	2120502	120503		0	-1	31205115;31205119	20	183:astrict_prop_atk_01	1	释放1星技能，敌方攻击力提升10%	釋放1星技能，敵方攻擊力提升10%	When using a 1★ skill, increases the enemy's ATK by 10%.	★1スキル発動すると、敵の攻撃力＋10%	1★ 스킬 시전 시, 적 공격력 +10%	เมื่อ​ใช้​สกิล​ 1★​ ฝ่าย​ศัตรู​ ATK​ เพิ่มขึ้น​ 10%​
31205115	2	2120502			0	0	31205116;31205117	20	183:astrict_prop_hp_21	1	敌方生命值提升40%	敵方生命值提升40%	Increases enemies' HP by 40%.	敵のHP＋40%	적 HP +40%	HP​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 40%​
31205116	2	2120502			0	0	31205118	20	183:astrict_prop_dur_21	1	敌方忍耐率提升25%	敵方忍耐率提升25%	Increases enemies' Endurance by 25%.	敵の忍耐率＋25%	적 인내율 +25%	อัตรา​อดทน​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 25%​
31205117	2	2120502			0	0	31205118	20	183:astrict_prop_reShi_21	1	我方受到护盾效果降低40%	我方受到護盾效果降低40%	Reduces allies' Shield Gained by 40%.	味方の被シールド耐久－40%	아군에게 적용되는 실드 -40%	ฝ่าย​เรา​ได้รับ​เอฟเฟกต์​โล่​ป้องกัน​ลดลง​ 40%​
31205118	2	2120502			0	0	31205123	20	183:astrict_prop_def_21	1	敌方防御力提升40%	敵方防禦力提升40%	Increases enemies' DEF by 40%.	敵の防御力＋40%	적 방어력 +40%	DEF​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 40%​
31205119	2	2120502			0	0	31205120;31205121	20	183:astrict_dmtp_per_02	1	敌方受到间接伤害降低45%	敵方受到間接傷害降低45%	Enemies take 45% reduced Indirect DMG.	敵が受ける間接ダメージ－45%	적에게 적용되는 간접 대미지 -45%	ฝ่าย​ศัตรู​ได้รับ​ดา​เม​จ​ต่อเนื่อง​ลดลง​ 45%​
31205120	2	2120502	120504	120501	0	0	31205122	20	183:astrict_levl_summon_01	1	增加两名<深渊转盘>敌人	增加兩名<深淵轉盤>敵人	Adds 2 <Abyssal Wheel> enemies.	敵側に「ルーレット道化師」が2体追加する	<심연의 룰렛> 적 2마리 증가	เพิ่ม​ศัตรู​ <​กงล้อ​ความมืด​>​ 2​ ตัว​
31205121	2	2120502	120504		0	0	31205122	20	183:astrict_prop_def_21	1	敌方防御提升40%	敵方防禦提升40%	Increases enemies' DEF by 40%.	敵の防御力＋40%	적 방어력 +40%	DEF​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 40%​
31205122	2	2120502			0	0	31205123	20	183:astrict_prop_atk_21	1	敌方攻击力提升20%	敵方攻擊力提升20%	Increases enemies' ATK by 20%.	敵の攻撃力＋20%	적 공격력 +20%	ATK​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 20%​
31205123	2	2120502			0	0	31205124	20	183:astrict_team_color_01	1	无法上阵红色战斗员	無法上陣紅色戰鬥員	Unable to deploy Red Combatants.	レッド属性の戦闘員は出撃不可	레드 이모션 전투원 출전 금지	ตัวละคร​สีแดง​ไม่​สามารถ​ต่อสู้​ได้​
31205124	2	2120502			0	0	0	30	183:astrict_prop_def_01	1	首领敌人受到伤害时会增加敌方全体100%防御力	首領敵人受到傷害時會增加敵方全體100%防禦力	All enemies gain a 100% increase in DEF when the boss takes damage.	ボスがダメージを受けた時、敵全員の防御力＋100%	보스 몬스터에게 대미지 적용 시 적 전체의 방어율 +100%	เมื่อ​ศัตรู​ระดับ​บอส​ได้รับ​ดา​เม​จ​ จะ​เพิ่ม​ DEF​ ให้​ฝ่าย​ศัตรู​ทั้งหมด​ 100%​
31205125	2	2120503			0	-1	31205126;31205127	10	183:astrict_prop_criRate_11	1	敌方暴击率增强20%	敵方爆擊率增強20%	Increases enemies' CRIT Rate by 20%.	敵の会心率＋20%	적 크리티컬율 +20%	ศัตรู​เสริม​อัต​ราค​ริ​ติ​คอ​ล​ 20%​
31205126	2	2120503			0	0	31205128	20	183:astrict_prop_hp_21	1	敌方生命值大幅提升40%	敵方生命值大幅提升40%	Increases enemies' HP by 40%.	敵のHP＋40%	적 HP +40%	HP​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​อย่าง​มาก​ 40%​
31205127	2	2120503			0	0	31205128	30	183:astrict_bufcha_debim_04	1	敌方首领免疫受到的减益效果	敵方首領免疫受到的減益效果	The boss is immune to debuffs.	ボスはデバフ効果を無効化する	적 보스 몬스터에게 적용되는 디버프 효과 면역	ศัตรู​ระดับ​บอส​ต้านทาน​การ​ติด​เอฟเฟกต์​ดี​บัฟ​
31205128	2	2120503			0	0	31205134	30	183:astrict_levl_round_01	1	回合数降低至6回合	回合數降低至6回合	Reduces the number of turns to 6.	戦闘ターン数が6ターンに制限される	6턴 이내로 턴 감소	ลด​จำนวน​เทิร์นลง​เหลือ​ 6​ เทิร์น​
31205129	2	2120503	120505		0	-1	31205131;31205132	20	183:astrict_dmtp_per_02	1	敌方受到间接伤害降低45%	敵方受到間接傷害降低45%	Enemies take 45% reduced Indirect DMG.	敵が受ける間接ダメージ－45%	적에게 적용되는 간접 대미지 -45%	ฝ่าย​ศัตรู​ได้รับ​ดา​เม​จ​ต่อเนื่อง​ลดลง​ 45%​
31205130	2	2120503	120505		0	-1	31205131;31205132	20	183:astrict_dmtp_tru_02	1	敌方受到真实伤害降低45%	敵方受到真實傷害降低45%	Enemies take 45% reduced True DMG.	敵が受ける直撃ダメージ－45%	적에게 적용되는 고정 대미지 -45%	ฝ่าย​ศัตรู​ได้รับ​ดา​เม​จ​จริง​ลดลง​ 45%​
31205131	2	2120503	120506		0	0	31205133	20	183:astrict_prop_criRateRes_21	1	敌方暴击抵抗提升25%	敵方爆擊抵抗提升25%	Increases enemies' CRIT RES by 25%.	敵の会心回避率アップ＋25%	적 크리티컬 저항 +25%	ศัตรู​ต้าน​ทา​นค​ริ​ติ​คอ​ล​เพิ่มขึ้น​ 25%​
31205132	2	2120503	120506		0	0	31205133	20	183:astrict_prop_dur_21	1	敌方忍耐率提升25%	敵方忍耐率提升25%	Increases enemies' Endurance by 25%.	敵の忍耐率＋25%	적 인내율 +25%	อัตรา​อดทน​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 25%​
31205133	2	2120503			0	0	31205134	30	183:astrict_color_shi_01	1	造成的属性克制伤害提升30%	造成的屬性克制傷害提升30%	Deals 30% more damage when exploiting Elemental advantage.	敵の有利属性ダメージ＋30%	부여하는 속성 상성 대미지 +30%	สร้าง​ดา​เม​จ​ชนะ​ทาง​คุณสมบัติ​เพิ่มขึ้น​ 30%​
31205134	2	2120503			0	0	31205135;31205136	10	183:astrict_prop_atk_01	1	我方释放1星技能时，敌方获得攻击力提升10%的效果	我方釋放1星技能時，敵方獲得攻擊力提升10%的效果	Enemies gain a 10% ATK Increase when an ally uses a 1★ skill.	味方が★1スキルを発動すると、敵の攻撃力＋10%	아군이 1★ 스킬 시전 시, 적 공격력 +10%	เมื่อ​ฝ่าย​เรา​ใช้​สกิล​ 1★​ ศัตรู​จะ​ได้รับ​เอฟเฟกต์​ ATK​ เพิ่มขึ้น​ 10%​
31205135	2	2120503	120507		0	0	31205137	30	183:astrict_dmgcha_share_01	1	敌方受到伤害均摊	敵方受到傷害均攤	Enemies share the damage they take equally among themselves.	敵が攻撃を受けた時、ダメージを敵全体で分担する	적에게 적용되는 대미지 평균 분할	ศัตรูได้รับเฉลี่ยดาเมจ
31205136	2	2120503	120507		0	0	31205137	30	183:astrict_comb_comb_01	1	敌方受到攻击时会反弹7%的伤害	敵方受到攻擊時會反彈7%的傷害	Enemies reflect 7% of the damage they take.	敵がダメージを受けた時、ダメージの7%分反射する	적 피격 시 대미지 카운터 7%	เมื่อ​ศัตรู​ถูก​โจมตี​ จะ​สะท้อน​ดา​เม​จ​ 7%​
31205137	2	2120503			0	0	0	30	183:astrict_prop_criRate_01	1	首领敌人生命值低于50%时，暴击提升100%	首領敵人生命值低於50%時，爆擊提升100%	The boss's CRIT Rate doubles when their HP falls below 50%.	ボスのHPが50%以下になると、会心ダメージ＋100%	보스 몬스터 HP 50% 이하 시, 크리티컬 +100%	เมื่อ​ศัตรู​ระดับ​บอ​สมี​ HP​ ต่ำกว่า​ 50%​ ค​ริ​ติ​คอ​ล​จะ​เพิ่มขึ้น​ 100%​
31206101	2	2120601			0	-1	31206104;31206105	10	183:astrict_prop_hp_11	1	敌方生命值提升30%	敵方生命值提升30%	Increases enemies' HP by 30%.	敵のHP＋30%	적 HP +30%	HP​ ของ​ศัตรู​เพิ่มขึ้น​ 30%​
31206102	2	2120601			0	-1	31206104;31206105	10	183:astrict_dmtp_per_12	1	受到诅咒伤害降低40%	受到詛咒傷害降低40%	Reduces Curse DMG taken by 40%.	敵が受ける呪詛ダメージ－40%	적용되는 저주 대미지 -40%	ได้รับ​ดา​เม​จ​คำสาป​ลดลง​ 40%​
31206103	2	2120601			0	-1	31206104;31206105	10	183:astrict_prop_dur_11	1	敌方忍耐率提升20%	敵方忍耐率提升20%	Increases enemies' Endurance by 20%.	敵の忍耐率＋20%	적 인내율 +20%	อัตรา​อดทน​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 20%​
31206104	2	2120601	120601		0	0	31206106;31206107	30	183:astrict_team_color_03	1	无法上阵蓝色战斗员	無法上陣藍色戰鬥員	Unable to deploy Blue Combatants.	ブルー属性の戦闘員は出撃不可	블루 이모션 전투원 출전 금지	ตัวละคร​สีน้ำเงิน​ไม่​สามารถ​ต่อสู้​ได้​
31206105	2	2120601	120601		0	0	31206106;31206107	20	183:astrict_team_color_02	1	无法上阵绿色战斗员	無法上陣綠色戰鬥員	Unable to deploy Green Combatants.	グリーン属性の戦闘員は出撃不可	그린 이모션 전투원 출전 금지	ตัวละคร​สี​เขียว​ไม่​สามารถ​ต่อสู้​ได้​
31206106	2	2120601			0	0	31206108;31206109	20	183:astrict_prop_shi_22	1	我方受到护盾降低40%	我方受到護盾降低40%	Reduces allies' Shield Gained by 40%.	味方の被シールド耐久－40%	아군에게 적용되는 실드 -40%	ฝ่าย​เรา​ได้รับ​โล่​ป้องกัน​ลดลง​ 40%​
31206107	2	2120601			0	0	31206110;31206111	20	183:astrict_color_shi_01	1	红绿蓝情绪颜色克制伤害提升30%	紅綠藍情緒顏色克制傷害提升30%	Increases DMG dealt by 30% when exploiting Red, Green, and Blue Pathos advantages.	敵のレッド、グリーン、ブルーの有利属性ダメージ＋30%	레드, 블루, 그린 이모션 컬러 상성 대미지 +30%	ดา​เม​จ​ชนะ​ทาง​จาก​พา​โธส​สีน้ำเงิน​ เขียว​ แดง​ เพิ่มขึ้น​ 30%​
31206108	2	2120601	120602		0	0	31206112	20	183:astrict_ctl_sea_01	1	无法使用增益技能	無法使用增益技能	Unable to use buff skills.	バフスキル使用不可	버프 스킬을 사용할 수 없다.	ไม่​สามารถ​ใช้​สกิลบัฟ​ได้​
31206109	2	2120601	120602		0	0	31206112	20	183:astrict_ctl_bli_01	1	无法使用治疗技能	無法使用治療技能	Unable to use healing skills.	回復スキル使用不可	치유 스킬을 사용할 수 없다.	ไม่​สามารถ​ใช้​สกิล​ฟื้นฟู​ได้​
31206110	2	2120601	120603		0	0	31206112	10	183:astrict_dmtp_des_12	1	受到破灭伤害降低30%	受到破滅傷害降低30%	Reduces Dire DMG taken by 30%.	敵が受ける弱体特攻ダメージ－30%	적용되는 파멸 대미지 -30%	ได้รับ​ดา​เม​จ​ทำลายล้าง​ลดลง​ 30%​
31206111	2	2120601	120603		0	0	31206112	10	183:astrict_dmtp_cha_12	1	受到蓄势伤害降低30%	受到蓄勢傷害降低30%	Reduces Charged DMG taken by 30%.	敵が受ける蓄勢ダメージ－30%	적용되는 차지 대미지 -30%	ได้รับ​ดา​เม​จ​สะสม​ลดลง​ 30%​
31206112	2	2120601			0	0	31206113	30	183:astrict_prop_reHeal_01	1	敌方首领受到非暴击伤害时，获得最大生命值30%的治疗效果	敵方首領受到非爆擊傷害時，獲得最大生命值30%的治療效果	The boss heals for 30% of its max HP when it takes non-CRIT DMG.	ボスが会心ダメージ以外のダメージを受けた時、最大HPの30%分回復する	적 보스 몬스터에게 크리티컬 대미지 이외의 대미지 적용 시, 최대 HP의 30%에 해당하는 치유 효과 획득	เมื่อ​บอส​ฝ่าย​ศัตรู​ได้รับ​ดา​เม​จ​ที่​ไม่​ใช่​ดา​เม​จค​ริ​ติ​คอ​ล​ จะ​ได้รับ​เอฟเฟกต์​ฟื้นฟู​ 30%​ ของ​ MaxHP​
31206113	2	2120601			0	0	0	30	183:astrict_dmtp_per_02	1	受到诅咒伤害降低60%	受到詛咒傷害降低60%	Reduces Curse DMG taken by 60%.	敵が受ける呪詛ダメージ－60%	적용되는 저주 대미지 -60%	ได้รับ​ดา​เม​จ​คำสาป​ลดลง​ 60%​
31206114	2	2120602	120604		0	-1	31206116;31206117	30	183:astrict_comb_comb_03	1	敌方奥义技能伤害提升30%	敵方奧義技能傷害提升30%	Increases enemies' Ultimate DMG by 30%.	敵のSP技ダメージ＋30%	적의 필살기 스킬 대미지 +30%	ดา​เม​จสกิลอัล​ติ​เมท​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 30%​
31206115	2	2120602	120604		0	-1	31206116;31206117	30	183:astrict_comb_comb_03	1	敌方普通技能伤害提升30%	敵方普通技能傷害提升30%	Enemies deal 30% more normal skill damage.	敵の通常スキルダメージ＋30%	적의 일반 스킬 대미지 +30%	ดา​เม​จสกิล​ทั่วไป​ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 30%​
31206116	2	2120602			0	0	31206118;31206119	20	183:astrict_ctl_sp_03	1	敌方初始奥义点数+1	敵方初始奧義點數+1	Enemies gain 1 extra SP at the start.	敵の初期SP＋1点	적의 첫 필살기 게이지 +1	ศัตรู​มี​อัล​ติ​เมท​เริ่มต้น​ +1​
31206117	2	2120602			0	0	0	20	183:astrict_ctl_sp_03	1	敌方初始奥义点数+1	敵方初始奧義點數+1	Enemies gain 1 extra SP at the start.	敵の初期SP＋1点	적의 첫 필살기 게이지 +1	ศัตรู​มี​อัล​ติ​เมท​เริ่มต้น​ +1​
31206118	2	2120602			0	0	31206120;31206121	10	183:astrict_prop_atk_11	1	敌方攻击力提升15%	敵方攻擊力提升15%	Increases enemies' ATK by 15%.	敵の攻撃力＋15%	적 공격력 +15%	ATK​ ของ​ฝ่าย​ศัตรู​เพิ่มขึ้น​ 15%​
31206119	2	2120602		120601	0	0	31206120;31206121	10	183:astrict_levl_summon_01	1	增加一名<椰树投手>敌人，增加一名<海鸥流氓>敌人	增加一名<椰樹投手>敵人，增加一名<海鷗流氓>敵人	Adds 1 <Coconut Caster> enemy and 1 <Gull Gangster> enemy.	敵側に「ココナッツ爆弾」を1体、「カモメ悪党」を1体追加する	<코코넛 투수> 적 1마리 증가, <갈매기 건달> 적 1마리 증가	เพิ่ม​ศัตรู​ <​มือ​โยน​ต้น​มะพร้าว​>​ 1​ ตัว​ และ​เพิ่ม​ศัตรู​ <​นก​นางนวล​จอม​ซ่า​>​ 1​ ตัว​
31206120	2	2120602	120605		0	0	31206122;31206123	20	183:astrict_ctl_sp_03	1	敌方释放奥义技能后恢复2奥义点数	敵方釋放奧義技能後恢復2奧義點數	Enemies regenerate 2 SP after using their Ultimate.	敵がSP技発動後、SP＋2点	적 필살기 게이지 시전 후 필살기 게이지 2pt 회복	เมื่อ​ศัตรู​ใช้​สกิลอัล​ติ​เมท​ จะ​ฟื้นฟู​อัล​ติ​เมท​ 2​ แต้ม​
