id	groupId	place	unlockPlace	levelList	hardLevel1	hardLevel2	starCondition	starConditionNum	starConditionRound	fristRewards	fristRewardsNum	hardRewards1	hardRewardsNum1	hardRewards2	hardRewardsNum2	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
2136008	136	8	0	94615;94616			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;55;8;40000					1	欲妄·八	欲妄·八	Blind Folly VIII	妄執Ⅷ	디자이어VIII 	ลวงตา·8
2136009	136	9	0	94617;94618			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;60;9;45000					1	欲妄·九	欲妄·九	Blind Folly IX	妄執Ⅸ	디자이어IX	ลวงตา·9
2136010	136	10	2136009	94619;94620			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;70;10;50000					1	欲妄·十	欲妄·十	Blind Folly X	妄執Ⅹ	디자이어X	ลวงตา·10
2236001	236	1	0	94631;94632			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	困难·欲妄·一	困難·欲妄·一	Hard (Blind Folly) I	困難・妄執Ⅰ	디자이어·하드I 	ยาก·ลวงตา·1
2236002	236	2	0	94633;94634			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	困难·欲妄·二	困難·欲妄·二	Hard (Blind Folly) II	困難・妄執Ⅱ	디자이어·하드II 	ยาก·ลวงตา·2
2236003	236	3	0	94635;94636			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	困难·欲妄·三	困難·欲妄·三	Hard (Blind Folly) III	困難・妄執Ⅲ	디자이어·하드III 	ยาก·ลวงตา·3
2236004	236	4	0	94637;94638			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	困难·欲妄·四	困難·欲妄·四	Hard (Blind Folly) IV	困難・妄執Ⅳ	디자이어·하드IV	ยาก·ลวงตา·4
2236005	236	5	0	94639;94640			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	困难·欲妄·五	困難·欲妄·五	Hard (Blind Folly) V	困難・妄執Ⅴ	디자이어·하드V	ยาก·ลวงตา·5
2236006	236	6	0	94641;94642			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	困难·欲妄·六	困難·欲妄·六	Hard (Blind Folly) VI	困難・妄執Ⅵ	디자이어·하드VI 	ยาก·ลวงตา·6
2236007	236	7	2236006	94643;94644			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	困难·欲妄·七	困難·欲妄·七	Hard (Blind Folly) VII	困難・妄執Ⅶ	디자이어·하드VII 	ยาก·ลวงตา·7
2236008	236	8	2236007	94645;94646			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	困难·欲妄·八	困難·欲妄·八	Hard (Blind Folly) VIII	困難・妄執Ⅷ	디자이어·하드VIII 	ยาก·ลวงตา·8
2236009	236	9	2236008	94647;94648			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	困难·欲妄·九	困難·欲妄·九	Hard (Blind Folly) IX	困難・妄執Ⅸ	디자이어·하드IX	ยาก·ลวงตา·9
2236010	236	10	2236009	94649;94650			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	困难·欲妄·十	困難·欲妄·十	Hard (Blind Folly) X	困難・妄執Ⅹ	디자이어·하드X	ยาก·ลวงตา·10
2336001	336	1	0	94661;94662			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·欲妄·一	絕境·欲妄·一	Abyssal (Blind Folly) I	絶境・妄執Ⅰ	디자이어·인페르노I 	วิกฤต·ลวงตา·1
2336002	336	2	0	94663;94664			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·欲妄·二	絕境·欲妄·二	Abyssal (Blind Folly) II	絶境・妄執Ⅱ	디자이어·인페르노II 	วิกฤต·ลวงตา·2
2336003	336	3	0	94665;94666			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·欲妄·三	絕境·欲妄·三	Abyssal (Blind Folly) III	絶境・妄執Ⅲ	디자이어·인페르노III 	วิกฤต·ลวงตา·3
2336004	336	4	0	94667;94668			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·欲妄·四	絕境·欲妄·四	Abyssal (Blind Folly) IV	絶境・妄執Ⅳ	디자이어·인페르노IV	วิกฤต·ลวงตา·4
2336005	336	5	0	94669;94670			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·欲妄·五	絕境·欲妄·五	Abyssal (Blind Folly) V	絶境・妄執Ⅴ	디자이어·인페르노V	วิกฤต·ลวงตา·5
2336006	336	6	0	94671;94672			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·欲妄·六	絕境·欲妄·六	Abyssal (Blind Folly) VI	絶境・妄執Ⅵ	디자이어·인페르노VI 	วิกฤต·ลวงตา·6
2336007	336	7	2336006	94673;94674			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	绝境·欲妄·七	絕境·欲妄·七	Abyssal (Blind Folly) VII	絶境・妄執Ⅶ	디자이어·인페르노VII 	วิกฤต·ลวงตา·7
2336008	336	8	2336007	94675;94676			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	绝境·欲妄·八	絕境·欲妄·八	Abyssal (Blind Folly) VIII	絶境・妄執Ⅷ	디자이어·인페르노VIII 	วิกฤต·ลวงตา·8
2336009	336	9	2336008	94677;94678			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	绝境·欲妄·九	絕境·欲妄·九	Abyssal (Blind Folly) IX	絶境・妄執Ⅸ	디자이어·인페르노IX	วิกฤต·ลวงตา·9
2336010	336	10	2336009	94679;94680			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	绝境·欲妄·十	絕境·欲妄·十	Abyssal (Blind Folly) X	絶境・妄執Ⅹ	디자이어·인페르노X	วิกฤต·ลวงตา·10
2137001	137	1	0	94701;94702			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;20;1;5000					1	尘劫·一	塵劫·一	Tribulation I	劫火Ⅰ	더스트I 	เถ้าธุลี·1
2137002	137	2	0	94703;94704			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;25;2;10000					1	尘劫·二	塵劫·二	Tribulation II	劫火Ⅱ	더스트II 	เถ้าธุลี·2
2137003	137	3	0	94705;94706			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;30;3;15000					1	尘劫·三	塵劫·三	Tribulation III	劫火Ⅲ	더스트III 	เถ้าธุลี·3
2137004	137	4	0	94707;94708			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;35;4;20000					1	尘劫·四	塵劫·四	Tribulation IV	劫火Ⅳ	더스트IV	เถ้าธุลี·4
2137005	137	5	0	94709;94710			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;40;5;25000					1	尘劫·五	塵劫·五	Tribulation V	劫火Ⅴ	더스트V	เถ้าธุลี·5
2137006	137	6	0	94711;94712			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;45;6;30000					1	尘劫·六	塵劫·六	Tribulation VI	劫火Ⅵ	더스트VI 	เถ้าธุลี·6
2137007	137	7	0	94713;94714			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;50;7;35000					1	尘劫·七	塵劫·七	Tribulation VII	劫火Ⅶ	더스트VII 	เถ้าธุลี·7
2137008	137	8	0	94715;94716			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;55;8;40000					1	尘劫·八	塵劫·八	Tribulation VIII	劫火Ⅷ	더스트VIII 	เถ้าธุลี·8
2137009	137	9	0	94717;94718			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;60;9;45000					1	尘劫·九	塵劫·九	Tribulation IX	劫火Ⅸ	더스트IX	เถ้าธุลี·9
2137010	137	10	2137009	94719;94720			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;70;10;50000					1	尘劫·十	塵劫·十	Tribulation X	劫火Ⅹ	더스트X	เถ้าธุลี·10
2237001	237	1	0	94731;94732			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	困难·尘劫·一	困難·塵劫·一	Hard (Tribulation) I	困難・劫火Ⅰ	더스트·하드I 	ยาก·เถ้าธุลี·1
2237002	237	2	0	94733;94734			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	困难·尘劫·二	困難·塵劫·二	Hard (Tribulation) II	困難・劫火Ⅱ	더스트·하드II 	ยาก·เถ้าธุลี·2
2237003	237	3	0	94735;94736			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	困难·尘劫·三	困難·塵劫·三	Hard (Tribulation) III	困難・劫火Ⅲ	더스트·하드III 	ยาก·เถ้าธุลี·3
2237004	237	4	0	94737;94738			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	困难·尘劫·四	困難·塵劫·四	Hard (Tribulation) IV	困難・劫火Ⅳ	더스트·하드IV	ยาก·เถ้าธุลี·4
2237005	237	5	0	94739;94740			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	困难·尘劫·五	困難·塵劫·五	Hard (Tribulation) V	困難・劫火Ⅴ	더스트·하드V	ยาก·เถ้าธุลี·5
2237006	237	6	0	94741;94742			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	困难·尘劫·六	困難·塵劫·六	Hard (Tribulation) VI	困難・劫火Ⅵ	더스트·하드VI 	ยาก·เถ้าธุลี·6
2237007	237	7	2237006	94743;94744			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	困难·尘劫·七	困難·塵劫·七	Hard (Tribulation) VII	困難・劫火Ⅶ	더스트·하드VII 	ยาก·เถ้าธุลี·7
2237008	237	8	2237007	94745;94746			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	困难·尘劫·八	困難·塵劫·八	Hard (Tribulation) VIII	困難・劫火Ⅷ	더스트·하드VIII 	ยาก·เถ้าธุลี·8
2237009	237	9	2237008	94747;94748			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	困难·尘劫·九	困難·塵劫·九	Hard (Tribulation) IX	困難・劫火Ⅸ	더스트·하드IX	ยาก·เถ้าธุลี·9
2237010	237	10	2237009	94749;94750			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	困难·尘劫·十	困難·塵劫·十	Hard (Tribulation) X	困難・劫火Ⅹ	더스트·하드X	ยาก·เถ้าธุลี·10
2337001	337	1	0	94761;94762			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·尘劫·一	絕境·塵劫·一	Abyssal (Tribulation) I	絶境・劫火Ⅰ	더스트·인페르노I 	วิกฤต·เถ้าธุลี·1
2337002	337	2	0	94763;94764			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·尘劫·二	絕境·塵劫·二	Abyssal (Tribulation) II	絶境・劫火Ⅱ	더스트·인페르노II 	วิกฤต·เถ้าธุลี·2
2337003	337	3	0	94765;94766			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·尘劫·三	絕境·塵劫·三	Abyssal (Tribulation) III	絶境・劫火Ⅲ	더스트·인페르노III 	วิกฤต·เถ้าธุลี·3
2337004	337	4	0	94767;94768			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·尘劫·四	絕境·塵劫·四	Abyssal (Tribulation) IV	絶境・劫火Ⅳ	더스트·인페르노IV	วิกฤต·เถ้าธุลี·4
2337005	337	5	0	94769;94770			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·尘劫·五	絕境·塵劫·五	Abyssal (Tribulation) V	絶境・劫火Ⅴ	더스트·인페르노V	วิกฤต·เถ้าธุลี·5
2337006	337	6	0	94771;94772			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·尘劫·六	絕境·塵劫·六	Abyssal (Tribulation) VI	絶境・劫火Ⅵ	더스트·인페르노VI 	วิกฤต·เถ้าธุลี·6
2337007	337	7	2337006	94773;94774			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	绝境·尘劫·七	絕境·塵劫·七	Abyssal (Tribulation) VII	絶境・劫火Ⅶ	더스트·인페르노VII 	วิกฤต·เถ้าธุลี·7
2337008	337	8	2337007	94775;94776			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	绝境·尘劫·八	絕境·塵劫·八	Abyssal (Tribulation) VIII	絶境・劫火Ⅷ	더스트·인페르노VIII 	วิกฤต·เถ้าธุลี·8
2337009	337	9	2337008	94777;94778			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	绝境·尘劫·九	絕境·塵劫·九	Abyssal (Tribulation) IX	絶境・劫火Ⅸ	더스트·인페르노IX	วิกฤต·เถ้าธุลี·9
2337010	337	10	2337009	94779;94780			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	绝境·尘劫·十	絕境·塵劫·十	Abyssal (Tribulation) X	絶境・劫火Ⅹ	더스트·인페르노X	วิกฤต·เถ้าธุลี·10
2437001	437	1	0	94781;94782			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	纯黑之界·尘劫·一	純黑之界·塵劫·一	Abyssal Realm (Tribulation) I	純黒ノ境・劫火Ⅰ	와이드·더스트I 	ดินแดนทมิฬ·เถ้าธุลี·1
2437002	437	2	2437001	94783;94784			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	纯黑之界·尘劫·二	純黑之界·塵劫·二	Abyssal Realm (Tribulation) II	純黒ノ境・劫火Ⅱ	와이드·더스트II 	ดินแดนทมิฬ·เถ้าธุลี·2
2437003	437	3	2437002	94785;94786						4100032;5112001;4105023;3000003	5;60;5;70000					1	纯黑之界·尘劫·三	純黑之界·塵劫·三	Abyssal Realm (Tribulation) III	純黒ノ境・劫火Ⅲ	와이드·더스트III 	ดินแดนทมิฬ·เถ้าธุลี·3
2138001	138	1	0	94801;94802			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;20;1;5000					1	万壑·一	萬壑·一	Endless Gullies I	万壑Ⅰ	골짜기I 	เหวลึก·1
2138002	138	2	0	94803;94804			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;25;2;10000					1	万壑·二	萬壑·二	Endless Gullies II	万壑Ⅱ	골짜기II	เหวลึก·2
2138003	138	3	0	94805;94806			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;30;3;15000					1	万壑·三	萬壑·三	Endless Gullies III	万壑Ⅲ	골짜기III	เหวลึก·3
2138004	138	4	0	94807;94808			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;35;4;20000					1	万壑·四	萬壑·四	Endless Gullies IV	万壑Ⅳ	골짜기IV	เหวลึก·4
2138005	138	5	0	94809;94810			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;40;5;25000					1	万壑·五	萬壑·五	Endless Gullies V	万壑Ⅴ	골짜기V	เหวลึก·5
2138006	138	6	0	94811;94812			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;45;6;30000					1	万壑·六	萬壑·六	Endless Gullies VI	万壑Ⅵ	골짜기VI 	เหวลึก·6
2138007	138	7	0	94813;94814			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;50;7;35000					1	万壑·七	萬壑·七	Endless Gullies VII	万壑Ⅶ	골짜기VII	เหวลึก·7
2138008	138	8	0	94815;94816			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	2;55;8;40000					1	万壑·八	萬壑·八	Endless Gullies VIII	万壑Ⅷ	골짜기VIII	เหวลึก·8
2138009	138	9	0	94817;94818			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;60;9;45000					1	万壑·九	萬壑·九	Endless Gullies IX	万壑Ⅸ	골짜기IX	เหวลึก·9
2138010	138	10	2138009	94819;94820			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	2;70;10;50000					1	万壑·十	萬壑·十	Endless Gullies X	万壑Ⅹ	골짜기X	เหวลึก·10
2238001	238	1	0	94831;94832			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	困难·万壑·一	困難·萬壑·一	Hard (Endless Gullies) I	困難・万壑Ⅰ	골짜기·하드I 	ยาก·เหวลึก·1
2238002	238	2	0	94833;94834			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	困难·万壑·二	困難·萬壑·二	Hard (Endless Gullies) II	困難・万壑Ⅱ	골짜기·하드II 	ยาก·เหวลึก·2
2238003	238	3	0	94835;94836			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	困难·万壑·三	困難·萬壑·三	Hard (Endless Gullies) III	困難・万壑Ⅲ	골짜기·하드III 	ยาก·เหวลึก·3
2238004	238	4	0	94837;94838			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	困难·万壑·四	困難·萬壑·四	Hard (Endless Gullies) IV	困難・万壑Ⅳ	골짜기·하드IV	ยาก·เหวลึก·4
2238005	238	5	0	94839;94840			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	困难·万壑·五	困難·萬壑·五	Hard (Endless Gullies) V	困難・万壑Ⅴ	골짜기·하드V	ยาก·เหวลึก·5
2238006	238	6	0	94841;94842			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	困难·万壑·六	困難·萬壑·六	Hard (Endless Gullies) VI	困難・万壑Ⅵ	골짜기·하드VI 	ยาก·เหวลึก·6
2238007	238	7	2238006	94843;94844			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	困难·万壑·七	困難·萬壑·七	Hard (Endless Gullies) VII	困難・万壑Ⅶ	골짜기·하드VII 	ยาก·เหวลึก·7
2238008	238	8	2238007	94845;94846			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	困难·万壑·八	困難·萬壑·八	Hard (Endless Gullies) VIII	困難・万壑Ⅷ	골짜기·하드VIII 	ยาก·เหวลึก·8
2238009	238	9	2238008	94847;94848			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	困难·万壑·九	困難·萬壑·九	Hard (Endless Gullies) IX	困難・万壑Ⅸ	골짜기·하드IX	ยาก·เหวลึก·9
2238010	238	10	2238009	94849;94850			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	困难·万壑·十	困難·萬壑·十	Hard (Endless Gullies) X	困難・万壑Ⅹ	골짜기·하드X	ยาก·เหวลึก·10
2338001	338	1	0	94861;94862			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·万壑·一	絕境·萬壑·一	Abyssal (Endless Gullies) I	絶境・万壑Ⅰ	골짜기·인페르노I 	วิกฤต·เหวลึก·1
2338002	338	2	0	94863;94864			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	绝境·万壑·二	絕境·萬壑·二	Abyssal (Endless Gullies) II	絶境・万壑Ⅱ	골짜기·인페르노II 	วิกฤต·เหวลึก·2
2338003	338	3	0	94865;94866			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	绝境·万壑·三	絕境·萬壑·三	Abyssal (Endless Gullies) III	絶境・万壑Ⅲ	골짜기·인페르노III 	วิกฤต·เหวลึก·3
2338004	338	4	0	94867;94868			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	绝境·万壑·四	絕境·萬壑·四	Abyssal (Endless Gullies) IV	絶境・万壑Ⅳ	골짜기·인페르노IV	วิกฤต·เหวลึก·4
2338005	338	5	0	94869;94870			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	绝境·万壑·五	絕境·萬壑·五	Abyssal (Endless Gullies) V	絶境・万壑Ⅴ	골짜기·인페르노V	วิกฤต·เหวลึก·5
2338006	338	6	0	94871;94872			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	绝境·万壑·六	絕境·萬壑·六	Abyssal (Endless Gullies) VI	絶境・万壑Ⅵ	골짜기·인페르노VI 	วิกฤต·เหวลึก·6
2338007	338	7	2338006	94873;94874			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	绝境·万壑·七	絕境·萬壑·七	Abyssal (Endless Gullies) VII	絶境・万壑Ⅶ	골짜기·인페르노VII 	วิกฤต·เหวลึก·7
2338008	338	8	2338007	94875;94876			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	绝境·万壑·八	絕境·萬壑·八	Abyssal (Endless Gullies) VIII	絶境・万壑Ⅷ	골짜기·인페르노VIII 	วิกฤต·เหวลึก·8
2338009	338	9	2338008	94877;94878			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	绝境·万壑·九	絕境·萬壑·九	Abyssal (Endless Gullies) IX	絶境・万壑Ⅸ	골짜기·인페르노IX	วิกฤต·เหวลึก·9
2338010	338	10	2338009	94879;94880			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	绝境·万壑·十	絕境·萬壑·十	Abyssal (Endless Gullies) X	絶境・万壑Ⅹ	골짜기·인페르노X	วิกฤต·เหวลึก·10
2139001	139	1	0	94901;94902			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	沉壁·一	沉壁·一	Obscurity I	絶壁Ⅰ	머월I 	กำแพงหนา·1
2139002	139	2	0	94903;94904			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	沉壁·二	沉壁·二	Obscurity II	絶壁Ⅱ	머월II 	กำแพงหนา·2
2139003	139	3	0	94905;94906			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	沉壁·三	沉壁·三	Obscurity III	絶壁Ⅲ	머월III 	กำแพงหนา·3
2139004	139	4	0	94907;94908			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	沉壁·四	沉壁·四	Obscurity IV	絶壁Ⅳ	머월IV	กำแพงหนา·4
2139005	139	5	0	94909;94910			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	沉壁·五	沉壁·五	Obscurity V	絶壁Ⅴ	머월V	กำแพงหนา·5
2139006	139	6	0	94911;94912			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	沉壁·六	沉壁·六	Obscurity VI	絶壁Ⅵ	머월VI 	กำแพงหนา·6
2139007	139	7	0	94913;94914			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	沉壁·七	沉壁·七	Obscurity VII	絶壁Ⅶ	머월VII 	กำแพงหนา·7
2139008	139	8	0	94915;94916			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	沉壁·八	沉壁·八	Obscurity VIII	絶壁Ⅷ	머월VIII 	กำแพงหนา·8
2139009	139	9	0	94917;94918			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	沉壁·九	沉壁·九	Obscurity IX	絶壁Ⅸ	머월IX	กำแพงหนา·9
2139010	139	10	2339009	94919;94920			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	沉壁·十	沉壁·十	Obscurity X	絶壁Ⅹ	머월X	กำแพงหนา·10
2239001	239	1	0	94931;94932			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	困难·沉壁·一	困難·沉壁·一	Hard (Obscurity) I	困難・絶壁Ⅰ	머월·하드I 	ยาก·กำแพงหนา·1
2239002	239	2	0	94933;94934			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;55;5;60000					1	困难·沉壁·二	困難·沉壁·二	Hard (Obscurity) II	困難・絶壁Ⅱ	머월·하드II 	ยาก·กำแพงหนา·2
2239003	239	3	0	94935;94936			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;60;5;70000					1	困难·沉壁·三	困難·沉壁·三	Hard (Obscurity) III	困難・絶壁Ⅲ	머월·하드III 	ยาก·กำแพงหนา·3
2239004	239	4	0	94937;94938			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;65;10;80000					1	困难·沉壁·四	困難·沉壁·四	Hard (Obscurity) IV	困難・絶壁Ⅳ	머월·하드IV	ยาก·กำแพงหนา·4
2239005	239	5	0	94939;94940			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;70;10;90000					1	困难·沉壁·五	困難·沉壁·五	Hard (Obscurity) V	困難・絶壁Ⅴ	머월·하드V	ยาก·กำแพงหนา·5
2239006	239	6	0	94941;94942			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;75;10;100000					1	困难·沉壁·六	困難·沉壁·六	Hard (Obscurity) VI	困難・絶壁Ⅵ	머월·하드VI 	ยาก·กำแพงหนา·6
2239007	239	7	2239006	94943;94944			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;80;20;110000					1	困难·沉壁·七	困難·沉壁·七	Hard (Obscurity) VII	困難・絶壁Ⅶ	머월·하드VII 	ยาก·กำแพงหนา·7
2239008	239	8	2239007	94945;94946			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;85;20;120000					1	困难·沉壁·八	困難·沉壁·八	Hard (Obscurity) VIII	困難・絶壁Ⅷ	머월·하드VIII 	ยาก·กำแพงหนา·8
2239009	239	9	2239008	94947;94948			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;90;20;130000					1	困难·沉壁·九	困難·沉壁·九	Hard (Obscurity) IX	困難・絶壁Ⅸ	머월·하드IX	ยาก·กำแพงหนา·9
2239010	239	10	2239009	94949;94950			300;300;200	0;0;0	12;18;0	4100032;5112001;4105023;3000003	5;100;30;150000					1	困难·沉壁·十	困難·沉壁·十	Hard (Obscurity) X	困難・絶壁Ⅹ	머월·하드X	ยาก·กำแพงหนา·10
2339001	339	1	0	94961;94962			300;300;200	0;0;0	8;12;0	4100032;5112001;4105023;3000003	5;50;5;50000					1	绝境·沉壁·一	絕境·沉壁·一	Abyssal (Obscurity) I	絶境・絶壁Ⅰ	머월·인페르노I 	วิกฤต·กำแพงหนา·1
