id	groupId	starLevel	Rewards	ItemNum	status
1071	235	21	3000002;5200005;4199001	80;2;5	1
1072	235	24	3000002;5200005;4199001	100;2;5	1
1073	235	27	3000002;5200005;4199001	100;2;5	1
1074	235	30	3000002;5200005;4199001	100;2;5	1
1075	335	3	3000002;5200005;4199001	80;3;5	1
1076	335	6	3000002;5200005;4199001	80;3;5	1
1077	335	9	3000002;5200005;4199001	80;3;5	1
1078	335	12	3000002;5200005;4199001	100;3;5	1
1079	335	15	3000002;5200005;4199001	100;3;5	1
1080	335	18	3000002;5200005;4199001	100;3;5	1
1081	335	21	3000002;5200005;4199001	100;3;5	1
1082	335	24	3000002;5200005;4199001	120;3;5	1
1083	335	27	3000002;5200005;4199001	120;3;5	1
1084	335	30	3000002;5200005;4199001	120;3;5	1
1085	435	1	4197005;4100032;4199001	1;5;5	1
1086	435	2	4197005;4100032;4199001	1;5;5	1
1087	435	3	4197005;4100032;4199001	2;5;5	1
1088	435	4	4197005;4100032;4199001	1;5;5	1
1089	435	5	4197005;4100032;4199001	1;5;5	1
1090	435	6	4197005;4100032;4199001	2;5;5	1
1091	136	3	3000002;5200005;4199001	20;1;5	1
1092	136	6	3000002;5200005;4199001	20;1;5	1
1093	136	9	3000002;5200005;4199001	20;1;5	1
1094	136	12	3000002;5200005;4199001	50;1;5	1
1095	136	15	3000002;5200005;4199001	50;1;5	1
1096	136	18	3000002;5200005;4199001	50;1;5	1
1097	136	21	3000002;5200005;4199001	50;1;5	1
1098	136	24	3000002;5200005;4199001	80;1;5	1
1099	136	27	3000002;5200005;4199001	80;1;5	1
1100	136	30	3000002;5200005;4199001	80;1;5	1
1101	236	3	3000002;5200005;4199001	50;2;5	1
1102	236	6	3000002;5200005;4199001	50;2;5	1
1103	236	9	3000002;5200005;4199001	50;2;5	1
1104	236	12	3000002;5200005;4199001	80;2;5	1
1105	236	15	3000002;5200005;4199001	80;2;5	1
1106	236	18	3000002;5200005;4199001	80;2;5	1
1107	236	21	3000002;5200005;4199001	80;2;5	1
1108	236	24	3000002;5200005;4199001	100;2;5	1
1109	236	27	3000002;5200005;4199001	100;2;5	1
1110	236	30	3000002;5200005;4199001	100;2;5	1
1111	336	3	3000002;5200005;4199001	80;3;5	1
1112	336	6	3000002;5200005;4199001	80;3;5	1
1113	336	9	3000002;5200005;4199001	80;3;5	1
1114	336	12	3000002;5200005;4199001	100;3;5	1
1115	336	15	3000002;5200005;4199001	100;3;5	1
1116	336	18	3000002;5200005;4199001	100;3;5	1
1117	336	21	3000002;5200005;4199001	100;3;5	1
1118	336	24	3000002;5200005;4199001	120;3;5	1
1119	336	27	3000002;5200005;4199001	120;3;5	1
1120	336	30	3000002;5200005;4199001	120;3;5	1
1121	436	1	4197005;4100032;4199001	1;5;5	1
1122	436	2	4197005;4100032;4199001	1;5;5	1
1123	436	3	4197005;4100032;4199001	2;5;5	1
1124	436	4	4197005;4100032;4199001	1;5;5	1
1125	436	5	4197005;4100032;4199001	1;5;5	1
1126	436	6	4197005;4100032;4199001	2;5;5	1
1127	137	3	3000002;5200005;4199001	20;1;5	1
1128	137	6	3000002;5200005;4199001	20;1;5	1
1129	137	9	3000002;5200005;4199001	20;1;5	1
1130	137	12	3000002;5200005;4199001	50;1;5	1
1131	137	15	3000002;5200005;4199001	50;1;5	1
1132	137	18	3000002;5200005;4199001	50;1;5	1
1133	137	21	3000002;5200005;4199001	50;1;5	1
1134	137	24	3000002;5200005;4199001	80;1;5	1
1135	137	27	3000002;5200005;4199001	80;1;5	1
1136	137	30	3000002;5200005;4199001	80;1;5	1
1137	237	3	3000002;5200005;4199001	50;2;5	1
1138	237	6	3000002;5200005;4199001	50;2;5	1
1139	237	9	3000002;5200005;4199001	50;2;5	1
1140	237	12	3000002;5200005;4199001	80;2;5	1
1141	237	15	3000002;5200005;4199001	80;2;5	1
1142	237	18	3000002;5200005;4199001	80;2;5	1
1143	237	21	3000002;5200005;4199001	80;2;5	1
1144	237	24	3000002;5200005;4199001	100;2;5	1
1145	237	27	3000002;5200005;4199001	100;2;5	1
1146	237	30	3000002;5200005;4199001	100;2;5	1
1147	337	3	3000002;5200005;4199001	80;3;5	1
1148	337	6	3000002;5200005;4199001	80;3;5	1
1149	337	9	3000002;5200005;4199001	80;3;5	1
1150	337	12	3000002;5200005;4199001	100;3;5	1
1151	337	15	3000002;5200005;4199001	100;3;5	1
1152	337	18	3000002;5200005;4199001	100;3;5	1
1153	337	21	3000002;5200005;4199001	100;3;5	1
1154	337	24	3000002;5200005;4199001	120;3;5	1
1155	337	27	3000002;5200005;4199001	120;3;5	1
1156	337	30	3000002;5200005;4199001	120;3;5	1
1157	437	1	4197005;4100032;4199001	1;5;5	1
1158	437	2	4197005;4100032;4199001	1;5;5	1
1159	437	3	4197005;4100032;4199001	2;5;5	1
1160	437	4	4197005;4100032;4199001	1;5;5	1
1161	437	5	4197005;4100032;4199001	1;5;5	1
1162	437	6	4197005;4100032;4199001	2;5;5	1
1163	138	3	3000002;5200005;4199001	20;1;5	1
1164	138	6	3000002;5200005;4199001	20;1;5	1
1165	138	9	3000002;5200005;4199001	20;1;5	1
1166	138	12	3000002;5200005;4199001	50;1;5	1
1167	138	15	3000002;5200005;4199001	50;1;5	1
1168	138	18	3000002;5200005;4199001	50;1;5	1
1169	138	21	3000002;5200005;4199001	50;1;5	1
1170	138	24	3000002;5200005;4199001	80;1;5	1
1171	138	27	3000002;5200005;4199001	80;1;5	1
1172	138	30	3000002;5200005;4199001	80;1;5	1
1173	238	3	3000002;5200005;4199001	50;2;5	1
1174	238	6	3000002;5200005;4199001	50;2;5	1
1175	238	9	3000002;5200005;4199001	50;2;5	1
1176	238	12	3000002;5200005;4199001	80;2;5	1
1177	238	15	3000002;5200005;4199001	80;2;5	1
1178	238	18	3000002;5200005;4199001	80;2;5	1
1179	238	21	3000002;5200005;4199001	80;2;5	1
1180	238	24	3000002;5200005;4199001	100;2;5	1
1181	238	27	3000002;5200005;4199001	100;2;5	1
1182	238	30	3000002;5200005;4199001	100;2;5	1
1183	338	3	3000002;5200005;4199001	80;3;5	1
1184	338	6	3000002;5200005;4199001	80;3;5	1
1185	338	9	3000002;5200005;4199001	80;3;5	1
1186	338	12	3000002;5200005;4199001	100;3;5	1
1187	338	15	3000002;5200005;4199001	100;3;5	1
1188	338	18	3000002;5200005;4199001	100;3;5	1
1189	338	21	3000002;5200005;4199001	100;3;5	1
1190	338	24	3000002;5200005;4199001	120;3;5	1
1191	338	27	3000002;5200005;4199001	120;3;5	1
1192	338	30	3000002;5200005;4199001	120;3;5	1
1193	438	1	4197005;4100032;4199001	1;5;5	1
1194	438	2	4197005;4100032;4199001	1;5;5	1
1195	438	3	4197005;4100032;4199001	2;5;5	1
1196	438	4	4197005;4100032;4199001	1;5;5	1
1197	438	5	4197005;4100032;4199001	1;5;5	1
1198	438	6	4197005;4100032;4199001	2;5;5	1
1199	139	3	3000002;5200005;4199001	20;1;5	1
1200	139	6	3000002;5200005;4199001	20;1;5	1
1201	139	9	3000002;5200005;4199001	20;1;5	1
1202	139	12	3000002;5200005;4199001	50;1;5	1
1203	139	15	3000002;5200005;4199001	50;1;5	1
1204	139	18	3000002;5200005;4199001	50;1;5	1
1205	139	21	3000002;5200005;4199001	50;1;5	1
1206	139	24	3000002;5200005;4199001	80;1;5	1
1207	139	27	3000002;5200005;4199001	80;1;5	1
1208	139	30	3000002;5200005;4199001	80;1;5	1
1209	239	3	3000002;5200005;4199001	50;2;5	1
1210	239	6	3000002;5200005;4199001	50;2;5	1
1211	239	9	3000002;5200005;4199001	50;2;5	1
1212	239	12	3000002;5200005;4199001	80;2;5	1
1213	239	15	3000002;5200005;4199001	80;2;5	1
1214	239	18	3000002;5200005;4199001	80;2;5	1
1215	239	21	3000002;5200005;4199001	80;2;5	1
1216	239	24	3000002;5200005;4199001	100;2;5	1
1217	239	27	3000002;5200005;4199001	100;2;5	1
1218	239	30	3000002;5200005;4199001	100;2;5	1
1219	339	3	3000002;5200005;4199001	80;3;5	1
1220	339	6	3000002;5200005;4199001	80;3;5	1
1221	339	9	3000002;5200005;4199001	80;3;5	1
1222	339	12	3000002;5200005;4199001	100;3;5	1
1223	339	15	3000002;5200005;4199001	100;3;5	1
1224	339	18	3000002;5200005;4199001	100;3;5	1
1225	339	21	3000002;5200005;4199001	100;3;5	1
1226	339	24	3000002;5200005;4199001	120;3;5	1
1227	339	27	3000002;5200005;4199001	120;3;5	1
1228	339	30	3000002;5200005;4199001	120;3;5	1
1229	439	1	4197005;4100032;4199001	1;5;5	1
1230	439	2	4197005;4100032;4199001	1;5;5	1
1231	439	3	4197005;4100032;4199001	2;5;5	1
1232	439	4	4197005;4100032;4199001	1;5;5	1
1233	439	5	4197005;4100032;4199001	1;5;5	1
1234	439	6	4197005;4100032;4199001	2;5;5	1
1235	140	3	3000002;5200005;4199001	20;1;5	1
1236	140	6	3000002;5200005;4199001	20;1;5	1
1237	140	9	3000002;5200005;4199001	20;1;5	1
1238	140	12	3000002;5200005;4199001	50;1;5	1
1239	140	15	3000002;5200005;4199001	50;1;5	1
1240	140	18	3000002;5200005;4199001	50;1;5	1
1241	140	21	3000002;5200005;4199001	50;1;5	1
1242	140	24	3000002;5200005;4199001	80;1;5	1
1243	140	27	3000002;5200005;4199001	80;1;5	1
1244	140	30	3000002;5200005;4199001	80;1;5	1
1245	240	3	3000002;5200005;4199001	50;2;5	1
1246	240	6	3000002;5200005;4199001	50;2;5	1
1247	240	9	3000002;5200005;4199001	50;2;5	1
1248	240	12	3000002;5200005;4199001	80;2;5	1
1249	240	15	3000002;5200005;4199001	80;2;5	1
1250	240	18	3000002;5200005;4199001	80;2;5	1
1251	240	21	3000002;5200005;4199001	80;2;5	1
1252	240	24	3000002;5200005;4199001	100;2;5	1
1253	240	27	3000002;5200005;4199001	100;2;5	1
1254	240	30	3000002;5200005;4199001	100;2;5	1
1255	340	3	3000002;5200005;4199001	80;3;5	1
1256	340	6	3000002;5200005;4199001	80;3;5	1
1257	340	9	3000002;5200005;4199001	80;3;5	1
1258	340	12	3000002;5200005;4199001	100;3;5	1
1259	340	15	3000002;5200005;4199001	100;3;5	1
1260	340	18	3000002;5200005;4199001	100;3;5	1
1261	340	21	3000002;5200005;4199001	100;3;5	1
1262	340	24	3000002;5200005;4199001	120;3;5	1
1263	340	27	3000002;5200005;4199001	120;3;5	1
1264	340	30	3000002;5200005;4199001	120;3;5	1
1265	440	1	4197005;4100032;4199001	1;5;5	1
1266	440	2	4197005;4100032;4199001	1;5;5	1
1267	440	3	4197005;4100032;4199001	2;5;5	1
1268	440	4	4197005;4100032;4199001	1;5;5	1
1269	440	5	4197005;4100032;4199001	1;5;5	1
1270	440	6	4197005;4100032;4199001	2;5;5	1
1271	141	3	3000002;5200005;4199001	20;1;5	1
1272	141	6	3000002;5200005;4199001	20;1;5	1
1273	141	9	3000002;5200005;4199001	20;1;5	1
1274	141	12	3000002;5200005;4199001	50;1;5	1
1275	141	15	3000002;5200005;4199001	50;1;5	1
1276	141	18	3000002;5200005;4199001	50;1;5	1
1277	141	21	3000002;5200005;4199001	50;1;5	1
1278	141	24	3000002;5200005;4199001	80;1;5	1
1279	141	27	3000002;5200005;4199001	80;1;5	1
1280	141	30	3000002;5200005;4199001	80;1;5	1
1281	241	3	3000002;5200005;4199001	50;2;5	1
1282	241	6	3000002;5200005;4199001	50;2;5	1
1283	241	9	3000002;5200005;4199001	50;2;5	1
1284	241	12	3000002;5200005;4199001	80;2;5	1
1285	241	15	3000002;5200005;4199001	80;2;5	1
1286	241	18	3000002;5200005;4199001	80;2;5	1
1287	241	21	3000002;5200005;4199001	80;2;5	1
1288	241	24	3000002;5200005;4199001	100;2;5	1
1289	241	27	3000002;5200005;4199001	100;2;5	1
1290	241	30	3000002;5200005;4199001	100;2;5	1
1291	341	3	3000002;5200005;4199001	80;3;5	1
1292	341	6	3000002;5200005;4199001	80;3;5	1
1293	341	9	3000002;5200005;4199001	80;3;5	1
1294	341	12	3000002;5200005;4199001	100;3;5	1
1295	341	15	3000002;5200005;4199001	100;3;5	1
1296	341	18	3000002;5200005;4199001	100;3;5	1
1297	341	21	3000002;5200005;4199001	100;3;5	1
1298	341	24	3000002;5200005;4199001	120;3;5	1
1299	341	27	3000002;5200005;4199001	120;3;5	1
1300	341	30	3000002;5200005;4199001	120;3;5	1
1301	441	1	4197005;4100032;4199001	1;5;5	1
1302	441	2	4197005;4100032;4199001	1;5;5	1
1303	441	3	4197005;4100032;4199001	2;5;5	1
1304	441	4	4197005;4100032;4199001	1;5;5	1
1305	441	5	4197005;4100032;4199001	1;5;5	1
1306	441	6	4197005;4100032;4199001	2;5;5	1
1307	142	3	3000002;5200005;4199001	20;1;5	1
1308	142	6	3000002;5200005;4199001	20;1;5	1
1309	142	9	3000002;5200005;4199001	20;1;5	1
1310	142	12	3000002;5200005;4199001	50;1;5	1
1311	142	15	3000002;5200005;4199001	50;1;5	1
1312	142	18	3000002;5200005;4199001	50;1;5	1
1313	142	21	3000002;5200005;4199001	50;1;5	1
1314	142	24	3000002;5200005;4199001	80;1;5	1
1315	142	27	3000002;5200005;4199001	80;1;5	1
1316	142	30	3000002;5200005;4199001	80;1;5	1
1317	242	3	3000002;5200005;4199001	50;2;5	1
1318	242	6	3000002;5200005;4199001	50;2;5	1
1319	242	9	3000002;5200005;4199001	50;2;5	1
1320	242	12	3000002;5200005;4199001	80;2;5	1
1321	242	15	3000002;5200005;4199001	80;2;5	1
1322	242	18	3000002;5200005;4199001	80;2;5	1
1323	242	21	3000002;5200005;4199001	80;2;5	1
1324	242	24	3000002;5200005;4199001	100;2;5	1
1325	242	27	3000002;5200005;4199001	100;2;5	1
1326	242	30	3000002;5200005;4199001	100;2;5	1
1327	342	3	3000002;5200005;4199001	80;3;5	1
1328	342	6	3000002;5200005;4199001	80;3;5	1
1329	342	9	3000002;5200005;4199001	80;3;5	1
1330	342	12	3000002;5200005;4199001	100;3;5	1
1331	342	15	3000002;5200005;4199001	100;3;5	1
1332	342	18	3000002;5200005;4199001	100;3;5	1
1333	342	21	3000002;5200005;4199001	100;3;5	1
1334	342	24	3000002;5200005;4199001	120;3;5	1
1335	342	27	3000002;5200005;4199001	120;3;5	1
1336	342	30	3000002;5200005;4199001	120;3;5	1
1337	442	1	4197005;4100032;4199001	1;5;5	1
1338	442	2	4197005;4100032;4199001	1;5;5	1
1339	442	3	4197005;4100032;4199001	2;5;5	1
1340	442	4	4197005;4100032;4199001	1;5;5	1
1341	442	5	4197005;4100032;4199001	1;5;5	1
1342	442	6	4197005;4100032;4199001	2;5;5	1
1343	143	3	3000002;5200005;4199001	20;1;5	1
1344	143	6	3000002;5200005;4199001	20;1;5	1
1345	143	9	3000002;5200005;4199001	20;1;5	1
1346	143	12	3000002;5200005;4199001	50;1;5	1
1347	143	15	3000002;5200005;4199001	50;1;5	1
1348	143	18	3000002;5200005;4199001	50;1;5	1
1349	143	21	3000002;5200005;4199001	50;1;5	1
1350	143	24	3000002;5200005;4199001	80;1;5	1
1351	143	27	3000002;5200005;4199001	80;1;5	1
1352	143	30	3000002;5200005;4199001	80;1;5	1
1353	243	3	3000002;5200005;4199001	50;2;5	1
1354	243	6	3000002;5200005;4199001	50;2;5	1
1355	243	9	3000002;5200005;4199001	50;2;5	1
1356	243	12	3000002;5200005;4199001	80;2;5	1
1357	243	15	3000002;5200005;4199001	80;2;5	1
1358	243	18	3000002;5200005;4199001	80;2;5	1
1359	243	21	3000002;5200005;4199001	80;2;5	1
1360	243	24	3000002;5200005;4199001	100;2;5	1
1361	243	27	3000002;5200005;4199001	100;2;5	1
1362	243	30	3000002;5200005;4199001	100;2;5	1
1363	343	3	3000002;5200005;4199001	80;3;5	1
1364	343	6	3000002;5200005;4199001	80;3;5	1
1365	343	9	3000002;5200005;4199001	80;3;5	1
1366	343	12	3000002;5200005;4199001	100;3;5	1
1367	343	15	3000002;5200005;4199001	100;3;5	1
1368	343	18	3000002;5200005;4199001	100;3;5	1
1369	343	21	3000002;5200005;4199001	100;3;5	1
1370	343	24	3000002;5200005;4199001	120;3;5	1
1371	343	27	3000002;5200005;4199001	120;3;5	1
1372	343	30	3000002;5200005;4199001	120;3;5	1
1373	443	1	4197005;4100032;4199001	1;5;5	1
1374	443	2	4197005;4100032;4199001	1;5;5	1
1375	443	3	4197005;4100032;4199001	2;5;5	1
1376	443	4	4197005;4100032;4199001	1;5;5	1
1377	443	5	4197005;4100032;4199001	1;5;5	1
1378	443	6	4197005;4100032;4199001	2;5;5	1
1379	144	3	3000002;5200005;4199001	20;1;5	1
1380	144	6	3000002;5200005;4199001	20;1;5	1
1381	144	9	3000002;5200005;4199001	20;1;5	1
1382	144	12	3000002;5200005;4199001	50;1;5	1
1383	144	15	3000002;5200005;4199001	50;1;5	1
1384	144	18	3000002;5200005;4199001	50;1;5	1
1385	144	21	3000002;5200005;4199001	50;1;5	1
1386	144	24	3000002;5200005;4199001	80;1;5	1
1387	144	27	3000002;5200005;4199001	80;1;5	1
1388	144	30	3000002;5200005;4199001	80;1;5	1
1389	244	3	3000002;5200005;4199001	50;2;5	1
1390	244	6	3000002;5200005;4199001	50;2;5	1
1391	244	9	3000002;5200005;4199001	50;2;5	1
1392	244	12	3000002;5200005;4199001	80;2;5	1
1393	244	15	3000002;5200005;4199001	80;2;5	1
1394	244	18	3000002;5200005;4199001	80;2;5	1
1395	244	21	3000002;5200005;4199001	80;2;5	1
1396	244	24	3000002;5200005;4199001	100;2;5	1
1397	244	27	3000002;5200005;4199001	100;2;5	1
1398	244	30	3000002;5200005;4199001	100;2;5	1
1399	344	3	3000002;5200005;4199001	80;3;5	1
1400	344	6	3000002;5200005;4199001	80;3;5	1
1401	344	9	3000002;5200005;4199001	80;3;5	1
1402	344	12	3000002;5200005;4199001	100;3;5	1
1403	344	15	3000002;5200005;4199001	100;3;5	1
1404	344	18	3000002;5200005;4199001	100;3;5	1
1405	344	21	3000002;5200005;4199001	100;3;5	1
1406	344	24	3000002;5200005;4199001	120;3;5	1
1407	344	27	3000002;5200005;4199001	120;3;5	1
1408	344	30	3000002;5200005;4199001	120;3;5	1
1409	444	1	4197005;4100032;4199001	1;5;5	1
1410	444	2	4197005;4100032;4199001	1;5;5	1
1411	444	3	4197005;4100032;4199001	2;5;5	1
1412	444	4	4197005;4100032;4199001	1;5;5	1
1413	444	5	4197005;4100032;4199001	1;5;5	1
1414	444	6	4197005;4100032;4199001	2;5;5	1
1415	145	3	3000002;5200005;4199001	20;1;5	1
1416	145	6	3000002;5200005;4199001	20;1;5	1
1417	145	9	3000002;5200005;4199001	20;1;5	1
1418	145	12	3000002;5200005;4199001	50;1;5	1
1419	145	15	3000002;5200005;4199001	50;1;5	1
1420	145	18	3000002;5200005;4199001	50;1;5	1
1421	145	21	3000002;5200005;4199001	50;1;5	1
1422	145	24	3000002;5200005;4199001	80;1;5	1
1423	145	27	3000002;5200005;4199001	80;1;5	1
1424	145	30	3000002;5200005;4199001	80;1;5	1
1425	245	3	3000002;5200005;4199001	50;2;5	1
1426	245	6	3000002;5200005;4199001	50;2;5	1
1427	245	9	3000002;5200005;4199001	50;2;5	1
1428	245	12	3000002;5200005;4199001	80;2;5	1
1429	245	15	3000002;5200005;4199001	80;2;5	1
1430	245	18	3000002;5200005;4199001	80;2;5	1
1431	245	21	3000002;5200005;4199001	80;2;5	1
1432	245	24	3000002;5200005;4199001	100;2;5	1
1433	245	27	3000002;5200005;4199001	100;2;5	1
1434	245	30	3000002;5200005;4199001	100;2;5	1
1435	345	3	3000002;5200005;4199001	80;3;5	1
1436	345	6	3000002;5200005;4199001	80;3;5	1
1437	345	9	3000002;5200005;4199001	80;3;5	1
1438	345	12	3000002;5200005;4199001	100;3;5	1
1439	345	15	3000002;5200005;4199001	100;3;5	1
1440	345	18	3000002;5200005;4199001	100;3;5	1
1441	345	21	3000002;5200005;4199001	100;3;5	1
1442	345	24	3000002;5200005;4199001	120;3;5	1
1443	345	27	3000002;5200005;4199001	120;3;5	1
1444	345	30	3000002;5200005;4199001	120;3;5	1
1445	445	1	4197005;4100032;4199001	1;5;5	1
1446	445	2	4197005;4100032;4199001	1;5;5	1
1447	445	3	4197005;4100032;4199001	2;5;5	1
1448	445	4	4197005;4100032;4199001	1;5;5	1
1449	445	5	4197005;4100032;4199001	1;5;5	1
1450	445	6	4197005;4100032;4199001	2;5;5	1
1451	146	3	3000002;5200005;4199001	20;1;5	1
1452	146	6	3000002;5200005;4199001	20;1;5	1
1453	146	9	3000002;5200005;4199001	20;1;5	1
1454	146	12	3000002;5200005;4199001	50;1;5	1
1455	146	15	3000002;5200005;4199001	50;1;5	1
1456	146	18	3000002;5200005;4199001	50;1;5	1
1457	146	21	3000002;5200005;4199001	50;1;5	1
1458	146	24	3000002;5200005;4199001	80;1;5	1
1459	146	27	3000002;5200005;4199001	80;1;5	1
1460	146	30	3000002;5200005;4199001	80;1;5	1
1461	246	3	3000002;5200005;4199001	50;2;5	1
1462	246	6	3000002;5200005;4199001	50;2;5	1
1463	246	9	3000002;5200005;4199001	50;2;5	1
1464	246	12	3000002;5200005;4199001	80;2;5	1
1465	246	15	3000002;5200005;4199001	80;2;5	1
1466	246	18	3000002;5200005;4199001	80;2;5	1
1467	246	21	3000002;5200005;4199001	80;2;5	1
1468	246	24	3000002;5200005;4199001	100;2;5	1
1469	246	27	3000002;5200005;4199001	100;2;5	1
1470	246	30	3000002;5200005;4199001	100;2;5	1
1471	346	3	3000002;5200005;4199001	80;3;5	1
1472	346	6	3000002;5200005;4199001	80;3;5	1
1473	346	9	3000002;5200005;4199001	80;3;5	1
1474	346	12	3000002;5200005;4199001	100;3;5	1
1475	346	15	3000002;5200005;4199001	100;3;5	1
1476	346	18	3000002;5200005;4199001	100;3;5	1
1477	346	21	3000002;5200005;4199001	100;3;5	1
1478	346	24	3000002;5200005;4199001	120;3;5	1
1479	346	27	3000002;5200005;4199001	120;3;5	1
1480	346	30	3000002;5200005;4199001	120;3;5	1
1481	446	1	4197005;4100032;4199001	1;5;5	1
1482	446	2	4197005;4100032;4199001	1;5;5	1
1483	446	3	4197005;4100032;4199001	2;5;5	1
1484	446	4	4197005;4100032;4199001	1;5;5	1
1485	446	5	4197005;4100032;4199001	1;5;5	1
1486	446	6	4197005;4100032;4199001	2;5;5	1
1487	147	3	3000002;5200005;4199001	20;1;5	1
1488	147	6	3000002;5200005;4199001	20;1;5	1
1489	147	9	3000002;5200005;4199001	20;1;5	1
1490	147	12	3000002;5200005;4199001	50;1;5	1
1491	147	15	3000002;5200005;4199001	50;1;5	1
1492	147	18	3000002;5200005;4199001	50;1;5	1
1493	147	21	3000002;5200005;4199001	50;1;5	1
1494	147	24	3000002;5200005;4199001	80;1;5	1
1495	147	27	3000002;5200005;4199001	80;1;5	1
1496	147	30	3000002;5200005;4199001	80;1;5	1
1497	247	3	3000002;5200005;4199001	50;2;5	1
1498	247	6	3000002;5200005;4199001	50;2;5	1
1499	247	9	3000002;5200005;4199001	50;2;5	1
1500	247	12	3000002;5200005;4199001	80;2;5	1
1501	247	15	3000002;5200005;4199001	80;2;5	1
1502	247	18	3000002;5200005;4199001	80;2;5	1
1503	247	21	3000002;5200005;4199001	80;2;5	1
1504	247	24	3000002;5200005;4199001	100;2;5	1
1505	247	27	3000002;5200005;4199001	100;2;5	1
1506	247	30	3000002;5200005;4199001	100;2;5	1
1507	347	3	3000002;5200005;4199001	80;3;5	1
1508	347	6	3000002;5200005;4199001	80;3;5	1
1509	347	9	3000002;5200005;4199001	80;3;5	1
1510	347	12	3000002;5200005;4199001	100;3;5	1
1511	347	15	3000002;5200005;4199001	100;3;5	1
1512	347	18	3000002;5200005;4199001	100;3;5	1
1513	347	21	3000002;5200005;4199001	100;3;5	1
1514	347	24	3000002;5200005;4199001	120;3;5	1
1515	347	27	3000002;5200005;4199001	120;3;5	1
1516	347	30	3000002;5200005;4199001	120;3;5	1
1517	447	1	4197005;4100032;4199001	1;5;5	1
1518	447	2	4197005;4100032;4199001	1;5;5	1
1519	447	3	4197005;4100032;4199001	2;5;5	1
1520	447	4	4197005;4100032;4199001	1;5;5	1
1521	447	5	4197005;4100032;4199001	1;5;5	1
1522	447	6	4197005;4100032;4199001	2;5;5	1
1523	148	3	3000002;5200005;4199001	20;1;5	1
1524	148	6	3000002;5200005;4199001	20;1;5	1
1525	148	9	3000002;5200005;4199001	20;1;5	1
1526	148	12	3000002;5200005;4199001	50;1;5	1
1527	148	15	3000002;5200005;4199001	50;1;5	1
1528	148	18	3000002;5200005;4199001	50;1;5	1
1529	148	21	3000002;5200005;4199001	50;1;5	1
1530	148	24	3000002;5200005;4199001	80;1;5	1
1531	148	27	3000002;5200005;4199001	80;1;5	1
1532	148	30	3000002;5200005;4199001	80;1;5	1
1533	248	3	3000002;5200005;4199001	50;2;5	1
1534	248	6	3000002;5200005;4199001	50;2;5	1
1535	248	9	3000002;5200005;4199001	50;2;5	1
1536	248	12	3000002;5200005;4199001	80;2;5	1
1537	248	15	3000002;5200005;4199001	80;2;5	1
1538	248	18	3000002;5200005;4199001	80;2;5	1
1539	248	21	3000002;5200005;4199001	80;2;5	1
1540	248	24	3000002;5200005;4199001	100;2;5	1
1541	248	27	3000002;5200005;4199001	100;2;5	1
1542	248	30	3000002;5200005;4199001	100;2;5	1
1543	348	3	3000002;5200005;4199001	80;3;5	1
1544	348	6	3000002;5200005;4199001	80;3;5	1
1545	348	9	3000002;5200005;4199001	80;3;5	1
1546	348	12	3000002;5200005;4199001	100;3;5	1
1547	348	15	3000002;5200005;4199001	100;3;5	1
1548	348	18	3000002;5200005;4199001	100;3;5	1
1549	348	21	3000002;5200005;4199001	100;3;5	1
1550	348	24	3000002;5200005;4199001	120;3;5	1
1551	348	27	3000002;5200005;4199001	120;3;5	1
1552	348	30	3000002;5200005;4199001	120;3;5	1
1553	448	1	4197005;4100032;4199001	1;5;5	1
1554	448	2	4197005;4100032;4199001	1;5;5	1
1555	448	3	4197005;4100032;4199001	2;5;5	1
1556	448	4	4197005;4100032;4199001	1;5;5	1
1557	448	5	4197005;4100032;4199001	1;5;5	1
1558	448	6	4197005;4100032;4199001	2;5;5	1
1559	149	3	3000002;5200005;4199001	20;1;5	1
1560	149	6	3000002;5200005;4199001	20;1;5	1
1561	149	9	3000002;5200005;4199001	20;1;5	1
1562	149	12	3000002;5200005;4199001	50;1;5	1
1563	149	15	3000002;5200005;4199001	50;1;5	1
1564	149	18	3000002;5200005;4199001	50;1;5	1
1565	149	21	3000002;5200005;4199001	50;1;5	1
1566	149	24	3000002;5200005;4199001	80;1;5	1
1567	149	27	3000002;5200005;4199001	80;1;5	1
1568	149	30	3000002;5200005;4199001	80;1;5	1
1569	249	3	3000002;5200005;4199001	50;2;5	1
1570	249	6	3000002;5200005;4199001	50;2;5	1
1571	249	9	3000002;5200005;4199001	50;2;5	1
1572	249	12	3000002;5200005;4199001	80;2;5	1
1573	249	15	3000002;5200005;4199001	80;2;5	1
1574	249	18	3000002;5200005;4199001	80;2;5	1
1575	249	21	3000002;5200005;4199001	80;2;5	1
1576	249	24	3000002;5200005;4199001	100;2;5	1
1577	249	27	3000002;5200005;4199001	100;2;5	1
1578	249	30	3000002;5200005;4199001	100;2;5	1
1579	349	3	3000002;5200005;4199001	80;3;5	1
1580	349	6	3000002;5200005;4199001	80;3;5	1
1581	349	9	3000002;5200005;4199001	80;3;5	1
1582	349	12	3000002;5200005;4199001	100;3;5	1
1583	349	15	3000002;5200005;4199001	100;3;5	1
1584	349	18	3000002;5200005;4199001	100;3;5	1
1585	349	21	3000002;5200005;4199001	100;3;5	1
1586	349	24	3000002;5200005;4199001	120;3;5	1
1587	349	27	3000002;5200005;4199001	120;3;5	1
