Id,TabType,Number,Type,RoleId,,Name,WeaponDesc,WeaponDescCoordinate,BackStory,StoryTitle,StoryDesc,StoryCondition,ConditionTitle,MonsterCapacityTitle,MonsterCapacityDesc,MonsterThreat,Resources,CanvasSize,Open
5002,5,002,0,0,克蕾尔,book_name_5002,0,0,book_backstory_5002,"book_storytitle_5002_1,book_storytitle_5002_2","book_stroydesc_5002_1,book_stroydesc_5002_2","0,0","0,0",0,0,0,ui_dn_tj_npc_5100002,,1
5003,5,003,0,0,露西,book_name_5003,0,0,book_backstory_5003,book_storytitle_5003_1,book_stroydesc_5003_1,0,0,0,0,0,ui_dn_tj_npc_5100003,,1
5004,5,004,0,0,罗德,book_name_5004,0,0,book_backstory_5004,0,0,0,0,0,0,0,ui_dn_tj_npc_5100004,,1
5005,5,005,0,0,黑神伊娜,book_name_5005,0,0,book_backstory_5005,book_storytitle_5005_1,book_stroydesc_5005_1,0,0,0,0,0,ui_dn_tj_npc_5100005,,1
5006,5,006,0,0,凯尔丝,book_name_5006,0,0,book_backstory_5006,book_storytitle_5006_1,book_stroydesc_5006_1,0,0,0,0,0,ui_dn_tj_npc_5100006,,1
5007,5,007,0,0,艾露维尔女伯爵,book_name_5007,0,0,book_backstory_5007,"book_storytitle_5007_1,book_storytitle_5007_2","book_stroydesc_5007_1,book_stroydesc_5007_2","0,0","0,0",0,0,0,ui_dn_tj_npc_5100010,,1
5008,5,008,0,0,贝儿,book_name_5008,0,0,book_backstory_5008,book_storytitle_5008_1,book_stroydesc_5008_1,0,0,0,0,0,ui_dn_tj_npc_5100009,,1
5009,5,009,0,0,伊拉,book_name_5009,0,0,book_backstory_5009,book_storytitle_5009_1,book_stroydesc_5009_1,0,0,0,0,0,ui_dn_tj_npc_5100011,,1
5010,5,010,0,0,迪亚里托,book_name_5010,0,0,book_backstory_5010,book_storytitle_5010_1,book_stroydesc_5010_1,0,0,0,0,0,ui_dn_tj_npc_5100016,,1
5011,5,011,0,0,玛莎,book_name_5011,0,0,book_backstory_5011,book_storytitle_5011_1,book_stroydesc_5011_1,0,0,0,0,0,ui_dn_tj_npc_5100008,,0
5012,5,012,0,0,阿桑斯,book_name_5012,0,0,book_backstory_5012,book_storytitle_5012_1,book_stroydesc_5012_1,0,0,0,0,0,ui_dn_tj_npc_5890419,,1
2080,2,007,3,30300031,咎瓦尤斯,book_name_2080,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2007_1_1,book_storydesc_2007_1_2,book_storydesc_2007_1_3","10008,1;10008,10;10008,20","book_unlocktitle_2007_1_1,book_unlocktitle_2007_1_2,book_unlocktitle_2007_1_3","book_capacitytitle_2007_1_1,book_capacitytitle_2007_1_2,book_capacitytitle_2007_1_3","book_capacitydesc_2007_1_1,book_capacitydesc_2007_1_2,book_capacitydesc_2007_1_3",2,0,,0
2081,2,007,3,30300032,咎瓦尤斯,book_name_2081,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2007_1_1,book_storydesc_2007_1_2,book_storydesc_2007_1_3","10008,1;10008,10;10008,20","book_unlocktitle_2007_1_1,book_unlocktitle_2007_1_2,book_unlocktitle_2007_1_3","book_capacitytitle_2007_1_1,book_capacitytitle_2007_1_2,book_capacitytitle_2007_1_3","book_capacitydesc_2007_1_1,book_capacitydesc_2007_1_2,book_capacitydesc_2007_1_3",2,0,,0
2082,2,007,3,30300033,咎瓦尤斯,book_name_2082,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2007_1_1,book_storydesc_2007_1_2,book_storydesc_2007_1_3","10008,1;10008,10;10008,20","book_unlocktitle_2007_1_1,book_unlocktitle_2007_1_2,book_unlocktitle_2007_1_3","book_capacitytitle_2007_1_1,book_capacitytitle_2007_1_2,book_capacitytitle_2007_1_3","book_capacitydesc_2007_1_1,book_capacitydesc_2007_1_2,book_capacitydesc_2007_1_3",2,0,,0
2083,2,007,3,30300034,咎瓦尤斯,book_name_2083,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2007_1_1,book_storydesc_2007_1_2,book_storydesc_2007_1_3","10008,1;10008,10;10008,20","book_unlocktitle_2007_1_1,book_unlocktitle_2007_1_2,book_unlocktitle_2007_1_3","book_capacitytitle_2007_1_1,book_capacitytitle_2007_1_2,book_capacitytitle_2007_1_3","book_capacitydesc_2007_1_1,book_capacitydesc_2007_1_2,book_capacitydesc_2007_1_3",2,0,,0
2084,2,007,3,30300035,咎瓦尤斯,book_name_2084,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2007_1_1,book_storydesc_2007_1_2,book_storydesc_2007_1_3","10008,1;10008,10;10008,20","book_unlocktitle_2007_1_1,book_unlocktitle_2007_1_2,book_unlocktitle_2007_1_3","book_capacitytitle_2007_1_1,book_capacitytitle_2007_1_2,book_capacitytitle_2007_1_3","book_capacitydesc_2007_1_1,book_capacitydesc_2007_1_2,book_capacitydesc_2007_1_3",2,0,,0
2085,2,007,3,30300036,咎瓦尤斯,book_name_2085,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2007_1_1,book_storydesc_2007_1_2,book_storydesc_2007_1_3","10008,1;10008,10;10008,20","book_unlocktitle_2007_1_1,book_unlocktitle_2007_1_2,book_unlocktitle_2007_1_3","book_capacitytitle_2007_1_1,book_capacitytitle_2007_1_2,book_capacitytitle_2007_1_3","book_capacitydesc_2007_1_1,book_capacitydesc_2007_1_2,book_capacitydesc_2007_1_3",2,0,,0
2086,2,007,3,30300037,咎瓦尤斯,book_name_2086,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2007_1_1,book_storydesc_2007_1_2,book_storydesc_2007_1_3","10008,1;10008,10;10008,20","book_unlocktitle_2007_1_1,book_unlocktitle_2007_1_2,book_unlocktitle_2007_1_3","book_capacitytitle_2007_1_1,book_capacitytitle_2007_1_2,book_capacitytitle_2007_1_3","book_capacitydesc_2007_1_1,book_capacitydesc_2007_1_2,book_capacitydesc_2007_1_3",2,0,,0
2087,2,009,3,30600011,恶神-桃,book_name_2009,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2009_1_1,book_storydesc_2009_1_2,book_storydesc_2009_1_3","10010,1;10010,10;10010,20","book_unlocktitle_2009_1_1,book_unlocktitle_2009_1_2,book_unlocktitle_2009_1_3","book_capacitytitle_2009_1_1,book_capacitytitle_2009_1_2,book_capacitytitle_2009_1_3","book_capacitydesc_2009_1_1,book_capacitydesc_2009_1_2,book_capacitydesc_2009_1_3",3,0,,0
2088,2,001,3,30200013,暴食,book_name_2001,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2001_1_1,book_storydesc_2001_1_2,book_storydesc_2001_1_3","10002,1;10002,5;10002,10","book_unlocktitle_2001_1_1,book_unlocktitle_2001_1_2,book_unlocktitle_2001_1_3","book_capacitytitle_2001_1_1,book_capacitytitle_2001_1_2,book_capacitytitle_2001_1_3","book_capacitydesc_2001_1_1,book_capacitydesc_2001_1_2,book_capacitydesc_2001_1_3",3,0,,0
2089,2,002,3,30200023,色欲,book_name_2002,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2002_1_1,book_storydesc_2002_1_2,book_storydesc_2002_1_3","10003,1;10003,5;10003,10","book_unlocktitle_2002_1_1,book_unlocktitle_2002_1_2,book_unlocktitle_2002_1_3","book_capacitytitle_2002_1_1,book_capacitytitle_2002_1_2,book_capacitytitle_2002_1_3","book_capacitydesc_2002_1_1,book_capacitydesc_2002_1_2,book_capacitydesc_2002_1_3",3,0,,0
2090,2,005,3,30300012,西蒙,book_name_2005,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2005_1_1,book_storydesc_2005_1_2,book_storydesc_2005_1_3","10006,1;10006,10;10006,20","book_unlocktitle_2005_1_1,book_unlocktitle_2005_1_2,book_unlocktitle_2005_1_3","book_capacitytitle_2005_1_1,book_capacitytitle_2005_1_2,book_capacitytitle_2005_1_3","book_capacitydesc_2005_1_1,book_capacitydesc_2005_1_2,book_capacitydesc_2005_1_3",2,0,,0
2091,2,007,3,30300038,咎瓦尤斯,book_name_2007,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2007_1_1,book_storydesc_2007_1_2,book_storydesc_2007_1_3","10008,1;10008,10;10008,20","book_unlocktitle_2007_1_1,book_unlocktitle_2007_1_2,book_unlocktitle_2007_1_3","book_capacitytitle_2007_1_1,book_capacitytitle_2007_1_2,book_capacitytitle_2007_1_3","book_capacitydesc_2007_1_1,book_capacitydesc_2007_1_2,book_capacitydesc_2007_1_3",2,0,,0
2092,2,009,3,30600012,恶神-桃,book_name_2009,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2009_1_1,book_storydesc_2009_1_2,book_storydesc_2009_1_3","10010,1;10010,10;10010,20","book_unlocktitle_2009_1_1,book_unlocktitle_2009_1_2,book_unlocktitle_2009_1_3","book_capacitytitle_2009_1_1,book_capacitytitle_2009_1_2,book_capacitytitle_2009_1_3","book_capacitydesc_2009_1_1,book_capacitydesc_2009_1_2,book_capacitydesc_2009_1_3",3,0,,0
2093,2,006,3,30300023,莉莉布朗尼,book_name_2006,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2006_1_1,book_storydesc_2006_1_2,book_storydesc_2006_1_3","10007,1;10007,10;10007,20","book_unlocktitle_2006_1_1,book_unlocktitle_2006_1_2,book_unlocktitle_2006_1_3","book_capacitytitle_2006_1_1,book_capacitytitle_2006_1_2","book_capacitydesc_2006_1_1,book_capacitydesc_2006_1_2",1,0,,0
2094,2,040,3,30500074,食人花,book_name_2040,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2040_1_1,book_storydesc_2040_1_2,book_storydesc_2040_1_3","10041,1;10041,50;10041,100","book_unlocktitle_2040_1_1,book_unlocktitle_2040_1_2,book_unlocktitle_2040_1_3",book_capacitytitle_2040_1_1,book_capacitydesc_2040_1_1,1,0,,0
