StageId,PreStage,Show,Name,StageNumber,,StageOrder,Type,MainStage,BossTitle,FirstRawardMission,ThreeStarMission,ThreeStarReward,OpenCondition,WinCondition,WinConditionLevelRefix,LoseCondition,LoseConditionLevelRefix,ItemConsume,MaxRound,Power,TaskReward,ChapterId,ChapterMapId,StageTime,MonsterId,SuggestGospel,StageMonsterAttrBuff,MonsterAttrBuff,SelfStartSkill,AwardBuff,ItemId,Drop,InfiniteReward,Plot,EndPlot,Icon,Sound,SkillQuantity,SkillId,MonsterSkillId,AllowSkill,Quantity,Scene,SpecialCamera,Des,StageDes,StagePointDisplay,StagePoint,,FixedTeam,AssistRole
60501,,1,stage_name_60501,0-1,每日BOSS咎瓦尤斯1,,8,1,1,0,0,0,0,"10116,1",,,,"1000015,1",600,"40,20000",0,0,0,0,605011,,0,"0,101,-500;0,102,300;0,103,-500;0,104,0;0,105,282",0,0,0,0,,0,0,,8120060,2,0,,0,0,1979208,,,,6,,,,
60502,60501,1,stage_name_60501,0-2,每日BOSS咎瓦尤斯2,,8,1,1,0,0,0,0,"10116,1",,,,"1000015,1",600,"40,20000",0,0,0,0,605021,,0,"0,101,-500;0,102,300;0,103,-500;0,104,0;0,105,282;0,108,50;0,110,100;0,113,0;0,115,100;0,1001,100;0,1012,100;0,1005,100",0,0,0,0,,0,0,,8120060,2,0,,0,0,1979208,,,,6,,,,
60503,60502,1,stage_name_60501,0-3,每日BOSS咎瓦尤斯3,,8,1,1,0,0,0,0,"10116,1",,,,"1000015,1",600,"40,20000",0,0,0,0,605031,,0,"0,101,2000;0,102,800;0,103,800;0,104,1600;0,105,282;0,108,100;0,110,100;0,113,0;0,115,100;0,1001,200;0,1012,200;0,1005,200",0,0,0,0,,0,0,,8120060,2,0,,0,0,1979208,,,,6,,,,
60504,60503,1,stage_name_60501,0-4,每日BOSS咎瓦尤斯4,,8,1,1,0,0,0,0,"10116,1",,,,"1000015,1",600,"40,20000",0,0,0,0,605041,,0,"0,101,3800;0,102,1600;0,103,1600;0,104,2800;0,105,282;0,108,100;0,110,200;0,113,0;0,115,200;0,1001,300;0,1012,300;0,1005,300",0,0,0,0,,0,0,,8120060,2,0,,0,0,1979208,,,,6,,,,
60505,60504,1,stage_name_60501,0-5,每日BOSS咎瓦尤斯5,,8,1,1,0,0,0,0,"10116,1",,,,"1000015,1",600,"40,20000",0,0,0,0,605051,,0,"0,101,5000;0,102,1600;0,103,2420;0,104,3800;0,105,282;0,108,200;0,110,200;0,113,0;0,115,300;0,1001,400;0,1012,400;0,1005,400",0,0,0,0,,0,0,,8120060,2,0,,0,0,1979208,,,,6,,,,
60506,60505,1,stage_name_60501,0-6,每日BOSS咎瓦尤斯6,,8,1,1,0,0,0,0,"10116,1",,,,"1000015,1",600,"40,20000",0,0,0,0,605061,,0,"0,101,5000;0,102,1600;0,103,2420;0,104,3800;0,105,282;0,108,200;0,110,200;0,113,0;0,115,300;0,1001,400;0,1012,400;0,1005,400",0,0,0,0,,0,0,,8120060,2,99999996,,0,0,1979208,,,,1,,,,
60601,,1,stage_name_60601,0-1,每日BOSS黑桃1,,8,1,1,0,0,0,0,"10116,1",,,,"1000015,1",600,"40,20000",0,0,0,0,606011,,0,"0,101,-500;0,102,-600;0,103,-500;0,104,-400;0,105,-190",0,0,0,0,,0,0,,8120060,2,0,,0,0,1979208,,,,6,,,,
60602,60601,1,stage_name_60601,0-2,每日BOSS黑桃2,,8,1,1,0,0,0,0,"10116,1",,,,"1000015,1",600,"40,20000",0,0,0,0,606021,,0,"0,101,-200;0,102,-600;0,103,-200;0,104,-200;0,105,-190;0,108,50;0,110,0;0,113,100;0,115,100;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,,8120060,2,0,,0,0,1979208,,,,6,,,,
60603,60602,1,stage_name_60601,0-3,每日BOSS黑桃3,,8,1,1,0,0,0,0,"10116,1",,,,"1000015,1",600,"40,20000",0,0,0,0,606031,,0,"0,101,860;0,102,600;0,103,560;0,104,800;0,105,-100;0,108,100;0,110,0;0,113,100;0,115,100;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,,8120060,2,0,,0,0,1979208,,,,6,,,,
60604,60603,1,stage_name_60601,0-4,每日BOSS黑桃4,,8,1,1,0,0,0,0,"10116,1",,,,"1000015,1",600,"40,20000",0,0,0,0,606041,,0,"0,101,1430;0,102,1000;0,103,680;0,104,1640;0,105,150;0,108,200;0,110,0;0,113,200;0,115,100;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,,8120060,2,0,,0,0,1979208,,,,6,,,,
60605,60604,1,stage_name_60601,0-5,每日BOSS黑桃5,,8,1,1,0,0,0,0,"10116,1",,,,"1000015,1",600,"40,20000",0,0,0,0,606051,,0,"0,101,1700;0,102,1500;0,103,968;0,104,1640;0,105,308;0,108,300;0,110,0;0,113,200;0,115,100;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,,8120060,2,0,,0,0,1979208,,,,6,,,,
60606,60605,1,stage_name_60601,0-6,每日BOSS黑桃6,,8,1,1,0,0,0,0,"10116,1",,,,"1000015,1",600,"40,20000",0,0,0,0,606061,,0,"0,101,1700;0,102,1500;0,103,968;0,104,1640;0,105,308;0,108,300;0,110,0;0,113,200;0,115,100;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,,8120060,2,99999996,,0,0,1979208,,,,1,,,,
7000101,,1,stage_name_7000101,I,幻梦之境-西蒙,1,2,1,1,0,0,0,"104,1","10115,1",,,,0,1200,"50,50000",0,0,0,0,700010101,,,"0,101,0;0,102,0;0,103,0;0,104,-500;0,105,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_8_1,ui_mhj_z_gq_kn_8_2,ui_image_hmzj_8_3",8120095,1,99999996,,0,0,1979213,,steage_des_7000101,steage_des_7000101,5,,,,
7000102,,1,stage_name_7000102,II,幻梦之境-西蒙,1,2,1,1,0,0,0,"104,50","10115,1",,,,0,1200,"60,60000",0,0,0,0,700010201,,,"0,101,0;0,102,200;0,103,0;0,104,-100;0,105,100;0,108,100;0,110,0;0,113,0;0,115,0;0,1001,100;0,1012,100;0,1005,100;0,135,300",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_8_1,ui_mhj_z_gq_kn_8_2,ui_image_hmzj_8_3",8120095,2,"99999993,99999996",,0,0,1979213,,steage_des_7000102,steage_des_7000102,5,,,,
7000103,,1,stage_name_7000103,III,幻梦之境-西蒙,1,2,1,1,0,0,0,"104,60","10115,1",,,,0,1200,"70,70000",0,0,0,0,700010301,,,"0,101,400;0,102,400;0,103,200;0,104,800;0,105,200;0,108,200;0,110,0;0,113,0;0,115,100;0,1001,200;0,1012,200;0,1005,200;0,135,300",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_8_1,ui_mhj_z_gq_kn_8_2,ui_image_hmzj_8_3",8120095,3,"99999993,99999996,99999995",,0,0,1979213,,steage_des_7000103,steage_des_7000103,5,,,,
7000104,,1,stage_name_7000104,IV,幻梦之境-西蒙,1,2,1,1,0,0,0,"104,70","10115,1",,,,0,1200,"80,80000",0,0,0,0,700010401,,,"0,101,1000;0,102,600;0,103,300;0,104,1600;0,105,300;0,108,200;0,110,0;0,113,0;0,115,200;0,1001,300;0,1012,300;0,1005,300;0,135,300",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_8_1,ui_mhj_z_gq_kn_8_2,ui_image_hmzj_8_3",8120095,4,"99999993,99999994,99999995,99999996",,"99999972,99999971,99999968,99999967,99999962,99999959,99999954,99999952,99999950,99999907,99999906,99999905,99999904,99999903,99999902,99999901,99999900,99999944,99999939",19,1979213,,steage_des_7000104,steage_des_7000104,5,,,,
7000105,,1,stage_name_7000105,V,幻梦之境-西蒙,1,2,1,1,0,0,0,"104,80","10115,1",,,,0,1200,"90,90000",0,0,0,0,700010501,,,"0,101,2500;0,102,600;0,103,300;0,104,4000;0,105,500;0,108,200;0,110,0;0,113,0;0,115,300;0,1001,400;0,1012,400;0,1005,400;0,135,300",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_8_1,ui_mhj_z_gq_kn_8_2,ui_image_hmzj_8_3",8120095,5,"99999891,99999993,99999994,99999995,99999996",,"99999972,99999971,99999968,99999967,99999962,99999959,99999954,99999952,99999950,99999907,99999906,99999905,99999904,99999903,99999902,99999901,99999900,99999944,99999939",19,1979213,,steage_des_7000105,steage_des_7000105,5,,,,
7000301,,1,stage_name_7000301,I,幻梦之境-咎瓦尤斯,2,2,1,1,0,0,0,"104,1","10115,1",,,,0,1200,"50,50000",0,0,0,0,700030101,,,"0,101,0;0,102,0;0,103,0;0,104,-500;0,105,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_5_1,ui_mhj_z_gq_kn_5_2,ui_image_hmzj_5_3",8120098,1,99999996,,0,0,1979208,,steage_des_7000301,steage_des_7000301,5,,,,
7000302,,1,stage_name_7000302,II,幻梦之境-咎瓦尤斯,2,2,1,1,0,0,0,"104,50","10115,1",,,,0,1200,"60,60000",0,0,0,0,700030201,,,"0,101,0;0,102,0;0,103,0;0,104,-100;0,105,100;0,108,100;0,110,0;0,113,0;0,115,0;0,1001,100;0,1012,100;0,1005,100",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_5_1,ui_mhj_z_gq_kn_5_2,ui_image_hmzj_5_3",8120098,2,"99999993,99999996",,0,0,1979208,,steage_des_7000302,steage_des_7000302,5,,,,
7000303,,1,stage_name_7000303,III,幻梦之境-咎瓦尤斯,2,2,1,1,0,0,0,"104,60","10115,1",,,,0,1200,"70,70000",0,0,0,0,700030301,,,"0,101,400;0,102,0;0,103,200;0,104,800;0,105,200;0,108,200;0,110,0;0,113,0;0,115,100;0,1001,200;0,1012,200;0,1005,200",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_5_1,ui_mhj_z_gq_kn_5_2,ui_image_hmzj_5_3",8120098,3,"99999993,99999996,99999995",,0,0,1979208,,steage_des_7000303,steage_des_7000303,5,,,,
7000304,,1,stage_name_7000304,IV,幻梦之境-咎瓦尤斯,2,2,1,1,0,0,0,"104,70","10115,1",,,,0,1200,"80,80000",0,0,0,0,700030401,,,"0,101,1000;0,102,100;0,103,300;0,104,1600;0,105,300;0,108,200;0,110,0;0,113,0;0,115,200;0,1001,300;0,1012,300;0,1005,300",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_5_1,ui_mhj_z_gq_kn_5_2,ui_image_hmzj_5_3",8120098,4,"99999993,99999994,99999995,99999996",,"99999972,99999971,99999968,99999967,99999962,99999959,99999954,99999952,99999950,99999907,99999906,99999905,99999904,99999903,99999902,99999901,99999900,99999944,99999939",19,1979208,,steage_des_7000304,steage_des_7000304,5,,,,
7000305,,1,stage_name_7000305,V,幻梦之境-咎瓦尤斯,2,2,1,1,0,0,0,"104,80","10115,1",,,,0,1200,"90,90000",0,0,0,0,700030501,,,"0,101,3500;0,102,100;0,103,300;0,104,4000;0,105,500;0,108,200;0,110,0;0,113,0;0,115,300;0,1001,400;0,1012,400;0,1005,400",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_5_1,ui_mhj_z_gq_kn_5_2,ui_image_hmzj_5_3",8120098,5,"99999891,99999993,99999994,99999995,99999996",,"99999972,99999971,99999968,99999967,99999962,99999959,99999954,99999952,99999950,99999907,99999906,99999905,99999904,99999903,99999902,99999901,99999900,99999944,99999939",19,1979208,,steage_des_7000305,steage_des_7000305,5,,,,
7000401,,1,stage_name_7000401,I,幻梦之境-莉莉布朗尼,3,2,1,1,0,0,0,"104,1","10115,1",,,,0,1200,"50,50000",0,0,0,0,700040101,,,"0,101,0;0,102,0;0,103,0;0,104,-500;0,105,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_7_1,ui_mhj_z_gq_kn_7_2,ui_image_hmzj_7_3",8120099,1,99999996,,0,0,1979220,,steage_des_7000401,steage_des_7000401,5,,,,
7000402,,1,stage_name_7000402,II,幻梦之境-莉莉布朗尼,3,2,1,1,0,0,0,"104,50","10115,1",,,,0,1200,"60,60000",0,0,0,0,700040201,,,"0,101,0;0,102,200;0,103,0;0,104,-100;0,105,100;0,108,100;0,110,0;0,113,0;0,115,0;0,1001,100;0,1012,100;0,1005,100",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_7_1,ui_mhj_z_gq_kn_7_2,ui_image_hmzj_7_3",8120099,2,"99999993,99999996",,0,0,1979220,,steage_des_7000402,steage_des_7000402,5,,,,
7000403,,1,stage_name_7000403,III,幻梦之境-莉莉布朗尼,3,2,1,1,0,0,0,"104,60","10115,1",,,,0,1200,"70,70000",0,0,0,0,700040301,,,"0,101,400;0,102,400;0,103,200;0,104,800;0,105,200;0,108,200;0,110,0;0,113,0;0,115,100;0,1001,200;0,1012,200;0,1005,200",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_7_1,ui_mhj_z_gq_kn_7_2,ui_image_hmzj_7_3",8120099,3,"99999993,99999996,99999995",,0,0,1979220,,steage_des_7000403,steage_des_7000403,5,,,,
7000404,,1,stage_name_7000404,IV,幻梦之境-莉莉布朗尼,3,2,1,1,0,0,0,"104,70","10115,1",,,,0,1200,"80,80000",0,0,0,0,700040401,,,"0,101,1000;0,102,600;0,103,300;0,104,1600;0,105,300;0,108,200;0,110,0;0,113,0;0,115,200;0,1001,300;0,1012,300;0,1005,300",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_7_1,ui_mhj_z_gq_kn_7_2,ui_image_hmzj_7_3",8120099,4,"99999993,99999994,99999995,99999996",,"99999972,99999971,99999968,99999967,99999962,99999959,99999954,99999952,99999950,99999907,99999906,99999905,99999904,99999903,99999902,99999901,99999900,99999944,99999939",19,1979220,,steage_des_7000404,steage_des_7000404,5,,,,
7000405,,1,stage_name_7000405,V,幻梦之境-莉莉布朗尼,3,2,1,1,0,0,0,"104,80","10115,1",,,,0,1200,"90,90000",0,0,0,0,700040501,,,"0,101,2500;0,102,600;0,103,300;0,104,4000;0,105,500;0,108,200;0,110,0;0,113,0;0,115,300;0,1001,400;0,1012,400;0,1005,400",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_7_1,ui_mhj_z_gq_kn_7_2,ui_image_hmzj_7_3",8120099,5,"99999891,99999993,99999994,99999995,99999996",,"99999972,99999971,99999968,99999967,99999962,99999959,99999954,99999952,99999950,99999907,99999906,99999905,99999904,99999903,99999902,99999901,99999900,99999944,99999939",19,1979220,,steage_des_7000405,steage_des_7000405,5,,,,
7000601,,1,stage_name_7000601,I,幻梦之境-色欲,4,2,1,1,0,0,0,"104,1","10115,1",,,,0,1200,"50,50000",0,0,0,0,700060101,,,"0,101,0;0,102,0;0,103,0;0,104,-500;0,105,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_1_1,ui_mhj_z_gq_kn_1_2,ui_image_hmzj_1_3",8120055,1,99999996,,0,0,1979207,,steage_des_7000601,steage_des_7000601,5,,,,
7000602,,1,stage_name_7000602,II,幻梦之境-色欲,4,2,1,1,0,0,0,"104,50","10115,1",,,,0,1200,"60,60000",0,0,0,0,700060201,,,"0,101,0;0,102,200;0,103,0;0,104,-100;0,105,100;0,108,100;0,110,0;0,113,0;0,115,0;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_1_1,ui_mhj_z_gq_kn_1_2,ui_image_hmzj_1_3",8120055,2,"99999993,99999996",,0,0,1979207,,steage_des_7000602,steage_des_7000602,5,,,,
7000603,,1,stage_name_7000603,III,幻梦之境-色欲,4,2,1,1,0,0,0,"104,60","10115,1",,,,0,1200,"70,70000",0,0,0,0,700060301,,,"0,101,400;0,102,400;0,103,200;0,104,400;0,105,200;0,108,200;0,110,0;0,113,0;0,115,100;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_1_1,ui_mhj_z_gq_kn_1_2,ui_image_hmzj_1_3",8120055,3,"99999993,99999996,99999995",,0,0,1979207,,steage_des_7000603,steage_des_7000603,5,,,,
7000604,,1,stage_name_7000604,IV,幻梦之境-色欲,4,2,1,1,0,0,0,"104,70","10115,1",,,,0,1200,"80,80000",0,0,0,0,700060401,,,"0,101,1000;0,102,600;0,103,300;0,104,1200;0,105,300;0,108,200;0,110,0;0,113,0;0,115,200;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_1_1,ui_mhj_z_gq_kn_1_2,ui_image_hmzj_1_3",8120055,4,"99999993,99999994,99999995,99999996",,"99999972,99999971,99999968,99999967,99999962,99999959,99999954,99999952,99999950,99999907,99999906,99999905,99999904,99999903,99999902,99999901,99999900,99999944,99999939",19,1979207,,steage_des_7000604,steage_des_7000604,5,,,,
7000605,,1,stage_name_7000605,V,幻梦之境-色欲,4,2,1,1,0,0,0,"104,80","10115,1",,,,0,1200,"90,90000",0,0,0,0,700060501,,,"0,101,2000;0,102,600;0,103,300;0,104,3000;0,105,500;0,108,200;0,110,0;0,113,0;0,115,300;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_1_1,ui_mhj_z_gq_kn_1_2,ui_image_hmzj_1_3",8120055,5,"99999891,99999993,99999994,99999995,99999996",,"99999972,99999971,99999968,99999967,99999962,99999959,99999954,99999952,99999950,99999907,99999906,99999905,99999904,99999903,99999902,99999901,99999900,99999944,99999939",19,1979207,,steage_des_7000605,steage_des_7000605,5,,,,
7000901,,1,stage_name_7000901,I,幻梦之境-暴食,5,2,1,1,0,0,0,"104,1","10115,1",,,,0,1200,"50,50000",0,0,0,0,700090101,,,"0,101,0;0,102,0;0,103,300;0,104,-500;0,105,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_2_1,ui_mhj_z_gq_kn_2_2,ui_image_hmzj_2_3",8120054,1,99999996,,0,0,1979208,,steage_des_7000901,steage_des_7000901,5,,,,
7000902,,1,stage_name_7000902,II,幻梦之境-暴食,5,2,1,1,0,0,0,"104,50","10115,1",,,,0,1200,"60,60000",0,0,0,0,700090201,,,"0,101,0;0,102,200;0,103,0;0,104,-100;0,105,100;0,108,100;0,110,0;0,113,0;0,115,0;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_2_1,ui_mhj_z_gq_kn_2_2,ui_image_hmzj_2_3",8120054,2,"99999993,99999996",,0,0,1979208,,steage_des_7000902,steage_des_7000902,5,,,,
7000903,,1,stage_name_7000903,III,幻梦之境-暴食,5,2,1,1,0,0,0,"104,60","10115,1",,,,0,1200,"70,70000",0,0,0,0,700090301,,,"0,101,400;0,102,400;0,103,200;0,104,400;0,105,200;0,108,200;0,110,0;0,113,0;0,115,100;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_2_1,ui_mhj_z_gq_kn_2_2,ui_image_hmzj_2_3",8120054,3,"99999993,99999996,99999995",,0,0,1979208,,steage_des_7000903,steage_des_7000903,5,,,,
7000904,,1,stage_name_7000904,IV,幻梦之境-暴食,5,2,1,1,0,0,0,"104,70","10115,1",,,,0,1200,"80,80000",0,0,0,0,700090401,,,"0,101,1000;0,102,600;0,103,300;0,104,1200;0,105,300;0,108,200;0,110,0;0,113,0;0,115,200;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_2_1,ui_mhj_z_gq_kn_2_2,ui_image_hmzj_2_3",8120054,4,"99999993,99999994,99999995,99999996",,"99999972,99999971,99999968,99999967,99999962,99999959,99999954,99999952,99999950,99999907,99999906,99999905,99999904,99999903,99999902,99999901,99999900,99999944,99999939",19,1979208,,steage_des_7000904,steage_des_7000904,5,,,,
7000905,,1,stage_name_7000905,V,幻梦之境-暴食,5,2,1,1,0,0,0,"104,80","10115,1",,,,0,1200,"90,90000",0,0,0,0,700090501,,,"0,101,2500;0,102,600;0,103,300;0,104,3000;0,105,500;0,108,300;0,110,0;0,113,0;0,115,300;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_2_1,ui_mhj_z_gq_kn_2_2,ui_image_hmzj_2_3",8120054,5,"99999891,99999993,99999994,99999995,99999996",,"99999972,99999971,99999968,99999967,99999962,99999959,99999954,99999952,99999950,99999907,99999906,99999905,99999904,99999903,99999902,99999901,99999900,99999944,99999939",19,1979208,,steage_des_7000905,steage_des_7000905,5,,,,
7001001,,1,stage_name_7001001,I,幻梦之境-恶神-桃,6,2,1,1,0,0,0,"104,1","10115,1",,,,0,1200,"50,50000",0,0,0,0,700100101,,,"0,101,0;0,102,0;0,103,0;0,104,-500;0,105,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_3_1,ui_mhj_z_gq_kn_3_2,ui_image_hmzj_3_3",8120095,1,99999996,,0,0,1979222,,steage_des_7001001,steage_des_7001001,5,,,,
7001002,,1,stage_name_7001002,II,幻梦之境-恶神-桃,6,2,1,1,0,0,0,"104,50","10115,1",,,,0,1200,"60,60000",0,0,0,0,700100201,,,"0,101,0;0,102,200;0,103,0;0,104,-100;0,105,100;0,108,100;0,110,0;0,113,0;0,115,0;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_3_1,ui_mhj_z_gq_kn_3_2,ui_image_hmzj_3_3",8120095,2,"99999993,99999996",,0,0,1979222,,steage_des_7001002,steage_des_7001002,5,,,,
7001003,,1,stage_name_7001003,III,幻梦之境-恶神-桃,6,2,1,1,0,0,0,"104,60","10115,1",,,,0,1200,"70,70000",0,0,0,0,700100301,,,"0,101,400;0,102,400;0,103,200;0,104,800;0,105,200;0,108,200;0,110,0;0,113,100;0,115,100;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_3_1,ui_mhj_z_gq_kn_3_2,ui_image_hmzj_3_3",8120095,3,"99999993,99999996,99999995",,0,0,1979222,,steage_des_7001003,steage_des_7001003,5,,,,
7001004,,1,stage_name_7001004,IV,幻梦之境-恶神-桃,6,2,1,1,0,0,0,"104,70","10115,1",,,,0,1200,"80,80000",0,0,0,0,700100401,,,"0,101,1000;0,102,600;0,103,300;0,104,1600;0,105,300;0,108,200;0,110,0;0,113,200;0,115,200;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_3_1,ui_mhj_z_gq_kn_3_2,ui_image_hmzj_3_3",8120095,4,"99999993,99999994,99999995,99999996",,"99999972,99999971,99999968,99999967,99999962,99999959,99999954,99999952,99999950,99999907,99999906,99999905,99999904,99999903,99999902,99999901,99999900,99999944,99999939",19,1979222,,steage_des_7001004,steage_des_7001004,5,,,,
7001005,,1,stage_name_7001005,V,幻梦之境-恶神-桃,6,2,1,1,0,0,0,"104,80","10115,1",,,,0,1200,"90,90000",0,0,0,0,700100501,,,"0,101,2500;0,102,600;0,103,300;0,104,3500;0,105,500;0,108,200;0,110,0;0,113,300;0,115,300;0,1001,0;0,1012,0;0,1005,0",0,0,0,0,,0,0,"ui_mhj_z_gq_kn_3_1,ui_mhj_z_gq_kn_3_2,ui_image_hmzj_3_3",8120095,5,"99999891,99999993,99999994,99999995,99999996",,"99999972,99999971,99999968,99999967,99999962,99999959,99999954,99999952,99999950,99999907,99999906,99999905,99999904,99999903,99999902,99999901,99999900,99999944,99999939",19,1979222,,steage_des_7001005,steage_des_7001005,5,,,,
6010001,10414,,stage_name_6010001,1-[level],第一章回忆深潜01,,6,1,0,0,0,0,,"6010002,50000","30,500000",,,0,1200,0,0,1,99999901,0,601000101,,,"0,102,-1500;0,103,-1500;0,104,-1500;0,105,-1000",,0,0,,1,0,0,0,8120081,0,0,,,,1979204,0,0,,1,2,,,
6010002,10414,,stage_name_6010002,1-[level],第一章回忆深潜02,,6,1,0,0,0,0,,"6010002,100000","30,500000",,,0,1200,0,0,1,99999901,0,601000201,,,"0,102,-1450;0,103,-1450;0,104,-1450;0,105,-950",,0,0,,1,0,0,0,8120081,0,0,,,,1979204,0,0,,1,2,,,
6010003,10414,,stage_name_6010003,1-[level],第一章回忆深潜03,,6,1,0,0,0,0,,"6010002,150000","30,500000",,,0,1200,0,0,1,99999901,0,601000301,,,"0,102,-1400;0,103,-1400;0,104,-1400;0,105,-900",,0,0,,1,0,0,0,8120082,0,0,,,,1979205,0,0,,1,2,,,
6010004,10414,,stage_name_6010004,1-[level],第一章回忆深潜04,,6,1,0,0,0,0,,"6010002,250000","30,500000",,,0,1200,0,0,1,99999901,0,601000401,,,"0,102,-1350;0,103,-1350;0,104,-1350;0,105,-850",,0,0,,1,0,0,0,8120082,0,0,,,,1979205,0,0,,1,2,,,
6010005,10414,,stage_name_6010005,1-[level],第一章回忆深潜05,,6,1,0,0,0,0,,"6010002,300000","30,500000",,,0,1200,0,0,1,99999901,0,601000501,,,"0,102,-1300;0,103,-1300;0,104,-1300;0,105,-800",,0,0,,1,0,0,0,8120079,0,0,,,,1979209,0,0,,1,2,,,
6010006,10414,,stage_name_6010006,1-[level],第一章回忆深潜06,,6,1,0,0,0,0,,"6010002,600000","30,500000",,,0,1200,0,0,1,99999901,0,601000601,,,"0,102,-1250;0,103,-1250;0,104,-1250;0,105,-750",,0,0,,1,0,0,0,8120079,0,0,,,,1979209,0,0,,1,2,,,
6010007,10414,,stage_name_6010007,1-[level],第一章回忆深潜07,,6,1,0,0,0,0,,"6010002,700000","30,500000",,,0,1200,0,0,1,99999901,0,601000701,,,"0,102,-1200;0,103,-1200;0,104,-1200;0,105,-700",,0,0,,1,0,0,0,8120094,0,0,,,,1979208,0,0,,1,2,,,
6010008,10414,,stage_name_6010008,1-[level],第一章回忆深潜08,,6,1,0,0,0,0,,"6010002,800000","30,500000",,,0,1200,0,0,1,99999901,0,601000801,,,"0,102,-1150;0,103,-1150;0,104,-1150;0,105,-650",,0,0,,1,0,0,0,8120100,0,0,,,,1979208,0,0,,1,2,,,
6010009,10414,,stage_name_6010009,1-[level],第一章回忆深潜09,,6,1,0,0,0,0,,"6010002,900000","30,500000",,,0,1200,0,0,1,99999901,0,601000901,,,"0,102,-1100;0,103,-1100;0,104,-1100;0,105,-600",,0,0,,1,0,0,0,8120098,0,0,,,,1979206,0,0,,1,2,,,
6010010,10414,,stage_name_6010010,1-[level],第一章回忆深潜10,,6,1,1,0,0,0,,"6010002,1000000","30,500000",,,0,1200,0,0,1,99999901,0,601001001,,,"0,102,-1050;0,103,-1050;0,104,-1050;0,105,-550",,0,0,,1,0,0,0,8120054,0,0,,,,1979206,0,0,,1,2,,,
6010011,10414,,stage_name_6010001,1-[level],第一章回忆深潜11,,6,1,0,0,0,0,,"6010002,1200000","30,500000",,,0,1200,0,0,1,99999901,0,601000101,,,"0,102,-1000;0,103,-1000;0,104,-1000;0,105,-500",,0,0,,1,0,0,0,8120081,0,0,,,,1979204,0,0,,1,2,,,
6010012,10414,,stage_name_6010002,1-[level],第一章回忆深潜12,,6,1,0,0,0,0,,"6010002,1400000","30,500000",,,0,1200,0,0,1,99999901,0,601000201,,,"0,102,-950;0,103,-950;0,104,-950;0,105,-450",,0,0,,1,0,0,0,8120081,0,0,,,,1979204,0,0,,1,2,,,
6010013,10414,,stage_name_6010003,1-[level],第一章回忆深潜13,,6,1,0,0,0,0,,"6010002,1600000","30,500000",,,0,1200,0,0,1,99999901,0,601000301,,,"0,102,-900;0,103,-900;0,104,-900;0,105,-400",,0,0,,1,0,0,0,8120082,0,0,,,,1979205,0,0,,1,2,,,
6010014,10414,,stage_name_6010004,1-[level],第一章回忆深潜14,,6,1,0,0,0,0,,"6010002,1800000","30,500000",,,0,1200,0,0,1,99999901,0,601000401,,,"0,102,-850;0,103,-850;0,104,-850;0,105,-350",,0,0,,1,0,0,0,8120082,0,0,,,,1979205,0,0,,1,2,,,
