Id,TargetType,TargetId,,Application,Show,VoiceTitle,,VoiceText,,ShowType,StandbyTime,Group,UnlockCondition,SkinClickVoice,UnlockText
8003497,2,3016021,念丨剧情对话·其三,0,0,voicerole_title_8003497,剧情对话·其三,voicerole_text_8003497,,0,0,3016021,0,,
8003498,2,3016021,念丨剧情对话·其四,0,0,voicerole_title_8003498,剧情对话·其四,voicerole_text_8003498,,0,0,3016021,0,,
8003499,2,3016021,念丨研发公司,0,0,voicerole_title_8003499,研发公司,voicerole_text_8003499,INCHI GAME,0,0,3016021,0,,
8003500,2,3016021,念丨发行公司,0,0,voicerole_title_8003500,发行公司,voicerole_text_8003500,Bilibili,0,0,3016021,0,,
8003501,2,3016021,念丨工作室名,0,0,voicerole_title_8003501,工作室名,voicerole_text_8003501,AOI Studio,0,0,3016021,0,,
8003502,2,3016021,念丨游戏名称,0,0,voicerole_title_8003502,游戏名称,voicerole_text_8003502,千年之旅 ELF,0,0,3016021,0,,
8003503,2,301500401,耶坦尼娅皮肤1丨登陆问候,0,1,voicerole_title_8003503,登陆问候,voicerole_text_8003503,呵呵，早安，午安并且晚安，侍主大人。,1,0,301500401,0,,
8003504,2,301500401,耶坦尼娅皮肤1丨闲置·其一,0,1,voicerole_title_8003504,闲置·其一,voicerole_text_8003504,最近是不是有些太累了。,1,0,301500401,0,,
8003505,2,301500401,耶坦尼娅皮肤1丨闲置·其二,0,1,voicerole_title_8003505,闲置·其二,voicerole_text_8003505,好啊，如果您要偷懒的话，我也一起偷懒吧！我要在您旁边睡觉了！,1,0,301500401,0,,
8003506,2,301500401,耶坦尼娅皮肤1丨提示·代办事项,0,1,voicerole_title_8003506,提示·代办事项,voicerole_text_8003506,好像还有很多工作啊，我也会帮你的，侍主大人！,1,0,301500401,0,,
8003507,2,301500401,耶坦尼娅皮肤1丨提示·活动,0,0,voicerole_title_8003507,提示·活动,voicerole_text_8003507,好像还有很多工作啊，我也会帮你的，侍主大人！,1,0,301500401,0,,
8003508,2,301500401,耶坦尼娅皮肤1丨生日祝福,0,1,voicerole_title_8003508,生日祝福,voicerole_text_8003508,今天是生日吧！给，这是礼物，嗯……我怎么知道的？因为我是先知！,1,0,301500401,0,,
8003509,2,301500401,耶坦尼娅皮肤1丨秘书任职:主页·其一,0,1,voicerole_title_8003509,秘书任职:主页·其一,voicerole_text_8003509,呵呵，早安，午安并且晚安，侍主大人。,1,0,301500401,0,,
8003510,2,301500401,耶坦尼娅皮肤1丨秘书任职:主页·其二,0,0,voicerole_title_8003510,秘书任职:主页·其二,voicerole_text_8003510,别担心，有我在。,1,0,301500401,0,,
8003511,2,301500401,耶坦尼娅皮肤1丨秘书任职:管理·其一,0,0,voicerole_title_8003511,秘书任职:管理·其一,voicerole_text_8003511,大家都是好孩子。,1,0,301500401,0,,
8003512,2,301500401,耶坦尼娅皮肤1丨秘书任职:管理·其二,0,0,voicerole_title_8003512,秘书任职:管理·其二,voicerole_text_8003512,请多关心大家。,1,0,301500401,0,,
8003513,2,301500401,耶坦尼娅皮肤1丨秘书任职:出击·其一,0,1,voicerole_title_8003513,秘书任职:出击·其一,voicerole_text_8003513,去吧，总会有什么指引您的。,1,0,301500401,0,,
8003514,2,301500401,耶坦尼娅皮肤1丨秘书任职:出击·其二,0,1,voicerole_title_8003514,秘书任职:出击·其二,voicerole_text_8003514,呵呵，放松一下肩膀再出发吧。,1,0,301500401,0,,
8003515,2,301500401,耶坦尼娅皮肤1丨秘书任职:日常·其一,0,1,voicerole_title_8003515,秘书任职:日常·其一,voicerole_text_8003515,难得的休息日，去哪里玩吧！侍主大人？,1,0,301500401,0,,
8003516,2,301500401,耶坦尼娅皮肤1丨秘书任职:日常·其二,0,1,voicerole_title_8003516,秘书任职:日常·其二,voicerole_text_8003516,没有战斗的日子真的好舒服啊！,1,0,301500401,0,,
8003517,2,301500401,耶坦尼娅皮肤1丨初次相遇,0,1,voicerole_title_8003517,初次相遇,voicerole_text_8003517,耶坦尼娅，是随处可见的可爱的普通女孩子。诶，介绍太简单了？那么更具体的就等侍主大人亲自来发掘吧。,1,0,301500401,0,,
8003518,2,301500401,耶坦尼娅皮肤1丨再次相遇,0,1,voicerole_title_8003518,再次相遇,voicerole_text_8003518,他们都称我为先知，可我只是做了自己应该做的事情而已。即便不能预言未来，我现在的使命就是遵从您的意志。,1,0,301500401,0,,
8003519,2,301500401,耶坦尼娅皮肤1丨等级提升,0,1,voicerole_title_8003519,等级提升,voicerole_text_8003519,又变强了吗？,1,0,301500401,0,,
8003520,2,301500401,耶坦尼娅皮肤1丨技能强化,0,1,voicerole_title_8003520,技能强化,voicerole_text_8003520,又获得了新的力量……,1,0,301500401,0,,
8003521,2,301500401,耶坦尼娅皮肤1丨突破,0,1,voicerole_title_8003521,突破,voicerole_text_8003521,啊，谢谢……,1,0,301500401,0,,
8003522,2,301500401,耶坦尼娅皮肤1丨觉醒,0,1,voicerole_title_8003522,觉醒,voicerole_text_8003522,果然我是要继续战斗的命运啊……,1,0,301500401,0,,
8003523,2,301500401,耶坦尼娅皮肤1丨对话·其一,0,1,voicerole_title_8003523,对话·其一,voicerole_text_8003523,这个发型不错吧？怎么样！,1,0,301500401,0,1,
8003524,2,301500401,耶坦尼娅皮肤1丨对话·其二,0,1,voicerole_title_8003524,对话·其二,voicerole_text_8003524,要去哪里啊？嘿嘿，快点去吧！,1,0,301500401,0,1,
8003525,2,301500401,耶坦尼娅皮肤1丨对话·其三,0,1,voicerole_title_8003525,对话·其三,voicerole_text_8003525,真是的，像这样！……就算是我也会困扰啊！,1,0,301500401,0,1,
8003526,2,301500401,耶坦尼娅皮肤1丨派遣·开始,0,0,voicerole_title_8003526,派遣·开始,voicerole_text_8003526,马上就结束了！,1,0,301500401,0,,
8003527,2,301500401,耶坦尼娅皮肤1丨派遣·回归,0,0,voicerole_title_8003527,派遣·回归,voicerole_text_8003527,终于结束了！,1,0,301500401,0,,
8003528,2,301500401,耶坦尼娅皮肤1丨打工·开始,0,0,voicerole_title_8003528,工作·开始,voicerole_text_8003528,工作……吗？我想做！,1,0,301500401,0,,
8003529,2,301500401,耶坦尼娅皮肤1丨打工·结束,0,0,voicerole_title_8003529,工作·结束,voicerole_text_8003529,真的好久没有过这样的经验了。,0,0,301500401,0,,
8003530,2,301500401,耶坦尼娅皮肤1丨打工中·其一,0,0,voicerole_title_8003530,工作中·其一,voicerole_text_8003530,哼哼。好开心啊。,1,0,301500401,0,,
8003531,2,301500401,耶坦尼娅皮肤1丨打工中·其二,0,0,voicerole_title_8003531,工作中·其二,voicerole_text_8003531,我得帮大家的忙。,1,0,301500401,0,,
8003532,2,301500401,耶坦尼娅皮肤1丨编队·其一,0,1,voicerole_title_8003532,编队·其一,voicerole_text_8003532,聆听水的私语吧。,1,0,301500401,0,,
8003533,2,301500401,耶坦尼娅皮肤1丨编队·其二,0,1,voicerole_title_8003533,编队·其二,voicerole_text_8003533,别担心，有我在。,1,0,301500401,0,,
8003534,2,301500401,耶坦尼娅皮肤1丨技能·技能名字,0,0,voicerole_title_8003534,技能·其一,voicerole_text_8003534,神的恩宠啊！请守护我们！,0,0,301500401,0,,
8003535,2,301500401,耶坦尼娅皮肤1丨爆气·技能名字,0,1,voicerole_title_8003535,灵魂解放·其一,voicerole_text_8003535,超越痛苦，直到那一天……神的恩宠啊！,1,0,301500401,0,,
8003536,2,301500401,耶坦尼娅皮肤1丨技能·技能名字,0,0,voicerole_title_8003536,技能·其二,voicerole_text_8003536,让圣光治愈伤口吧！,0,0,301500401,0,,
8003537,2,301500401,耶坦尼娅皮肤1丨爆气·技能名字,0,1,voicerole_title_8003537,灵魂解放·其二,voicerole_text_8003537,天使圣域的祝福！,1,0,301500401,0,,
8003538,2,301500401,耶坦尼娅皮肤1丨技能·技能名字,0,0,voicerole_title_8003538,技能·其三,voicerole_text_8003538,水会治愈伤口……跟随天使的引导！,0,0,301500401,0,,
8003539,2,301500401,耶坦尼娅皮肤1丨爆气·技能名字,0,0,voicerole_title_8003539,灵魂解放·其三,voicerole_text_8003539,信徒们啊，无需迷惘，天使们始终在指引前进的道路！,1,0,301500401,0,,
8003540,2,301500401,耶坦尼娅皮肤1丨胜利,0,1,voicerole_title_8003540,胜利,voicerole_text_8003540,不是自夸！我以前也是优秀的将军啊！,1,0,301500401,0,,
8003541,2,301500401,耶坦尼娅皮肤1丨羁绊·其一,0,1,voicerole_title_8003541,好感度·其一,voicerole_text_8003541,读书真的很好，呵呵，可以把自己的思念全部寄托在故事里……,1,0,301500401,"301500401,2",,voicerole_unlocktext_1
8003542,2,301500401,耶坦尼娅皮肤1丨羁绊·其二,0,1,voicerole_title_8003542,好感度·其二,voicerole_text_8003542,想知道更多我的事情吗？嗯？你听说了我的传说吗？真没办法……是谁这么多嘴啊。,1,0,301500401,"301500401,4",,voicerole_unlocktext_2
8003543,2,301500401,耶坦尼娅皮肤1丨羁绊·其三,0,1,voicerole_title_8003543,好感度·其三,voicerole_text_8003543,嘛，也不是不能说的事情……不过，以前我是按照旧神和天使的指引带领着人们建立了一个新的国家，被人们冠以先知的称号……但是，其实我并没有做那么了不起的事情。,1,0,301500401,"301500401,7",,voicerole_unlocktext_3
8003544,2,301500401,耶坦尼娅皮肤1丨羁绊·其四,0,1,voicerole_title_8003544,好感度·其四,voicerole_text_8003544,繁荣但腐败的国家，充满希望的新生的国家。对于现在的我来说，两者都是一样的，前者只是后者的未来。如果可以的话，我想永远是那个在哨塔下放哨的有点爱偷懒的女孩子。工作结束后，回到家，看到家人的脸就放心了的普通的女孩子……,1,0,301500401,"301500401,9",,voicerole_unlocktext_4
8003545,2,301500401,耶坦尼娅皮肤1丨剧情对话·其一,0,0,voicerole_title_8003545,剧情对话·其一,voicerole_text_8003545,,0,0,301500401,0,,
8003546,2,301500401,耶坦尼娅皮肤1丨剧情对话·其二,0,0,voicerole_title_8003546,剧情对话·其二,voicerole_text_8003546,,0,0,301500401,0,,
8003547,2,301500401,耶坦尼娅皮肤1丨剧情对话·其三,0,0,voicerole_title_8003547,剧情对话·其三,voicerole_text_8003547,,0,0,301500401,0,,
8003548,2,301500401,耶坦尼娅皮肤1丨剧情对话·其四,0,0,voicerole_title_8003548,剧情对话·其四,voicerole_text_8003548,,0,0,301500401,0,,
8003549,2,301500401,耶坦尼娅皮肤1丨研发公司,0,0,voicerole_title_8003549,研发公司,voicerole_text_8003549,INCHI GAME,0,0,301500401,0,,
8003550,2,301500401,耶坦尼娅皮肤1丨发行公司,0,0,voicerole_title_8003550,发行公司,voicerole_text_8003550,Bilibili,0,0,301500401,0,,
8003551,2,301500401,耶坦尼娅皮肤1丨工作室名,0,0,voicerole_title_8003551,工作室名,voicerole_text_8003551,AOI Studio,0,0,301500401,0,,
8003552,2,301500401,耶坦尼娅皮肤1丨游戏名称,0,0,voicerole_title_8003552,游戏名称,voicerole_text_8003552,千年之旅 ELF,0,0,301500401,0,,
8003553,2,301402101,纳菲僵尸皮肤丨登陆问候,0,1,voicerole_title_8003553,登陆问候,voicerole_text_8003553,哈哈哈哈，回来了啊！仆人。,1,0,301402101,0,,
8003554,2,301402101,纳菲僵尸皮肤丨闲置·其一,0,1,voicerole_title_8003554,闲置·其一,voicerole_text_8003554,喂！失礼也得有个限度，竟然在我面前打瞌睡！,1,0,301402101,0,,
8003555,2,301402101,纳菲僵尸皮肤丨闲置·其二,0,1,voicerole_title_8003555,闲置·其二,voicerole_text_8003555,还不打算醒来！哈……哇啊，摔得好痛啊……,1,0,301402101,0,,
8003556,2,301402101,纳菲僵尸皮肤丨提示·代办事项,0,1,voicerole_title_8003556,提示·代办事项,voicerole_text_8003556,快点干！仆人啊，为了我，像马车一样工作吧！,1,0,301402101,0,,
8003557,2,301402101,纳菲僵尸皮肤丨提示·活动,0,0,voicerole_title_8003557,提示·活动,voicerole_text_8003557,快点干！仆人啊，为了我，像马车一样工作吧！,1,0,301402101,0,,
8003558,2,301402101,纳菲僵尸皮肤丨生日祝福,0,1,voicerole_title_8003558,生日祝福,voicerole_text_8003558,哦！今天是仆人的生日啊。啊哈哈，其实早就知道了，嗯，这就是“纳菲大人特制魔王风特别菜单”！,1,0,301402101,0,,
8003559,2,301402101,纳菲僵尸皮肤丨秘书任职:主页·其一,0,1,voicerole_title_8003559,秘书任职:主页·其一,voicerole_text_8003559,哈哈哈哈，回来了啊！仆人。,1,0,301402101,0,,
8003560,2,301402101,纳菲僵尸皮肤丨秘书任职:主页·其二,0,0,voicerole_title_8003560,秘书任职:主页·其二,voicerole_text_8003560,乖乖下跪吧！,1,0,301402101,0,,
8003561,2,301402101,纳菲僵尸皮肤丨秘书任职:管理·其一,0,0,voicerole_title_8003561,秘书任职:管理·其一,voicerole_text_8003561,哈哈，大家都是我仆人的仆人吗，也就是说像奴隶一样的存在。,1,0,301402101,0,,
8003562,2,301402101,纳菲僵尸皮肤丨秘书任职:管理·其二,0,0,voicerole_title_8003562,秘书任职:管理·其二,voicerole_text_8003562,……嗯，总觉得被“危险”的家伙盯上了……,1,0,301402101,0,,
8003563,2,301402101,纳菲僵尸皮肤丨秘书任职:出击·其一,0,1,voicerole_title_8003563,秘书任职:出击·其一,voicerole_text_8003563,噢！大家，一起出征吧！,1,0,301402101,0,,
8003564,2,301402101,纳菲僵尸皮肤丨秘书任职:出击·其二,0,1,voicerole_title_8003564,秘书任职:出击·其二,voicerole_text_8003564,我是支配魔界的霸王，现在出击！,1,0,301402101,0,,
8003565,2,301402101,纳菲僵尸皮肤丨秘书任职:日常·其一,0,1,voicerole_title_8003565,秘书任职:日常·其一,voicerole_text_8003565,仆人，快给我买面包来！,1,0,301402101,0,,
8003566,2,301402101,纳菲僵尸皮肤丨秘书任职:日常·其二,0,1,voicerole_title_8003566,秘书任职:日常·其二,voicerole_text_8003566,快给我上供吧！嗯……去餐厅吧，甜品店也可以……,1,0,301402101,0,,
8003567,2,301402101,纳菲僵尸皮肤丨初次相遇,0,1,voicerole_title_8003567,初次相遇,voicerole_text_8003567,哇哈哈哈，恭喜你召唤到了我！我是纳菲，魔界大王！从现在起，你就是我的仆人了！什么！？ 你不想这样做？ ……看来，这个仆人需要知道魔王是多么的可怕——,1,0,301402101,0,,
8003568,2,301402101,纳菲僵尸皮肤丨再次相遇,0,1,voicerole_title_8003568,再次相遇,voicerole_text_8003568,什么？在我取回的记忆碎片中，我甚至还没有成为魔王！？我应该怎么做？我不知道……但是……嗯……全部都靠你了，仆人！,1,0,301402101,0,,
8003569,2,301402101,纳菲僵尸皮肤丨等级提升,0,1,voicerole_title_8003569,等级提升,voicerole_text_8003569,离成为真正的大魔王已经很近了！,1,0,301402101,0,,
8003570,2,301402101,纳菲僵尸皮肤丨技能强化,0,1,voicerole_title_8003570,技能强化,voicerole_text_8003570,魔王弹的威力增加了！,1,0,301402101,0,,
8003571,2,301402101,纳菲僵尸皮肤丨突破,0,1,voicerole_title_8003571,突破,voicerole_text_8003571,看来用不了多久，我就会进化成真正的魔王！,1,0,301402101,0,,
8003572,2,301402101,纳菲僵尸皮肤丨觉醒,0,1,voicerole_title_8003572,觉醒,voicerole_text_8003572,什么！？这就是最终形态？魔王在哪里？我的魔王形态在哪里？,1,0,301402101,0,,
8003573,2,301402101,纳菲僵尸皮肤丨对话·其一,0,1,voicerole_title_8003573,对话·其一,voicerole_text_8003573,在干什么！竟然擅自摸魔王的头！,1,0,301402101,0,1,
8003574,2,301402101,纳菲僵尸皮肤丨对话·其二,0,1,voicerole_title_8003574,对话·其二,voicerole_text_8003574,在我体内沉睡着无限的可能性！那种力量可以说是魔王级别也不为过！,1,0,301402101,0,1,
8003575,2,301402101,纳菲僵尸皮肤丨对话·其三,0,1,voicerole_title_8003575,对话·其三,voicerole_text_8003575,嗯，总觉得仆人对纳菲大人的尊敬不够……,1,0,301402101,0,1,
8003576,2,301402101,纳菲僵尸皮肤丨派遣·开始,0,0,voicerole_title_8003576,派遣·开始,voicerole_text_8003576,魔王出动！,1,0,301402101,0,,
8003577,2,301402101,纳菲僵尸皮肤丨派遣·回归,0,0,voicerole_title_8003577,派遣·回归,voicerole_text_8003577,魔王归来！,1,0,301402101,0,,
8003578,2,301402101,纳菲僵尸皮肤丨打工·开始,0,0,voicerole_title_8003578,工作·开始,voicerole_text_8003578,仆人想让我这个魔王大人工作！？,1,0,301402101,0,,
8003579,2,301402101,纳菲僵尸皮肤丨打工·结束,0,0,voicerole_title_8003579,工作·结束,voicerole_text_8003579,已经不想再工作了……,0,0,301402101,0,,
8003580,2,301402101,纳菲僵尸皮肤丨打工中·其一,0,0,voicerole_title_8003580,工作中·其一,voicerole_text_8003580,对不起，我会好好工作的……,1,0,301402101,0,,
8003581,2,301402101,纳菲僵尸皮肤丨打工中·其二,0,0,voicerole_title_8003581,工作中·其二,voicerole_text_8003581,嗯……这个工作什么时候结束呀……,1,0,301402101,0,,
8003582,2,301402101,纳菲僵尸皮肤丨编队·其一,0,1,voicerole_title_8003582,编队·其一,voicerole_text_8003582,魔王登场！,1,0,301402101,0,,
8003583,2,301402101,纳菲僵尸皮肤丨编队·其二,0,1,voicerole_title_8003583,编队·其二,voicerole_text_8003583,乖乖下跪吧！,1,0,301402101,0,,
8003584,2,301402101,纳菲僵尸皮肤丨技能·技能名字,0,0,voicerole_title_8003584,技能·其一,voicerole_text_8003584,魔王连弹！,0,0,301402101,0,,
8003585,2,301402101,纳菲僵尸皮肤丨爆气·技能名字,0,1,voicerole_title_8003585,灵魂解放·其一,voicerole_text_8003585,赐予我力量吧！魔王乱舞！,1,0,301402101,0,,
8003586,2,301402101,纳菲僵尸皮肤丨技能·技能名字,0,0,voicerole_title_8003586,技能·其二,voicerole_text_8003586,狂暴的恶魔力量！,0,0,301402101,0,,
8003587,2,301402101,纳菲僵尸皮肤丨爆气·技能名字,0,1,voicerole_title_8003587,灵魂解放·其二,voicerole_text_8003587,黑暗之力！凝聚吾身！,1,0,301402101,0,,
8003588,2,301402101,纳菲僵尸皮肤丨技能·技能名字,0,0,voicerole_title_8003588,技能·其三,voicerole_text_8003588,我诅咒你！,0,0,301402101,0,,
8003589,2,301402101,纳菲僵尸皮肤丨爆气·技能名字,0,0,voicerole_title_8003589,灵魂解放·其三,voicerole_text_8003589,啊哈哈，已经结束了，谁都不能解开纳菲大人的诅咒！,1,0,301402101,0,,
8003590,2,301402101,纳菲僵尸皮肤丨胜利,0,1,voicerole_title_8003590,胜利,voicerole_text_8003590,果然我这个魔王才是最强的！！啊哈哈哈！,1,0,301402101,0,,
8003591,2,301402101,纳菲僵尸皮肤丨羁绊·其一,0,1,voicerole_title_8003591,好感度·其一,voicerole_text_8003591,那是什么？！好厉害！山羊？这么大的山羊可能有吗？绝对是狼！,1,0,301402101,"301402101,2",,voicerole_unlocktext_1
8003592,2,301402101,纳菲僵尸皮肤丨羁绊·其二,0,1,voicerole_title_8003592,好感度·其二,voicerole_text_8003592,重新看了一下，仆人你貌似很厉害嘛……我以前也有很多朋友……,1,0,301402101,"301402101,4",,voicerole_unlocktext_2
8003593,2,301402101,纳菲僵尸皮肤丨羁绊·其三,0,1,voicerole_title_8003593,好感度·其三,voicerole_text_8003593,绝对不要让我和姐姐进入同一个队伍……不，请不要，拜托了！,1,0,301402101,"301402101,7",,voicerole_unlocktext_3
8003594,2,301402101,纳菲僵尸皮肤丨羁绊·其四,0,1,voicerole_title_8003594,好感度·其四,voicerole_text_8003594,哈哈，仆人你果然是个有趣的人啊，对了，我要让你晋升为魔王的家臣！啊哈哈。,1,0,301402101,"301402101,9",,voicerole_unlocktext_4
8003595,2,301402101,纳菲僵尸皮肤丨剧情对话·其一,0,0,voicerole_title_8003595,剧情对话·其一,voicerole_text_8003595,,0,0,301402101,0,,
8003596,2,301402101,纳菲僵尸皮肤丨剧情对话·其二,0,0,voicerole_title_8003596,剧情对话·其二,voicerole_text_8003596,,0,0,301402101,0,,
8003597,2,301402101,纳菲僵尸皮肤丨剧情对话·其三,0,0,voicerole_title_8003597,剧情对话·其三,voicerole_text_8003597,,0,0,301402101,0,,
8003598,2,301402101,纳菲僵尸皮肤丨剧情对话·其四,0,0,voicerole_title_8003598,剧情对话·其四,voicerole_text_8003598,,0,0,301402101,0,,
8003599,2,301402101,纳菲僵尸皮肤丨研发公司,0,0,voicerole_title_8003599,研发公司,voicerole_text_8003599,INCHI GAME,0,0,301402101,0,,
8003600,2,301402101,纳菲僵尸皮肤丨发行公司,0,0,voicerole_title_8003600,发行公司,voicerole_text_8003600,Bilibili,0,0,301402101,0,,
8003601,2,301402101,纳菲僵尸皮肤丨工作室名,0,0,voicerole_title_8003601,工作室名,voicerole_text_8003601,AOI Studio,0,0,301402101,0,,
8003602,2,301402101,纳菲僵尸皮肤丨游戏名称,0,0,voicerole_title_8003602,游戏名称,voicerole_text_8003602,千年之旅 ELF,0,0,301402101,0,,
8003603,2,301300401,炽爱-午后闲暇丨登陆问候,0,1,voicerole_title_8003603,登陆问候,voicerole_text_8003603,休息结束了吗？侍主大人，那我们回去工作吧。,1,0,301300401,0,,
8003604,2,301300401,炽爱-午后闲暇丨闲置·其一,0,1,voicerole_title_8003604,闲置·其一,voicerole_text_8003604,侍主大人，您太爱偷懒了！现在还不是休息的时间！,1,0,301300401,0,,
8003605,2,301300401,炽爱-午后闲暇丨闲置·其二,0,1,voicerole_title_8003605,闲置·其二,voicerole_text_8003605,请不要睡，到了休息时间我会好好通知你的。,1,0,301300401,0,,
8003606,2,301300401,炽爱-午后闲暇丨提示·代办事项,0,1,voicerole_title_8003606,提示·代办事项,voicerole_text_8003606,侍主大人，还有很多未确认的事情，请尽早确认。,1,0,301300401,0,,
8003607,2,301300401,炽爱-午后闲暇丨提示·活动,0,0,voicerole_title_8003607,提示·活动,voicerole_text_8003607,侍主大人，还有很多未确认的事情，请尽早确认。,1,0,301300401,0,,
8003608,2,301300401,炽爱-午后闲暇丨生日祝福,0,1,voicerole_title_8003608,生日祝福,voicerole_text_8003608,生日吗？首先一起唱圣歌吧，之后就举办盛大的圣餐式吧。,1,0,301300401,0,,
8003609,2,301300401,炽爱-午后闲暇丨秘书任职:主页·其一,0,1,voicerole_title_8003609,秘书任职:主页·其一,voicerole_text_8003609,休息结束了吗？侍主大人，那我们回去工作吧。,1,0,301300401,0,,
8003610,2,301300401,炽爱-午后闲暇丨秘书任职:主页·其二,0,0,voicerole_title_8003610,秘书任职:主页·其二,voicerole_text_8003610,扰乱天界秩序的人一个不留，全部排除！,1,0,301300401,0,,
8003611,2,301300401,炽爱-午后闲暇丨秘书任职:管理·其一,0,0,voicerole_title_8003611,秘书任职:管理·其一,voicerole_text_8003611,请好好遵守纪律！,1,0,301300401,0,,
8003612,2,301300401,炽爱-午后闲暇丨秘书任职:管理·其二,0,0,voicerole_title_8003612,秘书任职:管理·其二,voicerole_text_8003612,魔女大人也请遵守规则。,1,0,301300401,0,,
8003613,2,301300401,炽爱-午后闲暇丨秘书任职:出击·其一,0,1,voicerole_title_8003613,秘书任职:出击·其一,voicerole_text_8003613,侍主大人，来吧，把使徒都驱逐出去。,1,0,301300401,0,,
8003614,2,301300401,炽爱-午后闲暇丨秘书任职:出击·其二,0,1,voicerole_title_8003614,秘书任职:出击·其二,voicerole_text_8003614,侍主大人，让无序者目睹他们的下场。,1,0,301300401,0,,
8003615,2,301300401,炽爱-午后闲暇丨秘书任职:日常·其一,0,1,voicerole_title_8003615,秘书任职:日常·其一,voicerole_text_8003615,休息日啊，啊，偶尔的话……偶尔允许外出吧……,1,0,301300401,0,,
8003616,2,301300401,炽爱-午后闲暇丨秘书任职:日常·其二,0,1,voicerole_title_8003616,秘书任职:日常·其二,voicerole_text_8003616,禁止带女士们去可疑的地方！,1,0,301300401,0,,
8003617,2,301300401,炽爱-午后闲暇丨初次相遇,0,1,voicerole_title_8003617,初次相遇,voicerole_text_8003617,天界宪兵队队长炽爱，为了纠正天界的秩序而努力。当然，我对所有人都一视同仁。,1,0,301300401,0,,
8003618,2,301300401,炽爱-午后闲暇丨再次相遇,0,1,voicerole_title_8003618,再次相遇,voicerole_text_8003618,侍主大人，通过一段时间的观察，我发现您在遵守秩序这方面很成问题！接下来我会对您进行指导的！,1,0,301300401,0,,
8003619,2,301300401,炽爱-午后闲暇丨等级提升,0,1,voicerole_title_8003619,等级提升,voicerole_text_8003619,强大的实力是维护秩序的保障。,1,0,301300401,0,,
8003620,2,301300401,炽爱-午后闲暇丨技能强化,0,1,voicerole_title_8003620,技能强化,voicerole_text_8003620,我的使命就是用这股力量来维护秩序。,1,0,301300401,0,,
8003621,2,301300401,炽爱-午后闲暇丨突破,0,1,voicerole_title_8003621,突破,voicerole_text_8003621,这就是我本来的模样，是我的神统治天界的威严体现。,1,0,301300401,0,,
8003622,2,301300401,炽爱-午后闲暇丨觉醒,0,1,voicerole_title_8003622,觉醒,voicerole_text_8003622,对我过于偏爱也不好吧……？啊……照顾我……?啊……谢谢。,1,0,301300401,0,,
8003623,2,301300401,炽爱-午后闲暇丨对话·其一,0,1,voicerole_title_8003623,对话·其一,voicerole_text_8003623,呀！被别人碰到，我的光环会被玷污的！,1,0,301300401,0,1,
8003624,2,301300401,炽爱-午后闲暇丨对话·其二,0,1,voicerole_title_8003624,对话·其二,voicerole_text_8003624,侍主大人！请您自重！,1,0,301300401,0,1,
8003625,2,301300401,炽爱-午后闲暇丨对话·其三,0,1,voicerole_title_8003625,对话·其三,voicerole_text_8003625,说我穿着太色气？这可是宪兵的制服！,1,0,301300401,0,1,
8003626,2,301300401,炽爱-午后闲暇丨派遣·开始,0,0,voicerole_title_8003626,派遣·开始,voicerole_text_8003626,执行肃清任务吗？,1,0,301300401,0,,
8003627,2,301300401,炽爱-午后闲暇丨派遣·回归,0,0,voicerole_title_8003627,派遣·回归,voicerole_text_8003627,已经将任务目标带回……,1,0,301300401,0,,
8003628,2,301300401,炽爱-午后闲暇丨打工·开始,0,0,voicerole_title_8003628,工作·开始,voicerole_text_8003628,明白了，这要是规定的话我会好好完成的。,1,0,301300401,0,,
8003629,2,301300401,炽爱-午后闲暇丨打工·结束,0,0,voicerole_title_8003629,工作·结束,voicerole_text_8003629,是的，这是这次的报酬。不管多小的收支都请好好地记账。,0,0,301300401,0,,
8003630,2,301300401,炽爱-午后闲暇丨打工中·其一,0,0,voicerole_title_8003630,工作中·其一,voicerole_text_8003630,工作中必须专心啊。,1,0,301300401,0,,
8003631,2,301300401,炽爱-午后闲暇丨打工中·其二,0,0,voicerole_title_8003631,工作中·其二,voicerole_text_8003631,请不要妨碍工作。,1,0,301300401,0,,
8003632,2,301300401,炽爱-午后闲暇丨编队·其一,0,1,voicerole_title_8003632,编队·其一,voicerole_text_8003632,出击吗？现在是展示平时训练成果的时候了。,1,0,301300401,0,,
8003633,2,301300401,炽爱-午后闲暇丨编队·其二,0,1,voicerole_title_8003633,编队·其二,voicerole_text_8003633,扰乱天界秩序的人一个不留，全部排除！,1,0,301300401,0,,
8003634,2,301300401,炽爱-午后闲暇丨技能·技能名字,0,0,voicerole_title_8003634,技能·其一,voicerole_text_8003634,神断定你有罪！！,0,0,301300401,0,,
8003635,2,301300401,炽爱-午后闲暇丨爆气·技能名字,0,1,voicerole_title_8003635,灵魂解放·其一,voicerole_text_8003635,审判的时候来了，接受神罚吧！,1,0,301300401,0,,
8003636,2,301300401,炽爱-午后闲暇丨技能·技能名字,0,0,voicerole_title_8003636,技能·其二,voicerole_text_8003636,接受神的祝福吧！,0,0,301300401,0,,
8003637,2,301300401,炽爱-午后闲暇丨爆气·技能名字,0,1,voicerole_title_8003637,灵魂解放·其二,voicerole_text_8003637,神会保佑我们！,1,0,301300401,0,,
