Id,,Level,Exp,FavorUp,ItemReward,AttrRefix,,Des,FaverUnlock
3016017,罗莎莉,1,200,,"1000002,10","10000331,1",,FavorReward_3016017_1,"1,1"
3016017,罗莎莉,2,400,,"1000002,10","10000332,1",,FavorReward_3016017_2,"2,1"
3016017,罗莎莉,3,800,,"1000002,10","10000333,1",,FavorReward_3016017_3,3
3016017,罗莎莉,4,1600,,"1000002,10","10000334,1",,FavorReward_3016017_4,"2,2"
3016017,罗莎莉,5,3200,,"1000002,10","10000335,1",,FavorReward_3016017_5,"1,2"
3016017,罗莎莉,6,4800,,"1000002,10","10000336,1",,FavorReward_3016017_6,
3016017,罗莎莉,7,6400,,"1000002,10","10000337,1",,FavorReward_3016017_7,"2,3"
3016017,罗莎莉,8,8000,,"1000002,10","10000338,1",,FavorReward_3016017_8,"1,3"
3016017,罗莎莉,9,9600,,"1000002,10","10000339,1",,FavorReward_3016017_9,"2,4"
3016017,罗莎莉,10,0,,"1000002,10","10000340,1",,FavorReward_3016017_10,4
3016020,奈奥米,0,100,,0,,,FavorReward_3016020_0,
3016020,奈奥米,1,200,,"1000002,10","10000561,1",,FavorReward_3016020_1,"1,1"
3016020,奈奥米,2,400,,"1000002,10","10000562,1",,FavorReward_3016020_2,"2,1"
3016020,奈奥米,3,800,,"1000002,10","10000563,1",,FavorReward_3016020_3,3
3016020,奈奥米,4,1600,,"1000002,10","10000564,1",,FavorReward_3016020_4,"2,2"
3016020,奈奥米,5,3200,,"1000002,10","10000565,1",,FavorReward_3016020_5,"1,2"
3016020,奈奥米,6,4800,,"1000002,10","10000566,1",,FavorReward_3016020_6,
3016020,奈奥米,7,6400,,"1000002,10","10000567,1",,FavorReward_3016020_7,"2,3"
3016020,奈奥米,8,8000,,"1000002,10","10000568,1",,FavorReward_3016020_8,"1,3"
3016020,奈奥米,9,9600,,"1000002,10","10000569,1",,FavorReward_3016020_9,"2,4"
3016020,奈奥米,10,0,,"1000002,10","10000570,1",,FavorReward_3016020_10,4
3016023,佩内洛普,0,100,,0,,,FavorReward_3016023_0,
3016023,佩内洛普,1,200,,"1000002,10","10000171,1",,FavorReward_3016023_1,"1,1"
3016023,佩内洛普,2,400,,"1000002,10","10000172,1",,FavorReward_3016023_2,"2,1"
3016023,佩内洛普,3,800,,"1000002,10","10000173,1",,FavorReward_3016023_3,3
3016023,佩内洛普,4,1600,,"1000002,10","10000174,1",,FavorReward_3016023_4,"2,2"
3016023,佩内洛普,5,3200,,"1000002,10","10000175,1",,FavorReward_3016023_5,"1,2"
3016023,佩内洛普,6,4800,,"1000002,10","10000176,1",,FavorReward_3016023_6,
3016023,佩内洛普,7,6400,,"1000002,10","10000177,1",,FavorReward_3016023_7,"2,3"
3016023,佩内洛普,8,8000,,"1000002,10","10000178,1",,FavorReward_3016023_8,"1,3"
3016023,佩内洛普,9,9600,,"1000002,10","10000179,1",,FavorReward_3016023_9,"2,4"
3016023,佩内洛普,10,0,,"1000002,10","10000180,1",,FavorReward_3016023_10,4
3016024,塞蕾丝蒂娜,0,100,,0,,,FavorReward_3016024_0,
3016024,塞蕾丝蒂娜,1,200,,"1000002,10","10000531,1",,FavorReward_3016024_1,"1,1"
3016024,塞蕾丝蒂娜,2,400,,"1000002,10","10000532,1",,FavorReward_3016024_2,"2,1"
3016024,塞蕾丝蒂娜,3,800,,"1000002,10","10000533,1",,FavorReward_3016024_3,3
3016024,塞蕾丝蒂娜,4,1600,,"1000002,10","10000534,1",,FavorReward_3016024_4,"2,2"
3016024,塞蕾丝蒂娜,5,3200,,"1000002,10","10000535,1",,FavorReward_3016024_5,"1,2"
3016024,塞蕾丝蒂娜,6,4800,,"1000002,10","10000536,1",,FavorReward_3016024_6,
3016024,塞蕾丝蒂娜,7,6400,,"1000002,10","10000537,1",,FavorReward_3016024_7,"2,3"
3016024,塞蕾丝蒂娜,8,8000,,"1000002,10","10000538,1",,FavorReward_3016024_8,"1,3"
3016024,塞蕾丝蒂娜,9,9600,,"1000002,10","10000539,1",,FavorReward_3016024_9,"2,4"
3016024,塞蕾丝蒂娜,10,0,,"1000002,10","10000540,1",,FavorReward_3016024_10,4
3016031,小闪,0,100,,0,,,FavorReward_3016031_0,
3016031,小闪,1,200,,"1000002,10","10000481,1",,FavorReward_3016031_1,"1,1"
3016031,小闪,2,400,,"1000002,10","10000482,1",,FavorReward_3016031_2,"2,1"
3016031,小闪,3,800,,"1000002,10","10000483,1",,FavorReward_3016031_3,3
3016031,小闪,4,1600,,"1000002,10","10000484,1",,FavorReward_3016031_4,"2,2"
3016031,小闪,5,3200,,"1000002,10","10000485,1",,FavorReward_3016031_5,"1,2"
3016031,小闪,6,4800,,"1000002,10","10000486,1",,FavorReward_3016031_6,
3016031,小闪,7,6400,,"1000002,10","10000487,1",,FavorReward_3016031_7,"2,3"
3016031,小闪,8,8000,,"1000002,10","10000488,1",,FavorReward_3016031_8,"1,3"
3016031,小闪,9,9600,,"1000002,10","10000489,1",,FavorReward_3016031_9,"2,4"
3016031,小闪,10,0,,"1000002,10","10000490,1",,FavorReward_3016031_10,4
3016038,仙蒂,0,100,,0,,,FavorReward_3016038_0,
3016038,仙蒂,1,200,,"1000002,10","10000181,1",,FavorReward_3016038_1,"1,1"
3016038,仙蒂,2,400,,"1000002,10","10000182,1",,FavorReward_3016038_2,"2,1"
3016038,仙蒂,3,800,,"1000002,10","10000183,1",,FavorReward_3016038_3,3
3016038,仙蒂,4,1600,,"1000002,10","10000184,1",,FavorReward_3016038_4,"2,2"
3016038,仙蒂,5,3200,,"1000002,10","10000185,1",,FavorReward_3016038_5,"1,2"
3016038,仙蒂,6,4800,,"1000002,10","10000186,1",,FavorReward_3016038_6,
3016038,仙蒂,7,6400,,"1000002,10","10000187,1",,FavorReward_3016038_7,"2,3"
3016038,仙蒂,8,8000,,"1000002,10","10000188,1",,FavorReward_3016038_8,"1,3"
3016038,仙蒂,9,9600,,"1000002,10","10000189,1",,FavorReward_3016038_9,"2,4"
3016038,仙蒂,10,0,,"1000002,10","10000190,1",,FavorReward_3016038_10,4
3016049,艾琳娜,0,100,,0,,,FavorReward_3016049_0,
3016049,艾琳娜,1,200,,"1000002,10","10000571,1",,FavorReward_3016049_1,"1,1"
3016049,艾琳娜,2,400,,"1000002,10","10000572,1",,FavorReward_3016049_2,"2,1"
3016049,艾琳娜,3,800,,"1000002,10","10000573,1",,FavorReward_3016049_3,3
3016049,艾琳娜,4,1600,,"1000002,10","10000574,1",,FavorReward_3016049_4,"2,2"
3016049,艾琳娜,5,3200,,"1000002,10","10000575,1",,FavorReward_3016049_5,"1,2"
3016049,艾琳娜,6,4800,,"1000002,10","10000576,1",,FavorReward_3016049_6,
3016049,艾琳娜,7,6400,,"1000002,10","10000577,1",,FavorReward_3016049_7,"2,3"
3016049,艾琳娜,8,8000,,"1000002,10","10000578,1",,FavorReward_3016049_8,"1,3"
3016049,艾琳娜,9,9600,,"1000002,10","10000579,1",,FavorReward_3016049_9,"2,4"
3016049,艾琳娜,10,0,,"1000002,10","10000580,1",,FavorReward_3016049_10,4
3016068,贝卡丝,0,100,,0,,,FavorReward_3016068_0,
3016068,贝卡丝,1,200,,"1000002,10","10000341,1",,FavorReward_3016068_1,"1,1"
3016068,贝卡丝,2,400,,"1000002,10","10000342,1",,FavorReward_3016068_2,"2,1"
3016068,贝卡丝,3,800,,"1000002,10","10000343,1",,FavorReward_3016068_3,3
3016068,贝卡丝,4,1600,,"1000002,10","10000344,1",,FavorReward_3016068_4,"2,2"
3016068,贝卡丝,5,3200,,"1000002,10","10000345,1",,FavorReward_3016068_5,"1,2"
3016068,贝卡丝,6,4800,,"1000002,10","10000346,1",,FavorReward_3016068_6,
3016068,贝卡丝,7,6400,,"1000002,10","10000347,1",,FavorReward_3016068_7,"2,3"
3016068,贝卡丝,8,8000,,"1000002,10","10000348,1",,FavorReward_3016068_8,"1,3"
3016068,贝卡丝,9,9600,,"1000002,10","10000349,1",,FavorReward_3016068_9,"2,4"
3016068,贝卡丝,10,0,,"1000002,10","10000350,1",,FavorReward_3016068_10,4
3016078,昔莱,0,100,,0,,,FavorReward_3016078_0,
3016078,昔莱,1,200,,"1000002,10","10000491,1",,FavorReward_3016078_1,"1,1"
3016078,昔莱,2,400,,"1000002,10","10000492,1",,FavorReward_3016078_2,"2,1"
3016078,昔莱,3,800,,"1000002,10","10000493,1",,FavorReward_3016078_3,3
3016078,昔莱,4,1600,,"1000002,10","10000494,1",,FavorReward_3016078_4,"2,2"
3016078,昔莱,5,3200,,"1000002,10","10000495,1",,FavorReward_3016078_5,"1,2"
3016078,昔莱,6,4800,,"1000002,10","10000496,1",,FavorReward_3016078_6,
3016078,昔莱,7,6400,,"1000002,10","10000497,1",,FavorReward_3016078_7,"2,3"
3016078,昔莱,8,8000,,"1000002,10","10000498,1",,FavorReward_3016078_8,"1,3"
3016078,昔莱,9,9600,,"1000002,10","10000499,1",,FavorReward_3016078_9,"2,4"
3016078,昔莱,10,0,,"1000002,10","10000500,1",,FavorReward_3016078_10,4
3016119,杜达·戴维,0,100,,0,,,FavorReward_3016119_0,
3016119,杜达·戴维,1,200,,"1000002,10","10000681,1",,FavorReward_3016119_1,"1,1"
3016119,杜达·戴维,2,400,,"1000002,10","10000682,1",,FavorReward_3016119_2,"2,1"
3016119,杜达·戴维,3,800,,"1000002,10","10000683,1",,FavorReward_3016119_3,3
3016119,杜达·戴维,4,1600,,"1000002,10","10000684,1",,FavorReward_3016119_4,"2,2"
3016119,杜达·戴维,5,3200,,"1000002,10","10000685,1",,FavorReward_3016119_5,"1,2"
3016119,杜达·戴维,6,4800,,"1000002,10","10000686,1",,FavorReward_3016119_6,
3016119,杜达·戴维,7,6400,,"1000002,10","10000687,1",,FavorReward_3016119_7,"2,3"
3016119,杜达·戴维,8,8000,,"1000002,10","10000688,1",,FavorReward_3016119_8,"1,3"
3016119,杜达·戴维,9,9600,,"1000002,10","10000689,1",,FavorReward_3016119_9,"2,4"
3016119,杜达·戴维,10,0,,"1000002,10","10000690,1",,FavorReward_3016119_10,4
3016130,伊卡洛斯,0,100,,0,,,FavorReward_3016130_0,
3016130,伊卡洛斯,1,200,,"1000002,10","10000501,1",,FavorReward_3016130_1,"1,1"
3016130,伊卡洛斯,2,400,,"1000002,10","10000502,1",,FavorReward_3016130_2,"2,1"
3016130,伊卡洛斯,3,800,,"1000002,10","10000503,1",,FavorReward_3016130_3,3
3016130,伊卡洛斯,4,1600,,"1000002,10","10000504,1",,FavorReward_3016130_4,"2,2"
3016130,伊卡洛斯,5,3200,,"1000002,10","10000505,1",,FavorReward_3016130_5,"1,2"
3016130,伊卡洛斯,6,4800,,"1000002,10","10000506,1",,FavorReward_3016130_6,
3016130,伊卡洛斯,7,6400,,"1000002,10","10000507,1",,FavorReward_3016130_7,"2,3"
3016130,伊卡洛斯,8,8000,,"1000002,10","10000508,1",,FavorReward_3016130_8,"1,3"
3016130,伊卡洛斯,9,9600,,"1000002,10","10000509,1",,FavorReward_3016130_9,"2,4"
3016130,伊卡洛斯,10,0,,"1000002,10","10000510,1",,FavorReward_3016130_10,4
3016187,异邦波斯菊,0,100,,0,,,FavorReward_3016187_0,
3016187,异邦波斯菊,1,200,,"1000002,10","10000511,1",,FavorReward_3016187_1,"1,1"
3016187,异邦波斯菊,2,400,,"1000002,10","10000512,1",,FavorReward_3016187_2,"2,1"
3016187,异邦波斯菊,3,800,,"1000002,10","10000513,1",,FavorReward_3016187_3,3
3016187,异邦波斯菊,4,1600,,"1000002,10","10000514,1",,FavorReward_3016187_4,"2,2"
3016187,异邦波斯菊,5,3200,,"1000002,10","10000515,1",,FavorReward_3016187_5,"1,2"
3016187,异邦波斯菊,6,4800,,"1000002,10","10000516,1",,FavorReward_3016187_6,
3016187,异邦波斯菊,7,6400,,"1000002,10","10000517,1",,FavorReward_3016187_7,"2,3"
3016187,异邦波斯菊,8,8000,,"1000002,10","10000518,1",,FavorReward_3016187_8,"1,3"
3016187,异邦波斯菊,9,9600,,"1000002,10","10000519,1",,FavorReward_3016187_9,"2,4"
3016187,异邦波斯菊,10,0,,"1000002,10","10000520,1",,FavorReward_3016187_10,4
3016188,极焰,0,100,,0,,,FavorReward_3016188_0,
3016188,极焰,1,200,,"1000002,10","10000591,1",,FavorReward_3016188_1,"1,1"
3016188,极焰,2,400,,"1000002,10","10000592,1",,FavorReward_3016188_2,"2,1"
3016188,极焰,3,800,,"1000002,10","10000593,1",,FavorReward_3016188_3,3
3016188,极焰,4,1600,,"1000002,10","10000594,1",,FavorReward_3016188_4,"2,2"
3016188,极焰,5,3200,,"1000002,10","10000595,1",,FavorReward_3016188_5,"1,2"
3016188,极焰,6,4800,,"1000002,10","10000596,1",,FavorReward_3016188_6,
3016188,极焰,7,6400,,"1000002,10","10000597,1",,FavorReward_3016188_7,"2,3"
3016188,极焰,8,8000,,"1000002,10","10000598,1",,FavorReward_3016188_8,"1,3"
3016188,极焰,9,9600,,"1000002,10","10000599,1",,FavorReward_3016188_9,"2,4"
3016188,极焰,10,0,,"1000002,10","10000600,1",,FavorReward_3016188_10,4
3016189,塔嘉娜,0,100,,0,,,FavorReward_3016189_0,
3016189,塔嘉娜,1,200,,"1000002,10","10000691,1",,FavorReward_3016189_1,"1,1"
3016189,塔嘉娜,2,400,,"1000002,10","10000692,1",,FavorReward_3016189_2,"2,1"
3016189,塔嘉娜,3,800,,"1000002,10","10000693,1",,FavorReward_3016189_3,3
3016189,塔嘉娜,4,1600,,"1000002,10","10000694,1",,FavorReward_3016189_4,"2,2"
3016189,塔嘉娜,5,3200,,"1000002,10","10000695,1",,FavorReward_3016189_5,"1,2"
3016189,塔嘉娜,6,4800,,"1000002,10","10000696,1",,FavorReward_3016189_6,
3016189,塔嘉娜,7,6400,,"1000002,10","10000697,1",,FavorReward_3016189_7,"2,3"
3016189,塔嘉娜,8,8000,,"1000002,10","10000698,1",,FavorReward_3016189_8,"1,3"
3016189,塔嘉娜,9,9600,,"1000002,10","10000699,1",,FavorReward_3016189_9,"2,4"
3016189,塔嘉娜,10,0,,"1000002,10","10000700,1",,FavorReward_3016189_10,4
3017001,雪泉,0,100,,0,,,FavorReward_3017001_0,
3017001,雪泉,1,200,,"1000002,10","10000661,1",,FavorReward_3017001_1,"1,1"
3017001,雪泉,2,400,,"1000002,10","10000662,1",,FavorReward_3017001_2,"2,1"
3017001,雪泉,3,800,,"1000002,10","10000663,1",,FavorReward_3017001_3,3
3017001,雪泉,4,1600,,"1000002,10","10000664,1",,FavorReward_3017001_4,"2,2"
3017001,雪泉,5,3200,,"1000002,10","10000665,1",,FavorReward_3017001_5,"1,2"
3017001,雪泉,6,4800,,"1000002,10","10000666,1",,FavorReward_3017001_6,
3017001,雪泉,7,6400,,"1000002,10","10000667,1",,FavorReward_3017001_7,"2,3"
3017001,雪泉,8,8000,,"1000002,10","10000668,1",,FavorReward_3017001_8,"1,3"
3017001,雪泉,9,9600,,"1000002,10","10000669,1",,FavorReward_3017001_9,"2,4"
3017001,雪泉,10,0,,"1000002,10","10000670,1",,FavorReward_3017001_10,4
3017002,雪不归,0,100,,0,,,FavorReward_3017002_0,
3017002,雪不归,1,200,,"1000002,10","10000671,1",,FavorReward_3017002_1,"1,1"
3017002,雪不归,2,400,,"1000002,10","10000672,1",,FavorReward_3017002_2,"2,1"
3017002,雪不归,3,800,,"1000002,10","10000673,1",,FavorReward_3017002_3,3
3017002,雪不归,4,1600,,"1000002,10","10000674,1",,FavorReward_3017002_4,"2,2"
3017002,雪不归,5,3200,,"1000002,10","10000675,1",,FavorReward_3017002_5,"1,2"
3017002,雪不归,6,4800,,"1000002,10","10000676,1",,FavorReward_3017002_6,
3017002,雪不归,7,6400,,"1000002,10","10000677,1",,FavorReward_3017002_7,"2,3"
3017002,雪不归,8,8000,,"1000002,10","10000678,1",,FavorReward_3017002_8,"1,3"
3017002,雪不归,9,9600,,"1000002,10","10000679,1",,FavorReward_3017002_9,"2,4"
3017002,雪不归,10,0,,"1000002,10","10000680,1",,FavorReward_3017002_10,4
3016191,爱尔维拉,0,100,,0,,,FavorReward_3016191_0,
3016191,爱尔维拉,1,200,,"1000002,10","10000741,1",,FavorReward_3016191_1,"1,1"
3016191,爱尔维拉,2,400,,"1000002,10","10000742,1",,FavorReward_3016191_2,"2,1"
3016191,爱尔维拉,3,800,,"1000002,10","10000743,1",,FavorReward_3016191_3,3
3016191,爱尔维拉,4,1600,,"1000002,10","10000744,1",,FavorReward_3016191_4,"2,2"
3016191,爱尔维拉,5,3200,,"1000002,10","10000745,1",,FavorReward_3016191_5,"1,2"
3016191,爱尔维拉,6,4800,,"1000002,10","10000746,1",,FavorReward_3016191_6,
3016191,爱尔维拉,7,6400,,"1000002,10","10000747,1",,FavorReward_3016191_7,"2,3"
3016191,爱尔维拉,8,8000,,"1000002,10","10000748,1",,FavorReward_3016191_8,"1,3"
3016191,爱尔维拉,9,9600,,"1000002,10","10000749,1",,FavorReward_3016191_9,"2,4"
3016191,爱尔维拉,10,0,,"1000002,10","10000750,1",,FavorReward_3016191_10,4
