RoleId,,AwakeningLv,ItemId1,ItemId2,Desc,,SkillReplacement,AttrRefixId,MonsterBattleSkill
3016031,小闪,0,"1009098,1","1006953,4",,0,,,"20160310,1"
3016031,小闪,1,"1009098,1","1006953,4",RoleAwakening_3016031_1,"{0}效果强化,{2}觉醒等级提升","1,30160314",,"20160310,2"
3016031,小闪,2,"1009098,2","1006953,8",RoleAwakening_3016031_2,"所有技能等级+1,{2}觉醒等级提升",,"30160311,1","20160310,3"
3016031,小闪,3,"1009098,2","1006953,8",RoleAwakening_3016031_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30160316","30100006,1;30100007,1;30100008,1;30100009,1","20160310,4"
3016031,小闪,4,"1009098,3","1006953,12",RoleAwakening_3016031_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160311,1;30100006,1;30100007,1;30100008,1;30100009,1","20160310,5"
3016031,小闪,5,"1009098,3","1006953,12",RoleAwakening_3016031_5,"{0}效果强化,{2}觉醒等级提升,{1}","3,30160315","30100006,2;30100007,2;30100008,2;30100009,2","20160310,6"
3016038,仙蒂,0,"1009105,1","1006934,1",,0,,,"20160380,1"
3016038,仙蒂,1,"1009105,1","1006934,1",RoleAwakening_3016038_1,"{0}效果强化,{2}觉醒等级提升","3,30160384",,"20160380,2"
3016038,仙蒂,2,"1009105,2","1006934,2",RoleAwakening_3016038_2,"所有技能等级+1,{2}觉醒等级提升",,"30160381,1","20160380,3"
3016038,仙蒂,3,"1009105,2","1006934,2",RoleAwakening_3016038_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30160386","30100001,1;30100002,1;30100003,1;30100004,1","20160380,4"
3016038,仙蒂,4,"1009105,3","1006934,3",RoleAwakening_3016038_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160381,1;30100001,1;30100002,1;30100003,1;30100004,1","20160380,5"
3016038,仙蒂,5,"1009105,3","1006934,3",RoleAwakening_3016038_5,"{0}效果强化,{2}觉醒等级提升,{1}","1,30160385","30100001,2;30100002,2;30100003,2;30100004,2","20160380,6"
3016049,艾琳娜,0,"1009116,1","1006951,4",,0,,,
3016049,艾琳娜,1,"1009116,1","1006951,4",RoleAwakening_3016049_1,"{0}效果强化,{2}觉醒等级提升",,,
3016049,艾琳娜,2,"1009116,2","1006951,8",RoleAwakening_3016049_2,"所有技能等级+1,{2}觉醒等级提升",,"30160491,1",
3016049,艾琳娜,3,"1009116,2","1006951,8",RoleAwakening_3016049_3,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,1;30100007,1;30100008,1;30100009,1",
3016049,艾琳娜,4,"1009116,3","1006951,12",RoleAwakening_3016049_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160491,1;30100006,1;30100007,1;30100008,1;30100009,1",
3016049,艾琳娜,5,"1009116,3","1006951,12",RoleAwakening_3016049_5,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,2;30100007,2;30100008,2;30100009,2",
3016068,贝卡丝,0,"1009135,1","1006941,2",,0,,,"20160680,1"
3016068,贝卡丝,1,"1009135,1","1006941,2",RoleAwakening_3016068_1,"{0}效果强化,{2}觉醒等级提升","1,30160684",,"20160680,2"
3016068,贝卡丝,2,"1009135,2","1006941,4",RoleAwakening_3016068_2,"所有技能等级+1,{2}觉醒等级提升",,"30160681,1","20160680,3"
3016068,贝卡丝,3,"1009135,2","1006941,4",RoleAwakening_3016068_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30160686","30100006,1;30100007,1;30100008,1;30100009,1","20160680,4"
3016068,贝卡丝,4,"1009135,3","1006941,6",RoleAwakening_3016068_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160681,1;30100006,1;30100007,1;30100008,1;30100009,1","20160680,5"
3016068,贝卡丝,5,"1009135,3","1006941,6",RoleAwakening_3016068_5,"{0}效果强化,{2}觉醒等级提升,{1}","3,30160685","30100006,1;30100007,1;30100008,1;30100009,1","20160680,6"
3016078,昔莱,0,"1009145,1","1006956,4",,0,,,
3016078,昔莱,1,"1009145,1","1006956,4",RoleAwakening_3016078_1,"{0}效果强化,{2}觉醒等级提升","3,30160784",,
3016078,昔莱,2,"1009145,2","1006956,8",RoleAwakening_3016078_2,"所有技能等级+1,{2}觉醒等级提升",,"30160781,1",
3016078,昔莱,3,"1009145,2","1006956,8",RoleAwakening_3016078_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30160786","30100006,1;30100007,1;30100008,1;30100009,1",
3016078,昔莱,4,"1009145,3","1006956,12",RoleAwakening_3016078_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160781,1;30100006,1;30100007,1;30100008,1;30100009,1",
3016078,昔莱,5,"1009145,3","1006956,12",RoleAwakening_3016078_5,"{0}效果强化,{2}觉醒等级提升,{1}","1,30160785","30100006,2;30100007,2;30100008,2;30100009,2",
3016119,杜达·戴维,0,"1009187,1","1006952,4",,0,,,
3016119,杜达·戴维,1,"1009187,1","1006952,4",RoleAwakening_3016119_1,"{0}效果强化,{2}觉醒等级提升",,,
3016119,杜达·戴维,2,"1009187,2","1006952,8",RoleAwakening_3016119_2,"所有技能等级+1,{2}觉醒等级提升",,"30161191,1",
3016119,杜达·戴维,3,"1009187,2","1006952,8",RoleAwakening_3016119_3,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,1;30100007,1;30100008,1;30100009,1",
3016119,杜达·戴维,4,"1009187,3","1006952,12",RoleAwakening_3016119_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30161191,1;30100006,1;30100007,1;30100008,1;30100009,1",
3016119,杜达·戴维,5,"1009187,3","1006952,12",RoleAwakening_3016119_5,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,2;30100007,2;30100008,2;30100009,2",
3016130,伊卡洛斯,0,"1009197,1","1006957,4",,0,,,"20161300,1"
3016130,伊卡洛斯,1,"1009197,1","1006957,4",RoleAwakening_3016130_1,"{0}效果强化,{2}觉醒等级提升","1,30161304",,"20161300,2"
3016130,伊卡洛斯,2,"1009197,2","1006957,8",RoleAwakening_3016130_2,"所有技能等级+1,{2}觉醒等级提升",,"30161301,1","20161300,3"
3016130,伊卡洛斯,3,"1009197,2","1006957,8",RoleAwakening_3016130_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30161306","30100006,1;30100007,1;30100008,1;30100009,1","20161300,4"
3016130,伊卡洛斯,4,"1009197,3","1006957,12",RoleAwakening_3016130_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30161301,1;30100006,1;30100007,1;30100008,1;30100009,1","20161300,5"
3016130,伊卡洛斯,5,"1009197,3","1006957,12",RoleAwakening_3016130_5,"{0}效果强化,{2}觉醒等级提升,{1}","3,30161305","30100006,2;30100007,2;30100008,2;30100009,2","20161300,6"
3016187,异邦波斯菊,0,"1009254,1","1006953,4",,0,,,"20161870,1"
3016187,异邦波斯菊,1,"1009254,1","1006953,4",RoleAwakening_3016187_1,"{0}效果强化,{2}觉醒等级提升","1,30161874",,"20161870,2"
3016187,异邦波斯菊,2,"1009254,2","1006953,8",RoleAwakening_3016187_2,"所有技能等级+1,{2}觉醒等级提升",,"30161871,1","20161870,3"
3016187,异邦波斯菊,3,"1009254,2","1006953,8",RoleAwakening_3016187_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30161875","30100006,1;30100007,1;30100008,1;30100009,1","20161870,4"
3016187,异邦波斯菊,4,"1009254,3","1006953,12",RoleAwakening_3016187_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30161871,1;30100006,1;30100007,1;30100008,1;30100009,1","20161870,5"
3016187,异邦波斯菊,5,"1009254,3","1006953,12",RoleAwakening_3016187_5,"{0}效果强化,{2}觉醒等级提升,{1}","3,30161876","30100006,2;30100007,2;30100008,2;30100009,2","20161870,6"
3016188,极焰,0,"1009255,1",,,0,,,
3016188,极焰,1,"1009255,1",,RoleAwakening_3016188_1,"{0}效果强化,{2}觉醒等级提升",,,
3016188,极焰,2,"1009255,2",,RoleAwakening_3016188_2,"所有技能等级+1,{2}觉醒等级提升",,"30161881,1",
3016188,极焰,3,"1009255,2",,RoleAwakening_3016188_3,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,1;30100007,1;30100008,1;30100009,1",
3016188,极焰,4,"1009255,3",,RoleAwakening_3016188_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30161881,1;30100006,1;30100007,1;30100008,1;30100009,1",
3016188,极焰,5,"1009255,3",,RoleAwakening_3016188_5,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,2;30100007,2;30100008,2;30100009,2",
3016189,塔嘉娜,0,"1009258,1","1006955,4",,0,,,
3016189,塔嘉娜,1,"1009258,1","1006955,4",RoleAwakening_3016189_1,"{0}效果强化,{2}觉醒等级提升",,,
3016189,塔嘉娜,2,"1009258,2","1006955,8",RoleAwakening_3016189_2,"所有技能等级+1,{2}觉醒等级提升",,"30161891,1",
3016189,塔嘉娜,3,"1009258,2","1006955,8",RoleAwakening_3016189_3,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,1;30100007,1;30100008,1;30100009,1",
3016189,塔嘉娜,4,"1009258,3","1006955,12",RoleAwakening_3016189_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30161891,1;30100006,1;30100007,1;30100008,1;30100009,1",
3016189,塔嘉娜,5,"1009258,3","1006955,12",RoleAwakening_3016189_5,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,2;30100007,2;30100008,2;30100009,2",
3017001,雪泉,0,"1009701,1","1006957,4",,0,,,
3017001,雪泉,1,"1009701,1","1006957,4",RoleAwakening_3017001_1,"{0}效果强化,{2}觉醒等级提升",,,
3017001,雪泉,2,"1009701,2","1006957,8",RoleAwakening_3017001_2,"所有技能等级+1,{2}觉醒等级提升",,"30170011,1",
3017001,雪泉,3,"1009701,2","1006957,8",RoleAwakening_3017001_3,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,1;30100007,1;30100008,1;30100009,1",
3017001,雪泉,4,"1009701,3","1006957,12",RoleAwakening_3017001_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30170011,1;30100006,1;30100007,1;30100008,1;30100009,1",
3017001,雪泉,5,"1009701,3","1006957,12",RoleAwakening_3017001_5,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,2;30100007,2;30100008,2;30100009,2",
3017002,雪不归,0,"1009702,1","1006956,4",,0,,,
3017002,雪不归,1,"1009702,1","1006956,4",RoleAwakening_3017002_1,"{0}效果强化,{2}觉醒等级提升",,,
3017002,雪不归,2,"1009702,2","1006956,8",RoleAwakening_3017002_2,"所有技能等级+1,{2}觉醒等级提升",,"30170021,1",
3017002,雪不归,3,"1009702,2","1006956,8",RoleAwakening_3017002_3,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,1;30100007,1;30100008,1;30100009,1",
3017002,雪不归,4,"1009702,3","1006956,12",RoleAwakening_3017002_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30170021,1;30100006,1;30100007,1;30100008,1;30100009,1",
3017002,雪不归,5,"1009702,3","1006956,12",RoleAwakening_3017002_5,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,2;30100007,2;30100008,2;30100009,2",
