id	unlockId	taskContentType	taskContentId	taskContenNum	rewardId	rewardNum	openType	openParameter	group	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
166	0	1703	0	60	9000057	500	701		6	1	洗练任意装备<color=#ff4dc0>60</color>次	洗練任意裝備<color=#ff4dc0>60</color>次	Refine any equipment <color=#ff4dc0>60</color> times.	任意の装備を<color=#ff4dc0>60</color>回洗練する	임의의 장비 <color=#ff4dc0>60회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>60</color>​ ครั้ง​
167	0	1703	0	100	9000057	600	701		6	1	洗练任意装备<color=#ff4dc0>100</color>次	洗練任意裝備<color=#ff4dc0>100</color>次	Refine any equipment <color=#ff4dc0>100</color> times.	任意の装備を<color=#ff4dc0>100</color>回洗練する	임의의 장비 <color=#ff4dc0>100회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>100</color>​ ครั้ง​
168	0	1703	0	140	9000057	800	701		6	1	洗练任意装备<color=#ff4dc0>140</color>次	洗練任意裝備<color=#ff4dc0>140</color>次	Refine any equipment <color=#ff4dc0>140</color> times.	任意の装備を<color=#ff4dc0>140</color>回洗練する	임의의 장비 <color=#ff4dc0>140회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>140</color>​ ครั้ง​
169	0	1405	0	2	9000065	400	518		7	1	离岛空运<color=#ff4dc0>2</color>次	離島空運<color=#ff4dc0>2</color>次	Complete Air Express <color=#ff4dc0>2</color> times.	離島空便を<color=#ff4dc0>2</color>回完了する	항공 운송 <color=#ff4dc0>2</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>2</color>​ ครั้ง​
170	0	1405	0	6	9000065	500	518		7	1	离岛空运<color=#ff4dc0>6</color>次	離島空運<color=#ff4dc0>6</color>次	Complete Air Express <color=#ff4dc0>6</color> times.	離島空便を<color=#ff4dc0>6</color>回完了する	항공 운송 <color=#ff4dc0>6</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>6</color>​ ครั้ง​
171	0	1405	0	10	9000065	600	518		7	1	离岛空运<color=#ff4dc0>10</color>次	離島空運<color=#ff4dc0>10</color>次	Complete Air Express <color=#ff4dc0>10</color> times.	離島空便を<color=#ff4dc0>10</color>回完了する	항공 운송 <color=#ff4dc0>10</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>10</color>​ ครั้ง​
172	0	1405	0	15	9000065	800	518		7	1	离岛空运<color=#ff4dc0>15</color>次	離島空運<color=#ff4dc0>15</color>次	Complete Air Express <color=#ff4dc0>15</color> times.	離島空便を<color=#ff4dc0>15</color>回完了する	항공 운송 <color=#ff4dc0>15</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>15</color>​ ครั้ง​
173	0	601	1	10	9000065	400	601		7	1	累计召唤<color=#ff4dc0>10</color>次	累計召喚<color=#ff4dc0>10</color>次	Make <color=#ff4dc0>10</color> summons in total.	召喚を<color=#ff4dc0>10</color>回行う	소환 누적 <color=#ff4dc0>10</color>회	รับสมัครสะสม <color=#ff4dc0>10</color> ครั้ง
174	0	601	1	20	9000065	500	601		7	1	累计召唤<color=#ff4dc0>20</color>次	累計召喚<color=#ff4dc0>20</color>次	Make <color=#ff4dc0>20</color> summons in total.	召喚を<color=#ff4dc0>20</color>回行う	소환 누적 <color=#ff4dc0>20</color>회	รับสมัครสะสม <color=#ff4dc0>20</color> ครั้ง
175	0	601	1	30	9000065	600	601		7	1	累计召唤<color=#ff4dc0>30</color>次	累計召喚<color=#ff4dc0>30</color>次	Make <color=#ff4dc0>30</color> summons in total.	召喚を<color=#ff4dc0>30</color>回行う	소환 누적 <color=#ff4dc0>30</color>회	รับสมัครสะสม <color=#ff4dc0>30</color> ครั้ง
176	0	601	1	50	9000065	800	601		7	1	累计召唤<color=#ff4dc0>50</color>次	累計召喚<color=#ff4dc0>50</color>次	Make <color=#ff4dc0>50</color> summons in total.	召喚を<color=#ff4dc0>50</color>回行う	소환 누적 <color=#ff4dc0>50</color>회	รับสมัคร <color=#ff4dc0>50</color> ครั้ง
177	0	1205	3	1	9000065	400	701		7	1	将任意<color=#ff4dc0>1</color>个战斗员突破2次	將任意<color=#ff4dc0>1</color>個戰鬥員突破2次	Ascend <color=#ff4dc0>1</color> Combatant 2 times.	任意の戦闘員<color=#ff4dc0>1</color>名を2回突破する	임의의 전투원 <color=#ff4dc0>1</color>명 2회 돌파	ปลด​ลิมิต​ตัวละคร​ใด​ก็ได้​ <color=#ff4dc0>1</color>​ ตัว​ 2​ ครั้ง​
178	0	1205	7	1	9000065	500	701		7	1	将任意<color=#ff4dc0>1</color>个战斗员突破6次	將任意<color=#ff4dc0>1</color>個戰鬥員突破6次	Ascend <color=#ff4dc0>1</color> Combatant 6 times.	任意の戦闘員<color=#ff4dc0>1</color>名を6回突破する	임의의 전투원 <color=#ff4dc0>1</color>명 6회 돌파	ปลด​ลิมิต​ตัวละคร​ใด​ก็ได้​ <color=#ff4dc0>1</color>​ ตัว​ 6​ ครั้ง​
179	0	1205	7	2	9000065	600	701		7	1	将任意<color=#ff4dc0>2</color>个战斗员突破6次	將任意<color=#ff4dc0>2</color>個戰鬥員突破6次	Ascend <color=#ff4dc0>2</color> Combatants 6 times.	任意の戦闘員<color=#ff4dc0>2</color>名を6回突破する	임의의 전투원 <color=#ff4dc0>2</color>명 6회 돌파	ปลด​ลิมิต​ตัวละคร​ใด​ก็ได้​ <color=#ff4dc0>2</color>​ ตัว​ 6​ ครั้ง​
180	0	1205	8	2	9000065	800	701		7	1	将任意<color=#ff4dc0>2</color>个战斗员突破7次	將任意<color=#ff4dc0>2</color>個戰鬥員突破7次	Ascend <color=#ff4dc0>2</color> Combatants 7 times.	任意の戦闘員<color=#ff4dc0>2</color>名を7回突破する	임의의 전투원 <color=#ff4dc0>2</color>명 7회 돌파	ปลด​ลิมิต​ตัวละคร​ใด​ก็ได้​ <color=#ff4dc0>2</color>​ ตัว​ 7​ ครั้ง​
181	0	5	5	5	9000065	400	233		7	1	获取任意<color=#ff4dc0>5</color>件橙色装备	獲取任意<color=#ff4dc0>5</color>件橙色裝備	Get <color=#ff4dc0>5</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>5</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>5</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>5</color> ชิ้น
182	0	5	5	10	9000065	500	233		7	1	获取任意<color=#ff4dc0>10</color>件橙色装备	獲取任意<color=#ff4dc0>10</color>件橙色裝備	Get <color=#ff4dc0>10</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>10</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>10</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>10</color> ชิ้น
183	0	5	5	20	9000065	600	233		7	1	获取任意<color=#ff4dc0>20</color>件橙色装备	獲取任意<color=#ff4dc0>20</color>件橙色裝備	Get <color=#ff4dc0>20</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>20</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>20</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>20</color> ชิ้น
184	0	5	5	30	9000065	800	233		7	1	获取任意<color=#ff4dc0>30</color>件橙色装备	獲取任意<color=#ff4dc0>30</color>件橙色裝備	Get <color=#ff4dc0>30</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>30</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>30</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>30</color> ชิ้น
185	0	1103	0	2	9000065	400	236		7	1	参与协力战<color=#ff4dc0>2</color>次	參與協力戰<color=#ff4dc0>2</color>次	Complete the Invasion <color=#ff4dc0>2</color> times.	協同作戦に<color=#ff4dc0>2</color>回参加する	협력전 <color=#ff4dc0>2</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>2</color>​ ครั้ง​
186	0	1103	0	6	9000065	500	236		7	1	参与协力战<color=#ff4dc0>6</color>次	參與協力戰<color=#ff4dc0>6</color>次	Complete the Invasion <color=#ff4dc0>6</color> times.	協同作戦に<color=#ff4dc0>6</color>回参加する	협력전 <color=#ff4dc0>6</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>6</color>​ ครั้ง​
187	0	1103	0	12	9000065	600	236		7	1	参与协力战<color=#ff4dc0>12</color>次	參與協力戰<color=#ff4dc0>12</color>次	Complete the Invasion <color=#ff4dc0>12</color> times.	協同作戦に<color=#ff4dc0>12</color>回参加する	협력전 <color=#ff4dc0>12</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>12</color>​ ครั้ง​
188	0	1103	0	18	9000065	800	236		7	1	参与协力战<color=#ff4dc0>18</color>次	參與協力戰<color=#ff4dc0>18</color>次	Complete the Invasion <color=#ff4dc0>18</color> times.	協同作戦に<color=#ff4dc0>18</color>回参加する	협력전 <color=#ff4dc0>18</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>18</color>​ ครั้ง​
189	0	1602	0	5	9000065	400	522		7	1	累计抽取猫球<color=#ff4dc0>5</color>次	累計抽取貓球<color=#ff4dc0>5</color>次	Summon Catos <color=#ff4dc0>5</color> times in total.	ガトガチャを<color=#ff4dc0>5</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>5</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>5</color>​ ครั้ง​
190	0	1602	0	10	9000065	500	522		7	1	累计抽取猫球<color=#ff4dc0>10</color>次	累計抽取貓球<color=#ff4dc0>10</color>次	Summon Catos <color=#ff4dc0>10</color> times in total.	ガトガチャを<color=#ff4dc0>10</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>10</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>10</color>​ ครั้ง​
191	0	1602	0	20	9000065	600	522		7	1	累计抽取猫球<color=#ff4dc0>20</color>次	累計抽取貓球<color=#ff4dc0>20</color>次	Summon Catos <color=#ff4dc0>20</color> times in total.	ガトガチャを<color=#ff4dc0>20</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>20</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>20</color>​ ครั้ง​
192	0	1602	0	35	9000065	800	522		7	1	累计抽取猫球<color=#ff4dc0>35</color>次	累計抽取貓球<color=#ff4dc0>35</color>次	Summon Catos <color=#ff4dc0>35</color> times in total.	ガトガチャを<color=#ff4dc0>35</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>35</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>35</color>​ ครั้ง​
193	0	1703	0	30	9000065	400	701		7	1	洗练任意装备<color=#ff4dc0>30</color>次	洗練任意裝備<color=#ff4dc0>30</color>次	Refine any equipment <color=#ff4dc0>30</color> times.	任意の装備を<color=#ff4dc0>30</color>回洗練する	임의의 장비 <color=#ff4dc0>30회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>30</color>​ ครั้ง​
194	0	1703	0	60	9000065	500	701		7	1	洗练任意装备<color=#ff4dc0>60</color>次	洗練任意裝備<color=#ff4dc0>60</color>次	Refine any equipment <color=#ff4dc0>60</color> times.	任意の装備を<color=#ff4dc0>60</color>回洗練する	임의의 장비 <color=#ff4dc0>60회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>60</color>​ ครั้ง​
195	0	1703	0	100	9000065	600	701		7	1	洗练任意装备<color=#ff4dc0>100</color>次	洗練任意裝備<color=#ff4dc0>100</color>次	Refine any equipment <color=#ff4dc0>100</color> times.	任意の装備を<color=#ff4dc0>100</color>回洗練する	임의의 장비 <color=#ff4dc0>100회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>100</color>​ ครั้ง​
196	0	1703	0	140	9000065	800	701		7	1	洗练任意装备<color=#ff4dc0>140</color>次	洗練任意裝備<color=#ff4dc0>140</color>次	Refine any equipment <color=#ff4dc0>140</color> times.	任意の装備を<color=#ff4dc0>140</color>回洗練する	임의의 장비 <color=#ff4dc0>140회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>140</color>​ ครั้ง​
197	0	1405	0	2	9000074	400	518		8	1	离岛空运<color=#ff4dc0>2</color>次	離島空運<color=#ff4dc0>2</color>次	Complete Air Express <color=#ff4dc0>2</color> times.	離島空便を<color=#ff4dc0>2</color>回完了する	항공 운송 <color=#ff4dc0>2</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>2</color>​ ครั้ง​
198	0	1405	0	6	9000074	500	518		8	1	离岛空运<color=#ff4dc0>6</color>次	離島空運<color=#ff4dc0>6</color>次	Complete Air Express <color=#ff4dc0>6</color> times.	離島空便を<color=#ff4dc0>6</color>回完了する	항공 운송 <color=#ff4dc0>6</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>6</color>​ ครั้ง​
199	0	1405	0	10	9000074	600	518		8	1	离岛空运<color=#ff4dc0>10</color>次	離島空運<color=#ff4dc0>10</color>次	Complete Air Express <color=#ff4dc0>10</color> times.	離島空便を<color=#ff4dc0>10</color>回完了する	항공 운송 <color=#ff4dc0>10</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>10</color>​ ครั้ง​
200	0	1405	0	15	9000074	800	518		8	1	离岛空运<color=#ff4dc0>15</color>次	離島空運<color=#ff4dc0>15</color>次	Complete Air Express <color=#ff4dc0>15</color> times.	離島空便を<color=#ff4dc0>15</color>回完了する	항공 운송 <color=#ff4dc0>15</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>15</color>​ ครั้ง​
201	0	601	1	10	9000074	400	601		8	1	累计召唤<color=#ff4dc0>10</color>次	累計召喚<color=#ff4dc0>10</color>次	Make <color=#ff4dc0>10</color> summons in total.	召喚を<color=#ff4dc0>10</color>回行う	소환 누적 <color=#ff4dc0>10</color>회	รับสมัครสะสม <color=#ff4dc0>10</color> ครั้ง
202	0	601	1	20	9000074	500	601		8	1	累计召唤<color=#ff4dc0>20</color>次	累計召喚<color=#ff4dc0>20</color>次	Make <color=#ff4dc0>20</color> summons in total.	召喚を<color=#ff4dc0>20</color>回行う	소환 누적 <color=#ff4dc0>20</color>회	รับสมัครสะสม <color=#ff4dc0>20</color> ครั้ง
203	0	601	1	30	9000074	600	601		8	1	累计召唤<color=#ff4dc0>30</color>次	累計召喚<color=#ff4dc0>30</color>次	Make <color=#ff4dc0>30</color> summons in total.	召喚を<color=#ff4dc0>30</color>回行う	소환 누적 <color=#ff4dc0>30</color>회	รับสมัครสะสม <color=#ff4dc0>30</color> ครั้ง
204	0	601	1	50	9000074	800	601		8	1	累计召唤<color=#ff4dc0>50</color>次	累計召喚<color=#ff4dc0>50</color>次	Make <color=#ff4dc0>50</color> summons in total.	召喚を<color=#ff4dc0>50</color>回行う	소환 누적 <color=#ff4dc0>50</color>회	รับสมัคร <color=#ff4dc0>50</color> ครั้ง
205	0	1403	0	10	9000074	400	517		8	1	完成<color=#ff4dc0>10</color>次外卖	完成<color=#ff4dc0>10</color>次外賣	Complete <color=#ff4dc0>10</color> delivery orders.	出前を<color=#ff4dc0>10</color>回完了する	배달 주문 누적 <color=#ff4dc0>10</color>건 완료	สำเร็จ​การ​ส่ง​อาหาร​ 10​ ครั้ง​
206	0	1403	0	30	9000074	500	517		8	1	完成<color=#ff4dc0>30</color>次外卖	完成<color=#ff4dc0>30</color>次外賣	Complete <color=#ff4dc0>30</color> delivery orders.	出前を<color=#ff4dc0>30</color>回完了する	배달 주문 누적 <color=#ff4dc0>30</color>건 완료	สำเร็จ​การ​ส่ง​อาหาร​ 30​ ครั้ง​
207	0	1403	0	60	9000074	600	517		8	1	完成<color=#ff4dc0>60</color>次外卖	完成<color=#ff4dc0>60</color>次外賣	Complete <color=#ff4dc0>60</color> delivery orders.	出前を<color=#ff4dc0>60</color>回完了する	배달 주문 누적 <color=#ff4dc0>60</color>건 완료	สำเร็จ​การ​ส่ง​อาหาร​ 60​ ครั้ง​
208	0	1403	0	120	9000074	800	517		8	1	完成<color=#ff4dc0>120</color>次外卖	完成<color=#ff4dc0>120</color>次外賣	Complete <color=#ff4dc0>120</color> delivery orders.	出前を<color=#ff4dc0>120</color>回完了する	배달 주문 누적 <color=#ff4dc0>120</color>건 완료	สำเร็จ​การ​ส่ง​อาหาร​ 120​ ครั้ง​
209	0	5	5	5	9000074	400	233		8	1	获取任意<color=#ff4dc0>5</color>件橙色装备	獲取任意<color=#ff4dc0>5</color>件橙色裝備	Get <color=#ff4dc0>5</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>5</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>5</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>5</color> ชิ้น
210	0	5	5	10	9000074	500	233		8	1	获取任意<color=#ff4dc0>10</color>件橙色装备	獲取任意<color=#ff4dc0>10</color>件橙色裝備	Get <color=#ff4dc0>10</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>10</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>10</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>10</color> ชิ้น
211	0	5	5	20	9000074	600	233		8	1	获取任意<color=#ff4dc0>20</color>件橙色装备	獲取任意<color=#ff4dc0>20</color>件橙色裝備	Get <color=#ff4dc0>20</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>20</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>20</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>20</color> ชิ้น
212	0	5	5	30	9000074	800	233		8	1	获取任意<color=#ff4dc0>30</color>件橙色装备	獲取任意<color=#ff4dc0>30</color>件橙色裝備	Get <color=#ff4dc0>30</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>30</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>30</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>30</color> ชิ้น
213	0	1103	0	2	9000074	400	236		8	1	参与协力战<color=#ff4dc0>2</color>次	參與協力戰<color=#ff4dc0>2</color>次	Complete the Invasion <color=#ff4dc0>2</color> times.	協同作戦に<color=#ff4dc0>2</color>回参加する	협력전 <color=#ff4dc0>2</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>2</color>​ ครั้ง​
214	0	1103	0	6	9000074	500	236		8	1	参与协力战<color=#ff4dc0>6</color>次	參與協力戰<color=#ff4dc0>6</color>次	Complete the Invasion <color=#ff4dc0>6</color> times.	協同作戦に<color=#ff4dc0>6</color>回参加する	협력전 <color=#ff4dc0>6</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>6</color>​ ครั้ง​
215	0	1103	0	12	9000074	600	236		8	1	参与协力战<color=#ff4dc0>12</color>次	參與協力戰<color=#ff4dc0>12</color>次	Complete the Invasion <color=#ff4dc0>12</color> times.	協同作戦に<color=#ff4dc0>12</color>回参加する	협력전 <color=#ff4dc0>12</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>12</color>​ ครั้ง​
216	0	1103	0	18	9000074	800	236		8	1	参与协力战<color=#ff4dc0>18</color>次	參與協力戰<color=#ff4dc0>18</color>次	Complete the Invasion <color=#ff4dc0>18</color> times.	協同作戦に<color=#ff4dc0>18</color>回参加する	협력전 <color=#ff4dc0>18</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>18</color>​ ครั้ง​
217	0	1602	0	5	9000074	400	522		8	1	累计抽取猫球<color=#ff4dc0>5</color>次	累計抽取貓球<color=#ff4dc0>5</color>次	Summon Catos <color=#ff4dc0>5</color> times in total.	ガトガチャを<color=#ff4dc0>5</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>5</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>5</color>​ ครั้ง​
218	0	1602	0	10	9000074	500	522		8	1	累计抽取猫球<color=#ff4dc0>10</color>次	累計抽取貓球<color=#ff4dc0>10</color>次	Summon Catos <color=#ff4dc0>10</color> times in total.	ガトガチャを<color=#ff4dc0>10</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>10</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>10</color>​ ครั้ง​
219	0	1602	0	20	9000074	600	522		8	1	累计抽取猫球<color=#ff4dc0>20</color>次	累計抽取貓球<color=#ff4dc0>20</color>次	Summon Catos <color=#ff4dc0>20</color> times in total.	ガトガチャを<color=#ff4dc0>20</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>20</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>20</color>​ ครั้ง​
220	0	1602	0	35	9000074	800	522		8	1	累计抽取猫球<color=#ff4dc0>35</color>次	累計抽取貓球<color=#ff4dc0>35</color>次	Summon Catos <color=#ff4dc0>35</color> times in total.	ガトガチャを<color=#ff4dc0>35</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>35</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>35</color>​ ครั้ง​
221	0	1703	0	30	9000074	400	701		8	1	洗练任意装备<color=#ff4dc0>30</color>次	洗練任意裝備<color=#ff4dc0>30</color>次	Refine any equipment <color=#ff4dc0>30</color> times.	任意の装備を<color=#ff4dc0>30</color>回洗練する	임의의 장비 <color=#ff4dc0>30회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>30</color>​ ครั้ง​
222	0	1703	0	60	9000074	500	701		8	1	洗练任意装备<color=#ff4dc0>60</color>次	洗練任意裝備<color=#ff4dc0>60</color>次	Refine any equipment <color=#ff4dc0>60</color> times.	任意の装備を<color=#ff4dc0>60</color>回洗練する	임의의 장비 <color=#ff4dc0>60회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>60</color>​ ครั้ง​
223	0	1703	0	100	9000074	600	701		8	1	洗练任意装备<color=#ff4dc0>100</color>次	洗練任意裝備<color=#ff4dc0>100</color>次	Refine any equipment <color=#ff4dc0>100</color> times.	任意の装備を<color=#ff4dc0>100</color>回洗練する	임의의 장비 <color=#ff4dc0>100회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>100</color>​ ครั้ง​
224	0	1703	0	140	9000074	800	701		8	1	洗练任意装备<color=#ff4dc0>140</color>次	洗練任意裝備<color=#ff4dc0>140</color>次	Refine any equipment <color=#ff4dc0>140</color> times.	任意の装備を<color=#ff4dc0>140</color>回洗練する	임의의 장비 <color=#ff4dc0>140회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>140</color>​ ครั้ง​
225	0	1405	0	2	9000087	400	518		9	1	离岛空运<color=#ff4dc0>2</color>次	離島空運<color=#ff4dc0>2</color>次	Complete Air Express <color=#ff4dc0>2</color> times.	離島空便を<color=#ff4dc0>2</color>回完了する	항공 운송 <color=#ff4dc0>2</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>2</color>​ ครั้ง​
226	0	1405	0	6	9000087	500	518		9	1	离岛空运<color=#ff4dc0>6</color>次	離島空運<color=#ff4dc0>6</color>次	Complete Air Express <color=#ff4dc0>6</color> times.	離島空便を<color=#ff4dc0>6</color>回完了する	항공 운송 <color=#ff4dc0>6</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>6</color>​ ครั้ง​
227	0	1405	0	10	9000087	600	518		9	1	离岛空运<color=#ff4dc0>10</color>次	離島空運<color=#ff4dc0>10</color>次	Complete Air Express <color=#ff4dc0>10</color> times.	離島空便を<color=#ff4dc0>10</color>回完了する	항공 운송 <color=#ff4dc0>10</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>10</color>​ ครั้ง​
228	0	1405	0	15	9000087	800	518		9	1	离岛空运<color=#ff4dc0>15</color>次	離島空運<color=#ff4dc0>15</color>次	Complete Air Express <color=#ff4dc0>15</color> times.	離島空便を<color=#ff4dc0>15</color>回完了する	항공 운송 <color=#ff4dc0>15</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>15</color>​ ครั้ง​
229	0	601	1	10	9000087	400	601		9	1	累计召唤<color=#ff4dc0>10</color>次	累計召喚<color=#ff4dc0>10</color>次	Make <color=#ff4dc0>10</color> summons in total.	召喚を<color=#ff4dc0>10</color>回行う	소환 누적 <color=#ff4dc0>10</color>회	รับสมัครสะสม <color=#ff4dc0>10</color> ครั้ง
230	0	601	1	20	9000087	500	601		9	1	累计召唤<color=#ff4dc0>20</color>次	累計召喚<color=#ff4dc0>20</color>次	Make <color=#ff4dc0>20</color> summons in total.	召喚を<color=#ff4dc0>20</color>回行う	소환 누적 <color=#ff4dc0>20</color>회	รับสมัครสะสม <color=#ff4dc0>20</color> ครั้ง
231	0	601	1	30	9000087	600	601		9	1	累计召唤<color=#ff4dc0>30</color>次	累計召喚<color=#ff4dc0>30</color>次	Make <color=#ff4dc0>30</color> summons in total.	召喚を<color=#ff4dc0>30</color>回行う	소환 누적 <color=#ff4dc0>30</color>회	รับสมัครสะสม <color=#ff4dc0>30</color> ครั้ง
232	0	601	1	50	9000087	800	601		9	1	累计召唤<color=#ff4dc0>50</color>次	累計召喚<color=#ff4dc0>50</color>次	Make <color=#ff4dc0>50</color> summons in total.	召喚を<color=#ff4dc0>50</color>回行う	소환 누적 <color=#ff4dc0>50</color>회	รับสมัคร <color=#ff4dc0>50</color> ครั้ง
233	0	1205	3	1	9000087	400	701		9	1	将任意<color=#ff4dc0>1</color>个战斗员突破2次(从0次突破开始才会计数)	將任意<color=#ff4dc0>1</color>個戰鬥員突破2次(從0次突破開始才會計數)	Ascend <color=#ff4dc0>1</color> Combatant 2 times. (Only counts if starting from zero.)	任意の戦闘員<color=#ff4dc0>1</color>名を2回突破する（0回突破からカウント)	임의의 <color=#ff4dc0>1</color>명 전투원 2회 돌파 (0회 돌파부터 누적 집계됨)	ปลดลิมิตตัวละครใดก็ได้ <color=#ff4dc0>1</color> ตัว จำนวน 2 ครั้ง (จะนับเมื่อเริ่มปลดจาก 0 )
234	0	1205	7	1	9000087	500	701		9	1	将任意<color=#ff4dc0>1</color>个战斗员突破6次(从0次突破开始才会计数)	將任意<color=#ff4dc0>1</color>個戰鬥員突破6次(從0次突破開始才會計數)	Ascend <color=#ff4dc0>1</color> Combatant 6 times. (Only counts if starting from zero.)	任意の戦闘員<color=#ff4dc0>1</color>名を6回突破する（0回突破からカウント)	임의의 <color=#ff4dc0>1</color>명 전투원 6회 돌파 (0회 돌파부터 누적 집계됨)	ปลดลิมิตตัวละครใดก็ได้ <color=#ff4dc0>1</color> ตัว จำนวน 6 ครั้ง (จะนับเมื่อเริ่มปลดจาก 0 )
