"PickUpPackage_Char_101_S01_B_3_Group_05","PickUpPackage_Char_101_S01_B_3_Group","Item_Material_SkillLvUp_AttributeBlue_03","15"
"PickUpPackage_Char_101_S01_B_3_Group_06","PickUpPackage_Char_101_S01_B_3_Group","Item_Material_SkillLvUp_ClassKnight_03","30"
"PickUpPackage_Char_115_S01_B_1_Group_01","PickUpPackage_Char_115_S01_B_1_Group","Point_Gold","100000"
"PickUpPackage_Char_115_S01_B_1_Group_02","PickUpPackage_Char_115_S01_B_1_Group","Item_Material_HeroExp_01","40"
"PickUpPackage_Char_115_S01_B_1_Group_03","PickUpPackage_Char_115_S01_B_1_Group","Item_Material_EquipExp_01","40"
"PickUpPackage_Char_115_S01_B_1_Group_04","PickUpPackage_Char_115_S01_B_1_Group","Item_Material_SkillLvUp_AttributeBlue_01","5"
"PickUpPackage_Char_115_S01_B_1_Group_05","PickUpPackage_Char_115_S01_B_1_Group","Item_Material_SkillLvUp_ClassMage_01","20"
"PickUpPackage_Char_115_S01_B_2_Group_01","PickUpPackage_Char_115_S01_B_2_Group","Point_Gold","500000"
"PickUpPackage_Char_115_S01_B_2_Group_02","PickUpPackage_Char_115_S01_B_2_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_115_S01_B_2_Group_03","PickUpPackage_Char_115_S01_B_2_Group","Item_Material_EquipExp_02","30"
"PickUpPackage_Char_115_S01_B_2_Group_04","PickUpPackage_Char_115_S01_B_2_Group","Item_Material_SkillLvUp_AttributeBlue_02","15"
"PickUpPackage_Char_115_S01_B_2_Group_05","PickUpPackage_Char_115_S01_B_2_Group","Item_Material_SkillLvUp_ClassMage_02","30"
"PickUpPackage_Char_115_S01_B_3_Group_01","PickUpPackage_Char_115_S01_B_3_Group","Point_Gold","1000000"
"PickUpPackage_Char_115_S01_B_3_Group_02","PickUpPackage_Char_115_S01_B_3_Group","Item_Material_HeroExp_03","20"
"PickUpPackage_Char_115_S01_B_3_Group_03","PickUpPackage_Char_115_S01_B_3_Group","Item_Material_EquipExp_03","20"
"PickUpPackage_Char_115_S01_B_3_Group_04","PickUpPackage_Char_115_S01_B_3_Group","Item_Material_SkillLvUp_AttributeBlue_03","15"
"PickUpPackage_Char_115_S01_B_3_Group_05","PickUpPackage_Char_115_S01_B_3_Group","Item_Material_SkillLvUp_ClassMage_03","30"
"SweetHolidayPackage_Group_01","SweetHolidayPackage_Group","Item_Ticket_TenRoll_GachaTicket","1"
"SweetHolidayPackage_Group_02","SweetHolidayPackage_Group","Item_Ticket_GachaTicket","1"
"SweetHolidayPackage_Group_03","SweetHolidayPackage_Group","Item_UsableRandomBox_Gift_Normal","1"
"SweetHolidayPackage_Group_04","SweetHolidayPackage_Group","Item_UsableRandomBox_Gift_Luxury","1"
"PickUpPackage_Char_010_S01_B_1_Group_01","PickUpPackage_Char_010_S01_B_1_Group","Item_Ticket_GachaTicket","2"
"PickUpPackage_Char_010_S01_B_1_Group_02","PickUpPackage_Char_010_S01_B_1_Group","Point_Gold","100000"
"PickUpPackage_Char_010_S01_B_1_Group_03","PickUpPackage_Char_010_S01_B_1_Group","Item_Material_HeroExp_01","40"
"PickUpPackage_Char_010_S01_B_1_Group_04","PickUpPackage_Char_010_S01_B_1_Group","Item_Material_HeroExp_02","20"
"PickUpPackage_Char_010_S01_B_1_Group_05","PickUpPackage_Char_010_S01_B_1_Group","Item_Material_SkillLvUp_AttributeBlue_01","5"
"PickUpPackage_Char_010_S01_B_1_Group_06","PickUpPackage_Char_010_S01_B_1_Group","Item_Material_SkillLvUp_ClassCleric_01","20"
"PickUpPackage_Char_010_S01_B_2_Group_01","PickUpPackage_Char_010_S01_B_2_Group","Item_Ticket_TenRoll_GachaTicket","1"
"PickUpPackage_Char_010_S01_B_2_Group_02","PickUpPackage_Char_010_S01_B_2_Group","Point_Gold","500000"
"PickUpPackage_Char_010_S01_B_2_Group_03","PickUpPackage_Char_010_S01_B_2_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_010_S01_B_2_Group_04","PickUpPackage_Char_010_S01_B_2_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_010_S01_B_2_Group_05","PickUpPackage_Char_010_S01_B_2_Group","Item_Material_SkillLvUp_AttributeBlue_02","15"
"PickUpPackage_Char_010_S01_B_2_Group_06","PickUpPackage_Char_010_S01_B_2_Group","Item_Material_SkillLvUp_ClassCleric_02","30"
"PickUpPackage_Char_010_S01_B_3_Group_01","PickUpPackage_Char_010_S01_B_3_Group","Item_Ticket_TenRoll_GachaTicket","2"
"PickUpPackage_Char_010_S01_B_3_Group_02","PickUpPackage_Char_010_S01_B_3_Group","Point_Gold","1000000"
"PickUpPackage_Char_010_S01_B_3_Group_03","PickUpPackage_Char_010_S01_B_3_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_010_S01_B_3_Group_04","PickUpPackage_Char_010_S01_B_3_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_010_S01_B_3_Group_05","PickUpPackage_Char_010_S01_B_3_Group","Item_Material_SkillLvUp_AttributeBlue_03","15"
"PickUpPackage_Char_010_S01_B_3_Group_06","PickUpPackage_Char_010_S01_B_3_Group","Item_Material_SkillLvUp_ClassCleric_03","30"
"PickUpPackage_Char_039_S01_G_1_Group_01","PickUpPackage_Char_039_S01_G_1_Group","Item_Ticket_GachaTicket","2"
"PickUpPackage_Char_039_S01_G_1_Group_02","PickUpPackage_Char_039_S01_G_1_Group","Point_Gold","100000"
"PickUpPackage_Char_039_S01_G_1_Group_03","PickUpPackage_Char_039_S01_G_1_Group","Item_Material_HeroExp_01","40"
"PickUpPackage_Char_039_S01_G_1_Group_04","PickUpPackage_Char_039_S01_G_1_Group","Item_Material_HeroExp_02","20"
"PickUpPackage_Char_039_S01_G_1_Group_05","PickUpPackage_Char_039_S01_G_1_Group","Item_Material_SkillLvUp_AttributeGreen_01","5"
"PickUpPackage_Char_039_S01_G_1_Group_06","PickUpPackage_Char_039_S01_G_1_Group","Item_Material_SkillLvUp_ClassMage_01","20"
"PickUpPackage_Char_039_S01_G_2_Group_01","PickUpPackage_Char_039_S01_G_2_Group","Item_Ticket_TenRoll_GachaTicket","1"
"PickUpPackage_Char_039_S01_G_2_Group_02","PickUpPackage_Char_039_S01_G_2_Group","Point_Gold","500000"
"PickUpPackage_Char_039_S01_G_2_Group_03","PickUpPackage_Char_039_S01_G_2_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_039_S01_G_2_Group_04","PickUpPackage_Char_039_S01_G_2_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_039_S01_G_2_Group_05","PickUpPackage_Char_039_S01_G_2_Group","Item_Material_SkillLvUp_AttributeGreen_02","15"
"PickUpPackage_Char_039_S01_G_2_Group_06","PickUpPackage_Char_039_S01_G_2_Group","Item_Material_SkillLvUp_ClassMage_02","30"
"PickUpPackage_Char_039_S01_G_3_Group_01","PickUpPackage_Char_039_S01_G_3_Group","Item_Ticket_TenRoll_GachaTicket","2"
"PickUpPackage_Char_039_S01_G_3_Group_02","PickUpPackage_Char_039_S01_G_3_Group","Point_Gold","1000000"
"PickUpPackage_Char_039_S01_G_3_Group_03","PickUpPackage_Char_039_S01_G_3_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_039_S01_G_3_Group_04","PickUpPackage_Char_039_S01_G_3_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_039_S01_G_3_Group_05","PickUpPackage_Char_039_S01_G_3_Group","Item_Material_SkillLvUp_AttributeGreen_03","15"
"PickUpPackage_Char_039_S01_G_3_Group_06","PickUpPackage_Char_039_S01_G_3_Group","Item_Material_SkillLvUp_ClassMage_03","30"
"SecretSafe_HotSpring_1_Group_01","SecretSafe_HotSpring_1_Group","Item_Ticket_GachaTicket","1"
"SecretSafe_HotSpring_1_Group_02","SecretSafe_HotSpring_2_Group","Item_Ticket_GachaTicket","1"
"SecretSafe_HotSpring_1_Group_03","SecretSafe_HotSpring_3_Group","Item_Ticket_TenRoll_GachaTicket","1"
"BattlePassSpecial_2025_Halloween_Group_01","BattlePassSpecial_2025_Halloween_Group","Item_Material_HeroExp_02","100"
"BattlePassSpecial_2025_Halloween_Group_02","BattlePassSpecial_2025_Halloween_Group","Item_Material_EquipExp_01","100"
"BattlePassSpecial_2025_Halloween_Group_03","BattlePassSpecial_2025_Halloween_Group","Point_Gold","500000"
"ThreeGradeFixSummonPackage_2_Group_01","ThreeGradeFixSummonPackage_2_Group","Item_GachaTicket_3GradeFix_TenRoll_2","1"
"BattlePassSpecial_2025_Basic_Group_01","BattlePassSpecial_2025_Basic_Group","Item_Material_HeroExp_02","100"
"BattlePassSpecial_2025_Basic_Group_02","BattlePassSpecial_2025_Basic_Group","Item_Material_EquipExp_01","100"
"BattlePassSpecial_2025_Basic_Group_03","BattlePassSpecial_2025_Basic_Group","Point_Gold","500000"
"BattlePassSpecial_2025_Xmas_Group_01","BattlePassSpecial_2025_Xmas_Group","Item_Material_HeroExp_02","100"
"BattlePassSpecial_2025_Xmas_Group_02","BattlePassSpecial_2025_Xmas_Group","Item_Material_EquipExp_01","100"
"BattlePassSpecial_2025_Xmas_Group_03","BattlePassSpecial_2025_Xmas_Group","Point_Gold","500000"
"PickUpPackage_Char_116_S01_R_1_Group_01","PickUpPackage_Char_116_S01_R_1_Group","Item_Ticket_GachaTicket","2"
"PickUpPackage_Char_116_S01_R_1_Group_02","PickUpPackage_Char_116_S01_R_1_Group","Point_Gold","100000"
"PickUpPackage_Char_116_S01_R_1_Group_03","PickUpPackage_Char_116_S01_R_1_Group","Item_Material_HeroExp_01","40"
"PickUpPackage_Char_116_S01_R_1_Group_04","PickUpPackage_Char_116_S01_R_1_Group","Item_Material_HeroExp_02","20"
"PickUpPackage_Char_116_S01_R_1_Group_05","PickUpPackage_Char_116_S01_R_1_Group","Item_Material_SkillLvUp_AttributeRed_01","5"
"PickUpPackage_Char_116_S01_R_1_Group_06","PickUpPackage_Char_116_S01_R_1_Group","Item_Material_SkillLvUp_ClassGuardian_01","20"
"PickUpPackage_Char_116_S01_R_2_Group_01","PickUpPackage_Char_116_S01_R_2_Group","Item_Ticket_TenRoll_GachaTicket","1"
"PickUpPackage_Char_116_S01_R_2_Group_02","PickUpPackage_Char_116_S01_R_2_Group","Point_Gold","500000"
"PickUpPackage_Char_116_S01_R_2_Group_03","PickUpPackage_Char_116_S01_R_2_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_116_S01_R_2_Group_04","PickUpPackage_Char_116_S01_R_2_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_116_S01_R_2_Group_05","PickUpPackage_Char_116_S01_R_2_Group","Item_Material_SkillLvUp_AttributeRed_02","15"
"PickUpPackage_Char_116_S01_R_2_Group_06","PickUpPackage_Char_116_S01_R_2_Group","Item_Material_SkillLvUp_ClassGuardian_02","30"
"PickUpPackage_Char_116_S01_R_3_Group_01","PickUpPackage_Char_116_S01_R_3_Group","Item_Ticket_TenRoll_GachaTicket","2"
"PickUpPackage_Char_116_S01_R_3_Group_02","PickUpPackage_Char_116_S01_R_3_Group","Point_Gold","1000000"
"PickUpPackage_Char_116_S01_R_3_Group_03","PickUpPackage_Char_116_S01_R_3_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_116_S01_R_3_Group_04","PickUpPackage_Char_116_S01_R_3_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_116_S01_R_3_Group_05","PickUpPackage_Char_116_S01_R_3_Group","Item_Material_SkillLvUp_AttributeRed_03","15"
"PickUpPackage_Char_116_S01_R_3_Group_06","PickUpPackage_Char_116_S01_R_3_Group","Item_Material_SkillLvUp_ClassGuardian_03","30"
"PickUpPackage_Char_072_S01_R_1_Group_01","PickUpPackage_Char_072_S01_R_1_Group","Item_Ticket_GachaTicket","2"
"PickUpPackage_Char_072_S01_R_1_Group_02","PickUpPackage_Char_072_S01_R_1_Group","Point_Gold","100000"
"PickUpPackage_Char_072_S01_R_1_Group_03","PickUpPackage_Char_072_S01_R_1_Group","Item_Material_HeroExp_01","40"
"PickUpPackage_Char_072_S01_R_1_Group_04","PickUpPackage_Char_072_S01_R_1_Group","Item_Material_HeroExp_02","20"
"PickUpPackage_Char_072_S01_R_1_Group_05","PickUpPackage_Char_072_S01_R_1_Group","Item_Material_SkillLvUp_AttributeRed_01","5"
"PickUpPackage_Char_072_S01_R_1_Group_06","PickUpPackage_Char_072_S01_R_1_Group","Item_Material_SkillLvUp_ClassShooter_01","20"
"PickUpPackage_Char_072_S01_R_2_Group_01","PickUpPackage_Char_072_S01_R_2_Group","Item_Ticket_TenRoll_GachaTicket","1"
"PickUpPackage_Char_072_S01_R_2_Group_02","PickUpPackage_Char_072_S01_R_2_Group","Point_Gold","500000"
"PickUpPackage_Char_072_S01_R_2_Group_03","PickUpPackage_Char_072_S01_R_2_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_072_S01_R_2_Group_04","PickUpPackage_Char_072_S01_R_2_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_072_S01_R_2_Group_05","PickUpPackage_Char_072_S01_R_2_Group","Item_Material_SkillLvUp_AttributeRed_02","15"
"PickUpPackage_Char_072_S01_R_2_Group_06","PickUpPackage_Char_072_S01_R_2_Group","Item_Material_SkillLvUp_ClassShooter_02","30"
"PickUpPackage_Char_072_S01_R_3_Group_01","PickUpPackage_Char_072_S01_R_3_Group","Item_Ticket_TenRoll_GachaTicket","2"
"PickUpPackage_Char_072_S01_R_3_Group_02","PickUpPackage_Char_072_S01_R_3_Group","Point_Gold","1000000"
"PickUpPackage_Char_072_S01_R_3_Group_03","PickUpPackage_Char_072_S01_R_3_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_072_S01_R_3_Group_04","PickUpPackage_Char_072_S01_R_3_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_072_S01_R_3_Group_05","PickUpPackage_Char_072_S01_R_3_Group","Item_Material_SkillLvUp_AttributeRed_03","15"
"PickUpPackage_Char_072_S01_R_3_Group_06","PickUpPackage_Char_072_S01_R_3_Group","Item_Material_SkillLvUp_ClassShooter_03","30"
"EquipSetPackage_05_Group_01","EquipSetPackage_05_Group","Point_AP","500"
"EquipSetPackage_05_Group_02","EquipSetPackage_05_Group","Item_SelectBox_WeekEquipPackage5","150"
"EquipSetPackage_05_Group_03","EquipSetPackage_05_Group","Item_Material_EquipExp_04","30"
"PracticeBookPackage_01_Group_01","PracticeBookPackage_01_Group","Item_Ticket_TenRoll_GachaTicket","2"
"PracticeBookPackage_01_Group_02","PracticeBookPackage_01_Group","Item_Material_HeroExp_03","10"
"PracticeBookPackage_01_Group_03","PracticeBookPackage_01_Group","Item_SelectBox_Attribute_03","15"
"PracticeBookPackage_01_Group_04","PracticeBookPackage_01_Group","Item_SelectBox_SkillLvUp_Class_03","15"
"PracticeBookPackage_02_Group_01","PracticeBookPackage_02_Group","Item_Ticket_TenRoll_GachaTicket","3"
"PracticeBookPackage_02_Group_02","PracticeBookPackage_02_Group","Item_Material_HeroExp_04","10"
"PracticeBookPackage_02_Group_03","PracticeBookPackage_02_Group","Item_SelectBox_Attribute_04","15"
"PracticeBookPackage_02_Group_04","PracticeBookPackage_02_Group","Item_SelectBox_SkillLvUp_Class_04","15"
"ReaderLvEpansionPackage_01_Group_01","ReaderLvEpansionPackage_01_Group","Point_AP","900"
"ReaderLvEpansionPackage_01_Group_02","ReaderLvEpansionPackage_01_Group","Point_Gold","1500000"
"ReaderLvEpansionPackage_01_Group_03","ReaderLvEpansionPackage_01_Group","Item_Material_HeroExp_03","35"
"ReaderLvEpansionPackage_01_Group_04","ReaderLvEpansionPackage_01_Group","Item_Material_HeroExp_04","20"
"ReaderLvEpansionPackage_01_Group_05","ReaderLvEpansionPackage_01_Group","Item_Material_HeroExp_05","15"
"ZephyrusPackage_1_Group_01","ZephyrusPackage_1_Group","Item_Material_SkillLvUp_AttributeGreen_01","30"
"ZephyrusPackage_1_Group_02","ZephyrusPackage_1_Group","Item_Material_SkillLvUp_AttributeGreen_02","30"
"ZephyrusPackage_1_Group_03","ZephyrusPackage_1_Group","Item_Material_SkillLvUp_AttributeGreen_03","5"
"ZephyrusPackage_1_Group_04","ZephyrusPackage_1_Group","Item_SelectBox_SkillLvUp_Class_01","60"
"ZephyrusPackage_1_Group_05","ZephyrusPackage_1_Group","Item_SelectBox_SkillLvUp_Class_02","30"
"ZephyrusPackage_2_Group_01","ZephyrusPackage_2_Group","Item_Material_SkillLvUp_AttributeGreen_03","25"
"ZephyrusPackage_2_Group_02","ZephyrusPackage_2_Group","Item_Material_SkillLvUp_AttributeGreen_04","15"
"ZephyrusPackage_2_Group_03","ZephyrusPackage_2_Group","Item_SelectBox_SkillLvUp_Class_02","30"
"ZephyrusPackage_2_Group_04","ZephyrusPackage_2_Group","Item_SelectBox_SkillLvUp_Class_03","60"
"ZephyrusPackage_2_Group_05","ZephyrusPackage_2_Group","Item_SelectBox_SkillLvUp_Class_04","30"
"WeekHeroExpPackage3_Group_01","WeekHeroExpPackage3_Group","Point_Gold","200000"
"WeekHeroExpPackage3_Group_02","WeekHeroExpPackage3_Group","Item_Material_HeroExp_01","80"
"WeekHeroExpPackage3_Group_03","WeekHeroExpPackage3_Group","Item_Material_HeroExp_02","40"
"WeekHeroExpPackage3_Group_04","WeekHeroExpPackage3_Group","Item_Material_HeroExp_03","10"
"WeekHeroExpPackage3_Group_05","WeekHeroExpPackage3_Group","Item_Material_HeroExp_04","5"
"WeekHeroExpPackage4_Group_01","WeekHeroExpPackage4_Group","Point_Gold","1000000"
"WeekHeroExpPackage4_Group_02","WeekHeroExpPackage4_Group","Item_Material_HeroExp_01","150"
"WeekHeroExpPackage4_Group_03","WeekHeroExpPackage4_Group","Item_Material_HeroExp_02","80"
"WeekHeroExpPackage4_Group_04","WeekHeroExpPackage4_Group","Item_Material_HeroExp_03","40"
"WeekHeroExpPackage4_Group_05","WeekHeroExpPackage4_Group","Item_Material_HeroExp_04","10"
"WeekHeroExpPackage4_Group_07","WeekHeroExpPackage4_Group","Item_Material_HeroExp_05","5"
"WeekEquipPackage6_Group_01","WeekEquipPackage6_Group","Point_Gold","300000"
"WeekEquipPackage6_Group_02","WeekEquipPackage6_Group","Item_SelectBox_WeekEquipPackage1","60"
"WeekEquipPackage6_Group_03","WeekEquipPackage6_Group","Item_Material_EquipExp_01","60"
"WeekEquipPackage6_Group_04","WeekEquipPackage6_Group","Item_Material_EquipExp_02","40"
"WeekEquipPackage7_Group_01","WeekEquipPackage7_Group","Point_Gold","600000"
"WeekEquipPackage7_Group_02","WeekEquipPackage7_Group","Item_SelectBox_WeekEquipPackage2","100"
"WeekEquipPackage7_Group_03","WeekEquipPackage7_Group","Item_Material_EquipExp_02","40"
"WeekEquipPackage7_Group_04","WeekEquipPackage7_Group","Item_Material_EquipExp_03","20"
"WeekEquipPackage8_Group_01","WeekEquipPackage8_Group","Point_Gold","600000"
"WeekEquipPackage8_Group_02","WeekEquipPackage8_Group","Item_SelectBox_WeekEquipPackage3","100"
"WeekEquipPackage8_Group_03","WeekEquipPackage8_Group","Item_Material_EquipExp_02","40"
"WeekEquipPackage8_Group_04","WeekEquipPackage8_Group","Item_Material_EquipExp_03","20"
"WeekEquipPackage9_Group_01","WeekEquipPackage9_Group","Point_Gold","600000"
"WeekEquipPackage9_Group_02","WeekEquipPackage9_Group","Item_SelectBox_WeekEquipPackage4","100"
"WeekEquipPackage9_Group_03","WeekEquipPackage9_Group","Item_Material_EquipExp_02","40"
"WeekEquipPackage9_Group_04","WeekEquipPackage9_Group","Item_Material_EquipExp_03","20"
"WeekEquipPackage10_Group_01","WeekEquipPackage10_Group","Point_Gold","600000"
"WeekEquipPackage10_Group_02","WeekEquipPackage10_Group","Item_SelectBox_WeekEquipPackage5","100"
"WeekEquipPackage10_Group_03","WeekEquipPackage10_Group","Item_Material_EquipExp_02","40"
"WeekEquipPackage10_Group_04","WeekEquipPackage10_Group","Item_Material_EquipExp_03","20"
