taskAchId	reputationType	taskIcon	Numtype	taskContentType	taskContentId	taskContenNum	taskGroup	successorTasks	point	rewardId	rewardNum	openType	status	taskTitle	taskTitle_zh_TW	taskTitle_en_UK	taskTitle_ja_JP	taskTitle_ko_KR	taskTitle_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
3090201	3	104:task_overview_img_daily	30902	1504	3	5	30902	3090202	10	3000002;3000003	10;6000	0	1	料理制作超大成功5次	料理製作超大成功5次	Achieve Ultra Success in cooking 5 times.	大成功した料理を5回製作する	요리 제작 대성공 5회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 5​ ครั้ง​	料理制作超大成功5次	料理製作超大成功5次	Achieve Ultra Success in cooking 5 times.	大成功した料理を5回製作する	요리 제작 대성공 5회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 5​ ครั้ง​
3090202	3	104:task_overview_img_daily	30902	1504	3	10	30902	3090203	10	3000002;3000003	10;12000	0	1	料理制作超大成功10次	料理製作超大成功10次	Achieve Ultra Success in cooking 10 times.	大成功した料理を10回製作する	요리 제작 대성공 10회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 10​ ครั้ง​	料理制作超大成功10次	料理製作超大成功10次	Achieve Ultra Success in cooking 10 times.	大成功した料理を10回製作する	요리 제작 대성공 10회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 10​ ครั้ง​
3090203	3	104:task_overview_img_daily	30902	1504	3	15	30902	3090204	10	3000002;3000003	10;18000	0	1	料理制作超大成功15次	料理製作超大成功15次	Achieve Ultra Success in cooking 15 times.	大成功した料理を15回製作する	요리 제작 대성공 15회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 15​ ครั้ง​	料理制作超大成功15次	料理製作超大成功15次	Achieve Ultra Success in cooking 15 times.	大成功した料理を15回製作する	요리 제작 대성공 15회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 15​ ครั้ง​
3090204	3	104:task_overview_img_daily	30902	1504	3	20	30902	3090205	10	3000002;3000003	10;24000	0	1	料理制作超大成功20次	料理製作超大成功20次	Achieve Ultra Success in cooking 20 times.	大成功した料理を20回製作する	요리 제작 대성공 20회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 20​ ครั้ง​	料理制作超大成功20次	料理製作超大成功20次	Achieve Ultra Success in cooking 20 times.	大成功した料理を20回製作する	요리 제작 대성공 20회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 20​ ครั้ง​
3090205	3	104:task_overview_img_daily	30902	1504	3	30	30902	3090206	10	3000002;3000003	10;30000	0	1	料理制作超大成功30次	料理製作超大成功30次	Achieve Ultra Success in cooking 30 times.	大成功した料理を30回製作する	요리 제작 대성공 30회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 30​ ครั้ง​	料理制作超大成功30次	料理製作超大成功30次	Achieve Ultra Success in cooking 30 times.	大成功した料理を30回製作する	요리 제작 대성공 30회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 30​ ครั้ง​
3090206	3	104:task_overview_img_daily	30902	1504	3	40	30902	3090207	10	3000002;3000003	10;30000	0	1	料理制作超大成功40次	料理製作超大成功40次	Achieve Ultra Success in cooking 40 times.	大成功した料理を40回製作する	요리 제작 대성공 40회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 40​ ครั้ง​	料理制作超大成功40次	料理製作超大成功40次	Achieve Ultra Success in cooking 40 times.	大成功した料理を40回製作する	요리 제작 대성공 40회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 40​ ครั้ง​
3090207	3	104:task_overview_img_daily	30902	1504	3	60	30902	3090208	10	3000002;3000003	10;45000	0	1	料理制作超大成功60次	料理製作超大成功60次	Achieve Ultra Success in cooking 60 times.	大成功した料理を60回製作する	요리 제작 대성공 60회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 60​ ครั้ง​	料理制作超大成功60次	料理製作超大成功60次	Achieve Ultra Success in cooking 60 times.	大成功した料理を60回製作する	요리 제작 대성공 60회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 60​ ครั้ง​
3090208	3	104:task_overview_img_daily	30902	1504	3	80	30902	3090209	10	3000002;3000003	10;60000	0	1	料理制作超大成功80次	料理製作超大成功80次	Achieve Ultra Success in cooking 80 times.	大成功した料理を80回製作する	요리 제작 대성공 80회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 80​ ครั้ง​	料理制作超大成功80次	料理製作超大成功80次	Achieve Ultra Success in cooking 80 times.	大成功した料理を80回製作する	요리 제작 대성공 80회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 80​ ครั้ง​
3090209	3	104:task_overview_img_daily	30902	1504	3	100	30902	0	10	3000002;3000003	10;75000	0	1	料理制作超大成功100次	料理製作超大成功100次	Achieve Ultra Success in cooking 100 times.	大成功した料理を100回製作する	요리 제작 대성공 100회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 100​ ครั้ง​	料理制作超大成功100次	料理製作超大成功100次	Achieve Ultra Success in cooking 100 times.	大成功した料理を100回製作する	요리 제작 대성공 100회	ทำ​อาหารสำเร็จ​ครั้ง​ใหญ่​ 100​ ครั้ง​
3090301	3	104:task_overview_img_daily	30903	1505	3	5	30903	3090302	10	4100011	10	0	1	装备分解超大成功5次	裝備分解超大成功5次	Salvage equipment with Exceptional result 5 times.	装備分解を5回超成功させる	장비 분해 대성공 5회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 5​ ครั้ง​	装备分解超大成功5次	裝備分解超大成功5次	Salvage equipment with Exceptional result 5 times.	装備分解を5回超成功させる	장비 분해 대성공 5회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 5​ ครั้ง​
3090302	3	104:task_overview_img_daily	30903	1505	3	10	30903	3090303	10	4100011	20	0	1	装备分解超大成功10次	裝備分解超大成功10次	Salvage equipment with Exceptional result 10 times.	装備分解を10回超成功させる	장비 분해 대성공 10회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 10​ ครั้ง​	装备分解超大成功10次	裝備分解超大成功10次	Salvage equipment with Exceptional result 10 times.	装備分解を10回超成功させる	장비 분해 대성공 10회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 10​ ครั้ง​
3090303	3	104:task_overview_img_daily	30903	1505	3	15	30903	3090304	10	4100011	30	0	1	装备分解超大成功15次	裝備分解超大成功15次	Salvage equipment with Exceptional result 15 times.	装備分解を15回超成功させる	장비 분해 대성공 15회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 15​ ครั้ง​	装备分解超大成功15次	裝備分解超大成功15次	Salvage equipment with Exceptional result 15 times.	装備分解を15回超成功させる	장비 분해 대성공 15회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 15​ ครั้ง​
3090304	3	104:task_overview_img_daily	30903	1505	3	20	30903	3090305	10	4100011	40	0	1	装备分解超大成功20次	裝備分解超大成功20次	Salvage equipment with Exceptional result 20 times.	装備分解を20回超成功させる	장비 분해 대성공 20회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 20​ ครั้ง​	装备分解超大成功20次	裝備分解超大成功20次	Salvage equipment with Exceptional result 20 times.	装備分解を20回超成功させる	장비 분해 대성공 20회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 20​ ครั้ง​
3090305	3	104:task_overview_img_daily	30903	1505	3	30	30903	3090306	10	4100011	50	0	1	装备分解超大成功30次	裝備分解超大成功30次	Salvage equipment with Exceptional result 30 times.	装備分解を30回超成功させる	장비 분해 대성공 30회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 30​ ครั้ง​	装备分解超大成功30次	裝備分解超大成功30次	Salvage equipment with Exceptional result 30 times.	装備分解を30回超成功させる	장비 분해 대성공 30회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 30​ ครั้ง​
3090306	3	104:task_overview_img_daily	30903	1505	3	40	30903	3090307	10	4100011	60	0	1	装备分解超大成功40次	裝備分解超大成功40次	Salvage equipment with Exceptional result 40 times.	装備分解を40回超成功させる	장비 분해 대성공 40회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 40​ ครั้ง​	装备分解超大成功40次	裝備分解超大成功40次	Salvage equipment with Exceptional result 40 times.	装備分解を40回超成功させる	장비 분해 대성공 40회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 40​ ครั้ง​
3090307	3	104:task_overview_img_daily	30903	1505	3	60	30903	3090308	10	4100011	70	0	1	装备分解超大成功60次	裝備分解超大成功60次	Salvage equipment with Exceptional result 60 times.	装備分解を60回超成功させる	장비 분해 대성공 60회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 60​ ครั้ง​	装备分解超大成功60次	裝備分解超大成功60次	Salvage equipment with Exceptional result 60 times.	装備分解を60回超成功させる	장비 분해 대성공 60회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 60​ ครั้ง​
3090308	3	104:task_overview_img_daily	30903	1505	3	80	30903	3090309	10	4100011	80	0	1	装备分解超大成功80次	裝備分解超大成功80次	Salvage equipment with Exceptional result 80 times.	装備分解を80回超成功させる	장비 분해 대성공 80회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 80​ ครั้ง​	装备分解超大成功80次	裝備分解超大成功80次	Salvage equipment with Exceptional result 80 times.	装備分解を80回超成功させる	장비 분해 대성공 80회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 80​ ครั้ง​
3090309	3	104:task_overview_img_daily	30903	1505	3	100	30903	0	10	4100011	90	0	1	装备分解超大成功100次	裝備分解超大成功100次	Salvage equipment with Exceptional result 100 times.	装備分解を100回超成功させる	장비 분해 대성공 100회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 100​ ครั้ง​	装备分解超大成功100次	裝備分解超大成功100次	Salvage equipment with Exceptional result 100 times.	装備分解を100回超成功させる	장비 분해 대성공 100회	แยก​ส่วนอุปกรณ์​สำเร็จ​ครั้ง​ยิ่งใหญ่​ 100​ ครั้ง​
3100101	3	104:task_overview_img_daily	31001	1116	1	100	31001	0	10	4101003;6220009	30;1	0	1	通关卡尔森训练中枢100层	通關卡爾森訓練中樞100層	Clear the Training Hub F100.	訓練中枢100層をクリアする	훈련 허브 100층 클리어	เคลียร์​ศูนย์กลาง​การ​ฝึก​ของ​คอร์​ล​สัน​ชั้น​ที่​ 100​	通关卡尔森训练中枢100层	通關卡爾森訓練中樞100層	Clear the Training Hub F100.	訓練中枢100層をクリアする	훈련 허브 100층 클리어	เคลียร์​ศูนย์กลาง​การ​ฝึก​ของ​คอร์​ล​สัน​ชั้น​ที่​ 100​
3100201	3	104:task_overview_img_daily	31002	1116	2	20	31002	0	10	4101003;6210009	30;1	0	1	通关心灵强化特训红区20层	通關心靈強化特訓紅區20層	Clear the Mind Zone - Red Zone F20.	強化特訓エリア：赤20層をクリアする	마인드 트레이닝 레드존 20층 클리어	เคลียร์​ฝึก​เสริม​พลัง​สปิริต​โซน​สีแดง​ชั้น​ที่​ 20​	通关心灵强化特训红区20层	通關心靈強化特訓紅區20層	Clear the Mind Zone - Red Zone F20.	強化特訓エリア：赤20層をクリアする	마인드 트레이닝 레드존 20층 클리어	เคลียร์​ฝึก​เสริม​พลัง​สปิริต​โซน​สีแดง​ชั้น​ที่​ 20​
3100301	3	104:task_overview_img_daily	31003	1116	3	20	31003	0	10	4101003;6210010	30;1	0	1	通关心灵强化特训绿区20层	通關心靈強化特訓綠區20層	Clear the Mind Zone - Green Zone F20.	強化特訓エリア：緑20層をクリアする	마인드 트레이닝 그린존 20층 클리어	เคลียร์​ฝึก​เสริม​พลัง​สปิริต​โซน​สี​เขียว​ชั้น​ที่​ 20​	通关心灵强化特训绿区20层	通關心靈強化特訓綠區20層	Clear the Mind Zone - Green Zone F20.	強化特訓エリア：緑20層をクリアする	마인드 트레이닝 그린존 20층 클리어	เคลียร์​ฝึก​เสริม​พลัง​สปิริต​โซน​สี​เขียว​ชั้น​ที่​ 20​
3100401	3	104:task_overview_img_daily	31004	1116	4	20	31004	0	10	4101003;6210011	30;1	0	1	通关心灵强化特训蓝区20层	通關心靈強化特訓藍區20層	Clear the Mind Zone - Blue Zone F20.	強化特訓エリア：青20層をクリアする	마인드 트레이닝 블루존 20층 클리어	เคลียร์​ฝึก​เสริม​พลัง​สปิริต​โซน​สีน้ำเงิน​ชั้น​ที่​ 20​	通关心灵强化特训蓝区20层	通關心靈強化特訓藍區20層	Clear the Mind Zone - Blue Zone F20.	強化特訓エリア：青20層をクリアする	마인드 트레이닝 블루존 20층 클리어	เคลียร์​ฝึก​เสริม​พลัง​สปิริต​โซน​สีน้ำเงิน​ชั้น​ที่​ 20​
3110101	3	104:task_overview_img_daily	31101	1424	1	1	31101	0	10	6220013	1	0	1	小费排行榜达到第一名	小費排行榜達到第一名	Rank 1st on the tipper leaderboard.	心付けランキングで1位になる	팁 랭킹 1위 달성	ได้รับ​อันดับ​ 1​ ใน​บอร์ด​อันดับ​ทิป​	小费排行榜达到第一名	小費排行榜達到第一名	Rank 1st on the tipper leaderboard.	心付けランキングで1位になる	팁 랭킹 1위 달성	ได้รับ​อันดับ​ 1​ ใน​บอร์ด​อันดับ​ทิป​
4010101	4	104:task_overview_img_daily	40101	1401	0	5	40101	4010102	10	4199001;4199002	1;1	0	1	收取5次营业报表中的收益	收取5次營業報表中的收益	Collect revenue from the Billing Report 5 times.	事業報告書を確認し、累計5回収益を受け取る	매출 보고의 매출액 5회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 5​ ครั้ง​	收取5次营业报表中的收益	收取5次營業報表中的收益	Collect revenue from the Billing Report 5 times.	事業報告書を確認し、累計5回収益を受け取る	매출 보고의 매출액 5회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 5​ ครั้ง​
4010102	4	104:task_overview_img_daily	40101	1401	0	10	40101	4010103	10	4199001;4199002	2;2	0	1	收取10次营业报表中的收益	收取10次營業報表中的收益	Collect revenue from the Billing Report 10 times.	事業報告書を確認し、累計10回収益を受け取る	매출 보고의 매출액 10회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 10​ ครั้ง​	收取10次营业报表中的收益	收取10次營業報表中的收益	Collect revenue from the Billing Report 10 times.	事業報告書を確認し、累計10回収益を受け取る	매출 보고의 매출액 10회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 10​ ครั้ง​
4010103	4	104:task_overview_img_daily	40101	1401	0	15	40101	4010104	10	4199001;4199002	3;3	0	1	收取15次营业报表中的收益	收取15次營業報表中的收益	Collect revenue from the Billing Report 15 times.	事業報告書を確認し、累計15回収益を受け取る	매출 보고의 매출액 15회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 15​ ครั้ง​	收取15次营业报表中的收益	收取15次營業報表中的收益	Collect revenue from the Billing Report 15 times.	事業報告書を確認し、累計15回収益を受け取る	매출 보고의 매출액 15회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 15​ ครั้ง​
4010104	4	104:task_overview_img_daily	40101	1401	0	20	40101	4010105	10	4199001;4199002	4;4	0	1	收取20次营业报表中的收益	收取20次營業報表中的收益	Collect revenue from the Billing Report 20 times.	事業報告書を確認し、累計20回収益を受け取る	매출 보고의 매출액 20회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 20​ ครั้ง​	收取20次营业报表中的收益	收取20次營業報表中的收益	Collect revenue from the Billing Report 20 times.	事業報告書を確認し、累計20回収益を受け取る	매출 보고의 매출액 20회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 20​ ครั้ง​
4010105	4	104:task_overview_img_daily	40101	1401	0	30	40101	4010106	10	4199001;4199002	5;6	0	1	收取30次营业报表中的收益	收取30次營業報表中的收益	Collect revenue from the Billing Report 30 times.	事業報告書を確認し、累計30回収益を受け取る	매출 보고의 매출액 30회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 30​ ครั้ง​	收取30次营业报表中的收益	收取30次營業報表中的收益	Collect revenue from the Billing Report 30 times.	事業報告書を確認し、累計30回収益を受け取る	매출 보고의 매출액 30회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 30​ ครั้ง​
4010106	4	104:task_overview_img_daily	40101	1401	0	40	40101	4010107	10	4199001;4199002	6;8	0	1	收取40次营业报表中的收益	收取40次營業報表中的收益	Collect revenue from the Billing Report 40 times.	事業報告書を確認し、累計40回収益を受け取る	매출 보고의 매출액 40회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 40​ ครั้ง​	收取40次营业报表中的收益	收取40次營業報表中的收益	Collect revenue from the Billing Report 40 times.	事業報告書を確認し、累計40回収益を受け取る	매출 보고의 매출액 40회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 40​ ครั้ง​
4010107	4	104:task_overview_img_daily	40101	1401	0	60	40101	4010108	10	4199001;4199002	7;12	0	1	收取60次营业报表中的收益	收取60次營業報表中的收益	Collect revenue from the Billing Report 60 times.	事業報告書を確認し、累計60回収益を受け取る	매출 보고의 매출액 60회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 60​ ครั้ง​	收取60次营业报表中的收益	收取60次營業報表中的收益	Collect revenue from the Billing Report 60 times.	事業報告書を確認し、累計60回収益を受け取る	매출 보고의 매출액 60회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 60​ ครั้ง​
4010108	4	104:task_overview_img_daily	40101	1401	0	80	40101	4010109	10	4199001;4199002	8;16	0	1	收取80次营业报表中的收益	收取80次營業報表中的收益	Collect revenue from the Billing Report 80 times.	事業報告書を確認し、累計80回収益を受け取る	매출 보고의 매출액 80회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 80​ ครั้ง​	收取80次营业报表中的收益	收取80次營業報表中的收益	Collect revenue from the Billing Report 80 times.	事業報告書を確認し、累計80回収益を受け取る	매출 보고의 매출액 80회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 80​ ครั้ง​
4010109	4	104:task_overview_img_daily	40101	1401	0	100	40101	0	10	4199001;4199002	9;20	0	1	收取100次营业报表中的收益	收取100次營業報表中的收益	Collect revenue from the Billing Report 100 times.	事業報告書を確認し、累計100回収益を受け取る	매출 보고의 매출액 100회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 100​ ครั้ง​	收取100次营业报表中的收益	收取100次營業報表中的收益	Collect revenue from the Billing Report 100 times.	事業報告書を確認し、累計100回収益を受け取る	매출 보고의 매출액 100회 획득	เก็บ​รายได้​จาก​รายงาน​กิจการ​ 100​ ครั้ง​
4010201	4	104:task_overview_img_daily	40102	1402	0	100000	40102	4010202	10	3000016;4199001	50;1	0	1	从营业报表中收取100000个金币	從營業報表中收取100000個金幣	Collect 100,000 Catto Coins from the Billing Report.	事業報告書で累計100000新海コインを受け取る	매출 보고에서 골드 100000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 100,000​ เหรียญ​	从营业报表中收取100000个金币	從營業報表中收取100000個金幣	Collect 100,000 Catto Coins from the Billing Report.	事業報告書で累計100000新海コインを受け取る	매출 보고에서 골드 100000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 100,000​ เหรียญ​
4010202	4	104:task_overview_img_daily	40102	1402	0	300000	40102	4010203	10	3000016;4199001	75;2	0	1	从营业报表中收取300000个金币	從營業報表中收取300000個金幣	Collect 300,000 Catto Coins from the Billing Report.	事業報告書で累計300000新海コインを受け取る	매출 보고에서 골드 300000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 300,000​ เหรียญ​	从营业报表中收取300000个金币	從營業報表中收取300000個金幣	Collect 300,000 Catto Coins from the Billing Report.	事業報告書で累計300000新海コインを受け取る	매출 보고에서 골드 300000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 300,000​ เหรียญ​
4010203	4	104:task_overview_img_daily	40102	1402	0	600000	40102	4010204	10	3000016;4199001	100;3	0	1	从营业报表中收取600000个金币	從營業報表中收取600000個金幣	Collect 600,000 Catto Coins from the Billing Report.	事業報告書で累計600000新海コインを受け取る	매출 보고에서 골드 600000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 600,000​ เหรียญ​	从营业报表中收取600000个金币	從營業報表中收取600000個金幣	Collect 600,000 Catto Coins from the Billing Report.	事業報告書で累計600000新海コインを受け取る	매출 보고에서 골드 600000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 600,000​ เหรียญ​
4010204	4	104:task_overview_img_daily	40102	1402	0	1000000	40102	4010205	10	3000016;4199001	125;4	0	1	从营业报表中收取1000000个金币	從營業報表中收取1000000個金幣	Collect 1,000,000 Catto Coins from the Billing Report.	事業報告書で累計1000000新海コインを受け取る	매출 보고에서 골드 1000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 1,000,000​ เหรียญ​	从营业报表中收取1000000个金币	從營業報表中收取1000000個金幣	Collect 1,000,000 Catto Coins from the Billing Report.	事業報告書で累計1000000新海コインを受け取る	매출 보고에서 골드 1000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 1,000,000​ เหรียญ​
4010205	4	104:task_overview_img_daily	40102	1402	0	1500000	40102	4010206	10	3000016;4199001	150;5	0	1	从营业报表中收取1500000个金币	從營業報表中收取1500000個金幣	Collect 1,500,000 Catto Coins from the Billing Report.	事業報告書で累計1500000新海コインを受け取る	매출 보고에서 골드 1500000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 1,500,000​ เหรียญ​	从营业报表中收取1500000个金币	從營業報表中收取1500000個金幣	Collect 1,500,000 Catto Coins from the Billing Report.	事業報告書で累計1500000新海コインを受け取る	매출 보고에서 골드 1500000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 1,500,000​ เหรียญ​
4010206	4	104:task_overview_img_daily	40102	1402	0	2500000	40102	4010207	10	3000016;4199001	175;6	0	1	从营业报表中收取2500000个金币	從營業報表中收取2500000個金幣	Collect 2,500,000 Catto Coins from the Billing Report.	事業報告書で累計2500000新海コインを受け取る	매출 보고에서 골드 2500000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 2,500,000​ เหรียญ​	从营业报表中收取2500000个金币	從營業報表中收取2500000個金幣	Collect 2,500,000 Catto Coins from the Billing Report.	事業報告書で累計2500000新海コインを受け取る	매출 보고에서 골드 2500000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 2,500,000​ เหรียญ​
4010207	4	104:task_overview_img_daily	40102	1402	0	4000000	40102	4010208	10	3000016;4199001	200;7	0	1	从营业报表中收取4000000个金币	從營業報表中收取4000000個金幣	Collect 4,000,000 Catto Coins from the Billing Report.	事業報告書で累計4000000新海コインを受け取る	매출 보고에서 골드 4000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 4,000,000​ เหรียญ​	从营业报表中收取4000000个金币	從營業報表中收取4000000個金幣	Collect 4,000,000 Catto Coins from the Billing Report.	事業報告書で累計4000000新海コインを受け取る	매출 보고에서 골드 4000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 4,000,000​ เหรียญ​
4010208	4	104:task_overview_img_daily	40102	1402	0	6000000	40102	4010209	10	3000016;4199001	225;8	0	1	从营业报表中收取6000000个金币	從營業報表中收取6000000個金幣	Collect 6,000,000 Catto Coins from the Billing Report.	事業報告書で累計6000000新海コインを受け取る	매출 보고에서 골드 6000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 6,000,000​ เหรียญ​	从营业报表中收取6000000个金币	從營業報表中收取6000000個金幣	Collect 6,000,000 Catto Coins from the Billing Report.	事業報告書で累計6000000新海コインを受け取る	매출 보고에서 골드 6000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 6,000,000​ เหรียญ​
4010209	4	104:task_overview_img_daily	40102	1402	0	9000000	40102	4010210	10	3000016;4199001	250;9	0	1	从营业报表中收取9000000个金币	從營業報表中收取9000000個金幣	Collect 9,000,000 Catto Coins from the Billing Report.	事業報告書で累計9000000新海コインを受け取る	매출 보고에서 골드 9000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 9,000,000​ เหรียญ​	从营业报表中收取9000000个金币	從營業報表中收取9000000個金幣	Collect 9,000,000 Catto Coins from the Billing Report.	事業報告書で累計9000000新海コインを受け取る	매출 보고에서 골드 9000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 9,000,000​ เหรียญ​
4010210	4	104:task_overview_img_daily	40102	1402	0	14000000	40102	4010211	10	3000016;4199001	275;10	0	1	从营业报表中收取14000000个金币	從營業報表中收取14000000個金幣	Collect 14,000,000 Catto Coins from the Billing Report.	事業報告書で累計14000000新海コインを受け取る	매출 보고에서 골드 14000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 14,000,000​ เหรียญ​	从营业报表中收取14000000个金币	從營業報表中收取14000000個金幣	Collect 14,000,000 Catto Coins from the Billing Report.	事業報告書で累計14000000新海コインを受け取る	매출 보고에서 골드 14000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 14,000,000​ เหรียญ​
4010211	4	104:task_overview_img_daily	40102	1402	0	20000000	40102	4010212	10	3000016;4199001	300;11	0	1	从营业报表中收取20000000个金币	從營業報表中收取20000000個金幣	Collect 20,000,000 Catto Coins from the Billing Report.	事業報告書で累計20000000新海コインを受け取る	매출 보고에서 골드 20000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 20,000,000​ เหรียญ​	从营业报表中收取20000000个金币	從營業報表中收取20000000個金幣	Collect 20,000,000 Catto Coins from the Billing Report.	事業報告書で累計20000000新海コインを受け取る	매출 보고에서 골드 20000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 20,000,000​ เหรียญ​
4010212	4	104:task_overview_img_daily	40102	1402	0	28000000	40102	4010213	10	3000016;4199001	325;12	0	1	从营业报表中收取28000000个金币	從營業報表中收取28000000個金幣	Collect 28,000,000 Catto Coins from the Billing Report.	事業報告書で累計28000000新海コインを受け取る	매출 보고에서 골드 28000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 28,000,000​ เหรียญ​	从营业报表中收取28000000个金币	從營業報表中收取28000000個金幣	Collect 28,000,000 Catto Coins from the Billing Report.	事業報告書で累計28000000新海コインを受け取る	매출 보고에서 골드 28000000개 획득	ได้รับ​โกลด์​จาก​รายงาน​กิจการ​ 28,000,000​ เหรียญ​
