id	type	showType	kind	quality	duration	stack	openType	openParameter	photoId	photoId2	photoId3	prefab	effectType	effectId	effectNum	dynamicAvatar	sort	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
6220033	62	622	2	5	0				61:player_frame_6220033				1	3000003	10		52	1	万叶祭	萬葉祭	Manyo Festival	万葉会	만엽제	เทศกาลมันโยะ	头像框·参与相闻歌活动的纪念	頭像框·參與相聞歌活動的紀念	Avatar Frame: Memento for the "A Song of Hearts Entwined" event	アイコン・「相聞歌」参加記念	프로필 프레임 - 함께 들을 노래의 참가 기념	กรอบ​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ "บทกวีแห่งสายสัมพันธ์"​	「不为谁而作，不因谁而改。鸟居于此方伫立，分隔今时与来日之界。」	「不為誰而作，不因誰而改。鳥居於此方佇立，分隔今時與來日之界。」	"Untouched and unaltered by anyone, the torii gate stands here, separating the present from the future."	「誰のためではなく、誰によって変わることでもない。鳥居はここに立ち、今と未来の境界線を引いている。」	「무언가를 위해 만들지도 바꾸지도 않는다.」	"​ไม่​ได้​ทำ​เพื่อ​ใคร​ ไม่​ได้​เปลี่ยนแปลง​เพราะ​ใคร​ นก​ที่​ยืน​นิ่ง​อยู่​ที่นี่​ เป็น​เส้น​แบ่ง​ระหว่าง​วันนี้​และ​วันพรุ่งนี้​"​
6220034	62	622	2	5	0				61:player_frame_6220034				1	3000003	10		53	1	赛博骇客	賽博駭客	Cyber Hacker	サイバーハッカー	사이버 해커	ไซเบอร์แฮกเกอร์	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	听说每个骇客都拥有一台自己专属定制的电脑。	聽說每個駭客都擁有一台自己專屬定制的電腦。	Legend has it that every true hacker has a custom-built rig they call their own.	ハッカーならみんな自作PCを持っているらしい。	해커에게는 모두 자기에게 맞춰서 커스텀된 컴퓨터가 한 대 이상 있다고 한다.	ได้ยิน​มา​ว่า​แฮกเกอร์​แต่ละคน​มี​คอมพิวเตอร์​ที่​ปรับ​แต่ง​ตาม​ความต้องการ​ของ​ตัวเอง​
6220035	62	622	2	5	0				61:player_frame_6220035				1	3000003	10		54	1	开拓喵喵	開拓喵喵	Pioneering Purr	開拓	탐험냥이	เหมียวผู้บุกเบิก	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	你的独家探险故事在此书写，你的专属友谊剧情由此展开。	你的獨家探險故事在此書寫，你的專屬友誼劇情由此展開。	Your unique adventure awaits, ready to unfold as you embark on a journey filled with unforgettable friendships.	あなただけの物語と、あなたのための友情は今、ここで芽生えた。	당신만의 탐험 이야기를 여기서 써 내려가고, 당신 만의 우정어린 스토리가 여기서 전개된다.	เรื่องเล่า​การผจญภัย​สุด​พิเศษ​ของ​คุณ​จะ​ถูก​เขียน​ลง​ในที่นี้​ และ​เรื่องราว​มิตรภาพ​เฉพาะตัว​ของ​คุณ​จะ​เริ่มต้น​จาก​ที่​ตรงนี้​
6220036	62	622	2	5	0				61:player_frame_6220036				1	3000003	10		55	1	AppStore预约头像框	AppStore預約頭像框	AppStore Pre-registration Avatar Frame	AppStore事前登録アイコン枠	애플 앱스토어 예약 프로필 프레임	กรอบ​โปรไฟล์​การ​ลงทะเบียน​ล่วงหน้า​บน​ AppStore​	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	欢迎来到猫之城，在新海市开始你的冒险吧	歡迎來到貓之城，在新海市開始你的冒險吧	Welcome to Cat Fantasy. Enjoy your life in Catto City!	キャットファンタジーへようこそ。さあ、新海市であなたの冒険を始めよう。	캣판타지에 오신 것을 환영합니다. 뉴오션시티에서 당신의 모험을 시작해보세요	ยินดีต้อนรับ​สู่​ Cat​ Fantasy​ มา​เริ่มต้น​การผจญภัย​ของ​คุณ​ใน​แค​ทโตะ​ ซิตี้​กัน​เถอะ​
6220037	62	622	2	5	0				61:player_frame_6220037				1	3000003	10		56	1	无名之歌	無名之歌	Melody of Obscurity	名もなき歌	이름 없는 노래	บทเพลงไร้นาม	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	当无数花朵绽放，汇聚成浩瀚花海之时，春天的序曲也就到来了。	當無數花朵綻放，彙聚成浩瀚花海之時，春天的序曲也就到來了。	The moment countless blooms burst forth, they gather into a stunning ocean of flowers, marking the beginning of spring.	無数の花々が咲き誇り、広大な花の海が広がる時、春のオーバチュアも奏で始まる。	무수한 꽃들이 피어나 광활한 꽃바다를 이루는 순간, 봄의 서곡도 시작된다.	เมื่อ​ดอกไม้​มากมาย​บานสะพรั่ง​ รวมตัวกัน​เป็น​ทะเล​ดอกไม้​อัน​กว้างใหญ่​ เสียงเพลง​ฤดูใบไม้ผลิ​ก็ได้​เริ่ม​ขึ้น​แล้ว​
6220038	62	622	2	5	0				61:player_frame_620011				1	3000003	10		57	1	GooglePlay预约头像框	GooglePlay預約頭像框	GooglePlay Pre-registration Avatar Frame	GooglePlay事前登録アイコン枠	구글 플레이 예약 프로필 프레임	กรอบ​โปรไฟล์​การ​ลงทะเบียน​ล่วงหน้า​บน​ GooglePlay​	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	欢迎来到猫之城，在新海市开始你的冒险吧	歡迎來到貓之城，在新海市開始你的冒險吧	Welcome to Cat Fantasy. Enjoy your life in Catto City!	キャットファンタジーへようこそ。さあ、新海市であなたの冒険を始めよう。	캣판타지에 오신 것을 환영합니다. 뉴오션시티에서 당신의 모험을 시작해보세요	ยินดีต้อนรับ​สู่​ Cat​ Fantasy​ มา​เริ่มต้น​การผจญภัย​ของ​คุณ​ใน​แค​ทโตะ​ ซิตี้​กัน​เถอะ​
6220039	62	622	2	5	0				61:player_frame_620012				1	3000003	10		58	1	AppStore预约头像框	AppStore預約頭像框	AppStore Pre-registration Avatar Frame	AppStore事前登録アイコン枠	애플 앱스토어 예약 프로필 프레임	กรอบ​โปรไฟล์​การ​ลงทะเบียน​ล่วงหน้า​บน​ AppStore​	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	欢迎来到猫之城，在新海市开始你的冒险吧	歡迎來到貓之城，在新海市開始你的冒險吧	Welcome to Cat Fantasy. Enjoy your life in Catto City!	キャットファンタジーへようこそ。さあ、新海市であなたの冒険を始めよう。	캣판타지에 오신 것을 환영합니다. 뉴오션시티에서 당신의 모험을 시작해보세요	ยินดีต้อนรับ​สู่​ Cat​ Fantasy​ มา​เริ่มต้น​การผจญภัย​ของ​คุณ​ใน​แค​ทโตะ​ ซิตี้​กัน​เถอะ​
6220040	62	622	2	5	0				61:player_frame_6220038				1	3000003	10		59	1	荒野镖客	荒野鏢客	Wilderness Drifter	荒野の鏢客	황야의 자객	ผู้ส่งสารในป่าร้าง	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	狂野与自由是这片荒野的主旋律，用一纸悬赏便记录下无数传奇。	狂野與自由是這片荒野的主旋律，用一紙懸賞便記錄下無數傳奇。	Wildness and freedom are the prevailing themes of this untamed wilderness, where countless legends are chronicled on a single bounty poster.	野生と自由がこの荒野のテーマ。数え切れないほどの伝説が記録されてきた。	황야와 자유는 이 황야의 주 선율이며, 한 장의 종이 위에 수많은 전설을 기록해나간다.	ความ​ดิบ​เถื่อน​และ​เสรี​คือ​หัวใจ​ของ​ผืนป่า​นี้​ ตำนาน​นับไม่ถ้วน​ถูก​จารึก​ไว้​ด้วย​ใบประกาศ​จับ​
6220041	62	622	2	5	0				61:player_frame_6220041				1	3000003	10		60	1	罪链噬心	罪鏈噬心	Chains of Devouring Sin	心を蝕む鎖	죄의 갉음	โซ่ตรวนแห่งบาป	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	为了复仇而展开的杀戮，终将化作沉重的锁链将人拖入深渊，吞噬尽内心仅有的光明。	為了復仇而展開的殺戮，終將化作沉重的鎖鏈將人拖入深淵，吞噬盡內心僅有的光明。	Murdering in the name of revenge will inevitably become a heavy chain, pulling one deeper into the abyss, and devouring the last remnants of light within.	復讐のために繰り広げられる殺戮は、やがて重き鎖と化し、人を深淵へと引きずり込み、心の中の僅かな光さえも呑み尽くす。	복수를 위해 시작된 살육은 결국 무거운 쇠사슬이 되어 심연으로 끌어들인다. 또한 내면에 남아있는 유일한 빛마저 삼켜버릴 것이다.	การ​ฆ่า​เพื่อ​การแก้แค้น​ จะ​กลายเป็น​โซ่ตรวน​ที่​หนักหน่วง​ ดึง​ผู้คน​ลง​สู่​ห้วง​ลึก​แห่ง​หายนะ​ และ​กลืน​กิน​แสงสว่าง​ที่​เหลืออยู่​ใน​ใจ​
6220042	62	622	2	5	14				61:player_frame_6220042				1	3000003	10	128:PlayerHeadFrame6220042.prefab	61	1	无尽噩梦	無盡噩夢	Endless Nightmare	終焉なき悪夢	끝없는 악몽	ฝันร้ายไร้สิ้นสุด	头像框·可在战勋商店中兑换获得	頭像框·可在戰勳商店中兌換獲得	Avatar Frame: Can be exchanged for rewards at the Merit Shop.	アイコン枠・戦勲ショップより獲得できます	프로필 플레임 - 공적 상점에서 교환 획득	กรอบ​โปรไฟล์​·​สามารถ​แลก​รับได้​จาก​ร้านค้า​ออ​เนอร์​	无论黑暗如何深重，光明与希望总在前方。	無論黑暗如何深重，光明與希望總在前方。	No matter how deep the darkness, light and hope always lie beyond.	暗闇がどんなに深く長くても、光と希望は必ず前方にある。	아무리 깊은 어둠에도 빛과 희망은 항상 존재한다	ไม่​ว่า​จะ​มืดมิด​สัก​แค่​ไหน​ แสงสว่าง​และ​ความหวัง​ย่อม​อยู่​ข้างหน้า​เสมอ​
6220043	62	622	2	5	0				61:player_frame_6220043				1	3000003	10		62	1	圣诞夜·2024	聖誕夜·2024	Christmas Eve 2024	クリスマスイブ・2024	크리스마스 밤·2024	คืนวันคริสต์มาส·2024	头像框·圣诞商城的纪念	頭像框·聖誕商城的紀念	Avatar Frame: Memento for Christmas Shop	アイコン枠・クリスマスショップの記念	프로필 프레임 - 크리스마스 상점의 기념품	กรอบ​โปรไฟล์​·​รำลึก​ร้านค้า​คริสต์มาส​	存在于世间的美好，都会在今夜闪闪发光。	存在於世間的美好，都會在今夜閃閃發光。	Tonight, the beauty in this world will shine brighter than ever.	この世に存在するあらゆる素晴らしきものが、今夜きらきらと輝くでしょう。	세상에 존재하는 아름다움은 오늘 밤 빛나게 될 것이다.	ความงาม​ทั้งปวง​ใน​โลก​นี้​ จะ​เปล่งประกาย​ใน​ค่ำ​คืนนี้​
6220044	62	622	2	5	0				61:player_frame_6220044				1	3000003	10		63	1	最强推手No.1	最強推手No.1	Supporter No. 1	最強の応援者No.1	최강 서포터 No.1	ผู้สนับสนุน​สุด​แกร่ง​ No.1​	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	你是人气投票最强的参与者,你推将会因为你的支持而获得更闪耀的舞台！	你是人氣投票最強的參與者,你推將會因為你的支持而獲得更閃耀的舞台！	You ranked first in the popularity vote! Your pick will shine even brighter on stage thanks to your support!	あなたは人気投票で最強の推し力を見せてくれました！あなたの応援のおかげで、彼女はもっと輝かしいステージに立つのでしょう！	당신은 인기 투표에서 가장 강력한 참가자이며, 당신의 서포트로 인해 당신의 최애가 더욱 빛나는 무대를 가질 것입니다!	คุณ​คือ​ผู้เข้าร่วม​การ​โหวต​ที่​แข็งแกร่ง​ที่สุด​ การผลักดัน​ของ​คุณ​จะ​ทำให้​ผู้​ที่​คุณ​สนับสนุน​ได้รับ​เวที​ที่​สว่างไสว​ยิ่งขึ้น​!​
6220045	62	622	2	5	0				61:player_frame_6220045				1	3000003	10		64	1	最强推手No.2	最強推手No.2	Supporter No. 2	最強の応援者No.2	최강 서포터 No.2	ผู้สนับสนุน​สุด​แกร่ง​ No.2​	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	你是人气投票第二强的参与者,你推将会因为你的支持而获得更闪耀的舞台！	你是人氣投票第二強的參與者,你推將會因為你的支持而獲得更閃耀的舞台！	You ranked second in the popularity vote! Your pick will shine even brighter on stage thanks to your support!	あなたは人気投票で凄まじい推し力を見せてくれました！あなたの応援のおかげで、彼女はもっと輝かしいステージに立つのでしょう！	당신은 인기 투표에서 두 번째로 강력한 참가자이며, 당신의 서포트로 인해 당신의 최애가 더욱 빛나는 무대를 가질 것입니다!	คุณ​คือ​ผู้เข้าร่วม​การ​โหวต​ที่​แข็งแกร่ง​เป็น​อันดับ​ 2​ การผลักดัน​ของ​คุณ​จะ​ทำให้​ผู้​ที่​คุณ​สนับสนุน​ได้รับ​เวที​ที่​สว่างไสว​ยิ่งขึ้น​!​
6220046	62	622	2	5	0				61:player_frame_6220046				1	3000003	10		65	1	最强推手No.3	最強推手No.3	Supporter No. 3	最強の応援者No.3	최강 서포터 No.3	ผู้สนับสนุน​สุด​แกร่ง​ No.3​	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	你是人气投票第三强的参与者,你推将会因为你的支持而获得更闪耀的舞台！	你是人氣投票第三強的參與者,你推將會因為你的支持而獲得更閃耀的舞台！	You ranked third in the popularity vote! Your pick will shine even brighter on stage thanks to your support!	あなたは人気投票で抜群の推し力を見せてくれました！あなたの応援のおかげで、彼女はもっと輝かしいステージに立つのでしょう！	당신은 인기 투표에서 세 번째로 강력한 참가자이며, 당신의 서포트로 인해 당신의 최애가 더욱 빛나는 무대를 가질 것입니다!	คุณ​คือ​ผู้เข้าร่วม​การ​โหวต​ที่​แข็งแกร่ง​เป็น​อันดับ​ 3​ การผลักดัน​ของ​คุณ​จะ​ทำให้​ผู้​ที่​คุณ​สนับสนุน​ได้รับ​เวที​ที่​สว่างไสว​ยิ่งขึ้น​!​
6220047	62	622	2	5	0				61:player_frame_6220047				1	3000003	10		66	1	圆桌骑士	圓桌騎士	Knights of the Round Table	円卓の騎士	원탁의 기사	อัศวินโต๊ะกลม	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	无坚不摧的剑与盾，为守护而战的勇气，是构成骑士荣耀的全部。	無堅不摧的劍與盾，為守護而戰的勇氣，是構成騎士榮耀的全部。	The unbreakable sword and unwavering shield, the courage to fight for the defenseless—these embody the very essence of a knight's honor.	不滅の剣と盾、守護のために戦う勇気、それらすべてが騎士の栄光である。	무적의 검과 방패, 그리고 지키기 위해 싸우는 용기가 기사의 영광을 구성하는 모든 것이다.	โล่​และ​ดาบ​ที่​ไม่​มี​สิ่งใด​ทำลาย​ได้​ ความกล้า​ที่​ต่อสู้​เพื่อ​ปกป้อง​ คือ​สิ่ง​ที่​ประกอบ​ขึ้น​เป็น​เกียรติยศ​ทั้งหมด​ของ​อัศวิน​
6220048	62	622	2	5	0				61:player_frame_6220048				1	3000003	10		67	1	竹报平安	竹報平安	Firecrackers' Blessings	竹報平安	안부전달	ไผ่ส่งความสุข	头像框·参与远山来贺活动的纪念	頭像框·參與遠山來賀活動的紀念	Avatar Frame: Memento for the "Blessings Across the Highlands" event	アイコン枠・「遠山には福来る」参加記念	프로필 프레임·먼 산 너머의 인사 이벤트 참가 기념	กรอบ​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม "​คำอวยพรจากแดนไกล"​	爆竹声中，新年来到。五谷丰登，金穗满仓。	爆竹聲中，新年來到。五穀豐登，金穗滿倉。	The sound of bursting firecrackers heralds the arrival of spring, filling the barns to the brim with bountiful yields.	爆竹の音が響く中、新しい年がやって来る。山の神様に五穀豊穰を祈願しよう。	폭죽 소리와 함께 새해가 시작된다. 곡물이 풍성하며, 황금 이삭이 창고를 가득채운다.	ท่ามกลาง​เสียง​ประทัด​ ปีใหม่​มา​เยือน​ ข้าวเปลือก​อุดมสมบูรณ์​ เมล็ดข้าว​สี​ทอง​กอง​เต็ม​ยุ้งฉาง​
6220049	62	622	2	5	0				61:player_frame_6220049				1	3000003	10	128:PlayerHeadFrame6220049.prefab	68	1	蔷薇之舞	薔薇之舞	Waltz of Rose	薔薇の舞	장미의 춤	ระบำดอกกุหลาบ	头像框·参加珍品展厅活动的纪念	頭像框·參加珍品展廳活動的紀念	Avatar Frame: Memento for the Premium Exhibit Hall event	アイコン枠。＜プライムギャラリー＞の参加記念品。	프로필 프레임·프리미엄 클로젯 이벤트 참여 기념	กรอบ​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ฮอลล์​แสดง​สมบัติ​	微风乍起，蔷薇花瓣漫天飞舞。美景在前，佳人在畔，共舞一曲，倾世欢颜。	微風乍起，薔薇花瓣漫天飛舞。美景在前，佳人在畔，共舞一曲，傾世歡顏。	The wind whispers, and the rose's crimson petals take wing, adrift in the air. The sublime vista spreads before you, your love at your side—twirling as one, in a dance that captivates all who behold.	微風がひと吹き、薔薇舞う中で、君と寄り添い、この美しき景色を胸に刻む。さぁ、一曲、踊りましょうか？	잔잔한 바람에 장미 꽃잎이 하늘에 흩날린다. 아름다운 풍경과 마음의 동반자가 곁에 있으며, 함께 춤을 추고, 세상의 기쁨을 나눈다.	​สาย​ลม​เบา​บาง​พัด​มา​อย่าง​ไม่​คาด​คิด ​กลีบ​กุหลาบ​ลอย​ละล่อง​ไป​ทั่ว​ฟากฟ้า ​ทัศนียภาพ​สวย​งาม​อยู่​เบื้องหน้า ​มี​บุคคล​ที่​งดงาม​คอย​เคียง​ข้าง ​เต้น​รำ​ร่วม​กัน​สัก​บทเพลง ​พร้อม​รอย​ยิ้ม​ที่​งดงาม​จน​โลก​ทั้ง​ใบ​ต้อ​งตก​ตะลึง​
6220050	62	622	2	5	0				61:player_frame_6220050				1	3000003	10		69	1	手机QQ预约头像框	手機預約頭像框	Pre-registration Avatar Frame	謎のアイコン枠	커뮤니티 예약 프로필 프레임	กรอบ​โปรไฟล์​ลงทะเบียน​ล่วงหน้า​แอพ​ QQ​ บน​โทรศัพท์​	头像框·运营活动的纪念	頭像框·運營活動的紀念	Avatar Frame: Memento for events	アイコン枠･キャンペーンの記念	프로필 프레임·운영 이벤트 기념	กรอบ​โปรไฟล์​·​รำลึก​กิจกรรม​การบริหาร​	欢迎来到猫之城，在新海市开始你的冒险吧	歡迎來到貓之城，在新海市開始你的冒險吧	Welcome to Cat Fantasy. Enjoy your life in Catto City!	キャットファンタジーへようこそ。さあ、新海市であなたの冒険を始めよう。	캣판타지에 오신 것을 환영합니다. 뉴오션시티에서 당신의 모험을 시작해보세요	ยินดีต้อนรับ​สู่​ Cat​ Fantasy​ มา​เริ่มต้น​การผจญภัย​ของ​คุณ​ใน​แค​ทโตะ​ ซิตี้​กัน​เถอะ​
6220051	62	622	2	5	0				61:player_frame_6220051				1	3000003	10		70	1	热带风情	熱帶風情	Mannava Charm	熱帯風情	열대 풍경	เสน่ห์เขตร้อน	头像框·参加泼水狂欢节活动的纪念	頭像框·參加潑水狂歡節活動的紀念	Avatar Frame: Memento for the Splish-splash Revelry event	アイコン枠・「水かけカーニバル」参加記念	프레임·물 축제 이벤트 참여 기념	กรอบโปรไฟล์·รำลึกการเข้าร่วมกิจกรรม "ศึกสาดน้ำ หัวใจเหมียว"	拿起水枪，带上墨镜。让我们迎接来自曼纳瓦的热情吧！	拿起水槍，帶上墨鏡。讓我們迎接來自曼納瓦的熱情吧！	With water guns in hand and shades on, let's embrace the vibrant revelry coming from Mannava!	水鉄砲を手に、サングラスをかけて——さあ、マンナワの熱気を全身で感じよう！	물총을 들어, 선글라스를 챙겨! 만나와의 뜨거운 열정을 맞이할 준비 되셨나요?	หยิบ​ปืน​ฉีด​น้ำ​ขึ้น​มา ​ใส่​แว่น​กัน​แดด​ให้​พร้อม ​แล้ว​มา​ต้อนรับ​ความ​สนุกสนาน​คึกคัก​จาก​แมนนาวา​ด้วย​กัน​เถอะ​นะ​!​
6220052	62	622	2	5	0				61:player_frame_6220052				1	3000003	10		71	1	春野落樱	春野落櫻	Falling Blossoms	春の野に散る桜	흩날리는 벚꽃	กลีบ​ซากุระ​โรยรา​ใน​ทุ่ง​ฤดูใบไม้ผลิ​	头像框·参加永不凋谢的樱花活动的纪念	頭像框·參加永不凋謝的櫻花活動的紀念	Avatar Frame: Memento for the "Beneath the Blossoms, Beyond Time" event	アイコン枠・「散ることのない桜」参加記念	프레임·시들지 않는 벚꽃 이벤트 참여 기념	กรอบ​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ซากุระ​ที่​ไม่​มี​วัน​ร่วงโรย​	煦风抚枝头，翩跹绯樱似春雨，阵阵相思意。\n	煦風撫枝頭，翩躚緋櫻似春雨，陣陣相思意。	Cherry blossoms dance on the wind, falling like gentle rain, each petal carrying sweet melancholy.	やわらかな風が枝を揺らし、舞い散る桜の花びらが春の雨のように、思いの数だけ心に響く。	따스한 바람이 가지를 스치면, 흩날리는 연분홍 벚꽃이 봄비처럼 내려와 그리움이 살랑살랑 밀려온다.	ลม​อ่อน​พัดผ่าน​มา​สัมผัส​ยอด​กิ่ง​ ดอก​ซากุระ​สีแดง​อ่อน​ลอย​ละ​ลิ่ว​ราวกับ​ฝน​ใน​ฤดูใบไม้ผลิ​ ทำให้​ความคิดถึง​หวน​กลับมา​เป็น​ระลอก​
6220053	62	622	2	5	0				61:player_frame_6220053				1	3000003	10		72	1	温馨港湾	溫馨港灣	Safe Haven	ホーム・スイート・ホーム	포근한 항구	ที่พักใจแสนอบอุ่น	头像框·参加不再流浪活动的纪念	頭像框·參加不再流浪活動的紀念	Avatar Frame: Memento for the "A Place to Call Home" event	アイコン枠・「猫の帰る場所」参加記念	프로필 프레임·방랑의 끝 이벤트 참가 기념	กรอบ​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ "​ที่พัก​ดวงใจ​"​	无论外面风雨多么喧嚣，这里始终有一盏暖灯为你而留。	無論外面風雨多麼喧囂，這裡始終有一盞暖燈為你而留。	No matter how wild the world may be outside, a warm light will always be here for you.	外がどれほど嵐に荒れていても、この場所には、君を迎える灯火が消えることはない。	밖에 비바람이 아무리 거세도, 이곳엔 언제나 당신을 위해 따뜻한 등불 하나가 켜져 있답니다.	ไม่​ว่า​โลก​ภายนอก​จะ​วุ่นวาย​เพียงใด​...​ ที่​แห่ง​นี้​จะ​มี​แสงสว่าง​อัน​อบอุ่น​ดวง​หนึ่ง​รอคอย​ให้​เธอ​กลับมา​อยู่​เสมอ​
6220054	62	622	2	5	0				61:player_frame_6220054				1	3000003	10		73	1	星际裁判	星際裁判	Galactic Arbiter	宇宙裁判	별의 심판	ผู้พิพากษาดวงดาว	头像框·参加夜间巡逻的纪念	頭像框·參加夜間巡邏的紀念	Avatar Frame: Memento for joining the Nightly Patrol	アイコン枠·夜間パトロールの参加記念	프로필 프레임·야간 순찰 참여 기념	กรอบ​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​ลาดตระเวน​ยาม​ราตรี​	相信那在星空之下的默默守护，会让和平之光洒满世界的每个角落。	相信那在星空之下的默默守護，會讓和平之光灑滿世界的每個角落。	We believe that the tranquil guardianship among the stars will illuminate the world with the radiance of peace.	星空の下での静かな守護が、世界の隅々にまで平和の光を広げると信じている。	별빛 아래에서 묵묵히 지켜준다는 것을 믿는다면, 평화의 빛이 세상의 곳곳을 밝혀줄 것이다.	เชื่อ​ว่า​การเฝ้า​ระวัง​อย่าง​เงียบๆ​ ใต้​ท้องฟ้า​ยาม​ราตรี​ จะ​ทำให้​แสง​แห่ง​สันติภาพ​ส่อง​ไป​ถึง​ทั่ว​ทุก​มุม​โลก​
6220055	62	622	2	5	0				61:player_frame_6220055				1	3000003	10		74	1	流光之夏	流光之夏	Summer of Radiant Lights	流光の夏	찬란한 여름	จรัสแสงแห่งฤดูร้อน	头像框·参加心愿烟火之夏活动的纪念	頭像框·參加心願煙火之夏活動的紀念	Avatar Frame: Memento for the "Summer Fantasy: Wishes Alight" event	アイコン枠・「夏花火に願いを込めて」参加記念	프레임·불꽃 속의 여름 소원 이벤트 참여 기념	กรอบ​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ "​ดอกไม้ไฟ​แห่ง​คำอธิษฐาน​"​	烟火划过夜幕，照亮了整片海滩，点燃了有你的盛夏。	煙火劃過夜幕，照亮了整片海灘，點燃了有你的盛夏。	Fireworks streak through the night, lighting up the whole beach and setting aglow a summer made unforgettable with you by my side. 	夜空を駆ける花火が海岸を明るく照らし、あなたと過ごす特別な夏を鮮やかに彩る。	불꽃이 밤하늘을 가르며 해변 전체를 밝히고, 당신이 있는 이 한여름을 불태웠습니다.	ดอกไม้ไฟ​ลอย​ผ่าน​ม่าน​ราตรี​อัน​มืดมิด​ สาดส่อง​แสงสว่าง​ไป​ทั่ว​ทั้ง​ชายหาด​ จุดประกาย​ฤดู​ร้อนที่​มี​เพียง​เรา​สอง​
6220056	62	622	2	5	0				61:player_frame_6220056				1	3000003	10	128:PlayerHeadFrame6220056.prefab	75	1	至尊喵喵神的荣誉	至尊喵喵神的榮譽	Honor of the Supreme Meow Deity	にゃんこ大王の栄冠	최고의 냥냥신의 영예	เกียรติยศมหาเทพเหมียว	头像框·线下活动「Pathos Breaking Day」冠军纪念	頭像框·線下活動「Pathos Breaking Day」冠軍紀念	Avatar Frame: Memento for claiming first place in the Offline event: Pathos Breaking Day	タイのオフラインイベント限定	프레임 · 오프라인 이벤트 「Pathos Breaking Day」 우승 기념	กรอบโปรไฟล์·รำลึกการชนะการแข่งขัน Offline Event: Pathos Breaking Day	颁发给在限定线下赛事「Pathos Breaking Day」中力压群雄、勇夺第一的玩家。	頒發給在限定線下賽事「Pathos Breaking Day」中力壓群雄、勇奪第一的玩家。	Awarded to the player who claimed first place above all challengers in the exclusive offline event: Pathos Breaking Day.	入手方法なし。	한정 오프라인 이벤트 「Pathos Breaking Day」에서 모든 참가자를 압도하고 우승을 차지한 플레이어에게 수여됩니다.	มอบให้แก่ผู้เล่นผู้ยืนหยัดเป็นที่หนึ่งเหนือคู่แข่งทั้งหมดในการแข่งขันออฟไลน์สุดพิเศษ
