id	type	showType	quality	stack	sellitem	sellMoney	openType	openParameter	showGotoIcon	photoId	photoIdSmall	bagUsed	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
4104402	41	4199	2	999	0	0	253;637;255;257;251	0;1;1;1;3	1	6:goods_icon_4104402		0				1	锈蚀徽记	銹蝕徽記	Rusty Emblem	錆びたエンブレム	녹슨 엠블럼	ตราที่ขึ้นสนิม	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	磨损不堪的徽记，诉说着古城过去的历史。可探测到其中附着有少量情绪粒子。	磨損不堪的徽記，訴說著古城過去的歷史。可探測到其中附著有少量情緒粒子。	A heavily worn emblem, narrating the history of the ancient city. It still carries a small amount of Pathos Particles within.	錆びたエンブレム。過去の歴史を物語っている。中から少量のエモーション粒子が検出される。	심하게 닳은 엠블럼이다. 옛 성의 역사적 상징이다. 품고 있는 소량의 이모션 파티클이 측정된다.	ตรา​ที่​พัง​จน​ไม่​เหลือ​ชิ้น​ดี​ บ่งบอกถึง​ประวัติศาสตร์​ของ​เมือง​โบราณ​ สามารถ​ตรวจ​จับได้​ว่า​มี​อนุภาค​พา​โธส​จำนวน​เล็กน้อย​เกาะติด​อยู่​
4104403	41	4199	2	999	0	0	253;255;256;257;251	0;1;1;1;3	1	6:goods_icon_4104403		0				1	守墓灯	守墓燈	Keeper's Lantern	墓前灯篭	무덤 램프	โคมไฟเฝ้าสุสาน	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	燃烧着蜡烛的破旧小灯，旧城区常见的照明工具。	燃燒著蠟燭的破舊小燈，舊城區常見的照明工具。	A worn-out lantern burning with candles, once a common lighting tool in the Oldtown.	古いランプ。オールドタウンでよく見られる照明器具。	초를 태우는 낡은 램프이다. 구시가지에서 흔히 보이는 조명 도구이다.	โคมไฟ​ที่​เก่า​และ​พัง​ เป็น​อุปกรณ์​ให้​ความสว่าง​ที่จะ​พบเห็น​บ่อย​ ๆ​ ใน​เขตเมือง​โบราณ​
4104501	41	4199	2	999	0	0	263;264;266;268;261	0;1;1;1;3	1	6:goods_icon_4104501		0				1	未知秘钥	未知秘鑰	Mystery Key	謎の鍵	알 수 없는 비밀 카드키	กุญแจปริศนา	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	可破解部分密码锁的黑客卡，上面的提示文字已模糊不清，不知道能否使用。	可破解部分密碼鎖的駭客卡，上面的提示文字已模糊不清，不知道能否使用。	A hacker card with the capability to decipher certain password locks, though the text on it has become blurry and unreadable. Its usability remains uncertain.	一部のパスワードロックを解除できるハッカーカード。上のヒント文字がかすれていてよく読めない。使用可能かどうかはわからない。	일부 잠금 장치를 해제할 수 있는 머신 어시스턴트 카드. 카드에 새겨진 문자는 흐릿해서 알아볼 수 없다. 사용 가능 여부는 미지수다.	การ์ด​แฮ็กเกอร์​ที่​สามารถ​ถอด​รหัสผ่าน​บางส่วน​ได้​ ตัวอักษร​ที่อยู่​บน​นั้น​เลือนลาง​ไม่​ชัดเจน​ ไม่​รู้​ว่า​จะ​ยัง​ใช้งาน​ได้​อีก​หรือไม่​
4104502	41	4199	2	999	0	0	263;264;265;267;261	0;1;1;1;3	1	6:goods_icon_4104502		0				1	异态电路	異態電路	Aberrant Circuit	異形回路	이상 회로	วงจรต่างมิติ	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	因傀化而异变的集成电路。很多工程师都喜欢研究其中的问题，但收获甚少。	因傀化而異變的積體電路。很多工程師都喜歡研究其中的問題，但收穫甚少。	An integrated circuit that has undergone modifications due to Affliction. Many engineers find fascination in studying its anomalies, albeit gaining little in return.	傀化した集積回路。多くのエンジニアが研究に取り組んできたが、結果がなかなか出なかった。	퍼펫화로 인해 변질된 집적 회로이다. 많은 엔지니어들이 연구하고 싶어하지만 사실은 별 볼 일 없다.	วงจร​เชื่อมต่อ​รวม​ที่​แปรสภาพ​เนื่องจาก​สภาวะ​หุ่นเชิด​ การเปลี่ยนแปลง​นี้​เป็น​สิ่ง​ที่​วิศวกร​หลาย​คน​ชอบ​ศึกษา​วิจัย​ แต่กลับ​ได้รับ​ผลลัพธ์​ที่​น้อย​มาก​
4104503	41	4199	2	999	0	0	263;265;266;267;261	0;1;1;1;3	1	6:goods_icon_4104503		0				1	研究记录残页	研究記錄殘頁	Remaining Research Notes	研究記録の残片	연구 기록 파손본	หน้า​บันทึก​วิจัย​ที่​หลงเหลือ​	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	被涂黑的研究记录，上面的文字已无法识别。可探测到其中附着有少量情绪粒子。	被塗黑的研究記錄，上面的文字已無法識別。可探測到其中附著有少量情緒粒子。	Research records that have been blacked out, rendering the text unreadable. It still carries a small amount of Pathos Particles within.	黒く塗られた研究記録。そこに書かれた文字はもう識別できない。中から少量のエモーション粒子が検出される。	검게 물든 연구 기록이다. 인쇄된 문자는 알아볼 수 없다. 품고 있는 소량의 이모션 파티클이 측정된다.	บันทึก​การวิจัย​ที่​มืดมน​ ตัวอักษร​ที่อยู่​บน​นั้น​ไม่​สามารถ​อ่าน​ได้​เลย​ สามารถ​ตรวจ​จับได้​ว่า​มี​อนุภาค​พา​โธส​จำนวน​เล็กน้อย​เกาะติด​อยู่​
4104601	41	4199	2	999	0	0	273;274;276;278;271	0;1;1;1;3	1	6:goods_icon_4104601		0				1	烧焦的作战手册	燒焦的作戰手冊	Burnt Tactics Manual	焼け焦げた作戦マニュアル	눌어붙은 작전 수첩	คู่มือ​การ​รบ​ที่​ถูก​เผาไหม้​	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	战斗员实战资料手册，可惜已经被烧焦，只剩下一小部分。	戰鬥員實戰資料手冊，可惜已經被燒焦，只剩下一小部分。	A Combatant field manual that has been burned, leaving only a small portion intact.	戦闘員の実戦マニュアル。残念なことに焼け焦げてしまい、残っているのがほんの一部しかない。	전투원의 실전 자료 수첩이다. 안타깝게도 이미 다 타고 눌어붙어 일부분만이 남았다.	ข้อมูล​คู่มือ​การต่อสู้​จริง​ของ​เอ​เจนต์​ น่าเสียดาย​ที่​โดน​เผา​จน​ไหม้​หมด​แล้ว​ เหลือ​เพียง​ส่วน​เล็กน้อย​
4104602	41	4199	2	999	0	0	273;274;275;277;271	0;1;1;1;3	1	6:goods_icon_4104602		0				1	空弹壳	空彈殼	Empty Shell Casings	空薬莢	빈 탄피	ปลอกกระสุนเปล่า	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	生锈了的子弹弹壳，上面刻有新海市军方的标志。	生銹了的子彈彈殼，上面刻有新海市軍方的標誌。	Rusty shell casings adorned with the symbol of Catto City's forces.	さび付いた空薬莢。新海市軍のマークが刻まれている。	녹슬어버린 탄피이다. 뉴오션 시티 군부의 표식이 새겨져 있다.	ปลอกกระสุน​ที่​ขึ้นสนิม​แล้ว​ บน​นั้น​สลัก​สัญลักษณ์​ของ​กองทัพ​แค​ทโตะ​ ซิตี้​ไว้​
4104603	41	4199	2	999	0	0	273;275;276;277;271	0;1;1;1;3	1	6:goods_icon_4104603		0				1	褪色绶带	褪色綬帶	Discolored Ribbon	色あせたリボン	퇴색된 인장 끈	ริบบิ้นสีจาง	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	表彰仪式上所用的绶带，上面覆盖着厚厚的灰尘。可探测到其中附着有少量情绪粒子。	表彰儀式上所用的綬帶，上面覆蓋著厚厚的灰塵。可探測到其中附著有少量情緒粒子。	A ribbon once used in commendation ceremonies, now covered in a thick layer of dust. It still carries a small amount of Pathos Particles within.	表彰式で使用されるリボン。厚いほこりがかかっている。上から少量のエモーション粒子が検出される。	표창식에서 사용되는 리본이다. 두꺼운 먼지에 뒤덮여 있다. 품고 있는 소량의 이모션 파티클이 측정된다.	ริบบิ้น​ทั้งหมด​ที่​ใช้​ใน​พิธี​ยกย่อง​ บน​นั้น​มี​ฝุ่น​หนา​ ๆ​ ปกคลุม​อยู่​ สามารถ​ตรวจ​จับได้​ว่า​มี​อนุภาค​พา​โธส​จำนวน​เล็กน้อย​เกาะติด​อยู่​
4100011	41	4105	2	999	3000003	20	636;415;625;626;635		1	6:goods_icon_4100011		0				1	强化金属	強化金屬	Enhancement Metal	強化金属	강화 금속	เหล็กรีไฟน์	用于装备升级	用於裝備升級	Used for equipment upgrading.	装備の強化に使用できる。	장비 레벨업에 사용된다	ใช้​สำหรับ​อัปเกรด​อุปกรณ์​	用于装备升级的必要金属材料。	用於裝備升級的必要金屬材料。	Essential metal materials for equipment upgrades.	装備の強化に必要な金属材料。	장비 레벨업에 필요한 금속 재료이다.	วัตถุดิบ​โลหะ​สำหรับ​การ​อัปเกรด​อุปกรณ์​
4100021	41	4106	1	999	3000003	20	628;635;626	0;0;4100021	1	6:goods_icon_4100021		0				1	升星纤维·Ⅰ	升星纖維·Ⅰ	Star-up Fiber I	昇格繊維･Ⅰ	승급 섬유 I	ไฟเบอร์เพิ่มดาว·Ⅰ	用于NC品质装备升星消耗。	用於NC品質裝備升星消耗。	Used for increasing NC equipment's star level.	NC品質の装備の昇格素材。	NC 등급의 장비 별 등급을 상승시키는 데 사용된다.	ใช้​สำหรับ​เพิ่ม​ดาว​อุปกรณ์​ระดับ​ NC​	用于强化装备的纤维，可以提升装备星级。	用於強化裝備的纖維，可以提升裝備星級。	Fiber used for enhancing equipment and increasing its star level.	装備強化素材、装備の昇格に使用できる。	장비를 강화하는데 사용되는 섬유다. 장비의 별 등급을 상승시킬 수 있다.	ไฟเบอร์​ที่​ใช้​สำหรับ​ตี​บวก​อุปกรณ์​ สามารถ​เพิ่ม​ระดับ​ดาว​อุปกรณ์​ได้​
4100022	41	4106	2	999	3000003	100	635;628;626;707	0;0;4100022	1	6:goods_icon_4100022		0				1	升星纤维·Ⅱ	升星纖維·Ⅱ	Star-up Fiber II	昇格繊維･Ⅱ	승급 섬유 II	ไฟเบอร์เพิ่มดาว·Ⅱ	用于N品质装备升星消耗。	用於N品質裝備升星消耗。	Used for increasing N equipment's star level.	N品質の装備の昇格素材。	N 등급의 장비 별 등급을 상승시키는 데 사용된다.	ใช้​สำหรับ​เพิ่ม​ดาว​อุปกรณ์​ระดับ​ N​	用于强化装备的纤维，可以提升装备星级。	用於強化裝備的纖維，可以提升裝備星級。	Fiber used for enhancing equipment and increasing its star level.	装備強化素材、装備の昇格に使用できる。	장비를 강화하는데 사용되는 섬유다. 장비의 별 등급을 상승시킬 수 있다.	ไฟเบอร์​ที่​ใช้​สำหรับ​ตี​บวก​อุปกรณ์​ สามารถ​เพิ่ม​ระดับ​ดาว​อุปกรณ์​ได้​
4100023	41	4106	3	999	3000003	500	635;628;626;707	0;0;4100023	1	6:goods_icon_4100023		0				1	升星纤维·Ⅲ	升星纖維·Ⅲ	Star-up Fiber III	昇格繊維･Ⅲ	승급 섬유 III	ไฟเบอร์เพิ่มดาว·Ⅲ	用于R品质装备升星消耗。	用於R品質裝備升星消耗。	Used for increasing R equipment's star level.	R品質の装備の昇格素材。	R 등급의 장비 별 등급을 상승시키는 데 사용된다.	ใช้​สำหรับ​เพิ่ม​ดาว​อุปกรณ์​ระดับ​ R​	用于强化装备的纤维，可以提升装备星级。	用於強化裝備的纖維，可以提升裝備星級。	Fiber used for enhancing equipment and increasing its star level.	装備強化素材、装備の昇格に使用できる。	장비를 강화하는데 사용되는 섬유다. 장비의 별 등급을 상승시킬 수 있다.	ไฟเบอร์​ที่​ใช้​สำหรับ​ตี​บวก​อุปกรณ์​ สามารถ​เพิ่ม​ระดับ​ดาว​อุปกรณ์​ได้​
4100024	41	4106	4	999	3000003	2000	635;628;626;707	0;0;4100024	1	6:goods_icon_4100024		0				1	升星纤维·Ⅳ	升星纖維·Ⅳ	Star-up Fiber IV	昇格繊維･Ⅳ	승급 섬유 IV	ไฟเบอร์เพิ่มดาว·Ⅳ	用于SR品质装备升星消耗。	用於SR品質裝備升星消耗。	Used for increasing SR equipment's star level.	SR品質の装備の昇格素材。	SR 등급의 장비 별 등급을 상승시키는 데 사용된다.	ใช้​สำหรับ​เพิ่ม​ดาว​อุปกรณ์​ระดับ​ SR​	用于强化装备的纤维，可以提升装备星级。	用於強化裝備的纖維，可以提升裝備星級。	Fiber used for enhancing equipment and increasing its star level.	装備強化素材、装備の昇格に使用できる。	장비를 강화하는데 사용되는 섬유다. 장비의 별 등급을 상승시킬 수 있다.	ไฟเบอร์​ที่​ใช้​สำหรับ​ตี​บวก​อุปกรณ์​ สามารถ​เพิ่ม​ระดับ​ดาว​อุปกรณ์​ได้​
4100025	41	4106	5	999	3000003	10000	628;635;707	0;0;4100025	1	6:goods_icon_4100025		0				1	升星纤维·Ⅴ	升星纖維·Ⅴ	Star-up Fiber V	昇格繊維･Ⅴ	승급 섬유 V	ไฟเบอร์เพิ่มดาว·Ⅴ	用于SSR品质装备升星消耗。	用於SSR品質裝備升星消耗。	Used for increasing SSR equipment's star level.	SSR品質の装備の昇格素材。	SSR 등급의 장비 별 등급을 상승시키는 데 사용된다.	ใช้​สำหรับ​เพิ่ม​ดาว​อุปกรณ์​ระดับ​ SSR​	用于强化装备的纤维，可以提升装备星级。	用於強化裝備的纖維，可以提升裝備星級。	Fiber used for enhancing equipment and increasing its star level.	装備強化素材、装備の昇格に使用できる。	장비를 강화하는데 사용되는 섬유다. 장비의 별 등급을 상승시킬 수 있다.	ไฟเบอร์​ที่​ใช้​สำหรับ​ตี​บวก​อุปกรณ์​ สามารถ​เพิ่ม​ระดับ​ดาว​อุปกรณ์​ได้​
4100026	41	4106	6	999	3000003	10000	707;635	0;0;4100026	1	6:goods_icon_4100026		0				1	升星纤维·Ⅵ	升星纖維·Ⅵ	Star-up Fiber VI	昇格繊維･Ⅵ	승급 섬유 VI	ไฟเบอร์เพิ่มดาว·Ⅵ	用于UR品质装备升星消耗。	用於UR品質裝備升星消耗。	Used for increasing UR equipment's star level.	UR品質の装備の昇格素材。	UR 등급의 장비 별 등급을 상승시키는 데 사용된다.	ใช้​สำหรับ​เพิ่ม​ดาว​อุปกรณ์​ระดับ​ UR​	用于强化装备的纤维，可以提升装备星级。	用於強化裝備的纖維，可以提升裝備星級。	Fiber used for enhancing equipment and increasing its star level.	装備強化素材、装備の昇格に使用できる。	장비를 강화하는데 사용되는 섬유다. 장비의 별 등급을 상승시킬 수 있다.	ไฟเบอร์​ที่​ใช้​สำหรับ​ตี​บวก​อุปกรณ์​ สามารถ​เพิ่ม​ระดับ​ดาว​อุปกรณ์​ได้​
4100031	41	4107	6	999	3000003	50	625;635		0	6:goods_icon_4100031		0				1	固化器	固化器	Refinement Lock	固化器	강화 장치	คอร์เสริมสมรรถนะ	用于强化装备属性	用於強化裝備屬性	Used to enhance equipment stats.	装備ステータス強化に使用できる。	장비 속성 강화에 사용된다	ใช้​สำหรับ​เสริม​คุณสมบัติ​อุปกรณ์​	装备强化相关设备，可以加强装备的升星属性值	裝備強化相關設備，可以加強裝備的升星屬性值	A device used for equipment enhancement, it can boost the star-up attributes of your equipment.	装備強化用アイテム。装備の昇格特性をアップできる。	장비 강화 관련 기기. 장비의 별 등급 속성을 강화할 때 사용된다	เครื่องมือ​ที่​เกี่ยวข้อง​กับ​การ​ตี​บวก​อุปกรณ์​ สามารถ​เพิ่มค่า​คุณสมบัติ​การ​เพิ่ม​ดาว​ของ​อุปกรณ์​ได้​
4100032	41	4108	5	999	3000003	100	636;628;626		0	6:goods_icon_4100032		0				1	重组器	重組器	Recombinator	リセットマシン	재구성기	ตัวรีคอมโพส	用于装备洗练。	用於裝備洗練。	Used for refining equipment.	装備の洗練に使用できる。	장비 제련에 사용된다.	ใช้สำหรับรีไฟน์อุปกรณ์	装备强化相关设备，可将当前组件功能重置。	裝備強化相關設備，可將當前元件功能重置。	An essential device for equipment enhancement, capable of resetting the functions of existing components.	装備洗練で装備の特製をリセットする時に使われる。	장비 강화에 관련된 설비다. 부품의 기능을 재구성할 수 있다.	เครื่องมือ​ที่​เกี่ยวข้อง​กับ​การ​ตี​บวก​อุปกรณ์​ สามารถ​รีเซ็ต​ฟังก์ชัน​ของ​ชิ้นส่วน​ปัจจุบัน​ได้​
4100033	41	4106	6	999	3000003	2000			0	6:goods_icon_4100033		0				1	跃迁器	躍遷器	Transporter	跳躍マシン	이전기	โมดูลเปลี่ยนถ่าย	装备超升星材料	裝備超升星材料	Equipment Star-up Material	/	장비 별 등급 초월 상승 재료	วัตถุดิบเพิ่มดาวขั้นสูง	提升物品情绪粒子能量的稀有数据仪器。	提升物品情緒粒子能量的稀有資料儀器。	Rare data instrument used to increase Pathos Particle energy of items.	アイテムに含まれるエネルギー量を高めるハイテク機材。	물건의 이모션 파티클 에너지를 증가시키는 희귀한 데이터 기기이다.	อุปกรณ์​ชุด​ข้อมูล​หา​ยาก​ที่​ใช้​ใน​การ​เพิ่ม​พลังงาน​ของ​อนุภาค​พา​โธส​ของ​สิ่งของ​
4100034	41	4119	6	999	3000003	2000			0	6:goods_icon_4100034		0				1	刻印石	刻印石	Engraving Stone	刻印石	각인석	หินแกะสลัก	用于装备刻印	用於裝備刻印	Used for equipment engraving.	装備刻印に使用される。	장비 각인에 사용된다	ใช้สำหรับสลักอุปกรณ์	可在临界重构深处获取的稀有资源。代表猫族始祖对该猫族的嘉许和奖励，刻印在装备上后，能够让装备与使用者产生独特的联系，大幅度提升战力。	可在臨界重構深處獲取的稀有資源。代表貓族始祖對該貓族的嘉許和獎勵，刻印在裝備上後，能夠讓裝備與使用者產生獨特的聯繫，大幅度提升戰力。	A precious resource deep within the Critical Fracture. It symbolizes the approval and reward from the Felinian Ancestors to their descendants. When engraved on equipment, it establishes a unique bond with the user, significantly enhancing their power.	臨界リファクターの深部で入手可能な希少資源。フェリニアンスの祖先からの加護と報酬を象徴するものであり、装備に刻印することで使用者との特別な共鳴を生み出し、戦闘力を大幅に向上させる。	임계 재구성 심층부에서 획득할 수 있는 희귀 자원입니다.\n캣족 시조가 해당 캣족에게 내린 인정과 보상을 상징하며, 장비에 각인하면 장비와 사용자가 독특한 유대를 형성하여 전투력을 크게 향상시킵니다.	ทรัพยากร​หา​ยาก​ที่​สามารถ​ได้รับ​จาก​ส่วนลึก​ของ​ "​วิกฤต​อนันต์​"​ ซึ่ง​เป็นตัวแทน​ของ​การ​ยกย่อง​และ​เป็น​รางวัล​จาก​บรรพบุรุษ​ของ​เผ่า​แมว​ เมื่อ​สลัก​ลง​บน​อุปกรณ์​ จะ​ทำให้เกิด​ความ​เชื่อมโยง​พิเศษ​ระหว่าง​อุปกรณ์​และ​ผู้ใช้​ ซึ่ง​จะ​ช่วย​ยกระดับ​พลัง​การต่อสู้​ได้​อย่าง​มหาศาล​
4100035	41	4123	6	999	3000003	50	935			6:goods_icon_4100035		0				1	锁定器	鎖定器	Lock	ロックマシン	잠금기	กลไกจับล็อก	用于装备锁定	用於裝備鎖定	Used to lock equipment.	装備をロックするのに使用できる。	장비 잠금에 사용된다.	ใช้สำหรับล็อกอุปกรณ์	可以让狂躁的情绪力量稳定下来的稀有组件	可以讓狂躁的情緒力量穩定下來的稀有零件	A rare component that can stabilize frenzied Pathos.	暴走するエモーションパワーを安定させるレアなユニット。	광폭한 이모션의 힘을 안정시킬 수 있는 구성기이다.	ชิ้นส่วน​หา​ยาก​ที่​สามารถ​ทำให้​พลังงาน​พา​โธส​ที่​คุกรุ่น​สงบ​ลง​ได้​
4100036	41	4124	6	999	3000003	50	934			6:goods_icon_4100036		0				1	UR纤维	UR纖維	UR Fiber	UR繊維	UR 섬유	ไฟเบอร์ UR	用于UR装备的强化和重铸	用於UR裝備的強化和重鑄	Used to enhance and reforge UR equipment.	UR装備の強化と改鋳に使用できる。	UR 장비 강화 및 주조에 사용된다.	ใช้​สำหรับ​การหลอม​หรือ​การ​ตี​บวก​ของ​อุปกรณ์​ UR​	特制的纤维组件，可以提升装备的属性	特製的纖維零件，可以提升裝備的屬性	Specially crafted fiber components that can enhance equipment stats.	特製の繊維ユニット、装備のステータスを強化できる。	특수 제작된 섬유 구성기, 장비 속성 증가에 사용된다.	ชิ้นส่วน​ไฟเบอร์​ที่​ออกแบบ​พิเศษ​ สามารถ​เพิ่ม​คุณสมบัติ​ของ​อุปกรณ์​ได้​
4105011	41	4109	3	999	3000003	500	633;724		1	6:goods_icon_4105011		0				1	赤铜矿	赤銅礦	Cuprite	キュプライト	적광석	คูไพรต์	用于升级战斗员的专武。	用於升級戰鬥員的專武。	Used to upgrade the Pathos Weapon of a Combatant.	戦闘員の専用武器強化に使用できる。	전투원의 전용 무기 승급 시 사용된다	ใช้​สำหรับ​อัปเกรด​อาวุธ​เฉพาะ​ของ​ตัวละคร​	被红色情绪粒子浸染的矿石，用于战斗员专武的升级。	被紅色情緒粒子浸染的礦石，用於戰鬥員專武的升級。	Ore infused with Red Pathos Particles, used for upgrading Combatant's Pathos Weapons.	レッドエモーション粒子を染み込ませた鉱石。専用武器のアップグレード素材。	레드 이모션 파티클에 침식된 광석으로, 전투원의 전용 무기 승급 시 사용된다.	แร่​ที่​ถูก​ชุบ​ด้วย​อนุภาค​พา​โธส​สีแดง​ ใช้​สำหรับ​อัปเกรด​อาวุธ​เฉพาะ​ของ​ตัวละคร​
4105012	41	4109	3	999	3000003	500	633;724		1	6:goods_icon_4105012		0				1	橄榄石	橄欖石	Olivine	オリビン	감람석	เพริดอต	用于升级战斗员的专武。	用於升級戰鬥員的專武。	Used to upgrade the Pathos Weapon of a Combatant.	戦闘員の専用武器強化に使用できる。	전투원의 전용 무기 승급 시 사용된다	ใช้​สำหรับ​อัปเกรด​อาวุธ​เฉพาะ​ของ​ตัวละคร​	被绿色情绪粒子浸染的矿石，用于战斗员专武的升级。	被綠色情緒粒子浸染的礦石，用於戰鬥員專武的升級。	Ore infused with Green Pathos Particles, used for upgrading Combatant's Pathos Weapons.	グリーンエモーション粒子を染み込ませた鉱石。専用武器のアップグレード素材。	그린 이모션 파티클에 침식된 광석으로, 전투원의 전용 무기 승급 시 사용된다.	แร่​ที่​ถูก​ชุบ​ด้วย​อนุภาค​พา​โธส​สี​เขียว​ ใช้​สำหรับ​อัปเกรด​อาวุธ​เฉพาะ​ของ​ตัวละคร​
4105013	41	4109	3	999	3000003	500	633;724		1	6:goods_icon_4105013		0				1	堇青石	堇青石	Cordierite	コージェライト	견청석	คอร์เดียไรต์	用于升级战斗员的专武。	用於升級戰鬥員的專武。	Used to upgrade the Pathos Weapon of a Combatant.	戦闘員の専用武器強化に使用できる。	전투원의 전용 무기 승급 시 사용된다	ใช้​สำหรับ​อัปเกรด​อาวุธ​เฉพาะ​ของ​ตัวละคร​	被蓝色情绪粒子浸染的矿石，用于战斗员专武的升级。	被藍色情緒粒子浸染的礦石，用於戰鬥員專武的升級。	Ore infused with Blue Pathos Particles, used for upgrading Combatant's Pathos Weapons.	ブルーエモーション粒子を染み込ませた鉱石。専用武器のアップグレード素材。	블루 이모션 파티클에 침식된 광석으로, 전투원의 전용 무기 승급 시 사용된다.	แร่​ที่​ถูก​ชุบ​ด้วย​อนุภาค​พา​โธส​สีน้ำเงิน​ ใช้​สำหรับ​อัปเกรด​อาวุธ​เฉพาะ​ของ​ตัวละคร​
4105014	41	4109	4	999	3000003	500			1	6:goods_icon_4105014		0				1	情绪合金 L	情緒合金 L	Pathos Alloy L	エネルギー合金 Ｌ	이모션 합금 L	อัลลอยด์พาโธส L	用于升级战斗员的专武。	用於升級戰鬥員的專武。	Used to upgrade the Pathos Weapon of a Combatant.	戦闘員の専用武器強化に使用できる。	전투원의 전용 무기 승급 시 사용된다	ใช้​สำหรับ​อัปเกรด​อาวุธ​เฉพาะ​ของ​ตัวละคร​	被白色情绪粒子浸染的金属材料，用于情绪武器的制造。	被白色情緒粒子浸染的金屬材料，用於情緒武器的製造。	A metal material that has been afflicted with White Pathos Particles, used to create Pathos Weapons.	ホワイトエモーション粒子を染み込ませた鉱石。専用武器のアップグレード素材。	화이트 이모션 파티클에 물든 금속 재료이다. 이모션 무기 제작에 사용된다.	วัตถุดิบ​โลหะ​ที่​ถูก​ชุบ​ด้วย​อนุภาค​พา​โธส​สี​ขาว​ ใช้​สำหรับ​สร้าง​อาวุธ​พา​โธส​
4105015	41	4109	4	999	3000003	500			1	6:goods_icon_4105015		0				1	情绪合金 D	情緒合金 D	Pathos Alloy D	エネルギー合金 Ｄ	이모션 합금 D	อัลลอยด์พาโธส D	用于升级战斗员的专武。	用於升級戰鬥員的專武。	Used to upgrade the Pathos Weapon of a Combatant.	戦闘員の専用武器強化に使用できる。	전투원의 전용 무기 승급 시 사용된다	ใช้​สำหรับ​อัปเกรด​อาวุธ​เฉพาะ​ของ​ตัวละคร​	被黑色情绪粒子浸染的金属材料，用于情绪武器的制造。	被黑色情緒粒子浸染的金屬材料，用於情緒武器的製造。	A metal material that has been afflicted with Black Pathos Particles, used to create Pathos Weapons.	ブラックエモーション粒子を染み込ませた鉱石。専用武器のアップグレード素材。	블랙 이모션 파티클에 물든 금속 재료이다. 이모션 무기 제작에 사용된다.	วัตถุดิบ​โลหะ​ที่​ถูก​ชุบ​ด้วย​อนุภาค​พา​โธส​สี​ดำ​ ใช้​สำหรับ​สร้าง​อาวุธ​พา​โธส​
