id	type	showType	quality	stack	sellitem	sellMoney	photoId	effectType	effectId	effectNum	effectShowId	effectShowNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
5030305	50	501	5	-1	0	0	6:goods_icon_5030305	201	9000011;3000099	40;6480	9000011;3000099	40;6480	1	矿物原石补给IV	礦物原石補給IV	Ore Supply IV	鉱物原石補給IV	광물 원석 보급 IV	เสบียงหินแร่ IV	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5030306	50	501	5	-1	0	0	6:goods_icon_5030306	201	9000011;3000099	50;6480	9000011;3000099	50;6480	1	矿物原石补给V	礦物原石補給V	Ore Supply V	鉱物原石補給V	광물 원석 보급 V	เสบียงหินแร่ V	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5099001	50	501	5	-1	0	0	6:goods_icon_5099001	201	4190001;3000002;3000099	4000;1980;1980	4190001;3000002;3000099	4000;1980;1980	1	常态绪晶礼包	常態緒晶禮包	Standard Pathite Pack	常態緒晶パック	일반 이모션 크리스털 패키지	แพ็กพาไธต์ทั่วไป	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5099002	50	501	5	-1	0	0	6:goods_icon_5099002	201	4104041;4104042;4104043;3000099	2500;2100;1200;1980	4104041;4104042;4104043	2500;2100;1200	1	光之花礼包	光之花禮包	Flower of Light Pack	光の花パック	화이트 플로라·패키지	แพ็กดอกไม้แห่งแสง	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5099003	50	501	5	-1	0	0	6:goods_icon_5099003	201	4102901;4101003;3000099	8;60;1280	4102901;4101003;3000099	8;60;1280	1	战斗员养成礼包	戰鬥員養成禮包	Combatant Growth Pack	戦闘員育成パック	전투원 육성 패키지	แพ็กพัฒนาตัวละคร	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5099004	50	501	5	-1	0	0	6:goods_icon_5099004	201	3000018;3000099	2400;1280	3000018;3000099	2400;1280	1	猫球扭蛋礼包	貓球扭蛋禮包	Cato Gacha Pack	ガトガチャパック	냥냥볼 뽑기 패키지	แพ็กกาชาปองแคทบอล	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5099005	50	501	5	-1	0	0	6:goods_icon_5099005	201	4190002;3000002;3000099	1;3280;3280	4190002;3000002;3000099	1;3280;3280	1	SSR祈愿券礼包	SSR祈願券禮包	SSR Wish Ticket Pack	SSR祈願券パック	SSR 위시 티켓 패키지	แพ็กตั๋วอธิษฐาน SSR	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5099006	50	501	5	-1	0	0	6:goods_icon_5099006	201	4190004;3000002;3000099	6000;6480;6480	4190004;3000002;3000099	6000;6480;6480	1	特化绪晶礼包	特化緒晶禮包	Refined Pathite Pack	特化緒晶パック	스페셜 이모션 크리스털 패키지	แพ็กพาไธต์พิเศษ	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5099008	50	501	5	-1	0	0	6:goods_icon_5099911	201	3000003;4101002;3000002	100000;3;10	3000003;4101002;3000002	100000;3;10	1	每月福利	每月福利	Monthly Perks	月間ボーナス	월간 보너스	สวัสดิการรายเดือน	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5099009	50	501	5	-1	0	0	6:goods_icon_5094006	201	4190004;3000002	2000;1980	4190004;3000002	2000;1980	1	特化绪晶礼包	特化緒晶禮包	Refined Pathite Pack	特化緒晶パック	스페셜 이모션 크리스털 패키지	แพ็กพาไธต์พิเศษ	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5010101	50	501	5	-1	0	0	6:goods_icon_5010101	201	4190001;3000002;3000099	2500;1280;1280			1	等级特惠礼包1	等級特惠禮包1	Level Discount Pack I	レベル応援パック1	레벨 스페셜 패키지 1	แพ็กโปรโมชันเลเวล 1	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5010102	50	501	5	-1	0	0	6:goods_icon_5010102	201	4190001;3000002;3000099	4000;1980;1980			1	等级特惠礼包2	等級特惠禮包2	Level Discount Pack II	レベル応援パック2	레벨 스페셜 패키지 2	แพ็กโปรโมชันเลเวล 2	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5010103	50	501	5	-1	0	0	6:goods_icon_5010103	201	4104043;4104042;3000002;3000099	300;600;1280;1280			1	等级特惠礼包3	等級特惠禮包3	Level Discount Pack III	レベル応援パック3	레벨 스페셜 패키지 3	แพ็กโปรโมชันเลเวล 3	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5010104	50	501	5	-1	0	0	6:goods_icon_5010104	201	4102901;5100001;3000002;4101003;5100015;3000099	10;10;3280;60;10;3280			1	等级特惠礼包4	等級特惠禮包4	Level Discount Pack IV	レベル応援パック4	레벨 스페셜 패키지 4	แพ็กโปรโมชันเลเวล 4	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5010105	50	501	5	-1	0	0	6:goods_icon_5010105	201	3000018;3000002;3000099	1500;1280;1280			1	等级特惠礼包5	等級特惠禮包5	Level Discount Pack V	レベル応援パック5	레벨 스페셜 패키지 5	แพ็กโปรโมชันเลเวล 5	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5099911	50	501	5	-1	0	0	6:goods_icon_5099911	201	4104043;4104042;3000002;3000099	300;600;1280;1280			1	通用小礼包icon占位不用翻译	通用小禮包icon占位不用翻譯	无翻译	/	통용 소형 패키지 아이콘 자리 표시 번역 불필요	ไม่ต้อง​แปล​ตำแหน่ง​ icon​ แพ็ก​เล็ก​ทั่วไป​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5099912	50	501	5	-1	0	0	6:goods_icon_5099912	201	4102901;5100001;3000002;4101003;5100015;3000099	10;10;3280;60;10;3280			1	通用中礼包icon占位不用翻译	通用中禮包icon占位不用翻譯	无翻译	/	통용 중형 패키지 아이콘 자리 표시 번역 불필요	ไม่ต้อง​แปล​ตำแหน่ง​ icon​ แพ็ก​กลาง​ทั่วไป​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5099913	50	501	5	-1	0	0	6:goods_icon_5099913	201	3000018;3000002;3000099	1500;1280;1280			1	通用大礼包icon占位不用翻译	通用大禮包icon占位不用翻譯	无翻译	/	통용 대형 패키지 아이콘 자리 표시 번역 불필요	ไม่ต้อง​แปล​ตำแหน่ง​ icon​ แพ็ก​ใหญ่​ทั่วไป​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5030401	50	501	3	-1	0	0	6:goods_icon_5099911	201	3000004;3000002;3000003	100;20;50000	3000004;3000002;3000003	100;20;50000	1	免费礼包	免費禮包	Free Pack	無料パック	무료 패키지	แพ็กเกจฟรี	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5030402	50	501	5	-1	0	0	6:goods_icon_5099911	201	5100001;3000002;3000099	3;60;60	5100001;3000002;3000099	3;60;60	1	体力礼包Ⅰ	體力禮包Ⅰ	Pathos Pack I	エモーションパックⅠ	이모션 패키지Ⅰ	แพ็กพลังงาน Ⅰ	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
