id	moduleId	mark	systemFunction	trigger	condition	completeCondition	preGuideBehavior	eventInfo	eventBehavior	actionInfo	actionBehavior	actionHLParams	postGuideBehavior	moduleQuitFlag	sync	requestPath	isWaitAnimateComplete	dialogPos	dialogLineDirection	dialogType	voice	goods	goodsNum	skip	renderCameraType	particle	status	text	text_zh_TW	text_en_UK	text_ja_JP	text_ko_KR	text_th_TH
1015_4	1015	4	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1#0	3	0:12:0		0			0		0	0				1	1	1	1						
1015_5	1015	5	0	1#3130				1#ActionPrimaryMapDialog/Root/Container/ButtonAllBattles:1:1	2	1#ActionPrimaryMapDialog/Root/Container/ButtonAllBattles/area:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1015_6	1015	6	0	1#3133			5#0.5	3#ActionDungoenCollectionDialog/Root/Container/ScrollView:5:0:1:1:1:0	2	3#ActionDungoenCollectionDialog/Root/Container/ScrollView:5:0:0:1:1:0#0	3	0:0:0		1			0		0	0				1	1	1	1						
1016_1	1016	1	233	1#2320	-1000#233	-1000#233	8#117						4	0			0		0	0				0	0	0	1						
1016_2	1016	2	233	1#2320			29			2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	调查官，<color=#f44eef>【钓鱼】</color>功能开启了。	調查官，<color=#f44eef>【釣魚】</color>功能開啟了。	Inspector, the <color=#f44eef>[Fishing]</color> feature is available now.	調査官、<color=#f44eef>「フィッシング」</color>が開放されました。	조사관님, <color=#f44eef>[낚시]</color>기능이 오픈되었습니다	ฟังก์ชัน <color=#f44eef>[ตกปลา]</color> เปิดแล้วค่ะ\nคุณผู้ตรวจการ
1016_3	1016	3	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0	16#5:0	0			0		0	0				1	1	1	1						
1016_4	1016	4	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1#0	3	0:12:0		0			0	-478.0596;-154.57||0;0	0	2				1	1	1	1	昆士区中<color=#f44eef>【渔场】</color>已经开放。	昆士區中<color=#f44eef>【漁場】</color>已經開放。	The <color=#f44eef>[Fishery]</color> in Quince is now unlocked.	コンシ区の<color=#f44eef>「漁場」</color>が開放されました。	퀸즈 타운의 <color=#f44eef>[낚시터]</color>가 오픈되었습니다	<color=#f44eef>[บ่อตกปลา]</color> ในเขตควินซ์เปิดแล้วค่ะ
1016_5	1016	5	0	1#3130				5#DynamicNode/AreaMap_01/AreaMap_01_plane/AreaMap_1	3:1#1	1#ActionPrimaryMapDialog/Root/NodePar/MapPoints/ActionPrimaryMapPointNode1/Root:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1016_6	1016	6	0	1#3132				1#ActionSecondMapDialog/Root/NodePar/go110/Root:1:1	2	2#ActionSecondMapDialog/Root/NodePar/go110/Root:0:35.6:200:200:0.5:0.5:0.5:0.5:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1016_7	1016	7	0	1#2550				1#FishPoolGoFishingDialog/Container/Root/LeftPanel/AccompanyFishingGroup/BtnAccompanyFishing:1:1	1	1#FishPoolGoFishingDialog/Container/Root/LeftPanel/AccompanyFishingGroup/BtnAccompanyFishing:1:1#0	3	0:0:0		0			0	1143.4001;-327||0;0	0	2				1	1	1	1	可以选择一名战斗员进行<color=#f44eef>【陪钓】</color>，能提供钓鱼专属增益。	可以選擇一名戰鬥員進行<color=#f44eef>【陪釣】</color>，能提供釣魚專屬增益。	You can select a Combatant as a <color=#f44eef>[Partner]</color>, providing fishing-specific buffs.	フィッシングボーナスを提供する<color=#f44eef>「応援」</color>戦闘員を1名選択してください。	전투원과 <color=#f44eef>[동행]</color>하여 낚시 전용 혜택을 받을 수 있습니다	สามารถพาเอเจนต์ 1 คนมา\n<color=#f44eef>[ตกปลาเป็นเพื่อน]</color> ได้นะคะ และจะได้รับ\nบัฟตกปลาพิเศษด้วยค่ะ
1016_8	1016	8	0	1#720				3#FightChooseCardsDialog/Container/RightRoot/ChooseCardsView:0:CardItem/UITeamMemberNode/CardPar/card:1:0.9:0.9:1	2	3#FightChooseCardsDialog/Container/RightRoot/ChooseCardsView:0:CardItem/UITeamMemberNode/CardPar/card:0:0.9:0.9:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1016_9	1016	9	0	1#720				1#FightChooseCardsDialog/Container/RightRoot/Bottom/FontStyleWithIconButton1:1:1	1	1#FightChooseCardsDialog/Container/RightRoot/Bottom/FontStyleWithIconButton1:1:1#0	3	0:0:0		0	15		0		0	0				1	1	1	1						
1016_10	1016	10	0	1#2550						1#FishPoolGoFishingDialog/Container/Root/FishingGoods/OptipnIconGroup:1:1#0	3	0:0:0	5	0			0	-542.53;-66.5||0;0	0	2				1	1	1	1	右侧这些是钓鱼专属的<color=#f44eef>【垂钓装备】</color>，好的装备能使垂钓更加轻松。 \n <size=26><color=#808080>提示：<color=#f44eef>【特殊鱼饵】</color>能提高特定鱼的上钩率</color>。</size> 	右側這些是釣魚專屬的<color=#f44eef>【垂釣裝備】</color>，好的裝備能使垂釣更加輕鬆。 \n <size=26><color=#808080>提示：<color=#f44eef>【特殊魚餌】</color>能提高特定魚的上鉤率</color>。</size>	The right side shows <color=#f44eef>[Fishing Equipment]</color>. Good ones can make fishing a breeze.\n<size=26><color=#808080>Tip: <color=#f44eef>[Special Bait]</color> ups the chances of catching specific fish</color>.</size>	右側はフィッシング専用の<color=#f44eef>「フィッシング装備」</color>です。良い装備は釣りを容易にしてくれます。 \n <size=26><color=#808080>ヒント：<color=#f44eef>「特殊な釣り餌」</color>は、特定の魚の出現率を高めることができます</color>。</size> 	오른쪽은 <color=#f44eef>[낚시 장비]</color>입니다. 좋은 등급의 장비를 사용하면 낚시가 더 편해집니다. \n <size=26><color=#808080>Tips: <color=#f44eef>[특수 미끼]</color>로 특정 물고기의 낚는 속도를 높일 수 있습니다</color></size> 	<color=#f44eef>[อุปกรณ์ตกปลา]</color> ที่ดี จะทำให้การตกปลา\nนั้นง่ายดายยิ่งขึ้นค่ะ\n<size=26><color=#808080>คำแนะนำ: <color=#f44eef>[เหยื่อพิเศษ]</color> สามารถเ</color></size>\n<size=26><color=#808080>พิ่มโอกาสตกปลาบางชนิดได้ค่ะ</color></size>
1016_11	1016	11	0	1#2550				1#FishPoolGoFishingDialog/Container/Root/FishingGoods/OptipnIconGroup/IconNode4/GoodNode/Container:0.55:0.55	1	1#FishPoolGoFishingDialog/Container/Root/FishingGoods/OptipnIconGroup/IconNode4/GoodNode/Container:0.55:0.55#0	3	0:0:0		0			0	-486;87||0;0	0	2				1	1	1	1	我们来尝试一下更换特殊鱼饵吧。	我們來嘗試一下更換特殊魚餌吧。	Let's try using different special baits.	「特殊な釣り餌」を使ってみましょう。	특수 미끼로 바꿔보세요	ลองเปลี่ยน <color=#f44eef>[เหยื่อพิเศษ]</color> กันค่ะ
1016_12	1016	12	0	1#2555				3#FishPoolStoreBackPackPopup/Container/Root/LeftPanel/ListAndEquipment/LoopList:0:Cell3/Button:1:1:1	1	3#FishPoolStoreBackPackPopup/Container/Root/LeftPanel/ListAndEquipment/LoopList:0:Cell3/Button:0:1:1#0	3	0:0:0		0			0	840.7999;-221||0;0	0	2				1	1	1	1	选择这个<color=#f44eef>【玛瑙2星鱼饵】</color>，它能使<color=#f44eef>【黄花鱼】和【河鲫鱼】</color>更容易上钩。	選擇這個<color=#f44eef>【瑪瑙2星魚餌】</color>，它能使<color=#f44eef>【黃花魚】和【河鯽魚】</color>更容易上鉤。	Choose the <color=#f44eef>Cowrie 2★ Bait</color>. It will assist in catching the <color=#f44eef>[Yellow Croaker] and [Crucian Carp]</color>.	<color=#f44eef>「メノウベイ用餌・★2」</color>を選択して、<color=#f44eef>「フウセイ」と「フナ」</color>の出現率を高めましょう。	<color=#f44eef>[카넬리언 베이 2★ 미끼]</color>를 사용하면 <color=#f44eef>[참조기]와 [붕어]</color>를 더 쉽게 잡을 수 있습니다	สามารถใช้ <color=#f44eef>[เหยื่ออาเกต 2★]</color> เพื่อ\nเพิ่มโอกาสตก <color=#f44eef>[ปลาสำลี]</color> และ\n<color=#f44eef>[ปลาคาร์ปแม่น้ำ]</color> ค่ะ
1016_13	1016	13	0	1#2555				1#FishPoolStoreBackPackPopup/Container/Root/LeftPanel/ListAndEquipment/SelectEquipment/StatusContent/BtnStatusGroup/FontStyleButton:1:1	1	2#FishPoolStoreBackPackPopup/Container/Root/LeftPanel/ListAndEquipment/SelectEquipment/StatusContent/BtnStatusGroup/FontStyleButton:0:25.13:270:142.26:0.5:0.5:0.5:0.5:1:1#0	3	0:0:0		0	15		0		0	0				1	1	1	1						
1016_14	1016	14	0	1#2555				1#UINavigationBarRoot/TopLeftNav/BackButton:1:1	1	2#UINavigationBarRoot/TopLeftNav/BackButton:-76.37:0:152.74:100:1:0.5:1:0.5:1:1	3	0:0:0		0			0		0	0				1	0	1	1						
1016_15	1016	15	0	1#2550						1#FishPoolGoFishingDialog/Container/Root/FishingDefaultPanel/BtnFishingGroup/AnimRoot/ImgFishing:1:1#0	3	0:0:0	5	1			0	-457.0001;348||0;0	0	2				1	1	1	1	接下来，垂钓吧。 \n <size=26><color=#808080>提示：<color=#f44eef>【钓鱼券】</color>是垂钓的必要消耗品，请注意补充</color>。</size> 	接下來，垂釣吧。 \n <size=26><color=#808080>提示：<color=#f44eef>【釣魚券】</color>是垂釣的必要消耗品，請注意補充</color>。</size>	Let's start fishing now.\n<size=26><color=#808080>Tip: <color=#f44eef>[Fishing Vouchers]</color> are essential consumables for fishing. so remember to restock them in time</color>.</size>	準備が完了しましたら、釣りを始めましょう。 \n <size=26><color=#808080>ヒント：<color=#f44eef>「釣り券」</color>はフィッシングに必要なアイテムなので、残枚数を注意してください</color>。</size> 	이제 낚시를 해봅시다. \n <size=26><color=#808080>Tips: <color=#f44eef>[낚시 티켓]</color>은 낚시에 필요한 소모품이므로, 수량을 확인해주세요.</color></size> 	เริ่มตกปลากันเถอะค่ะ คุณผู้ตรวจการ\n<size=26><color=#808080>คำแนะนำ: <color=#f44eef>[ตั๋วตกปลา]</color> เป็นสิ่งจำเป็น</color></size>\n<size=26><color=#808080>สำหรับการตกปลานะคะ</color></size>
1017_1	1017	1	20001	1#721	-1000#20001;-11#721	-1000#20001	26	1#FightTeamDialog/Root/TeamInfo/TeamNodePar/TeamNode1/AnimRoot/FetterItem:0.91:0.91	1	1#FightTeamDialog/Root/TeamInfo/TeamNodePar/TeamNode1/AnimRoot/FetterItem:0.91:0.91#0	3	0:0:0		0			0	673.8803;-275.94||0;0	0	2				1	1	1	1	调查官，<color=#f44eef>【助战】</color>功能已经可以使用了。	調查官，<color=#f44eef>【助戰】</color>功能已經可以使用了。	Inspector, the <color=#f44eef>[Assist]</color> feature is now available.	調査官、<color=#f44eef>サポート機能</color>が開放されました。	조사관님, <color=#f44eef>[전투지원]</color> 기능을 사용할 수 있습니다	สามารถใช้ฟังก์ชัน <color=#f44eef>[ช่วยต่อสู้]</color> ได้แล้วค่ะ
1017_2	1017	2	0	1#720				3#FightChooseCardsDialog/Container/RightRoot/ChooseCardsView:0:CardItem/UITeamMemberNode/CardPar/card:1:0.9:0.9:1	2	3#FightChooseCardsDialog/Container/RightRoot/ChooseCardsView:0:CardItem/UITeamMemberNode/CardPar/card:0:0.9:0.9:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1017_3	1017	3	0	1#720						2#FightChooseCardsDialog/Container/LeftRoot/FetterInfo:20.84:-510.69:574.32:491.38:0.5:1:0.5:1:1:1#0	3	0:0:0	5	0			0	929.16;126.19||0;0	0	2				1	1	1	1	这里能看到此<color=#f44eef>【战斗员】</color>提供的<color=#f44eef>【助战效果】</color>。	這裡能看到此<color=#f44eef>【戰鬥員】</color>提供的<color=#f44eef>【助戰效果】</color>。	Here you can view the <color=#f44eef>[Assist Effects]</color> provided by this <color=#f44eef>[Combatant]</color>.	こちらでは、当該<color=#f44eef>「戦闘員」</color>が提供する<color=#f44eef>サポート</color>効果をチェックできます。	각 <color=#f44eef>[전투원]</color>이 제공하는 <color=#f44eef>[전투 지원 효과]</color>를 볼 수 있습니다.	สามารถตรวจสอบ <color=#f44eef>[เอเจนต์]</color> ที่เพิ่ม \n<color=#f44eef>[เอฟเฟกต์ช่วยต่อสู้]</color> ได้ตรงนี้ค่ะ
1017_4	1017	4	0	1#720				1#FightChooseCardsDialog/Container/RightRoot/Bottom/FontStyleWithIconButton1:1:1	1	1#FightChooseCardsDialog/Container/RightRoot/Bottom/FontStyleWithIconButton1:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1017_5	1017	5	0	1#721									5	1			0	0;0||0;0	0	2				1	0	1	1	选好<color=#f44eef>【助战】</color>战斗员将会自动保存到当前使用的<color=#f44eef>【TEAM】</color>。 	選好<color=#f44eef>【助戰】</color>戰鬥員將會自動保存到當前使用的<color=#f44eef>【TEAM】</color>。	Once you select an <color=#f44eef>[Assist]</color> Combatant, it will be automatically saved to your current <color=#f44eef>[team]</color>.	<color=#f44eef>サポート枠</color>に追加された戦闘員は、自動でその<color=#f44eef>編成</color>に記憶されます。 	<color=#f44eef>[전투지원]</color>을 선택하면 현재 사용 중인 <color=#f44eef>[팀]</color>에 전투원이 자동으로 저장됩니다. 	เลือก <color=#f44eef>[ช่วยต่อสู้]</color> เพื่อเพิ่มเอเจนต์นั้น\nเข้า <color=#f44eef>[ทีมปัจจุบัน]</color> โดยอัตโนมัติค่ะ
1018_1	1018	1	105	1#2320	-1000#105					2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	战斗员sp技能升级已经开放，去尝试升级<color=#f44eef>【sp技能】</color>吧。	戰鬥員sp技能升級已經開放，去嘗試升級<color=#f44eef>【sp技能】</color>吧。	Combatants' <color=#f44eef>[Ultimates]</color> are available for level-up now. Let's go check it out!	戦闘員のSP技のレベルアップが解放されました。さっそく<color=#f44eef>SP技</color>をレベルアップしてみましょう。	전투원 필살기스킬 레벨업 기능이 오픈됐습니다. <color=#f44eef>[필살기스킬]</color>을 레벨업해주세요.	สามารถอัปเกรด <color=#f44eef>[สกิล SP]</color> ของเอเจนต์\nได้แล้ว ลองไปอัปเกรดกันเถอะค่ะ
1018_2	1018	2	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0	16#5:0	0			0		0	0				1	1	1	1						
1018_3	1018	3	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnCultivate:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnCultivate:1:1#0	3	0:12:0		0			0		0	0				1	1	1	1						
1018_4	1018	4	0	1#101				5#CultivateOverseaCardsEntryPerspectivePanel/PerspectivePanel/BtnNode/FontStyleButton	1	1#CultivateOverseaCardsEntryPerspectivePanel/PerspectivePanel/BtnNode/FontStyleButton:1:1#1	3			0			0		0	0				1	1	1	1						
1018_5	1018	5	0	1#102				3#CultivateOverseaMainDialog/Root/Container/CommonTabToggleLeft/TabListView:4:0:1:1:1	2	3#CultivateOverseaMainDialog/Root/Container/CommonTabToggleLeft/TabListView:4:0:0:1:1#0	3	0:0:0		0			0	1260.0001;54.5||0;0	0	2				1	1	1	1	点击左侧<color=#f44eef>【技能】</color>页签。	點擊左側<color=#f44eef>【技能】</color>頁面。	Tap the <color=#f44eef>[Skill]</color> tab on the left.	左側の<color=#f44eef>スキル</color>ボタンをタップしてください。	좌측 <color=#f44eef>[스킬]</color> 탭을 탭하여 주세요.	คลิกแท็บ <color=#f44eef>[สกิล]</color> ด้านซ้ายค่ะ
1018_6	1018	6	0	1#102				5#CultivateOverseaBreak/Root/Container/RightPanel/Normal/CultivateOverseaBreakNode1/CurrentInformation/Normal/BtnUpgrade	2	1#CultivateOverseaBreak/Root/Container/RightPanel/Normal/CultivateOverseaBreakNode1/CurrentInformation/Normal/BtnUpgrade:1:1#1	3			0			0	-423.6761;-239.2402||0;0	0	2				1	1	1	1	点击右侧<color=#f44eef>【升级】</color>按钮。	點擊右側<color=#f44eef>【升級】</color>按鈕。	Now, tap the <color=#f44eef>[Upgrade]</color> button on the right.	次は右側の<color=#f44eef>レベルアップ</color>をタップしてみてください。	우측 <color=#f44eef>[레벨업]</color> 버튼을 탭하여 주세요.	จากนั้นคลิกปุ่ม <color=#f44eef>[อัปเกรด]</color> ด้านซ้ายค่ะ
1018_7	1018	7	0	1#102				5#CultivateOverseaBreak/Root/Container/RightPanel/PressBtnUpgrade/ItemButton/ButtonGroup2/FontStyleButton	2	2#CultivateOverseaBreak/Root/Container/RightPanel/PressBtnUpgrade/ItemButton/ButtonGroup2/FontStyleButton:-0.95502:27.04:384.9:133.4:0.5:0.5:0.5:0.5:1:1#1	3			1			0	-311.8949;417.96||0;0	0	2				1	1	1	1	最后消耗<color=#f44eef>【技能升级材料】</color>与<color=#f44eef>【新海币】</color>就可以成功升级技能了。	最後消耗<color=#f44eef>【技能升級材料】</color>與<color=#f44eef>【新海幣】</color>就可以成功升級技能了。	Finally, use the <color=#f44eef>[Skill Upgrade Materials]</color> and <color=#f44eef>[Catto Coins]</color> to upgrade the skill.	最後に<color=#f44eef>レベルアップ用の素材</color>と<color=#f44eef>新海コイン</color>を消費すれば、スキルのレベルアップが完了です。	마지막으로 <color=#f44eef>[스킬 레벨업 재료]</color>와 <color=#f44eef>[뉴오션코인]</color>을 소모하면 스킬을 레벨업할 수 있습니다.	ใช้ [วัตถุดิบอัปเกรดสกิล] และ\n[เหรียญแคทโตะ] เพื่ออัปเกรดสกิลนะคะ
1019_1	1019	1	2009	1#2320	-1000#2009		29			2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	<color=#f44eef>区域任务：【调查昆士区】</color>开启了，	<color=#f44eef>區域任務：【調查昆士區】</color>開啟了，	<color=#f44eef>District Mission: [Investigate Quince]</color> is now unlocked.	<color=#f44eef>調査任務：コンシ区</color>が解放されました。	<color=#f44eef>지역 미션: [퀸즈 타운 조사]</color>가 오픈됐습니다.	<color=#f44eef>ภารกิจเขต: [สืบสวนเขตควินซ์]</color>\nเปิดแล้วค่ะ คุณผู้ตรวจการ
1019_2	1019	2	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0	16#5:0	0			0		0	0				1	1	1	1						
1019_3	1019	3	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1#0	3	0:12:0		0			0		0	0				1	1	1	1						
1019_4	1019	4	0	1#3130				5#DynamicNode/AreaMap_01/AreaMap_01_plane/AreaMap_1	3:1#1	1#ActionPrimaryMapDialog/Root/NodePar/ActionPrimaryMapPointNode1/Root:0.9999999:0.9999999#0	3	0:0:0		0			0		0	0				1	1	1	1						
1019_5	1019	5	0	1#3132				1#ActionSecondMapDialog/Root/Container/LvGroup:1:1	2	1#ActionSecondMapDialog/Root/Container/LvGroup/area:1:1#0	3	0:0:0		0			0	1078.6;418.138||0;0	0	2				1	1	1	1	点击<color=#f44eef>【调查昆士区】</color>进入区域任务列表吧。	點擊<color=#f44eef>【調查昆士區】</color>進入區域任務清單吧。	Tap <color=#f44eef>[Investigate Quince]</color> to access the district mission list.	調査任務の画面を開いてみましょう。	<color=#f44eef>[퀸즈 타운 조사]</color>를 탭하고 지역 미션 리스트를 확인하세요.	คลิก <color=#f44eef>[สืบสวนเขตควินซ์]</color> เพื่อเข้าไปทำ\nภารกิจในพื้นที่ค่ะ
1019_6	1019	6	0	1#3310				1#ActionConstructDialog/Root/Container/LeftPanel/LevelGroup:1:1	2	2#ActionConstructDialog/Root/Container/LeftPanel/LevelGroup:0:-15.80501:180:211.61:0.5:0.5:0.5:0.5:1:1#0	3	0:0:0		0			0	1149.2399;-315.305||0;0	0	2				1	1	1	1	目前昆士区的<color=#f44eef>【调查等级】Lv1</color>，通过完成调查任务可以提高等级。	目前昆士區的<color=#f44eef>【調查等級】Lv1</color>，通過完成調查任務可以提高等級。	For now, your <color=#f44eef>[Investigation Level] in Quince is Lv. 1</color>. Complete missions to raise the level.	コンシ区の<color=#f44eef>調査レベルはLv.1</color>です。調査レベルは調査任務をクリアすることで上げられます。	현재 퀸즈 타운의 <color=#f44eef>[조사 레벨] Lv.1</color>로, 조사 미션을 클리어하면 레벨업할 수 있습니다.	ปัจจุบัน <color=#f44eef>[ระดับสำรวจ]</color> ของเขตควินซ์\nคือ Lv.1 ค่ะ และเมื่อสำเร็จภารกิจ\nก็จะสามารถเพิ่มระดับสำรวจได้ค่ะ
1019_7	1019	7	0	1#3172									5	1			0	100;0||0;0	0	2				1	0	1	1	提高区域调查等级可以解锁新的副本、商品，以及外卖升级。	提高區域調查等級可以解鎖新的副本、商品，以及外賣升級。	Increase your Investigation Level in these districts to unlock new stages, goods, and delivery upgrades.	エリアの調査レベルが上がるにつれ、新しいステージや商品が解放されていきます。	조사 레벨이 올라가면 신규 던전, 아이템 및 배달 등급을 해제할 수 있습니다.	เมื่อเพิ่มระดับสำรวจของเขต จะสามารถ\nปลดล็อกดันเจี้ยน ร้านค้า และ\nการส่งอาหารแบบใหม่ ได้ค่ะ
1020_1	1020	1	0	1#2320	-1001#3					2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	<color=#f44eef>【模块副本】</color>开启了，一起来看看吧。	<color=#f44eef>【模組副本】</color>開啟了，一起來看看吧。	The <color=#f44eef>[Module Stage]</color> is available now. Let's go take a look.	<color=#f44eef>装備ステージ</color>が解放されました。いっしょに確認してみましょう。	<color=#f44eef>[모듈 던전]</color>이 오픈됐습니다. 같이 확인해 보시죠.	<color=#f44eef>[ดันเจี้ยนโมดูล]</color> เปิดแล้วค่ะ\nไปตรวจสอบด้วยกันนะคะ คุณผู้ตรวจการ
1020_2	1020	2	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0	16#5:0	0			0		0	0				1	1	1	1						
1020_3	1020	3	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1#0	3	0:12:0		0			0		0	0				1	1	1	1						
1020_4	1020	4	0	1#3130				1#ActionPrimaryMapDialog/Root/Container/ButtonAllBattles:1:1	2	1#ActionPrimaryMapDialog/Root/Container/ButtonAllBattles/area:1:1#0	3	0:0:0		0			0	-507.6001;416.375||0;0	0	2				1	1	1	1	绝大部分的关卡都可以通过<color=#f44eef>【所有战斗】</color>快速到达。	絕大部分的關卡都可以通過<color=#f44eef>【所有戰鬥】</color>快速到達。	You can quickly access most stages through <color=#f44eef>[All Battles]</color>.	ほぼすべてのステージは、<color=#f44eef>総覧</color>から手早く移動できます。	대부분의 스테이지는 <color=#f44eef>[모든 전투]</color>를 통해 빠르게 확인하실 수 있습니다.	สามารถผ่านด่านอย่างรวดเร็ว ด้วยการ\nเลือก <color=#f44eef>[ต่อสู้ทั้งหมด]</color> ได้ค่ะ
1020_5	1020	5	0	1#3133				3#ActionDungoenCollectionDialog/Root/Container/ScrollView:4:0:1:1:1:0	2	3#ActionDungoenCollectionDialog/Root/Container/ScrollView:4:0:0:1:1:0#0	3	0:0:0		0			0		0	0				1	1	1	1						
1020_6	1020	6	0	1#3139				1#ActionSPMapDialog/Root/Container/SpGroup/SpCell1:1:1	2	1#ActionSPMapDialog/Root/Container/SpGroup/SpCell1:1:1#0	3	20:0:0		0			0		0	0				1	1	1	1						
1020_7	1020	7	0	1#3134						1#ActionPointMapDialog/Root/NormalPanel/LeftPanel/ListView:1:1#0;2#ActionPointMapDialog/Root/NormalPanel/RightPanel/FontStyleButton:-3.0518E-05:9.38:416:118.77:0.5:0.5:0.5:0.5:1:1#0	3;3	0:0:0;0:0:0	5	1			0	899.8801;127.15||0;0	0	2				1	1	1	1	左侧可以选择<color=#f44eef>【模块副本】</color>的难度。难度越高，通关奖励越丰富。	左側可以選擇<color=#f44eef>【模組副本】</color>的難度。難度越高，通關獎勵越豐富。	On the left, you can select the difficulty of <color=#f44eef>[Module Stages]</color>. Higher difficulty means richer rewards.	左側では<color=#f44eef>装備ステージ</color>の難易度を選択できます。難易度が高いほど、クリア報酬は豊富になります。	좌측에서 <color=#f44eef>[모듈 던전]</color>의 난이도를 선택할 수 있습니다. 난이도가 높을 수록 클리어 시 획득하는 보상이 더욱 증가합니다.	คุณผู้ตรวจการสามารถเลือกความยาก\nของ <color=#f44eef>[ดันเจี้ยนโมดูล]</color> ได้ที่ด้านซ้ายค่ะ\nดันเจี้ยนที่ยากกว่า จะให้รางวัลที่ดีกว่าค่ะ
1021_1	1021	1	103	1#2320	-1000#103	-1000#103				2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				0	1	1	1	战斗员<color=#f44eef>【突破】</color>功能已经开启。	戰鬥員<color=#f44eef>【突破】</color>功能已經開啟。	The <color=#f44eef>[Ascension]</color> feature for Combatants is now available.	戦闘員<color=#f44eef>「突破」</color>が開放されました。	전투원 <color=#f44eef>[돌파]</color> 기능이 활성화되었습니다	ฟังก์ชัน <color=#f44eef>[ปลดลิมิต]</color> เอเจนต์เปิดแล้วค่ะ
1021_2	1021	2	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0	16#5:0	0			0		0	0				0	1	1	1						
1021_3	1021	3	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnCultivate:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnCultivate:1:1#0	3	0:12:0		0			0		0	0				0	1	1	1						
1021_4	1021	4	0	1#101				5#CultivateOverseaCardsEntryPerspectivePanel/PerspectivePanel/BtnNode/FontStyleButton	1	1#CultivateOverseaCardsEntryPerspectivePanel/PerspectivePanel/BtnNode/FontStyleButton:1:1#1	3	0:20:0		0			0		0	0				0	1	1	1						
