id	modeString	hitPos	bulletHit	floatWord	skillCamera	skillTowards	float	bossDebut	animatorControl	colour	position	direction	timeLineScale	battleScale	effectScale	WhetherLook	bonesLook	habitus	transHabitus	ifRepertory	bossTime	camPosition	camRotation	status
107013	107013	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107014	107014	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107015	107015	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107015	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107016	107016	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107016	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107017	107017	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107017	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107018	107018	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107018	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107019	107019	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107019	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107020	107020	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107020	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107021	107021	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107021	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107022	107022	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107022	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107023	107023	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107023	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107024	107024	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107024	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107025	107025	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107025	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107026	107026	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107026	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107027	107027	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107027	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107028	107028	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107028	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107029	107029	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107029	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107030	107030	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107030	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108001	108001	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.36	1.75;1;4	0;-155;0	1
108002	108002	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5	1.75;1;4	0;-155;0	1
108003	108003	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108003	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5	1.75;1;4	0;-155;0	1
10800199	10800199	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.36	1.75;1;4	0;-155;0	1
108004	108004	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108004	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.2	1.75;1;4	0;-155;0	1
108005	108005	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108005	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5	1.75;1;4	0;-155;0	1
10800499	10800499	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108004	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.2	1.75;1;4	0;-155;0	1
108006	108006	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.93	1.75;1;4	0;-155;0	1
10800699	10800699	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.93	1.75;1;4	0;-155;0	1
10800602	10800602	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.93	1.75;1;4	0;-155;0	1
10800603	10800603	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.93	1.75;1;4	0;-155;0	1
10800604	10800604	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.93	1.75;1;4	0;-155;0	1
108007	108007	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108007	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.16	1.75;1;4	0;-155;0	1
10800799	10800799	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108007	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.16	1.75;1;4	0;-155;0	1
108008	108008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.66	1.75;1;4	0;-155;0	1
10800899	10800899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.66	1.75;1;4	0;-155;0	1
10800830	108008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108008	0	-0.67;1.05;3.98	2.66;-170;0	1	1.5	1	1	0	2	2	1	4.66	1.75;1;4	0;-155;0	1
108009	108009	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108009	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108010	108010	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108011	108011	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108011	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108012	108012	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108013	108013	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108014	108014	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108015	108015	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108015	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108016	108016	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108016	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108017	108017	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108017	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108018	108018	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108018	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108019	108019	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108019	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108020	108020	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108020	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108021	108021	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108021	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108022	108022	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108022	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108023	108023	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108023	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108024	108024	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108024	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108025	108025	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108025	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108026	108026	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108026	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108027	108027	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108027	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108028	108028	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108028	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108029	108029	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108029	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
108030	108030	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	108030	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
109002	109002	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	109002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.3	2.1;1.2;4.4	0;-155;0	1
10900299	10900299	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	109002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.3	2.1;1.2;4.4	0;-155;0	1
10900202	109021	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	109002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.3	2.1;1.2;4.4	0;-155;0	1
109008	109008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	109008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.96	2.1;1.2;4.4	0;-155;0	1
10900899	10900899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	109008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.96	2.1;1.2;4.4	0;-155;0	1
10900802	10900802	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	109008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.96	2.1;1.2;4.4	0;-155;0	1
110008	110008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	110008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.56	2;1.24;4.45	0;-155;0	1
11000899	11000899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	110008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.56	2;1.24;4.45	0;-155;0	1
11000802	11000802	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	110008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	2.56	2;1.24;4.45	0;-155;0	1
111002	111002	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	111002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.5	2;1.24;4.45	0;-155;0	1
11100299	11100299	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	111002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.5	2;1.24;4.45	0;-155;0	1
11100202	11100202	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	111002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.5	2;1.24;4.45	0;-155;0	1
11100250	11100250	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	111002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.5	2;1.24;4.45	0;-155;0	1
111008	111008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	111008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.46	2;1.24;4.45	0;-155;0	1
11100899	11100899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	111008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.46	2;1.24;4.45	0;-155;0	1
11100802	11100802	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	111008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.46	2;1.24;4.45	0;-155;0	1
112002	112002	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	112002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.66	2.45;0.85;5.8	0;-155;0	1
11200299	11200299	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	112002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.66	2.45;0.85;5.8	0;-155;0	1
112008	112008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	112008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.33	2.45;0.85;5.8	0;-155;0	1
11200899	11200899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	112008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.33	2.45;0.85;5.8	0;-155;0	1
113001	113001	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	113001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.63	1.85;1;4	0;-155;0	1
11300199	11300199	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	113001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.63	1.85;1;4	0;-155;0	1
11300102	11300102	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	113001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.63	1.85;1;4	0;-155;0	1
11300103	11300103	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	113001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.63	1.85;1;4	0;-155;0	1
113002	113002	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	113002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.63	1.85;1;4	0;-155;0	1
11300299	11300299	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	113002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.63	1.85;1;4	0;-155;0	1
113008	113008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	113008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.73	1.85;1;4	0;-155;0	1
11300899	11300899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	113008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.73	1.85;1;4	0;-155;0	1
114001	114001	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	114001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.83	1.85;1.2;4	0;-155;0	1
11400199	11400199	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	114001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.83	1.85;1.2;4	0;-155;0	1
11400102	11400102	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	114001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.83	1.85;1.2;4	0;-155;0	1
11400103	11400103	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	114001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.83	1.85;1.2;4	0;-155;0	1
114002	114002	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	114002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.83	1.85;1.2;4	0;-155;0	1
11400299	11400299	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	114002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.83	1.85;1.2;4	0;-155;0	1
114008	114008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	114008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	1.53	1.85;1.2;4	0;-155;0	1
11400899	11400899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	114008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	1.53	1.85;1.2;4	0;-155;0	1
115008	115008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	115008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.06	2.2;1.15;5	0;-155;0	1
11500899	11500899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	115008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.06	2.2;1.15;5	0;-155;0	1
116001	116001	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	116001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.06	2.2;1.15;5	0;-155;0	1
11600199	11600199	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	116001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.06	2.2;1.15;5	0;-155;0	1
116008	116008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	116008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.06	2.2;1.15;5	0;-155;0	1
11600899	11600899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	116008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.06	2.2;1.15;5	0;-155;0	1
117008	117008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	117008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.6	1.9;0.95;4.4	0;-155;0	1
11700899	11700899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	117008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.6	1.9;0.95;4.4	0;-155;0	1
11700851	117008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	117008	0	-0.67;1.05;3.98	2.66;-170;0	1	1.5	1	1	0	2	2	1	3.6	1.9;0.95;4.4	0;-155;0	1
11700802	11700802	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	117008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.6	1.9;0.95;4.4	0;-155;0	1
119008	119008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	119008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
11900802	11900802	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	119008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
11900899	11900899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	119008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
120008	120008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	120008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
12000899	12000899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	120008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
12000802	12000802	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	120008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
121008	121008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	904007	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
12100899	12100899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	904007	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
12100890	121008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	904007	0	-0.67;1.05;3.98	2.66;-170;0	1	1.3	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
122008	122008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	122008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
12200899	12200899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	122008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
127001	127001	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	127001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
12700199	12700199	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	127001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
12700130	127001	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	127001	0	-0.67;1.05;3.98	2.66;-170;0	1	1.5	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
12700150	12700150	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	127001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
127008	127008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	127008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
12700899	12700899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	127008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
12700890	127008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	127008	0	-0.67;1.05;3.98	2.66;-170;0	1	1.3	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
12700802	12700802	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	127008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
12700803	12700803	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	127008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
130008	130008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	130008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
13000899	13000899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	130008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
13000802	13000802	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	130008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5	2.8;1;6.5	0;-155;0	1
