ID	moduleID	parameter	functionID	jumpType	systemIcon	status	functionName	functionName_zh_TW	functionName_en_UK	functionName_ja_JP	functionName_ko_KR	functionName_th_TH	source	source_zh_TW	source_en_UK	source_ja_JP	source_ko_KR	source_th_TH
1005	3132	110	2001		60:function_icon_0233	1	[钓鱼]玛瑙湾	[釣魚]瑪瑙灣	[Fishing] Cowrie Cove	[釣り]メノウベイ	[낚시] 카넬리언 베이	[ตกปลา] อ่าวอาเกต	前往昆士区—[渔点]玛瑙湾\n使用 [玛瑙5星鱼饵] 有更高的概率可获得	前往昆士區—[漁點]瑪瑙灣\n使用 [瑪瑙5星魚餌] 有更高的機率可獲得	Go to Quince - [Fishing Point] Cowrie Cove\nHigher chance to obtain by using [Cowrie 5★ Bait].	コンシ区—[釣り]メノウベイで獲得。\n「メノウベイ用餌・★5」使用時、出現率アップ。	퀸즈 타운으로 이동—[낚시터] 카넬리언 베이에서\n[카넬리언 5★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ควินซ์​ -​ [​จุด​ตกปลา​]​ อ่าว​อา​เก​ต​\nใช้​ [​เหยื่อ​ตกปลา​อา​เก​ต​ 5★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
2001	3132	210	2001		60:function_icon_0233	1	[钓鱼]斯皮亚水库	[釣魚]斯皮亞水庫	[Fishing] Spya Reservoir	[釣り]スピーヤー貯水池	[낚시] 스피어 저수지	[​ตกปลา​]​ อ่างเก็บน้ำ​สเปียร์​	前往南港区—[渔点]斯皮亚水库\n使用 [水库1星鱼饵] 有更高的概率可获得	前往南港區—[漁點]斯皮亞水庫\n使用 [水庫1星魚餌] 有更高的機率可獲得	Go to Southport - [Fishing Point] Spya Reservoir\nHigher chance to obtain by using [Reservoir 1★ Bait].	南港区—[釣り]スピーヤー貯水池で獲得。\n「貯水池用餌・★1」使用時、出現率アップ。	사우스포트으로 이동—[낚시터] 스피어 저수지에서\n[저수지 1★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ทะเล​ใต้​ -​ [​จุด​ตกปลา​]​ อ่างเก็บน้ำ​สเปียร์​\nใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 1★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
2002	3132	210	2001		60:function_icon_0233	1	[钓鱼]斯皮亚水库	[釣魚]斯皮亞水庫	[Fishing] Spya Reservoir	[釣り]スピーヤー貯水池	[낚시] 스피어 저수지	[​ตกปลา​]​ อ่างเก็บน้ำ​สเปียร์​	前往南港区—[渔点]斯皮亚水库\n使用 [水库2星鱼饵] 有更高的概率可获得	前往南港區—[漁點]斯皮亞水庫\n使用 [水庫2星魚餌] 有更高的機率可獲得	Go to Southport - [Fishing Point] Spya Reservoir\nHigher chance to obtain by using [Reservoir 2★ Bait].	南港区—[釣り]スピーヤー貯水池で獲得。\n「貯水池用餌・★2」使用時、出現率アップ。	사우스포트으로 이동—[낚시터] 스피어 저수지에서\n[저수지 2★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ทะเล​ใต้​ -​ [​จุด​ตกปลา​]​ อ่างเก็บน้ำ​สเปียร์​\nใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​2​ดาว​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
2003	3132	210	2001		60:function_icon_0233	1	[钓鱼]斯皮亚水库	[釣魚]斯皮亞水庫	[Fishing] Spya Reservoir	[釣り]スピーヤー貯水池	[낚시] 스피어 저수지	[​ตกปลา​]​ อ่างเก็บน้ำ​สเปียร์​	前往南港区—[渔点]斯皮亚水库\n使用 [水库3星鱼饵] 有更高的概率可获得	前往南港區—[漁點]斯皮亞水庫\n使用 [水庫3星魚餌] 有更高的機率可獲得	Go to Southport - [Fishing Point] Spya Reservoir\nHigher chance to obtain by using [Reservoir 3★ Bait].	南港区—[釣り]スピーヤー貯水池で獲得。\n「貯水池用餌・★3」使用時、出現率アップ。	사우스포트으로 이동—[낚시터] 스피어 저수지에서\n[저수지 3★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ทะเล​ใต้​ -​ [​จุด​ตกปลา​]​ อ่างเก็บน้ำ​สเปียร์​\nใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 3★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
2004	3132	210	2001		60:function_icon_0233	1	[钓鱼]斯皮亚水库	[釣魚]斯皮亞水庫	[Fishing] Spya Reservoir	[釣り]スピーヤー貯水池	[낚시] 스피어 저수지	[​ตกปลา​]​ อ่างเก็บน้ำ​สเปียร์​	前往南港区—[渔点]斯皮亚水库\n使用 [水库4星鱼饵] 有更高的概率可获得	前往南港區—[漁點]斯皮亞水庫\n使用 [水庫4星魚餌] 有更高的機率可獲得	Go to Southport - [Fishing Point] Spya Reservoir\nHigher chance to obtain by using [Reservoir 4★ Bait].	南港区—[釣り]スピーヤー貯水池で獲得。\n「貯水池用餌・★4」使用時、出現率アップ。	사우스포트으로 이동—[낚시터] 스피어 저수지에서\n[저수지 4★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ทะเล​ใต้​ -​ [​จุด​ตกปลา​]​ อ่างเก็บน้ำ​สเปียร์​\nใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 4★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
2005	3132	210	2001		60:function_icon_0233	1	[钓鱼]斯皮亚水库	[釣魚]斯皮亞水庫	[Fishing] Spya Reservoir	[釣り]スピーヤー貯水池	[낚시] 스피어 저수지	[​ตกปลา​]​ อ่างเก็บน้ำ​สเปียร์​	前往南港区—[渔点]斯皮亚水库\n使用 [水库5星鱼饵] 有更高的概率可获得	前往南港區—[漁點]斯皮亞水庫\n使用 [水庫5星魚餌] 有更高的機率可獲得	Go to Southport - [Fishing Point] Spya Reservoir\nHigher chance to obtain by using [Reservoir 5★ Bait].	南港区—[釣り]スピーヤー貯水池で獲得。\n「貯水池用餌・★5」使用時、出現率アップ。	사우스포트으로 이동—[낚시터] 스피어 저수지에서\n[저수지 5★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ทะเล​ใต้​ -​ [​จุด​ตกปลา​]​ อ่างเก็บน้ำ​สเปียร์​\nใช้​ [​เหยื่อ​ตกปลา​อ่างเก็บน้ำ​ 5★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
3001	3132	310	2001		60:function_icon_0233	1	[钓鱼]云霞湖岛	[釣魚]雲霞湖島	[Fishing] Eventide Islands	[釣り]雲霞湖島	[낚시] 운하 호수	[ตกปลา] เกาะเมฆารุ้ง	前往耀州区—[渔点]云霞湖岛\n使用 [云霞1星鱼饵] 有更高的概率可获得	前往耀州區—[漁點]雲霞湖島\n使用 [雲霞1星魚餌] 有更高的機率可獲得	Go to Yaozhou - [Fishing Point] Eventide Islands\nHigher chance to obtain by using [Eventide 1★ Bait].	耀州区—[釣り]雲霞湖島で獲得。\n「雲霞湖島用餌・★1」使用時、出現率アップ。	요주 타운으로 이동—[낚시터] 운하 호수에서\n[운하 1★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​เหยา​โจว​ -​ [​จุด​ตกปลา​]​ เกาะ​เมฆา​รุ้ง​\nใช้​ [​เหยื่อ​ตกปลา​เมฆา​รุ้ง​ 1★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
3002	3132	310	2001		60:function_icon_0233	1	[钓鱼]云霞湖岛	[釣魚]雲霞湖島	[Fishing] Eventide Islands	[釣り]雲霞湖島	[낚시] 운하 호수	[ตกปลา] เกาะเมฆารุ้ง	前往耀州区—[渔点]云霞湖岛\n使用 [云霞2星鱼饵] 有更高的概率可获得	前往耀州區—[漁點]雲霞湖島\n使用 [雲霞2星魚餌] 有更高的機率可獲得	Go to Yaozhou - [Fishing Point] Eventide Islands\nHigher chance to obtain by using [Eventide 2★ Bait].	耀州区—[釣り]雲霞湖島で獲得。\n「雲霞湖島用餌・★2」使用時、出現率アップ。	요주 타운으로 이동—[낚시터] 운하 호수에서\n[운하 2★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​เหยา​โจว​ -​ [​จุด​ตกปลา​]​ เกาะ​เมฆา​รุ้ง​\nใช้​ [​เหยื่อ​ตกปลา​เมฆา​รุ้ง​ 2★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
3003	3132	310	2001		60:function_icon_0233	1	[钓鱼]云霞湖岛	[釣魚]雲霞湖島	[Fishing] Eventide Islands	[釣り]雲霞湖島	[낚시] 운하 호수	[ตกปลา] เกาะเมฆารุ้ง	前往耀州区—[渔点]云霞湖岛\n使用 [云霞3星鱼饵] 有更高的概率可获得	前往耀州區—[漁點]雲霞湖島\n使用 [雲霞3星魚餌] 有更高的機率可獲得	Go to Yaozhou - [Fishing Point] Eventide Islands\nHigher chance to obtain by using [Eventide 3★ Bait].	耀州区—[釣り]雲霞湖島で獲得。\n「雲霞湖島用餌・★3」使用時、出現率アップ。	요주 타운으로 이동—[낚시터] 운하 호수에서\n[운하 3★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​เหยา​โจว​ -​ [​จุด​ตกปลา​]​เกาะ​เมฆา​รุ้ง​\nใช้​ [​เหยื่อ​ตกปลา​เมฆา​รุ้ง​ 3★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
3004	3132	310	2001		60:function_icon_0233	1	[钓鱼]云霞湖岛	[釣魚]雲霞湖島	[Fishing] Eventide Islands	[釣り]雲霞湖島	[낚시] 운하 호수	[ตกปลา] เกาะเมฆารุ้ง	前往耀州区—[渔点]云霞湖岛\n使用 [云霞4星鱼饵] 有更高的概率可获得	前往耀州區—[漁點]雲霞湖島\n使用 [雲霞4星魚餌] 有更高的機率可獲得	Go to Yaozhou - [Fishing Point] Eventide Islands\nHigher chance to obtain by using [Eventide 4★ Bait].	耀州区—[釣り]雲霞湖島で獲得。\n「雲霞湖島用餌・★4」使用時、出現率アップ。	요주 타운으로 이동—[낚시터] 운하 호수에서\n[운하 4★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​เหยา​โจว​ -​ [​จุด​ตกปลา​]​ เกาะ​เมฆา​รุ้ง​\nใช้​ [​เหยื่อ​ตกปลา​เมฆา​รุ้ง​ 4★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
3005	3132	310	2001		60:function_icon_0233	1	[钓鱼]云霞湖岛	[釣魚]雲霞湖島	[Fishing] Eventide Islands	[釣り]雲霞湖島	[낚시] 운하 호수	[ตกปลา] เกาะเมฆารุ้ง	前往耀州区—[渔点]云霞湖岛\n使用 [云霞5星鱼饵] 有更高的概率可获得	前往耀州區—[漁點]雲霞湖島\n使用 [雲霞5星魚餌] 有更高的機率可獲得	Go to Yaozhou - [Fishing Point] Eventide Islands\nHigher chance to obtain by using [Eventide 5★ Bait].	耀州区—[釣り]雲霞湖島で獲得。\n「雲霞湖島用餌・★5」使用時、出現率アップ。	요주 타운으로 이동—[낚시터] 운하 호수에서\n[운하 5★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​เหยา​โจว​ -​ [​จุด​ตกปลา​]​ เกาะ​เมฆา​รุ้ง​\nใช้​ [​เหยื่อ​ตกปลา​เมฆา​รุ้ง​ 5★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
4001	3132	410	2001		60:function_icon_0233	1	[钓鱼]牧森湖	[釣魚]牧森湖	[Fishing] Mussen Banks	[釣り]森の湖	[낚시] 마키모리 호수	[​ตกปลา​]​ ทะเลสาบ​วินเซอร์​	前往旧城区—[渔点]牧森湖\n使用 [牧森1星鱼饵] 有更高的概率可获得	前往舊城區—[漁點]牧森湖\n使用 [牧森1星魚餌] 有更高的機率可獲得	Go to Oldtown - [Fishing Point] Mussen Banks\nHigher chance to obtain by using [Mussen 1★ Bait].	オールドタウン—[釣り]森の湖で獲得。\n「森の湖用餌・★1」使用時、出現率アップ。	구시가지로 이동—[낚시터] 마키모리 호수에서\n[마키모리 1★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขตเมือง​โบราณ​ -​ [​จุด​ตกปลา​]​ ทะเลสาบ​วินเซอร์​\nใช้​ [​เหยื่อ​ตกปลา​วินเซอร์​ 1★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
4002	3132	410	2001		60:function_icon_0233	1	[钓鱼]牧森湖	[釣魚]牧森湖	[Fishing] Mussen Banks	[釣り]森の湖	[낚시] 마키모리 호수	[​ตกปลา​]​ ทะเลสาบ​วินเซอร์​	前往旧城区—[渔点]牧森湖\n使用 [牧森2星鱼饵] 有更高的概率可获得	前往舊城區—[漁點]牧森湖\n使用 [牧森2星魚餌] 有更高的機率可獲得	Go to Oldtown - [Fishing Point] Mussen Banks\nHigher chance to obtain by using [Mussen 2★ Bait].	オールドタウン—[釣り]森の湖で獲得。\n「森の湖用餌・★2」使用時、出現率アップ。	구시가지로 이동—[낚시터] 마키모리 호수에서\n[마키모리 2★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขตเมือง​โบราณ​ -​ [​จุด​ตกปลา​]​ ทะเลสาบ​วินเซอร์​\nใช้​ [​เหยื่อ​ตกปลา​วินเซอร์​ 2★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
4003	3132	410	2001		60:function_icon_0233	1	[钓鱼]牧森湖	[釣魚]牧森湖	[Fishing] Mussen Banks	[釣り]森の湖	[낚시] 마키모리 호수	[​ตกปลา​]​ ทะเลสาบ​วินเซอร์​	前往旧城区—[渔点]牧森湖\n使用 [牧森3星鱼饵] 有更高的概率可获得	前往舊城區—[漁點]牧森湖\n使用 [牧森3星魚餌] 有更高的機率可獲得	Go to Oldtown - [Fishing Point] Mussen Banks\nHigher chance to obtain by using [Mussen 3★ Bait].	オールドタウン—[釣り]森の湖で獲得。\n「森の湖用餌・★3」使用時、出現率アップ。	구시가지로 이동—[낚시터] 마키모리 호수에서\n[마키모리 3★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขตเมือง​โบราณ​ -​ [​จุด​ตกปลา​]​ ทะเลสาบ​วินเซอร์​\nใช้​ [​เหยื่อ​ตกปลา​วินเซอร์​ 3★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
4004	3132	410	2001		60:function_icon_0233	1	[钓鱼]牧森湖	[釣魚]牧森湖	[Fishing] Mussen Banks	[釣り]森の湖	[낚시] 마키모리 호수	[​ตกปลา​]​ ทะเลสาบ​วินเซอร์​	前往旧城区—[渔点]牧森湖\n使用 [牧森4星鱼饵] 有更高的概率可获得	前往舊城區—[漁點]牧森湖\n使用 [牧森4星魚餌] 有更高的機率可獲得	Go to Oldtown - [Fishing Point] Mussen Banks\nHigher chance to obtain by using [Mussen 4★ Bait].	オールドタウン—[釣り]森の湖で獲得。\n「森の湖用餌・★4」使用時、出現率アップ。	구시가지로 이동—[낚시터] 마키모리 호수에서\n[마키모리 4★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขตเมือง​โบราณ​ -​ [​จุด​ตกปลา​]​ ทะเลสาบ​วินเซอร์​\nใช้​ [​เหยื่อ​ตกปลา​วินเซอร์​ 4★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
4005	3132	410	2001		60:function_icon_0233	1	[钓鱼]牧森湖	[釣魚]牧森湖	[Fishing] Mussen Banks	[釣り]森の湖	[낚시] 마키모리 호수	[​ตกปลา​]​ ทะเลสาบ​วินเซอร์​	前往旧城区—[渔点]牧森湖\n使用 [牧森5星鱼饵] 有更高的概率可获得	前往舊城區—[漁點]牧森湖\n使用 [牧森5星魚餌] 有更高的機率可獲得	Go to Oldtown - [Fishing Point] Mussen Banks\nHigher chance to obtain by using [Mussen 5★ Bait].	オールドタウン—[釣り]森の湖で獲得。\n「森の湖用餌・★5」使用時、出現率アップ。	구시가지로 이동—[낚시터] 마키모리 호수에서\n[마키모리 5★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขตเมือง​โบราณ​ -​ [​จุด​ตกปลา​]​ ทะเลสาบ​วินเซอร์​\nใช้​ [​เหยื่อ​ตกปลา​วินเซอร์​ 5★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
5001	3132	510	2001		60:function_icon_0233	1	[钓鱼]湖湾公园	[釣魚]湖灣公園	[Fishing] Lakecurve Park	[釣り]レークパーク	[낚시] 레이크베이 공원	[​ตกปลา​]​ สวนสาธารณะ​เลค​เบย์​	前往中心区—[渔点]湖湾公园\n使用 [湖湾1星鱼饵] 有更高的概率可获得	前往中心區—[漁點]湖灣公園\n使用 [湖灣1星魚餌] 有更高的機率可獲得	Go to Central District - [Fishing Point] Lakecurve Park\nHigher chance to obtain by using [Lakecurve 1★ Bait].	中央区—[釣り]レークパークで獲得。\n「レークパーク用餌・★1」使用時、出現率アップ。	센트럴 타운으로 이동—[낚시터] 레이크베이 공원에서\n[레이크베이 1★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ [​จุด​ตกปลา​]​ สวนสาธารณะ​เลค​เบย์​\nใช้​ [​เหยื่อ​ตกปลา​เลค​เบย์​ 1★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
5002	3132	510	2001		60:function_icon_0233	1	[钓鱼]湖湾公园	[釣魚]湖灣公園	[Fishing] Lakecurve Park	[釣り]レークパーク	[낚시] 레이크베이 공원	[​ตกปลา​]​ สวนสาธารณะ​เลค​เบย์​	前往中心区—[渔点]湖湾公园\n使用 [湖湾2星鱼饵] 有更高的概率可获得	前往中心區—[漁點]湖灣公園\n使用 [湖灣2星魚餌] 有更高的機率可獲得	Go to Central District - [Fishing Point] Lakecurve Park\nHigher chance to obtain by using [Lakecurve 2★ Bait].	中央区—[釣り]レークパークで獲得。\n「レークパーク用餌・★2」使用時、出現率アップ。	센트럴 타운으로 이동—[낚시터] 레이크베이 공원에서\n[레이크베이 2★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ [​จุด​ตกปลา​]​ สวนสาธารณะ​เลค​เบย์​\nใช้​ [​เหยื่อ​ตกปลา​เลค​เบย์​ 2★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
5003	3132	510	2001		60:function_icon_0233	1	[钓鱼]湖湾公园	[釣魚]湖灣公園	[Fishing] Lakecurve Park	[釣り]レークパーク	[낚시] 레이크베이 공원	[​ตกปลา​]​ สวนสาธารณะ​เลค​เบย์​	前往中心区—[渔点]湖湾公园\n使用 [湖湾3星鱼饵] 有更高的概率可获得	前往中心區—[漁點]湖灣公園\n使用 [湖灣3星魚餌] 有更高的機率可獲得	Go to Central District - [Fishing Point] Lakecurve Park\nHigher chance to obtain by using [Lakecurve 3★ Bait].	中央区—[釣り]レークパークで獲得。\n「レークパーク用餌・★3」使用時、出現率アップ。	센트럴 타운으로 이동—[낚시터] 레이크베이 공원에서\n[레이크베이 3★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ [​จุด​ตกปลา​]​ สวนสาธารณะ​เลค​เบย์​\nใช้​ [​เหยื่อ​ตกปลา​เลค​เบย์​ 3★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
5004	3132	510	2001		60:function_icon_0233	1	[钓鱼]湖湾公园	[釣魚]湖灣公園	[Fishing] Lakecurve Park	[釣り]レークパーク	[낚시] 레이크베이 공원	[​ตกปลา​]​ สวนสาธารณะ​เลค​เบย์​	前往中心区—[渔点]湖湾公园\n使用 [湖湾4星鱼饵] 有更高的概率可获得	前往中心區—[漁點]湖灣公園\n使用 [湖灣4星魚餌] 有更高的機率可獲得	Go to Central District - [Fishing Point] Lakecurve Park\nHigher chance to obtain by using [Lakecurve 4★ Bait].	中央区—[釣り]レークパークで獲得。\n「レークパーク用餌・★4」使用時、出現率アップ。	센트럴 타운으로 이동—[낚시터] 레이크베이 공원에서\n[레이크베이 4★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ [​จุด​ตกปลา​]​ สวนสาธารณะ​เลค​เบย์​\nใช้​ [​เหยื่อ​ตกปลา​เลค​เบย์​ 4★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
5005	3132	510	2001		60:function_icon_0233	1	[钓鱼]湖湾公园	[釣魚]湖灣公園	[Fishing] Lakecurve Park	[釣り]レークパーク	[낚시] 레이크베이 공원	[​ตกปลา​]​ สวนสาธารณะ​เลค​เบย์​	前往中心区—[渔点]湖湾公园\n使用 [湖湾5星鱼饵] 有更高的概率可获得	前往中心區—[漁點]湖灣公園\n使用 [湖灣5星魚餌] 有更高的機率可獲得	Go to Central District - [Fishing Point] Lakecurve Park\nHigher chance to obtain by using [Lakecurve 5★ Bait].	中央区—[釣り]レークパークで獲得。\n「レークパーク用餌・★5」使用時、出現率アップ。	센트럴 타운으로 이동—[낚시터] 레이크베이 공원에서\n[레이크베이 5★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ [​จุด​ตกปลา​]​ สวนสาธารณะ​เลค​เบย์​\nใช้​ [​เหยื่อ​ตกปลา​เลค​เบย์​ 5★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
6001	3132	610	2001		60:function_icon_0233	1	[钓鱼]维克多酒店	[釣魚]維克多酒店	[Fishing] Victor Hotel	[釣り]ホテルヴィクトル	[낚시] 빅터 호텔	[​ตกปลา​]​ โรงแรม​วิคเตอร์​	前往凛北区—[渔点]维克多酒店\n使用 [维克多1星鱼饵] 有更高的概率可获得	前往凜北區—[漁點]維克多酒店\n使用 [維克多1星魚餌] 有更高的機率可獲得	Go to Boreala - [Fishing Point] Victor Hotel\nHigher chance to obtain by using [Victor 1★ Bait].	凛北区—[釣り]ホテルヴィクトルで獲得。\n「ホテルヴィクトル用餌・★1」使用時に出現率アップ。	노스 타운으로 이동—[낚시터] 빅터 호텔에서\n[빅터 1★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ [​จุด​ตกปลา​]​ โรงแรม​วิคเตอร์​\nใช้​ [​เหยื่อ​ตกปลา​วิคเตอร์​ 1★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
6002	3132	610	2001		60:function_icon_0233	1	[钓鱼]维克多酒店	[釣魚]維克多酒店	[Fishing] Victor Hotel	[釣り]ホテルヴィクトル	[낚시] 빅터 호텔	[​ตกปลา​]​ โรงแรม​วิคเตอร์​	前往凛北区—[渔点]维克多酒店\n使用 [维克多2星鱼饵] 有更高的概率可获得	前往凜北區—[漁點]維克多酒店\n使用 [維克多2星魚餌] 有更高的機率可獲得	Go to Boreala - [Fishing Point] Victor Hotel\nHigher chance to obtain by using [Victor 2★ Bait].	凛北区—[釣り]ホテルヴィクトルで獲得。\n「ホテルヴィクトル用餌・★2」使用時に出現率アップ。	노스 타운으로 이동—[낚시터] 빅터 호텔에서\n[빅터 2★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ [​จุด​ตกปลา​]​ โรงแรม​วิคเตอร์​\nใช้​ [​เหยื่อ​ตกปลา​วิคเตอร์​ 2★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
6003	3132	610	2001		60:function_icon_0233	1	[钓鱼]维克多酒店	[釣魚]維克多酒店	[Fishing] Victor Hotel	[釣り]ホテルヴィクトル	[낚시] 빅터 호텔	[​ตกปลา​]​ โรงแรม​วิคเตอร์​	前往凛北区—[渔点]维克多酒店\n使用 [维克多3星鱼饵] 有更高的概率可获得	前往凜北區—[漁點]維克多酒店\n使用 [維克多3星魚餌] 有更高的機率可獲得	Go to Boreala - [Fishing Point] Victor Hotel\nHigher chance to obtain by using [Victor 3★ Bait].	凛北区—[釣り]ホテルヴィクトルで獲得。\n「ホテルヴィクトル用餌・★3」使用時に出現率アップ。	노스 타운으로 이동—[낚시터] 빅터 호텔에서\n[빅터 3★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ [​จุด​ตกปลา​]​ โรงแรม​วิคเตอร์​\nใช้​ [​เหยื่อ​ตกปลา​วิคเตอร์​ 3★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
6004	3132	610	2001		60:function_icon_0233	1	[钓鱼]维克多酒店	[釣魚]維克多酒店	[Fishing] Victor Hotel	[釣り]ホテルヴィクトル	[낚시] 빅터 호텔	[​ตกปลา​]​ โรงแรม​วิคเตอร์​	前往凛北区—[渔点]维克多酒店\n使用 [维克多4星鱼饵] 有更高的概率可获得	前往凜北區—[漁點]維克多酒店\n使用 [維克多4星魚餌] 有更高的機率可獲得	Go to Boreala - [Fishing Point] Victor Hotel\nHigher chance to obtain by using [Victor 4★ Bait].	凛北区—[釣り]ホテルヴィクトルで獲得。\n「ホテルヴィクトル用餌・★4」使用時に出現率アップ。	노스 타운으로 이동—[낚시터] 빅터 호텔에서\n[빅터 4★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ [​จุด​ตกปลา​]​ โรงแรม​วิคเตอร์​\nใช้​ [​เหยื่อ​ตกปลา​วิคเตอร์​ 4★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
6005	3132	610	2001		60:function_icon_0233	1	[钓鱼]维克多酒店	[釣魚]維克多酒店	[Fishing] Victor Hotel	[釣り]ホテルヴィクトル	[낚시] 빅터 호텔	[​ตกปลา​]​ โรงแรม​วิคเตอร์​	前往凛北区—[渔点]维克多酒店\n使用 [维克多5星鱼饵] 有更高的概率可获得	前往凜北區—[漁點]維克多酒店\n使用 [維克多5星魚餌] 有更高的機率可獲得	Go to Boreala - [Fishing Point] Victor Hotel\nHigher chance to obtain by using [Victor 5★ Bait].	凛北区—[釣り]ホテルヴィクトルで獲得。\n「ホテルヴィクトル用餌・★5」使用時に出現率アップ。	노스 타운으로 이동—[낚시터] 빅터 호텔에서\n[빅터 5★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ [​จุด​ตกปลา​]​ โรงแรม​วิคเตอร์​\nใช้​ [​เหยื่อ​ตกปลา​วิคเตอร์​ 5★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
411	6020	1	2011		60:function_icon_2016	1	训练中枢	訓練中樞	Training Hub	訓練中枢	훈련 허브	ศูนย์การฝึก						
412	6020	2	2012		60:function_icon_2016	1	心灵强化特训红区	心靈強化特訓紅區	Red Zone	訓練中枢強化特訓･赤	마인드 트레이닝 레드존	ฝึก​เสริม​พลัง​สปิริต​โซน​สีแดง​						
413	6020	3	2013		60:function_icon_2016	1	心灵强化特训绿区	心靈強化特訓綠區	Green Zone	訓練中枢強化特訓･緑	마인드 트레이닝 그린존	ฝึก​เสริม​พลัง​สปิริต​โซน​สี​เขียว​						
414	6020	4	2014		60:function_icon_2016	1	心灵强化特训蓝区	心靈強化特訓藍區	Blue Zone	訓練中枢強化特訓･青	마인드 트레이닝 블루존	ฝึก​เสริม​พลัง​สปิริต​โซน​สีน้ำเงิน​						
