id	specialTipsId	specialTipsNum	iconType	status	default	test	test_zh_TW	test_en_UK	test_ja_JP	test_ko_KR	test_th_TH
900093				1	1	<color=#05f1e6>梦魇涌动</color>\n1.携带任一效果达到6层的我方单位穿透率提升20%；每回合开始时，我方白色情绪单位造成伤害提升20%，黑色情绪单位造成护盾提升30%，持续1回合	<color=#05f1e6>夢魘湧動</color>\n1.攜帶任一效果達到6層的我方單位穿透率提升20%；每回合開始時，我方白色情緒單位造成傷害提升20%，黑色情緒單位造成護盾提升30%，持續1回合	<color=#05f1e6>Nightmare Surge</color>\n1. When an allied unit has 6 or more stacks of any buff, their Armor PEN is increased by 20%. At the beginning of each turn, allied White Pathos units gain 20% increased damage, and Black Pathos units gain 30% stronger Shield Effects. These effects last for 1 turn.	<color=#05f1e6>ステージ効果</color>\n1.味方が持っている任意バフが6スタックに達すると、当該味方の貫通率＋20％。毎ターン開始時、ホワイト属性の味方の与ダメージ＋20％、ブラック属性の味方の与シールド耐久＋30％、1ターン持続する。	<color=#05f1e6>나이트메어 침식</color>\n1. 임의 효과를 6스택 달성한 아군의 관통률이 20% 증가한다. 턴 시작 시, 화이트 이모션 아군의 부여하는 대미지가 20% 증가하며, 블랙 이모션 아군의 부여하는 실드는 30% 증가하고, 1턴 동안 지속된다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ตัวละคร​ฝ่าย​เรา​ที่​มี​เอฟเฟกต์​ใด​ก็ได้​ถึง​ 6​ ชั้น​ จะ​เพิ่ม​อัตรา​เจาะ​เกราะ​ขึ้น​ 20%​ และ​ใน​ทุกครั้งที่​เริ่มต้น​เทิร์น​ ตัวละคร​พา​โธ​สขา​ว​ฝ่าย​เรา​จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 20%​ และ​ตัวละคร​พา​โธ​สดำ​จะ​สร้าง​โล่​ป้องกัน​เพิ่มขึ้น​ 30%​ เป็นเวลา​ 1​ เทิร์น​
900094				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方单位每受到1次技能攻击，造成伤害提升30%，持续到回合结束；每回合结束时，生命值百分比最低的我方单位获得穿透率提升30%，持续1回合	<color=#05f1e6>夢魘湧動</color>\n1.我方單位每受到1次技能攻擊，造成傷害提升30%，持續到回合結束；每回合結束時，生命值百分比最低的我方單位獲得穿透率提升30%，持續1回合	<color=#05f1e6>Nightmare Surge</color>\n1. Whenever an allied unit is hit by a skill attack, they deal an additional 30% damage until the end of the turn. At the end of each turn, the allied unit with the lowest HP percentage receives a 30% Armor PEN increase for 1 turn.	<color=#05f1e6>ステージ効果</color>\n1.味方がスキル攻撃を受ける度に、与ダメージ＋30％、ターン終了まで持続する。ターン終了時に、HP割合が最も低い味方の貫通率＋30％、1ターン持続する。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군 유닛이 스킬 공격을 매번 1회 받을 때마다, 부여하는 대미지 30% 증가하며, 턴 종료까지 지속된다. 턴 종료 시, HP 비율이 가장 낮은 아군 유닛은 관통률 30% 증가 효과를 획득하며, 1턴 동안 지속된다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ตัวละคร​ฝ่าย​เรา​ทุกครั้งที่​ได้รับ​การ​โจมตี​ด้วย​สกิล​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 30%​ ส่งผล​จน​จบ​เทิร์น​ และ​เมื่อ​จบ​เทิร์น​ ตัวละคร​ฝ่าย​เรา​ที่​มี​เปอร์เซ็นต์​ HP​ ต่ำ​ที่สุด​จะ​ได้รับ​บัฟ​เพิ่ม​อัตรา​เจาะ​เกราะ​ขึ้น​ 30%​ เป็นเวลา​ 1​ เทิร์น​
900095				1	1	<color=#05f1e6>梦魇涌动</color>\n1.携带任一效果达到6层的我方单位穿透率提升30%；每回合开始时，我方白色情绪单位造成伤害提升30%，黑色情绪单位造成护盾提升50%，持续1回合	<color=#05f1e6>夢魘湧動</color>\n1.攜帶任一效果達到6層的我方單位穿透率提升30%；每回合開始時，我方白色情緒單位造成傷害提升30%，黑色情緒單位造成護盾提升50%，持續1回合	<color=#05f1e6>Nightmare Surge</color>\n1. When an allied unit has 6 or more stacks of any buff, their Armor PEN is increased by 30%. At the beginning of each turn, allied White Pathos units gain 30% increased damage, and Black Pathos units gain 50% stronger Shield Effects. These effects last for 1 turn.	<color=#05f1e6>ステージ効果</color>\n1.味方が持っている任意バフが6スタックに達すると、当該味方の貫通率＋30％。毎ターン開始時、ホワイト属性の味方の与ダメージ＋30％、ブラック属性の味方の与シールド耐久＋50％、1ターン持続する。	<color=#05f1e6>나이트메어 침식</color>\n1. 임의 효과를 6스택 달성한 아군의 관통률이 30% 증가한다. 턴 시작 시, 화이트 이모션 아군의 부여하는 대미지가 30% 증가하며, 블랙 이모션 아군의 부여하는 실드는 50% 증가하고, 1턴 동안 지속된다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ตัวละคร​ฝ่าย​เรา​ที่​มี​เอฟเฟกต์​ใด​ก็ได้​ถึง​ 6​ ชั้น​ จะ​เพิ่ม​อัตรา​เจาะ​เกราะ​ขึ้น​ 30%​ และ​ใน​ทุกครั้งที่​เริ่มต้น​เทิร์น​ ตัวละคร​พา​โธ​สขา​ว​ฝ่าย​เรา​จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 30%​ และ​ตัวละคร​พา​โธ​สดำ​จะ​สร้าง​โล่​ป้องกัน​เพิ่มขึ้น​ 50%​ เป็นเวลา​ 1​ เทิร์น​
900096				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌方单位每次受到全体攻击技能攻击时，获得1层【受到单体伤害提升15%】和【受到穿刺伤害提升10%】，持续1回合	<color=#05f1e6>夢魘湧動</color>\n1.敵方單位每次受到全體攻擊技能攻擊時，獲得1層【受到單體傷害提升15%】和【受到穿刺傷害提升10%】，持續1回合	<color=#05f1e6>Nightmare Surge</color>\n1. Each time an enemy unit is hit by a team-wide offensive skill, they gain 1 stack of an effect that increases single-target DMG taken by 15% and increases Jab DMG taken by 10% for 1 turn.	<color=#05f1e6>ステージ効果</color>\n1.敵が全体攻撃スキルを受ける度に、自身に【受ける単体ダメージ＋15％】と【受ける穿刺ダメージ＋10％】を1スタック付与する。	<color=#05f1e6>나이트메어 침식</color>\n1. 적 유닛이 매번 전체 공격 스킬을 받을 때마다, 1스택의 [적용받는 단일 대미지 15% 증가] 및 [적용받는 크리티컬 관통 대미지 10% 증가] 효과를 획득하며, 1턴 동안 지속된다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ทุกครั้งที่​ตัวละคร​ฝ่าย​ศัตรู​ได้รับ​ดา​เม​จ​หมู่​จาก​สกิล​ จะ​ได้รับ​เอฟเฟกต์​ [​โดน​ดา​เม​จ​เป้า​เดี่ยว​เพิ่มขึ้น​ 15%]​ และ​ [​ได้รับ​ดา​เม​จ​ทะลวง​เพิ่มขึ้น​ 10%]​ 1​ ชั้น​ เป็นเวลา​ 1​ เทิร์น​
900097				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌方单位每次受到全体攻击技能攻击时，获得1层【受到单体伤害提升25%】和【受到穿刺伤害提升10%】，持续1回合	<color=#05f1e6>夢魘湧動</color>\n1.敵方單位每次受到全體攻擊技能攻擊時，獲得1層【受到單體傷害提升25%】和【受到穿刺傷害提升10%】，持續1回合	<color=#05f1e6>Nightmare Surge</color>\n1. Each time an enemy unit is hit by a team-wide offensive skill, they gain 1 stack of an effect that increases single-target DMG taken by 25% and increases Jab DMG taken by 10% for 1 turn.	<color=#05f1e6>ステージ効果</color>\n1.敵が全体攻撃スキルを受ける度に、自身に【受ける単体ダメージ＋25％】と【受ける穿刺ダメージ＋10％】を1スタック付与する。	<color=#05f1e6>나이트메어 침식</color>\n1. 적 유닛이 매번 전체 공격 스킬을 받을 때마다, 1스택의 [적용받는 단일 대미지 25% 증가] 및 [적용받는 크리티컬 관통 대미지 10% 증가] 효과를 획득하며, 1턴 동안 지속된다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ทุกครั้งที่​ตัวละคร​ฝ่าย​ศัตรู​ได้รับ​ดา​เม​จ​หมู่​จาก​สกิล​ จะ​ได้รับ​เอฟเฟกต์​ [​โดน​ดา​เม​จ​เป้า​เดี่ยว​เพิ่มขึ้น​ 25%]​ และ​ [​ได้รับ​ดา​เม​จ​ทะลวง​เพิ่มขึ้น​ 10%]​ 1​ ชั้น​ เป็นเวลา​ 1​ เทิร์น​
900098				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方单位每受到1次技能攻击，造成伤害提升20%，持续到回合结束；敌方单位每次受到全体攻击技能攻击时，获得1层【受到单体伤害提升15%】，持续1回合	<color=#05f1e6>夢魘湧動</color>\n1.我方單位每受到1次技能攻擊，造成傷害提升20%，持續到回合結束；敵方單位每次受到全體攻擊技能攻擊時，獲得1層【受到單體傷害提升15%】，持續1回合	<color=#05f1e6>Nightmare Surge</color>\n1. Each time an allied unit is hit by a skill, their damage is increased by 20% until the end of the turn. Each time an enemy unit is hit by a team-wide offensive skill, they gain 1 stack of an effect that increases single-target DMG taken by 15% for 1 turn.	<color=#05f1e6>ステージ効果</color>\n1.味方がスキル攻撃を受ける度に、与ダメージ＋20％、ターン終了まで持続する。敵が全体攻撃を受ける度に、自身に【受ける単体ダメージ＋15％】を付与し、1ターン持続する。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군 유닛이 스킬 공격을 매번 1회 받을 때마다, 부여하는 대미지 20% 증가하며, 턴 종료까지 지속된다. 적 유닛이 매번 전체 공격 스킬을 받을 때마다, 1스택의 [적용받는 단일 대미지 15% 증가] 효과를 획득하며, 1턴 동안 지속된다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ตัวละคร​ฝ่าย​เรา​ทุกครั้งที่​ได้รับ​การ​โจมตี​ด้วย​สกิล​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 20%​ ส่งผล​จน​จบ​เทิร์น​ ทุกครั้งที่​ตัวละคร​ฝ่าย​ศัตรู​ได้รับ​ดา​เม​จ​หมู่​จาก​สกิล​ จะ​ได้รับ​เอฟเฟกต์​ [​โดน​ดา​เม​จ​เป้า​เดี่ยว​เพิ่มขึ้น​ 15%]​ เป็นเวลา​ 1​ เทิร์น​
900100				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方单位每受到1次技能攻击，造成伤害提升30%，持续到回合结束；敌方单位每次受到全体攻击技能攻击时，获得1层【受到单体伤害提升25%】，持续1回合	<color=#05f1e6>夢魘湧動</color>\n1.我方單位每受到1次技能攻擊，造成傷害提升30%，持續到回合結束；敵方單位每次受到全體攻擊技能攻擊時，獲得1層【受到單體傷害提升25%】，持續1回合	<color=#05f1e6>Nightmare Surge</color>\n1. Each time an allied unit is hit by a skill, their damage is increased by 30% until the end of the turn. Each time an enemy unit is hit by a team-wide offensive skill, they gain 1 stack of an effect that increases single-target DMG taken by 25% for 1 turn.	<color=#05f1e6>ステージ効果</color>\n1.味方がスキル攻撃を受ける度に、与ダメージ＋30％、ターン終了まで持続する。敵が全体攻撃を受ける度に、自身に【受ける単体ダメージ＋25％】付与し、1ターン持続する。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군 유닛이 스킬 공격을 매번 1회 받을 때마다, 부여하는 대미지 20% 증가하며, 턴 종료까지 지속된다. 적 유닛이 매번 전체 공격 스킬을 받을 때마다, 1스택의 [적용받는 단일 대미지 25% 증가] 효과를 획득하며, 1턴 동안 지속된다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ตัวละคร​ฝ่าย​เรา​ทุกครั้งที่​ได้รับ​การ​โจมตี​ด้วย​สกิล​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 30%​ ส่งผล​จน​จบ​เทิร์น​ ทุกครั้งที่​ตัวละคร​ฝ่าย​ศัตรู​ได้รับ​ดา​เม​จ​หมู่​จาก​สกิล​ จะ​ได้รับ​เอฟเฟกต์​ [​โดน​ดา​เม​จ​เป้า​เดี่ยว​เพิ่มขึ้น​ 25%]​ เป็นเวลา​ 1​ เทิร์น​
900101				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方携带攻击力提升效果的战斗员，2星技能伤害提升15%，3星技能伤害提升30%	<color=#05f1e6>夢魘湧動</color>\n1.我方攜帶攻擊力提升效果的戰鬥員，2星技能傷害提升15%，3星技能傷害提升30%	<color=#05f1e6>Nightmare Surge</color>\n1.When allied Combatants have ATK Boosts, their 2★ skill damage increases by 15%, while their 3★ skill damage increases by 30%.	<color=#05f1e6>ステージ効果</color>\n1.攻撃力アップが掛かっている味方戦闘員の★2スキルによるダメージ＋15％、★3スキルによるダメージ＋30％。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군 중 공격력 증가 효과를 보유한 전투원의 2★ 스킬 대미지 15% 증가, 3★ 스킬 대미지 30% 증가한다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ตัวละคร​ฝ่าย​เรา​ที่​มี​เอฟเฟกต์​เพิ่ม​ ATK​ ดา​เม​จ​ของ​สกิล​ 2★​ เพิ่มขึ้น​ 15%​ และ​ดา​เม​จ​ของ​สกิล​ 3★​ เพิ่มขึ้น​ 30%​
900102				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方携带攻击力提升效果的战斗员，2星技能伤害提升20%，3星技能伤害提升40%	<color=#05f1e6>夢魘湧動</color>\n1.我方攜帶攻擊力提升效果的戰鬥員，2星技能傷害提升20%，3星技能傷害提升40%	<color=#05f1e6>Nightmare Surge</color>\n1.When allied Combatants have ATK Boosts, their 2★ skill damage increases by 20%, while their 3★ skill damage increases by 40%.	<color=#05f1e6>ステージ効果</color>\n1.攻撃力アップが掛かっている味方戦闘員の★2スキルによるダメージ＋20％、★3スキルによるダメージ＋40％。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군 중 공격력 증가 효과를 보유한 전투원의 2★ 스킬 대미지 20% 증가, 3★ 스킬 대미지 40% 증가한다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ตัวละคร​ฝ่าย​เรา​ที่​มี​เอฟเฟกต์​เพิ่ม​ ATK​ ดา​เม​จ​ของ​สกิล​ 2★​ เพิ่มขึ้น​ 20%​ และ​ดา​เม​จ​ของ​สกิล​ 3★​ เพิ่มขึ้น​ 40%​
900103				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方奥义能量未满时，造成【破碎伤害】提升50%	<color=#05f1e6>夢魘湧動</color>\n1.我方奧義能量未滿時，造成【破碎傷害】提升50%	<color=#05f1e6>Nightmare Surge</color>\n1. Deals 50% more [Sunder DMG] when allies' SP is not full.	<color=#05f1e6>ステージ効果</color>\n1.味方のSPが満タンでない場合、与える【超会心ダメージ】+50％。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군의 팔살기 에너지가 가득차지 않았을 때, 부여하는 [파쇄 대미지]가 50% 증가한다.	<color=#800080>กระแสฝันร้าย</color>\n1.​เมื่อ​พลังงาน​อัล​ติ​เมท​ฝ่าย​เรา​ยัง​ไม่​เต็ม​ จะ​สร้าง​ [​ดา​เม​จบ​ด​ขยี้​]​ เพิ่มขึ้น​ 50%​
900104				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌人受到【增幅伤害】提升30%，受到奥义技能的【增幅伤害】额外提升40%	<color=#05f1e6>夢魘湧動</color>\n1.敵人受到【增幅傷害】提升30%，受到奧義技能的【增幅傷害】額外提升40%	<color=#05f1e6>Nightmare Surge</color>: Enemies take 30% more [Amplifying DMG], with an additional 40% boost if they take [Amplifying DMG] from an Ultimate attack.	<color=#05f1e6>ステージ効果</color>\n1.敵が受ける【増幅ダメージ】+30％、受けるSP技による【増幅ダメージ】は追加で+40％。	<color=#05f1e6>나이트메어 침식</color>\n1. 적이 부여받는 [증폭 대미지]가 30% 증가하고, 부여받는 필살기 스킬의 [증폭 대미지]는 추가로 40% 증가한다.	<color=#800080>กระแสฝันร้าย</color>\n1.​ศัตรู​ได้รับ​ [​ดา​เม​จ​เสริม​พลัง​]​ เพิ่มขึ้น​ 50%​ และ​จะ​ได้รับ​ [​ดา​เม​จ​เสริม​พลัง​]​ จาก​สกิลอัล​ติ​เมท​เพิ่มขึ้น​อีก​ 40%​
900105				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌人受到【增幅伤害】提升20%，受到治疗暴击的友方单位造成【增幅伤害】提升20%，持续1回合	<color=#05f1e6>夢魘湧動</color>\n1.敵人受到【增幅傷害】提升20%，受到治療爆擊的友方單位造成【增幅傷害】提升20%，持續1回合	<color=#05f1e6>Nightmare Surge</color>\n1. Enemies take 20% more [Amplifying DMG]. Allies who receive Critical Healing deal 20% more Amplifying DMG. Lasts 1 turn.	<color=#05f1e6>ステージ効果</color>\n1.敵が受ける【増幅ダメージ】＋20％。会心回復を受けた味方による【増幅ダメージ】＋20％、1ターン持続する。	<color=#05f1e6>나이트메어 침식</color>\n1. 적이 받는 [증폭 대미지] 20% 증가, 크리티컬 치료 효과를 받은 아군 유닛의 [증폭 대미지] 20% 증가, 1턴 지속	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ศัตรู​ได้รับ​ [​ดา​เม​จ​เสริม​พลัง​]​ เพิ่มขึ้น​ 20%​ และ​ยูนิต​เดี่ยว​ฝ่าย​เรา​ที่​ได้รับ​การฟื้นฟู​ค​ริ​ติ​คอ​ล​จะ​สร้าง​ [​ดา​เม​จ​เสริม​พลัง​]​ เพิ่มขึ้น​ 20%​ เป็นเวลา​ 1​ เทิร์น​
900106				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌人受到【增幅伤害】提升30%，受到治疗暴击的友方单位造成【增幅伤害】提升30%，持续1回合	<color=#05f1e6>夢魘湧動</color>\n1.敵人受到【增幅傷害】提升30%，受到治療爆擊的友方單位造成【增幅傷害】提升30%，持續1回合	<color=#05f1e6>Nightmare Surge</color>\n1. Enemies take 30% more [Amplifying DMG]. Allies who receive Critical Healing deal 30% more Amplifying DMG. Lasts 1 turn.	<color=#05f1e6>ステージ効果</color>\n1.敵が受ける【増幅ダメージ】＋30％。会心回復を受けた味方による【増幅ダメージ】＋30％、1ターン持続する。	<color=#05f1e6>나이트메어 침식</color>\n1. 적이 받는 [증폭 대미지] 30% 증가, 크리티컬 치료 효과를 받은 아군 유닛의 [증폭 대미지] 30% 증가, 1턴 지속	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ศัตรู​ได้รับ​ [​ดา​เม​จ​เสริม​พลัง​]​ เพิ่มขึ้น​ 30%​ และ​ยูนิต​เดี่ยว​ฝ่าย​เรา​ที่​ได้รับ​การฟื้นฟู​ค​ริ​ติ​คอ​ล​จะ​สร้าง​ [​ดา​เม​จ​เสริม​พลัง​]​ เพิ่มขึ้น​ 30%​ เป็นเวลา​ 1​ เทิร์น​
900107				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方造成间接伤害提升60%，每回合开始时将敌方全体已有的【诅咒】延长1回合	<color=#05f1e6>夢魘湧動</color>\n1.我方造成間接傷害提升60%，每回合開始時將敵方全體已有的【詛咒】延長1回合	<color=#05f1e6>Nightmare Surge</color>\n1. Increases all allies' Indirect DMG dealt by 60%. At the beginning of each turn, the duration of all enemies' existing [Curses] is extended by 1 turn.	<color=#800080>ステージ効果</color>：味方の与える間接ダメージ＋60％、毎ターン開始時に敵全体にある【呪詛】の持続ターン数＋1。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군이 가하는 간접 대미지 60% 증가, 매 턴 시작 시 전체 적군이 보유한 [저주] 효과를 1턴 연장한다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ฝ่าย​เรา​สร้าง​ดา​เม​จ​ต่อเนื่อง​เพิ่มขึ้น​ 60%​ และ​ใน​ทุก​ต้น​เทิร์น​ จะ​ขยาย​ระยะเวลา​ [​คำสาป​]​ ที่​ศัตรู​ทั้งหมด​มี​อยู่​เพิ่ม​อีก​ 1​ เทิร์น​
900108				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方造成<color=#fed330>【破碎伤害】</color>提升30%，<color=#fed330>攻击力被降低或偷取</color>的敌方单位受到<color=#fed330>【破碎伤害】</color>额外提升30%	<color=#05f1e6>夢魘湧動</color>\n1.我方造成<color=#fed330>【破碎傷害】</color>提升30%，<color=#fed330>攻擊力被降低或偷取</color>的敵方單位受到<color=#fed330>【破碎傷害】</color>額外提升30%	<color=#05f1e6>Nightmare Surge</color>\n1. Allied Combatants deal 30% more <color=#fed330>[Sunder DMG]</color>. Enemy units with <color=#fed330>reduced or stolen ATK</color> take 30% more <color=#fed330>[Sunder DMG]</color>.	<color=#05f1e6>ステージ効果</color>\n1.味方が与える<color=#fed330>【超会心ダメージ】</color>＋30％、<color=#fed330>攻撃力がダウン／吸収された</color>敵が受ける<color=#fed330>【超会心ダメージ】</color>は追加で＋３０％。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군이 가하는 <color=#fed330>[파쇄 대미지]</color> 30% 증가, <color=#fed330>공격력이 감소되거나 갈취 당한</color> 적 유닛이 받는 [파쇄 대미지] 추가 30% 증가	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ฝ่าย​เรา​สร้าง​<color=#fed330>[ดาเมจบดขยี้]</color>​เพิ่มขึ้น​ 30%​ ฝ่าย​ศัตรู​ที่​ถูก​<color=#fed330>ลดหรือขโมย ATK</color>​ จะ​ได้รับ​<color=#fed330>[ดาเมจบดขยี้]</color>​เพิ่มขึ้น​ 30%​
900109				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方造成【间接伤害】提升20%，携带【渐愈】效果时造成【间接伤害】额外提升20%	<color=#05f1e6>夢魘湧動</color>\n1.我方造成【間接傷害】提升20%，攜帶【漸愈】效果時造成【間接傷害】額外提升20%	<color=#05f1e6>Nightmare Surge</color>\n1.Increases the [Indirect DMG] dealt by allies by 20%. If a Combatant has [Steady Restoration], the [Indirect DMG] is further increased by an additional 20%.	<color=#05f1e6>ステージ効果</color>\n1.味方が与える【間接ダメージ】＋20％。【徐々に回復】を持っている場合、与える【間接ダメージ】は追加で＋20％。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군이 가하는 [간접 대미지] 20% 증가, [단계 치유] 효과 보유 시 가하는 [간접 대미지] 추가 20% 증가	<color=#05f1e6>กระแสฝันร้าย</color>:​ ฝ่าย​เรา​สร้าง​ [​ดา​เม​จ​ต่อเนื่อง​]​ เพิ่มขึ้น​ 20%​ และ​ในขณะที่​มี​สถานะ​ [​ฟื้นฟู​ต่อเนื่อง​]​ อยู่​ จะ​สร้าง​ [​ดา​เม​จ​ต่อเนื่อง​]​ เพิ่มขึ้น​อีก​ 20%​
900110				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方造成【间接伤害】提升30%，携带【渐愈】效果时造成【间接伤害】额外提升30%	<color=#05f1e6>夢魘湧動</color>\n1.我方造成【間接傷害】提升30%，攜帶【漸愈】效果時造成【間接傷害】額外提升30%	<color=#05f1e6>Nightmare Surge</color>\n1.Increases the [Indirect DMG] dealt by allies by 30%. If a Combatant has [Steady Restoration], the [Indirect DMG] is further increased by an additional 30%.	<color=#05f1e6>ステージ効果</color>\n1.味方が与える【間接ダメージ】＋30％。【徐々に回復】を持っている場合、与える【間接ダメージ】は追加で＋30％。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군이 가하는 [간접 대미지] 30% 증가, [단계 치유] 효과 보유 시 가하는 [간접 대미지] 추가 30% 증가	<color=#05f1e6>กระแสฝันร้าย</color>:​ ฝ่าย​เรา​สร้าง​ [​ดา​เม​จ​ต่อเนื่อง​]​ เพิ่มขึ้น​ 30%​ และ​ในขณะที่​มี​สถานะ​ [​ฟื้นฟู​ต่อเนื่อง​]​ อยู่​ จะ​สร้าง​ [​ดา​เม​จ​ต่อเนื่อง​]​ เพิ่มขึ้น​อีก​ 30%​
900111				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方单位自身携带增益效果数量达到3/5/7个时，造成伤害提升25%/50%/75%	<color=#05f1e6>夢魘湧動</color>\n1.我方單位自身攜帶增益效果數量達到3/5/7個時，造成傷害提升25%/50%/75%	<color=#05f1e6>Nightmare Surge</color>\n1. When allies have 3/5/7 buffs, increases DMG dealt by 25%/50%/75%.	<color=#05f1e6>ステージ効果</color>\n1.味方にあるバフの数が3/5/7の場合、敵に与えるダメージ＋25%/50%/75%。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군 유닛 자신이 보유한 버프 효과가 3/5/7개 도달 시, 부여하는 대미지 +25%/50%/75%	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​เมื่อ​ยูนิต​ฝ่าย​เรา​มี​จำนวน​เอฟเฟกต์​บัฟ​ถึง​ 3/5/7​ บัฟ​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 25%/50%/75%​
900112				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌方全体防御力提升50%，受到【真实伤害】提升50%。	<color=#05f1e6>夢魘湧動</color>\n1.敵方全體防禦力提升50%，受到【真實傷害】提升50%。	<color=#05f1e6>Nightmare Surge</color>\n1. All enemies gain a 50% increase in DEF but take 50% more [True DMG].	<color=#800080>ステージ効果</color>\n1.敵全体の防御力＋50%、受ける直撃ダメージ＋50%。	<color=#05f1e6>나이트메어 침식</color>\n1. 적군 전체 방어력 +50%, 받는 고정 대미지 +50%	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ฝ่าย​ศัตรู​ทั้งหมด​มี​ DEF​ เพิ่มขึ้น​ 50%​ และ​ได้รับ​ [​ดา​เม​จ​จริง​]​ เพิ่มขึ้น​ 50%​
