id	activityId	placeId	unlockRepaintingQuestId	type	unlockLevel	exp	cardExp	battleRules	proposalLevel	costItem	costNum	costNumLose	sceneId	rounds	petLineup	roleNun	repeatButton	powerRatioTeamID	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
50023204	4	402	50033201	2	50023203			1	40000	9000083	20	0	82313	10		4	0		1	摇摆不定的朋友	搖擺不定的朋友	The Trust Scale	揺らぐ絆	흔들리는 친구	เพื่อนที่เอาแน่เอานอนไม่ได้	在名为「信任」的天平两端，佐伊与克莱尔不断增加砝码……等待着，那个平衡的时机。	在名為「信任」的天平兩端，佐伊與克雷爾不斷增加砝碼……等待著，那個平衡的時機。	Every shared secret tips the scales between Zoe and Claire—but neither knows which side will crash down first.	「信頼」という天秤の両端で、ゾイとクレアが互いに重みを加えながら、その均衡を見極めようと待っている。	[신뢰]라는 저울의 끝에서 조이와 클레어는 끊임없이 추를 올리며... 균형의 순간이 오기를 기다리고 있다.	บน​ตาชั่ง​ที่​ชื่อว่า​ "​ความ​เชื่อใจ​"​ โซ​อี้​และ​แคลร์​ต่าง​เพิ่ม​น้ำหนัก​ลง​ไป​เรื่อยๆ​...​ และ​รอคอย​ช่วงเวลา​ที่​ความ​สมดุล​จะ​เกิดขึ้น​
50023301	4	403		2	50023204			1	50000	9000083	20	0	82312	10		4	0		1	修罗场？！	修羅場？！	The Cost of Truth	修羅場？！	아수라장?!	พื้นที่แห่งความทุกข์!?	该如何阻止克莱尔追求真相的脚步？对她来说，这真的是「保护」吗？	該如何阻止克雷爾追求真相的腳步？對她來說，這真的是「保護」嗎？	Can Claire's relentless quest for the truth be halted? And is "protection" just another word for lies?	真実を追い求めるクレアを止めるべきか？ 彼女にとって、それは本当に「守ること」なのだろうか？	클레어가 진실을 파헤치려는 발걸음을 어떻게 하면 막을 수 있을까? 그녀에게 이건 정말로 [보호]인 걸까?	จะ​ทำ​อย่างไร​ถึง​จะ​หยุดยั้ง​การ​ตามหา​ความจริง​ของ​แคลร์​ได้กัน​นะ​?​ สำหรับ​เธอ​แล้ว​ นี่​มัน​คือ​ "​การปกป้อง​"​ จริงๆ​ น่ะ​เหรอ​?​
50023302	4	403		2	50023301			1	70000	9000083	20	0	82312	10		4	0		1	「互惠互利」	「互惠互利」	The Deal	「ウィンウィン関係」	[이해관계]	"ผลประโยชน์ร่วมกัน"	与希尔达定下了互相交换情报的约定……她应该相信了吧？	與希爾達定下了互相交換情報的約定……她應該相信了吧？	You struck a deal with Hilda, trading intel for safety... But does she really buy your act?	ヒルダと情報を交換する約束をした……これで信じてくれるはずだよね？	힐다와 서로 정보를 교환하기로 했다... 그녀가 과연 믿어줄까?	ตกลง​ที่จะ​แลกเปลี่ยน​ข้อมูล​กับ​ฮิ​ลดา​ไป​แล้ว​...​ เธอ​น่าจะ​เชื่อได้​แล้ว​ใช่ไหม​นะ​?​
50023303	4	403		2	50023302			1	100000	9000083	20	0	82312	10		4	0		1	崩塌的心墙	崩塌的心牆	Falling Barriers	崩れゆく心の壁	무너진 마음의 벽	กำแพงใจที่พังทลาย	两颗忐忑的心，终于听见了彼此的共鸣。沉默的心墙轰然倒塌，在坦诚中消失殆尽……	兩顆忐忑的心，終於聽見了彼此的共鳴。沉默的心牆轟然倒塌，在坦誠中消失殆盡……	Two anxious hearts finally connect, as the silent walls between them crumble into dust, leaving only unfiltered honesty.	二つの不安に揺れる心が、ついに互いの共鳴を感じ取った。無言で立ち塞がっていた心の壁は、偽りのない言葉の中で静かに崩れ去った……	두 개의 불안한 마음이 마침내 서로의 공명을 들었다. 침묵 속의 마음의 벽은 진심 어린 고백 속에 흔적도 없이 사라졌다…	สอง​หัวใจ​ที่​เต็มไปด้วย​ความกังวล​ในที่สุด​ก็​ได้ยิน​เสียงสะท้อน​จาก​กันและกัน​ กำแพง​ใจ​ที่​เงียบสงบ​พังทลาย​ลง​อย่าง​แรง​ และ​หาย​ไป​หมดสิ้น​ใน​ความจริงใจ​
50023304	4	403		1	50023303														1	谜底的重量	謎底的重量	Truth's Gravity	真実の重さ	밝혀진 진실의 무게	น้ำหนักของความจริง	那些被掩埋的真相、未曾说出口的话，在阳光下变得清晰而沉重……	那些被掩埋的真相、未曾說出口的話，在陽光下變得清晰而沉重……	The revealed past glimmers sharply in the light, each fact a weighty stone in their hands.	隠された真実と語られぬ言葉が、陽の下で重くのしかかる……	감춰졌던 진실과 꺼내지 못했던 말이 햇살 아래 선명해지고 무거워졌다…	ความจริง​ที่​ถูก​ฝัง​ไว้​ คำพูด​ที่​ไม่​เคย​ได้​กล่าว​ออกมา​ เมื่อ​อยู่​ใต้​แสงตะวัน​ กลับ​กลายเป็น​สิ่ง​ที่​ชัดเจน​และ​หนักหน่วง​ยิ่งนัก​...​
50023305	4	403		2	50023304			1	120000	9000083	20	0	14805	10		4	0		1	绑架！！	綁架！！	Kidnapping!!	拉致！！	납치!!	ลักพาตัว!!	赶去艾莫斯住处时，正巧遇上了前去实施绑架行动的希尔达，战斗一触即发……	趕去艾莫斯住處時，正巧遇上了前去實施綁架行動的希爾達，戰鬥一觸即發……	You arrived at Amos's residence just in time to witness Hilda in the midst of an abduction—the confrontation was unavoidable.	アイモスの住まいに向かう途中、拉致実行中のヒルダと遭遇し、状況は一触即発……	아모스의 집으로 서둘러 향하던 중 마침 아모스를 납치하려는 힐다와 마주쳤다. 전투는 일촉즉발의 상황으로…	เมื่อ​รีบ​ไป​ยัง​ที่พัก​ของ​อา​โม​ส​ ก็​พบ​กับ​ฮิ​ลดา​ที่​กำลังจะ​ไป​ดำเนินการ​ลักพาตัว​พอดี​ การต่อสู้​ใกล้​จะ​เริ่ม​ขึ้น​แล้ว​...​
50023306	4	403		1	50023305														1	虚妄的追逐	虛妄的追逐	The Hollow Hunt	虚無を追い求めて	허망한 추격	การไล่ตามสิ่งลวง	自我的认知如断层般崩塌，一切皆是虚妄。可除了虚妄，他一无所有……	自我的認知如斷層般崩塌，一切皆是虛妄。可除了虛妄，他一無所有……	His sense of self fractures like fault lines; everything he believed was an illusion—but without those beliefs, he is nothing...	自意識が崩れ落ち、すべてが虚無であることを悟る。しかし、虚無だけが彼に残されたものだ……	자아에 대한 인식이 단층처럼 무너져 내렸고, 모든 것은 허무했다. 허무함 외에는 그에게 아무것도 남지 않았다…	การรับรู้​ตัวตน​ของ​ตัวเอง​พังทลาย​เหมือนกับ​การ​เกิด​รอยแยก​ ทุกสิ่งทุกอย่าง​กลายเป็น​เพียง​สิ่ง​ลวง​ แต่​นอกจาก​สิ่ง​ลวง​ เขา​ก็​ไม่​มี​อะไร​เลย​...​
50023307	4	403	50033301	1	50023306														1	尘归于尘	塵歸於塵	Petals to Earth	塵に帰る	흙은 흙으로 돌아갈 뿐	เศษฝุ่นที่กลับคืนสู่ที่เดิม	唯有那落樱，静静地归于尘土，见证了一切的终结与开始……	唯有那落櫻，靜靜地歸於塵土，見證了一切的終結與開始……	Only the fallen cherry blossoms bore witness—silent spectators to an ending... and a beginning.	ただ散りゆく桜が、静かにすべての終わりと始まりを見守り、塵に帰していく……	유일하게 떨어진 벚꽃만이 조용히 흙으로 돌아가며 모든 끝과 시작을 지켜보았다…	มี​เพียง​ซากุระ​ดอก​นั้น​ ที่​ร่วงโรย​ลง​สู่​ดิน​อย่าง​เงียบสงบ​ เป็น​พยาน​ของ​การ​สิ้นสุด​และ​การ​เริ่มต้น​ของ​ทุกสิ่ง​...​
50023401	4	404	50033401	1	50023307														1	不谢的春日	不謝的春日	Eternal Bloom	散ることのない春日	시들지 않는 봄	ฤดูใบไม้ผลิที่ไม่โรยรา	春光烂漫，就让这花期在心口永驻……	春光爛漫，就讓這花期在心口永駐……	Though the blossoms may fade, this feeling endures. Pressed between ribs, it blooms forever.	心に咲き続ける花のように、この春の記憶を永遠に……	화사한 봄날, 이 꽃피는 계절이 마음속에 영원하기를…	แสงแดด​ใน​ฤดูใบไม้ผลิ​อัน​สดใส​ ขอให้​ดอกไม้​บาน​นี้​อยู่​ใน​ใจ​เรา​อย่าง​ไม่​มี​วัน​ลืมเลือน​...​
50024101	5	501		1	0														1	窥探	窺探	Eavesdropping	壁に耳あり	정탐	สอดส่อง	调查官在情绪干预中心寻找戈多未果，而在回去的途中意外撞见偷听简谈话的护士……	調查官在情緒干預中心尋找戈多未果，而在回去的途中意外撞見偷聽簡談話的護士……	After an unsuccessful search for Gordo at the Emotion Remedy Center, the Inspector stumbles upon a nurse secretly listening in on Jane's private talk...	調査官はERCでゴードの行方を追うも、手がかりは得られず。帰路、簡と誰かの会話を盗み聞く看護師の姿を偶然目にする……	조사관은 이모션 컨트롤 센터에서 고드를 만나지 못하고 돌아가던 도중, 우연히 제인의 대화를 엿듣고 있는 간호사와 마추치고…	ผู้ตรวจการ​ตามหา​ตัว​โกโต้​ใน​ศูนย์เยียวยาพาโธซิส ​แต่ก็ไม่พบ ​และ​ใน​ระหว่าง​ทาง​กลับ​นั้น ​ก็​บังเอิญ​เจอ​กับ​พยาบาล​ที่​แอบ​ฟัง​บท​สนทนา​ของ​เจน​...​
50024102	5	501		2	50024101			1	20000	9000085	20	0	73406	10		4	0		1	遇袭	遇襲	Ambush	襲撃	습격	ถูกโจมตี	拜访结束，几人离开了情绪干预中心。然而在返回流浪猫之家的途中遇到了傀化物袭击……	拜訪結束，幾人離開了情緒干預中心。然而在返回流浪貓之家的途中遇到了傀化物襲擊……	As the group finishes their visit and leaves the Emotion Remedy Center, they are suddenly ambushed by Anomalies on their way back to the Stray Cat Shelter...	面会を終えた一行がERCを後にし、野良猫の家へ戻る途中、突如として傀化物の襲撃に遭遇する……	방문을 마친 일행은 이모션 컨트롤 센터를 떠났다. 그러나 낭만 고양이 하우스로 향하던 도중 퍼펫화 개체의 습격을 받는데…	หลังจากการเยี่ยมเยือน ​พวกเขา​ก็​เดินทาง​ออก​จาก​ศูนย์เยียวยาพาโธซิส ​ทว่า​ระหว่าง​ทาง​กลับ​ไป​ยัง​บ้านแมวจร ​พวก​เขา​กลับ​ถูก​หุ่นเชิดไร้ร่าง​เข้า​โจมตี​...​
50024103	5	501		1	50024102														1	欢迎回家	歡迎回家	Welcome Home	「おかえり」	귀가 환영	ยินดีต้อนรับกลับบ้าน	众人回到了流浪猫之家，调查官也受到了热情的接待。几人聊起了这里的事情……	眾人回到了流浪貓之家，調查官也受到了熱情的接待。幾人聊起了這裡的事情……	Returning to the Stray Cat Shelter, the Inspector is welcomed with warmth and familiarity. As the group settles in, stories of the shelter's recent events begin to unfold...	野良猫の家に帰還した一行は暖かなもてなしを受けた。調査官も交え、懐かしい思い出話に花が咲く……	낭만 고양이 하우스로 돌아온 모두, 조사관도 따스한 환대를 받았다. 자연스럽게 이곳에 대한 이야기가 오가고…	ทุกคน​กลับ​มาถึง​บ้าน​แมว​จร​ ส่วน​ผู้ตรวจการ​ก็​ได้รับการ​ต้อนรับ​อย่าง​อบอุ่น​ พวกเขา​เริ่ม​พูดคุย​กัน​ถึง​เรื่องราว​ของ​ที่นี่​...​
50024104	5	501		2	50024103			1	30000	9000085	20	0	12101	10		4	0		1	心结	心結	Silent Secrets	心の枷	응어리	ปมในใจ	深夜，调查官和玛丽解决了突如其来的傀化物。在询问到原因时，玛丽却沉默不语……	深夜，調查官和瑪麗解決了突如其來的傀化物。在詢問到原因時，瑪麗卻沉默不語……	In the depths of night, the Inspector and Marie fend off a sudden Anomaly attack. When pressed for answers about the origin of the assault, Marie's silence speaks volumes...	深夜、突如現れた傀化物に、調査官とマレイドが応戦。撃退には成功したものの、襲われた原因を問われたマレイドは沈黙を守る……	깊은 밤, 조사관과 마리는 갑자기 나타난 퍼펫화 개체를 처리했다. 원인을 물었지만 마리는 침묵할 뿐이었다…	ในยามค่ำคืน ​ผู้ตรวจการ​และ​มะลิ​ร่วมกัน​รับมือ​กับ​หุ่นเชิดไร้ร่าง​ที่​ปรากฏตัว​ออกมา​อย่าง​กะทันหัน ​แต่​เมื่อ​ถูก​ถาม​ถึง​สาเหตุ ​มะลิ​กลับ​เงียบ​ไม่​เอื้อนเอ่ย​คำใด​...​
50024105	5	501	50034101	1	50024104														1	阴谋	陰謀	Conspiracy	陰謀	음모	แผนร้าย	计划失败的米拉接到了赫德嘉的电话，在她的指引下，米拉似乎有了一个新的计划……	計畫失敗的米拉接到了赫德嘉的電話，在她的指引下，米拉似乎有了一個新的計畫……	Mira's scheme collapses—until Hildegard's call breaks the silence. With calculated precision, a new plan forms in Mira's mind...	計画が頓挫したミラのもとに、不意にヒルデガルドの電話が入る。受話器から聞こえる冷ややかな声が、新たな戦略を示唆していく……	계획이 틀어진 미라는 힐데가르드의 전화를 받았다. 그녀의 말을 듣고 미라는 새로운 계획이 생긴듯 했다…	มิรา​ที่​ทำ​แผนการ​ล้มเหลว ​ได้รับ​โทรศัพท์​จาก​ฮิลเดการ์ด ​ภายใต้​การ​ชี้แนะ​ของเธอ ​มิรา​ดูเหมือน​จะมี​แผนใหม่​ขึ้นมา​ใน​หัว​...​
50024201	5	502		1	50024105														1	晨间日常	晨間日常	Morning Routine	朝の光と共に	아침 일상	กิจวัตรยามเช้า	流浪猫之家的一天从猫咪的问候开始，混乱又温馨的早晨就此到来了……	流浪貓之家的一天從貓咪的問候開始，混亂又溫馨的早晨就此到來了……	A new day dawns at the Stray Cat Shelter. The resident cats weave between legs, their playful greetings signaling the usual chaos of a cozy, familiar morning...	野良猫の家の一日は、猫たちのあいさつから静かに始まる。食卓を囲む笑い声の中に、小さな幸せが転がっている……	낭만 고양이 하우스의 하루는 고양이와의 인사로 시작된다. 어수선하면서도 따뜻한 아침이 찾아오고…	หนึ่งวัน​ใน​บ้านแมวจร​เริ่มต้น​ด้วย​การ​ทักทาย​จาก​เหล่า​แมวเหมียว ​เช้า​ที่ยุ่ง​วุ่นวาย​แต่ก็​เต็ม​ไปด้วย​ความ​อบอุ่น ​ได้​เริ่มต้น​ขึ้นแล้ว​...​
50024202	5	502		1	50024201														1	厄运	厄運	Misfortune	不運	불운	ลางร้าย	简被绑架后，玛丽、安娜与调查官根据定位前去营救，而绑匪的真正目标似乎仍是玛丽……	簡被綁架後，瑪麗、安娜與調查官根據定位前去營救，而綁匪的真正目標似乎仍是瑪麗……	Jane is taken. Marie, Anna, and the Inspector track the kidnappers' location, determined to rescue her. But it becomes clear that Marie is the real target...	簡の誘拐を受け、マレイド・アンナ・調査官は位置情報を頼りに救出へと向かう。だがその裏で、狙われていたのは──マレイド自身だった。	제인이 납치된 후, 마리, 안나, 조사관은 위치를 추적해 갔다. 하지만 납치범의 진짜 목표는 아무래도 마리인 것 같다…	หลังจาก​เจน​ถูก​ลักพาตัว ​มะลิ ​แอนนา ​และ​ผู้ตรวจการ​จึง​ติดตาม​ตำแหน่ง​เพื่อ​ไป​ช่วยเหลือ ​แต่​ดูเหมือนว่า​เป้าหมาย​ที่​แท้จริง​ของ​ผู้ร้าย​ลักพาตัว​ก็​ยังคง​เป็น​มะลิ​...​
50024203	5	502		2	50024202			1	40000	9000085	20	0	73401	10		4	0		1	追截	追截	Pursuit	追撃	추격	ไล่จับกุม	调查官三人追击绑匪车辆，却在截停时遭遇傀化物突袭……	調查官三人追擊綁匪車輛，卻在截停時遭遇傀化物突襲……	In a high-speed pursuit, the Inspector's team corners the kidnappers—only for Anomalies to attack at the worst moment...	誘拐犯の車両を追跡する調査官たち。ついに車を止めたその瞬間、傀化物の奇襲が一行を襲う……	조사관 일행은 납치범의 차량을 뒤쫓았지만 차량을 막아서는 순간 퍼펫화 개체의 습격을 받고…	ทั้งสามคน​พร้อมด้วย​ผู้ตรวจการ​ได้​ไล่ตาม​รถ​ของ​ผู้ร้าย​ลักพาตัวไป ​แต่​ในขณะ​ที่​กำลัง​จะ​สกัดจับ ​กลับถูก​หุ่นเชิด​โจมตี​อย่าง​กะทันหัน​...​
50024204	5	502		1	50024203														1	新的危机	新的危機	New Crisis	新たな危機	새로운 위기	วิกฤติครั้งใหม่	调查官击败傀化物却只找到简的手机，线索就此中断。然而流浪猫之家传来了一个坏消息……	調查官擊敗傀化物卻只找到簡的手機，線索就此中斷。然而流浪貓之家傳來了一個壞消息……	The Anomalies are gone, and so are the clues—just Jane's phone remains. But the real trouble is just beginning elsewhere...	傀化物を撃退したものの、現場に残されていたのは簡のスマホだけ。手がかりは断たれた……そんな矢先、野良猫の家から不穏な報せが届く……	조사관이 퍼펫화 개체를 처치했지만 그곳에서 찾은 건 제인의 핸드폰 뿐, 단서는 여기서 끊어졌다. 그런데 낭만 고양이 하우스에서 불길한 소식이 전해지고…	ผู้ตรวจการ​เอาชนะ​หุ่นเชิดไร้ร่าง​ได้​สำเร็จ ​แต่กลับ​พบ​เพียง​โทรศัพท์​มือถือ​ของ​เจน ​ทำให้​เบาะแส​ถูก​ตัดขาด​ไป ​ณ จุดนี้ ​อย่างไร​ก็ตาม ​ใน​ขณะเดียวกัน​บ้านแมวจร​ก็​ได้​รับรู้​ถึง​ข่าวร้าย​บางอย่าง​...​
50024205	5	502	50034201	1	50024204														1	陷阱	陷阱	The Trap	罠	함정	กับดัก	米拉设局利用人质引诱玛丽自投罗网，而两人的密谋全被囚笼中的猎物听在耳中……	米拉設局利用人質引誘瑪麗自投羅網，而兩人的密謀全被囚籠中的獵物聽在耳中……	Mira sets a trap, using hostages to draw Marie in. Little does she know, her captive overhears every word of the scheme...	ミラの仕掛けた罠に、マレイドは自ら足を踏み入れる。檻の中、囚われた者の耳には二人が交わす密やかな謀略が、はっきりと届いていた……	미라는 인질을 미끼 삼아 마리를 함정에 빠뜨리려고 했다. 하지만 두 사람의 음모는 철창에 갇혀있는 사냥감에게도 고스란히 전달되었고…	มิรา​วางแผน​ใช้​ตัว​ประกัน​หลอกล่อ​ให้​มะลิ​ยอมเดิน​เข้ามา​ติด​กับดัก​ด้วย​ตัวเอง ​แต่​แผนการ​ลับ​ของ​ทั้งสอง​กลับ​ถูก​เหยื่อ​ที่​อยู่​ใน​กรงขัง​ได้ยิน​ทั้งหมด​...​
50024301	5	503		1	50024205														1	调猫离山	調貓離山	Diversion	陽動作戦	고양이 유인 작전	ล่อแมวออกจากถ้ำ	对方以简为饵引走众人，掳走了拉斐尔。就在众人商量如何营救的时候，玛丽不见了……	對方以簡為餌引走眾人，擄走了拉斐爾。就在眾人商量如何營救的時候，瑪麗不見了……	Jane becomes the decoy, a distraction meant to pull the group apart. While their attention is divided, Raphaella vanishes. As the others scramble to devise a rescue plan, Marie slips away unnoticed...	簡を囮にした敵の策によって、ラファエルが連れ去られる。救出方法を模索する中、ふと気づけばマレイドの姿が消えていた……	상대는 제인을 미끼로 일행을 유인했고, 그 틈을 타서 라파엘을 납치했다. 어떻게 구출할지 방법을 논의하던 중, 마리가 사라졌다…	อีกฝ่าย​ใช้​เจน​เป็น​เหยื่อล่อ​เพื่อ​ให้​ทุกคน​ออกไป ​และ​ลักพา​ตัว​ราฟาเอล​ไป ​ใน​ขณะ​ที่​ทุกคน​กำลัง​ปรึกษา​กัน​ว่า​จะ​ช่วยเหลือ​อย่างไร ​กลับ​พบว่า​มะลิ​ได้​หายตัว​ไปแล้ว​...​
50024302	5	503		1	50024301														1	独自一人	獨自一人	Alone	一匹オオカミ	나홀로	เพียงลำพัง	独自赴险的玛丽被安娜和调查官追上，然而她并不想与之同行……	獨自赴險的瑪麗被安娜和調查官追上，然而她並不想與之同行……	Marie walks straight into danger alone—until Anna and the Inspector catch up to her, yet she won't let them follow...	単身で危険へと向かったマレイドを、アンナと調査官が追いかけて追いつく。だがマレイドは、あくまで一人で立ち向かう決意を変えようとはしなかった……	위험을 무릅쓰고 홀로 떠난 마리를 안나와 조사관이 찾아냈다. 하지만 마리는 혼자서 갈 것을 고집하고…	มะลิ​ผู้​เสี่ยงภัย​เพียง​ลำพัง​ถูก​แอนนา​กับ​ผู้ตรวจการ​ตามมา​จนทัน ​แต่​เธอ​กลับ​ไม่ต้องการ​ที่จะ​ร่วมทาง​ไป​ด้วยกัน​...​
50024303	5	503		2	50024302			1	70000	9000085	20	0	15339	10		4	0		1	营救行动	營救行動	Rescue Operation	救出作戦	구출 작전	ปฏิบัติการช่วยเหลือ	玛丽作为诱饵牵制米拉，调查官与安娜兵分两路展开救援，在Exe的远程协助下，众人开始了营救行动……	瑪麗作為誘餌牽制米拉，調查官與安娜兵分兩路展開救援，在Exe的遠端協助下，眾人開始了營救行動……	Marie acts as the distraction, keeping Mira occupied while the Inspector and Anna execute their rescue plan. With Exe providing tactical support from afar, the operation springs into action...	マレイドは自ら囮となってミラを引きつけ、調査官とアンナは二手に分かれ、Exeの遠隔支援のもと、救出作戦が始まる……	마리는 미끼가 되어 미라를 붙잡아두고, 조사관과 안나는 제인과 마리를 구하기 위해 나섰다. Exe의 원격 지원 덕분에 본격적인 구출 작전이 시작되었다…	มะลิ​ใช้​ตัวเอง​เป็น​เหยื่อล่อ​เพื่อ​เบี่ยงเบน​ความสนใจ​ของ​มิรา​ไว้ ​ส่วน​ผู้ตรวจการ​และ​แอนนา​ต่างก็​แยกย้าย​กันไป​สองทาง​เพื่อ​เริ่ม​ปฏิบัติการ​ช่วยเหลือ ​โดยมี​เอ็กซี​ให้​ความช่วยเหลือ​จาก​ทางไกล ​ท่ามกลาง​ความร่วมมือ​ของ​ทุกคน ​ภารกิจ​ช่วยเหลือ​จึงได้​เริ่มต้นขึ้น​...​
50024304	5	503		2	50024303			1	100000	9000085	20	0	15339	10		4	0		1	背水一战	背水一戰	Last Stand	背水の陣	배수일진	สู้จนตัวตาย	当战局陷入僵持时，达妮卡从天而降将米拉踢下高台，眼看计划即将失败，米拉放出最后的杀手锏……	當戰局陷入僵持時，達妮卡從天而降將米拉踢下高臺，眼看計畫即將失敗，米拉放出最後的殺手鐧……	The battle reaches a stalemate until Danica makes her explosive entrance, sending Mira flying from the platform. Cornered and desperate, Mira reveals her last, most perilous gambit...	戦況が膠着する中、空から舞い降りたダニカがミラを高台から蹴り落とす。追い詰められたミラが放つのは、最後の切り札だった……	팽팽하게 맞서던 그때, 다니카가 하늘에서 내려와 높은 곳에 있었던 마리를 걷어찼다. 자신의 계획이 실패할 것 같자, 최후의 수단을 꺼내는데…	ขณะ​ที่​สถานการณ์​ตก​อยู่​ใน​ภาวะ​ที่​กลืน​ไม่​เข้า​คาย​ไม่​ออก​ ดานิก้า​ก็​ปรากฏ​ตัว​ออกมา​จาก​ฟากฟ้า​ และเตะ​มิรา​ลง​จาก​ระเบียง​สูง​ เมื่อ​แผน​กำลัง​จะ​ล้ม​เหลว ​มิรา​จึง​ใช้​ไม้ตาย​สุดท้าย​ออก​มา​...​
50024305	5	503	50034301	1	50024304														1	意外之人	意外之人	Wildcard	思いがけない人物	의외의 인물	คนที่ไม่คาดคิด	工厂中出现了一个意料之外的人物——赫德嘉。在一切平息之后赫德嘉离开了现场。流浪猫之家的危机就此结束了。	工廠中出現了一個意料之外的人物——赫德嘉。在一切平息之後赫德嘉離開了現場。流浪貓之家的危機就此結束了。	An unexpected figure emerges in the factory—Hildegard. When the dust settles, she departs as mysteriously as she arrived. The nightmare at the Stray Cat Shelter finally comes to an end.	工場に姿を現したのは、予想外の人物──ヒルデガルド。すべてが落ち着いた後、彼女は何も語らずその場を後にする。こうして、野良猫の家の危機は幕を閉じた。	공장에 나타난 의외의 인물은 힐데가르드였다. 사태가 모두 마무리된 후, 힐데가르드는 조용히 현장을 떠났고, 그렇게 낭만 고양이 하우스의 위기는 막을 내렸다.	ใน​โรงงาน​มี​บุคคล​ที่​ไม่คาดคิด​ปรากฏตัว​ขึ้น​— ​ฮิลเดการ์ด ​หลังจาก​ทุกอย่าง​สงบลง​แล้ว ​ฮิลเดการ์ด​ก็ได้​ออกไป​จาก​ที่​เกิดเหตุ ​วิกฤต​ของ​บ้านแมวจร​จึง​จบลง​ที่​ตรงนั้น​
50024401	5	504		1	50024305														1	不再流浪	不再流浪	A Place To Call Home	私たちの帰る場所	방랑의 끝	ที่พักดวงใจ	在充满烟火气的清晨里，玛丽解开了心结融入这个家庭。随着快门声响起，一张记录着欢笑的全家福就此诞生。	在充滿煙火氣的清晨裡，瑪麗解開了心結融入這個家庭。隨著快門聲響起，一張記錄著歡笑的全家福就此誕生。	Morning sunlight and the aroma of breakfast fill the air as Marie finally lets go of her past. Surrounded by her family, the camera shutter captures their radiant faces—a moment frozen in time.	朝の喧騒の中で、マレイドは心のしこりを解き、この家族の一員として歩み始める。カメラのシャッター音が響いた瞬間、笑顔にあふれた一枚の家族写真が生まれた──それは、何気ない幸せの証。	삶의 온기가 가득한 아침, 마리는 마음의 벽을 허물고 마침내 진정한 가족이 되었다. 셔터 소리와 함께 웃음이 가득한 가족사진이 완성되었다.	ในยามเช้า​ที่​เต็มไปด้วย​กลิ่นอาย​ความอบอุ่น ​มะลิ​ได้​คลายปม​ในใจ​และ​กลายเป็น​ส่วนหนึ่ง​ของ​ครอบครัว​นี้ ​เมื่อ​เสียง​ชัตเตอร์​ดังขึ้น ​ภาพถ่าย​ครอบครัว​ที่​บันทึก​ทั้ง​ความสุข​และ​รอยยิ้ม​ไว้​ก็ได้​ถือ​กำเนิด​ขึ้น​
50024402	5	504	50034401	1	50024401														1	一切，刚刚开始	一切，剛剛開始	End of the Beginning	嵐の前の静けさ	모든 것은 이제 막 시작했을 뿐	ทุกอย่าง... เพิ่งจะเริ่มต้นเท่านั้น	营地里，赫德嘉与船长谈及米拉的下场，而平静对话下暗藏锋芒。随着船只远去，一场更大的风暴即将来临。一切，才刚刚开始。	營地裡，赫德嘉與船長談及米拉的下場，而平靜對話下暗藏鋒芒。隨著船隻遠去，一場更大的風暴即將來臨。一切，才剛剛開始。	At the remote camp, Hildegard and the Captain debate Mira's fate with deceptively calm words that mask their sharp intentions. As their ship disappears over the horizon, darker clouds gather. This isn't the end—just the opening move in a much larger game.	拠点で、ヒルデガルドと船長がミラの運命について語り合う。穏やかな会話の裏に鋭い緊張が潜み、船が遠ざかる中、さらなる嵐の予感が漂うーー物語は、ここから始まる。	영지에서 힐데가르드는 선장과 미라의 최후에 대해 이야기를 나눴다. 평온해 보이는 대화 속에 예리한 기류가 흐르고 있었다. 배는 수평선 너머로 사라지고, 모든 것은 이제 막 시작되었을 뿐이다.	ในแคมป์ ​ฮิลเดการ์ด​ได้​พูดคุย​กับ​กัปตัน​เกี่ยวกับ​ชะตากรรม​ของ​มิรา ​แม้​บท​สนทนา​จะ​ดูสงบ ​แต่กลับ​แฝง​ไปด้วย​ความ​ตึงเครียด ​เมื่อ​เรือ​แล่น​ออกไป ​พายุ​ลูก​ใหญ่​ยิ่งกว่า​ก็​กำลัง​จะ​มาถึง ​ทุกอย่าง​...​ เพิ่งจะ​เริ่มต้น​เท่านั้น​เอง​
