id	cardId	level	consNum	mood	rewardIcon	rewardItem	rewardNum	voice	action	file	property	status	rewardType	action_txt	action_txt_zh_TW	action_txt_en_UK	action_txt_ja_JP	action_txt_ko_KR	action_txt_th_TH
13100105	131001	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
13100106	131001	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
16000801	160008	1	0	300								1	1						
16000802	160008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
16000803	160008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
16000804	160008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
16000805	160008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
16000806	160008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
16100801	161008	1	0	300								1	1						
16100802	161008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
16100803	161008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
16100804	161008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
16100805	161008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
16100806	161008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
10200501	102005	1	0	300								1	1						
10200502	102005	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
10200503	102005	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
10200504	102005	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
10200505	102005	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
10200506	102005	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
15600801	156008	1	0	300								1	1						
15600802	156008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
15600803	156008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
15600804	156008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
15600805	156008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
15600806	156008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
15700801	157008	1	0	300								1	1						
15700802	157008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
15700803	157008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
15700804	157008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
15700805	157008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
15700806	157008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
15800801	158008	1	0	300								1	1						
15800802	158008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
15800803	158008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
15800804	158008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
15800805	158008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
15800806	158008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
16300801	163008	1	0	300								1	1						
16300802	163008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
16300803	163008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
16300804	163008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
16300805	163008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
16300806	163008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
16200801	162008	1	0	300								1	1						
16200802	162008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
16200803	162008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
16200804	162008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
16200805	162008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
16200806	162008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
10100201	101002	1	0	300								1	1						
10100202	101002	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
10100203	101002	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
10100204	101002	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
10100205	101002	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
10100206	101002	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
13200801	132008	1	0	300								1	1						
13200802	132008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
13200803	132008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
13200804	132008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
13200805	132008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
13200806	132008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
16400801	164008	1	0	300								1	1						
16400802	164008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
16400803	164008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
16400804	164008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
16400805	164008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
16400806	164008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
15500801	155008	1	0	300								1	1						
15500802	155008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
15500803	155008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
15500804	155008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
15500805	155008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
15500806	155008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
14500801	145008	1	0	300								1	1						
14500802	145008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
14500803	145008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
14500804	145008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
14500805	145008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
14500806	145008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
10300501	103005	1	0	300								1	1						
10300502	103005	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
10300503	103005	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
10300504	103005	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
10300505	103005	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
10300506	103005	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
16500801	165008	1	0	300								1	1						
16500802	165008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
16500803	165008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
16500804	165008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
16500805	165008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
16500806	165008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
13500201	135002	1	0	300								1	1						
13500202	135002	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
13500203	135002	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
13500204	135002	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
13500205	135002	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
13500206	135002	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
14400201	144002	1	0	300								1	1						
14400202	144002	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
14400203	144002	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
14400204	144002	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
14400205	144002	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
14400206	144002	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
16600801	166008	1	0	300								1	1						
16600802	166008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
16600803	166008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
16600804	166008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
16600805	166008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
16600806	166008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
10301001	103010	1	0	300								1	1						
10301002	103010	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
10301003	103010	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
10301004	103010	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
10301005	103010	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
10301006	103010	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
16700801	167008	1	0	300								1	1						
16700802	167008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
16700803	167008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
16700804	167008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
16700805	167008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
16700806	167008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
10201701	102017	1	0	300								1	1						
10201702	102017	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
10201703	102017	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
10201704	102017	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
10201705	102017	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
10201706	102017	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
10400401	104004	1	0	300								1	1						
10400402	104004	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
10400403	104004	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
10400404	104004	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
10400405	104004	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
10400406	104004	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
17000801	170008	1	0	300								1	1						
17000802	170008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
17000803	170008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
17000804	170008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
17000805	170008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
17000806	170008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
10201301	102013	1	0	300								1	1						
10201302	102013	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
10201303	102013	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
10201304	102013	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
10201305	102013	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
10201306	102013	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
10400201	104002	1	0	300								1	1						
10400202	104002	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
10400203	104002	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
10400204	104002	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
10400205	104002	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
10400206	104002	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
16900801	169008	1	0	300								1	1						
16900802	169008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
16900803	169008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
16900804	169008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
16900805	169008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
16900806	169008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
10301101	103011	1	0	300								1	1						
10301102	103011	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
10301103	103011	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
10301104	103011	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
10301105	103011	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
10301106	103011	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
17100801	171008	1	0	300								1	1						
17100802	171008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
17100803	171008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
17100804	171008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
17100805	171008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
17100806	171008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
10600501	106005	1	0	300								1	1						
10600502	106005	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
10600503	106005	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
10600504	106005	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
10600505	106005	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
10600506	106005	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
17200801	172008	1	0	300								1	1						
17200802	172008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
17200803	172008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
17200804	172008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
17200805	172008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
17200806	172008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
17300801	173008	1	0	300								1	1						
17300802	173008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
17300803	173008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
17300804	173008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
17300805	173008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
17300806	173008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
10201001	102010	1	0	300								1	1						
10201002	102010	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
10201003	102010	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
10201004	102010	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
10201005	102010	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
10201006	102010	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
