id	animeId	lecturer	inTime	outTime	fadeIn	fadeOut	status	subtitle	subtitle_zh_TW	subtitle_en_UK	subtitle_ja_JP	subtitle_ko_KR	subtitle_th_TH
228			100	6500	100	100	1	在下的穿着…有何不妥吗？	在下的穿著…有何不妥嗎？	Is there something amiss with my attire?	識の装いに…何か問題でも？	제 옷차림이.. 이상한가요?	การ​แต่งกาย​ของ​ข้าน้อย​...​มี​ตรงไหน​ไม่​เหมาะสม​เหรอ​?​
229	vo_live3d_13300850_idle1_7_a		100	2500	100	100	1	嗯？要玩游戏吗？	嗯？要玩遊戲嗎？	Huh? Shall we play a game, then?	え？お遊びですか？	응? 게임을 원하시나요?	หืม​?​ อยาก​เล่น​เกม​เหรอ​คะ​?​
230	vo_live3d_13300850_idle1_8		100	6500	100	100	1	唔哼……！这是想要给在下画上猫咪胡须吗？	唔哼……！這是想要給在下畫上貓咪鬍鬚嗎？	Oooh, are you hoping to draw whiskers on me?	うっ…？！猫のヒゲを描きたかったのでしょうか？	읏흠..! 저에게 고양이 수염을 그리려는 건가요?	อุ๊​...!​นี่​คิด​จะ​วาด​หนวดแมว​บน​หน้า​ข้าน้อย​เหรอ​?​
231	vo_live3d_13300850_idle2		100	2800	100	100	1	今夜的月色真美……	今夜的月色真美……	The moonlight is simply stunning tonight...	今宵は月が綺麗でございます…	오늘 밤의 달빛은 아름답군요..	วันนี้​สี​ของ​ดวงจันทร์​ช่าง​สวย​จริงๆ​...​
232	vo_live3d_13300850_idle2		3000	3800	100	100	1	这句话的含义是……	這句話的含義是……	What I mean is…	それは、どういう意味ですか？	그 말의 의미는…	ความหมาย​ของ​ประโยค​นี้​คือ​...​
233	vo_live3d_13300850_idle2		4100	7500	100	100	1	嘘。识的心意，您看不清吗？	噓。識的心意，您看不清嗎？	Shh. How can you remain oblivious to the affection I bear for you?	シーっ！識の気持ち、まだお見通しではございませんか？	쉿. 저의 마음을.. 모르시겠나요?	ชู่ว์​...​ความในใจ​ของ​ชิ​กิ​ ท่าน​มอง​ไม่​ออก​เหรอ​?​
234	vo_live3d_13300850_idle2_1_a		100	5500	100	100	1	如此良辰，愿与阁下共度。	如此良辰，願與閣下共度。	Let us make the most of this lovely evening together.	この素晴らしいひと時を、貴方と共に過ごしたいものでございます。	당신과 함께 좋은 시간을 보내고 싶습니다.	ข้าน้อย​อยาก​ใช้เวลา​เคียงข้าง​ท่าน​ ใน​ยาม​ที่​แสน​งดงาม​เช่นนี้​
235	vo_live3d_13300850_idle2_2_a		100	4500	100	100	1	呼……腿确实有点酸了……	呼……腿確實有點酸了……	My legs are feeling a touch weary...	ふう…脚が、少し痺れてきました…	후우.. 다리가 조금 저리내요..	เฮ้อ​...​ขา​รู้สึก​เมื่อย​นิดหน่อย​แล้ว​ล่ะ​...​
236	vo_live3d_13300850_idle2_3_a		100	3900	100	100	1	只是想做这些？	只是想做這些？	Is that all you wish to do?	貴方がしたいのは、それだけでしょうか？	이것만 하고 싶으신가요?	อยากทำแค่นี้เหรอ?
237			100	6500	100	100	1	不自觉地想要纵容你呢……	不自覺地想要縱容你呢……	I find myself utterly unable to deny your requests...	ついつい、貴方を甘やかしてしまいたくなりますね…	당신을 달래주고 싶네요..	อยาก​ตามใจคุณ​โดยไม่รู้ตัว​อีกแล้ว​สิ​...​
238	vo_live3d_13300850_idle2_5		100	3500	100	100	1	那么...来泡温泉吧~	那麼...來泡溫泉吧~	Why don't we indulge in a soak in the hot springs?	さて…温泉にでも入りましょうか〜	그럼.. 온천에 들어가도록 하죠~	งั้น​...​แช่​ออน​เซ็น​กัน​เถอะ​~​
239	vo_live3d_13300850_idle2_5		4000	6500	100	100	1	…可以帮我拿一下吗？	…可以幫我拿一下嗎？	Could you lend me a hand with that?	少々、持って頂いても宜しいでしょうか？	저기.. 대신 들어줄 수 있나요?	ถือให้ฉันหน่อยได้ไหม?
240	vo_live3d_13300850_idle2_5_c		100	6500	100	100	1	不用害羞。	不用害羞。	No need to be bashful.	恥ずかしがらなくても、結構ですよ。	부끄러워하지 마세요.	ไม่ต้องอายหรอก
241	vo_live3d_13300850_idle2_5_e		100	6500	100	100	1	有点冷呢。	有點冷呢。	It's a bit chilly, isn't it?	ちょっと冷えて参りましたね。	조금 춥네요.	หนาวนิดหน่อยนะ
242	vo_live3d_13300850_idle2_5_f		100	6500	100	100	1	…非常感谢。	…非常感謝。	I'm most grateful.	…ありがとうございます。	..감사드립니다.	...ขอบคุณมากเลย
243	vo_live3d_13300850_idle3_a		100	6500	100	100	1	唔呼…温度还算适宜	唔呼…溫度還算適宜	Ahh, the temperature is quite pleasant.	んふっ…いいお湯ですね。	으흠.. 온도는 적당하네요	หู่​ววว​...​อุณหภูมิ​กำลังดี​เลย​
244			100	6500	100	100	1	这样才是泡温泉呢	這樣才是泡溫泉呢	This is the way to truly enjoy the hot springs.	これで温泉が、楽しめますね。	이래야 온천에 들어간 느낌이나죠.	นี่แหละ​การแช่​ออน​เซ็น​ล่ะ​
245	vo_live3d_13300850_idle3_2_a		100	3000	100	100	1	怎么了？脚上有让你在意的东西吗？	怎麼了？腳上有讓你在意的東西嗎？	What's the matter? Something troubling you about my feet?	どうしたのでしょうか？私の足に、何か付いてございますか…？	무슨 일인가요? 발에 신경 쓰이는 게 있나요?	หืม​?​ ที่​ขา​ฉัน​มี​อะไร​ที่​ทำให้​คุณ​สนใจ​เหรอ​?​
246	vo_live3d_13300850_idle3_3_a		4000	6500	100	100	1	身心都放松下来了呢。	身心都放鬆下來了呢。	My body and mind are both at ease.	心身ともにリフレッシュ完了でございますっ！	몸과 마음이 모두 풀린 느낌이네요.	ทั้งกายและใจ​รู้สึก​ผ่อนคลาย​ลง​แล้ว​สิ​นะ​
247	vo_live3d_13300850_idle3_4_b		100	6500	100	100	1	调查官阁下，这温暖真令人眷恋呢...	調查官閣下，這溫暖真令人眷戀呢...	Inspector, this warmth is so inviting...	調査官閣下のご体温、暖かくて忘れられなくなります。	조사관님, 이 따스함은 정말 그리워지네요..	ท่าน​ผู้ตรวจการ​คะ​ ความอบอุ่น​นี้​ช่าง​น่าหลงใหล​จริงๆ​...​
248	vo_live3d_13300850_idle3_4_c		100	8500	100	100	1	若时光能驻足，就请它停留在此刻吧……	若時光能駐足，就請它停留在此刻吧……	If only time would stand still, trapping us in this moment...	もし時間を止めることが許されるのならば、ずっとこの瞬間に…留まりたく存じます。	시간을 멈출 수 있다면, 계속 이 순간에 머무르고 싶네요..	ถ้า​เวลา​สามารถ​หยุด​ได้​ ก็​ขอให้​หยุด​ไว้​ตรงนี้​ด้วย​เถอะ​...​
249	vo_live3d_14000850_idle1		5000	6800	100	100	1	您醒了~	您醒了~	Ah, you're awake.	お目覚めでしょうか〜？	일어나셨나요~	คุณตื่นแล้วเหรอ~
250	vo_live3d_14000850_idle1		7000	14600	100	100	1	呵呵~请放心，这一次多洛茜不会把您做成人偶……	呵呵~請放心，這一次多洛茜不會把您做成人偶……	Rest assured, I have no intention of turning you into a doll this time...	ふふ〜ご安心ください。今回のドロシーはあなたを人形にしたりはしませんわ……	후후~ 걱정 마세요, 이번엔 제가 당신을 인형으로 만들지 않을 거예요…	ฮิ​ฮิ​~​โปรด​วางใจ​ คราวนี้​โด​โร​ธี​จะ​ไม่​ทำให้​คุณ​กลายเป็น​ตุ๊กตา​หรอก​ค่ะ​...​
251							1	这段时间以来，多洛茜一直在观察您……您的表现，您的身影……都让我印象深刻。	這段時間以來，多洛茜一直在觀察您……您的表現，您的身影……都讓我印象深刻。	I've been watching you for quite a while. Your actions and presence have left a lasting impression on me.	近頃、ずっとあなたを観察してました……あなたの振る舞いも、その姿も……どれも印象的でしたわ。	그 동안, 계속… 당신의 모습, 당신의 행동을 봤는데… 모두 제게 깊은 인상을 남겼어요.	ตลอดเวลา​ที่ผ่านมา​ โด​โร​ธี​ได้​คอย​เฝ้า​มอง​คุณ​อยู่​เรื่อย​มา​...​ ท่าทาง​ของ​คุณ​ เงา​ของ​คุณ​ ล้วน​ทำให้​ฉัน​ประทับใจ​เป็นอย่างมาก​ค่ะ​
252	vo_live3d_14000850_idle1		15000	28800	100	100	1	您的灵魂是如此的耀眼……束缚在了无生气的人偶里面，是多么无趣又多么的浪费呢~	您的靈魂是如此的耀眼……束縛在了無生氣的人偶裡面，是多麼無趣又多麼的浪費呢~	Your soul shines so brightly, yet it's trapped in that lifeless doll body. How dull and wasted that must feel.	あなたの魂はこんなにも輝いているのに……無機質な人形の中に閉じ込めるなんて、なんて退屈で、もったいないことなのでしょう~	너무나도 빛나는 당신의 영혼… 생명이 들어있지 않은 인형 안에 갇혀 있다니, 얼마나 지루하고, 또 얼마나 아까운 일이까요~	จิตวิญญาณ​ของ​คุณ​ช่าง​เปล่งประกาย​...​ ถ้า​ต้อง​ถูก​ขัง​ไว้​ใน​ร่าง​ตุ๊กตา​ไร้​ชีวิต​ มัน​ก็​น่าเบื่อ​และ​น่าเสียดาย​เกินไป​ค่ะ​~​
253	vo_live3d_14000850_idle1		30000	38800	100	100	1	我要你成为我的灵魂伴侣，呵呵~在这座美丽的庄园里，永远永远……陪在我身边~	我要你成為我的靈魂伴侶，呵呵~在這座美麗的莊園裡，永遠永遠……陪在我身邊~	I want you to be my soulmate, here in this lovely manor, forever by my side.	あなたをドロシーの魂の伴侶にしたいですわ、ふふ〜この美しい荘園で、永遠に…ドロシーのそばにいて欲しいの。	저는 당신이 제 영혼의 동반자가 되어주기를 원해요, 후훗~ 이 아름다운 저택에서, 영원히.. 영원도록… 저와 함께요~	ฉัน​ต้องการ​ให้​คุณ​มา​เป็น​คู่ชีวิต​ของ​ฉัน​...​ ฮิ​ฮิ​~​ อยู่​เคียงข้าง​ฉัน​ตลอดไป​...​ และ​ตลอดกาล​ ใน​คฤหาสน์​แสน​งดงาม​แห่ง​นี้​~​
254	vo_live3d_14000850_idle1		42000	52000	100	100	1	只有您，才能配得上这样的殊荣。	只有您，才能配得上這樣的殊榮。	You're the only one deserving of such an honor.	この栄光にふさわしいのは、あなただけですもの。	오직 당신만이 영광을 누릴 자격이 있어요.	มี​เพียง​คุณ​เท่านั้น​ที่​คู่ควร​กับ​เกียรติ​อัน​สูงส่ง​นี้​
255	vo_live3d_14000850_idle1_g		4500	8500	100	100	1	嗯？您是想向外界发送求救信号吗？	嗯？您是想向外界發送求救信號嗎？	Hmm? Are you trying to call for help from the outside world?	あら？外に助けを求めようとしているのかしら？	어라? 외부에 구조 신호를 보내고 싶은 건가요?	หืม​?​ คุณ​คิด​จะ​ส่งสัญญาณ​ขอความช่วยเหลือ​ออก​ไป​เหรอ​คะ​?​
256	vo_live3d_14000850_idle1_g		9000	12000	100	100	1	既然您这么抗拒……	既然您這麼抗拒……	Well, if you're so resistant...	そんなに抵抗しているのだったら……	이렇게 저항하시다니..	ใน​เมื่อ​คุณ​ต่อต้าน​ขนาด​นี้​...​
257	vo_live3d_14000850_idle1_g		12500	16000	100	100	1	不如我们来一场小小的比试。	不如我們來一場小小的比試。	How about we resolve this with a little challenge?	ちょっとしたゲームをしてみましょうか？	그러면, 우리 같이 작은 내기를 해볼까요?	งั้น​เรา​มา​เล่น​เกม​เล็ก​ๆ​ น้อย​ๆ​ กัน​สักหน่อย​ไหม​ล่ะ​คะ​?​
258							1	只要您和多洛茜跳一支舞——	只要您和多洛茜跳一支舞——	If you can dance with me—	ドロシーと一曲踊っていただければーー	당신과 제가 함께 춤을 춘다면	แค่​คุณ​มา​เต้นรำ​กับ​โด​โร​ธี​สักหน่อย​—​
259							1	只要您跟得上多洛茜的节奏……一切任您摆布。	只要您跟得上多洛茜的節奏……一切任您擺佈。	And keep up with my rhythm, you can do as you please.	ドロシーのペースについていけるのならば……すべてはあなたの思い通りにしてあげますわ。	당신과 제가 함께 리듬에 맞춰 춤을 춘다면.. 모든 건 당신이 원하는 대로 할 수 있어요.	แค่​คุณ​ตาม​จังหวะ​ของ​โด​โร​ธี​ได้​...​ ทุกอย่าง​ก็​จะ​อยู่​ใน​มือ​คุณ​
260							1	如果跟不上……	如果跟不上……	But if you can't match my steps...	もし、できないのなら…	따라올 수 없다면..	แต่ถ้าตามไม่ทัน...
261							1	呵呵~您可就得好好「陪一陪」多洛茜了~	呵呵~您可就得好好「陪一陪」多洛茜了~	Then you'll have to "stay" here with me for a while.	ふふ〜、ドロシーに思う存分「付き合って」いただきますわ〜	후후~ 그럼 당신은 "저"와 함께 시간을 보내야 할 거예요~	ฮิ​ฮิ​~​ คุณ​คง​ต้อง​มา​ "​อยู่​กับ​"​ โด​โร​ธี​แล้ว​ล่ะ​ค่ะ​~​
262	vo_live3d_14000850_idle1_1_a		100	5500	100	100	1	来吧，亲爱的。让我看看，您是否有资格站在多洛茜的身侧~	來吧，親愛的。讓我看看，您是否有資格站在多洛茜的身側~	Very well, my love. Let's see if you truly have what it takes to stand by my side.	さあ、ダーリン。あなたがドロシーの傍にいるのにふさわしい者か、見せて頂戴ね〜	자, 이리 오세요. 사랑하는 당신이 저와 함께 있을 자격이 있는지 확인하겠어요~	มา​เถอะ​ค่ะ​ ที่รัก​ ให้​ฉัน​ได้​เห็น​ ว่า​คุณ​มี​คุณสมบัติ​ที่จะ​ยืน​เคียงข้าง​โด​โร​ธี​ไหม​~​
263							1	是您赢了……那么接下来……	是您贏了……那麼接下來……	If you win, then...	……あなたの勝ちですわ…さて次はーー	당신이 이겼네요.. 그럼 다음은..	คุณ​ชนะ​แล้ว​...​ งั้น​ต่อไป​ก็​...​
264		1					1	请让我走吧——	請讓我走吧——	Please, let me go.	行かせてくださいーー	저를 놓아 주세요~	โปรดให้ฉันไปเถอะค่ะ—
265	vo_live3d_14000850_idle1_2_a	2	1300	2600	100	100	1	手一松，多洛茜身体不稳，摔倒了。	手一松，多洛茜身體不穩，摔倒了。	Dorothy lost her balance as I released my grip, tumbling to the floor.	あなたの手が離れた途端、ドロシーはよろめいて転んでしまった。	(손을 놓으니, 도로시의 몸이 흔들리더니 넘어져버렸다)	มือ​ได้​คลาย​ออก​ โด​โร​ธี​สูญเสีย​การทรงตัว​ และ​ล้ม​ลง​
266	vo_live3d_14000850_idle1_2_b	1	1300	2600	100	100	1	再来一次！	再來一次！	Again!	もう一回！	다시 하죠!	อีกรอบ!
267	vo_live3d_14000850_idle2_a		100	3500	100	100	1	真是的……您就这么想离开多洛茜吗？	真是的……您就這麼想離開多洛茜嗎？	Now, now... do you really want to leave me that much?	もう…そんなにもドロシーから離れたいんですか？	정말로.. 당신은 그렇게 저한테서 떠나고 싶은 건가요?	จริงๆ​ เลย​...​ คุณ​ตั้งใจ​จะ​จาก​โด​โร​ธี​ไป​ทั้ง​แบบนี้​เหรอ​คะ​?​
268	vo_live3d_14000850_idle2_a		4000	7000	100	100	1	现在好了，多洛茜的脚都扭伤了。	現在好了，多洛茜的腳都扭傷了。	Look, I've even twisted my ankle.	ドロシーの足、痛めちゃったじゃない……	됐어요. 제 발목이 부러졌군요.	ตอนนี้​ เท้า​ของ​โด​โร​ธี​ก็​แพลง​ไป​ซะ​แล้ว​
269		1					1	抱歉，我会负责的。	抱歉，我會負責的。	My apologies; I'll take care of it.	悪い、責任は取る。	미안해요, 제가 책임지도록 하죠.	ขอโทษ​ ฉัน​จะ​รับผิดชอบ​เอง​
270							1	嗯~？是吗~	嗯~？是嗎~	Oh? Is that so?	あら、そう〜？	흐음? 그렇군요~	หืม~? งั้นเหรอคะ~
271	vo_live3d_14000850_idle2_3_a		100	8500	100	100	1	是不是只要在您面前受更多的伤，您就会一直这样……温柔地陪在多洛茜身边了？	是不是只要在您面前受更多的傷，您就會一直這樣……溫柔地陪在多洛茜身邊了？	Tell me, will you only remain gentle with me as long as I continue to suffer in your presence?	もしかして、ドロシーがあなたの前でもっと怪我をしてしまったら、あなたはずっと……ドロシーに優しく、そしてそばにいてくれるのかしら？	혹시 당신 앞에서 다친다면, 제 곁에 계속 있어 주실 건가요?	หรือว่า​แค่​ต้อง​ได้รับบาดเจ็บ​ต่อหน้า​คุณ​ให้​มากขึ้น​ คุณ​ถึง​จะ​อยู่​เคียงข้าง​โด​โร​ธี​อย่างอ่อนโยน​แบบนี้​ได้​ตลอดไป​เหรอ​คะ​?​
272	vo_live3d_14000850_idle2_4_a	1	100	1900	100	100	1	你不需要用这种自伤的方式留住我。真正的爱，是相互尊重，而不是单方面的占有。	你不需要用這種自傷的方式留住我。真正的愛，是相互尊重，而不是單方面的佔有。	Hurting yourself won't make me stay. True love is built on mutual understanding, not on one person's desperate need to possess the other.	そんな自傷行為で私を引き留めようとしないで。本当の愛は、互いを尊敬しあって生まれるもの。一方的な独占欲じゃない。	(자해를 하면서까지 나를 잡아두지 않아도 돼. 진정한 사랑이란 서로를 존중하는 것이지, 일방적인 소유가 아니니까)	เธอ​ไม่​จำเป็นต้อง​ทำร้าย​ตัวเอง​เพื่อที่จะ​ทำให้​ฉัน​มา​อยู่​กับ​เธอ​หรอก​ ความรัก​ที่​แท้จริง​คือ​การ​เคารพ​กันและกัน​ ไม่​ใช่​การครอบครอง​อยู่​ฝ่าย​เดียว​นะ​
273	vo_live3d_14000850_idle2_4_a		2100	7000	100	100	1	……互相尊重的……爱……吗？	……互相尊重的……愛……嗎？	...Mutual respect... love...?	…愛は…互いを尊敬しあうこと…ですか？	서로를 존중하는 게.. 사랑.. 인가요?	ความรัก​ที่​...​เคารพ​ซึ่งกันและกัน​...​เหรอ​คะ​
274							1	还真是陌生的词汇呢。	還真是陌生的詞彙呢。	Such strange, foreign concepts.	なんて馴染みのない言葉なんでしょう。	저에게는 낯선 말이네요.	มัน​เป็น​คำ​ที่​ค่อนข้าง​แปลกใหม่​จริงๆ​ เลย​นะคะ​
275		2					1	视线渐渐模糊，少女的轮廓被无数带刺的蔷薇藤蔓缠绕，仿佛陷入了荆棘的牢笼。	視線漸漸模糊，少女的輪廓被無數帶刺的薔薇藤蔓纏繞，仿佛陷入了荊棘的牢籠。	Dorothy's figure became obscured, entangled in thorny rose vines, trapped in a cage of thorns.	視界が徐々にぼやけ、少女の輪郭が無数のトゲのある薔薇の蔓に絡まっていく、まるで棘の檻に閉じ込められたかのようだ。	(시야가 점점 흐려지고, 소녀는 수많은 가시가 달린 장미 덩굴에 휘감겨, 마치 가시덤불의 감옥에 갇힌 듯 보였다)	ทัศนียภาพ​ค่อยๆ​ เลือนลาง​ รูปร่าง​ของ​สาวน้อย​ถูก​เถาวัลย์​กุหลาบ​ที่​มี​หนาม​จำนวนมาก​พัน​รอบตัว​ ราวกับ​เธอ​ได้​ตก​อยู่​ใน​กรง​พุ่มไม้​หนาม​
276		2					1	洛茜的过往如同蔷薇之刺，伤害着他人，反过来也在她心底留下了一道道难愈的伤痕。	洛茜的過往如同薔薇之刺，傷害著他人，反過來也在她心底留下了一道道難愈的傷痕。	Her past, like those thorns, had wounded others and left deep, unhealing scars within her own heart.	ドロシーの過去は薔薇の棘のように、人々を傷つけ、そして彼女自身の心にも癒えない傷を残した。	(도로시의 과거는 장미의 가시처럼, 다른 사람을 다치게 하고, 대신 그녀의 마음속에 치유할 수 없는 상처를 남겼다)	อดีต​ของ​โด​โร​ธี​ก็​เหมือนกับ​หนาม​ของ​กุหลาบ​ ทำร้าย​คนอื่น​ และ​ได้​ทิ้ง​รอยแผล​ที่​ยาก​จะ​รักษา​ไว้​ใน​จิตใจ​ของ​เธอ​
277		1					1	那么就从此刻开始——	那麼就從此刻開始——	From this moment on—	それなら、今から——	그럼 이제 이 순간부터—	งั้น​ก็​เริ่ม​จาก​ตอนนี้​เลย​—​
278		1					1	接下来……就将你的手……和你，一起交给我吧。	接下來……就將你的手……和你，一起交給我吧。	Now, take my hand... and trust yourself to me.	これからは……その手を、そして君自身を私に委ねて。	(이제, 너의 손과… 그리고 너를 나한테 맡겨 줘)	ต่อ​จากนี้ไป​ก็​ มอบ​มือ​ของ​เธอ​...​ และ​ตัว​เธอ​ ให้​ฉัน​เถอะ​นะ​
279	vo_live3d_14000850_idle3_a		3000	6500	100	100	1	鲜花为您而绽放~	鮮花為您而綻放~	The flowers bloom for you.	お花たちはあなたのために咲き乱れていますわ〜	당신을 위해 꽃을 피우겠어요~	ดอกไม้สด​ได้​เบ่งบาน​เพื่อ​คุณ​~​
280	vo_live3d_14000850_idle3_a		7000	10900	100	100	1	多洛茜准备好了，您喜欢吗？	多洛茜準備好了，您喜歡嗎？	I'm ready. Do you like it?	ドロシーは誓いを交わす準備が出来ています…気に入ってくれるかしら？	저 도로시는 준비됐어요, 마음에 드셨나요?	โดโรธี​เตรียม​ไว้​ให้​ คุณ​ชอบ​ไหม​คะ​?​
281	vo_live3d_14000850_idle3_a		15000	23000	100	100	1	您的手心出汗了呢~但是……很温暖。	您的手心出汗了呢~但是……很溫暖。	Your palms are sweating, but... they feel so warm.	あなたの手、すこし汗ばんでいます……でも、温かい。	당신의 손바닥이 땀으로 흥건해졌네요~ 그래도.. 정말 따뜻하네요..	ฝ่ามือ​ของ​คุณ​เริ่ม​มี​เหงื่อ​ออก​แล้ว​นะคะ​~​ แต่​...​มัน​อบอุ่น​มาก​เลย​ค่ะ​
282	vo_live3d_14000850_idle3_a	1	26000	30000	100	100	1	我不希望你作为驯服的、没有灵魂的人偶……而是作为「多洛茜」，陪伴在我身边。	我不希望你作為馴服的、沒有靈魂的人偶……而是作為「多洛茜」，陪伴在我身邊。	I don't want you to be a subdued, soulless doll... I want "Dorothy" to stay by my side.	君が人形としてじゃなくて、『ドロシー』として、私のそばにいて欲しい。	(나는 네가 길들여진 영혼 없는 인형처럼 있기를 원하는 게 아니야.. "도로시"로서, 내 곁에 있어주면 좋겠어)	ฉัน​ไม่​อยาก​ให้​เธอ​เป็น​แค่​ตุ๊กตา​ที่​เชื่อฟัง​ และ​ไร้​จิตใจ​...​ แต่​ต้องการ​ให้​เธอ​เป็น​ "​โด​โร​ธี​"​ ที่​คอย​อยู่​เคียงข้าง​ฉัน​
283	宣誓这里	2					1	无论疾病还是健康……	無論疾病還是健康……	In sickness and in health...	病める時も健やかなる時も…	질병이든.. 건강이든..	ไม่​ว่า​จะ​เจ็บป่วย​หรือ​สุขภาพ​ดี​...​
284		2					1	无论贫穷还是富有……	無論貧窮還是富有……	In poverty and in wealth...	富める時も 貧しき時も…	가난하든.. 부유하든..	ไม่​ว่า​จะ​ยากจน​หรือ​ร่ำรวย​...​
285	vo_live3d_14000850_idle3_e		100	4600	100	100	1	永远忠贞不渝，哪怕死亡也无法将我们分开~	永遠忠貞不渝，哪怕死亡也無法將我們分開~	Until death parts us.	その命ある限り真心を尽くすことを誓います〜	영원히 변하지 않기를.. 죽음조차 우리를 갈라놓을 수 없을 거예요~	ภักดี​และ​ซื่อสัตย์​ตลอดไป​ไม่​เปลี่ยนแปลง​ แม้​ความตาย​ก็​ไม่​อาจ​พราก​เรา​สอง​...​
286	vo_live3d_14000850_idle3_e		4800	9200	100	100	1	多洛茜愿意永远陪伴在您左右~	多洛茜願意永遠陪伴在您左右~	I'll always be here with you.	死が2人を分かつとも、そばに居続けることを誓います〜	저 도로시는 영원토록 당신의 곁에 있겠어요~	โด​โร​ธี​ยินดี​ที่จะ​อยู่​เคียงข้าง​คุณ​ตลอดไป​ค่ะ​~​
287	vo_live3d_14000850_idle3_e		9600	15000	100	100	1	让多洛茜……给您留下永恒的誓约印记吧	讓多洛茜……給您留下永恆的誓約印記吧	Allow me to mark our eternal bond with my pledge to you.	ドロシーに…永遠に続く誓いの印を残させて。	사랑하는 당신을 위해 영원한 맹세의 흔적을 남겨둘게요.	ให้​โด​โร​ธี​...​ ฝาก​รอยประทับ​แห่ง​คำปฏิญาณ​นิรันดร์​ไว้​กับ​คุณ​เถอะ​นะคะ​
288	vo_live3d_14000850_idle4_a		1000	6700	100	100	1	亲爱的~忙了一天，累了吗？多洛茜来给您按摩放松一下吧。	親愛的~忙了一天，累了嗎？多洛茜來給您按摩放鬆一下吧。	My love, you must be weary after such a long day. Let me give you a soothing massage to help you unwind.	ダーリン〜今日はお疲れ様でしたわ。ドロシーがマッサージして癒やしてあげましょうか？	내 사랑~ 오늘도 바쁘셨죠. 피곤하진 않으신가요? 도로시가 편하게 해드릴게요, 푹 쉬세요.	ที่รัก​~​ ทำงานหนัก​มา​ทั้งวัน​ เหนื่อย​บ้าง​ไหม​?​ ให้​โด​โร​ธี​นวด​ผ่อนคลาย​ให้​คุณ​เถอะ​นะคะ​
289	vo_live3d_14000850_idle4_1_a		100	4500	100	100	1	就让多洛茜来消除您的疲劳吧……	就讓多洛茜來消除您的疲勞吧……	Let me ease your fatigue...	一日の疲れを、ドロシーが取り除いてあげますわ…	도로시가 당신의 피로를 모두 풀어드릴 테니..	ให้​โด​โร​ธี​ช่วย​ขจัด​ความ​เหนื่อยล้า​ของ​คุณ​เถอะ​นะคะ​...​
290	vo_live3d_14000850_idle4_2_a		100	3500	100	100	1	多洛茜会永远陪在您身边……	多洛茜會永遠陪在您身邊……	I will stay by your side forever.	ドロシーはいつまでもあなたの傍に…	도로시가 언제나 당신의 곁에 있을 테니..	โด​โร​ธี​จะ​คอย​อยู่​เคียงข้าง​คุณ​ตลอดไป​...​
291			100	3500	100	100	1	你的身上……有股熟悉的感觉……	你的身上……有股熟悉的感覺……	You feel... so familiar to me...	あなたから…懐かしい匂いがする…	당신에게서... 익숙한 느낌이 나요...	บน​ร่างกาย​ของ​คุณ​...​ มีความรู้สึก​ที่​คุ้นเคย​บางอย่าง​...​
292							1	……渴……我好渴……再多给我点吧……	……渴……我好渴……再多給我點吧……	I'm craving... just a little more, please...	…水…水がほしい…もっと…頂戴…	...갈증... 목말라요... 조금만 더 주세요...	...​ฉัน​หิว​...​ ฉัน​หิว​น้ำ​มา​ก.​..​ ขอ​อีก​นิด​เถอะ​นะ​...​
293							1	唔……！好晕……	唔……！好暈……	Ugh...! The world is spinning...	…っ！頭がクラクラする…	으...！어지러워...	อึก...! มึนจัง...
294							1	调查官……\n这次你又想从我的梦中了解什么呢…？	調查官……\n這次你又想從我的夢中瞭解什麼呢…？	Inspector... what do you hope to uncover from my dreams?	調査官…\n今回もまた、私の夢を覗き見…？	조사관님...\n이번에는 제 꿈에서 또 무엇을 알아내고 싶으신 건가요...?	ผู้ตรวจ​กา​ร.​..​\nคราวนี้​คุณ​อยาก​รู้เรื่อง​อะไร​จาก​ความฝัน​ของ​ฉัน​อีก​ล่ะ​...?​
295							1	别离开我……	別離開我……	Stay with me, please...	私から、離れないで…	제 곁을 떠나지 말아요...	อย่าจากฉันไปเลยนะ...
296							1	嗯、身体……好热……	嗯、身體……好熱……	Ah, this heat... it consumes me.	んっ…体が……熱い……	응, 몸이... 너무 뜨거워...	อืม​...​ ร่างกาย​...​ ร้อง​จัง​...​
297	vo_live3d_14000850_aside_1		100	3000	100	100	1	混沌的意识如同被无形的丝线缓缓牵引，等再次睁开眼时，一个身影正静静地躺在石台之上。	混沌的意識如同被無形的絲線緩緩牽引，等再次睜開眼時，一個身影正靜靜地躺在石台之上。	Lost in a fog of confusion, I felt an invisible pull drawing me in. When I finally opened my eyes, I saw a figure lying motionless on a stone slab.	混濁する意識が、まるで見えざる糸に導かれるようにゆっくりと引かれていく。そして、再び目を開けたとき、石台の上には静かに横たわるひとつの影があった。	혼돈된 의식이 보이지 않는 실타래에 천천히 이끌리듯, 눈을 다시 뜨니 돌대 위에 한 형체가 고요히 누워 있었다.	จิตสำนึก​ที่​สับสนวุ่นวาย​ราวกับ​ถูก​เส้นด้าย​ที่​มองไม่เห็น​ค่อยๆ​ ดึง​รั้ง​เอาไว้​ เมื่อ​เปิด​ตา​ขึ้น​อีกครั้ง​ เงา​ร่าง​หนึ่ง​ก็​นอน​นิ่ง​อยู่​บน​แท่น​หิน​
