SkillId,,,Rank,Name,OwnerId,,Des,,TipDes,SkillType,,Tags,SkillTypeDes,IsImmediate,BattleStart,IniCd,Cd,ImmediateSkillShowOnly,Energy,UseCondition,MaxLevel,SkillTarget,SkillTargetValue,SkillTargetEffect,SkillTargetEffectShow,LevelSkills,SkillLevelEffectParamRefix,SkillEnergyEffectParamRefix,AutoUseCondition,AutoUsePriority,AutoUseEnergy,AutoSkillTarget,AutoSkillTargetValue,NextSkill,ShowId,Icon
3500221,欢乐戏法师普攻,欢乐戏法师,,,,,skill_des_3500221,0,skill_tip_des_3500221,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",35002210,35002210,0,0,0,,,,,,0,2007170,
3500222,欢乐戏法师技能1,欢乐戏法师,,,,,skill_des_3500222,0,skill_tip_des_3500222,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",35002220,35002220,0,0,0,,,,,,0,2007170,
3500223,欢乐戏法师豆技能,欢乐戏法师,,,,,skill_des_3500223,0,skill_tip_des_3500223,2,,,,0,0,0,1,,0,0,10,1,"1,3",35002230,35002230,0,0,0,,,,,,0,2007171,
35002211,欢乐戏法师2普攻,欢乐戏法师2,,,,,skill_des_35002211,0,skill_tip_des_35002211,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350022110,350022110,0,0,0,,,,,,0,2007170,
35002212,欢乐戏法师2技能1,欢乐戏法师2,,,,,skill_des_35002212,0,skill_tip_des_35002212,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350022120,350022120,0,0,0,,,,,,0,2007170,
35002213,欢乐戏法师2豆技能,欢乐戏法师2,,,,,skill_des_35002213,0,skill_tip_des_35002213,2,,,,0,0,0,1,,0,0,10,1,"1,3",350022130,350022130,0,0,0,,,,,,0,2007171,
35002221,欢乐戏法师3普攻,欢乐戏法师3,,,,,skill_des_35002221,0,skill_tip_des_35002221,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350022210,350022210,0,0,0,,,,,,0,2007170,
35002222,欢乐戏法师3技能1,欢乐戏法师3,,,,,skill_des_35002222,0,skill_tip_des_35002222,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350022220,350022220,0,0,0,,,,,,0,2007170,
35002223,欢乐戏法师3豆技能,欢乐戏法师3,,,,,skill_des_35002223,0,skill_tip_des_35002223,2,,,,0,0,0,1,,0,0,10,1,"1,3",350022230,350022230,0,0,0,,,,,,0,2007171,
3500251,刺心桩普攻,刺心桩,,,,,skill_des_3500251,0,skill_tip_des_3500251,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",35002510,35002510,0,0,0,,,,,,0,2007172,
3500252,刺心桩技能1,刺心桩,,,,,skill_des_3500252,0,skill_tip_des_3500252,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",35002520,35002520,0,0,0,,,,,,0,2007172,
3500253,刺心桩豆技能,刺心桩,,,,,skill_des_3500253,0,skill_tip_des_3500253,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",35002530,35002530,0,0,0,,,,,,0,2007173,
35002511,刺心桩2普攻,刺心桩2,,,,,skill_des_35002511,0,skill_tip_des_35002511,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350025110,350025110,0,0,0,,,,,,0,2007172,
35002512,刺心桩2技能1,刺心桩2,,,,,skill_des_35002512,0,skill_tip_des_35002512,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350025120,350025120,0,0,0,,,,,,0,2007172,
35002513,刺心桩2豆技能,刺心桩2,,,,,skill_des_35002513,0,skill_tip_des_35002513,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350025130,350025130,0,0,0,,,,,,0,2007173,
35002521,刺心桩3普攻,刺心桩3,,,,,skill_des_35002521,0,skill_tip_des_35002521,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350025210,350025210,0,0,0,,,,,,0,2007172,
35002522,刺心桩3技能1,刺心桩3,,,,,skill_des_35002522,0,skill_tip_des_35002522,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350025220,350025220,0,0,0,,,,,,0,2007172,
35002523,刺心桩3豆技能,刺心桩3,,,,,skill_des_35002523,0,skill_tip_des_35002523,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350025230,350025230,0,0,0,,,,,,0,2007173,
3500241,伪造天使普攻,伪造天使,,,,,skill_des_3500241,0,skill_tip_des_3500241,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",35002410,35002410,0,0,0,,,,,,0,2007172,
3500242,伪造天使技能1,伪造天使,,,,,skill_des_3500242,0,skill_tip_des_3500242,2,,,,0,0,0,1,,0,0,10,1,"1,3",35002420,35002420,0,0,0,,,,,,0,2007172,
3500243,伪造天使豆技能,伪造天使,,,,,skill_des_3500243,0,skill_tip_des_3500243,2,,,,0,0,0,1,,0,0,10,1,"1,3",35002430,35002430,0,0,0,,,,,,0,2007173,
35002411,伪造天使2普攻,伪造天使2,,,,,skill_des_35002411,0,skill_tip_des_35002411,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350024110,350024110,0,0,0,,,,,,0,2007172,
35002412,伪造天使2技能1,伪造天使2,,,,,skill_des_35002412,0,skill_tip_des_35002412,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350024120,350024120,0,0,0,,,,,,0,2007172,
35002413,伪造天使2豆技能,伪造天使2,,,,,skill_des_35002413,0,skill_tip_des_35002413,2,,,,0,0,0,1,,0,0,10,1,"1,3",350024130,350024130,0,0,0,,,,,,0,2007173,
35002421,伪造天使3普攻,伪造天使3,,,,,skill_des_35002421,0,skill_tip_des_35002421,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350024210,350024210,0,0,0,,,,,,0,2007172,
35002422,伪造天使3技能1,伪造天使3,,,,,skill_des_35002422,0,skill_tip_des_35002422,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",350024220,350024220,0,0,0,,,,,,0,2007172,
35002423,伪造天使3豆技能,伪造天使3,,,,,skill_des_35002423,0,skill_tip_des_35002423,2,,,,0,0,0,1,,0,0,10,1,"1,3",350024230,350024230,0,0,0,,,,,,0,2007173,
3500281,告死会魔女普攻,告死会魔女,,,,,skill_des_3500281,0,skill_tip_des_3500281,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",35002810,35002810,0,0,0,,,,,,0,2007172,
3500282,告死会魔女技能1,告死会魔女,,,,,skill_des_3500282,0,skill_tip_des_3500282,2,,,,0,0,0,1,,0,0,10,1,"1,3",35002820,35002820,0,0,0,,,,,,0,2007172,
3500283,告死会魔女豆技能,告死会魔女,,,,,skill_des_3500283,0,skill_tip_des_3500283,2,,,,0,0,0,1,,0,0,10,1,"1,1,1",35002830,35002830,0,0,0,,,,,,0,2007173,
301300190,格蕾技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300190,301300190,0,0,0,,,,,,0,0,0
301300390,阿涅克丝技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300390,301300390,0,0,0,,,,,,0,0,0
301300490,炽爱技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300490,301300490,0,0,0,,,,,,0,0,0
301300690,水仙技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300690,301300690,0,0,0,,,,,,0,0,0
301300790,菲莉希亚技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300790,301300790,0,0,0,,,,,,0,0,0
301300890,梅露特技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300890,301300890,0,0,0,,,,,,0,0,0
301300990,奈奈芙技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300990,301300990,0,0,0,,,,,,0,0,0
301301390,菲尔盖娜技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301301390,301301390,0,0,0,,,,,,0,0,0
301301490,玛瑙技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301301490,301301490,0,0,0,,,,,,0,0,0
301301590,哀歌技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301301590,301301590,0,0,0,,,,,,0,0,0
301301790,波斯菊技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301301790,301301790,0,0,0,,,,,,0,0,0
301301890,爱琳技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301301890,301301890,0,0,0,,,,,,0,0,0
301301990,库萝心技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301301990,301301990,0,0,0,,,,,,0,0,0
301302090,维达技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301302090,301302090,0,0,0,,,,,,0,0,0
301302290,莱拉技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301302290,301302290,0,0,0,,,,,,0,0,0
301302390,芙洛拉技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301302390,301302390,0,0,0,,,,,,0,0,0
301302590,多萝西技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301302590,301302590,0,0,0,,,,,,0,0,0
301400190,普琳普顿技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400190,301400190,0,0,0,,,,,,0,0,0
301400290,黛比技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400290,301400290,0,0,0,,,,,,0,0,0
301400390,焰心技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400390,301400390,0,0,0,,,,,,0,0,0
301400490,索菲技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400490,301400490,0,0,0,,,,,,0,0,0
301400590,弥生技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400590,301400590,0,0,0,,,,,,0,0,0
301400690,恋花技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400690,301400690,0,0,0,,,,,,0,0,0
301400990,桃技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400990,301400990,0,0,0,,,,,,0,0,0
301401190,艾斯塔利亚技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301401190,301401190,0,0,0,,,,,,0,0,0
301401290,未来技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301401290,301401290,0,0,0,,,,,,0,0,0
301401690,杏林技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301401690,301401690,0,0,0,,,,,,0,0,0
301401790,花梨技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301401790,301401790,0,0,0,,,,,,0,0,0
301401890,诗娅技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301401890,301401890,0,0,0,,,,,,0,0,0
301401990,艾什尔技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301401990,301401990,0,0,0,,,,,,0,0,0
301402090,阿波菲斯技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402090,301402090,0,0,0,,,,,,0,0,0
301402190,纳菲技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402190,301402190,0,0,0,,,,,,0,0,0
301402290,丘吉尔技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402290,301402290,0,0,0,,,,,,0,0,0
301402390,神光技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402390,301402390,0,0,0,,,,,,0,0,0
301402490,雷雷技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402490,301402490,0,0,0,,,,,,0,0,0
301402590,安普莎技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402590,301402590,0,0,0,,,,,,0,0,0
301402690,库萝爱技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402690,301402690,0,0,0,,,,,,0,0,0
301402790,贝拉技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402790,301402790,0,0,0,,,,,,0,0,0
301402890,卡洛蒂技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402890,301402890,0,0,0,,,,,,0,0,0
301402990,贝儿技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402990,301402990,0,0,0,,,,,,0,0,0
301403090,安娜技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301403090,301403090,0,0,0,,,,,,0,0,0
301403190,伊拉技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301403190,301403190,0,0,0,,,,,,0,0,0
301500190,诺维雅技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301500190,301500190,0,0,0,,,,,,0,0,0
301500290,丹妮技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301500290,301500290,0,0,0,,,,,,0,0,0
301500490,耶坦尼娅技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301500490,301500490,0,0,0,,,,,,0,0,0
301500690,希夕莉技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301500690,301500690,0,0,0,,,,,,0,0,0
301500790,萨拉技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301500790,301500790,0,0,0,,,,,,0,0,0
301500890,牧技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301500890,301500890,0,0,0,,,,,,0,0,0
301600990,吉拉蒂亚技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301600990,301600990,0,0,0,,,,,,0,0,0
301601090,瑞比娅技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301601090,301601090,0,0,0,,,,,,0,0,0
301601190,卡萝琳技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301601190,301601190,0,0,0,,,,,,0,0,0
301601390,克尔苏娜技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301601390,301601390,0,0,0,,,,,,0,0,0
301601690,露易丝技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301601690,301601690,0,0,0,,,,,,0,0,0
301601790,罗莎莉技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301601790,301601790,0,0,0,,,,,,0,0,0
301602090,奈奥米技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301602090,301602090,0,0,0,,,,,,0,0,0
301602390,佩内洛普技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301602390,301602390,0,0,0,,,,,,0,0,0
301602490,塞蕾丝蒂娜技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301602490,301602490,0,0,0,,,,,,0,0,0
301603190,小闪技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301603190,301603190,0,0,0,,,,,,0,0,0
301603890,仙蒂技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301603890,301603890,0,0,0,,,,,,0,0,0
301604990,艾琳娜技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301604990,301604990,0,0,0,,,,,,0,0,0
301606890,贝卡丝技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301606890,301606890,0,0,0,,,,,,0,0,0
301607890,昔莱技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301607890,301607890,0,0,0,,,,,,0,0,0
301611990,杜达·戴维技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301611990,301611990,0,0,0,,,,,,0,0,0
301613090,伊卡洛斯技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301613090,301613090,0,0,0,,,,,,0,0,0
301618790,异邦波斯菊技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301618790,301618790,0,0,0,,,,,,0,0,0
301618890,极焰技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301618890,301618890,0,0,0,,,,,,0,0,0
301618990,塔嘉娜技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301618990,301618990,0,0,0,,,,,,0,0,0
301700190,雪泉技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301700190,301700190,0,0,0,,,,,,0,0,0
301700290,雪不归技能等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301700290,301700290,0,0,0,,,,,,0,0,0
301300191,格蕾饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300191,301300191,0,0,0,,,,,,0,0,0
301300391,阿涅克丝饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300391,301300391,0,0,0,,,,,,0,0,0
301300491,炽爱饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300491,301300491,0,0,0,,,,,,0,0,0
301300691,水仙饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300691,301300691,0,0,0,,,,,,0,0,0
301300791,菲莉希亚饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300791,301300791,0,0,0,,,,,,0,0,0
301300891,梅露特饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300891,301300891,0,0,0,,,,,,0,0,0
301300991,奈奈芙饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301300991,301300991,0,0,0,,,,,,0,0,0
301301391,菲尔盖娜饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301301391,301301391,0,0,0,,,,,,0,0,0
301301491,玛瑙饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301301491,301301491,0,0,0,,,,,,0,0,0
301301591,哀歌饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301301591,301301591,0,0,0,,,,,,0,0,0
301301791,波斯菊饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301301791,301301791,0,0,0,,,,,,0,0,0
301301891,爱琳饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301301891,301301891,0,0,0,,,,,,0,0,0
301301991,库萝心饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301301991,301301991,0,0,0,,,,,,0,0,0
301302091,维达饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301302091,301302091,0,0,0,,,,,,0,0,0
301302291,莱拉饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301302291,301302291,0,0,0,,,,,,0,0,0
301302391,芙洛拉饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301302391,301302391,0,0,0,,,,,,0,0,0
301302591,多萝西饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301302591,301302591,0,0,0,,,,,,0,0,0
301400191,普琳普顿饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400191,301400191,0,0,0,,,,,,0,0,0
301400291,黛比饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400291,301400291,0,0,0,,,,,,0,0,0
301400391,焰心饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400391,301400391,0,0,0,,,,,,0,0,0
301400491,索菲饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400491,301400491,0,0,0,,,,,,0,0,0
301400591,弥生饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400591,301400591,0,0,0,,,,,,0,0,0
301400691,恋花饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400691,301400691,0,0,0,,,,,,0,0,0
301400991,桃饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301400991,301400991,0,0,0,,,,,,0,0,0
301401191,艾斯塔利亚饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301401191,301401191,0,0,0,,,,,,0,0,0
301401291,未来饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301401291,301401291,0,0,0,,,,,,0,0,0
301401691,杏林饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301401691,301401691,0,0,0,,,,,,0,0,0
301401791,花梨饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301401791,301401791,0,0,0,,,,,,0,0,0
301401891,诗娅饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301401891,301401891,0,0,0,,,,,,0,0,0
301401991,艾什尔饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301401991,301401991,0,0,0,,,,,,0,0,0
301402091,阿波菲斯饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402091,301402091,0,0,0,,,,,,0,0,0
301402191,纳菲饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402191,301402191,0,0,0,,,,,,0,0,0
301402291,丘吉尔饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402291,301402291,0,0,0,,,,,,0,0,0
301402391,神光饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402391,301402391,0,0,0,,,,,,0,0,0
301402491,雷雷饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402491,301402491,0,0,0,,,,,,0,0,0
301402591,安普莎饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402591,301402591,0,0,0,,,,,,0,0,0
301402691,库萝爱饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402691,301402691,0,0,0,,,,,,0,0,0
301402791,贝拉饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402791,301402791,0,0,0,,,,,,0,0,0
301402891,卡洛蒂饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402891,301402891,0,0,0,,,,,,0,0,0
301402991,贝儿饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301402991,301402991,0,0,0,,,,,,0,0,0
301403091,安娜饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301403091,301403091,0,0,0,,,,,,0,0,0
301403191,伊拉饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301403191,301403191,0,0,0,,,,,,0,0,0
301500191,诺维雅饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301500191,301500191,0,0,0,,,,,,0,0,0
301500291,丹妮饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301500291,301500291,0,0,0,,,,,,0,0,0
301500491,耶坦尼娅饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301500491,301500491,0,0,0,,,,,,0,0,0
301500691,希夕莉饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301500691,301500691,0,0,0,,,,,,0,0,0
301500791,萨拉饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301500791,301500791,0,0,0,,,,,,0,0,0
301500891,牧饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301500891,301500891,0,0,0,,,,,,0,0,0
301600991,吉拉蒂亚饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301600991,301600991,0,0,0,,,,,,0,0,0
301601091,瑞比娅饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301601091,301601091,0,0,0,,,,,,0,0,0
301601191,卡萝琳饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301601191,301601191,0,0,0,,,,,,0,0,0
301601391,克尔苏娜饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301601391,301601391,0,0,0,,,,,,0,0,0
301601691,露易丝饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301601691,301601691,0,0,0,,,,,,0,0,0
301601791,罗莎莉饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301601791,301601791,0,0,0,,,,,,0,0,0
301602091,奈奥米饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301602091,301602091,0,0,0,,,,,,0,0,0
301602391,佩内洛普饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301602391,301602391,0,0,0,,,,,,0,0,0
301602491,塞蕾丝蒂娜饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301602491,301602491,0,0,0,,,,,,0,0,0
301603191,小闪饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301603191,301603191,0,0,0,,,,,,0,0,0
301603891,仙蒂饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301603891,301603891,0,0,0,,,,,,0,0,0
301604991,艾琳娜饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301604991,301604991,0,0,0,,,,,,0,0,0
301606891,贝卡丝饰品等级+1,0,,0,,0,0,0,0,4,0,,0,0,0,0,0,,0,0,0,0,0,301606891,301606891,0,0,0,,,,,,0,0,0
