Id,ZChinese,Chinese,English,Japanese,TChinese,Korean
EffectName_301300912,<br>本技能造成的[att=149]随机提升<color=#c00041>[formula=50+(5*level)]%</color>~<color=#c00041>[formula=100+(10*level)]%</color>,技能造成的[att=149]额外提升<color=#c00041>[formula=50+(5*level)]%</color>至<color=#c00041>[formula=100+(10*level)]%</color>之间的随机值,Skill [att=149] <color=#c00041>+[formula=50+(5*level)]%</color> to [formula=100+(10*level)]%</color> randomly.,スキルで与える[att=149]がさらに<color=#c00041>[formula=50+(5*level)]%</color>から<color=#c00041>[formula=100+(10*level)]%</color>の間でランダムにUPする,技能造成的[att=149]額外提升<color=#c00041>[formula=50+(5*level)]%</color>至<color=#c00041>[formula=100+(10*level)]%</color>之間的隨機值,
EffectName_301300920,所凭依魔女随机获得下列三项效果中的1个,所凭依魔女随机获得1个增益效果：增加[att=103]<color=#fe7058>[formula=60+(10*level)]%</color>、[buff=4004]<color=#FF00FF>[formula=50+(6*level)]%</color>、[att=109]<color=#c00041>[formula=60+(10*level)]%</color>，持续2次行动,"Randomly gain 1 buff: <color=#fe7058>[att=103] +[formula=60+(10*level)]%</color>, <color=#FF00FF>[buff=4004] +[formula=50+(6*level)]%</color>, <color=#c00041>[att=109] +[formula=60+(10*level)]%</color>, lasting for 2 actions",憑依先の魔女はランダムで以下のバフを1種類獲得する：[att=103]が<color=#fe7058>[formula=60+(10*level)]%</color>UPする、[buff=4004]<color=#FF00FF>[formula=50+(6*level)]%</color>、[att=109]が<color=#c00041>[formula=60+(10*level)]%</color>UPする。2回行動を終えるまで持続,所憑依魔女隨機獲得1個增益效果：增加[att=103]<color=#fe7058>[formula=60+(10*level)]%</color>、[buff=4004]<color=#FF00FF>[formula=50+(6*level)]%</color>、[att=109]<color=#c00041>[formula=60+(10*level)]%</color>，持續2次行動,
EffectName_301300921,<br>【1】[att=103]提升<color=#fe7058>[Param=3]%</color>，[time],,0,,,
EffectName_301300922,<br>【2】[att=109]提升<color=#fe7058>[Param=3]%</color>，[time],,0,,,
EffectName_301300923,<br>【3】[buff=4004]<color=#FF00FF>[formula=50+(6*level)]%</color>，[time],,0,,,
EffectName_301300924,,,0,,,
EffectName_301300930,所凭依魔女每次受到常规伤害时，随机获得下列三项效果中的一个,"所凭依魔女受到常规伤害时，随机获得1个增益效果：增加[att=103]<color=#fe7058>[formula=30+(5*level)]%</color>、[buff=4004]<color=#FF00FF>[formula=20+(3*level)]%</color>,[att=109]<color=#c00041>[formula=30+(5*level)]%</color>,持续2次行动","When Nova takes regular DMG, randomly gains 1 buff: <color=#fe7058>[att=103] +[formula=30+(5*level)]%</color>, [buff=4004] <color=#FF00FF>+[formula=20+(3*level)]%</color>, <color=#c00041>[att=109] +[formula=30+(5*level)]%</color> for 2 actions","憑依先の魔女が攻撃を受けた時、ランダムで以下のバフを1種類獲得する：[att=103]が<color=#fe7058>[formula=30+(5*level)]%</color>UPする、[buff=4004]<color=#FF00FF>[formula=20+(3*level)]%</color>,[att=109]が<color=#c00041>[formula=30+(5*level)]%</color>UPする。2回行動を終えるまで持続","所憑依魔女受到常規傷害時，隨機獲得1個增益效果：增加[att=103]<color=#fe7058>[formula=30+(5*level)]%</color>、[buff=4004]<color=#FF00FF>[formula=20+(3*level)]%</color>,[att=109]<color=#c00041>[formula=30+(5*level)]%</color>,持續2次行動",
EffectName_301300931,<br>【1】[att=103]提升<color=#fe7058>[Param=3]%</color>，[time],提升[att=103]<color=#fe7058>[Param=3]%</color>,<color=#fe7058>[att=103] +[Param=3]%</color>,ステータス上昇[att=103]<color=#fe7058>[Param=3]%</color>,提升[att=103]<color=#fe7058>[Param=3]%</color>,
EffectName_301300932,<br>【2】[att=109]提升<color=#fe7058>[Param=3]%</color>，[time],增加[att=109]<color=#c00041>[param=4]%</color>,<color=#c00041>[att=109] +[param=4]%</color>,[att=109]が<color=#c00041>[param=4]%</color>UPする,增加[att=109]<color=#c00041>[param=4]%</color>,
EffectName_301300933,<br>【3】[buff=4004]<color=#FF00FF>[formula=20+(3*level)]%</color>，[time],,0,,,
EffectName_301300934,,,0,,,
EffectName_301300940,同时有<color=#FF00FF>[rand]%</color>概率额外再获得1个增益效果,<color=#FF00FF>[rand]%</color>概率额外获得1个增益效果,<color=#FF00FF>[rand]%</color> chance to gain the buff one more time,<color=#FF00FF>[rand]%</color>の確率でランダムなバフをさらに1種類獲得する,<color=#FF00FF>[rand]%</color>概率額外獲得1個增益效果,
EffectName_301300950,所凭依魔女随机获得下列三项效果中的1-3个,"所凭依魔女随机获得1至3个增益效果：增加[att=103]<color=#fe7058>[formula=60+(10*level)]%</color>、[buff=4004]<color=#FF00FF>[formula=50+(6*level)]%</color>,[att=109]<color=#c00041>[formula=60+(10*level)]%</color>，持续2次行动","Randomly gains 1 to 3 buffs: <color=#fe7058>[att=103] +[formula=60+(10*level)]%</color>, <color=#FF00FF>[buff=4004] +[formula=50+(6*level)]%</color>, <color=#c00041>[att=109] +[formula=60+(10*level)]%</color>, lasting for 2 actions",憑依先の魔女はランダムで以下のバフを1~3種類獲得する：[att=103]が<color=#fe7058>[formula=60+(10*level)]%</color>UPする、[buff=4004]<color=#FF00FF>[formula=50+(6*level)]%</color>、[att=109]が<color=#c00041>[formula=60+(10*level)]%</color>UPする。2回行動を終えるまで持続,"所憑依魔女隨機獲得1至3個增益效果：增加[att=103]<color=#fe7058>[formula=60+(10*level)]%</color>、[buff=4004]<color=#FF00FF>[formula=50+(6*level)]%</color>,[att=109]<color=#c00041>[formula=60+(10*level)]%</color>，持續2次行動",
EffectName_301300951,<br>【1】[att=103]提升<color=#fe7058>[formula=60+(10*level)]%</color>，持续<color=#c00041>2</color>次行动，<br>【2】[att=109]提升<color=#c00041>[formula=60+(10*level)]%</color>，持续<color=#c00041>2</color>次行动，<br>【3】[buff=4004]<color=#FF00FF>[formula=50+(5*level)]%</color>，持续<color=#c00041>2</color>次行动,,0,,,
EffectName_301300952,,,0,,,
EffectName_301300960,<br>本技能造成的[att=149]随机提升<color=#c00041>[formula=80+(8*level)]%</color>~<color=#c00041>[formula=160+(16*level)]%</color>,技能造成的[att=149]额外提升<color=#c00041>[formula=80+(8*level)]%</color>至<color=#c00041>[formula=160+(16*level)]%</color>之间的随机值,Skill's <color=#c00041>[att=149] +[formula=80+(8*level)]%</color> to [formula=160+(16*level)]%</color> randomly.,スキルで与える[att=149]がさらに<color=#c00041>[formula=80+(8*level)]%</color>から<color=#c00041>[formula=160+(16*level)]%</color>の間でランダムにUPする,技能造成的[att=149]額外提升<color=#c00041>[formula=80+(8*level)]%</color>至<color=#c00041>[formula=160+(16*level)]%</color>之間的隨機值,
EffectName_301301400,"魔女每次造成常规伤害时，若目标拥有异常状态，使目标[att=102]降低<color=#c00041>[formula=-50+(-10*level)]%</color>,持续<color=#c00041>2</color>次行动","所凭依魔女对拥有异常状态的目标造成常规伤害时，使目标[att=102]<color=#c00041>[formula=-50+(-10*level)]%</color>,持续<color=#c00041>2</color>次行动","When dealing regular DMG to a target with debuffs, inflict <color=#c00041>[att=102] [formula=-50+(-10*level)]%</color> on the target for <color=#c00041>2</color> actions",憑依先の魔女が状態異常のデバフを持つ敵にダメージを与えた時、対象の[att=102]を<color=#c00041>[formula=-50+(-10*level)]%</color>する。<color=#c00041>2</color>回行動を終えるまで持続,"所憑依魔女對擁有異常狀態的目標造成常規傷害時，使目標[att=102]<color=#c00041>[formula=-50+(-10*level)]%</color>,持續<color=#c00041>2</color>次行動",
EffectName_301301401,,,0,,,
EffectName_301301402,,,0,,,
EffectName_301301410,目标：<color=#E7A23F>敌方单体</color>，弱点系数：<color=#c00041>[Param=4]%</color>,目标：<color=#E7A23F>敌方单体</color>，弱点系数：<color=#c00041>[Param=4]%</color>,Target: <color=#E7A23F>Single enemy</color>. Resilience DMG: <color=#c00041>[Param=4]%</color> of ATK,対象：<color=#E7A23F>敵1体</color>、攻撃力<color=#c00041>[Param=4]%</color>ぶんの根性値ダメージ,目標：<color=#E7A23F>敵方單體</color>，韌性傷害：<color=#c00041>[Param=4]%</color>攻擊力,
EffectName_301301411,常规伤害：<color=#c00041>[Param=4]%</color>,常规伤害：<color=#c00041>[Param=4]%</color>倍率,Regular DMG: <color=#c00041>[Param=4]%</color> of ATK,通常ダメージ：<color=#c00041>[Param=4]%</color>攻撃力,常規傷害：<color=#c00041>[Param=4]%</color>攻擊力,
EffectName_301301412,<br>能量回复<color=#28a7f0>[Param=3]</color>,回复<color=#28a7f0>[Param=3]</color>能量,Restore <color=#28a7f0>[Param=3]</color> ENG,魔力を<color=#28a7f0>[Param=3]</color>獲得する,回復<color=#28a7f0>[Param=3]</color>能量,
EffectName_301301413,<color=#c00041>[rand]%</color>概率使目标能量点数降低<color=#28a7f0>[Param=3/100]</color>点,<color=#c00041>[rand]%</color>概率使目标<color=#28a7f0>[Param=3]</color>能量,<color=#c00041>[rand]%</color> chance to inflict ENG <color=#28a7f0>[Param=3]</color> on the target,<color=#c00041>[rand]%</color>の確率で対象の魔力を<color=#28a7f0>[Param=3]</color>する,<color=#c00041>[rand]%</color>概率使目標<color=#28a7f0>[Param=3]</color>能量,
EffectName_301301420,我方全体魔女恢复玛瑙所凭依魔女[att=102]<color=#c7fe58>[Param=4]%</color>的生命值,对友方全体回复所凭依魔女[att=102]最大值<color=#c7fe58>[Param=4]%</color>的生命值,All allies' HP <color=#c7fe58>+[Param=4]%</color> of Nova's Max [att=102],味方全体のHPを憑依先の魔女の[att=102]最大値<color=#c7fe58>[Param=4]%</color>ぶん回復する,對友方全體回復所憑依魔女[att=102]最大值<color=#c7fe58>[Param=4]%</color>的生命值,
EffectName_301301421,若目标当前生命值低于<color=#c00041>[condition=1=3]%</color>，则额外恢复所凭依魔女[att=101]上限<color=#c7fe58>[Param=4]%</color>的生命值,若目标当前生命值低于[condition=1=3]%，则额外回复所凭依魔女[att=101]上限<color=#c7fe58>[Param=4]%</color>的生命值,"If the target's HP is below [condition=1=3]%, additionally restores HP equal to <color=#c7fe58>[Param=4]%</color> of Nova's Max [att=101]",対象の残りHPが[condition=1=3]%以下の場合、追加で憑依先魔女の[att=101]最大值<color=#c7fe58>[Param=4]%</color>ぶんのHPを回復する,若目標當前生命值低於[condition=1=3]%，則額外回復所憑依魔女[att=101]最大值<color=#c7fe58>[Param=4]%</color>的生命值,
EffectName_301301430,"所凭依魔女每次受到常规伤害后，[att=120]提升<color=#c7fe58>[param=3]%</color>,<color=#FF00FF>[buffmax]</color>","受到常规伤害后，提升[att=120]<color=#c7fe58>[param=3]%</color>,<color=#FF00FF>[buffmax]</color>",[att=120] + <color=#c7fe58>[param=3]%</color> after taking regular DMG. <color=#FF00FF>[buffmax]</color>,"ダメージを受けたあと、[att=120]が<color=#c7fe58>[param=3]%</color>UPする,<color=#FF00FF>[buffmax]</color>","受到常規傷害後，提升[att=120]<color=#c7fe58>[param=3]%</color>,<color=#FF00FF>[buffmax]</color>",
EffectName_301301440,且每次恢复生命时，能量回复<color=#28a7f0>[Param=3]</color>,所凭依魔女回复生命时，回复<color=#28a7f0>[Param=3]</color>能量,Restore <color=#28a7f0>[Param=3]</color> ENG when Nova is restoring HP,憑依先の魔女がHPを回復した時、魔力を<color=#28a7f0>[Param=3]</color>獲得する,所憑依魔女回復生命時，回復<color=#28a7f0>[Param=3]</color>能量,
EffectName_301301450,若目标当前生命值低于<color=#c00041>[condition=1=3]%</color>，则额外恢复所凭依魔女[att=101]上限<color=#c7fe58>[Param=4]%</color>的生命值,若目标当前生命值低于[condition=1=3]%，则额外回复所凭依魔女[att=101]上限<color=#c7fe58>[Param=4]%</color>的生命值,"If the target's HP is below [condition=1=3]%, additionally restores HP equal to <color=#c7fe58>[Param=4]%</color> of Nova's Max [att=101]",対象の残りHPが[condition=1=3]%以下の場合、追加で憑依先魔女の[att=101]最大值<color=#c7fe58>[Param=4]%</color>ぶんのHPを回復する,若目標當前生命值低於[condition=1=3]%，則額外回復所憑依魔女[att=101]最大值<color=#c7fe58>[Param=4]%</color>的生命值,
EffectName_301301460,同时[att=121]降低<color=#28a7f0>[Param=3]%</color>，[time],同时[att=121]<color=#28a7f0>[Param=3]%</color>,[att=121] <color=#28a7f0>[Param=3]</color>,[att=121]を<color=#28a7f0>[Param=3]%</color>する,同時[att=121]<color=#28a7f0>[Param=3]%</color>,
EffectName_301301500,魔女每次使用星痕技能时，该技能[att=137]提升<color=#28a7f0>[formula=100+(10*level)]%</color>,所凭依魔女使用星痕技能时，提升[att=137]<color=#28a7f0>[formula=150+(30*level)]%</color>,<color=#28a7f0>[att=137] +[formula=150+(30*level)]%</color> when casts Aster skills,憑依先の魔女がゴスペルのスキルを発動した時、[att=137]が<color=#28a7f0>[formula=150+(30*level)]%</color>UPする,所憑依魔女使用星痕技能時，提升[att=137]<color=#28a7f0>[formula=150+(30*level)]%</color>,
EffectName_301301501,,,0,,,
EffectName_301301502,,,0,,,
EffectName_301301510,目标：<color=#E7A23F>敌方单体</color>，弱点系数：<color=#c00041>[Param=4]%</color>,目标：<color=#E7A23F>敌方单体</color>，弱点系数：<color=#c00041>[Param=4]%</color>,Target: <color=#E7A23F>Single enemy</color>. Resilience DMG: <color=#c00041>[Param=4]%</color> of ATK,対象：<color=#E7A23F>敵1体</color>、攻撃力<color=#c00041>[Param=4]%</color>ぶんの根性値ダメージ,目標：<color=#E7A23F>敵方單體</color>，韌性傷害：<color=#c00041>[Param=4]%</color>攻擊力,
EffectName_301301511,常规伤害：<color=#c00041>[Param=4]%</color>倍率,常规伤害：<color=#c00041>[Param=4]%</color>倍率,Regular DMG: <color=#c00041>[Param=4]%</color> of ATK,通常ダメージ：<color=#c00041>[Param=4]%</color>攻撃力,常規傷害：<color=#c00041>[Param=4]%</color>攻擊力,
EffectName_301301512,<br>能量回复<color=#28a7f0>[Param=3]</color>,回复<color=#28a7f0>[Param=3]</color>能量,Restore <color=#28a7f0>[Param=3]</color> ENG,魔力を<color=#28a7f0>[Param=3]</color>獲得する,回復<color=#28a7f0>[Param=3]</color>能量,
EffectName_301301513,<color=#FF00FF>[rand]%</color>概率对目标施加[param=2]层[buff=3002],<color=#FF00FF>[rand]%</color>概率对目标附加[param=2]层[buff=3002],<color=#FF00FF>[rand]%</color> chance to inflict [param=2] stack(s) of [buff=3002],<color=#FF00FF>[rand]%</color>の確率で対象の[buff=3002]に[param=2]をスタック付与する,<color=#FF00FF>[rand]%</color>概率對目標附加[param=2]層[buff=3002],
EffectName_301301520,使我方单体恢复哀歌所凭依魔女[att=102]<color=#c7fe58>[Param=4]%</color>的生命值,对友方单体回复所凭依魔女[att=102]<color=#c7fe58>[Param=4]%</color>的生命值,Restore a single ally's HP by <color=#c7fe58>[Param=4]%</color> of Nova's [att=102],味方1名のHPを憑依先魔女の[att=102]<color=#c7fe58>[Param=4]%</color>ぶん回復する,對友方單體回復所憑依魔女[att=102]<color=#c7fe58>[Param=4]%</color>的生命值,
EffectName_301301521,同时获得[param=2]层[buff=4005],同时附加[param=2]层[buff=4005],Inflicts [param=2] stack(s) of [buff=4005],[buff=4005]を[param=2]スタック付与する,同時附加[param=2]層[buff=4005],
EffectName_301301530,所凭依魔女[att=138]提升<color=#28a7f0>[Param=3*0.1]</color>,提升[att=138]<color=#28a7f0>[Param=3*0.1]</color>,<color=#28a7f0>[att=138] +[Param=3*0.1]</color>,[att=138]が<color=#28a7f0>[Param=3*0.1]</color>UPする,提升[att=138]<color=#28a7f0>[Param=3*0.1]</color>,
EffectName_301301540,<color=#FF00FF>[rand]%</color>概率对目标施加[param=2]层[buff=3002],<color=#FF00FF>[rand]%</color>概率对目标附加[param=2]层[buff=3002],<color=#FF00FF>[rand]%</color> chance to inflict [param=2] stack(s) of [buff=3002],<color=#FF00FF>[rand]%</color>の確率で対象に[buff=3002]を[param=2]スタック付与する,<color=#FF00FF>[rand]%</color>概率對目標附加[param=2]層[buff=3002],
EffectName_301301560,所凭依魔女[att=138]提升<color=#28a7f0>[Param=3*0.1]</color>,提升[att=138]<color=#28a7f0>[Param=3*0.1]</color>,<color=#28a7f0>[att=138] +[Param=3*0.1]</color>,[att=138]が<color=#28a7f0>[Param=3*0.1]</color>UPする,提升[att=138]<color=#28a7f0>[Param=3*0.1]</color>,
EffectName_301301700,[att=139]提升<color=#28a7f0>[Param=3]</color>,提升[att=139]<color=#28a7f0>[Param=3]</color>,[att=139] <color=#28a7f0>+[Param=3]</color>,[att=139]が<color=#28a7f0>[Param=3]</color>UPする,提升[att=139]<color=#28a7f0>[Param=3]</color>,
EffectName_301301710,目标：<color=#E7A23F>敌方全体</color>，弱点系数：<color=#c00041>[Param=4]%</color>,目标：<color=#E7A23F>敌方全体</color>，弱点系数：<color=#c00041>[Param=4]%</color>,Target: <color=#E7A23F>All enemies</color>. Resilience DMG: [Param=4]%</color> of ATK,対象：<color=#E7A23F>敵全体</color>、根性ダメージ：攻撃力の<color=#c00041>[Param=4]%</color>,目標：<color=#E7A23F>敵方全體</color>，韌性傷害：<color=#c00041>[Param=4]%</color>攻擊力,
EffectName_301301711,常规伤害：<color=#c00041>[Param=4]%</color>倍率,常规伤害：<color=#c00041>[Param=4]%</color>倍率,Regular DMG: <color=#c00041>[Param=4]%</color> of ATK,通常ダメージ：<color=#c00041>[Param=4]%</color>攻撃力,常規傷害：<color=#c00041>[Param=4]%</color>攻擊力,
EffectName_301301712,<br>能量回复<color=#28a7f0>[Param=3]</color>,回复<color=#28a7f0>[Param=3]</color>能量,Restore <color=#28a7f0>[Param=3]</color> ENG,魔力を<color=#28a7f0>[Param=3]</color>獲得する,回復<color=#28a7f0>[Param=3]</color>能量,
EffectName_301301713,随机驱散目标<color=#28a7f0>[Param=1]</color>个增益效果,使目标[rand]%概率驱散<color=#28a7f0>[Param=1]</color>种增益状态,[rand]% chance to dispel <color=#28a7f0>[Param=1]</color> buff(s) from the target,[rand]%の確率で対象のバフを<color=#28a7f0>[Param=1]</color>種類除去する,使目標[rand]%概率驅散<color=#28a7f0>[Param=1]</color>種增益狀態,
EffectName_301301720,我方全体魔女[att=102]提升<color=#c00041>[Param=3]%</color>,友方全体提升[att=102]<color=#c00041>[Param=3]%</color>,All allies' <color=#c00041>[att=102] +[Param=3]%</color>,友方全体ステータス上昇[att=102]<color=#c00041>[Param=3]%</color>,友方全體提升[att=102]<color=#c00041>[Param=3]%</color>,
EffectName_301301721,并获得[buff=301301722],同时附加[buff=301301722],Inflict [buff=301301722],[buff=301301722]を付与する,同時附加[buff=301301722],
EffectName_301301722,<br><color=#FF6C0D>胡萝卜</color>：增益效果，下一次对目标造成常规伤害时，每命中1名敌人，能量回复<color=#28a7f0>[Param=3*0.1]</color>,同时自身每命中1名敌人，回复<color=#28a7f0>[Param=3*0.1]</color>能量,Each enemy hit Restore <color=#28a7f0>[Param=3*0.1]</color> ENG,命中した敵1体につき、魔力を<color=#28a7f0>[Param=3*0.1]</color>獲得する,同時自身每命中1名敵人，回復<color=#28a7f0>[Param=3*0.1]</color>能量,
EffectName_301301730,[att=139]提升<color=#28a7f0>[Param=3]</color>,提升[att=139]<color=#28a7f0>[Param=3]</color>,[att=139] <color=#28a7f0>+[Param=3]</color>,[att=139]が<color=#28a7f0>[Param=3]</color>UPする,提升[att=139]<color=#28a7f0>[Param=3]</color>,
EffectName_301301740,同时每驱散<color=#c00041>1</color>个增益效果，额外能量回复<color=#28a7f0>[Param=3*0.1]</color>,每驱散1种增益状态，回复<color=#28a7f0>[Param=3*0.1]</color>能量,"For each type of buff dispelled, restore <color=#28a7f0>[Param=3*0.1]</color> ENG",バフを1種類除去するごとに、魔力を<color=#28a7f0>[Param=3*0.1]</color>獲得する,每驅散1種增益狀態，回復<color=#28a7f0>[Param=3*0.1]</color>能量,
EffectName_301301750,所凭依魔女[att=137]提升<color=#28a7f0>[param=3]%</color>,提升[att=137]<color=#28a7f0>[param=3]%</color>,<color=#28a7f0>[att=137] +[param=3]%</color>,[att=137]が<color=#28a7f0>[param=3]%</color>UPする,提升[att=137]<color=#28a7f0>[param=3]%</color>,
EffectName_301301800,每次行动开始时，若魔女满生命值，则能量回复<color=#28a7f0>[Param=3]</color>,若所凭依魔女满生命值，则行动开始时回复<color=#28a7f0>[Param=3]</color>能量,"If Nova's HP is full, ENG <color=#28a7f0>+[Param=3]</color> at the start of the action",憑依先の魔女のHPが満タンの場合、行動開始時に魔力を<color=#28a7f0>[Param=3]</color>獲得する,若所憑依魔女滿生命值，則行動開始時回復<color=#28a7f0>[Param=3]</color>能量,
EffectName_301301801,,,0,,,
EffectName_301301810,目标：<color=#E7A23F>敌方全体</color>，弱点系数：<color=#c00041>[Param=4]%</color>,目标：<color=#E7A23F>敌方全体</color>，弱点系数：<color=#c00041>[Param=4]%</color>,Target: <color=#E7A23F>All enemies</color>. Resilience DMG: [Param=4]%</color> of ATK,対象：<color=#E7A23F>敵全体</color>、根性ダメージ：攻撃力の<color=#c00041>[Param=4]%</color>,目標：<color=#E7A23F>敵方全體</color>，韌性傷害：<color=#c00041>[Param=4]%</color>攻擊力,
EffectName_301301811,常规伤害：<color=#c00041>[Param=4]%</color>倍率,常规伤害：<color=#c00041>[Param=4]%</color>倍率,Regular DMG: <color=#c00041>[Param=4]%</color> of ATK,通常ダメージ：<color=#c00041>[Param=4]%</color>攻撃力,常規傷害：<color=#c00041>[Param=4]%</color>攻擊力,
EffectName_301301812,<br>能量回复<color=#28a7f0>[Param=3]</color>,回复<color=#28a7f0>[Param=3]</color>能量,Restore <color=#28a7f0>[Param=3]</color> ENG,魔力を<color=#28a7f0>[Param=3]</color>獲得する,回復<color=#28a7f0>[Param=3]</color>能量,
EffectName_301301813,附加命中回能,附加命中回能,Additional Re-ENG with each hit,「攻撃命中時、魔力を獲得する」効果を追加,附加命中回能,
EffectName_301301814,攻击每命中<color=#c00041>1</color>名生命低于<color=#c00041>50%</color>的目标时，额外能量回复<color=#28a7f0>[Param=3*0.1]</color>,每命中1名生命低于50%的目标时，回复<color=#28a7f0>[Param=3*0.1]</color>能量,<color=#28a7f0>ENG +[Param=3*0.1]</color> when attacking a target with less than 50% HP,命中した残りHP50%以下の敵1体につき、魔力を<color=#28a7f0>[Param=3*0.1]</color>獲得する,每命中1名生命低於50%的目標時，回復<color=#28a7f0>[Param=3*0.1]</color>能量,
EffectName_301301820,我方全体魔女后续<color=#c00041>1</color>次受到常规伤害时，[att=103]提升<color=#fe7058>[Param=3]%</color>,友方全体提升[att=103]<color=#fe7058>[Param=3]%</color>,All allies' <color=#fe7058>[att=103] +[Param=3]%</color>,友方全体ステータス上昇[att=103]<color=#fe7058>[Param=3]%</color>,友方全體提升[att=103]<color=#fe7058>[Param=3]%</color>,
EffectName_301301821,[att=113]提升<color=#c00041>[Param=3]%</color>,同时提升[att=113]<color=#c00041>[Param=3]%</color>，[time],<color=#c00041>[att=113] +[Param=3]%</color>,[att=113]が<color=#c00041>[Param=3]%</color>UPする，[time],同時提升[att=113]<color=#c00041>[Param=3]%</color>，[time],
EffectName_301301830,所凭依魔女[att=138]提升<color=#28a7f0>[Param=3*0.1]</color>,提升[att=138]<color=#28a7f0>[Param=3*0.1]</color>,<color=#28a7f0>[att=138] +[Param=3*0.1]</color>,[att=138]が<color=#28a7f0>[Param=3*0.1]</color>UPする,提升[att=138]<color=#28a7f0>[Param=3*0.1]</color>,
EffectName_301301840,附加命中回能,附加命中回能,Restore ENG with each hit,「攻撃命中時、魔力を獲得する」効果を追加,附加命中回能,
EffectName_301301841,攻击每命中<color=#c00041>1</color>名生命低于<color=#c00041>80%</color>的目标时，额外能量回复<color=#28a7f0>[Param=3*0.1]</color>,每命中1名生命低于80%的目标时，回复<color=#28a7f0>[Param=3*0.1]</color>能量,<color=#28a7f0>ENG +[Param=3*0.1]</color> when attacking a target with less than 80% HP,命中した残りHP80%以下の敵1体につき、魔力を<color=#28a7f0>[Param=3*0.1]</color>獲得する,每命中1名生命低於80%的目標時，回復<color=#28a7f0>[Param=3*0.1]</color>能量,
EffectName_301301850,同时每次行动开始时，若所凭依魔女满生命值，则额外能量回复<color=#28a7f0>[Param=3*0.1]</color>,若所凭依魔女满生命值，则行动开始时回复<color=#28a7f0>[Param=3*0.1]</color>能量,<color=#28a7f0>ENG +[Param=3*0.1]</color> each action when Nova's HP is full,憑依先の魔女のHPが満タンの場合、行動開始時に魔力を<color=#28a7f0>[Param=3*0.1]</color>獲得する,若所憑依魔女滿生命值，則行動開始時回復<color=#28a7f0>[Param=3*0.1]</color>能量,
EffectName_301301860,我方全体魔女后续<color=#c00041>2</color>次受到常规伤害时，[att=103]提升<color=#fe7058>[Param=3]%</color>,友方全体提升[att=103]<color=#fe7058>[Param=3]%</color>,All allies' <color=#fe7058>[att=103] +[Param=3]%</color>,友方全体ステータス上昇[att=103]<color=#fe7058>[Param=3]%</color>,友方全體提升[att=103]<color=#fe7058>[Param=3]%</color>,
EffectName_301301861,[att=113]提升<color=#c00041>[Param=3]%</color>,同时提升[att=113]<color=#c00041>[Param=3]%</color>，[time],<color=#c00041>[att=113] +[Param=3]%</color>,[att=113]が<color=#c00041>[Param=3]%</color>UPする，[time],同時提升[att=113]<color=#c00041>[Param=3]%</color>，[time],
EffectName_301301900,魔女攻击拥有<color=#E40D08>[buff=3001#]</color>状态的目标时，[att=112]提高<color=#c00041>[formula=50+(10*level)]%</color>,所凭依魔女攻击拥有<color=#E40D08>[buff=3001#]</color>的目标时，提高[att=112]<color=#c00041>[formula=50+(10*level)]%</color>,<color=#c00041>[att=112] +[formula=50+(10*level)]%</color> when attacks a target with <color=#E40D08>Burn</color>,憑依先の魔女が<color=#E40D08>火傷</color>状態の対象を攻撃する場合、[att=112]が<color=#c00041>[formula=50+(10*level)]%</color>UPする,所憑依魔女攻擊擁有<color=#E40D08>灼燒</color>的目標時，提高[att=112]<color=#c00041>[formula=50+(10*level)]%</color>,
EffectName_301301902,,,0,,,
EffectName_301301910,目标：<color=#E7A23F>敌方单体</color>，弱点系数：<color=#c00041>[Param=4]%</color>,目标：<color=#E7A23F>敌方单体</color>，弱点系数：<color=#c00041>[Param=4]%</color>,Target: <color=#E7A23F>Single enemy</color>. Resilience DMG: <color=#c00041>[Param=4]%</color> of ATK,対象：<color=#E7A23F>敵1体</color>、攻撃力<color=#c00041>[Param=4]%</color>ぶんの根性値ダメージ,目標：<color=#E7A23F>敵方單體</color>，韌性傷害：<color=#c00041>[Param=4]%</color>攻擊力,
EffectName_301301911,常规伤害：<color=#c00041>[Param=4]%</color>倍率,常规伤害：<color=#c00041>[Param=4]%</color>倍率,Regular DMG: <color=#c00041>[Param=4]%</color> of ATK,通常ダメージ：<color=#c00041>[Param=4]%</color>攻撃力,常規傷害：<color=#c00041>[Param=4]%</color>攻擊力,
EffectName_301301912,<br>场上任意目标每拥有1个来源不同的<color=#E40D08>[buff=3001#]</color>效果，本技能[att=136]提高<color=#c00041>[Param=3]%</color>,场上任意目标每拥有1个来源不同的<color=#E40D08>[buff=3001#]</color>，该技能提高[att=136]<color=#c00041>[Param=3]%</color>,Each different <color=#E40D08>Burn</color> inflicts <color=#c00041>[att=136] +[Param=3]%</color>,対象が持つ異なる効果から付与された<color=#E40D08>火傷</color>1スタックにつき、このスキルの[att=136]が<color=#c00041>[Param=3]%</color>UPする,場上任意目標每擁有1個來源不同的<color=#E40D08>灼燒</color>，該技能提高[att=136]<color=#c00041>[Param=3]%</color>,
