Id,AttrId,Desattr,,,Desc1,DescName,TargetType,Attrlv,Pvp,RefixValue,RefixPercent,RefixFixValue,RefixValueGrown,RefixPercentGrown,RefixFixValueGrown,SkillId,Icon
10000343,102,,贝卡丝,3,,,"5,3016068",0,0,"18,18",,,,,,,
10000344,103,,贝卡丝,4,,,"5,3016068",0,0,"6,6",,,,,,,
10000345,102,,贝卡丝,5,,,"5,3016068",0,0,"18,18",,,,,,,
10000346,103,,贝卡丝,6,,,"5,3016068",0,0,"6,6",,,,,,,
10000347,102,,贝卡丝,7,,,"5,3016068",0,0,"18,18",,,,,,,
10000348,103,,贝卡丝,8,,,"5,3016068",0,0,"6,6",,,,,,,
10000349,102,,贝卡丝,9,,,"5,3016068",0,0,"18,18",,,,,,,
10000350,103,,贝卡丝,10,,,"5,3016068",0,0,"6,6",,,,,,,
10000351,102,,神光,1,,,"5,3014023",0,0,"20,20",,,,,,,
10000352,103,,神光,2,,,"5,3014023",0,0,"8,8",,,,,,,
10000353,102,,神光,3,,,"5,3014023",0,0,"20,20",,,,,,,
10000354,103,,神光,4,,,"5,3014023",0,0,"8,8",,,,,,,
10000355,102,,神光,5,,,"5,3014023",0,0,"20,20",,,,,,,
10000356,103,,神光,6,,,"5,3014023",0,0,"8,8",,,,,,,
10000357,102,,神光,7,,,"5,3014023",0,0,"20,20",,,,,,,
10000358,103,,神光,8,,,"5,3014023",0,0,"8,8",,,,,,,
10000359,102,,神光,9,,,"5,3014023",0,0,"20,20",,,,,,,
10000360,103,,神光,10,,,"5,3014023",0,0,"8,8",,,,,,,
10000361,102,,雷雷,1,,,"5,3014024",0,0,"20,20",,,,,,,
10000362,103,,雷雷,2,,,"5,3014024",0,0,"8,8",,,,,,,
10000363,102,,雷雷,3,,,"5,3014024",0,0,"20,20",,,,,,,
10000364,103,,雷雷,4,,,"5,3014024",0,0,"8,8",,,,,,,
10000365,102,,雷雷,5,,,"5,3014024",0,0,"20,20",,,,,,,
10000366,103,,雷雷,6,,,"5,3014024",0,0,"8,8",,,,,,,
10000367,102,,雷雷,7,,,"5,3014024",0,0,"20,20",,,,,,,
10000368,103,,雷雷,8,,,"5,3014024",0,0,"8,8",,,,,,,
10000369,102,,雷雷,9,,,"5,3014024",0,0,"20,20",,,,,,,
10000370,103,,雷雷,10,,,"5,3014024",0,0,"8,8",,,,,,,
10000371,102,,安普莎,1,,,"5,3014025",0,0,"20,20",,,,,,,
10000372,103,,安普莎,2,,,"5,3014025",0,0,"8,8",,,,,,,
10000373,102,,安普莎,3,,,"5,3014025",0,0,"20,20",,,,,,,
10000374,103,,安普莎,4,,,"5,3014025",0,0,"8,8",,,,,,,
10000375,102,,安普莎,5,,,"5,3014025",0,0,"20,20",,,,,,,
10000376,103,,安普莎,6,,,"5,3014025",0,0,"8,8",,,,,,,
10000377,102,,安普莎,7,,,"5,3014025",0,0,"20,20",,,,,,,
10000378,103,,安普莎,8,,,"5,3014025",0,0,"8,8",,,,,,,
10000379,102,,安普莎,9,,,"5,3014025",0,0,"20,20",,,,,,,
10000380,103,,安普莎,10,,,"5,3014025",0,0,"8,8",,,,,,,
10000381,102,,贝儿,1,,,"5,3014029",0,0,"20,20",,,,,,,
10000382,103,,贝儿,2,,,"5,3014029",0,0,"8,8",,,,,,,
10000383,102,,贝儿,3,,,"5,3014029",0,0,"20,20",,,,,,,
10000384,103,,贝儿,4,,,"5,3014029",0,0,"8,8",,,,,,,
10000385,102,,贝儿,5,,,"5,3014029",0,0,"20,20",,,,,,,
10000386,103,,贝儿,6,,,"5,3014029",0,0,"8,8",,,,,,,
10000387,102,,贝儿,7,,,"5,3014029",0,0,"20,20",,,,,,,
10000388,103,,贝儿,8,,,"5,3014029",0,0,"8,8",,,,,,,
10000389,102,,贝儿,9,,,"5,3014029",0,0,"20,20",,,,,,,
10000390,103,,贝儿,10,,,"5,3014029",0,0,"8,8",,,,,,,
10000391,102,,安娜,1,,,"5,3014030",0,0,"20,20",,,,,,,
10000392,103,,安娜,2,,,"5,3014030",0,0,"8,8",,,,,,,
10000393,102,,安娜,3,,,"5,3014030",0,0,"20,20",,,,,,,
10000394,103,,安娜,4,,,"5,3014030",0,0,"8,8",,,,,,,
10000395,102,,安娜,5,,,"5,3014030",0,0,"20,20",,,,,,,
10000396,103,,安娜,6,,,"5,3014030",0,0,"8,8",,,,,,,
10000397,102,,安娜,7,,,"5,3014030",0,0,"20,20",,,,,,,
10000398,103,,安娜,8,,,"5,3014030",0,0,"8,8",,,,,,,
10000399,102,,安娜,9,,,"5,3014030",0,0,"20,20",,,,,,,
10000400,103,,安娜,10,,,"5,3014030",0,0,"8,8",,,,,,,
10000401,102,,伊拉,1,,,"5,3014031",0,0,"20,20",,,,,,,
10000402,103,,伊拉,2,,,"5,3014031",0,0,"8,8",,,,,,,
10000403,102,,伊拉,3,,,"5,3014031",0,0,"20,20",,,,,,,
10000404,103,,伊拉,4,,,"5,3014031",0,0,"8,8",,,,,,,
10000405,102,,伊拉,5,,,"5,3014031",0,0,"20,20",,,,,,,
10000406,103,,伊拉,6,,,"5,3014031",0,0,"8,8",,,,,,,
10000407,102,,伊拉,7,,,"5,3014031",0,0,"20,20",,,,,,,
10000408,103,,伊拉,8,,,"5,3014031",0,0,"8,8",,,,,,,
10000409,102,,伊拉,9,,,"5,3014031",0,0,"20,20",,,,,,,
10000410,103,,伊拉,10,,,"5,3014031",0,0,"8,8",,,,,,,
10000411,102,,丹妮,1,,,"5,3015002",0,0,"20,20",,,,,,,
10000412,103,,丹妮,2,,,"5,3015002",0,0,"8,8",,,,,,,
10000413,102,,丹妮,3,,,"5,3015002",0,0,"20,20",,,,,,,
10000414,103,,丹妮,4,,,"5,3015002",0,0,"8,8",,,,,,,
10000415,102,,丹妮,5,,,"5,3015002",0,0,"20,20",,,,,,,
10000416,103,,丹妮,6,,,"5,3015002",0,0,"8,8",,,,,,,
10000417,102,,丹妮,7,,,"5,3015002",0,0,"20,20",,,,,,,
10000418,103,,丹妮,8,,,"5,3015002",0,0,"8,8",,,,,,,
10000419,102,,丹妮,9,,,"5,3015002",0,0,"20,20",,,,,,,
10000420,103,,丹妮,10,,,"5,3015002",0,0,"8,8",,,,,,,
10000421,102,,耶坦尼娅,1,,,"5,3015004",0,0,"20,20",,,,,,,
10000422,103,,耶坦尼娅,2,,,"5,3015004",0,0,"8,8",,,,,,,
10000423,102,,耶坦尼娅,3,,,"5,3015004",0,0,"20,20",,,,,,,
10000424,103,,耶坦尼娅,4,,,"5,3015004",0,0,"8,8",,,,,,,
10000425,102,,耶坦尼娅,5,,,"5,3015004",0,0,"20,20",,,,,,,
10000426,103,,耶坦尼娅,6,,,"5,3015004",0,0,"8,8",,,,,,,
10000427,102,,耶坦尼娅,7,,,"5,3015004",0,0,"20,20",,,,,,,
10000428,103,,耶坦尼娅,8,,,"5,3015004",0,0,"8,8",,,,,,,
10000429,102,,耶坦尼娅,9,,,"5,3015004",0,0,"20,20",,,,,,,
10000430,103,,耶坦尼娅,10,,,"5,3015004",0,0,"8,8",,,,,,,
10000431,102,,希夕莉,1,,,"5,3015006",0,0,"20,20",,,,,,,
10000432,103,,希夕莉,2,,,"5,3015006",0,0,"8,8",,,,,,,
10000433,102,,希夕莉,3,,,"5,3015006",0,0,"20,20",,,,,,,
10000434,103,,希夕莉,4,,,"5,3015006",0,0,"8,8",,,,,,,
10000435,102,,希夕莉,5,,,"5,3015006",0,0,"20,20",,,,,,,
10000436,103,,希夕莉,6,,,"5,3015006",0,0,"8,8",,,,,,,
10000437,102,,希夕莉,7,,,"5,3015006",0,0,"20,20",,,,,,,
10000438,103,,希夕莉,8,,,"5,3015006",0,0,"8,8",,,,,,,
10000439,102,,希夕莉,9,,,"5,3015006",0,0,"20,20",,,,,,,
10000440,103,,希夕莉,10,,,"5,3015006",0,0,"8,8",,,,,,,
10000441,102,,萨拉,1,,,"5,3015007",0,0,"20,20",,,,,,,
10000442,103,,萨拉,2,,,"5,3015007",0,0,"8,8",,,,,,,
10000443,102,,萨拉,3,,,"5,3015007",0,0,"20,20",,,,,,,
10000444,103,,萨拉,4,,,"5,3015007",0,0,"8,8",,,,,,,
10000445,102,,萨拉,5,,,"5,3015007",0,0,"20,20",,,,,,,
10000446,103,,萨拉,6,,,"5,3015007",0,0,"8,8",,,,,,,
10000447,102,,萨拉,7,,,"5,3015007",0,0,"20,20",,,,,,,
10000448,103,,萨拉,8,,,"5,3015007",0,0,"8,8",,,,,,,
10000449,102,,萨拉,9,,,"5,3015007",0,0,"20,20",,,,,,,
10000450,103,,萨拉,10,,,"5,3015007",0,0,"8,8",,,,,,,
10000451,102,,牧,1,,,"5,3015008",0,0,"20,20",,,,,,,
10000452,103,,牧,2,,,"5,3015008",0,0,"8,8",,,,,,,
10000453,102,,牧,3,,,"5,3015008",0,0,"20,20",,,,,,,
10000454,103,,牧,4,,,"5,3015008",0,0,"8,8",,,,,,,
10000455,102,,牧,5,,,"5,3015008",0,0,"20,20",,,,,,,
10000456,103,,牧,6,,,"5,3015008",0,0,"8,8",,,,,,,
10000457,102,,牧,7,,,"5,3015008",0,0,"20,20",,,,,,,
10000458,103,,牧,8,,,"5,3015008",0,0,"8,8",,,,,,,
10000459,102,,牧,9,,,"5,3015008",0,0,"20,20",,,,,,,
10000460,103,,牧,10,,,"5,3015008",0,0,"8,8",,,,,,,
10000461,102,,吉拉蒂亚,1,,,"5,3016009",0,0,"20,20",,,,,,,
10000462,103,,吉拉蒂亚,2,,,"5,3016009",0,0,"8,8",,,,,,,
10000463,102,,吉拉蒂亚,3,,,"5,3016009",0,0,"20,20",,,,,,,
10000464,103,,吉拉蒂亚,4,,,"5,3016009",0,0,"8,8",,,,,,,
10000465,102,,吉拉蒂亚,5,,,"5,3016009",0,0,"20,20",,,,,,,
10000466,103,,吉拉蒂亚,6,,,"5,3016009",0,0,"8,8",,,,,,,
10000467,102,,吉拉蒂亚,7,,,"5,3016009",0,0,"20,20",,,,,,,
10000468,103,,吉拉蒂亚,8,,,"5,3016009",0,0,"8,8",,,,,,,
10000469,102,,吉拉蒂亚,9,,,"5,3016009",0,0,"20,20",,,,,,,
10000470,103,,吉拉蒂亚,10,,,"5,3016009",0,0,"8,8",,,,,,,
10000471,102,,克尔苏娜,1,,,"5,3016013",0,0,"20,20",,,,,,,
10000472,103,,克尔苏娜,2,,,"5,3016013",0,0,"8,8",,,,,,,
10000473,102,,克尔苏娜,3,,,"5,3016013",0,0,"20,20",,,,,,,
10000474,103,,克尔苏娜,4,,,"5,3016013",0,0,"8,8",,,,,,,
10000475,102,,克尔苏娜,5,,,"5,3016013",0,0,"20,20",,,,,,,
10000476,103,,克尔苏娜,6,,,"5,3016013",0,0,"8,8",,,,,,,
10000477,102,,克尔苏娜,7,,,"5,3016013",0,0,"20,20",,,,,,,
10000478,103,,克尔苏娜,8,,,"5,3016013",0,0,"8,8",,,,,,,
10000479,102,,克尔苏娜,9,,,"5,3016013",0,0,"20,20",,,,,,,
10000480,103,,克尔苏娜,10,,,"5,3016013",0,0,"8,8",,,,,,,
10000481,102,,小闪,1,,,"5,3016031",0,0,"20,20",,,,,,,
10000482,103,,小闪,2,,,"5,3016031",0,0,"8,8",,,,,,,
10000483,102,,小闪,3,,,"5,3016031",0,0,"20,20",,,,,,,
10000484,103,,小闪,4,,,"5,3016031",0,0,"8,8",,,,,,,
10000485,102,,小闪,5,,,"5,3016031",0,0,"20,20",,,,,,,
10000486,103,,小闪,6,,,"5,3016031",0,0,"8,8",,,,,,,
10000487,102,,小闪,7,,,"5,3016031",0,0,"20,20",,,,,,,
10000488,103,,小闪,8,,,"5,3016031",0,0,"8,8",,,,,,,
10000489,102,,小闪,9,,,"5,3016031",0,0,"20,20",,,,,,,
10000490,103,,小闪,10,,,"5,3016031",0,0,"8,8",,,,,,,
10000491,102,,昔莱,1,,,"5,3016078",0,0,"20,20",,,,,,,
10000492,103,,昔莱,2,,,"5,3016078",0,0,"8,8",,,,,,,
10000493,102,,昔莱,3,,,"5,3016078",0,0,"20,20",,,,,,,
10000494,103,,昔莱,4,,,"5,3016078",0,0,"8,8",,,,,,,
10000495,102,,昔莱,5,,,"5,3016078",0,0,"20,20",,,,,,,
10000496,103,,昔莱,6,,,"5,3016078",0,0,"8,8",,,,,,,
10000497,102,,昔莱,7,,,"5,3016078",0,0,"20,20",,,,,,,
10000498,103,,昔莱,8,,,"5,3016078",0,0,"8,8",,,,,,,
10000499,102,,昔莱,9,,,"5,3016078",0,0,"20,20",,,,,,,
10000500,103,,昔莱,10,,,"5,3016078",0,0,"8,8",,,,,,,
10000501,102,,伊卡洛斯,1,,,"5,3016130",0,0,"20,20",,,,,,,
10000502,103,,伊卡洛斯,2,,,"5,3016130",0,0,"8,8",,,,,,,
10000503,102,,伊卡洛斯,3,,,"5,3016130",0,0,"20,20",,,,,,,
10000504,103,,伊卡洛斯,4,,,"5,3016130",0,0,"8,8",,,,,,,
10000505,102,,伊卡洛斯,5,,,"5,3016130",0,0,"20,20",,,,,,,
10000506,103,,伊卡洛斯,6,,,"5,3016130",0,0,"8,8",,,,,,,
10000507,102,,伊卡洛斯,7,,,"5,3016130",0,0,"20,20",,,,,,,
10000508,103,,伊卡洛斯,8,,,"5,3016130",0,0,"8,8",,,,,,,
10000509,102,,伊卡洛斯,9,,,"5,3016130",0,0,"20,20",,,,,,,
10000510,103,,伊卡洛斯,10,,,"5,3016130",0,0,"8,8",,,,,,,
10000511,102,,异邦波斯菊,1,,,"5,3016187",0,0,"20,20",,,,,,,
10000512,103,,异邦波斯菊,2,,,"5,3016187",0,0,"8,8",,,,,,,
10000513,102,,异邦波斯菊,3,,,"5,3016187",0,0,"20,20",,,,,,,
10000514,103,,异邦波斯菊,4,,,"5,3016187",0,0,"8,8",,,,,,,
10000515,102,,异邦波斯菊,5,,,"5,3016187",0,0,"20,20",,,,,,,
10000516,103,,异邦波斯菊,6,,,"5,3016187",0,0,"8,8",,,,,,,
10000517,102,,异邦波斯菊,7,,,"5,3016187",0,0,"20,20",,,,,,,
10000518,103,,异邦波斯菊,8,,,"5,3016187",0,0,"8,8",,,,,,,
10000519,102,,异邦波斯菊,9,,,"5,3016187",0,0,"20,20",,,,,,,
10000520,103,,异邦波斯菊,10,,,"5,3016187",0,0,"8,8",,,,,,,
10000521,102,,桃,1,,,"5,3014009",0,0,"20,20",,,,,,,
10000522,103,,桃,2,,,"5,3014009",0,0,"8,8",,,,,,,
10000523,102,,桃,3,,,"5,3014009",0,0,"20,20",,,,,,,
10000524,103,,桃,4,,,"5,3014009",0,0,"8,8",,,,,,,
10000525,102,,桃,5,,,"5,3014009",0,0,"20,20",,,,,,,
10000526,103,,桃,6,,,"5,3014009",0,0,"8,8",,,,,,,
10000527,102,,桃,7,,,"5,3014009",0,0,"20,20",,,,,,,
10000528,103,,桃,8,,,"5,3014009",0,0,"8,8",,,,,,,
10000529,102,,桃,9,,,"5,3014009",0,0,"20,20",,,,,,,
10000530,103,,桃,10,,,"5,3014009",0,0,"8,8",,,,,,,
10000531,102,,塞蕾丝蒂娜,1,,,"5,3016024",0,0,"20,20",,,,,,,
10000532,103,,塞蕾丝蒂娜,2,,,"5,3016024",0,0,"8,8",,,,,,,
10000533,102,,塞蕾丝蒂娜,3,,,"5,3016024",0,0,"20,20",,,,,,,
10000534,103,,塞蕾丝蒂娜,4,,,"5,3016024",0,0,"8,8",,,,,,,
10000535,102,,塞蕾丝蒂娜,5,,,"5,3016024",0,0,"20,20",,,,,,,
10000536,103,,塞蕾丝蒂娜,6,,,"5,3016024",0,0,"8,8",,,,,,,
10000537,102,,塞蕾丝蒂娜,7,,,"5,3016024",0,0,"20,20",,,,,,,
10000538,103,,塞蕾丝蒂娜,8,,,"5,3016024",0,0,"8,8",,,,,,,
10000539,102,,塞蕾丝蒂娜,9,,,"5,3016024",0,0,"20,20",,,,,,,
10000540,103,,塞蕾丝蒂娜,10,,,"5,3016024",0,0,"8,8",,,,,,,
10000541,102,,贝卡丝,1,,,"5,3016068",0,0,"18,18",,,,,,,
10000542,103,,贝卡丝,2,,,"5,3016068",0,0,"6,6",,,,,,,
10000543,102,,贝卡丝,3,,,"5,3016068",0,0,"18,18",,,,,,,
10000544,103,,贝卡丝,4,,,"5,3016068",0,0,"6,6",,,,,,,
10000545,102,,贝卡丝,5,,,"5,3016068",0,0,"18,18",,,,,,,
10000546,103,,贝卡丝,6,,,"5,3016068",0,0,"6,6",,,,,,,
10000547,102,,贝卡丝,7,,,"5,3016068",0,0,"18,18",,,,,,,
10000548,103,,贝卡丝,8,,,"5,3016068",0,0,"6,6",,,,,,,
10000549,102,,贝卡丝,9,,,"5,3016068",0,0,"18,18",,,,,,,
10000550,103,,贝卡丝,10,,,"5,3016068",0,0,"6,6",,,,,,,
10000551,102,,瑞比娅,1,,,"5,3016010",0,0,"20,20",,,,,,,
10000552,103,,瑞比娅,2,,,"5,3016010",0,0,"8,8",,,,,,,
10000553,102,,瑞比娅,3,,,"5,3016010",0,0,"20,20",,,,,,,
10000554,103,,瑞比娅,4,,,"5,3016010",0,0,"8,8",,,,,,,
10000555,102,,瑞比娅,5,,,"5,3016010",0,0,"20,20",,,,,,,
10000556,103,,瑞比娅,6,,,"5,3016010",0,0,"8,8",,,,,,,
10000557,102,,瑞比娅,7,,,"5,3016010",0,0,"20,20",,,,,,,
10000558,103,,瑞比娅,8,,,"5,3016010",0,0,"8,8",,,,,,,
10000559,102,,瑞比娅,9,,,"5,3016010",0,0,"20,20",,,,,,,
10000560,103,,瑞比娅,10,,,"5,3016010",0,0,"8,8",,,,,,,
10000561,102,,奈奥米,1,,,"5,3016020",0,0,"20,20",,,,,,,
10000562,103,,奈奥米,2,,,"5,3016020",0,0,"8,8",,,,,,,
10000563,102,,奈奥米,3,,,"5,3016020",0,0,"20,20",,,,,,,
10000564,103,,奈奥米,4,,,"5,3016020",0,0,"8,8",,,,,,,
10000565,102,,奈奥米,5,,,"5,3016020",0,0,"20,20",,,,,,,
10000566,103,,奈奥米,6,,,"5,3016020",0,0,"8,8",,,,,,,
10000567,102,,奈奥米,7,,,"5,3016020",0,0,"20,20",,,,,,,
10000568,103,,奈奥米,8,,,"5,3016020",0,0,"8,8",,,,,,,
10000569,102,,奈奥米,9,,,"5,3016020",0,0,"20,20",,,,,,,
10000570,103,,奈奥米,10,,,"5,3016020",0,0,"8,8",,,,,,,
10000571,102,,艾琳娜,1,,,"5,3016049",0,0,"20,20",,,,,,,
10000572,103,,艾琳娜,2,,,"5,3016049",0,0,"8,8",,,,,,,
10000573,102,,艾琳娜,3,,,"5,3016049",0,0,"20,20",,,,,,,
10000574,103,,艾琳娜,4,,,"5,3016049",0,0,"8,8",,,,,,,
10000575,102,,艾琳娜,5,,,"5,3016049",0,0,"20,20",,,,,,,
10000576,103,,艾琳娜,6,,,"5,3016049",0,0,"8,8",,,,,,,
10000577,102,,艾琳娜,7,,,"5,3016049",0,0,"20,20",,,,,,,
10000578,103,,艾琳娜,8,,,"5,3016049",0,0,"8,8",,,,,,,
10000579,102,,艾琳娜,9,,,"5,3016049",0,0,"20,20",,,,,,,
10000580,103,,艾琳娜,10,,,"5,3016049",0,0,"8,8",,,,,,,
10000581,102,,艾斯塔利亚,1,,,"5,3014011",0,0,"20,20",,,,,,,
10000582,103,,艾斯塔利亚,2,,,"5,3014011",0,0,"8,8",,,,,,,
10000583,102,,艾斯塔利亚,3,,,"5,3014011",0,0,"20,20",,,,,,,
10000584,103,,艾斯塔利亚,4,,,"5,3014011",0,0,"8,8",,,,,,,
10000585,102,,艾斯塔利亚,5,,,"5,3014011",0,0,"20,20",,,,,,,
10000586,103,,艾斯塔利亚,6,,,"5,3014011",0,0,"8,8",,,,,,,
10000587,102,,艾斯塔利亚,7,,,"5,3014011",0,0,"20,20",,,,,,,
10000588,103,,艾斯塔利亚,8,,,"5,3014011",0,0,"8,8",,,,,,,
10000589,102,,艾斯塔利亚,9,,,"5,3014011",0,0,"20,20",,,,,,,
10000590,103,,艾斯塔利亚,10,,,"5,3014011",0,0,"8,8",,,,,,,
10000591,102,,极焰,1,,,"5,3016188",0,0,"20,20",,,,,,,
10000592,103,,极焰,2,,,"5,3016188",0,0,"8,8",,,,,,,
10000593,102,,极焰,3,,,"5,3016188",0,0,"20,20",,,,,,,
10000594,103,,极焰,4,,,"5,3016188",0,0,"8,8",,,,,,,
10000595,102,,极焰,5,,,"5,3016188",0,0,"20,20",,,,,,,
10000596,103,,极焰,6,,,"5,3016188",0,0,"8,8",,,,,,,
10000597,102,,极焰,7,,,"5,3016188",0,0,"20,20",,,,,,,
10000598,103,,极焰,8,,,"5,3016188",0,0,"8,8",,,,,,,
10000599,102,,极焰,9,,,"5,3016188",0,0,"20,20",,,,,,,
10000600,103,,极焰,10,,,"5,3016188",0,0,"8,8",,,,,,,
10000601,102,,黛比,1,,,"5,3014002",0,0,"18,18",,,,,,,
10000602,103,,黛比,2,,,"5,3014002",0,0,"6,6",,,,,,,
10000603,102,,黛比,3,,,"5,3014002",0,0,"18,18",,,,,,,
10000604,103,,黛比,4,,,"5,3014002",0,0,"6,6",,,,,,,
10000605,102,,黛比,5,,,"5,3014002",0,0,"18,18",,,,,,,
10000606,103,,黛比,6,,,"5,3014002",0,0,"6,6",,,,,,,
10000607,102,,黛比,7,,,"5,3014002",0,0,"18,18",,,,,,,
10000608,103,,黛比,8,,,"5,3014002",0,0,"6,6",,,,,,,
10000609,102,,黛比,9,,,"5,3014002",0,0,"18,18",,,,,,,
10000610,103,,黛比,10,,,"5,3014002",0,0,"6,6",,,,,,,
10000611,102,,露易丝,1,,,"5,3016016",0,0,"20,20",,,,,,,
10000612,103,,露易丝,2,,,"5,3016016",0,0,"8,8",,,,,,,
10000613,102,,露易丝,3,,,"5,3016016",0,0,"20,20",,,,,,,
10000614,103,,露易丝,4,,,"5,3016016",0,0,"8,8",,,,,,,
10000615,102,,露易丝,5,,,"5,3016016",0,0,"20,20",,,,,,,
10000616,103,,露易丝,6,,,"5,3016016",0,0,"8,8",,,,,,,
10000617,102,,露易丝,7,,,"5,3016016",0,0,"20,20",,,,,,,
10000618,103,,露易丝,8,,,"5,3016016",0,0,"8,8",,,,,,,
10000619,102,,露易丝,9,,,"5,3016016",0,0,"20,20",,,,,,,
10000620,103,,露易丝,10,,,"5,3016016",0,0,"8,8",,,,,,,
10000621,102,,恋花,1,,,"5,3014006",0,0,"20,20",,,,,,,
10000622,103,,恋花,2,,,"5,3014006",0,0,"8,8",,,,,,,
10000623,102,,恋花,3,,,"5,3014006",0,0,"20,20",,,,,,,
10000624,103,,恋花,4,,,"5,3014006",0,0,"8,8",,,,,,,
10000625,102,,恋花,5,,,"5,3014006",0,0,"20,20",,,,,,,
10000626,103,,恋花,6,,,"5,3014006",0,0,"8,8",,,,,,,
10000627,102,,恋花,7,,,"5,3014006",0,0,"20,20",,,,,,,
10000628,103,,恋花,8,,,"5,3014006",0,0,"8,8",,,,,,,
10000629,102,,恋花,9,,,"5,3014006",0,0,"20,20",,,,,,,
10000630,103,,恋花,10,,,"5,3014006",0,0,"8,8",,,,,,,
10000631,102,,花梨,1,,,"5,3014017",0,0,"20,20",,,,,,,
10000632,103,,花梨,2,,,"5,3014017",0,0,"8,8",,,,,,,
10000633,102,,花梨,3,,,"5,3014017",0,0,"20,20",,,,,,,
10000634,103,,花梨,4,,,"5,3014017",0,0,"8,8",,,,,,,
10000635,102,,花梨,5,,,"5,3014017",0,0,"20,20",,,,,,,
10000636,103,,花梨,6,,,"5,3014017",0,0,"8,8",,,,,,,
10000637,102,,花梨,7,,,"5,3014017",0,0,"20,20",,,,,,,
10000638,103,,花梨,8,,,"5,3014017",0,0,"8,8",,,,,,,
10000639,102,,花梨,9,,,"5,3014017",0,0,"20,20",,,,,,,
10000640,103,,花梨,10,,,"5,3014017",0,0,"8,8",,,,,,,
10000641,102,,菲尔盖娜,1,,,"5,3013013",0,0,"20,20",,,,,,,
10000642,103,,菲尔盖娜,2,,,"5,3013013",0,0,"8,8",,,,,,,
10000643,102,,菲尔盖娜,3,,,"5,3013013",0,0,"20,20",,,,,,,
10000644,103,,菲尔盖娜,4,,,"5,3013013",0,0,"8,8",,,,,,,
10000645,102,,菲尔盖娜,5,,,"5,3013013",0,0,"20,20",,,,,,,
10000646,103,,菲尔盖娜,6,,,"5,3013013",0,0,"8,8",,,,,,,
10000647,102,,菲尔盖娜,7,,,"5,3013013",0,0,"20,20",,,,,,,
10000648,103,,菲尔盖娜,8,,,"5,3013013",0,0,"8,8",,,,,,,
10000649,102,,菲尔盖娜,9,,,"5,3013013",0,0,"20,20",,,,,,,
10000650,103,,菲尔盖娜,10,,,"5,3013013",0,0,"8,8",,,,,,,
10000651,102,,诺维雅,1,,,"5,3015001",0,0,"20,20",,,,,,,
10000652,103,,诺维雅,2,,,"5,3015001",0,0,"8,8",,,,,,,
10000653,102,,诺维雅,3,,,"5,3015001",0,0,"20,20",,,,,,,
10000654,103,,诺维雅,4,,,"5,3015001",0,0,"8,8",,,,,,,
10000655,102,,诺维雅,5,,,"5,3015001",0,0,"20,20",,,,,,,
10000656,103,,诺维雅,6,,,"5,3015001",0,0,"8,8",,,,,,,
10000657,102,,诺维雅,7,,,"5,3015001",0,0,"20,20",,,,,,,
10000658,103,,诺维雅,8,,,"5,3015001",0,0,"8,8",,,,,,,
10000659,102,,诺维雅,9,,,"5,3015001",0,0,"20,20",,,,,,,
10000660,103,,诺维雅,10,,,"5,3015001",0,0,"8,8",,,,,,,
10000661,102,,雪泉,1,,,"5,3017001",0,0,"20,20",,,,,,,
10000662,103,,雪泉,2,,,"5,3017001",0,0,"8,8",,,,,,,
10000663,102,,雪泉,3,,,"5,3017001",0,0,"20,20",,,,,,,
10000664,103,,雪泉,4,,,"5,3017001",0,0,"8,8",,,,,,,
10000665,102,,雪泉,5,,,"5,3017001",0,0,"20,20",,,,,,,
10000666,103,,雪泉,6,,,"5,3017001",0,0,"8,8",,,,,,,
10000667,102,,雪泉,7,,,"5,3017001",0,0,"20,20",,,,,,,
10000668,103,,雪泉,8,,,"5,3017001",0,0,"8,8",,,,,,,
10000669,102,,雪泉,9,,,"5,3017001",0,0,"20,20",,,,,,,
10000670,103,,雪泉,10,,,"5,3017001",0,0,"8,8",,,,,,,
10000671,102,,雪不归,1,,,"5,3017002",0,0,"20,20",,,,,,,
10000672,103,,雪不归,2,,,"5,3017002",0,0,"8,8",,,,,,,
10000673,102,,雪不归,3,,,"5,3017002",0,0,"20,20",,,,,,,
10000674,103,,雪不归,4,,,"5,3017002",0,0,"8,8",,,,,,,
10000675,102,,雪不归,5,,,"5,3017002",0,0,"20,20",,,,,,,
10000676,103,,雪不归,6,,,"5,3017002",0,0,"8,8",,,,,,,
10000677,102,,雪不归,7,,,"5,3017002",0,0,"20,20",,,,,,,
10000678,103,,雪不归,8,,,"5,3017002",0,0,"8,8",,,,,,,
10000679,102,,雪不归,9,,,"5,3017002",0,0,"20,20",,,,,,,
10000680,103,,雪不归,10,,,"5,3017002",0,0,"8,8",,,,,,,
10000681,102,,杜达·戴维,1,,,"5,3016119",0,0,"20,20",,,,,,,
10000682,103,,杜达·戴维,2,,,"5,3016119",0,0,"8,8",,,,,,,
10000683,102,,杜达·戴维,3,,,"5,3016119",0,0,"20,20",,,,,,,
10000684,103,,杜达·戴维,4,,,"5,3016119",0,0,"8,8",,,,,,,
10000685,102,,杜达·戴维,5,,,"5,3016119",0,0,"20,20",,,,,,,
10000686,103,,杜达·戴维,6,,,"5,3016119",0,0,"8,8",,,,,,,
10000687,102,,杜达·戴维,7,,,"5,3016119",0,0,"20,20",,,,,,,
10000688,103,,杜达·戴维,8,,,"5,3016119",0,0,"8,8",,,,,,,
