ShowId,,ShowType,MiniSkillType,ShowSkillType,AoyiBj,PrepareAction,PrepareEffect,BoneEffects,HideType,CoordOffset,FlyEffects,HitPosition,HitEffect,HitOrder,HitEffectTime,hit_action_type,HitDamageWeight,HitTime,HpEndShow,ConjureEftTime,HitDelayTime,AttackEndTime,SkipTime,UnSkipPable_time,AreaEffect,EndTime
140011,普琳普顿1,0,,4,,zd_jn_01,3014001_jn_01,,2,"0,0,650",,,,,,,100,4500,,,,5300,,3300,,
140012,普琳普顿2,0,,4,,zd_jn_02,3014001_jn_02,"Bone435,3014001_jn_02_Bone435;Camera001,3014001_jn_02_camera",2,"0,0,760",,,,,,,100,5600,,,,6833,,4833,,
140021,黛比1,0,,4,,zd_jn_01,3014002_jn_01,,2,"0,0,500",,,,,0,1,"100,100,100,100,100,100,100,100,100,100,100","670,900,1100,1270,1470,1600,1700,1800,1870,1970,2030",,,,7200,,5200,,
140022,黛比2,0,,5,,zd_jn_02,,,3,"0,0,500",,,,,,,,,,2500,,2500,,-1,,
140023,黛比3,0,,5,,zd_jn_03,,,3,"0,0,500",,,,,,,,,,3666,,3666,,-1,,
140031,焰心1,0,,4,,zd_jn_01,3014003_jn_01,"aoi_scale_wuqi01,3014003_jn_01_wuqi;Bone043,3014003_jn_01_bone",2,"0,0,800",,,,,,,100,3260,,,,4000,,3000,,
140032,焰心2,0,,5,,zd_jn_02,3014003_jn_02,,3,"0,0,500",,1,,,4517,,100,4517,,5533,,5533,,3533,,
140041,索菲1,0,,4,,zd_jn_01,3014004_jn_01,"aoi_scale_wuqi01,3014004_jn_01_faqi",2,"0,0,750",,,,,,,100,2566,,,,2800,,1500,,
140042,索菲2,0,,5,,zd_jn_02,3014004_jn_02,"aoi_scale_wuqi01,3014004_jn_02_weapon;Camera001,3014004_jn_02_xuLi",3,"0,0,500",,,,,,,,,,3266,,3266,,266,,
140051,弥生1,0,,4,fuyin_jn_bg_02,zd_jn_01,3014005_jn_01,,2,"0,0,10",,,,,,1,"100,100","5760,6550",,,,7200,,6300,,
140052,弥生2,0,,4,,zd_jn_02,3014005_jn_02,"Bip001,3014005_jn_01_bip001;Bip001 Head,3014005_jn_01_lingdang;aoi_scale_wuqi_a_Bone00,3014005_jn_01_wuqijuqi",3,"0,0,500",,1,,,3000,,100,3000,,3100,,3100,,1100,,
140053,弥生3,0,,5,,zd_jn_03,3014005_jn_03,"Bip002,3014005_jn_02_bip002",3,"0,0,500",,1,,,5600,,100,5600,,5700,,5700,,3700,,
140061,恋花1,0,,4,fuyin_jn_bg_02,zd_jn_01,3014006_jn_01,,2,"0,0,1300",,,,,0,,100,3600,,,,5000,,3000,,
140062,恋花2,0,,5,fuyin_jn_bg_02,zd_jn_02,3014006_jn_02,,3,"0,0,500",,,,,,,,,,5333,,5333,,3333,,
140063,恋花3,0,,,,,,,,,,,,,,,,,,,,,,,,
140091,桃1,0,,4,fuyin_jn_bg_02,zd_jn_01,3014009_jn_01,"Camera001,3014009_jn_01_camera;wuqi01,3014009_jn_01_wuqi1;wuqi002,3014009_jn_01_wuqi2;wuqi003,3014009_jn_01_wuqi3;wuqi004,3014009_jn_01_wuqi4",3,"0,0,500",,,,,,,100,5233,,,,7100,,4800,,
140092,桃2,0,,5,fuyin_jn_bg_02,zd_jn_02,3014009_jn_02,,3,"0,0,500",,,,,,,,,,3866,,3866,,1866,,
140093,桃3,0,,4,fuyin_jn_bg_02,zd_jn_03,3014009_jn_03,"Camera001,3014009_jn_03_Camera;qizi_14,3014009_jn_03_qizi",3,"0,0,500",,,,,,,100,9866,,,,10566,,8000,,
140111,艾斯塔利亚1,0,,5,fuyin_jn_bg_02,zd_jn_01,3014011_jn_01,"Bip001 L Finger2,3014011_jn_01_hand;Camera001,3014011_jn_01_camera;wuqi_l_00,3014011_jn_01_wuqiL;wuqi_r_00,3014011_jn_01_wuqiR",3,,,,,,,,,,,6966,,6966,,4966,,
140112,艾斯塔利亚2,0,,5,fuyin_jn_bg_02,zd_jn_02,3014011_jn_02,,3,,,,,,,,,,,6533,,6533,,4533,,
140121,未来1,0,,4,,zd_jn_01,3014012_jn_01,,2,"0,0,1930",,,,,,1,"100,100,100,100,100,100","5600,5800,6000,6200,6400,6600",,,,7033,,5033,,
140122,未来2,0,,5,,zd_jn_02,3014012_jn_02,,3,"0,0,500",,,,,,,100,5000,,6667,,6667,,4667,,
140161,杏林1,0,,4,,zd_jn_01,3014016_jn_01,,2,"0,0,1440",,,,,,,100,2400,,,,2800,,800,,
140162,杏林2,0,,5,,zd_jn_02,3014016_jn_02,"aoi_scale_Bone001,3014016_jn_02_wuqi",3,"0,0,500",,1,,,,,100,5000,,5666,,5666,,3666,,
140171,花梨1,0,,4,fuyin_jn_bg_02,zd_jn_01,3014017_jn_01,,2,"0,0,4000",,,,,,,100,7960,,,,8900,,7900,,
140172,花梨2,0,,5,fuyin_jn_bg_02,zd_jn_02,3014017_jn_02,"Camera001,3014017_jn_01_camera001",3,"0,0,500",,,,,,,,,,5400,,5400,,3400,,
140173,花梨3,0,,,,,,,,,,,,,,,,,,,,,,,,
140181,诗娅1,0,,4,,zd_jn_01,3014018_jn_01,"aoi_scale_wuqi_a_Bone00,3014018_jn_01_weapon",2,"0,0,775",,,,,,1,"100,100,100,100","3060,3600,4000,4800",,,,4300,,3747,,
140182,诗娅2,0,,4,,zd_jn_02,3014018_jn_02,,2,"0,0,800",,,,,,1,"100,100,100","1930,2260,3580",,,,4300,,2566,,
140191,艾什尔1,0,,4,,zd_jn_01,3014019_jn_01,,2,"0,0,550",,,,,,,"80,100","2000,2850",,,,4066,,2066,,
140192,艾什尔2,0,,5,,zd_jn_02,3014019_jn_02,,3,"0,0,500",,,,,,,,,,4300,,4300,,2300,,
140201,阿波菲斯1,0,,4,fuyin_jn_bg_02,zd_jn_01,3014020_jn_01,"Bip001 L Hand,3014020_jn_01_hand;camera001,3014020_jn_01_camera",2,"0,0,4050",,,,,,,100,6600,,,,8333,,6333,,
140202,阿波菲斯2,0,,5,,zd_jn_02,3014020_jn_02,,3,"0,0,500",,,,,,,,,,5000,,5000,,3000,,
140211,纳菲1,0,,4,fuyin_jn_bg_02,zd_jn_01,3014021_jn_01,"aoi_scale_Bone054,3014021_jn_01_weapon;Camera001,3014021_jn_01_camera",2,"0,0,800",,,,,,1,"100,100,100","2966,3500,3933",,,,4630,,3566,,
140212,纳菲2,0,,5,,zd_jn_02,3014021_jn_02,,3,"0,0,500",,,,,,,,,,3333,,3333,,3333,,
14021101,纳菲皮肤1,0,,4,fuyin_jn_bg_02,zd_jn_01,301402101_jn_01,"aoi_scale_Bone054,3014021_jn_01_weapon;Camera001,3014021_jn_01_camera",2,"0,0,800",,,,,,1,"100,100,100","2966,3500,3933",,,,5100,,3566,,
14021201,纳菲皮肤2,0,,5,,zd_jn_02,301402101_jn_02,,3,"0,0,500",,,,,,,,,,3333,,3333,,3333,,
140221,丘吉尔1,0,,4,,zd_jn_01,3014022_jn_01,"Bone043,3014022_jn_01_bone043",2,"0,0,500",,,,,,,100,4100,,,,5866,,3300,,
140222,丘吉尔2,0,,4,,zd_jn_02,3014022_jn_02,,3,"0,0,500",,1,,,7001,,100,7001,,7200,,7200,,4400,,
140231,神光1,0,,4,fuyin_jn_bg_03,zd_jn_01,3014023_jn_01,"Camera001,3014023_jn_01_camera;Bip001 R UpperArm,3014023_jn_01_hand;aoi_scale_wuqi,3014023_jn_01_wuqi",2,"0,0,6450",,,,,5203,,100,5203,,,,5666,,4100,,
140232,神光2,0,,5,fuyin_jn_bg_02,zd_jn_02,3014023_jn_02,,3,"0,0,500",,,,,,,,,,5000,,5000,,6064,,
14023101,神光婚纱1,0,,4,fuyin_jn_bg_03,zd_jn_01,301402302_jn_01,"Camera001,301402302_jn_01_camera;Bip001 R UpperArm,301402302_jn_01_hand;aoi_scale_wuqi,301402302_jn_01_wuqi",2,"0,0,6450",,,,,5203,,100,5203,,,,5666,,4100,,
14023201,神光婚纱2,0,,5,fuyin_jn_bg_02,zd_jn_02,301402302_jn_02,,3,"0,0,500",,,,,,,,,,5000,,5000,,6064,,
140241,雷雷1,0,,4,fuyin_jn_bg_02,zd_jn_01,3014024_jn_01,"Camera001,3014024_jn_01_Camera_001;Bip001 Head,3014024_jn_01_eye;BN_YANPI_R_02,3014024_jn_01_trail;aoi_scale_wuqi01,3014024_jn_01_wuqi01",2,"0,0,1640",,,,,,1,"80,80,80,80,80,80,80,80,100","3050,3650,3750,3950,4250,4350,4550,4750,6000",,,,6600,,3148,,
140242,雷雷2,0,,5,fuyin_jn_bg_02,zd_jn_02,3014024_jn_02,,3,"0,0,500",,,,,,,,,,5500,,5500,,3500,,
140251,安普莎1,0,,4,fuyin_jn_bg_02,zd_jn_01,3014025_jn_01,"Bip001 R Hand,3014025_jn_01_gather",2,"0,0,760",,,,,,,100,6100,,,,6500,,5500,,
140252,安普莎2,0,,5,fuyin_jn_bg_02,zd_jn_02,3014025_jn_02,,2,"0,0,780",,,,,8960,,100,8960,,8960,,8999,,8266,,
140261,库萝爱1,0,,4,,zd_jn_01,3014026_jn_01,"Camera001,3014026_jn_01_02",2,"0,0,1100",,,,,,1,100,4250,,,,5500,,4000,,
140262,库萝爱2,0,,4,,zd_jn_02,3014026_jn_02,"xiong_Collider,3014026_jn_03_buff",2,"0,0,908",,,,,,1,"100,100","3800,4033",,,,4866,,3266,,
140271,贝拉1,0,,4,fuyin_jn_bg_02,zd_jn_01,3014027_jn_01,"aoi_scale_Bone065,3014027_jn_01_bone065;Camera001,3014027_jn_01_Camera001;Bone067,3014027_jn_01_Bone067",2,"0,0,800",,,,,,,"100,100","4130,5030",,,,6130,,4333,,
140272,贝拉2,0,,4,fuyin_jn_bg_02,zd_jn_02,3014027_jn_02,,2,"0,0,700",,,,,,,100,6730,,,,8100,,6100,,
140281,卡洛蒂1,0,,4,fuyin_jn_bg_02,zd_jn_01,3014028_jn_01,"Camera001,3014028_jn_01_camera;Bip001 L Hand,3014028_jn_01_hand",2,"0,0,1000",,,,,0,,100,4150,,,,5133,,3133,,
140282,卡洛蒂2,0,,5,,zd_jn_02,3014028_jn_02,,3,"0,0,500",,,,,,,,,,4533,,4533,,2533,,
140291,贝儿1,0,,4,,zd_jn_01,3014029_jn_01,"wuqi_a_Bone01,3014029_jn_01_wuqi;wuqi_b_Bone01,3014029_jn_01_wuqi;wuqi_c_Bone01,3014029_jn_01_wuqi",2,"0,0,800",,,,,,,100,2450,,,,3433,,1433,,
140292,贝儿2,0,,5,,zd_jn_02,3014029_jn_02,,3,"0,0,500",,,,,,,,,,4300,,4300,,2300,,
140301,安娜1,0,,4,,zd_jn_01,3014030_jn_01,"Camera001,3014030_jn_01_camera;Bip001 R Finger12,3014030_jn_01_trail",2,"100,0,650",,,,,,,100,5160,,,,5800,,3400,,
140302,安娜2,0,,4,,zd_jn_02,3014030_jn_02,,2,"-300,0,900",,,,,,,100,4000,,,,6000,,4000,,
14030101,安娜皮肤1,0,,4,,zd_jn_01,301403001_jn_01,"Camera001,301403001_jn_01_camera;Bip001 R Finger12,301403001_jn_01_trail",2,"100,0,650",,,,,,,100,5000,,,,5800,,3400,,
14030201,安娜皮肤2,0,,4,,zd_jn_02,301403001_jn_02,"Bip001 L Hand,301403001_jn_02_hand",2,"-300,0,900",,,,,,,100,4000,,,,6000,,4000,,
140311,伊拉1,0,,4,fuyin_jn_bg_02,zd_jn_01,3014031_jn_01,,2,"0,0,2000",,,,,0,,"100,100,100,100,100,100,100,100","5030,5130,5200,5260,5360,5460,5600,5800",,,,6600,,4600,,
140312,伊拉2,0,,5,,zd_jn_02,3014031_jn_02,,3,,,,,,,,,,,7233,,7233,,5233,,
14031101,伊拉睡衣-1,0,,4,fuyin_jn_bg_02,zd_jn_01,301403101_jn_01,,2,"0,0,2000",,,,,0,,"100,100,100,100,100,100,100,100","5030,5130,5200,5260,5360,5460,5600,5800",,,,6466,,4466,,
14031201,伊拉睡衣-2,0,,5,,zd_jn_02,301403101_jn_02,,3,,,,,,,,,,,7266,,7266,,5266,,
150011,诺维雅1,0,,4,fuyin_jn_bg_02,zd_jn_01,3015001_jn_01,"bianzi_01,3015001_jn_01_bianzi;Camera001,3015001_jn_01_camera",2,"0,0,500",,,,,,,100,4700,,,,5666,,3666,,
150012,诺维雅2,0,,5,fuyin_jn_bg_02,zd_jn_02,3015001_jn_02,,3,"0,0,500",,,,,,,,,,7300,,7300,,,,
150021,丹妮1,0,,4,fuyin_jn_bg_02,zd_jn_01,3015002_jn_01,,2,"0,0,1900",,,,,7160,,100,7160,,,,8200,,7614,,
150022,丹妮2,0,,5,fuyin_jn_bg_02,zd_jn_02,3015002_jn_02,,3,"0,0,500",,,,,,,,,,6666,,6666,,,,
150041,耶坦尼娅1,0,,4,,zd_jn_01,3015004_jn_01,"Bip001,3015004_jn_01_bip;aoi_scale_wuqi01,3015004_jn_01_wuqi01;aoi_scale_wuqi002,3015004_jn_01_wuqi02",3,"0,0,500",,,,,,,100,5160,,,,7533,,5533,,
150042,耶坦尼娅2,0,,5,,zd_jn_02,3015004_jn_02,"Bip001 L Hand,3015004_jn_02_hand",3,"0,0,500",,,,,,,,,,6300,,6300,,4300,,
15004101,耶坦尼娅-维拉尔之梦1,0,,4,,zd_jn_01,301500401_jn_01,"Bip001,301500401_jn_01_bip;aoi_scale_wuqi01,301500401_jn_01_wuqi01;aoi_scale_wuqi002,301500401_jn_01_wuqi02",3,"0,0,500",,,,,,,100,5160,,,,8300,,5533,,
15004201,耶坦尼娅-维拉尔之梦2,0,,5,,zd_jn_02,301500401_jn_02,"Bip001 L Hand,301500401_jn_02_hand",3,"0,0,500",,,,,,,,,,6300,,6300,,4300,,
15004111,耶坦尼娅-战地1,0,,4,,zd_jn_01,301500402_jn_01,"Bip001,301500402_jn_01_bip;aoi_scale_wuqi01,301500402_jn_01_wuqi01;aoi_scale_wuqi002,301500402_jn_01_wuqi02",3,"0,0,500",,,,,,,,,,,,8000,,6000,,
15004211,耶坦尼娅-战地2,0,,5,,zd_jn_02,301500402_jn_02,"Bip001 L Hand,301500402_jn_02_hand",3,"0,0,500",,,,,,,,,,6566,,6566,,4566,,
150061,希夕莉1,0,,4,fuyin_jn_bg_02,zd_jn_01,3015006_jn_01,"Camera001,3015006_jn_01_Camera;Bip001 Head,3015006_jn_01_Head",2,"0,0,1000",,,,,,,100,10350,,,,11000,,8930,,
150062,希夕莉2,0,,5,fuyin_jn_bg_02,zd_jn_02,3015006_jn_02,"root_01,3015006_jn_02_trail;root_002,3015006_jn_02_trail;root_003,3015006_jn_02_trail;Bip001 R Hand,3015006_jn_02_Ring",3,"0,0,500",,1,,,10101,,100,10101,,7300,,7300,,6166,,
150071,萨拉1,0,,4,fuyin_jn_bg_02,zd_jn_01,3015007_jn_01,,2,"0,0,2400",,,,,,,100,8300,,,,9633,,7633,,
150072,萨拉2,0,,4,fuyin_jn_bg_02,zd_jn_02,3015007_jn_02,"Bip001 L Foot,3015007_jn_02_smoke_L;Bip001 R Toe0,3015007_jn_02_smoke_R;Camera001,3015007_jn_02_camera",2,"0,0,1200",,,,,,1,"100,100","2710,4430",,,,5033,,3833,,
150073,萨拉3,0,,5,fuyin_jn_bg_02,zd_jn_03,3015007_jn_03,"aoi_scale_Weapon01,3015007_jn_03_bone097",3,"0,0,500",,,,,,,,,,4833,,4833,,2833,,
150081,牧1,0,,4,fuyin_jn_bg_02,zd_jn_01,3015008_jn_01,"Camera001,3015008_jn_01_camera;aoi_scale_weapon_a_03,3015008_jn_01_weapon;aoi_scale_weapon_a_016,3015008_jn_01_weapon",2,"0,0,2600",,,,,,1,"100,100","10484,11987",,,,13400,,10382,,
150082,牧2,0,,4,fuyin_jn_bg_02,zd_jn_02,3015008_jn_02,"aoi_scale_weapon_a_04,3015008_jn_02_weapon04;aoi_scale_weapon_a_05,3015008_jn_02_weapon05;aoi_scale_weapon_a_06,3015008_jn_02_weapon06;aoi_scale_weapon_a_08,3015008_jn_02_weapon08;aoi_scale_weapon_a_10,3015008_jn_02_weapon10;aoi_scale_weapon_a_11,3015008_jn_02_weapon11;aoi_scale_weapon_a_14,3015008_jn_02_weapon14;Bip001 L Hand,3015008_jn_02_hand",2,"0,0,700",,,,,,1,"60,60,60,60,60,60,60,60,60,100","3202,3351,3551,3701,3934,4134,4401,4718,4917,7767",,,,7767,,6767,,
15008101,牧皮肤1,0,,4,fuyin_jn_bg_02,zd_jn_01,301500801_jn_01,"Camera001,301500801_jn_01_camera;aoi_scale_weapon_a_03,301500801_jn_01_weapon;aoi_scale_weapon_a_016,301500801_jn_01_weapon",2,"0,0,2600",,,,,,,100,11660,,,,13400,,10382,,
15008201,牧皮肤2,0,,4,fuyin_jn_bg_02,zd_jn_02,301500801_jn_02,"aoi_scale_weapon_a_04,301500801_jn_02_weapon04;aoi_scale_weapon_a_05,301500801_jn_02_weapon05;aoi_scale_weapon_a_06,301500801_jn_02_weapon06;aoi_scale_weapon_a_08,301500801_jn_02_weapon08;aoi_scale_weapon_a_10,301500801_jn_02_weapon10;aoi_scale_weapon_a_11,301500801_jn_02_weapon11;aoi_scale_weapon_a_14,301500801_jn_02_weapon14;Bip001 L Hand,301500801_jn_02_hand",2,"0,0,700",,,,,,1,"60,60,60,60,60,60,60,60,60,100","3202,3351,3551,3701,3934,4134,4401,4718,4917,7767",,,,9000,,6767,,
160091,吉拉蒂亚1,0,,4,fuyin_jn_bg_02,zd_jn_01,3016009_jn_01,"aoi_scale_Bone064,3016009_jn_01_hand;Camera001,3016009_jn_01_camera",2,"-63,0,1600",,,,,9200,,100,9200,,,,9866,,7998,,
160092,吉拉蒂亚2,0,,4,fuyin_jn_bg_02,zd_jn_02,3016009_jn_02,"aoi_scale_Bone064,3016009_jn_01_hand;Camera001,3016009_jn_01_camera",2,"0,0,7300",,,,,,,100,7400,,,,8500,,6500,,
16009101,吉拉蒂亚-JK皮肤,0,,4,fuyin_jn_bg_02,zd_jn_01,3016009_jn_01,"Camera001,3016009_jn_02_camera;aoi_scale_Bone064,3016009_jn_02_guadian",2,"-63,0,1600",,,,,9200,,100,9200,,,,11000,,9000,,
16009141,吉拉蒂亚1-乱室佳人,0,,4,fuyin_jn_bg_02,zd_jn_01,301600904_jn_01,"aoi_scale_Bone064,301600903_jn_01_hand;Camera001,3016009_jn_01_camera",2,"-63,0,1600",,,,,0,,100,9200,,,,11000,,9000,,
16009242,吉拉蒂亚2-乱室佳人,0,,4,fuyin_jn_bg_02,zd_jn_02,301600904_jn_02,"aoi_scale_Bone064,301600904_jn_01_hand;Camera001,301600904_jn_01_camera",2,"0,0,7300",,,,,0,,100,7100,,,,9000,,7000,,
160101,瑞比娅1,0,,4,,zd_jn_01,3016010_jn_01,"Camera001,3016010_jn_01_camera;aoi_scale_wuqi,3016010_jn_01_wuqi",2,"0,0,-2200",,,,,4300,,100,4300,,,,5333,,3333,,
160102,瑞比娅2,0,,4,,zd_jn_02,3016010_jn_02,"Camera001,3016010_jn_02_camera001;aoi_scale_wuqi,3016010_jn_02_wuqi;Point001,3016010_jn_02_zidan",2,"0,0,750",,,,,5000,,100,5000,,,,5900,,3900,,
160103,瑞比娅3,0,,5,fuyin_jn_bg_02,zd_jn_03,3016010_jn_03,"Camera001,3016010_jn_03_Camera001",2,"0,0,500",,,,,,,,,,8666,,8666,,6666,,
160104,瑞比娅4,0,,4,fuyin_jn_bg_02,zd_jn_01,301601001_jn_01,"Camera001,301601001_jn_01_camera;aoi_scale_wuqi,301601001_jn_01_wuqi;Bip001,301601001_jn_01_bip",2,"0,0,2500",,,,,,1,"100,100,100,100,100,100,100","4833,4933,5033,5133,5233,5400,6200",,,,7000,,5000,,
160105,瑞比娅5,0,,4,,zd_jn_02,301601001_jn_02,"Camera001,301601001_jn_02_camera001;aoi_scale_wuqi,301601001_jn_02_wuqi;Point001,301601001_jn_02_zidan",2,"0,0,900",,,,,,,100,4830,,,,6100,,4100,,
160106,瑞比娅6,0,,5,,zd_jn_03,301601001_jn_03,"Camera001,301601001_jn_03_Camera001",2,"0,0,500",,,,,,,,,,7800,,7800,,5233,,
160111,卡萝琳1,0,,4,,zd_jn_01,3016011_jn_01,"Camera001,3016011_jn_01_camera",2,"0,0,520",,,,,,1,"100,100,100,100,100","1710,1910,2080,2280,3160",,,,3700,,2700,,
160112,卡萝琳2,0,,4,,zd_jn_02,3016011_jn_02,,2,"0,0,1000",,,,,,,100,2300,,,,3033,,733,,
160131,克尔苏娜1,0,,4,fuyin_jn_bg_02,zd_jn_01,3016013_jn_01,"Camera001,3016013_jn_01_camera;aoi_scale_wuqi,3016013_jn_01_wuqi",2,"0,0,900",,,,,,1,100,6500,,,,8766,,6766,,
160132,克尔苏娜2,0,,4,fuyin_jn_bg_02,zd_jn_02,3016013_jn_02,"Camera001,3016013_jn_02_camera;aoi_scale_wuqi,3016013_jn_02_wuqi",3,"0,0,500",,,,,,,,,,,,3000,,,,
16013101,克尔苏娜-兔女郎1,0,,4,fuyin_jn_bg_02,zd_jn_01,301601301_jn_01,"Camera001,301601301_jn_01_camera;aoi_scale_wuqi,301601301_jn_01_wuqi",2,"0,0,900",,,,,,1,100,6500,,,,8000,,6000,,
16013201,克尔苏娜-兔女郎2,0,,4,fuyin_jn_bg_02,zd_jn_02,301601301_jn_02,"aoi_scale_wuqi,301601301_jn_02_wuqi",3,"0,0,500",,,,,,,,,,,,4566,,,,
160161,露易丝1,0,,4,fuyin_jn_bg_02,zd_jn_01,3016016_jn_01,"Bip001 R Hand,3016016_jn_01_r_hand;Camera001,3016016_jn_01_camera001;weqpon00,3016016_jn_01_weqpon",2,"0,0,1500",,0,,,0,,100,4600,,,,5766,,3766,,
160162,露易丝2,0,,5,fuyin_jn_bg_02,zd_jn_02,3016016_jn_02,"Camera001,3016016_jn_02_camera001;Bip001 R Finger02,3016016_jn_02_r_finger0nub;DaoJv001,3016016_jn_02_daoju001;DaoJv002,3016016_jn_02_daoju002;DaoJv005,3016016_jn_02_daoju005",3,,,,,,,,,,,4000,,4000,,2000,,
160171,罗莎莉1,0,,4,,zd_jn_01,3016017_jn_01,,2,"0,0,500",,,,,,1,100,4450,,,,5500,,3500,,
160172,罗莎莉2,0,,5,,zd_jn_02,3016017_jn_02,,3,"0,0,500",,,,,,,,,,5900,,5900,,3900,,
160201,奈奥米1,0,,4,fuyin_jn_bg_02,zd_jn_01,3016020_jn_01,"Bip001,3016020_jn_01_bip;Camera001,3016020_jn_01_camera",3,"0,0,500",,,,,7860,1,100,7860,,,,8667,,6666,,
160202,奈奥米2,0,,5,fuyin_jn_bg_02,zd_jn_02,3016020_jn_02,"yijing08,3016020_jn_02_eyes;Bip001 R Hand,3016020_jn_02_weapon;Camera001,3016020_jn_02_camera001",3,"0,0,500",,,,,,1,100,6000,,8333,,8333,,6000,,
161871,大波斯菊1,0,,4,fuyin_jn_bg_02,zd_jn_01,3016187_jn_01,"Camera001,3016187_jn_01_Camera",2,"-140,0,5200",,,,,,1,"100,100,100,100,100,100","3266,3566,3666,3766,3866,5100",,,,6300,,5000,,
161872,大波斯菊2,0,,4,,zd_jn_02,"3016187_jn_02_huang,3016187_jn_02_bai,3016187_jn_02_lv,3016187_jn_02_lan,3016187_jn_02_fen,3016187_jn_02_hong,3016187_jn_02_cai",,2,"0,0,2500",,,,,,1,100,6500,,,,9000,,7000,,
161881,极焰-普通1,0,,4,fuyin_jn_bg_02,zd_jn_01,3016188_jn_01,"Camera001,3016188_jn_01_camera001;jian_01,3016188_jn_01_jian_01",2,"0,0,5200",,,,,0,1,100,3533,,,,4200,,2200,,
161882,极焰-普通2,0,,4,fuyin_jn_bg_02,zd_jn_02,3016188_jn_02,"Bip001 L Hand,3016188_jn_02_bip001_L_hand;Camera001,3016188_jn_02_camera001;wuqi_01,3016188_jn_02_wuqi_01",2,"0,0,1300",,0,3016188_jn_02_hit,,5230,1,100,5280,,,,6300,,4300,,
161883,极焰-灼烧1,0,,4,fuyin_jn_bg_02,zd_jn_01,3016188_jn_03,"jian_01,3016188_jn_03_jian;Camera001,3016188_jn_03_camera;Bip001,3016188_jn_03_bip",2,"0,0,1160",,,,,0,1,100,4450,,,,5866,,3866,,
161884,极焰-灼烧2,0,,4,fuyin_jn_bg_02,zd_jn_02,3016188_jn_04,"jian_01,3016188_jn_04_jian_01",2,"0,0,5200",,,,,0,1,"100,100,100,100,100,100,100","4000,4200,4400,4600,4900,5200,5500",,,,6566,,6566,,
161885,极焰-直伤1,0,,4,fuyin_jn_bg_02,zd_jn_01,3016188_jn_05,"Camera001,3016188_jn_05_camera",2,,,,,,0,1,"100,100,100","1700,2433,3400",,,,5500,,3500,,
161886,极焰-直伤2,0,,4,fuyin_jn_bg_02,zd_jn_02,3016188_jn_06,"wuqi_01,3016188_jn_06_weapon;Camera001,3016188_jn_06_camera",2,"0,0,1200",,,,,0,1,"100,100,100,100,100","4500,5600,6000,6400,6800",,,,6700,,4700,,
16188101,极焰皮肤-普通1,0,,4,fuyin_jn_bg_02,zd_jn_01,301618801_jn_01,"Camera001,301618801_jn_01_camera001;jian_01,301618801_jn_01_jian01",2,"0,0,5200",,,,,0,1,100,3533,,,,4200,,2200,,
16188201,极焰皮肤-普通2,0,,4,fuyin_jn_bg_02,zd_jn_02,301618801_jn_02,"Camera001,301618801_jn_02_camera001;wuqi_01,301618801_jn_02_wuqi_01",2,"0,0,1300",,0,3016188_jn_02_hit,,5230,1,100,5280,,,,6300,,4300,,
16188301,极焰皮肤-灼烧1,0,,4,fuyin_jn_bg_02,zd_jn_01,301618801_jn_03,"jian_01,301618801_jn_03_jian;Point003,301618801_jn_03_point003;Camera001,301618801_jn_03_camera;Bip001,301618801_jn_03_bip",2,"0,0,1160",,,,,0,1,100,4450,,,,6500,,4500,,
16188401,极焰皮肤-灼烧2,0,,4,fuyin_jn_bg_02,zd_jn_02,301618801_jn_04,"jian_01,301618801_jn_04_jian_01",2,"0,0,5000",,,,,0,1,"100,100,100,100,100,100","4300,4600,4900,5200,5500,5800",,,,6566,,4566,,
16188501,极焰皮肤-直伤1,0,,4,fuyin_jn_bg_02,zd_jn_01,301618801_jn_05,"Camera001,301618801_jn_05_camera",2,,,,,,0,1,"100,100,100","1700,2500,3566",,,,6266,,4266,,
16188601,极焰皮肤-直伤2,0,,4,fuyin_jn_bg_02,zd_jn_02,301618801_jn_06,"Camera001,301618801_jn_06_camera;wuqi_01,301618801_jn_06_weapon",2,"0,0,1000",,,,,0,1,"100,100,100,100,100","5250,6200,6600,7000,7400",,,,7466,,5466,,
160231,佩内洛普1,0,,4,fuyin_jn_bg_02,zd_jn_01,3016023_jn_01,"Bip001 R Hand,3016023_jn_01_hand",2,"0,0,1500",,,,,,1,"100,100,100,100","6500,6900,7400,8300",,,,9000,,7000,,
160232,佩内洛普2,0,,5,,zd_jn_02,3016023_jn_02,"Bip001 L Finger21,3016023_jn_02_hand",3,"0,0,500",,,,,,,,,,6666,,6666,,4666,,
160241,塞蕾丝蒂娜1,0,,4,fuyin_jn_bg_02,zd_jn_01,3016024_jn_01,"Camera001,3016024_jn_01_camera;Bip001 L Hand,3016024_jn_01_handL;Bip001 R Hand,3016024_jn_01_handR",2,"0,0,500",,0,,,,,100,7200,,,,8333,,6000,,
16024101,塞蕾丝蒂娜-泳装1,0,,4,fuyin_jn_bg_02,zd_jn_01,301602401_jn_01,"Camera001,301602401_jn_01_camera;Bip001 L Hand,301602401_jn_01_handL;Bip001 R Hand,301602401_jn_01_handR;Bip001 R Hand,301602401_jn_01_handR",2,"0,0,500",,0,,,,,100,7200,,,,7900,,5900,,
