StageId,PreStage,Show,Name,StageNumber,,StageOrder,Type,MainStage,BossTitle,FirstRawardMission,ThreeStarMission,ThreeStarReward,OpenCondition,WinCondition,WinConditionLevelRefix,LoseCondition,LoseConditionLevelRefix,ItemConsume,MaxRound,Power,TaskReward,ChapterId,ChapterMapId,StageTime,MonsterId,SuggestGospel,StageMonsterAttrBuff,MonsterAttrBuff,SelfStartSkill,AwardBuff,ItemId,Drop,InfiniteReward,Plot,EndPlot,Icon,Sound,SkillQuantity,SkillId,MonsterSkillId,AllowSkill,Quantity,Scene,SpecialCamera,Des,StageDes
50718,50717,1,stage_name_50718,6S-18,讨伐-18,,5,1,0,507180,"507181,507182,507183",507184,0,0,,,,0,0,"89,31592",0,7,87072004,103,507181;507182,,0,0,0,0,0,0,,,,0,8120084,0,0,,,,1979203,,steage_des_50718,
50719,50718,1,stage_name_50719,6S-19,讨伐-19,,5,1,1,507190,"507191,507192,507193",507194,0,0,,,,0,0,"90,37726",0,7,87072004,101,507191;507192,,0,0,0,0,0,0,,,,0,8120081,0,0,,,,1979204,,steage_des_50719,
50720,50719,1,stage_name_50720,6S-20,讨伐-20,,5,1,1,507200,"507201,507202,507203",507204,0,0,,,,0,0,"90,37726",0,7,87072004,102,507201;507202,,0,0,0,0,0,0,,,,0,8120082,0,0,,,,1979205,,steage_des_50720,
50801,10933,1,stage_name_50801,6X-1,讨伐-1,,5,1,0,508010,"508011,508012,508013",508014,0,0,,,,0,0,"91,32252",0,8,87082001,101,508011,,0,0,0,0,0,0,,,,0,8120088,0,0,,,,1979204,,steage_des_50801,
50802,50801,1,stage_name_50802,6X-2,讨伐-2,,5,1,0,508020,"508021,508022,508023",508024,0,0,,,,0,0,"92,32582",0,8,87082001,102,508021,,0,0,0,0,0,0,,,,0,8120084,0,0,,,,1979204,,steage_des_50802,
50803,50802,1,stage_name_50803,6X-3,讨伐-3,,5,1,0,508030,"508031,508032,508033",508034,0,0,,,,0,0,"92,32582",0,8,87082001,103,508031,,0,0,0,0,0,0,,,,0,8120081,0,0,,,,1979205,,steage_des_50803,
50804,50803,1,stage_name_50804,6X-4,讨伐-4,,5,1,0,508040,"508041,508042,508043",508044,0,0,,,,0,0,"92,32582",0,8,87082001,101,508041,,0,0,0,0,0,0,,,,0,8120082,0,0,,,,1979205,,steage_des_50804,
50805,50804,1,stage_name_50805,6X-5,讨伐-5,,5,1,1,508050,"508051,508052,508053",508054,0,0,,,,0,0,"93,38896",0,8,87082001,102,508051;508052,,0,0,0,0,0,0,,,,0,8120088,0,0,,,,1979208,,steage_des_50805,
50806,50805,1,stage_name_50806,6X-6,讨伐-6,,5,1,0,508060,"508061,508062,508063",508064,0,0,,,,0,0,"93,32912",0,8,87082002,103,508061,,0,0,0,0,0,0,,,,0,8120084,0,0,,,,1979217,,steage_des_50806,
50807,50806,1,stage_name_50807,6X-7,讨伐-7,,5,1,0,508070,"508071,508072,508073",508074,0,0,,,,0,0,"93,32912",0,8,87082002,101,508071,,0,0,0,0,0,0,,,,0,8120081,0,0,,,,1979217,,steage_des_50807,
50808,50807,1,stage_name_50808,6X-8,讨伐-8,,5,1,0,508080,"508081,508082,508083",508084,0,0,,,,0,0,"94,33231",0,8,87082002,102,508081,,0,0,0,0,0,0,,,,0,8120082,0,0,,,,1979219,,steage_des_50808,
50809,50808,1,stage_name_50809,6X-9,讨伐-9,,5,1,0,508090,"508091,508092,508093",508094,0,0,,,,0,0,"94,33231",0,8,87082002,103,508091,,0,0,0,0,0,0,,,,0,8120088,0,0,,,,1979219,,steage_des_50809,
50810,50809,1,stage_name_50810,6X-10,讨伐-10,,5,1,1,508100,"508101,508102,508103",508104,0,0,,,,0,0,"94,39273",0,8,87082002,101,508101;508102,,0,0,0,0,0,0,,,,0,8120084,0,0,,,,1979205,,steage_des_50810,
50811,50810,1,stage_name_50811,6X-11,讨伐-11,,5,1,0,508110,"508111,508112,508113",508114,0,0,,,,0,0,"95,33561",0,8,87082003,102,508111,,0,0,0,0,0,0,,,,0,8120081,0,0,,,,1979220,,steage_des_50811,
50812,50811,1,stage_name_50812,6X-12,讨伐-12,,5,1,0,508120,"508121,508122,508123",508124,0,0,,,,0,0,"95,33561",0,8,87082003,103,508121,,0,0,0,0,0,0,,,,0,8120082,0,0,,,,1979202,,steage_des_50812,
50813,50812,1,stage_name_50813,6X-13,讨伐-13,,5,1,0,508130,"508131,508132,508133",508134,0,0,,,,0,0,"96,33891",0,8,87082003,101,508131,,0,0,0,0,0,0,,,,0,8120088,0,0,,,,1979202,,steage_des_50813,
50814,50813,1,stage_name_50814,6X-14,讨伐-14,,5,1,0,508140,"508141,508142,508143",508144,0,0,,,,0,0,"96,33891",0,8,87082003,102,508141,,0,0,0,0,0,0,,,,0,8120084,0,0,,,,1979204,,steage_des_50814,
50815,50814,1,stage_name_50815,6X-15,讨伐-15,,5,1,1,508150,"508151,508152,508153",508154,0,0,,,,0,0,"97,40443",0,8,87082003,103,508151;508152,,0,0,0,0,0,0,,,,0,8120081,0,0,,,,1979205,,steage_des_50815,
50816,50815,1,stage_name_50816,6X-16,讨伐-16,,5,1,0,508160,"508161,508162,508163",508164,0,0,,,,0,0,"97,34221",0,8,87082004,101,508161;508162,,0,0,0,0,0,0,,,,0,8120082,0,0,,,,1979215,,steage_des_50816,
50817,50816,1,stage_name_50817,6X-17,讨伐-17,,5,1,0,508170,"508171,508172,508173",508174,0,0,,,,0,0,"98,34551",0,8,87082004,102,508171;508172,,0,0,0,0,0,0,,,,0,8120088,0,0,,,,1979215,,steage_des_50817,
50818,50817,1,stage_name_50818,6X-18,讨伐-18,,5,1,0,508180,"508181,508182,508183",508184,0,0,,,,0,0,"98,34551",0,8,87082004,103,508181;508182,,0,0,0,0,0,0,,,,0,8120084,0,0,,,,1979204,,steage_des_50818,
50819,50818,1,stage_name_50819,6X-19,讨伐-19,,5,1,1,508190,"508191,508192,508193",508194,0,0,,,,0,0,"99,41223",0,8,87082004,101,508191;508192,,0,0,0,0,0,0,,,,0,8120081,0,0,,,,1979212,,steage_des_50819,
50820,50819,1,stage_name_50820,6X-20,讨伐-20,,5,1,1,508200,"508201,508202,508203",508204,0,0,,,,0,0,"99,41223",0,8,87082004,102,508201;508202,,0,0,0,0,0,0,,,,0,8120082,0,0,,,,1979211,,steage_des_50820,
50901,10933,1,stage_name_50901,7-1,讨伐-1,,5,1,0,509010,"509011,509012,509013",509014,0,0,,,,0,0,"100,35211",0,9,87092001,701,509011,,0,0,0,0,0,0,,,,0,8120086,0,0,,,,1979208,,steage_des_50901,
50902,50901,1,stage_name_50902,7-2,讨伐-2,,5,1,0,509020,"509021,509022,509023",509024,0,0,,,,0,0,"100,35211",0,9,87092002,702,509021,,0,0,0,0,0,0,,,,0,8120081,0,0,,,,1979204,,steage_des_50902,
50903,50902,1,stage_name_50903,7-3,讨伐-3,,5,1,0,509030,"509031,509032,509033",509034,0,0,,,,0,0,"101,35541",0,9,87092003,703,509031,,0,0,0,0,0,0,,,,0,8120080,0,0,,,,1979210,,steage_des_50903,
50904,50903,1,stage_name_50904,7-4,讨伐-4,,5,1,2,509040,"509041,509042,509043",509044,0,0,,,,0,0,"101,37964",0,9,87092004,701,509041,,0,0,0,0,0,0,,,,0,8120089,0,0,,,,1979219,,steage_des_50904,
50905,50904,1,stage_name_50905,7-5,讨伐-5,,5,1,2,509050,"509051,509052,509053",509054,0,0,,,,0,0,"102,38316",0,9,87092001,702,509051;509052,,0,0,0,0,0,0,,,,0,8120084,0,0,,,,1979203,,steage_des_50905,
50906,50905,1,stage_name_50906,7-6,讨伐-6,,5,1,0,509060,"509061,509062,509063",509064,0,0,,,,0,0,"102,35871",0,9,87092002,703,509061,,0,0,0,0,0,0,,,,0,8120087,0,0,,,,1979215,,steage_des_50906,
50907,50906,1,stage_name_50907,7-7,讨伐-7,,5,1,0,509070,"509071,509072,509073",509074,0,0,,,,0,0,"103,36190",0,9,87092003,701,509071,,0,0,0,0,0,0,,,,0,8120083,0,0,,,,1979213,,steage_des_50907,
50908,50907,1,stage_name_50908,7-8,讨伐-8,,5,1,0,509080,"509081,509082,509083",509084,0,0,,,,0,0,"103,36190",0,9,87092004,702,509081,,0,0,0,0,0,0,,,,0,8120081,0,0,,,,1979204,,steage_des_50908,
50909,50908,1,stage_name_50909,7-9,讨伐-9,,5,1,2,509090,"509091,509092,509093",509094,0,0,,,,0,0,"104,39010",0,9,87092001,703,509091,,0,0,0,0,0,0,,,,0,8120054,0,0,,,,1979220,,steage_des_50909,
50910,50909,1,stage_name_50910,7-10,讨伐-10,,5,1,2,509100,"509101,509102,509103",509104,0,0,,,,0,0,"104,39010",0,9,87092002,701,509101;509102,,0,0,0,0,0,0,,,,0,8120079,0,0,,,,1979209,,steage_des_50910,
50911,50910,1,stage_name_50911,7-11,讨伐-11,,5,1,0,509110,"509111,509112,509113",509114,0,0,,,,0,0,"105,36850",0,9,87092003,702,509111,,0,0,0,0,0,0,,,,0,8120087,0,0,,,,1979215,,steage_des_50911,
50912,50911,1,stage_name_50912,7-12,讨伐-12,,5,1,0,509120,"509121,509122,509123",509124,0,0,,,,0,0,"105,36850",0,9,87092004,703,509121,,0,0,0,0,0,0,,,,0,8120086,0,0,,,,1979208,,steage_des_50912,
50913,50912,1,stage_name_50913,7-13,讨伐-13,,5,1,0,509130,"509131,509132,509133",509134,0,0,,,,0,0,"105,36850",0,9,87092001,701,509131,,0,0,0,0,0,0,,,,0,8120084,0,0,,,,1979203,,steage_des_50913,
50914,50913,1,stage_name_50914,7-14,讨伐-14,,5,1,2,509140,"509141,509142,509143",509144,0,0,,,,0,0,"106,39715",0,9,87092002,702,509141,,0,0,0,0,0,0,,,,0,8120081,0,0,,,,1979204,,steage_des_50914,
50915,50914,1,stage_name_50915,7-15,讨伐-15,,5,1,2,509150,"509151,509152,509153",509154,0,0,,,,0,0,"106,39715",0,9,87092003,703,509151;509152,,0,0,0,0,0,0,,,,0,8120054,0,0,,,,1979215,,steage_des_50915,
50916,50915,1,stage_name_50916,7-16,讨伐-16,,5,1,0,509160,"509161,509162,509163",509164,0,0,,,,0,0,"106,37180",0,9,87092004,701,509161,,0,0,0,0,0,0,,,,0,8120089,0,0,,,,1979217,,steage_des_50916,
50917,50916,1,stage_name_50917,7-17,讨伐-17,,5,1,0,509170,"509171,509172,509173",509174,0,0,,,,0,0,"107,37510",0,9,87092001,702,509171,,0,0,0,0,0,0,,,,0,8120088,0,0,,,,1979202,,steage_des_50917,
50918,50917,1,stage_name_50918,7-18,讨伐-18,,5,1,0,509180,"509181,509182,509183",509184,0,0,,,,0,0,"107,37510",0,9,87092002,703,509181,,0,0,0,0,0,0,,,,0,8120054,0,0,,,,1979210,,steage_des_50918,
50919,50918,1,stage_name_50919,7-19,讨伐-19,,5,1,2,509190,"509191,509192,509193",509194,0,0,,,,0,0,"107,40067",0,9,87092003,701,509191,,0,0,0,0,0,0,,,,0,8120082,0,0,,,,1979205,,steage_des_50919,
50920,50919,1,stage_name_50920,7-20,讨伐-20,,5,1,1,509200,"509201,509202,509203",509204,0,0,,,,0,0,"108,44720",0,9,87092004,702,509201;509202,,0,0,0,0,0,0,,,,0,8120084,0,0,,,,1979203,,steage_des_50920,
51001,10933,1,stage_name_51001,8-1,讨伐-1,,5,1,0,510010,"510011,510012,510013",510014,0,0,,,,0,0,"108,37840",0,10,87102001,801,510011,,0,0,0,0,0,0,,,,0,8120081,0,0,,,,1979204,,steage_des_51001,
51002,51001,1,stage_name_51002,8-2,讨伐-2,,5,1,0,510020,"510021,510022,510023",510024,0,0,,,,0,0,"108,37840",0,10,87102002,802,510021,,0,0,0,0,0,0,,,,0,8120081,0,0,,,,1979204,,steage_des_51002,
51003,51002,1,stage_name_51003,8-3,讨伐-3,,5,1,2,510030,"510031,510032,510033",510034,0,0,,,,0,0,"109,40772",0,10,87102003,803,510031,,0,0,0,0,0,0,,,,0,8120082,0,0,,,,1979205,,steage_des_51003,
51004,51003,1,stage_name_51004,8-4,讨伐-4,,5,1,0,510040,"510041,510042,510043",510044,0,0,,,,0,0,"109,38170",0,10,87102004,801,510041,,0,0,0,0,0,0,,,,0,8120082,0,0,,,,1979205,,steage_des_51004,
51005,51004,1,stage_name_51005,8-5,讨伐-5,,5,1,2,510050,"510051,510052,510053",510054,0,0,,,,0,0,"110,41125",0,10,87102001,802,510051;510052,,0,0,0,0,0,0,,,,0,8120086,0,0,,,,1979208,,steage_des_51005,
51006,51005,1,stage_name_51006,8-6,讨伐-6,,5,1,0,510060,"510061,510062,510063",510064,0,0,,,,0,0,"110,38500",0,10,87102002,803,510061,,0,0,0,0,0,0,,,,0,8120089,0,0,,,,1979217,,steage_des_51006,
51007,51006,1,stage_name_51007,8-7,讨伐-7,,5,1,0,510070,"510071,510072,510073",510074,0,0,,,,0,0,"111,38819",0,10,87102003,801,510071,,0,0,0,0,0,0,,,,0,8120089,0,0,,,,1979217,,steage_des_51007,
51008,51007,1,stage_name_51008,8-8,讨伐-8,,5,1,2,510080,"510081,510082,510083",510084,0,0,,,,0,0,"111,41465",0,10,87102004,802,510081,,0,0,0,0,0,0,,,,0,8120089,0,0,,,,1979219,,steage_des_51008,
51009,51008,1,stage_name_51009,8-9,讨伐-9,,5,1,0,510090,"510091,510092,510093",510094,0,0,,,,0,0,"112,39149",0,10,87102001,803,510091,,0,0,0,0,0,0,,,,0,8120089,0,0,,,,1979219,,steage_des_51009,
51010,51009,1,stage_name_51010,8-10,讨伐-10,,5,1,2,510100,"510101,510102,510103",510104,0,0,,,,0,0,"112,41818",0,10,87102002,801,510101;510102,,0,0,0,0,0,0,,,,0,8120082,0,0,,,,1979205,,steage_des_51010,
51011,51010,1,stage_name_51011,8-11,讨伐-11,,5,1,2,510110,"510111,510112,510113",510114,0,0,,,,0,0,"113,42170",0,10,87102003,802,510111,,0,0,0,0,0,0,,,,0,8120088,0,0,,,,1979220,,steage_des_51011,
51012,51011,1,stage_name_51012,8-12,讨伐-12,,5,1,0,510120,"510121,510122,510123",510124,0,0,,,,0,0,"113,39479",0,10,87102004,803,510121,,0,0,0,0,0,0,,,,0,8120088,0,0,,,,1979202,,steage_des_51012,
51013,51012,1,stage_name_51013,8-13,讨伐-13,,5,1,0,510130,"510131,510132,510133",510134,0,0,,,,0,0,"114,39809",0,10,87102001,801,510131,,0,0,0,0,0,0,,,,0,8120088,0,0,,,,1979202,,steage_des_51013,
51014,51013,1,stage_name_51014,8-14,讨伐-14,,5,1,2,510140,"510141,510142,510143",510144,0,0,,,,0,0,"114,42523",0,10,87102002,802,510141,,0,0,0,0,0,0,,,,0,8120081,0,0,,,,1979204,,steage_des_51014,
51015,51014,1,stage_name_51015,8-15,讨伐-15,,5,1,2,510150,"510151,510152,510153",510154,0,0,,,,0,0,"115,42875",0,10,87102003,803,510151;501052,,0,0,0,0,0,0,,,,0,8120082,0,0,,,,1979205,,steage_des_51015,
51016,51015,1,stage_name_51016,8-16,讨伐-16,,5,1,0,510160,"510161,510162,510163",510164,0,0,,,,0,0,"115,40139",0,10,87102004,801,510161,,0,0,0,0,0,0,,,,0,8120087,0,0,,,,1979215,,steage_des_51016,
51017,51016,1,stage_name_51017,8-17,讨伐-17,,5,1,2,510170,"510171,510172,510173",510174,0,0,,,,0,0,"116,43228",0,10,87102001,802,510171,,0,0,0,0,0,0,,,,0,8120054,0,0,,,,1979213,,steage_des_51017,
51018,51017,1,stage_name_51018,8-18,讨伐-18,,5,1,2,510180,"510181,510182,510183",510184,0,0,,,,0,0,"116,43228",0,10,87102002,803,510181,,0,0,0,0,0,0,,,,0,8120082,0,0,,,,1979205,,steage_des_51018,
51019,51018,1,stage_name_51019,8-19,讨伐-19,,5,1,0,510190,"510191,510192,510193",510194,0,0,,,,0,0,"118,41129",0,10,87102003,801,510191,,0,0,0,0,0,0,,,,0,8120087,0,0,,,,1979215,,steage_des_51019,
51020,51019,1,stage_name_51020,8-20,讨伐-20,,5,1,1,510200,"510201,510202,510203",510204,0,0,,,,0,0,"118,48607",0,10,87102004,802,510201;510202,,0,0,0,0,0,0,,,,0,8120054,0,0,,,,1979222,,steage_des_51020,
30101,10118,1,stage_name_30101,0-1,本勒收集1,,3,1,0,301010,"301011,301012,301013",301014,0,0,,,,"1000004,10",9900,"1,19000",0,301,30101,0,301011,,0,"0,101,-450;0,102,-450;0,103,-450;0,104,-450;0,105,-240",0,0,0,"301012,50030101",,,,"ui_bk_gq_zi_biao_1,ui_gq_main_0_1,ui_cj_tc_bk_1,ui_cj_tc_tiao_bk_1",8120081,0,0,,,,1979204,,steage_des_30101,
30102,30101,1,stage_name_30102,0-2,本勒收集2,,3,1,0,301020,"301021,301022,301023",301024,0,0,,,,"1000004,15",9900,"1,37599",0,301,30102,0,301021,,0,"0,101,-350;0,102,-350;0,103,-350;0,104,-350;0,105,-140",0,0,0,"301022,50030102",,,,"ui_bk_gq_zi_biao_2,ui_gq_main_0_1,ui_cj_tc_bk_1,ui_cj_tc_tiao_bk_1",8120081,0,0,,,,1979204,,steage_des_30102,
30103,30102,1,stage_name_30103,0-3,本勒收集3,,3,1,0,301030,"301031,301032,301033",301034,0,0,,,,"1000004,20",9900,"1,45100",0,301,30103,0,301031,,0,"0,101,-250;0,102,-250;0,103,-250;0,104,-250;0,105,-75",0,0,0,"301032,50030103",,,,"ui_bk_gq_zi_biao_3,ui_gq_main_0_1,ui_cj_tc_bk_1,ui_cj_tc_tiao_bk_1",8120081,0,0,,,,1979204,,steage_des_30103,
30104,30103,1,stage_name_30104,0-4,本勒收集4,,3,1,2,301040,"301041,301042,301043",301044,0,0,,,,"1000004,25",9900,"1,128000",0,301,30104,0,301041,,0,"0,101,-150;0,102,-150;0,103,-150;0,104,-150;0,105,-30",0,0,0,"301042,50030104",,,,"ui_bk_gq_zi_biao_4,ui_gq_main_1_1,ui_cj_tc_bk_1,ui_cj_tc_tiao_bk_1",8120081,0,0,,,,1979204,,steage_des_30104,
30105,30104,1,stage_name_30105,0-5,本勒收集5,,3,1,2,301050,"301051,301052,301053",301054,0,0,,,,"1000004,30",9900,"1,188000",0,301,30105,0,301051,,0,"0,101,-50;0,102,-50;0,103,-50;0,104,-50;0,105,8",0,0,0,"301052,50030105",,,,"ui_bk_gq_zi_biao_5,ui_gq_main_1_1,ui_cj_tc_bk_1,ui_cj_tc_tiao_bk_1",8120081,0,0,,,,1979204,,steage_des_30105,
30106,30105,1,stage_name_30106,0-6,本勒收集6,,3,1,2,301060,"301061,301062,301063",301064,0,0,,,,"1000004,35",9900,"1,283000",0,301,30106,0,301061,,0,"0,101,50;0,102,50;0,103,50;0,104,50;0,105,28",0,0,0,"301062,50030106",,,,"ui_bk_gq_zi_biao_6,ui_gq_main_1_1,ui_cj_tc_bk_1,ui_cj_tc_tiao_bk_1",8120081,0,0,,,,1979204,,steage_des_30106,
30107,30106,1,stage_name_30107,0-7,本勒收集7,,3,1,2,301070,"301071,301072,301073",301074,0,0,,,,"1000004,35",9900,"1,466000",0,301,30107,0,301071;301072,,0,"0,101,150;0,102,150;0,103,150;0,104,150;0,105,48",0,0,0,"301072,50030107",,,,"ui_bk_gq_zi_biao_7,ui_gq_main_1_1,ui_cj_tc_bk_1,ui_cj_tc_tiao_bk_1",8120081,0,0,,,,1979204,,steage_des_30107,
30201,10118,1,stage_name_30201,0-1,经验获取1,,3,1,0,302010,"302011,302012,302013",302014,0,0,,,,"1000004,10",9900,"1,19000",0,302,30201,0,302011,,0,"0,101,-450;0,102,-450;0,103,-450;0,104,-450;0,105,-240",0,0,0,"302012,50030201",,,,"ui_bk_gq_zi_biao_1,ui_gq_main_0_1,ui_cj_tc_bk_2,ui_cj_tc_tiao_bk_2",8120082,0,0,,,,1979205,,steage_des_30201,
30202,30201,1,stage_name_30202,0-2,经验获取2,,3,1,0,302020,"302021,302022,302023",302024,0,0,,,,"1000004,15",9900,"1,44900",0,302,30202,0,302021,,0,"0,101,-350;0,102,-350;0,103,-350;0,104,-350;0,105,-140",0,0,0,"302022,50030202",,,,"ui_bk_gq_zi_biao_2,ui_gq_main_0_1,ui_cj_tc_bk_2,ui_cj_tc_tiao_bk_2",8120082,0,0,,,,1979205,,steage_des_30202,
30203,30202,1,stage_name_30203,0-3,经验获取3,,3,1,0,302030,"302031,302032,302033",302034,0,0,,,,"1000004,20",9900,"1,58000",0,302,30203,0,302031,,0,"0,101,-250;0,102,-250;0,103,-250;0,104,-250;0,105,-75",0,0,0,"302032,50030203",,,,"ui_bk_gq_zi_biao_3,ui_gq_main_0_1,ui_cj_tc_bk_2,ui_cj_tc_tiao_bk_2",8120082,0,0,,,,1979205,,steage_des_30203,
30204,30203,1,stage_name_30204,0-4,经验获取4,,3,1,2,302040,"302041,302042,302043",302044,0,0,,,,"1000004,25",9900,"1,147500",0,302,30204,0,302041,,0,"0,101,-150;0,102,-150;0,103,-150;0,104,-150;0,105,-30",0,0,0,"302042,50030204",,,,"ui_bk_gq_zi_biao_4,ui_gq_main_1_1,ui_cj_tc_bk_2,ui_cj_tc_tiao_bk_2",8120082,0,0,,,,1979205,,steage_des_30204,
30205,30204,1,stage_name_30205,0-5,经验获取5,,3,1,2,302050,"302051,302052,302053",302054,0,0,,,,"1000004,30",9900,"1,222000",0,302,30205,0,302051,,0,"0,101,-50;0,102,-50;0,103,-50;0,104,-50;0,105,8",0,0,0,"302052,50030205",,,,"ui_bk_gq_zi_biao_5,ui_gq_main_1_1,ui_cj_tc_bk_2,ui_cj_tc_tiao_bk_2",8120082,0,0,,,,1979205,,steage_des_30205,
30206,30205,1,stage_name_30206,0-6,经验获取6,,3,1,2,302060,"302061,302062,302063",302064,0,0,,,,"1000004,35",9900,"1,320000",0,302,30206,0,302061,,0,"0,101,50;0,102,50;0,103,50;0,104,50;0,105,28",0,0,0,"302062,50030206",,,,"ui_bk_gq_zi_biao_6,ui_gq_main_1_1,ui_cj_tc_bk_2,ui_cj_tc_tiao_bk_2",8120082,0,0,,,,1979205,,steage_des_30206,
30207,30206,1,stage_name_30207,0-7,经验获取7,,3,1,2,302070,"302071,302072,302073",302074,0,0,,,,"1000004,35",9900,"1,520000",0,302,30207,0,302071;302072,,0,"0,101,150;0,102,150;0,103,150;0,104,150;0,105,48",0,0,0,"302072,50030207",,,,"ui_bk_gq_zi_biao_7,ui_gq_main_1_1,ui_cj_tc_bk_2,ui_cj_tc_tiao_bk_2",8120082,0,0,,,,1979205,,steage_des_30207,
30301,10202,1,stage_name_30301,0-1,技能材料1,,3,1,0,303010,"303011,303012,303013",303014,0,0,,,,"1000004,20",9900,"1,19000",0,303,30301,0,303011,,0,"0,101,-450;0,102,-450;0,103,-450;0,104,-450;0,105,-240",0,0,0,"303012,50030301",,,,"ui_bk_gq_zi_biao_1,ui_gq_main_0_1,ui_cj_tc_bk_3,ui_cj_tc_tiao_bk_3",8120086,0,0,,,,1979208,,steage_des_30301,
30302,30301,1,stage_name_30302,0-2,技能材料2,,3,1,0,303020,"303021,303022,303023",303024,0,0,,,,"1000004,25",9900,"1,25000",0,303,30302,0,303021,,0,"0,101,-350;0,102,-350;0,103,-350;0,104,-350;0,105,-140",0,0,0,"303022,50030302",,,,"ui_bk_gq_zi_biao_2,ui_gq_main_0_1,ui_cj_tc_bk_3,ui_cj_tc_tiao_bk_3",8120086,0,0,,,,1979208,,steage_des_30302,
30303,30302,1,stage_name_30303,0-3,技能材料3,,3,1,0,303030,"303031,303032,303033",303034,0,0,,,,"1000004,25",9900,"1,83000",0,303,30303,0,303031,,0,"0,101,-250;0,102,-250;0,103,-250;0,104,-250;0,105,-75",0,0,0,"303032,50030303",,,,"ui_bk_gq_zi_biao_3,ui_gq_main_0_1,ui_cj_tc_bk_3,ui_cj_tc_tiao_bk_3",8120086,0,0,,,,1979208,,steage_des_30303,
30304,30303,1,stage_name_30304,0-4,技能材料4,,3,1,2,303040,"303041,303042,303043",303044,0,0,,,,"1000004,30",9900,"1,152000",0,303,30304,0,303041,,0,"0,101,-150;0,102,-150;0,103,-150;0,104,-150;0,105,-30",0,0,0,"303042,50030304",,,,"ui_bk_gq_zi_biao_4,ui_gq_main_1_1,ui_cj_tc_bk_3,ui_cj_tc_tiao_bk_3",8120086,0,0,,,,1979208,,steage_des_30304,
30305,30304,1,stage_name_30305,0-5,技能材料5,,3,1,2,303050,"303051,303052,303053",303054,0,0,,,,"1000004,35",9900,"1,256800",0,303,30305,0,303051,,0,"0,101,-50;0,102,-50;0,103,-50;0,104,-50;0,105,8",0,0,0,"303052,50030305",,,,"ui_bk_gq_zi_biao_5,ui_gq_main_1_1,ui_cj_tc_bk_3,ui_cj_tc_tiao_bk_3",8120086,0,0,,,,1979208,,steage_des_30305,
30306,30305,1,stage_name_30306,0-6,技能材料6,,3,1,2,303060,"303061,303062,303063",303064,0,0,,,,"1000004,40",9900,"1,360000",0,303,30306,0,303061,,0,"0,101,50;0,102,50;0,103,50;0,104,50;0,105,28",0,0,0,"303062,50030306",,,,"ui_bk_gq_zi_biao_6,ui_gq_main_1_1,ui_cj_tc_bk_3,ui_cj_tc_tiao_bk_3",8120086,0,0,,,,1979208,,steage_des_30306,
30307,30306,1,stage_name_30307,0-7,技能材料7,,3,1,2,303070,"303071,303072,303073",303074,0,0,,,,"1000004,40",9900,"1,530000",0,303,30307,0,303071;303072,,0,"0,101,150;0,102,150;0,103,150;0,104,150;0,105,48",0,0,0,"303072,50030307",,,,"ui_bk_gq_zi_biao_7,ui_gq_main_1_1,ui_cj_tc_bk_3,ui_cj_tc_tiao_bk_3",8120086,0,0,,,,1979208,,steage_des_30307,
30401,10202,1,stage_name_30401,0-1,传道记忆1,,3,1,0,304010,"304011,304012,304013",304014,0,0,,,,"1000004,20",9900,"1,58000",0,304,30401,0,304011,,0,"0,101,-450;0,102,-450;0,103,-450;0,104,-450;0,105,-240",0,0,0,"304012,50030401",,,,"ui_bk_gq_zi_biao_1,ui_gq_main_0_1,ui_cj_tc_bk_4,ui_cj_tc_tiao_bk_4",8120081,0,0,,,,1979204,,steage_des_30401,
30402,30401,1,stage_name_30402,0-2,传道记忆2,,3,1,0,304020,"304021,304022,304023",304024,0,0,,,,"1000004,25",9900,"1,83000",0,304,30402,0,304021,,0,"0,101,-350;0,102,-350;0,103,-350;0,104,-350;0,105,-140",0,0,0,"304022,50030402",,,,"ui_bk_gq_zi_biao_2,ui_gq_main_0_1,ui_cj_tc_bk_4,ui_cj_tc_tiao_bk_4",8120081,0,0,,,,1979204,,steage_des_30402,
30403,30402,1,stage_name_30403,0-3,传道记忆3,,3,1,0,304030,"304031,304032,304033",304034,0,0,,,,"1000004,25",9900,"1,165000",0,304,30403,0,304031,,0,"0,101,-250;0,102,-250;0,103,-250;0,104,-250;0,105,-75",0,0,0,"304032,50030403",,,,"ui_bk_gq_zi_biao_3,ui_gq_main_0_1,ui_cj_tc_bk_4,ui_cj_tc_tiao_bk_4",8120081,0,0,,,,1979204,,steage_des_30403,
30404,30403,1,stage_name_30404,0-4,传道记忆4,,3,1,2,304040,"304041,304042,304043",304044,0,0,,,,"1000004,30",9900,"1,284000",0,304,30404,0,304041,,0,"0,101,-150;0,102,-150;0,103,-150;0,104,-150;0,105,-30",0,0,0,"304042,50030404",,,,"ui_bk_gq_zi_biao_4,ui_gq_main_1_1,ui_cj_tc_bk_4,ui_cj_tc_tiao_bk_4",8120081,0,0,,,,1979204,,steage_des_30404,
